,Temporal_Mid_R,Cingulate_Post_R,Thal_IL_R,Frontal_Mid_2_R,Red_N_R,Thal_PuA_R,Cerebellum_8_L,Thal_PuL_R,OFCant_L,Olfactory_R,OFCmed_R,Heschl_L,Occipital_Inf_R,Thal_VL_L,Cingulate_Post_L,Postcentral_L,Temporal_Mid_L,Cerebellum_8_R,Paracentral_Lobule_R,Thal_PuI_L,VTA_L,Olfactory_L,Cerebellum_Crus2_L,Putamen_L,LC_L,Frontal_Sup_2_R,Fusiform_L,Cuneus_L,Thal_LP_R,Frontal_Inf_Orb_2_R,Thal_VPL_L,Precentral_L,Cerebellum_Crus1_L,Temporal_Pole_Mid_L,Parietal_Sup_L,Thal_MGN_L,Cerebellum_Crus2_R,Cerebellum_9_R,Thal_LGN_L,Fusiform_R,ACC_pre_L,Cerebellum_Crus1_R,Thal_MDm_L,Vermis_9,Putamen_R,OFCant_R,OFClat_L,Thal_VA_R,Thal_PuA_L,Frontal_Inf_Orb_2_L,Caudate_R,Rectus_R,Occipital_Mid_L,Temporal_Pole_Sup_R,SN_pc_L,Temporal_Pole_Mid_R,Raphe_M,Thal_LP_L,N_Acc_R,Frontal_Inf_Oper_R,Frontal_Inf_Tri_R,Hippocampus_L,Pallidum_L,ParaHippocampal_L,Cerebellum_6_R,Temporal_Sup_L,Hippocampus_R,VTA_R,Vermis_6,Amygdala_R,Thal_MDm_R,Thal_PuM_L,Thal_VPL_R,Frontal_Med_Orb_R,Angular_L,ACC_sup_R,Supp_Motor_Area_L,Calcarine_R,SupraMarginal_R,Frontal_Sup_2_L,Paracentral_Lobule_L,Thal_PuI_R,Cerebellum_4_5_R,Thal_PuL_L,Precentral_R,OFCpost_R,Thal_IL_L,Angular_R,Cerebellum_7b_L,Cerebellum_4_5_L,Raphe_D,Temporal_Inf_R,Red_N_L,Vermis_8,Precuneus_L,Cerebellum_9_L,Vermis_10,ACC_sub_L,Occipital_Sup_L,ACC_pre_R,Cingulate_Mid_L,Vermis_4_5,Thal_PuM_R,Cerebellum_3_R,N_Acc_L,SN_pr_R,Parietal_Inf_L,Parietal_Sup_R,Temporal_Inf_L,Temporal_Sup_R,Frontal_Sup_Medial_L,ACC_sup_L,Thal_LGN_R,Frontal_Mid_2_L,Cerebellum_7b_R
Cerebellum_Crus2_L,0.15688444000644627,0.05370836144946098,-0.22388165491480277,5.666612533676732e-05,0.41771432426585053,-0.2729774900184862,0.4900514216937317,0.5701638938479315,-0.023728890067725193,0.4817838045563048,-0.6458928071689953,0.378328632468225,0.6313453071089974,-0.2738248806106392,0.06877831375866474,-0.13457297020935785,0.1460052017527402,0.5631892550620194,-0.10325720665658916,0.465752993867218,0.3974456854512649,0.32666149097629077,1.0,0.012938234372652239,-0.33644969827340854,-0.0605637886476984,-0.15282507881105734,0.1642198495099253,-0.0555041168224561,0.08524142043514751,0.5752865430315909,-0.15414739532775307,-0.05845553738514394,0.6905186964642276,0.01120904370369333,-0.2048467985715234,0.6908863440361265,0.14365246874006812,0.5647068309443198,-0.2577437279810641,-0.1637000204231935,0.1754085324109132,-0.020623484688517605,0.5997697047097329,-0.06577174390208021,-0.3638143273603787,-0.3943341794753225,-0.4840159230046807,0.573674513269516,-0.10318712989644563,-0.02045668321186768,-0.569792483520821,0.020653015591085372,-0.0890980314929348,0.19961825855662124,0.14547147737352603,-0.5740216745665276,0.43335682165479583,-0.19111339565322163,0.06231053849999196,0.192301417790722,-0.19296896695920784,-0.13239276939059175,-0.6856891606112355,-0.06137405543232183,0.1532304908550952,-0.3841246541266296,0.19284720600280128,-0.09280793571557111,0.11420490493594637,0.453371334581733,0.5940739236327414,0.5669770446345122,-0.3475959727413904,0.1271140425029193,0.3157433390104389,-0.046558208239745054,0.3733431822889239,0.1513762633201597,-0.03626622825274141,-0.05770864105543946,0.5891725665399306,-0.08295169795435266,0.49168951580863507,-0.06605311924908808,-0.17103033429871825,-0.2268060061089936,0.15462323619561752,0.6423790380067025,-0.2806106998557324,0.10980307025488538,-0.39217390794964907,0.1951115720046294,-0.617797767931637,0.03430289717312577,0.09830801000145559,0.12055779729915557,-0.23287127592895368,0.14902833099935853,0.06972517699388366,-0.042552167551751,-0.1453943940992154,-0.1408287084226206,0.4866711772980165,-0.35756228485673375,0.11860604976836266,-0.03968054580718349,0.09663535093361827,-0.2835577184203837,0.13085096239571264,-0.01943174610943347,0.3455597655799814,0.4610729726989565,-0.09188881337852005,0.7806220957309319
Putamen_L,0.4632934726777626,0.44003465893860644,0.08645509605930908,0.20319371368195052,0.18760369826086384,0.4499887820327291,0.09943738533328997,-0.32929042507644074,0.5770202679100417,0.1438864370921931,0.28719066898327467,0.35805361570856914,0.03647676180987163,0.18781533424139527,0.41766661625406826,0.037667249610220006,-0.18240239308194897,0.34601023748813553,0.4621508525376172,0.09166871891624989,-0.17054271743462565,0.07287228923234458,0.012938234372652239,1.0,0.314278995301221,0.5530943816134689,0.14335794683823952,-0.07788310371604262,0.5757286313134138,0.8209970154669348,-0.21191491470198845,0.1475724053451686,-0.1631017969862647,0.20172215114988007,-0.08370982169117833,0.4457670612592781,0.2861927695228694,0.40863094053763843,-0.14785413007615342,0.6416074107064516,0.6853641728167725,0.2249780092498177,0.2976432848032803,0.16798206914944702,0.7075899527916475,0.30357919884578216,0.13324701556339685,0.4434213376945356,-0.11065709345893406,0.5624819131086229,0.5583901088394355,0.34783155213810923,-0.2804716274093114,0.6356282715240624,0.5328953022415922,0.4304590387197207,0.3139718917940621,-0.17040462182231547,0.6753925689818666,0.6178336905390422,0.6497056253115335,0.31343297064831116,0.6367915021972359,0.235566918328203,0.507884240118149,0.28150906536438813,0.5559742426218791,0.011335654431195432,0.41013609147050933,0.6071027524252844,-0.07477045188277967,-0.1584803262299385,-0.3123283112294903,0.5504926053521177,-0.20392809403894033,-0.06228956799866265,0.4939924450076791,0.12329813865334285,-0.013360919424301055,0.6241004070974894,0.33669763782730266,-0.2396633223725055,0.5993690871233491,-0.2792056991562951,0.02699843622822152,0.5817007366949016,0.4389857898987742,-0.035328671838357084,0.11029892459991508,0.6092607549336307,0.25501870658751535,0.45000225570113184,0.4403395480477178,0.12026717834276608,0.1206826012842774,0.5470507107577548,0.6057314585697764,0.4762394234682323,-0.255249078826241,0.1481796505748023,0.5372122846667117,0.5950562555848289,0.6106835032335137,0.505954906387226,0.32052551393368955,0.5905033229701911,0.006702355354968802,-0.14166610330370263,-0.06358687169670164,0.720994562729376,0.5325537715006964,0.283823315440064,-0.2379119221080669,0.26138163026261996,0.1422609824469178
LC_L,0.15885582376965915,0.14791130966170138,0.42224641208596775,0.009125875600130425,-0.2730418806404082,0.4891039358321504,0.127364922608714,-0.3330124123046903,0.3346896669052565,-0.30154057562687614,0.4545744771005868,-0.17720069727228552,-0.2116576819070639,0.3798251849968367,0.09476350521705101,-0.09862886868851813,-0.042456046654352604,0.27951363619059033,0.06620241111266481,-0.13551248087028447,-0.17816650565268272,-0.022533477362007812,-0.33644969827340854,0.314278995301221,1.0,0.22283555051310674,0.49214297580206495,-0.1865194164061066,0.43165910205338054,0.2733919535069171,-0.34668672634980796,-0.0782556716837613,0.3831359236545838,-0.11773318711228196,-0.2596923719697346,0.5501800526461805,-0.0005077709772084741,0.6183152796973234,-0.4471788712201158,0.5189782994258171,0.31793252782185477,0.3740582466093018,0.28953582770410835,0.22876377665015804,0.4945982610428596,0.4928912971012285,0.3664907357167835,0.5398498156602786,-0.34513195405138286,0.3202672600448689,0.3299919106339395,0.5080960145247526,-0.3744098864707949,0.4619350514908749,0.2654361095080708,0.4408576063699733,0.29212104221408913,-0.383514481515828,0.4232825214146292,-0.013200890424744502,0.05712892500259069,0.3302830913735368,0.5120005731283492,0.5640790258970149,0.530309896655469,0.08300841476063206,0.6238867623520017,0.24323815952806618,0.5654440609309126,0.02541497342045272,-0.2779016303387508,-0.3712336428896507,-0.353961262579466,0.5137600043269446,-0.27963776665170276,-0.34038557667772523,0.020546500385429937,-0.1947886185085268,-0.21735600745246964,0.14214769913846015,0.003684946619031578,-0.4628742593072717,0.3743721697383142,-0.48157371478607636,-0.20634267862951278,0.559752428464642,0.5746203601478354,-0.25182055175234963,0.02721141999500313,0.45009391739937943,-0.1293420813694046,0.5857084210025985,-0.051884416536016054,0.7209677042601323,-0.10529907252960588,0.5359613661021606,0.49341712340417376,0.4865122989518915,-0.32353534598477623,-0.03096661722886027,0.12983042902369504,0.3239803723499656,0.4105746180441585,0.03784886278714643,0.4895257406129274,-0.004600527460638009,-0.1733924285648123,-0.3241117879860455,0.3718346688875317,0.2097603270617166,0.20745803421661457,-0.13695067342957867,-0.2141355229953639,0.04119930027390442,-0.1169559620099166
Frontal_Sup_2_R,0.30660918598824244,0.3886933654502975,-0.09454479399523993,0.7376100630135769,0.21550408377166688,-0.02352015983044518,0.21590509730411628,-0.18980419102849364,0.3950164809119631,0.06923939080563353,0.14485903431764438,0.38628954609324556,-0.06741605040304627,0.1571406106340112,0.28048748352684166,0.44605778296514675,0.09814199343234677,0.1445961748898878,0.7470406696625023,0.04770349555601661,-0.13505271881541436,0.07848518743851163,-0.0605637886476984,0.5530943816134689,0.22283555051310674,1.0,0.12205527509587503,0.1526472075454842,0.2222166753578694,0.5242641330744593,-0.055159937165303354,0.5274795929491672,-0.028003517121480345,0.08818395444258856,0.2984159717636898,0.08053519849588561,0.020723200268629696,0.22050924320514909,-0.09351240498047282,0.4461980520678958,0.5230341788615231,-0.05049382252512748,0.12745904775906147,-0.005444232785150661,0.4475773425473415,0.2687115269184382,0.23858291988477423,0.1660456071730142,0.04934064859153101,0.5091885704483611,0.40716610437802625,0.11863256381643725,-0.08279095542366464,0.37594023117893044,0.3461710798803052,0.14204723986651344,0.1604372056584718,0.06993095739278427,0.3510083511459504,0.5849378324055036,0.6771821634842695,0.2172259055072761,0.3457061536530307,0.16642750952911986,0.36563160080057927,0.47890125500964353,0.2596655555682334,0.12960005644615227,0.2054786645973206,0.483121035490723,-0.1391825622755843,-0.04053475213380142,-0.16082092971092599,0.20536474436359517,0.0613385431108132,0.13164365028526154,0.8755074865349697,0.28526985877993455,0.4120692798402143,0.7402433911627914,0.7632871996229404,-0.13477879944635798,0.6033953229561695,-0.09446628706940856,0.6546203368956875,0.5335837848853767,0.15333235281497837,0.33041507399680903,0.1650340468326684,0.5374016779588474,0.2990864656762918,0.21452885840206617,0.3362371679237222,0.0896831421047628,0.5307555945546777,0.35425769687688186,0.4528311318252208,0.1914875768341875,-0.04521026049600149,0.3004924353098389,0.7185375751508305,0.606718871146126,0.22115528654809555,0.3137040116261375,0.17214755571495627,0.4520125034818247,0.34685399193562255,0.3370589189837575,0.014528456072222355,0.49743993973217726,0.6716321833950166,0.2506928348450789,-0.14401567115179675,0.5022077238579074,-0.03598167936887471
Fusiform_L,-0.07551571018296638,-0.015359663967643123,0.5503253925219292,0.056069068208184934,-0.23629271613505679,0.3467095581604713,0.39535830129308563,-0.1696540062803151,0.008723974696665436,-0.3376776942918731,0.36867824284155765,-0.3543850885114782,-0.14314180573319096,0.43026039511039665,-0.00379112990999998,-0.2631314588391711,0.35954129636916704,0.1415317704866063,-0.04065988379622879,0.046497340627789326,0.08915642938542563,0.1110910428506765,-0.15282507881105734,0.14335794683823952,0.49214297580206495,0.12205527509587503,1.0,-0.05348746463720291,0.23233513878374287,-0.005890504941718345,-0.16634486582339014,-0.269863693595818,0.7129169433416211,-0.1676349119516772,-0.40700987418446527,0.5510675984363078,-0.1465382624377501,0.4186496564142633,-0.22185658428213456,0.40873137240228413,0.06861364244736266,0.04497478895255087,0.27790981123900443,0.12834480171237464,0.278966604349252,0.4661276679238284,0.5102551579560363,0.3555351614527367,-0.32531803772614715,0.4710298350701316,0.09499328939818852,0.3018701315872654,-0.24826950354905591,0.04407542840937409,0.3025292960624825,-0.013588280182382334,0.23078083386776785,-0.4535973290083293,0.01096758451751207,-0.0848365082301045,-0.0606807736856142,0.5189628941096855,0.39540303985503866,0.5756694910691297,0.433301662499408,0.14955718870598655,0.36788758747634265,0.12287916564167387,0.5121471234752146,-0.03131769834308255,-0.09700141622039793,-0.3301987539453728,-0.08642831633221948,0.2378553432551619,-0.3584430627003765,-0.2978518967642667,-0.10061311943744053,-0.02930088833472216,-0.13627722946703227,-0.08341258523380478,-0.1554886398200871,-0.21554439496223352,0.3649822499534027,-0.35303165247692125,-0.0808266680789813,0.2977000229498956,0.5622181016061336,-0.23982717514364893,0.22550388580365732,0.44923294526599594,-0.14107134201036356,0.2367672967117789,-0.07016560840880395,0.50264116062612,-0.04747232683515544,0.3179559975839915,0.43443800679658884,0.43977012651978153,-0.15107247479875657,-0.056306666538763636,0.046079674648674386,0.26544149436870745,0.29830232306995214,0.10568507034738306,0.47452648058884106,-0.041152138213390005,-0.3525065588445141,-0.2787057452242758,0.7963415644498811,-0.0933893979037045,0.06630442165112584,0.01734612690483044,0.07461146980154287,-0.21567242738574746,-0.10525882869155652
Cuneus_L,0.4383359116498377,0.3386979827483553,-0.26690576074381855,0.3725982829337253,0.5346493284605458,-0.5381998475289326,0.010706348796862669,0.5433198859280697,-0.0222853136721232,0.579880199360953,-0.4473653145803877,0.4994547928641212,0.4831531230184995,-0.4416105793843131,0.24946758199306254,0.5808318693396424,0.10647613752576517,0.11840426967163398,0.37442481570463343,0.3807299638508576,0.16107577567699807,0.29211062752240213,0.1642198495099253,-0.07788310371604262,-0.1865194164061066,0.1526472075454842,-0.05348746463720291,1.0,-0.5386052645064004,-0.08318996338225544,0.476445963670265,0.4847234969024399,-0.24570346993363443,0.2963595829720144,0.6980308699633628,-0.41372577362919194,0.16609450549992405,-0.1035206347741778,0.2628226379180532,-0.05919454934376443,0.043422282510392735,0.1351080533110817,0.09698062356044876,0.0777856713093875,-0.43850490296031985,-0.4708262348098353,-0.47765015030548363,-0.6173932452154419,0.729469200210795,-0.31090760867277295,0.16044361224887455,-0.5037379771636749,0.7230374280434104,-0.15456888088874002,-0.09069452166379523,-0.07493538418702168,-0.1408842148171244,0.7754063900332754,-0.22773568262463875,0.1903507892246115,0.10898769399939674,-0.14461092820723423,-0.3432547420126668,-0.49462874059618317,0.06715413873984992,0.03539326979644353,-0.2880368051395475,-0.05754901676295454,0.06260044373598456,0.19697382048851253,0.5874593167712813,0.7213421303609607,0.5698001614058482,-0.5156000996931143,0.8081662240310796,0.7226762944664985,0.3451987158938076,0.798324150066573,0.6869265613253541,0.30154556922655645,0.47070021570962595,0.5853610958386161,0.11363082374567815,0.7087094672969839,0.5338167172992686,-0.26371448437289985,-0.4931306570131369,0.7671268459841016,0.021773108927228002,-0.14921668995686674,0.3308412628581038,-0.15480488171268825,0.37949101432473437,-0.3249582454382802,0.7931250332068377,0.03351837393084244,-0.03077198856896332,-0.5062456761934658,0.8716138912249688,0.6283960500272473,0.2643117209854693,-0.01187329142093508,-0.4539762316083385,0.45524479878708357,-0.6166748831039168,0.19940232428049903,0.7177211933719112,0.5590940978373641,-0.36022787682233637,0.16639340305480751,0.2808414299626717,0.4449512486082885,0.36109102626867606,0.417157236069745,0.1705121031100546
Thal_LP_R,0.11582762352681394,0.1617727684332566,0.24588678777336126,-0.1017482966725265,-0.20459769837797936,0.7534721516537644,0.16527935410067846,-0.5117047131429823,0.34069491367058646,-0.22873379605911864,0.4359882556746189,-0.21704545951987156,-0.16082299476961812,0.28593480053779535,0.21076054587734988,-0.4262252272770836,-0.38395231514227557,0.29738442394760173,-0.0283428786596931,-0.12110341577750669,-0.2617072608767954,-0.19260714773249774,-0.0555041168224561,0.5757286313134138,0.43165910205338054,0.2222166753578694,0.23233513878374287,-0.5386052645064004,1.0,0.513128360863042,-0.4872627830221789,-0.3409969362945383,0.13437877597726403,-0.019859809069171296,-0.5239748930510097,0.5614185719876932,0.2088567001973924,0.49626688880402614,-0.35546853851428095,0.5434834825378791,0.3409897232942074,0.2691477402259016,0.2617485445222511,0.25497696632018796,0.7119734317856544,0.44534523826541034,0.2656363336400921,0.6905824999905898,-0.4859985255148866,0.4152629977352903,0.36301089534014214,0.4831201922338977,-0.6953738144613599,0.5081936321825825,0.39795836033756005,0.40430475290935014,0.12541210741537856,-0.5639570589452259,0.6639248641269597,0.1645251044226504,0.27498222860935134,0.24904887697653103,0.60869823019076,0.43869763185237526,0.48190782081760875,-0.07808536331912641,0.6122089131044184,0.04344171628969954,0.5146708143247908,0.19169539068643696,-0.35382481785560105,-0.4805169790683674,-0.5508081504432135,0.6585351254645303,-0.6617237785493562,-0.5076598233393216,0.012289367061062742,-0.30959521041733984,-0.3992532506434047,0.17426122781536682,-0.11083130114870282,-0.5157539518721771,0.43467256047679054,-0.6793241772994713,-0.38823278724515337,0.4666631275320041,0.7040210696821632,-0.4530125941411918,0.110337545726412,0.5177928272063088,-0.06638924134220073,0.5270831617903838,0.07598776265278072,0.37533283709274784,-0.3490039862573721,0.41079066475444925,0.49129764388348546,0.6188434375935098,-0.6702344518613376,-0.2898481857651808,0.05571439272734583,0.4501312392358441,0.8431077754753609,0.13181648011351743,0.5736342691378025,0.2383090681295306,-0.4875477476524126,-0.5084334812516487,0.16499623964157126,0.32170376887019425,0.15899336018069976,-0.24423679644216406,-0.4103740620095135,-0.14920848111224194,0.136238771343918
Frontal_Inf_Orb_2_R,0.5541244900876178,0.28271630937461206,-0.09676721043276797,0.1521120021500538,0.12773995844771285,0.3522229450156711,0.06332509479129968,-0.28482352911868264,0.6980423588427362,0.12382264482050329,0.12298616646102968,0.430128683747277,0.13281267006308553,0.10837436149712967,0.24235571422382815,0.1159833719230369,-0.25148521345282127,0.41267997624999175,0.4114791066748607,0.17104644224756485,-0.12356308557064989,-0.11082154930802458,0.08524142043514751,0.8209970154669348,0.2733919535069171,0.5242641330744593,-0.005890504941718345,-0.08318996338225544,0.513128360863042,1.0,-0.20186472908727682,0.23382555591901333,-0.24363708284194016,0.29615201091817384,-0.013105010959547626,0.3496077290133933,0.36427125706039853,0.4699174959871261,-0.20269119162976376,0.5913052128589243,0.6709044410660172,0.3506374955040089,0.21377091267091833,0.19378096135811793,0.5861216545429108,0.30905099583003615,0.06393571156550111,0.3430797090100599,-0.0370680546048274,0.5135288428321172,0.503596222586135,0.26761382899454655,-0.21195440382806163,0.7079046100137252,0.5683997081598856,0.5724186603578906,0.19514210683674588,-0.09519939819658921,0.6129701152218009,0.6360051265577535,0.7117440748989472,0.05861309108897996,0.427743933538953,0.12467402053428656,0.4365446800358144,0.29649573288171455,0.5254176733068789,0.2203917220814641,0.3188983021354608,0.44966659394663416,-0.15171225853222894,-0.08680869778322481,-0.27832471894271393,0.5654376627184744,-0.16352625271577373,-0.056760524843007316,0.47697278877549576,0.13238621597035938,-0.06237197454337326,0.6435328055458313,0.33189928961481785,-0.22942858753945192,0.5175125977655708,-0.2905409322727945,0.009846828681833297,0.6092367425866566,0.3889183898916136,-0.09876222426968394,0.1334036660515977,0.5325587504399096,0.23932323742120845,0.5136358301102385,0.3879340657641973,0.10087734885253599,0.09404963817787979,0.5589037545975986,0.5258810299397739,0.4660498919914947,-0.20845817410555392,0.12336570172545558,0.5344336472663291,0.5445149418956189,0.4744030400563071,0.49154725606143906,0.2410378128753093,0.5136326851087164,0.06797133065655207,-0.13255644115998758,-0.18974248708014685,0.7444832583256747,0.5212147143338963,0.23970938273832215,-0.24970806053495873,0.3255604418009578,0.2624279069897427
Thal_VPL_L,-0.024912024612303355,0.2456875214618795,-0.19676348937683094,0.1761733040012438,0.5077396715667317,-0.5733819419489488,0.3864895761992081,0.8059802088148271,-0.10234047911929797,0.5262674890023157,-0.5418395733242165,0.42949412248326396,0.43660046461713115,0.008220477879214937,0.26295717538562824,0.21353795259961092,0.4092501354535413,0.2517197167483067,0.07465691406923063,0.560519557311124,0.43237051102845864,0.5081323928103398,0.5752865430315909,-0.21191491470198845,-0.34668672634980796,-0.055159937165303354,-0.16634486582339014,0.476445963670265,-0.4872627830221789,-0.20186472908727682,1.0,0.10866136503202778,-0.17195985802922753,0.34929013418322546,0.3489692622453431,-0.3119605403654165,0.3055984735106864,-0.16338030776291224,0.8397692582460394,-0.43495311531961955,-0.11909162556150965,-0.10719599220391855,-0.19279015019966664,0.2281831965765337,-0.23915651413194203,-0.4623668562408293,-0.3346337537165755,-0.7017257188853085,0.7928813550862693,-0.21528255502398164,0.045694956960837606,-0.5911482721553041,0.38225015864917156,-0.34352119753491805,-0.0011658039759099886,-0.1878274095814066,-0.44778854609117746,0.6507715302787447,-0.3252308919605575,-0.10386367488553477,-0.022362781173844385,0.022744848095858076,-0.230197517737197,-0.6231277509366374,-0.2937320130964203,0.26109360883650135,-0.5016620315716867,0.12552250361084685,-0.30113720352244905,0.1952279987318295,0.5587190010271943,0.7472158388507312,0.8548763340936686,-0.5490767409982235,0.5759868016737048,0.6314789941289422,-0.015525284749535859,0.47514723285062654,0.4159963674289247,0.021801141528369785,0.03781806937308828,0.7483726621397384,-0.21067464822869353,0.8207182145602958,0.13859279699105717,-0.26055763972554663,-0.46548336546742075,0.4572371637392583,0.5245240903008442,-0.4172921963182973,0.1818095046459631,-0.6351415007640119,0.16415505117886142,-0.6515390621548335,0.29191177677732444,0.01894483692432463,-0.029175557971398165,-0.4705903516433327,0.441200443429583,0.4129732673025291,0.0761353832641213,-0.25748225046745865,-0.43447457331800415,0.29779734534780067,-0.47944037269277756,0.09762971696832351,0.30338873996380217,0.37881580972442574,-0.29633907845005325,-0.06157204516132442,0.17151114145710997,0.5331571800459046,0.6839889821919036,0.13361259605161094,0.35702941739793675
Precentral_L,0.43913860056845716,0.20531794868496178,-0.27189717832894994,0.37279463235448623,0.34750998921360915,-0.34735603500822204,-0.39347154239052984,0.01431971859986138,0.2591977829727303,0.2244133101017843,-0.10802993411168182,0.6519522869204425,0.19632581127565596,-0.17776672312333022,0.17368260953538228,0.9634411326520639,0.04519221304819121,-0.04087083860356428,0.7198112904622664,0.09058463121669047,-0.12022514270141806,0.03184899493266356,-0.15414739532775307,0.1475724053451686,-0.0782556716837613,0.5274795929491672,-0.269863693595818,0.4847234969024399,-0.3409969362945383,0.23382555591901333,0.10866136503202778,1.0,-0.4547425969744645,0.2114511031008431,0.7022234784446575,-0.2864667263536821,0.04372862776119908,-0.05643478912833129,0.023083297735449867,0.2833541256343356,0.34824004009098586,0.11692591863515163,-0.06956893146281262,-0.18961380506799372,-0.10538487674500799,-0.14574847777364083,-0.19843105620047163,-0.17223570506890407,0.3054787764795224,0.04541887291541765,0.01991026171505087,-0.14922272119017144,0.5212109403559786,0.2307873437624012,-0.10455842057098358,0.14427417670858284,0.04237112034739716,0.3990476429865636,-0.01021242415573719,0.5264306096223288,0.3292814223460689,-0.17794204606457634,-0.2004976387274763,-0.20691571073666726,0.14841871647923371,0.4029881034868395,0.04154081957071336,-0.03140860416915561,-0.045509314754744595,0.3266741431256767,0.15618243342018553,0.22481269898743284,0.06876248547879946,-0.14986500979942255,0.6324149875380526,0.4366521448448822,0.778521821220565,0.4723846269368895,0.31449234842409224,0.7361094025548636,0.7703664506845401,0.06857644295043257,0.28517168777094015,0.26246829259495535,0.6351303453840622,0.12344584585926141,-0.35757049990388345,0.3838410962920311,-0.27931484385047567,0.21123184737799242,0.38854416449246754,0.20850025885909024,0.3905918951405905,-0.10081063187660673,0.6470245572612192,0.0925855411230344,0.02549162311972109,-0.2372750916957396,0.4092156945050158,0.44232134440494414,0.6779029390807373,0.2835235415870575,-0.3355568051060085,0.23227835486394066,-0.35902808588704477,0.2636151388293259,0.8595660928392113,0.402833784396736,-0.36966037926297424,0.35992727531742846,0.5254016560534757,0.45430381450027385,-0.060091248282447184,0.8723729771387517,-0.040077978555792954
Cerebellum_Crus1_L,-0.2861528446377924,-0.15556718559580418,0.5481480158669029,0.0332325997610648,-0.23749002565610589,0.1941612943591737,0.47516213238681676,-0.024088854080858417,-0.2882914086004152,-0.34422526221659466,0.16319186618731563,-0.5093659835566013,-0.15372218041806818,0.2529337232957525,-0.14858097636464088,-0.4638384840983211,0.4613313594045302,0.07541829952222334,-0.26202064341736153,-0.14051298962428588,0.08426031410925504,0.12192438174369603,-0.05845553738514394,-0.1631017969862647,0.3831359236545838,-0.028003517121480345,0.7129169433416211,-0.24570346993363443,0.13437877597726403,-0.24363708284194016,-0.17195985802922753,-0.4547425969744645,1.0,-0.18723465954571028,-0.5265691819890599,0.2539909139196144,-0.19823830242113383,0.3126489615172045,-0.17697645243615034,0.06126999347154129,-0.2831938571239235,-0.0044448500654499104,0.19074211126188134,0.20208163223767286,0.10852337364380908,0.28610854979344147,0.3984072631402497,0.2002360777680652,-0.3588589357986455,0.21782397956623778,-0.11671881308998838,0.09398973892961168,-0.3537073153155721,-0.08508934717833003,0.0761400655237574,-0.07467070167026106,0.0247510816558474,-0.42376325765803363,-0.1579531643577877,-0.34339700678270074,-0.167290355440464,0.31581749954907845,0.2073436420985899,0.4291025577751154,0.2746429337814088,0.10352011429804953,0.060523832120450205,0.08117760713018736,0.3044180989062849,-0.34325683876467256,-0.10184537927440408,-0.3130240640309306,-0.03717478575131598,0.017585478358298084,-0.44182165412855656,-0.33629380730680897,-0.25669988834543006,-0.2035607083749792,-0.14865798103522784,-0.417945041923836,-0.321952583354455,-0.13882127644608244,0.10652321757922449,-0.29247667035573394,-0.18099352111170144,0.07452928979117053,0.359614385872583,-0.2666158091917122,0.22336359504994197,0.17195668725882657,-0.15870010062186643,0.02153904155683334,-0.20699816270574548,0.46110636057669074,-0.31892844475200455,0.02945774205282302,0.1852636725615363,0.23332867428695953,-0.2704246582022711,-0.27297406031230426,-0.18960489610869155,0.06739140003240872,0.16642488699751762,-0.18866972658085193,0.3908715672565876,-0.3083826883473096,-0.5269193586032825,-0.2809579247909235,0.7732763381487355,-0.2774187290300074,-0.22624814055413953,-0.2374583311968898,0.16234248466920873,-0.4115229874183597,-0.04328335497310757
