,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Raphe_M,Temporal_Mid_R,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VPL_R,Temporal_Inf_L,Vermis_1_2,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VL_R,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_R,Frontal_Sup_Medial_L,SN_pc_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,ACC_sub_R,Postcentral_R,Cerebellum_10_L,Lingual_L,Red_N_L,Thal_VA_L,LC_R,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,VTA_L,Olfactory_L,Thal_PuI_L,Frontal_Sup_Medial_R
SN_pr_L,1.0,0.34029242893075745,-0.09311110924956956,0.397523819736501,-0.47931383206604306,0.08481049219239095,0.5200127701059782,0.5405761901742008,-0.24159129481753538,0.8042663072697348,-0.5399158150816711,0.29379672809072777,-0.2506632272850244,0.4307035345027835,0.3350582136918616,0.545197728949895,0.24192794686923688,-0.40667643509850543,-0.04723582201672262,0.299184104900192,0.5671382375629501,0.30612541897968726,0.4727291929366289,0.32328297265170064,0.04851864650868916,-0.2596248247166476,-0.3005786697449844,0.38219723046451876,0.4440044472167854,0.44284920439583736,0.025097078820708413,-0.29160000717170803,0.44964536087495166,-0.6039660191585622,0.3818640149162851,-0.25672568757526215,0.370309148530486,0.3355709449221501,0.37431694392280257,0.4847638051782747,-0.5052964224775657,-0.11262664901304277,-0.13562707352721046,0.3680008782507877,0.3656745188432802,0.3576416012563277,-0.12299021239795928,0.2586932333225529,0.15443519060071964,-0.4622078578869098,0.382196640273892,0.6877754161793338,-0.35175540402338373,-0.014177802743870972,-0.4441407394795062,0.16872190228355324,-0.27464569010761514,0.25022652970072473,-0.24501499174036867,0.6145876612289675,0.7665151856114892,-0.5672535235638261,0.30267168501424546,-0.5940238272271642,0.3183643436512417,-0.22890164977878671,0.16488311575614978,0.45753673629473685,0.4224175173996983,0.4365402667637978
Thal_MDl_R,0.34029242893075745,1.0,-0.16889052365785753,-0.018324449198425498,-0.35823894058183703,-0.11478393756201091,0.43535750525700057,0.46206307080895104,-0.2810331840753232,0.49809166094086144,-0.24330221168970084,0.4677845214247873,-0.13339035348462236,0.004065685234249413,0.38162690720275355,0.1046088541401987,0.302676603406683,-0.4201050305036185,0.3484358223162127,0.0853281143442594,0.19221473674539827,-0.27977878152813124,-0.013256690504432796,0.15163506525094042,0.1436264931934326,-0.2063002827631018,-0.13106686245489874,0.22906104450412476,0.22547297902574837,0.38653634123580327,0.04155069131646907,-0.39969586179205635,0.38231261748634826,-0.3122234028667277,0.004250236493827073,-0.33004978179752753,0.12379726276778909,0.19212912323229375,-0.061870076315701135,0.7741138662758137,-0.023707732241366283,-0.11043999168823818,-0.394577647732394,0.027045769317042584,0.40292126160304903,0.7227042934778585,0.11786059806764258,0.20953041262801797,0.1252717821561822,-0.46790328738395603,0.08520857164152677,0.29392944657840453,-0.5200474833835765,-0.08212169532223307,-0.5601108057034404,0.11082938002930663,-0.32747309585076634,0.130077750142818,-0.1059040226394355,0.5994734895367828,0.2484463058849005,-0.4163833473631154,-0.02747140420092422,-0.48860501184137867,-0.14886133719480582,0.14127400177314184,0.29234525252033594,0.5916380975044202,0.55328653621242,-0.09490153059059891
OFCpost_R,-0.09311110924956956,-0.16889052365785753,1.0,0.41618974459208585,0.4795420736541071,0.48324628878140735,-0.26371448437289985,-0.2710142952284649,0.5167425624447776,-0.22729417894381693,0.43191173957365375,-0.10386060696569188,0.49827227425299025,0.28956600077402467,0.13160123210350025,0.33046770315741464,0.39502915600997435,0.5320178015688549,0.2610407672274562,0.12344584585926141,-0.08925768552842761,0.6092367425866566,0.31179730815638823,0.051680831113420186,0.3879547423290552,0.7205395935648713,0.46858969068446277,-0.09094255870036747,0.028226347955419635,-0.16237972273367876,0.36514077200471606,0.5185469708259585,-0.3116318618268889,0.5174231570317249,0.34209694707166544,0.320374536295733,0.1966418587378074,0.10050454500817212,0.4451281697089791,-0.37097983630545084,0.18725167324894407,0.6847401575287448,0.4666631275320041,-0.03913644366878871,-0.36705817368033467,-0.060055282179308174,0.44195134493015475,-0.19105388842370635,0.19644795879882718,0.5770193464222323,0.431693780061171,0.027599593067237284,0.6588551931525228,0.6150482607101058,0.6493141146055937,0.4030121767918927,0.5249109149901776,-0.036915766491155626,0.5273139544190565,-0.30194079271308466,0.014060584303656616,0.542056611163892,0.43419269939212995,0.5735840593956755,0.22971435968064716,0.2977000229498956,-0.1286646220816587,0.07186364839166674,0.03378183737466103,0.45028761795393374
Temporal_Sup_R,0.397523819736501,-0.018324449198425498,0.41618974459208585,1.0,-0.23317370500380313,0.5260718097621317,0.16639340305480751,0.3869832379132171,0.4678014463972526,0.38088618161471016,-0.04429206832096596,0.18185963384305195,0.14418219120996367,0.515752316735511,0.28161105317692087,0.5994928862805254,0.3206673811092336,-0.10598430413119962,0.37174344392257763,0.35992727531742846,0.3790787328468023,0.7444832583256747,0.6454828020932303,0.2480670940919094,0.4216559871522067,0.4244564006033377,-0.09078875552053164,0.17611768455944302,0.27906370236590033,0.22517345188192553,0.3230569611099974,0.13688221426217342,0.19147975208639625,-0.0717527758769816,0.5515020346360499,0.08303115337132724,0.8344356291975515,0.299050432149808,0.6825153177121971,-0.044894931698748274,-0.3414095519095221,0.1731944954407473,0.32170376887019425,0.46228903355011486,0.031084751704565983,0.13488682016617337,-0.08149464419805423,-0.02546118210432763,0.4581589221353727,0.13869741340696434,0.5592563273897821,0.5451427449292434,0.24295005891363364,0.29408318385261073,0.12227690892672469,0.4652160287029974,0.20566739008070956,0.10556896581337613,0.14897591540344127,0.18290318643074494,0.47800487872661546,-0.09302291174905007,0.3507768526755111,0.045396447224058424,0.6147384439841731,-0.0933893979037045,-0.10423732819810555,0.10140085500603559,0.26016806681351806,0.7211614108344268
OFClat_L,-0.47931383206604306,-0.35823894058183703,0.4795420736541071,-0.23317370500380313,1.0,0.06554664256304008,-0.47765015030548363,-0.720467869601248,0.07241962196792659,-0.5281712576800005,0.47612967951458723,-0.39792079805098046,0.4539267476981799,0.027109809557878825,-0.34027662844326534,-0.0787614543980493,0.2526074781398582,0.7945965518742527,-0.16001033632626488,-0.19843105620047163,-0.1986041196564236,0.06393571156550111,-0.14315752585923186,-0.23443160177584668,-0.06052144054982154,0.3079357810563244,0.6332362488110719,-0.4024901857732483,-0.25072401738239586,-0.32595887123905604,0.023735135688296764,0.6155781643310999,-0.5134443517635893,0.7512563693736731,-0.03699327461201561,0.4886890838928247,-0.47153816819750866,0.006465048570481494,-0.06999548397100457,-0.483818030178286,0.7148182478932955,0.5883047726626052,0.2656363336400921,-0.06567707585047189,-0.4678882725383784,-0.2570187162237032,0.5828906210513155,-0.15840318331102507,-0.4190155901559924,0.5583345172066945,0.047479182192766464,-0.5608265162996803,0.5570285316136415,0.39506679052308913,0.7020246250926228,-0.05868713206894866,0.4882414438572746,-0.0648149949613255,0.5043319953625961,-0.6280189760915016,-0.3233191666285424,0.7842656990283057,0.12590673963764637,0.668221190696217,-0.023942333997220594,0.5102551579560363,-0.07164529578906073,-0.13731634796240155,-0.3930778901164085,-0.05517336085845792
Heschl_R,0.08481049219239095,-0.11478393756201091,0.48324628878140735,0.5260718097621317,0.06554664256304008,1.0,-0.2316550220409158,0.1447704978648549,0.4376032804232258,-0.050254535055552586,0.2617726833746659,-0.11854436072598445,0.47106146807320853,0.0759004518961984,0.4617884391343249,0.2150829203349677,0.08146141646716992,0.31169753384385634,0.17959487426594758,-0.21429630125812385,-0.016029111307041814,0.6165389270672915,0.3373639002928544,-0.2843406622489905,0.4776186090283863,0.49461437693230303,0.059144624840426326,-0.31066593045466323,-0.16956087009460363,-0.2372400607145434,0.4985866203837174,0.4030235745242197,-0.293705329634656,0.14377523134750114,0.02898223535681449,0.029466115012138083,0.355420633443846,-0.09970913770778737,0.2540604670205012,-0.09967579621000217,0.06189881491788646,0.43472418405766866,0.5634269207795323,0.013607727557380322,-0.31863537196972824,-0.0002882492804049596,0.3510650767135608,-0.3975515097538211,0.48406078053942136,0.3096175523813421,0.2995767948144969,0.23809666334940321,0.46095115869732795,0.4673550636284443,0.32391356883685624,0.4470148704746651,0.3659074004243991,-0.35329212954350914,0.2062014710068067,0.11691108440348248,0.07109992135531122,0.31151208878240316,0.38145617870271126,0.24732338031922113,0.09612023180354162,0.26321338125412486,0.02762822187357433,-0.02948018964758968,0.20174372215217956,0.3830525859112102
Cuneus_L,0.5200127701059782,0.43535750525700057,-0.26371448437289985,0.16639340305480751,-0.47765015030548363,-0.2316550220409158,1.0,0.4831531230184995,-0.15480488171268825,0.5346493284605458,-0.3249582454382802,0.5350589645559825,-0.41372577362919194,0.37442481570463343,0.0777856713093875,0.19697382048851253,0.03539326979644353,-0.6166748831039168,0.09698062356044876,0.4847234969024399,0.3308412628581038,-0.08318996338225544,0.3043568708769278,0.5808318693396424,0.034819127143300065,-0.2880368051395475,-0.1577519282351473,0.6980308699633628,0.7931250332068377,0.6869265613253541,0.06260044373598456,-0.5062456761934658,0.9000359758208418,-0.49462874059618317,0.3451987158938076,-0.1408842148171244,0.4383359116498377,0.3725982829337253,0.30154556922655645,0.5698001614058482,-0.36022787682233637,-0.26176811049080473,-0.5386052645064004,0.42035961594072696,0.8716138912249688,0.47169328107607505,-0.32657564227558517,0.5609826131350093,0.1351080533110817,-0.6173932452154419,0.2808414299626717,0.4602040549736139,-0.5156000996931143,-0.3432547420126668,-0.463691551057917,0.06715413873984992,-0.46960102039580176,0.5196497044596328,-0.09546694588769657,0.6600613611028385,0.37949101432473437,-0.7061518392883225,0.026421372872282908,-0.5037379771636749,0.1903507892246115,-0.05348746463720291,0.16107577567699807,0.29211062752240213,0.3807299638508576,0.221745205247659
Occipital_Inf_R,0.5405761901742008,0.46206307080895104,-0.2710142952284649,0.3869832379132171,-0.720467869601248,0.1447704978648549,0.4831531230184995,1.0,-0.0018448918565804218,0.5861512183410569,-0.4580260452596168,0.347815185984253,-0.21791919052092676,0.03302385238984035,0.5420902690132948,0.1259266834722252,0.12638952739414108,-0.6563385434383795,0.20311791998015538,0.19632581127565596,0.28741917634823944,0.13281267006308553,0.38504748479592815,0.19586820947853353,0.23399253340285098,-0.2113643474361122,-0.7092579189619975,0.17994441629173835,0.21085882548685664,0.24422077591553995,0.14927426179326084,-0.38493162388463475,0.4611203639634549,-0.6819936154560915,0.12765284394439563,-0.5439570518800046,0.6118229324083898,0.05562803228403189,0.21162062385143832,0.5972714343897316,-0.4228800431124662,-0.44753628902496295,-0.16082299476961812,0.29566467144372094,0.38587632942235,0.4314588028260574,-0.351093105890164,0.005818556987350583,0.529459959874807,-0.5401571132440703,0.11751519669400172,0.6303685043177771,-0.47033716184849356,-0.28927403122440104,-0.5638265307994713,0.26854687359952356,-0.41942930768724224,0.002708964380126524,-0.547354130563714,0.7560514530653066,0.4122608715757853,-0.6369648510276152,-0.1326760080594183,-0.6348441571134217,0.2195362213032131,-0.14314180573319096,0.28222986215773843,0.24171012697180028,0.5700263087385985,0.127902709608628
Temporal_Inf_R,-0.24159129481753538,-0.2810331840753232,0.5167425624447776,0.4678014463972526,0.07241962196792659,0.4376032804232258,-0.15480488171268825,-0.0018448918565804218,1.0,-0.24864646921200823,0.6716161348391643,-0.22874601880801215,0.471670936066258,0.15729378225935797,0.1977792719646923,0.08675172629914298,-0.059842965996927004,0.31083223930377823,0.39177079666969106,0.20850025885909024,-0.032247888198476696,0.5136358301102385,0.24611153987736753,0.12003512170548426,0.697506166267648,0.8069284315118772,0.13581718083641603,-0.11124200689628899,-0.022296592238891813,-0.3644578698563823,0.6605978221159376,0.46952450041580485,-0.15344068696138075,0.45802684999943793,0.23604452264858772,0.3034420625495511,0.5484032495336074,-0.15836664725585817,0.42465984583177613,-0.583939933194538,0.057484156510862194,0.3892053784587401,0.5270831617903838,-0.05276689669486426,-0.2487615155256448,-0.3768588923930168,0.03299740031411874,-0.38547827311053917,0.671433902282406,0.627017825551467,0.2625788561431519,-0.06796288560966887,0.6078792471082973,0.3426404431620585,0.49794274683269524,0.6870998648207448,0.5393275703487406,-0.26900823908356186,0.39815013641097924,-0.29155675691185723,0.09992369429932844,0.39427392221802016,0.03705744718734264,0.5096914128888875,0.25042130206786073,0.2367672967117789,-0.3698274898749876,-0.27773473048980013,-0.13088995075956927,0.29187263369033717
Red_N_R,0.8042663072697348,0.49809166094086144,-0.22729417894381693,0.38088618161471016,-0.5281712576800005,-0.050254535055552586,0.5346493284605458,0.5861512183410569,-0.24864646921200823,1.0,-0.5319329325729801,0.3291796685302929,-0.31960045895933614,0.46926479289363454,0.25973783530698163,0.5153727008730222,0.23581973243353133,-0.5159916308468966,0.06746797557920929,0.34750998921360915,0.8183198466629386,0.12773995844771285,0.3473790363377994,0.3516554504652926,0.12618247543905273,-0.31213395032865715,-0.3745143699810881,0.3463699876433127,0.40204089054956793,0.487347474824758,0.01916587289586828,-0.40584829096665587,0.48556653307364134,-0.5856377270951472,0.3722370250754571,-0.3098607385375615,0.40525553055719543,0.36663462441402983,0.3124687052679725,0.5048545082267715,-0.44962759759171533,-0.23915179986416996,-0.20459769837797936,0.4261605377075659,0.37975394533934514,0.4039824570166207,-0.15388894095225533,0.26401103581812063,0.1322580086028256,-0.4610112962088954,0.2902501220326889,0.6075335220407835,-0.4730570079762457,-0.06982414958414686,-0.549496655252404,0.15515103081706122,-0.33979825350099924,0.25225076145203607,-0.2479365841060091,0.6091575563332682,0.8125077053300482,-0.5774046578457105,0.198954300655266,-0.5752377729887034,0.313255295029012,-0.23629271613505679,0.14719811905347774,0.458375610353228,0.35867980961159507,0.3284046653514189
