,ACC_sub_R,ACC_pre_L,Cerebellum_8_R,Calcarine_R,Temporal_Pole_Mid_R,Supp_Motor_Area_L,Caudate_R,Vermis_10,LC_R,Thal_VL_L,Cerebellum_7b_R,N_Acc_L,Angular_R,Cingulate_Mid_L,OFCant_R,Parietal_Sup_L,Precentral_R,Thal_PuM_R,Parietal_Sup_R,Vermis_9,Frontal_Inf_Orb_2_L,Thal_AV_R,Red_N_L,Hippocampus_L,Putamen_L,Thal_PuL_R,Frontal_Inf_Tri_R,Occipital_Inf_L,Vermis_1_2,Thal_MDl_R,ParaHippocampal_R,Supp_Motor_Area_R,Postcentral_R,Frontal_Inf_Tri_L,Frontal_Sup_Medial_L,Rolandic_Oper_R,Cerebellum_9_L,Cingulate_Post_R,Hippocampus_R,SN_pr_L,Red_N_R,Cerebellum_7b_L,SupraMarginal_L,Calcarine_L,Frontal_Sup_2_L,Heschl_R,OFCpost_L,Insula_L,SN_pc_R,OFCmed_R,Thal_PuI_L,OFCmed_L,Precuneus_R,Pallidum_L,Cingulate_Post_L,Cerebellum_10_R,Thal_IL_L,Precuneus_L,Thal_LGN_L,Thal_VA_R,Thal_LP_L,Thal_VA_L,Temporal_Sup_R,Temporal_Pole_Sup_R,Frontal_Inf_Oper_R,Vermis_3,ParaHippocampal_L,Temporal_Pole_Sup_L,Putamen_R,Rolandic_Oper_L,Lingual_L,Thal_MDm_R,Occipital_Sup_L,Thal_LGN_R,VTA_R
Cerebellum_7b_R,-0.3038472666006371,-0.020598740373500332,0.7939883078343719,0.3893097024419933,0.47889368464138116,0.031009548553531906,0.13185850502493143,0.27943476600817835,-0.022381763448010683,-0.352870721649186,1.0,-0.3765352222239236,0.06951329210589047,0.05305801599409634,-0.3233987024773952,-0.027002660105315223,-0.20565830856825537,0.05803094303696462,-0.11235491970753639,0.7591173633409021,-0.15751688157218746,0.16790114575252363,0.21806225617141198,-0.24211778038261603,0.1422609824469178,0.4229161912010657,0.21006190203578678,0.2791700801682548,-0.27347117656319,0.29194344080270646,-0.23852376858426821,-0.0592908943389263,-0.1418711889828447,-0.06334403260620745,0.14319035232674773,0.10275489456430237,0.3409753949828423,0.18070779416264982,-0.06969324381484363,0.3923161808115644,0.3658496689406564,0.4262555394437562,0.009536644123208348,0.37698839660088146,0.17530985800230234,0.3741353639860056,0.3984474262247041,0.3009979106604857,0.5232092481584056,-0.568785894519454,0.5263341564070374,-0.27926315994408796,0.11160827097093615,-0.09099693678972252,0.19827486632109306,-0.670782794581322,-0.03757131653941762,0.022019553989597627,0.35424234118595743,-0.3192890623554249,0.35464597438322537,-0.3588733560776832,0.36911459731511853,0.20677381811713083,0.10355285817259471,0.6098166661323792,-0.5812269301149345,-0.4693922318092751,0.02811642572529186,0.11503957374333514,0.6204780562032569,0.5001739758516288,0.10348532023274781,0.3671799547327839,0.22494146215831362
N_Acc_L,0.7214858927452555,0.178584006701588,-0.10469422937927354,-0.6086086323511137,0.011813041971493642,-0.12446309894035112,0.13360181661892814,0.32125466428895044,0.2193625327081405,0.6807708112180153,-0.3765352222239236,1.0,-0.5068034660628785,-0.03559884112937802,0.7663988890592532,-0.5111649470794172,-0.31499872935966866,0.6269256242039717,-0.36409008276542426,-0.08981490047525136,0.6602320992730469,-0.6521370917202911,-0.18098992635796493,0.46018118764696153,0.32052551393368955,-0.6363364378300751,-0.04923369803744112,-0.3368246403007973,0.6808366344128651,-0.4201050305036185,0.6046332124588693,-0.07643924385174258,-0.262701484044839,0.3607948312057175,0.06532160043003837,-0.24828145706958155,0.21513979819052106,-0.052465338061284436,0.5328283413306557,-0.40667643509850543,-0.5159916308468966,0.057423520108919164,-0.5448795729904039,-0.6507357211138323,-0.055524608767665344,0.31169753384385634,-0.013078566269229396,-0.1696544426010419,-0.5134181047974359,0.7244965303489166,-0.4482544082634397,0.55757829798418,-0.19896795110135534,0.6250094062313557,-0.08068457703968183,0.5555545115716763,0.674862847250635,-0.3841569698908134,-0.44892546526471094,0.766712013644172,-0.8062036935236421,0.8684484116759676,-0.10598430413119962,0.2259288247726537,-0.10385022805217226,-0.29073249337753054,0.8006161680211417,0.829293692656658,0.6493980824563292,0.22380164879023628,-0.6433943486064659,-0.6938522438812886,-0.6254026126894823,-0.49944174089489257,0.03564022550556356
Angular_R,-0.38618754116553394,0.058801102182640175,0.05807704723485652,0.5594576585202107,-0.21165899664999382,0.4157207358192811,0.32492598697580966,0.004437555921905927,0.17936843518361048,-0.32925184089611714,0.06951329210589047,-0.5068034660628785,1.0,0.1637879822143643,-0.48443015662507777,0.7548651772017114,0.6396417536876701,-0.3666784135438046,0.7962374608860665,0.048183337193707425,-0.3169056916241346,0.5591393270065799,0.3452519495919545,-0.017985888098271233,-0.035328671838357084,0.5259958979655927,0.2205844087956798,0.14603642683712006,-0.229857867800421,0.3792671021520194,-0.39502981107708884,0.38273263979964883,0.7293642890990434,-0.26601489772967224,0.3065670383324587,0.3028916352076951,0.06309765728543361,0.5095353887002548,-0.36372953546898124,0.5225371536830643,0.5627547968646556,0.1287696725072859,0.5571515311274701,0.5851861137833714,0.26239279057323706,-0.25709888905979406,0.053766079829160866,0.09564368707229444,0.4441208307915971,-0.3896036481194896,0.2578437386161966,-0.21893945321242536,0.5803870163433451,-0.17401775913070502,0.34453415684777805,-0.007566238578565746,-0.43508038934400184,0.779039135389878,0.2885964144780792,-0.5561530456691763,0.7545470126380593,-0.6444833300443528,0.24661725730370979,-0.1812178448145162,0.11800185114530608,0.37323990910980076,-0.43525336909702805,-0.46089343767327257,-0.3139160684409479,-0.05228775335874402,0.459130968105996,0.47642780830112386,0.7175051978032934,0.35606378563071767,-0.1354696749995137
Cingulate_Mid_L,0.07241753834962604,0.5693423477447977,0.11646822759196403,0.47111346076216215,0.21884344070648964,0.7800719724672701,0.198914201242857,0.33015377527715223,0.1393762847580996,0.15325833960795898,0.05305801599409634,-0.03559884112937802,0.1637879822143643,1.0,0.17606406073360767,0.21698314571127608,0.46069273621448203,0.06139457758154591,0.07320993480143738,-0.11833142578514766,0.4854398409656923,0.1246615133224193,0.46426722544762883,0.14667999402210086,0.5372122846667117,-0.11339909721801363,0.5514213050532827,-0.18092627890863996,0.20815302979687056,0.052690788949102396,0.3485025397314808,0.7784412201882631,0.2471191444638361,0.469354600261885,0.6712576397519656,0.5969386281692034,0.28287532074907973,0.33935888803409603,0.2485025160896624,0.3305410185367083,0.36674713308600937,-0.002499122938433314,0.34940842820435114,0.11902263305344236,0.787303032584256,0.11124420909003961,0.5556773407911078,0.6834526247449952,0.30742623809505804,0.082577999809616,0.19004680161843343,0.3184092492368628,0.6541723082446148,0.16270068776421895,0.3659779946740364,0.03598500496566246,-0.025830447390999423,0.37327733962909815,0.05390487310005253,0.0749075585747087,0.10920786516728817,0.0031505835092454004,0.5451011567103886,0.4142652772354389,0.7106087306136302,0.3523913366760885,0.0340837169631085,0.15386642571860745,0.3026617800394221,0.70170720793163,0.01404329163398722,0.03804969425904796,0.02775843583513239,-0.018332305337740086,0.06781607558716775
OFCant_R,0.5847674228474737,0.21139015154996915,-0.1262812165122213,-0.4665588834393882,0.08896335958288096,0.014845396546344621,0.059667095935124335,0.29165939009100816,0.16099440097087095,0.6165707977309729,-0.3233987024773952,0.7663988890592532,-0.48443015662507777,0.17606406073360767,1.0,-0.38543602670588756,-0.1616255445292664,0.47119644410972056,-0.29011879475069247,-0.18564034343651067,0.6875708164857148,-0.5307766808266406,-0.3184883092137282,0.332479911395385,0.30357919884578216,-0.6723680134436667,-0.009222475277388602,-0.21281171225094164,0.5978064686535642,-0.4451892608108716,0.635328289362605,0.06074629571603659,-0.16854435788820457,0.38515362984003493,0.1186411754035715,-0.046100196136114636,0.21466632713347014,-0.189470749034595,0.5682919375768306,-0.5299765879161212,-0.5758819464811132,-0.011413763831991493,-0.35451497815606,-0.5223472347240598,0.08851419330613952,0.3179286078252518,0.201769167685795,0.0008467553262924367,-0.4308006113605059,0.7425264438639444,-0.3005697081900907,0.6853921351212753,-0.11672036295907137,0.4359108168074723,-0.19844218696074606,0.543499774821358,0.5824214386288196,-0.233289947121938,-0.3974010133675211,0.6786592135850938,-0.7157802718668402,0.801287369072997,-0.0009386309806340426,0.2880311122828873,0.06472338933178781,-0.36749568032802626,0.7460408439322899,0.8291209597340805,0.552747857340959,0.2213837173340162,-0.5778408960070897,-0.637789685910258,-0.46765558655335726,-0.4568377151692312,0.2648762425695584
Parietal_Sup_L,-0.3421261442388328,0.10802657820053119,-0.027704072634601618,0.44422680082941235,-0.03263564148727258,0.5082460369328743,0.19240358445802377,-0.12186212928736226,0.09935235698253063,-0.36567883159110776,-0.027002660105315223,-0.5111649470794172,0.7548651772017114,0.21698314571127608,-0.38543602670588756,1.0,0.636944691477346,-0.46597333680007424,0.8086512325245481,-0.0875975518001465,-0.32683388086422077,0.4092110621282576,0.23791613592826627,-0.16523933678338132,-0.08370982169117833,0.35131199323268036,0.1881123526830699,-0.07993622210262938,-0.2510680272899449,0.22906104450412476,-0.226754005922199,0.4804840878145821,0.6655501325484965,-0.14142358415944373,0.32219283742933763,0.22529057110344083,0.013455307982792016,0.28687661117480423,-0.20888753525566534,0.38219723046451876,0.3463699876433127,-0.10982313135071423,0.6630521633647343,0.478545481242658,0.41614948402483964,-0.31066593045466323,0.1073638853023303,0.2365706963558666,0.3339175321600259,-0.285351069176505,0.180454065963502,-0.1952945865363064,0.5119130845182408,-0.2750977328682802,0.12884443253959416,-0.031064077073728713,-0.47336215641080626,0.8365907790258793,0.2187674573898268,-0.44636224090403287,0.7144589767538042,-0.6186728746816806,0.17611768455944302,-0.03073370578536181,0.18956057222849898,0.17390516814475798,-0.4196911136501168,-0.48709404311355026,-0.30799188709500436,-0.03575458237749865,0.2569113347085113,0.3628803368241438,0.7365830442712548,0.14140995858161634,-0.06782187749472948
Precentral_R,-0.25612601848384875,0.19210858663672123,-0.26662077485779884,0.4998521257885762,-0.31358083524954244,0.7035127819168556,0.08094905213676445,-0.06124109144836672,0.00045528468732783774,-0.2014871740964455,-0.20565830856825537,-0.31499872935966866,0.6396417536876701,0.46069273621448203,-0.1616255445292664,0.636944691477346,1.0,-0.35998007972042095,0.6917145846047154,-0.333596833275462,0.06401087496113372,0.3817672571293933,0.23260458883340693,-0.06480825463548019,0.02699843622822152,0.07694928288661985,0.4249309769853828,0.05374742119556605,-0.13427023415574227,0.05740199620076968,-0.16497125987356823,0.6977163618427448,0.9070990511508431,0.06865851376057523,0.3107003457893501,0.5627951768426241,-0.16423589928801532,0.1535827150372665,-0.2771746288488645,0.2630619096534707,0.3072874264955231,-0.0644447081879722,0.4073969253760746,0.304285765887201,0.43198973786602607,-0.43733976508202677,0.09701516471215922,0.2215377587885011,0.17136891134859092,-0.16531454246119956,0.033574922395764206,-0.06250076115923937,0.6115897033001163,-0.21867467081477532,0.04968371412639546,0.06943009065437045,-0.3710130327142602,0.7520832988322996,0.05609238446207257,-0.3239720377862579,0.45783453571109123,-0.39682939585899035,0.1332775398155952,-0.17158121362480364,0.4975556298009636,0.12463633003487007,-0.16888066078194777,-0.07651947156937765,-0.24135076756542623,0.24887059583226154,0.0812779519804547,0.09385146896231332,0.4699704525040283,0.01994156511369017,-0.09332141099968567
Thal_PuM_R,0.6252596782974207,0.404761390595584,0.25650037377701984,-0.31890898374184334,0.2722437233204952,0.03429419616630182,0.4620852968571494,0.4780879970330516,0.24211648469586428,0.36337556930823334,0.05803094303696462,0.6269256242039717,-0.3666784135438046,0.06139457758154591,0.47119644410972056,-0.46597333680007424,-0.35998007972042095,1.0,-0.44308560252375667,0.1711502843975677,0.4325402514254195,-0.6537922519372353,0.11682347493720273,0.40526060102538447,0.6106835032335137,-0.5556070645950993,0.20854544863279095,-0.39686400083350715,0.4810689767543183,-0.387234364078697,0.6386403477279492,0.021008615032022383,-0.28628448277764845,0.0807056396531097,0.19470629025994682,-0.06513174455678696,0.41386889244250863,0.3162374141177415,0.663264653661643,-0.1032473652286995,-0.17456116590337978,0.04186185176352548,-0.6400984460477612,-0.38222270893048577,0.17838279203745447,0.5380163039896964,0.09202796178493143,0.07789716734802789,-0.013980782276251444,0.522391993491051,-0.1553883084026022,0.5441753235162663,0.022410194416760204,0.6330025155643595,0.3359402011515028,0.24015750549165357,0.700297857441947,-0.2606882831115166,-0.30005226955928854,0.7371051329878433,-0.5629029213001583,0.6472291576785494,0.3321746547323965,0.4793282446789006,0.1411230808473362,0.14373770919929832,0.4929867601131827,0.4138137835618946,0.7611705482426914,0.2220329699042801,-0.26797394522377427,-0.3268501893056015,-0.5941834909977233,-0.4357175217312166,-0.07950365925406351
Parietal_Sup_R,-0.3839438569929615,-0.05516771513498692,-0.15164413232661386,0.3154241637518966,-0.2969748460009822,0.4011666848839031,0.1477334815948631,-0.1497254109021185,0.15612684859055978,-0.24370179828781516,-0.11235491970753639,-0.36409008276542426,0.7962374608860665,0.07320993480143738,-0.29011879475069247,0.8086512325245481,0.6917145846047154,-0.44308560252375667,1.0,-0.14524799414228476,-0.215387904259907,0.4313825543815481,0.06415788066639105,-0.08992147069873734,-0.14166610330370263,0.3969802971471574,0.16546120913992685,0.0397553935976302,-0.21985312686702926,0.20292201335918464,-0.3979362933063793,0.3829794992667414,0.8194990340590139,-0.1890381208263737,0.16957261763513976,0.17696883578986752,-0.12905658953482085,0.21929860616206287,-0.404565264359917,0.30927255162289435,0.26211038627322236,0.11930338338061368,0.47489206878803014,0.35664521785249603,0.17541152693711812,-0.35379343190568757,0.056373826616748134,0.014617611486466021,0.22186176095358387,-0.2960567853875382,0.10879401270927079,-0.18932216085383075,0.3922246323065067,-0.1995827753894663,0.012487551724887318,0.09224989580714467,-0.44986346751240053,0.7386100196053531,0.25625974042212823,-0.4923672940587228,0.6100894048145803,-0.5312206377765604,0.009294716541412859,-0.24025636000792286,0.04851305776556593,0.11832201840282333,-0.3416595083616461,-0.3016842359485973,-0.30289578993005933,-0.025034742940575193,0.21089055790257485,0.2392893549821587,0.5952604708444431,0.22428745305307857,-0.02166720363343596
Vermis_9,-0.007167778812671007,-0.02137107716160317,0.8547185912502263,0.19951485238647676,0.5522155538146838,-0.056579690325287764,0.2694800340201206,0.4970919267246889,0.1700653747065891,-0.17811271556275526,0.7591173633409021,-0.08981490047525136,0.048183337193707425,-0.11833142578514766,-0.18564034343651067,-0.0875975518001465,-0.333596833275462,0.1711502843975677,-0.14524799414228476,1.0,-0.11228798451350389,-0.032836655510971646,0.22059800403751573,0.007679266999487011,0.16798206914944702,0.37823970190415296,0.13132844675740052,0.1216640061096786,0.09239037146759184,0.38162690720275355,-0.05651021052950428,-0.1541936474831097,-0.19351487333471287,-0.0766550618434685,0.12496012576396058,-0.21685658334811425,0.55638297669961,0.25838667549789596,0.12391271524796844,0.3350582136918616,0.25973783530698163,0.500994507975091,-0.1785219048917014,0.29816493080140327,0.060504277759836925,0.4617884391343249,0.2254921387468718,0.1059682559437921,0.3570619518458812,-0.37517928375248993,0.39240798739962707,-0.2176761321293637,0.0824541592064618,0.2522448523463942,0.2079654418962433,-0.3372899701827733,0.2144480758126559,0.0008553526979748599,0.1659519455328285,-0.0970616824571621,0.19287002337029144,-0.14269505611559,0.28161105317692087,0.3010009264750396,-0.12347359806149819,0.587851933573695,-0.30004707015218773,-0.2603415115063469,0.2555149942086466,0.09259866725684096,0.5085935229212221,0.39846294310737806,-0.017623364534538256,0.2808371395939638,0.2745405482853418
Frontal_Inf_Orb_2_L,0.41455527999122804,0.32776228770916227,-0.040307719345056066,-0.13514945055872524,-0.024705950343816667,0.31894838945334686,0.05749685155524826,0.4241101227790566,0.26011758533327534,0.5850220018935872,-0.15751688157218746,0.6602320992730469,-0.3169056916241346,0.4854398409656923,0.6875708164857148,-0.32683388086422077,0.06401087496113372,0.4325402514254195,-0.215387904259907,-0.11228798451350389,1.0,-0.2970653854401556,0.13859751022951114,0.35746156375714133,0.5624819131086229,-0.45876981537409706,0.28339695363004014,-0.1648217608453914,0.5935759472028523,-0.279602156266857,0.48154726102976986,0.36168180303813774,-0.02171440481168651,0.7204051062840718,0.37640279310988245,0.3189102011727731,0.2634067939408505,-0.015673402618676044,0.36225285410743974,-0.03434411838537597,-0.15261916332214193,0.2229994873399293,-0.18584391785017895,-0.3621108151839673,0.3310296787602908,0.29646124880537666,0.39183674261594087,0.38991253197848813,-0.16257794110178656,0.4629788151452386,-0.11066729925015303,0.5043500208985957,0.19062090580814847,0.510521259321838,-0.002358405714113956,0.3627253455653549,0.4433017372144778,-0.08760104993460165,-0.18629007500050448,0.47199875347358133,-0.5444945068770485,0.6232790845286436,0.17544291063685333,0.21155633143261435,0.3710117345615263,0.028080211608787955,0.5126823509775805,0.7392512575671687,0.5942043347187231,0.6963528234112296,-0.3806419847268555,-0.4416219332815756,-0.4173201634010916,-0.2772281557472789,0.12417088849857007
Thal_AV_R,-0.6164896159388603,-0.17528213641448911,-0.01154574631043446,0.5575707729936761,-0.3655567458344409,0.061735830971024884,-0.10760982887401557,-0.1676563556593255,-0.06524247962379218,-0.14030600155020062,0.16790114575252363,-0.6521370917202911,0.5591393270065799,0.1246615133224193,-0.5307766808266406,0.4092110621282576,0.3817672571293933,-0.6537922519372353,0.4313825543815481,-0.032836655510971646,-0.2970653854401556,1.0,0.09868366770214011,0.00718754953073474,-0.35257547977581355,0.7541205632496634,-0.05481289324827992,0.48369388923798545,-0.39143725814179703,0.6697585435870859,-0.6168243768322846,0.07069766364903192,0.34829233319061226,0.023588257364983274,0.11754060911249434,0.33347238075804947,-0.14564808941436644,0.12779378671253752,-0.5706738078217001,0.3780644046351754,0.46093649119855845,0.23867535449064486,0.7102923170820873,0.5766934601662553,-0.01518970640731778,-0.33776492196617436,0.07214794911538344,0.0990255866786109,0.3617151203046495,-0.5310311381025486,0.5329571039918971,-0.45509530466004644,0.1994344139539529,-0.43213944145916894,0.1880361518770008,-0.18042240959268513,-0.5611070420669183,0.3879104592116204,0.6609963586046853,-0.7509496125896893,0.6497421045799813,-0.6215023072026761,-0.10487467715624807,-0.47548465769835385,-0.010454392071040756,0.24229432416754965,-0.5261541723630766,-0.41425188029867943,-0.5388308315428137,-0.039449725395490264,0.5927323604341879,0.6573719847709393,0.6351947078872968,0.7742755779402506,-0.04472126206845899
Red_N_L,0.04089167435426024,0.37669968337321597,0.2844544409118107,0.5584859170123219,0.1371183127603713,0.4782041342883654,0.22466431775055715,0.3044412705760298,0.20232465506052488,-0.18015977843881728,0.21806225617141198,-0.18098992635796493,0.3452519495919545,0.46426722544762883,-0.3184883092137282,0.23791613592826627,0.23260458883340693,0.11682347493720273,0.06415788066639105,0.22059800403751573,0.13859751022951114,0.09868366770214011,1.0,0.07231798277800859,0.4403395480477178,0.1346871643850357,0.4048583690414977,0.0016661164880984172,0.07832608218540266,0.2484463058849005,0.04354600997718329,0.4739979118373803,0.13383947740070054,0.1863243683234353,0.3820218412862889,0.4542511103513129,0.262579087619575,0.4970862467224056,0.03752895257289253,0.7665151856114892,0.8125077053300482,0.10177968138865286,0.22463972129192358,0.39352603733736713,0.4650375566699788,0.07109992135531122,0.2012776549905099,0.4826048852217316,0.5067714976967601,-0.23048703332962037,0.17745213972802232,-0.05420710552452013,0.6288767805872152,0.13051351870192654,0.48009513980827084,-0.2033464766394985,-0.05889173114605791,0.3497622481865738,0.10254957822068379,-0.07658162364930768,0.2857838886191607,-0.2662586475923817,0.47800487872661546,0.22225553547529908,0.45906484973564665,0.6756191564155779,-0.2586995017548849,-0.23341737609431545,0.11942309318230682,0.4091518628167584,0.3382948021539657,0.35671311720916593,0.20927755636832077,0.025326625325158343,-0.30810047930253925
Hippocampus_L,0.5133757184863413,0.39327755126110947,0.12473563862439381,-0.22456994588901125,-0.007802096678414051,0.01902726815489895,0.46691014801442277,0.47017818880435425,0.31765883372072246,0.5845795340909319,-0.24211778038261603,0.46018118764696153,-0.017985888098271233,0.14667999402210086,0.332479911395385,-0.16523933678338132,-0.06480825463548019,0.40526060102538447,-0.08992147069873734,0.007679266999487011,0.35746156375714133,0.00718754953073474,0.07231798277800859,1.0,0.31343297064831116,-0.12906571505542658,0.16264273056523498,-0.22258811197927791,0.533308507132183,0.294239444876982,0.47523970760683015,0.05077474164935584,0.02683634339152301,0.28974799110066135,0.24974868971798583,0.038193014981950636,0.4178621763332099,0.28248947092204085,0.5078024531701835,-0.07071450431556246,-0.042335044922030905,0.14510584952304134,-0.12288967284631094,-0.20558081393178088,0.05238132448554227,0.14032209690412825,0.04990662358856744,-0.014012875532114931,-0.05036165101390587,0.5792359876208057,0.13786031501801907,0.43444086951633964,-0.026306216084537315,0.6114967314513283,0.34215649477927684,0.6070502736094444,0.5500556852340442,-0.0412281763877401,0.15682271644428322,0.4890699125506584,-0.304327577370785,0.4934384206814401,0.08129160091845952,0.24025390761023557,0.038589582571654235,0.04740579654558161,0.579227235738308,0.5169532219015082,0.5015305200328876,0.29784186253798606,-0.11850576670862184,0.06005423897823893,-0.19899938252579427,0.16546261410093202,-0.2576209186296537
Putamen_L,0.43980511241981485,0.6853641728167725,0.34601023748813553,0.12329813865334285,0.4304590387197207,0.4939924450076791,0.5583901088394355,0.6057314585697764,0.4703876901267554,0.18781533424139527,0.1422609824469178,0.32052551393368955,-0.035328671838357084,0.5372122846667117,0.30357919884578216,-0.08370982169117833,0.02699843622822152,0.6106835032335137,-0.14166610330370263,0.16798206914944702,0.5624819131086229,-0.35257547977581355,0.4403395480477178,0.31343297064831116,1.0,-0.32929042507644074,0.6497056253115335,-0.35961371594894176,0.4505592488111744,-0.21081535625918285,0.5712490763952117,0.4603286037570053,0.01749831344569677,0.27950556463701165,0.5325537715006964,0.43255164663623613,0.5470507107577548,0.44003465893860644,0.5559742426218791,0.2753115537869272,0.18760369826086384,0.11029892459991508,-0.22823559116658607,-0.06859861893582045,0.6241004070974894,0.5917378043190308,0.49532117776674606,0.6655892427271011,0.3532886248314895,0.28719066898327467,0.09166871891624989,0.599870710664486,0.4233316176948781,0.6367915021972359,0.41766661625406826,0.15126145764858379,0.4389857898987742,0.1206826012842774,-0.14785413007615342,0.4434213376945356,-0.17040462182231547,0.28575882525956636,0.720994562729376,0.6356282715240624,0.6178336905390422,0.4085390176715921,0.235566918328203,0.24265444808769696,0.7075899527916475,0.6094069941670723,-0.04439136820270955,-0.07477045188277967,-0.255249078826241,-0.2379119221080669,0.011335654431195432
Thal_PuL_R,-0.6330574850537897,-0.29370276052932276,0.316374760284179,0.5001504751961205,-0.07430732828533024,-0.09780389570613089,-0.011216752532752523,-0.073004732792476,0.015742656903397583,-0.33172453949245134,0.4229161912010657,-0.6363364378300751,0.5259958979655927,-0.11339909721801363,-0.6723680134436667,0.35131199323268036,0.07694928288661985,-0.5556070645950993,0.3969802971471574,0.37823970190415296,-0.45876981537409706,0.7541205632496634,0.1346871643850357,-0.12906571505542658,-0.32929042507644074,1.0,-0.03354110639274427,0.4098713228417652,-0.3914765432979113,0.7559617396993703,-0.6924988177439105,-0.14846736872056146,0.18356192946614275,-0.19553952334293945,0.0029465882941571084,-0.005898958212708961,-0.00520940885262587,0.19327071020071795,-0.5696805163016783,0.5224638465550531,0.5140217716281293,0.46163552633422283,0.5005547763104705,0.6336594049056078,-0.1359971873272336,-0.08428935152986766,0.10328916332425879,0.014172102063007199,0.4172386380917044,-0.7347328210141859,0.5602963545307885,-0.6071971588463935,0.10344796397743863,-0.30988351039867745,0.18222164795135407,-0.3473195741360555,-0.5098358347599774,0.27311989242234425,0.624762303495879,-0.8278567227957594,0.7413803304076919,-0.7185817349372907,-0.05236245159268931,-0.3002570139262882,-0.2333161334937776,0.44002924903913326,-0.6845776888597136,-0.6006131506126755,-0.4267638830532661,-0.06554814868065807,0.7591201279959894,0.7105357675638467,0.5324834323434312,0.8012435394306314,0.15104271744851502
Frontal_Inf_Tri_R,0.17460146608961608,0.6554262207750541,0.32848624324828274,0.30607591328498557,0.3665897546182634,0.6282486161320466,0.5475621480843929,0.40633586111038755,0.23481833787102266,-0.06129503023972548,0.21006190203578678,-0.04923369803744112,0.2205844087956798,0.5514213050532827,-0.009222475277388602,0.1881123526830699,0.4249309769853828,0.20854544863279095,0.16546120913992685,0.13132844675740052,0.28339695363004014,-0.05481289324827992,0.4048583690414977,0.16264273056523498,0.6497056253115335,-0.03354110639274427,1.0,-0.25094924110034345,0.1672737845142636,0.033124180602442904,0.2261064219412955,0.5512950066308168,0.42501957952317426,0.1776931511812576,0.45926894288358083,0.5065249268569377,0.367631860846612,0.26568396380754217,0.2291255537791554,0.3627836134823124,0.3074100446667584,0.16096044124811706,-0.07539194672669525,0.043002891666485014,0.5957200207291312,0.2552460836936179,0.4470115876102671,0.49724233117117195,0.4594190334714576,-0.05803213319758071,0.2627999042816821,0.2828577852472207,0.4147988871784403,0.30034394537051357,0.245361327965553,-0.012723810367189756,0.20270104517834422,0.3018735953714032,0.02436838144348585,0.10639620491056777,0.21344785335613609,-0.09342787059510883,0.6365240012275877,0.5110922633551779,0.7551830844012861,0.40783196211009937,-0.04494381916474663,0.003228407491956364,0.39567875169882727,0.6245956563230727,0.07961358215129269,0.12151493909085231,-0.00862760712274078,0.015962761954422578,0.07570296587019291
Occipital_Inf_L,-0.4190554217089759,-0.39596044221982285,-0.0005932694788294597,0.34639026034800136,-0.2966830812845808,-0.23000777816925289,-0.39330277836928024,-0.16463777872159027,-0.3234435316920825,-0.24527367974902523,0.2791700801682548,-0.3368246403007973,0.14603642683712006,-0.18092627890863996,-0.21281171225094164,-0.07993622210262938,0.05374742119556605,-0.39686400083350715,0.0397553935976302,0.1216640061096786,-0.1648217608453914,0.48369388923798545,0.0016661164880984172,-0.22258811197927791,-0.35961371594894176,0.4098713228417652,-0.25094924110034345,1.0,-0.3382524215811308,0.3803702462026513,-0.5041979425537129,-0.22645959675590416,0.050779752222871406,-0.02202588274327399,-0.2574459391154553,0.2155635775813696,-0.2759124482849895,-0.20138683518008607,-0.4645323039542434,0.046430994085386625,0.1771307739125794,0.20460270949741133,0.2757712422491332,0.45302272326314597,-0.3258109331454097,-0.1317935076592364,-0.09833442126934691,-0.12944271473922955,0.042393913732939,-0.40054798995603014,0.20657737899062234,-0.38007065594856104,0.008854330896040465,-0.4315550071753631,-0.16994779809713828,-0.3188714217747462,-0.25956356965955235,0.06030898377615719,0.17840679574259694,-0.5109137418260149,0.19272256956562114,-0.32139446268171995,-0.2598082611136451,-0.512087336296871,-0.17101143093700735,0.07621725641716974,-0.3051066069760124,-0.17145625899530065,-0.5406425788417651,-0.2439514719999517,0.4896598461686812,0.3944454719043015,0.4012074594901759,0.4707839616352394,0.04841385891850403
