,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Raphe_M,Temporal_Mid_R,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VPL_R,Temporal_Inf_L,Vermis_1_2,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VL_R,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_R,Frontal_Sup_Medial_L,SN_pc_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,ACC_sub_R,Postcentral_R,Cerebellum_10_L,Lingual_L
Vermis_8,0.11707348494172239,0.08924613145516187,-0.11137356601419787,0.07909396469690289,-0.24042866935437718,-0.02076176840133788,0.10600457402856402,0.21920512659553834,0.4355394801471867,-0.2745111264356988,1.0,0.1107669099037229,0.05760803321752203,0.2945018862521815,0.42295272867545486,0.14185431480766905,0.19839266658271595,0.11946194920210734,-0.21005124397805838,0.1572867117602789,0.16487200166816798,-0.030392548863437768,0.08780404548783953,0.1228323713722379,0.03518642255609632,-0.014623997362054952,0.003817595352073322,0.08799366203183817,0.13181512720221328,0.16995312159716602,0.36585298897971974,-0.016223431212131982,0.11959432372431107,-0.08268477466198841,0.16719713720707274,0.04122525289121048,0.1816092976582805,0.0920139111189773,0.037184898701442384,0.14409821535710376,-0.09024426584515438,-0.00023845688129764338,0.00996062347869247,0.0982159885967447,0.284957856800539,-0.17361047319235598,-0.04435275717151591,0.1576933622310395,-0.013589528567428065,0.04799076296796555,0.07287475788238532,0.06452730424972292,0.07778009446017327,0.03539486666382465,0.4225353221148642,0.30202489607419564,0.2123867642148212,0.1722242237785084,-0.13932969646664808,0.17932640869758754
Thal_AV_L,0.8457342568948968,0.6568988182465328,0.5504420095665473,0.5184127823509692,-0.43024724423898636,0.2780163795130847,-0.0984416072791878,0.2070106760635837,0.6804423829750063,0.5520892833254946,0.1107669099037229,1.0,0.14572824859761185,0.5104529852205087,0.4598804024394819,0.1964522482815102,0.4158598050344556,0.6418309738447087,0.5574696424312163,0.38527665027986957,0.10154066240864265,0.2285340455824175,0.5090488246189377,0.2655962884530233,-0.11497340891847023,0.8072512438917699,0.4874492304119395,0.24117444624117804,0.35875153261583675,0.45267456097042974,0.47704339109914884,0.16437228396891537,-0.001028528356734709,0.725508259525234,0.47600725604826305,0.4927199832511916,0.228040688778282,0.6425136803150652,0.6455771525625128,0.34200034281158354,-0.20823995556833022,0.6733227593876903,0.3574416413385998,0.3519938633428284,0.20861034413010615,0.5244572013978507,0.6051735657754186,0.42561627863650037,0.2868408099859627,0.8461737532958513,0.7277528116303298,0.816806810772875,0.03311944339008791,0.44781836496608013,0.13559374241300345,0.6657600249897795,-0.14844692796904288,0.455946317620983,0.45699613626330954,0.3381255507634996
Thal_MGN_L,0.012448001756387382,0.08632043603421338,0.0663522195942285,0.16315681073432634,-0.07374549303164829,0.15943062225589316,-0.03887104774199791,0.060786909948128465,0.17631357779836948,-0.0029166956384099048,0.05760803321752203,0.14572824859761185,1.0,0.29123931283721427,0.34855689631305065,0.4854708555747614,0.18861886076446913,0.035612373698023704,0.2621271142673709,0.2388261346406049,-0.25260979293133,-0.09092859347621006,0.046539049047347895,0.26681164254674716,0.010123516555913235,0.1038780265475999,0.14021229297398127,0.20480063693495107,0.1586565661447191,0.1479484043690603,0.05214897052568465,-0.3065975649631364,-0.012804630783695661,0.00844889303746821,0.27924748021351503,-0.03490167042994457,0.11183481667757453,0.14811547641581388,0.18504351374156852,-0.027838768803939165,-0.08168645357575845,0.25854832139320644,0.015049340046467852,0.09972325588315101,0.10256892885629564,0.06829386156648218,-0.029589183915421428,0.18872660496313187,0.15315107444848663,0.09946303369645926,0.21448253770387996,0.17559562740533713,0.35482344584328934,-0.23542306147969402,-0.1263576901436952,0.2571957887263214,0.010493400455285386,0.24020887459974327,0.10116836167602002,0.021368478458801105
Paracentral_Lobule_R,0.47806022496219175,0.38856122345954996,0.34281700936893755,0.6647732987453032,-0.5226375010394511,0.1917525920932126,0.3392683175930947,0.20061085474491636,0.6250684694695609,0.16333010040020188,0.2945018862521815,0.5104529852205087,0.29123931283721427,1.0,0.552653412819156,-0.0007881536632321976,0.7668632500191256,0.18246022410133425,0.3493598163337961,0.8219289809256666,0.13284709121398897,0.15943419787770724,0.4411916486588241,0.7826371323596191,-0.027088499610015814,0.37987357926313664,0.3975477027414881,0.6020952639252235,0.8140109469773718,0.647791508988961,0.7280465406067151,0.05813119667200237,0.4983855080820124,0.37602858287692675,0.8434731858530852,0.5056535778916285,0.63665157778119,0.6836299415298223,0.4733253908091264,0.4489358018270021,0.11551026939966318,0.5440551646806715,0.36188213486430304,0.6353364477660628,0.6797658948760952,0.3428647494154093,0.33202383766661525,0.6253451901305973,0.32263281684066825,0.45008127590177555,0.6080673838972412,0.4215948584655863,0.10881536760242504,0.1441531400616343,0.20618518806767522,0.6967577695173549,0.049387728425823396,0.8622200939119185,0.19851438227072887,0.5950769341159005
Vermis_9,0.47261929924762314,0.1951261519039916,-0.052351722394942735,0.31004493936653776,-0.350453058975935,-0.10249014344233257,0.2331236747450013,0.13499851732669355,0.6763643588109309,0.14104120404568468,0.42295272867545486,0.4598804024394819,0.34855689631305065,0.552653412819156,1.0,0.3422137735352844,0.442387388987943,0.22355045313099023,0.3059504696344608,0.28356545104999004,0.08565842840811841,-0.16423431425620255,0.12295303419512005,0.38292073811454913,-0.0522713974582,0.4170450815387121,-0.004629795004731096,0.5031689495940719,0.4210066816646305,0.5158203720625517,0.4504337263248458,-0.11324093779424596,0.33829566453880844,0.3778801341784763,0.3207994708350109,0.22727115516626817,0.30641731532048805,0.29640035753929883,0.3643022958144371,0.27319200094481005,-0.25955513386192536,0.5738660591471403,0.254824842103447,0.253347063719719,0.4932334078517144,0.2633387389515499,0.21660344843897503,0.5550075070526004,-0.013349855843883908,0.339313762330076,0.3103754828233199,0.4624875471654429,0.24308186566420298,-0.007909825020807391,0.10629436138596329,0.730152769509327,0.08681803504962424,0.4674347796058822,-0.11559325444699853,0.4062136994608302
Amygdala_R,0.07392573864711315,-0.010462167023947302,0.010414968757113683,-0.04671648251735814,0.022580494391109252,-0.0006524416706007756,-0.27763596939780805,0.03092062403342668,0.1623790386169842,-0.11967896731103997,0.14185431480766905,0.1964522482815102,0.4854708555747614,-0.0007881536632321976,0.3422137735352844,1.0,-0.03575198915372571,0.2666344321238366,0.17606675448448442,-0.16030614232950188,-0.20460546434639973,-0.10895340259102312,-0.23705489477009856,-0.07189421821916937,0.14984145509651903,0.11524672870122916,-0.015438536055599425,0.02804003023060788,-0.1746200071421069,0.0560782448411087,-0.12289813104805251,-0.3607002824319944,-0.2580774870433281,-0.06891815278243313,-0.07553747569824833,-0.17527134901319177,-0.13902513174884754,-0.050920841414475275,0.024635557918890324,-0.19283691201000583,-0.27848779092987724,0.14753458658528557,-0.04284457859863877,-0.09185316418972676,-0.09089340157417287,-0.0649094860612423,-0.15616480125929302,0.016532564330535935,0.190110250568134,0.18508739240056832,-0.022264819914360696,0.17014252412466688,0.2356238859850332,-0.24937267489045217,-0.14660552195580637,0.1956171651467426,0.217683210446589,-0.07056851345925669,0.07043690237891793,-0.251189236929067
Temporal_Sup_L,0.45819150677529513,0.43419876176785654,0.3126630477953682,0.6531102096835136,-0.44708829445528075,0.19056336849004585,0.23978434544751787,0.2526244468159217,0.5579614642910287,0.1906554551003165,0.19839266658271595,0.4158598050344556,0.18861886076446913,0.7668632500191256,0.442387388987943,-0.03575198915372571,1.0,0.1026931466454019,0.43973349448532234,0.6970075645237996,0.25499561951398425,0.14059186412747135,0.6039904394496386,0.6083584582506103,-0.039564658939924655,0.24446917940488966,0.3835804775535028,0.42041083674037644,0.6166169142883334,0.637798880278676,0.7311403345926684,0.04778098621331018,0.3550321682923463,0.4148074335806897,0.7577339336251254,0.6814913778810358,0.5909024526024266,0.6447851169186867,0.3775581716721817,0.4541756935167034,0.2213085534570044,0.5173175249465768,0.33028972361073244,0.7518204280343125,0.5912057337842197,0.45041130002735624,0.47463951054936054,0.547088323155781,0.36359152126889427,0.40133479903095076,0.5320545275689933,0.41610103465674614,0.08329706507700044,0.2866710751403564,0.13400035089279683,0.6316941163095121,0.005915549492450459,0.7370132525411355,0.2826310613828897,0.5798017412142763
N_Acc_L,0.6153960395723008,0.3732069847331938,0.5382553762311005,0.357257711924639,-0.176647742360607,0.2779267514478763,-0.3297949379402178,0.1048013919500762,0.5221119769031617,0.3440023313123884,0.11946194920210734,0.6418309738447087,0.035612373698023704,0.18246022410133425,0.22355045313099023,0.2666344321238366,0.1026931466454019,1.0,0.29977129913069894,0.012725779149348138,-0.108076342421268,0.3018973656396359,0.35050288473987606,-0.09991051021255772,-0.1830440587531084,0.6575635730505937,0.5328023522482204,-0.004736140201113246,0.0048926529542490755,0.18649858645930925,0.27561008855236785,0.09970609920943313,-0.21263840208089838,0.5498755902290741,0.14728859937441763,0.20885072458436896,0.10142105518621153,0.4150368069175444,0.5042880304846945,0.08927233615756755,-0.14331528075442546,0.35616906063170983,0.22651363758913853,0.12718708875446422,-0.08107903066097859,0.36104012071038755,0.5473759385349042,0.1949544616451173,0.3170941869240232,0.6021292590557208,0.4622201465334525,0.5632595717614243,-0.0898230282968849,0.5647626461715508,0.051882880895571554,0.5228604972136498,-0.08302813797443866,0.13440744430790844,0.5746566386097994,0.03705002990629054
Thal_MDm_L,0.5386905742041386,0.6296272806241634,0.3297854571214623,0.47131816760340783,-0.13989009727444884,0.3527941096179238,0.06748956651244069,0.17465655624260576,0.3527452052487008,0.6716933271716066,-0.21005124397805838,0.5574696424312163,0.2621271142673709,0.3493598163337961,0.3059504696344608,0.17606675448448442,0.43973349448532234,0.29977129913069894,1.0,0.3912974955462951,0.17116965317801627,0.2282494954640283,0.4839414243867376,0.32612980664082813,-0.09520888702553086,0.5671061796670146,0.35768191410360006,0.2794337612030444,0.3270793430494845,0.44083953230361456,0.2684339085334289,-0.11767140137030918,0.0506669246177927,0.5860364053242283,0.41302070455563455,0.3460051906451494,0.2603525710557861,0.5430068967391861,0.585578295086858,0.3389991465262548,-0.014461093341638505,0.5703252514444171,0.5295328678071242,0.427789759331468,0.19569199920567001,0.7840704484324571,0.6120474582061862,0.4344229312491061,0.20829969233244705,0.4703757989699437,0.5781850280639493,0.5604093355079746,0.11745188888516762,0.290940897630797,-0.14929208893906745,0.5116720091763352,-0.18640888300406955,0.4181870072334904,0.3152608804141295,0.32295808080054617
Precentral_L,0.37934346697405186,0.5224321056130595,0.3637278390403844,0.6765458720982961,-0.31163256033364745,0.3709932547854239,0.446600596292776,0.1934453931063536,0.39851208978022323,0.18553808539653685,0.1572867117602789,0.38527665027986957,0.2388261346406049,0.8219289809256666,0.28356545104999004,-0.16030614232950188,0.6970075645237996,0.012725779149348138,0.3912974955462951,1.0,0.2197002094553233,0.31560163495310756,0.5639247893994906,0.8721772358792604,-0.004231548805522963,0.3430783214867728,0.4210653086263441,0.561520162598278,0.8239609210867045,0.6410035533702553,0.6251419187259406,0.08010733585496564,0.5089926464287177,0.29106216545111957,0.9335308970438274,0.47372356178718594,0.5832030384817918,0.7653879508684784,0.5778505113828863,0.507708508512349,0.22102154671679536,0.4440237207621609,0.35908344222736444,0.7464940142002507,0.6325531246602519,0.28846501807422364,0.3001017382157313,0.6254094390757415,0.30786906138151526,0.3293160303398316,0.6891703351037534,0.3875251375321686,0.021397541030847747,0.17027889299536267,0.2057869781494844,0.43921175749744223,-0.04325311886952412,0.8590916165997231,0.21853070495963253,0.6461742959846569
Raphe_D,0.10379159364970464,0.293255226593103,-0.1460241622699545,0.1759706821763118,-0.07309934319564312,0.15608265816419825,0.3462594724879796,0.22600381092262223,0.18976762029199418,0.2553497957325696,0.16487200166816798,0.10154066240864265,-0.25260979293133,0.13284709121398897,0.08565842840811841,-0.20460546434639973,0.25499561951398425,-0.108076342421268,0.17116965317801627,0.2197002094553233,1.0,-0.08050103709639542,0.2223018908882745,0.22013402013276637,0.13533188831787532,0.046014039119509235,-0.11359715097616613,0.18320748393272718,0.2403340861410644,0.4168762098437891,0.1934910920625713,0.29104933964088625,0.21648524843313882,0.09829653996208866,0.18179205872391632,0.2589511487197832,0.10135088559025601,0.20801511446586377,0.2284733222605393,0.545380132400737,0.11826701204126311,0.2383962706442433,0.2706511086855474,0.30791178314645495,0.28879279718295736,0.09027252566006862,0.3557802716216854,0.2786791064855186,-0.03469981346552062,0.07340692183949539,0.23648928165704045,0.10279974193326318,-0.18739856981990688,0.3840067795687877,0.17956044181172354,0.08669019933865445,-0.07323322530717236,0.17062347582503323,-0.16015762522142735,0.2263320795825619
Frontal_Inf_Orb_2_R,0.27506762489122644,0.3737103746549536,0.497745953309773,0.43058322834799095,0.24030715125824287,0.3044789650369157,0.03577471011567882,0.13382151718518526,0.1580608904933645,0.19779729229966989,-0.030392548863437768,0.2285340455824175,-0.09092859347621006,0.15943419787770724,-0.16423431425620255,-0.10895340259102312,0.14059186412747135,0.3018973656396359,0.2282494954640283,0.31560163495310756,-0.08050103709639542,1.0,0.3940758474359901,0.15625312930576077,-0.1048263875734079,0.41553205389194564,0.49476077741061264,0.03439865401948135,0.22605428544255127,0.10785945711053846,0.22667593849627662,0.030772531642493682,0.07420475703598456,0.2293425116274268,0.32037185486443676,0.16690026481316347,0.29205078402619467,0.5630657011274524,0.378826585610594,0.18168158387709404,0.4158754902854578,0.020839927331855943,0.21109968614623034,0.3965804442311722,0.0550474651205978,0.16766730656988751,0.23295275060478332,0.1255190011073276,0.2777376186083047,0.30074295850653177,0.3212976995696821,0.24360929353925545,-0.17330386554094546,0.36323127754321616,0.10990361841323651,0.15421264011822497,-0.13453050548640377,0.2614049124505513,0.420597743712094,0.27883212241144023
Insula_L,0.5395741049333898,0.6296327708663316,0.5524276481543574,0.6384542762138091,-0.35407365852705625,0.3807449526582205,0.1116474997154747,0.20927656265102626,0.4243069713934617,0.4014450286081151,0.08780404548783953,0.5090488246189377,0.046539049047347895,0.4411916486588241,0.12295303419512005,-0.23705489477009856,0.6039904394496386,0.35050288473987606,0.4839414243867376,0.5639247893994906,0.2223018908882745,0.3940758474359901,1.0,0.2575707651931181,-0.21393277134352204,0.46197109109491313,0.5631194893139745,0.03670105352225375,0.44395531284043166,0.4566605492683086,0.65928289869751,0.2231257296365594,0.15616685407743158,0.5598760587991688,0.6283387576405557,0.5767206088799196,0.46762160697509936,0.6946727028487805,0.5769570614368711,0.5347094333806789,0.25784145135451886,0.3814846596380838,0.470152374700237,0.6124871858079495,0.28442190482591007,0.5933801885322946,0.6933923130030769,0.4233645169700421,0.40903451638204064,0.4023579557839108,0.6856273015965939,0.49517082125740564,-0.08969112001017428,0.6821754753035049,0.19309067970758198,0.42140415360354366,-0.2812818238074269,0.5357351360965596,0.46670429736209157,0.5415719285041802
