,Caudate_L,Supp_Motor_Area_L,Frontal_Med_Orb_L,N_Acc_L,SN_pc_L,Thal_VPL_R,Parietal_Inf_L,Cerebellum_4_5_R,Cingulate_Mid_R,Thal_PuA_L,Frontal_Sup_2_L,Thal_VL_R,Occipital_Inf_L,Thal_VA_R,Frontal_Inf_Tri_L,Olfactory_L,Vermis_3,Frontal_Mid_2_R,Thal_PuL_L,Putamen_R,Fusiform_R,Pallidum_L,Thal_PuL_R,Paracentral_Lobule_R,Frontal_Sup_Medial_R,OFCant_R,Frontal_Inf_Orb_2_L,LC_R,Rolandic_Oper_L,Calcarine_R,Temporal_Pole_Mid_R,Temporal_Sup_R,ACC_pre_R,Vermis_8,Thal_LGN_L,Precentral_R,SupraMarginal_R,Heschl_R,Cerebellum_9_L,Thal_MGN_L,Angular_R,Insula_L,Cerebellum_Crus2_L,Thal_VA_L,Cuneus_R,Precuneus_L,Frontal_Inf_Oper_R,SupraMarginal_L,Red_N_R,Supp_Motor_Area_R,Temporal_Pole_Mid_L,Cerebellum_6_L,Cerebellum_8_R,Hippocampus_R,Putamen_L,Thal_IL_L,Thal_LP_L,Lingual_L,VTA_L,Rectus_L,Temporal_Mid_R,LC_L,Precentral_L,Amygdala_L,ACC_pre_L,Occipital_Mid_L,Frontal_Sup_2_R,Cingulate_Mid_L,Vermis_7,Vermis_6,Raphe_D,ParaHippocampal_R,Precuneus_R,N_Acc_R,OFClat_R,Temporal_Inf_L,Angular_L,Thal_AV_L,Cerebellum_3_L,SN_pr_R,Parietal_Sup_L,OFCpost_L,Cerebellum_10_R,Postcentral_L,Caudate_R,Cerebellum_7b_L,Thal_PuA_R,Cerebellum_7b_R,Thal_PuM_L,Calcarine_L
Caudate_L,1.0,0.379941399407319,-0.2867357989888134,0.5473759385349042,0.7257498881549466,0.5341211607842512,0.34618157228001917,0.6850466478904746,0.46945807250865657,0.47468438634887417,0.5766680038967471,0.744421168683349,-0.1756544043626951,0.5362372667302082,0.6077950978285527,0.4230618263787666,0.7033691106418449,0.5691779623582609,0.08238119896939401,0.7664660737770889,0.5783768900989652,0.8120398209783647,0.13235048432116775,0.33202383766661525,0.5460595252474442,0.47746954747438325,0.5361131464272463,-0.052216758307312656,0.4099279561994295,0.012449237224025345,0.09124876320502322,0.486748933711083,0.2050350846144659,-0.04435275717151591,0.46537705215274494,0.3591753796140981,0.44651050428940253,0.3056492106775177,0.44549509038525015,-0.029589183915421428,0.3343550804917836,0.6933923130030769,0.039873092906234565,0.5909818130032293,0.10727077235756838,0.2627003681170661,0.48639099948922526,0.4390483949339541,0.6394959652925093,0.3708707478086069,0.36545319924688846,0.6289296413483623,0.4009879152635256,0.5839945709921832,0.7190726659739148,0.166881350349401,0.6750379707262811,0.322278412361187,0.5660162386599759,0.060904384599821414,0.26237156966315495,-0.12314345104114717,0.3001017382157313,-0.3864937926516029,0.34150390429442845,0.25637485367694746,0.5787421714993017,0.36325037926192805,-0.2432374592018204,0.47149338196565327,0.3557802716216854,0.5386824508107549,0.34359329483734713,0.5986682119108648,-0.27178754736948146,0.16988321437484377,0.26869182427364574,0.6051735657754186,0.6549203742347424,0.6723902743261849,0.1747856008930964,0.32622007768974826,0.4692345763494859,0.1784516965618618,0.7857851549843841,0.2539732068671412,0.31908586060786936,-0.21220589638634926,0.248280389930514,0.14159728783540365
Supp_Motor_Area_L,0.379941399407319,1.0,-0.10388923632153355,0.14728859937441763,0.37654248407120233,0.4976516177205944,0.5643426572799546,0.6222534667175755,0.8091997799950362,0.44804998040083005,0.6082059474475096,0.32367843306396055,0.10364755040805555,0.41033410569071993,0.7980373836583504,0.15599115608190636,0.6282869232642566,0.8284546981406179,-0.1238134052027363,0.5240480638077194,0.5219008215496824,0.2275861908099847,0.3532184498566342,0.8434731858530852,0.6996722574353695,0.10201489636439531,0.3950737743213882,-0.02044428553234077,0.7276110661224503,0.6071578994536976,0.10165138088127092,0.7355539048880486,0.6445688249300447,0.16719713720707274,0.24033293285936064,0.9490911713625166,0.6729227365967188,0.3936039348765732,0.5386737333602669,0.27924748021351503,0.5198873209518727,0.6283387576405557,-0.048452952185977304,0.41903648930039405,0.46045149821432846,0.7955260446952256,0.8329906921739128,0.7078291735396128,0.16238039264039175,0.9589434622659807,-0.0165885818785342,0.4409893886795721,0.3462652294679794,0.3941550913672601,0.5096711719905245,0.059003422913662035,0.45350015992117226,0.5966887233875757,0.3347581082994047,0.20135122570525704,0.580309286816299,0.132600318253853,0.9335308970438274,0.12439843140859101,0.4938812976206679,0.41643031531451175,0.6063286144503812,0.5800885675034614,0.007492055173902174,0.6877736910321933,0.18179205872391632,0.23007205723738633,0.8460753740156233,0.3278762739108856,-0.03951587877323168,0.2412261270208732,0.30057102567548166,0.47600725604826305,0.5989568460704102,0.4778905963814775,0.46203503142156543,0.4639246076803157,0.5246464861521902,0.7649316540021517,0.6210317764227983,0.0681784772278061,0.3660875777888328,-0.19084913303376436,0.6524222725684584,0.570043985503293
Frontal_Med_Orb_L,-0.2867357989888134,-0.10388923632153355,1.0,-0.4101036690600312,-0.2517628938370949,-0.07408741909970327,0.06778297258569291,-0.22893503250977318,-0.05465142706065653,-0.05281817111147257,-0.2591762484194818,-0.18217946400255527,-0.011900049463676418,-0.27338767104033507,-0.12354699315942759,-0.29239001880145726,-0.15946057384264514,-0.20405956195107974,0.2400661099652765,-0.2889487507884265,-0.14080537843506505,-0.23534726439641013,0.05578956213423143,-0.13901562591703828,-0.3266500806992443,-0.32985022225775906,-0.22304271473975923,-0.08255811788761751,-0.023387041015210202,0.0321583911429408,-0.08812007129802578,-0.09796183357932454,-0.18157980463081322,-0.06909155759866892,0.015894279380824765,-0.08808297522428925,-0.005651169025738302,-0.11929645970481241,-0.16465912173101416,-0.0038742110179494312,-0.010326619886948824,-0.2194040728281945,0.07059046396428813,-0.2005700870842558,-0.07801787432645302,-0.045476234625927175,-0.05062321806204866,0.04332628048076252,-0.22665053394292584,-0.14733439081866134,-0.2978141115855609,-0.2628645210016687,-0.14944452514797202,-0.25679336424183624,-0.2894264927598818,0.02116644785926898,-0.1792365987037671,-0.03939413125115864,-0.15703624713309114,0.06628953610115042,0.03314773786077433,0.20699907467458956,-0.03175149808661761,0.18841780532287736,-0.258407745521429,0.08913677039408943,-0.23408395077817606,0.07343128537958818,0.18431447976934445,-0.13265100667362684,0.06424232179491973,-0.2519263847119773,-0.09800625388013529,-0.36132638436450826,0.08504648858816805,-0.12494295719373691,0.09281350069748426,-0.3009867774092344,-0.18017248853301948,-0.18396185585946825,0.07386301501269915,-0.32913415947717617,-0.2661130628629384,0.0579708104518324,-0.28029563912706956,-0.15180444186737574,-0.08790885890273936,0.10591325269841799,0.0019800205994373885,0.006595260386026968
N_Acc_L,0.5473759385349042,0.14728859937441763,-0.4101036690600312,1.0,0.6099839078263499,0.08927233615756755,0.09408248910326128,0.46515318285834817,0.2015052818986807,-0.08501974594119213,0.5042880304846945,0.36104012071038755,-0.08577476923075215,0.6021292590557208,0.24253463538732462,0.7089590791437346,0.4581459149014935,0.4150368069175444,-0.33115861690645276,0.6865508195822624,0.5952061449459357,0.5647626461715508,-0.35267662562701485,0.18246022410133425,0.4991347624120279,0.6953061639910193,0.4261230651671313,0.2011587805811105,0.03373804272719722,-0.14318187900139473,0.044769296700822865,0.357257711924639,0.13953470242741256,0.11946194920210734,0.1883188100510893,0.11548958961407838,0.18649858645930925,0.2779267514478763,0.3859086044183474,0.035612373698023704,0.09948314197970638,0.35050288473987606,-0.08824119800217174,0.5052685283859826,-0.06291648506251202,0.0048926529542490755,0.22456174862519937,0.04932954224407395,0.3440023313123884,0.15734194143414748,0.5408678829745472,0.5923426655604883,0.3060732527979481,0.6575635730505937,0.683738682255163,-0.0568902580084352,0.3129023663410725,0.03705002990629054,0.5444058525647115,0.051882880895571554,0.10142105518621153,-0.42541635913554526,0.012725779149348138,-0.5826382784958315,0.2212026177568024,-0.07805195803287207,0.46997265682095835,0.06513187262383348,-0.1830440587531084,0.27561008855236785,-0.108076342421268,0.731097836401832,0.14654833782136673,0.7395298615510357,-0.21160553703196566,-0.14331528075442546,-0.08649069512060223,0.6418309738447087,0.5058009126214874,0.5830846198476519,-0.004736140201113246,0.5425721902794133,0.5328023522482204,-0.09991051021255772,0.5972557299344596,0.2467685217976124,-0.022834116579035765,-0.2279898747161727,-0.08122567424867143,-0.11259757122994637
SN_pc_L,0.7257498881549466,0.37654248407120233,-0.2517628938370949,0.6099839078263499,1.0,0.47765140976162973,0.36196177361465726,0.78112007820632,0.44850718314938476,0.215040013576914,0.6990745294750031,0.5625989080270395,-0.22809259513545457,0.6365445894662752,0.5494273264636015,0.4736007954134482,0.7319664517859251,0.6003390673530575,-0.03513594215265567,0.8164297771196855,0.6547459255963625,0.6352967205782922,-0.03155584396176354,0.33177109618811335,0.6104064451216451,0.651712653097137,0.632355004444504,0.23827041171629082,0.39449513401815145,0.17217412517944122,0.08596714932884632,0.47849626336175927,0.13088728644739253,0.15170852235212082,0.35002998772703,0.3714334967575521,0.477542943083271,0.2754809578082618,0.5540159520592005,0.13546342520757296,0.45697922532272783,0.6111391740177203,-0.04464605769776472,0.5840285832828904,0.15221990492780074,0.3389876684498261,0.500958365403505,0.4343125665032223,0.5517230018503838,0.3725806854449895,0.47221695010800996,0.7383722177669905,0.460347812384519,0.8000700761416034,0.85487671496105,0.20332419572369842,0.5269095423526599,0.42220654795534407,0.8100017644660427,0.19171314455776234,0.24226752531276666,-0.32653512913336197,0.31608755974417757,-0.42715533257696847,0.2672332721945065,0.25052294794890106,0.6552843643191384,0.35704036852378707,-0.2037808060920107,0.4865880969221769,0.22561381195238459,0.74991104962247,0.3667699960875296,0.6278050443180441,-0.1903373845179327,-0.024792125235312934,0.24134413705860155,0.7325899065031696,0.7391103657658945,0.894293642078293,0.21603303768852233,0.3491814998078909,0.553023021220741,0.17934328621903997,0.7451128813918337,0.3054498823718326,0.271059824465564,-0.09607859796268477,0.33573397129520155,0.19844658791362138
Thal_VPL_R,0.5341211607842512,0.4976516177205944,-0.07408741909970327,0.08927233615756755,0.47765140976162973,1.0,0.5095408069406863,0.6372956514608108,0.60377666704392,0.44848079728506385,0.5069659871576765,0.2892931706200052,-0.04484754352697194,0.29512223414841515,0.5496393643590959,0.053905562312627435,0.5918136176628546,0.5645277139215599,0.3434334548299291,0.49684425475621685,0.4580583308063526,0.5245529082938951,0.2704686538478401,0.4489358018270021,0.4340151147278346,0.12670696990923222,0.3772242153292718,0.16965984819310395,0.4791386852331454,0.3805343946329036,-0.08205643270230702,0.5357216608546002,0.1908631537208334,0.14409821535710376,0.41843068546337286,0.554090877777093,0.5923370918337122,0.3818403217962434,0.37526479387063505,-0.027838768803939165,0.5580293430784934,0.5347094333806789,0.1333758353282009,0.36214876764264897,0.27948364556748073,0.5412343697249486,0.6041160696994065,0.5104249397371631,0.2573411294832585,0.5038976050543063,0.04704103244366413,0.4199512359966238,0.30625130268788836,0.35840989302282955,0.4459365494997486,0.22439615629057505,0.48109839132980037,0.5449765646315976,0.42678211126747295,0.22718837710830886,0.43406784710244456,0.08615844026325134,0.507708508512349,-0.02490497307817856,0.15378994864136797,0.45064846701430067,0.4764351928156733,0.6004632101328341,-0.07997602325143949,0.5062603717908509,0.545380132400737,0.2252850831507263,0.5075280937334381,0.2598281759085472,-0.08496334719417943,0.19988546381283726,0.4100532509218008,0.34200034281158354,0.448170296334112,0.47618364294928534,0.38063452542701615,0.025124009527830823,0.22517115969328663,0.4671417037998835,0.5535680126998047,0.38287127908416924,0.21061154485831102,-0.10858503811745158,0.47828200784385605,0.45845591189223317
Parietal_Inf_L,0.34618157228001917,0.5643426572799546,0.06778297258569291,0.09408248910326128,0.36196177361465726,0.5095408069406863,1.0,0.6801368385053304,0.7062513885943318,0.17097847207548042,0.5726163471797184,0.2674254178004844,-0.047072889620524895,0.2993779011321367,0.3994692527969932,0.05354906346662458,0.6090785958576544,0.5729407722037504,0.29903475923414247,0.4078037972342207,0.5867241291565558,0.18245186280318068,0.1924711932746379,0.5969788603872166,0.47047300348552346,0.1109206127821272,0.2842282739647725,0.11638054852593657,0.3007931483098087,0.2846471871180726,-0.24765535073540285,0.5015130319514618,-0.011787628518604785,0.16615913674263427,0.34932138670466595,0.5358395160701159,0.7445486956323617,0.2765569345554722,0.4783003524322564,0.20416548379462762,0.7348554116610165,0.19931730932391745,0.16587967765383993,0.31237189383299246,0.3194452198437639,0.6001525518213823,0.5739035821056206,0.7367608309042766,0.2731716841369269,0.5480505741746078,0.19582297493822667,0.4804653734524249,0.34902506982631826,0.42817498713381663,0.3939245085391119,0.2588941612938448,0.38908908575781315,0.353343924270813,0.3831604513452996,0.13770558553991777,0.3785850492140044,-0.06977564923813294,0.6020436139263692,-0.17517700661466382,-0.08971146979223807,0.7442437332907533,0.5873754820655889,0.7253639097924148,-0.019687388627703452,0.3239960353197299,0.3514232094720875,0.3771576567953977,0.5781173428105806,0.22045087314936998,-0.2784527790102745,-0.08813864186117754,0.8081470534296553,0.37696174314735315,0.35787517161107324,0.48606315868009964,0.8706787990842179,-0.06831612380276006,0.15159573503926665,0.794145419157309,0.45031200004375,0.17952410587751222,0.2676966285384142,0.008624797753004418,0.34914977562875904,0.26549193927078835
Cerebellum_4_5_R,0.6850466478904746,0.6222534667175755,-0.22893503250977318,0.46515318285834817,0.78112007820632,0.6372956514608108,0.6801368385053304,1.0,0.7338120850241394,0.3574093305863042,0.7544184633417803,0.5923257147103352,-0.20698674413565976,0.5694190448382948,0.6693768823489732,0.3342297086905586,0.84032504982238,0.7383385917740976,0.08708812732169233,0.8291623398439784,0.8201011227228812,0.5187246588912906,0.1609820302175799,0.6562464894479509,0.699962736826894,0.47044095787767026,0.5927472660604928,0.229128709524769,0.5362757201305348,0.33678886601740704,-0.044937563877199826,0.6659893250322794,0.22579531537423794,0.26462740434373594,0.3343072757811713,0.5981700386113962,0.749380056002873,0.3551597003039173,0.7478684173510585,0.20161478237822872,0.6765995375277147,0.6099448777110696,0.10328889583960574,0.5759787241212098,0.34160702776040613,0.6030321814771359,0.6890274895352643,0.6859928306581705,0.503966798530362,0.639278469386326,0.40297424251243674,0.8572335762566485,0.5375613542833254,0.7202403437065638,0.8195579523856364,0.2732804616936358,0.5724506716732254,0.5635306092147127,0.6473408016254124,0.23506560199465767,0.46705535845126706,-0.1908501924276616,0.562757564316835,-0.2668887821267871,0.2801645192209668,0.5402357658079008,0.7211276796136914,0.5781067275931968,-0.19612415416917586,0.659450439986238,0.3526040174485208,0.6792755119316481,0.664814638326006,0.5845454736379532,-0.36090729197484167,-0.023019018945325317,0.56388628246151,0.7224255956673468,0.6987602441053459,0.8033115470336281,0.5044125762041944,0.3132017877071047,0.45677504219421916,0.509838199573136,0.8122543602358401,0.2799300887631934,0.41212287967180433,-0.049877235962899794,0.4990547787304969,0.35800225649328243
Cingulate_Mid_R,0.46945807250865657,0.8091997799950362,-0.05465142706065653,0.2015052818986807,0.44850718314938476,0.60377666704392,0.7062513885943318,0.7338120850241394,1.0,0.3868824902810616,0.6531134320422588,0.3370480189931871,0.007261886830660474,0.4594906106254176,0.6830634883682778,0.22222900362376863,0.6949423836441921,0.7585529018034036,0.09236309420685872,0.5633534431714328,0.6037022454156158,0.27196499013661174,0.21905249723039802,0.7149321666858183,0.7209308646224416,0.11587592994895292,0.3662528887349488,0.15100365566943852,0.5685907265228,0.4281824810146578,-0.03853536425522248,0.7075854303811661,0.3851495874398359,0.1500348994682502,0.31815582195668873,0.7891458245244213,0.8503823252835697,0.4068019998628889,0.5170078019415049,0.2769610074451367,0.6246587663429625,0.5074203989367776,0.12092212085870874,0.4475804468435044,0.32516619796450774,0.6836293258604526,0.7989486798437783,0.7072323218398613,0.24160238890512606,0.8068535472048864,0.08286360134167639,0.5424170850972975,0.26375537298369844,0.4687550314564943,0.5472850523512961,0.21066661986252921,0.3915832611982799,0.48436902097796825,0.4713152809538692,0.15040726934567092,0.4538037732519707,0.015167578953580826,0.7492966631636137,-0.013622627309012104,0.25686941257981977,0.48995248766459515,0.64792135373406,0.8328565702078167,0.04003621347225546,0.5917860651447521,0.36922672680726887,0.3851352117716524,0.7143245630028258,0.27416331296561613,-0.22116937956688454,0.07200540673445346,0.557720307852528,0.5289539901075352,0.6065584406491809,0.5941550551740301,0.5404644412754274,0.2701562543892682,0.3576429080581365,0.6961100434295048,0.6395046084449783,0.20456394492432867,0.30031566240301855,-0.16403947097835203,0.5441591703858246,0.3760554669195022
Thal_PuA_L,0.47468438634887417,0.44804998040083005,-0.05281817111147257,-0.08501974594119213,0.215040013576914,0.44848079728506385,0.17097847207548042,0.3574093305863042,0.3868824902810616,1.0,0.24913603792924272,0.5186405681503106,-0.0068814628763048235,0.17972894956971738,0.5220273541775329,-0.10356949757016949,0.4578466971388227,0.39339187023517147,0.25519067375106746,0.32265908814554256,0.22365208729086697,0.28545254580093105,0.5644385446795614,0.40162128593138313,0.2580676199949186,-0.05092240040737712,0.18715298883376305,-0.23188212483014914,0.43728812525182087,0.38976028330733453,0.05323024421588786,0.44957236280477514,0.3824830936173029,-0.19756219928320454,0.17904486874023826,0.4809319920484021,0.3661309128022221,0.18808943806566286,0.21685409641426823,0.030720940773512367,0.2980641059661981,0.5024801626481449,0.07310572912650133,0.42695802936506216,0.28756829236933795,0.4538863795432849,0.44999297169204144,0.36834998078496667,0.439142139896509,0.45455747013379166,-0.17416620510824163,0.16263086688980924,0.1676106678781567,0.1762892083421186,0.24838245290311736,0.20444545004042303,0.4924700433743173,0.4481112574177444,0.110906358889714,-0.0813060391702352,0.3873275627424664,0.24491216476719443,0.46296924907951087,0.1199905304793115,0.42996609901988253,0.208586989039604,0.26099363335835374,0.3235934634142727,-0.06783914314155352,0.39511808511291524,0.3190228734678349,0.010804433634024859,0.44165474170705277,0.1563619277978198,-0.06352373291849797,0.35002592283529116,0.17745585022998875,0.16303161963413426,0.24972823625652402,0.22331021315331193,0.1732699493289341,0.05551539539117539,0.19667229837584901,0.3572929168389371,0.3751143521394811,-0.0685973390876568,0.5454380864236912,-0.07971475917227275,0.5979094697460723,0.4862520651829921
