,Frontal_Sup_2_R,Olfactory_L,OFClat_L,Vermis_8,Vermis_7,Frontal_Inf_Oper_R,Cingulate_Post_R,SupraMarginal_L,Cerebellum_Crus2_L,Thal_LP_R,Angular_R,Cerebellum_3_L,Cerebellum_10_R,Thal_PuA_R,Thal_VL_R,Calcarine_R,Cerebellum_6_L,Frontal_Sup_2_L,OFClat_R,Temporal_Mid_R,OFCmed_L,Thal_LGN_R,Thal_AV_L,LC_L,Frontal_Sup_Medial_R,Postcentral_R,Amygdala_R,Raphe_M,Occipital_Sup_R,Thal_VA_R,Thal_LP_L,Fusiform_R,Thal_PuI_R,Vermis_3,Thal_PuI_L,ACC_pre_L,Paracentral_Lobule_R,Rectus_R,ACC_sub_L,Vermis_10,OFCant_R,Cerebellum_Crus2_R,Frontal_Inf_Oper_L,Supp_Motor_Area_L,Thal_MDl_L,Temporal_Sup_R,OFCant_L,Cerebellum_6_R,Vermis_9,OFCpost_L,SN_pr_L,Thal_PuA_L,Precuneus_L,Frontal_Mid_2_R,Paracentral_Lobule_L,Rolandic_Oper_L,Thal_PuM_L,Temporal_Inf_R,Frontal_Inf_Tri_R,LC_R
Angular_R,0.4965653848552498,0.0688913554801073,-0.24848238138562548,0.18725328601056962,-0.07579987706069008,0.5932046989687813,0.5766770493881007,0.570746410797371,0.11781040885811474,0.36377791264856246,1.0,0.3592162567603705,0.20130137059823378,0.30154584391808753,0.2709860941201254,0.47092864725120265,0.521475470986611,0.5571968375039705,-0.11565619781314036,0.5896290368463599,0.2008508665641006,0.5470844715705016,0.37241098871714245,-0.0905963405967162,0.4255555443293466,0.7508977319152494,-0.0775612405772473,0.3131535390247176,0.7746357966969915,0.3010640900267391,0.3511177861269945,0.572521381528639,0.4327132330353101,0.6186474606476038,0.3642793610652811,-0.03997182813939498,0.6286251791817157,0.27940371535515157,0.14711603476811932,0.5548649235386953,0.09698082982181216,0.07281981973886643,0.549824147381291,0.5198873209518727,0.5124129416738392,0.577172582852918,-0.2730880949831538,0.6262082968612985,0.5918337385288232,-0.09667925646084989,0.49754839058316824,0.2980641059661981,0.7846616029174822,0.512152839295598,0.6904336133353534,0.3872975181608579,0.5332958085081894,0.49376358449197255,0.46216840408280074,0.04337780000589277
Cerebellum_3_L,0.6608494493527154,0.5206101632475542,-0.3019848940410347,0.08478627245510595,-0.09755999730212327,0.6872181702005475,0.49805745039877486,0.5491399316383586,-0.07678818050431023,0.23550372551359772,0.3592162567603705,1.0,0.6565945582350398,0.1482280887429586,0.4511896361089445,0.2631261751467202,0.5998592706455016,0.6827628819248939,-0.11678835575954137,0.37447096980161404,0.304142411279267,0.43753033486780407,0.6815601495417054,-0.04499580009965778,0.6806807816220836,0.5435086525853413,-0.03760422174609558,0.6500751743668989,0.1139380678845785,0.6379254929613759,0.4523115635546459,0.6070653532328716,0.2998372362509423,0.8014717797199309,0.39475106919159003,0.4796929325843466,0.42563183767294277,0.5261754553916693,0.12616238821135342,0.4679185631971197,0.5159382880795235,-0.0911916009585211,0.5870351241569003,0.5989568460704102,0.6217896400771875,0.6360105388144861,0.1692653038690732,0.5522555226820686,0.23858059156012057,0.5269284691954793,0.7280221058940092,0.24972823625652402,0.4327120065118567,0.7189420384094867,0.4245618103164744,0.6361915977012431,0.40171657757412443,0.5851257376499438,0.6754573570846,0.06882591029194365
Cerebellum_10_R,0.5495082443383263,0.40811355843677555,-0.19006335320252482,0.003817595352073322,-0.27852581943240196,0.4968275670125901,0.3650127879885673,0.3074882114327185,-0.47234081387692767,0.2778190071400989,0.20130137059823378,0.6565945582350398,1.0,0.17196216825564242,0.3918079027297504,0.24279062078077862,0.4233457793965783,0.5446189882591592,0.10544839579607004,0.47971159868333807,0.2892112451147691,0.27209966423962006,0.4874492304119395,-0.05815162094891721,0.5810960771593281,0.4351182348038989,-0.015438536055599425,0.48429381033697966,0.08221256674971185,0.4889332155457891,0.42709233784228734,0.4719664173855299,0.19920044815087287,0.5397458843197688,0.15699611799736124,0.573599620025905,0.3975477027414881,0.27915913477591203,-0.012603502757979146,0.17544661027499422,0.5080700975265889,-0.06381755153057284,0.38686326023388545,0.5246464861521902,0.3541966658361059,0.5981225690695201,0.27334975280497414,0.4367367885698489,-0.004629795004731096,0.540655313999734,0.5517514604432139,0.19667229837584901,0.38584051736406916,0.6322147312692705,0.2977885121009138,0.44439043584713,0.2854152346277998,0.3707136274037873,0.5816705337596523,0.015274764900923105
Thal_PuA_R,0.34675498679640676,-0.11191286261061387,-0.16818829113285,-0.22325844040715995,-0.2265812967520896,0.3293916147780345,0.4237458454541733,0.27679601726966485,-0.036062771442349865,0.6321205835139281,0.30154584391808753,0.1482280887429586,0.17196216825564242,1.0,0.7163847942598298,0.32636662108887193,0.2661564767275976,0.34620848583457053,-0.19493739661298506,0.3355569475559162,-0.04810252263839167,0.5302905729251753,0.2839501343297229,-0.08025132898121642,0.323293535703206,0.40031487606631083,-0.017431343157489433,0.17681263559070193,0.23738891907563914,0.13875173701569088,0.4338028064807918,0.21309944344941184,0.4720730645670898,0.3496719436902195,-0.23195069702822474,0.4768978679547389,0.40279608642861503,-0.29760247178933114,-0.12627272735515796,0.2504957972046869,0.1124747265186288,-0.2790219256019571,0.3164756253707293,0.3660875777888328,0.17025233320560365,0.34058550635515783,0.030263415592084567,0.34213779105043657,0.28178230164216006,0.18011208945596413,0.27533168706705186,0.5454380864236912,0.42161230397393784,0.37940946619234994,0.46098834459894433,0.2840520441864709,0.5705342903019723,0.19841384457537875,0.35768224124734194,-0.025537270327310863
Thal_VL_R,0.451502470817843,0.18991748779700643,-0.26866303606220954,-0.17361047319235598,-0.29845356596271677,0.39592968862088623,0.36884259776993583,0.36587718611185577,-0.08163181593125024,0.5943065744861288,0.2709860941201254,0.4511896361089445,0.3918079027297504,0.7163847942598298,1.0,-0.005367117006045964,0.5255534267686315,0.453770623302421,-0.3206927723686304,0.326528826414075,0.003997769149885554,0.59336659139944,0.5244572013978507,-0.18098561562228332,0.4201822713420865,0.3298948086407009,-0.0649094860612423,0.43171926623442197,0.015158395592399405,0.37288980173089353,0.6611222472247543,0.4736856618217919,0.4687953183820554,0.5694372504411387,-0.1748895650972407,0.48958235377301834,0.3428647494154093,-0.09327553228018089,0.036082960867446195,0.23919672002452122,0.35415349825733683,-0.4687119148014153,0.34510761746860624,0.32367843306396055,0.42871784734799956,0.4167321772686534,-0.08026766770291256,0.549492082381963,0.2633387389515499,0.30587902000482864,0.5736473129110219,0.5186405681503106,0.2404835708204907,0.457586798137791,0.33709900327233455,0.3502736687211663,0.36344879840341177,0.43607096535281725,0.4405863411449895,-0.1311557170474183
Calcarine_R,0.37930709680949615,-0.1178205926334144,-0.13399749258351495,0.06112172541908538,0.028233381395150834,0.48150546463300714,0.6277295184263771,0.3365679728348371,0.09590007805151256,0.24366053133333052,0.47092864725120265,0.2631261751467202,0.24279062078077862,0.32636662108887193,-0.005367117006045964,1.0,0.18177795987656606,0.4022111472928446,0.07989991326353577,0.39655174919114883,0.4271077199265827,0.1789219646263807,0.17870337209477843,0.2004265615676082,0.4055044860006228,0.6049930392180521,-0.195505634599508,0.2696214795326245,0.6748930368979241,0.05511640853546201,0.27620878853115405,0.10134697054709825,0.13397059750790324,0.34529179987764097,0.3652125294423908,0.3245382625171971,0.49575399191016883,0.26549824113084464,-0.02661455860272299,0.46172037770560065,0.04018012135403792,0.12464501943530758,0.520650104332025,0.6071578994536976,0.19084791833980982,0.44495268327882936,0.2737036550027464,0.13336492854366802,0.22071885772532443,0.16405247608071033,0.1930031172346191,0.38976028330733453,0.7538352108633717,0.5211478075845639,0.5449713800705089,0.5443910466049349,0.7596242750155486,0.10789255051997007,0.43814057530425515,-0.061585908513126356
Cerebellum_6_L,0.5948005195850693,0.4820084430006327,-0.3628948739793136,0.35150089616318936,-0.14647061373664702,0.4825695945247778,0.5955718457944892,0.5078123183819333,0.17185008950054823,0.4224761291866287,0.521475470986611,0.5998592706455016,0.4233457793965783,0.2661564767275976,0.5255534267686315,0.18177795987656606,1.0,0.6030827083254403,-0.3819261147253476,0.3306605609913965,0.12981429166426514,0.5288075810554197,0.7519549570562273,-0.3637148515056319,0.6063810341441395,0.49678732801538805,0.2140636345409132,0.4615626833542991,0.2084836194610018,0.625941829909396,0.442357098858192,0.8230879841163411,0.37413730432582365,0.6818917253652935,0.22636950640122644,0.22246165598745912,0.5927830473021347,0.28418489071421055,0.12244979022364987,0.6612338738928811,0.5918295771470894,-0.1846467136975286,0.44239312781334383,0.4409893886795721,0.7087589522969443,0.46273639568445457,-0.2106109648969225,0.887894408268359,0.7015874414636416,0.39174407985776183,0.7905029555869328,0.16263086688980924,0.4328208786029907,0.5944811991573606,0.48509186919622765,0.39776879117234304,0.32115438447050115,0.8154137327066132,0.4870376993111812,0.19656179754936878
Frontal_Sup_2_L,0.941999541131671,0.35654030278329996,-0.06489362833908174,0.037184898701442384,-0.14568100873466122,0.6675529389830215,0.4477858364878919,0.46264020032800834,0.0995755798142589,0.3896884407788942,0.5571968375039705,0.6827628819248939,0.5446189882591592,0.34620848583457053,0.453770623302421,0.4022111472928446,0.6030827083254403,1.0,-0.17315682248771472,0.34593220382780654,0.21274204096789565,0.5782333328585002,0.6455771525625128,-0.27167826727911726,0.8620771832327817,0.6324752700610453,0.024635557918890324,0.32312506905302213,0.3086414614611259,0.515257745199632,0.4739724385725286,0.5866119145346589,0.4321420549021108,0.739111908247815,0.3291445763193564,0.3597366601370699,0.4733253908091264,0.39394118720482624,0.1337045074223543,0.5002024391146245,0.634862461477825,0.02073191308167172,0.5205483445764687,0.6082059474475096,0.6120093029334988,0.655141602823831,-0.013124367376948375,0.5652233017655917,0.3643022958144371,0.36838327165516477,0.666914099960494,0.24913603792924272,0.5677887354029405,0.810262410094084,0.5972226063408346,0.39930215453219325,0.47664937759160314,0.4975992991256743,0.6388719585266914,0.1845180416647085
OFClat_R,-0.1887391667872672,-0.1648160413371489,0.40431470398099284,-0.043612191412956046,0.023422574658918224,-0.06640661526530528,-0.23738589180507452,-0.18149777950736762,-0.19178308208444309,-0.16483883091767085,-0.11565619781314036,-0.11678835575954137,0.10544839579607004,-0.19493739661298506,-0.3206927723686304,0.07989991326353577,-0.3819261147253476,-0.17315682248771472,1.0,0.1011728833397585,0.050956043689329295,-0.31708524693478485,-0.4041848012931479,0.15569089482317372,-0.22002702642871935,-0.05153221256219764,-0.14641644089895978,-0.10714717982557795,0.11121958160201537,-0.20619953239373656,-0.17248652881060766,-0.3284348823467631,-0.2259269182696472,-0.27896197334433487,0.036272587521370483,0.036780239763406136,-0.16420426016873135,0.03019726483672363,-0.1319255137439974,-0.18934275885507199,-0.15023734006465814,0.3681214121727563,-0.052309771103412214,-0.03951587877323168,-0.3294325436136174,-0.015154457621969255,0.26270881946162833,-0.28256672208657824,-0.36586201153871767,-0.058116375247881956,-0.2864404167863374,-0.06352373291849797,-0.0022039096238640186,-0.00848842366773079,-0.1276772020808422,0.06442961810727768,-0.036181128312061196,-0.30804374613221797,0.13212175714863578,-0.09535464948756922
Temporal_Mid_R,0.3043391386927271,0.053605547724427285,-0.33148330039573964,0.1816092976582805,-0.14051756350704045,0.6358253639275048,0.5344478255325915,0.5079544682350097,-0.19345906779623093,0.3999108653357824,0.5896290368463599,0.37447096980161404,0.47971159868333807,0.3355569475559162,0.326528826414075,0.39655174919114883,0.3306605609913965,0.34593220382780654,0.1011728833397585,1.0,0.2854456585029534,0.33060567806867375,0.228040688778282,0.19951743769002706,0.29263707937422734,0.6738307506314551,-0.13902513174884754,0.4204479879687963,0.5730990762884318,0.23743576942767547,0.27073968027022494,0.55456828864141,0.34703627795975217,0.48150323071464596,0.181349841417661,0.32213004968662406,0.63665157778119,0.24360443973262239,0.10157242001310544,0.3944725807796202,0.037744641163254086,0.03302942771985848,0.5287831760277916,0.580309286816299,0.3059199814143141,0.7706326902262739,0.171333384639516,0.5458961897577792,0.30641731532048805,0.1690812899013247,0.2794180090152061,0.3873275627424664,0.6562630407755321,0.5027952012145006,0.5705836317882081,0.5364927061374499,0.46634833331888237,0.4946236571151521,0.5610635077835858,-0.11870519858714887
OFCmed_L,0.16921250280117453,0.0679703648302355,-0.24630630776682025,0.037735736052505235,0.027282782091002215,0.29830669914479113,0.33421425089621426,0.16479845222868303,-0.12709426578562968,0.02632073337357571,0.2008508665641006,0.304142411279267,0.2892112451147691,-0.04810252263839167,0.003997769149885554,0.4271077199265827,0.12981429166426514,0.21274204096789565,0.050956043689329295,0.2854456585029534,1.0,0.11358799571880233,0.14401239673578276,0.17359748253317167,0.24340680230346565,0.352347915776911,-0.050261435036889617,0.2870998522344518,0.2672641725097865,0.0375248507038818,0.2237358125534919,0.14425043726494718,-0.10914501883907592,0.2261965705466448,0.0705993860933098,0.16048168273662608,0.2934090886837805,0.3000153446911145,0.04878096818366972,0.25861389792943373,0.04503666100084426,0.04900236307023401,0.29050504363534174,0.3527339523372452,0.07581795169623044,0.3547009767853813,0.2626333318688592,0.11557437132797072,0.08799440128102225,0.2934051176457768,0.1439725508551361,0.03414139467854488,0.3504763377066342,0.33214482051872657,0.23933766081813512,0.41250936618507783,0.27709205106948115,0.19172449116792423,0.3098826802412013,-0.10778819588851174
Thal_LGN_R,0.5513858488324107,0.17379490739563197,-0.21501312450886484,-0.06562323477790888,-0.057326567787295196,0.48281121769194946,0.4682561347985316,0.5212581277427005,0.006468168218957046,0.44851780314514145,0.5470844715705016,0.43753033486780407,0.27209966423962006,0.5302905729251753,0.59336659139944,0.1789219646263807,0.5288075810554197,0.5782333328585002,-0.31708524693478485,0.33060567806867375,0.11358799571880233,1.0,0.5233986642528929,-0.13583490281810298,0.47862812472977145,0.5070144582643337,0.270657189028485,0.31721020755369594,0.24559285900719316,0.4331255063268153,0.410200189007904,0.5843685689318997,0.6245526178211142,0.7103712986223449,-0.07291866288475182,0.09684165300000626,0.4758764795689591,0.021035400345563983,0.02342921578381921,0.45736889661031227,0.2367780926333938,-0.13558926801653573,0.48790295409369744,0.43810467546174353,0.49133308417308785,0.4782037322588945,-0.18138541384313692,0.6127174080350339,0.5026555294017674,0.09310459883114722,0.5029588224550435,0.4251406989659061,0.44620074254515374,0.4690428506436894,0.5250859891700432,0.25291457223536157,0.4088112490574767,0.4759020450496887,0.466677309300847,0.19311797254603708
Thal_AV_L,0.6372985018524847,0.6716443693888831,-0.43024724423898636,0.1107669099037229,-0.11497340891847023,0.5559401361702981,0.5921042789172634,0.3964419263053699,0.01786690183039227,0.3574416413385998,0.37241098871714245,0.6815601495417054,0.4874492304119395,0.2839501343297229,0.5244572013978507,0.17870337209477843,0.7519549570562273,0.6455771525625128,-0.4041848012931479,0.228040688778282,0.14401239673578276,0.5233986642528929,1.0,-0.4401879346958701,0.7220119881490726,0.455946317620983,0.1964522482815102,0.4927199832511916,-0.001028528356734709,0.8461737532958513,0.4467689166768645,0.7290549142540662,0.34864731564433543,0.7128774737457435,0.26660556715400346,0.3198947487194402,0.5104529852205087,0.37252427223265994,0.16437228396891537,0.3703278621224787,0.645434396430592,-0.2083917657156067,0.45468459102998016,0.47600725604826305,0.8274503140095286,0.5184127823509692,-0.11790108696904016,0.6657600249897795,0.4598804024394819,0.5475652071244276,0.8457342568948968,0.16303161963413426,0.35875153261583675,0.6425136803150652,0.4672457923745111,0.2877557495782557,0.3511375636493471,0.6804423829750063,0.6141823936698118,0.10747894666533916
