,Rolandic_Oper_L,Cerebellum_10_R,Thal_VA_R,ParaHippocampal_R,Cerebellum_Crus2_R,Cingulate_Post_L,Temporal_Pole_Sup_R,OFCmed_R,Insula_L,Raphe_M,Thal_IL_L,Pallidum_L,ParaHippocampal_L,Occipital_Inf_L,Cerebellum_6_L,Thal_MDl_L,VTA_L,Precentral_L,Thal_PuM_L,Supp_Motor_Area_R,Cingulate_Mid_L,Cerebellum_Crus1_R,Raphe_D,Supp_Motor_Area_L,Thal_LP_L,Cerebellum_7b_R,Thal_PuA_L,Vermis_3,Precuneus_L,OFCmed_L,Thal_MGN_L,ACC_sup_L,Thal_MDl_R,Cerebellum_7b_L,OFCant_R,Temporal_Inf_L,Olfactory_L,Vermis_6,Thal_VPL_R,Amygdala_R,Temporal_Mid_R,Vermis_9,Cerebellum_Crus1_L,Hippocampus_L,Frontal_Med_Orb_L,Thal_LP_R,Heschl_L,Vermis_7,Frontal_Sup_Medial_R,Rectus_L,Thal_LGN_L,Thal_PuI_R,Rectus_R,Cuneus_L,Postcentral_L,Frontal_Inf_Oper_L,Temporal_Sup_R,Red_N_L,Temporal_Pole_Mid_L,Thal_AV_R,Frontal_Inf_Orb_2_L,Parietal_Inf_L,LC_R,Putamen_R,Hippocampus_R,N_Acc_R,Frontal_Sup_Medial_L,Temporal_Sup_L,Thal_PuM_R,Frontal_Inf_Oper_R,Rolandic_Oper_R,Cingulate_Post_R,Caudate_L,Cerebellum_Crus2_L,LC_L,Amygdala_L,Occipital_Sup_R,Caudate_R,Angular_L,Temporal_Mid_L,Frontal_Sup_2_L,Vermis_1_2,Thal_MDm_L,Frontal_Inf_Orb_2_R,Cuneus_R,Cerebellum_10_L,SupraMarginal_R,Parietal_Sup_L,Red_N_R,Vermis_10,Thal_IL_R,Cerebellum_4_5_L,Olfactory_R,Cerebellum_9_L,OFClat_L,Thal_PuA_R,Precentral_R,OFCant_L,Calcarine_R,ACC_sup_R
Cerebellum_7b_R,-0.10954192118449899,-0.40854530402433786,-0.3014032381899578,-0.1279510140686647,0.17787597626427745,-0.3119048025246899,-0.08652475795831346,-0.1946996142245328,-0.17975155333280754,-0.27948195807109083,0.10270761469162187,-0.25698792658551944,-0.17737642755262883,-0.049738996297923575,-0.022323575908507705,-0.27888258654607045,-0.1876652072198322,-0.09908693184362669,-0.02225490436064985,-0.16993649311347053,-0.03395566991977173,-0.29589918853339364,0.008389091322664593,-0.19084913303376436,-0.2549462307796797,1.0,-0.07971475917227275,-0.2329341323524433,-0.10931906280777003,-0.16609786084242076,0.22877326888046778,-0.20241937177505884,-0.17782954187432365,-0.26227630515122363,-0.07373921170210862,0.030132274722990543,-0.3278666143710612,-0.1472800633022531,-0.10858503811745158,0.06214835308262968,-0.050960816803938894,0.28305617370974767,0.06147355037821979,-0.17858259243387334,0.10591325269841799,0.004201684856407994,-0.15985075067832352,-0.009558221010389101,-0.2503756480572455,0.11216031489279854,-0.11221958248748717,-0.03027519214791112,-0.18360555078103385,0.17274609396711355,-0.0105282232333058,-0.10724497901204764,-0.2399918173349662,-0.22735736853171964,-0.0007757150405068047,-0.1905509109234486,0.022376180181977085,0.008624797753004418,0.09955865003415944,-0.2168147194962542,-0.17412097350019676,-0.20413698359208932,-0.23598153717663498,-0.12023349432345025,0.02540120078268432,-0.19564583878551037,-0.18257283435187469,-0.19594638516471816,-0.21220589638634926,0.17061218694920102,-0.05313713776085537,0.21391517463172371,0.06317152939050201,-0.2551090715217953,0.17791470640487506,0.10110287608176172,-0.13805984851067032,-0.1114322362968768,-0.04191355039044757,-0.04335084300885666,0.00806154587398896,-0.44964507424182704,-0.11170240954009171,0.10799773312705642,-0.023652552784161115,0.23751735389065465,-0.40339206419581175,-0.09556875770007117,-0.1297288187023906,0.11827961838853346,0.2643394644523329,0.1279925617385407,-0.14122929818188315,-0.2381828483961975,-0.061202428177997856,-0.24541264667470375
Thal_PuA_L,0.43728812525182087,0.19667229837584901,0.17972894956971738,0.010804433634024859,-0.2336466611083044,0.4784937406188125,0.1754025860230227,0.02596098658595147,0.5024801626481449,0.3709198978568194,0.20444545004042303,0.28545254580093105,0.316290514745128,-0.0068814628763048235,0.16263086688980924,0.31226248931819095,0.110906358889714,0.46296924907951087,0.5979094697460723,0.45455747013379166,0.3235934634142727,0.07903511037737693,0.3190228734678349,0.44804998040083005,0.4924700433743173,-0.07971475917227275,1.0,0.4578466971388227,0.4538863795432849,0.03414139467854488,0.030720940773512367,0.417638972244372,0.3925591494258558,-0.0685973390876568,-0.05092240040737712,0.35002592283529116,-0.10356949757016949,0.39511808511291524,0.44848079728506385,-0.3881634228758867,0.3873275627424664,0.08329183037475371,-0.02096364107717027,0.07120623052779598,-0.05281817111147257,0.5427383509525183,0.23282552726684272,-0.06783914314155352,0.2580676199949186,-0.0813060391702352,0.17904486874023826,0.5814856184403733,-0.054969772909988224,0.26762376361455775,0.3572929168389371,0.4784939525573576,0.44957236280477514,0.11963801937936405,-0.17416620510824163,0.31893503298953985,0.18715298883376305,0.17097847207548042,-0.23188212483014914,0.32265908814554256,0.1762892083421186,0.1563619277978198,0.33816691483074723,0.455654614017264,0.6567863189034984,0.44999297169204144,0.46646083279128275,0.42658393842870945,0.47468438634887417,0.07310572912650133,0.24491216476719443,0.1199905304793115,0.2711377379535113,0.3751143521394811,0.17745585022998875,0.24145413823036363,0.24913603792924272,0.3191488823428876,0.46801978364067065,0.12081473161487533,0.28756829236933795,0.06785393103347685,0.3661309128022221,0.1732699493289341,0.439142139896509,0.20680089603413268,0.20545981375165168,0.3137940524375539,-0.15444589422994004,0.21685409641426823,-0.2224891991274117,0.5454380864236912,0.4809319920484021,0.2162093008958009,0.38976028330733453,0.4454013453024091
Vermis_3,0.5068051737094883,0.5397458843197688,0.6645978886050811,0.665857702098311,-0.11997884286505833,0.6676430524247369,-0.13014984545381109,0.20920052910623704,0.6179051596882917,0.6021960423686906,0.33239003195186867,0.5328557963447269,0.7108621213712781,-0.1524936336006048,0.6818917253652935,0.7426755184987168,0.6916125254026229,0.5407749414755105,0.5073829499449654,0.6105506500696718,0.5937161109703656,0.3744608526577577,0.307376958688214,0.6282869232642566,0.5464892906535892,-0.2329341323524433,0.4578466971388227,1.0,0.5904114789963083,0.2261965705466448,0.18429777517629026,0.6747113102011335,0.6675547401851196,0.25622037618261284,0.43974388080603743,0.03234293812316494,0.44801350907869103,0.5369918973237388,0.5918136176628546,0.04220485879384488,0.48150323071464596,0.46076856411628364,0.3139080672984351,0.758545078460526,-0.15946057384264514,0.42119795808439264,0.4422232066450768,-0.10614171440905619,0.6615950412722784,0.01690938448118507,0.44541821511660795,0.5118170048512152,0.34439869660224487,0.2051640627411811,0.5061673753308195,0.6186152840613984,0.7373883276413228,0.7007339894546611,0.2959860614758598,0.6656584972314512,0.517289571328797,0.6090785958576544,0.09456402663517396,0.7946380607178904,0.7285219397410388,0.5492653002248932,0.7205380320183513,0.6563520337885678,0.5769636662848834,0.6928489997142159,0.6077913480756958,0.6277153492893716,0.7033691106418449,0.003990240808179255,-0.11190087751548408,-0.2950470570713645,0.31203305037908685,0.7565809461916265,0.46838857064372286,0.4043743074143995,0.739111908247815,0.7484720688080432,0.6621222702333776,0.2183549551483073,0.33096208327681037,0.5172073184684047,0.7192080982714939,0.487522313457884,0.5423102642675933,0.5309920831891851,0.6329883258226378,0.8594189720876743,-0.1597352309836868,0.5749610712932319,-0.3061624564547769,0.3496719436902195,0.5978788324862384,-0.015205021271314359,0.34529179987764097,0.6378401203052827
Precuneus_L,0.6090167292968212,0.38584051736406916,0.26008247868140383,0.17168936471991253,0.04720701527777745,0.7187417379281948,0.13034746575197664,-0.03736356819287007,0.44395531284043166,0.41973707144305583,0.10996983462955622,0.16813912419437407,0.3120019758782852,0.05599887672951805,0.4328208786029907,0.43123245582097575,0.26891348522499603,0.8239609210867045,0.8022758953753368,0.8453452940698828,0.5928023989509049,0.2248026675606293,0.2403340861410644,0.7955260446952256,0.37467075163441066,-0.10931906280777003,0.4538863795432849,0.5904114789963083,1.0,0.3504763377066342,0.1586565661447191,0.4744663683120309,0.4060970924823196,0.14005065960732233,0.07395120829698591,0.15375451981248503,0.02126843361623627,0.6113232143728676,0.5412343697249486,-0.1746200071421069,0.6562630407755321,0.4210066816646305,0.1762065832405493,0.3351629376631872,-0.045476234625927175,0.3499193014452066,0.40372790914463436,-0.03847390231785555,0.536533026201452,0.1477729748397253,0.2838746104791016,0.4001652457255796,0.30055593966781136,0.7222359221229632,0.8085348309588759,0.6757235618815592,0.6373865820155957,0.29748519537722834,-0.054189024957875476,0.31184661352068516,0.308430147562594,0.6001525518213823,-0.03335446154326071,0.40941292920940026,0.4171984123961352,0.19769704926769302,0.5475479371310515,0.6166169142883334,0.5680622191385407,0.7004703267710107,0.6678431555880182,0.7624568130804951,0.2627003681170661,0.08318312658977292,0.10004314988947019,0.07201192305017182,0.8127677315325779,0.41051589532595717,0.39896518108681867,0.3763862337351627,0.5677887354029405,0.42864008907469975,0.3270793430494845,0.22605428544255127,0.6224196534969126,0.18120588493870193,0.6832775210246386,0.6540980626956079,0.1487158152562231,0.5795489875157334,0.1469534306796715,0.5637945303130814,-0.0029320265734618235,0.4767048826396424,-0.3066192800920254,0.42161230397393784,0.8214006113321468,0.14401301917422676,0.7538352108633717,0.5459362180287329
OFCmed_L,0.41250936618507783,0.2892112451147691,0.0375248507038818,0.034360561369638366,0.04900236307023401,0.3258418245027472,0.16214465235045414,-0.013378382044040713,0.32793852735041357,0.2870998522344518,-0.3572527203676464,0.20166059312756038,-0.05405218256795633,-0.06168448693791146,0.12981429166426514,0.07581795169623044,0.07628810829535014,0.2904131320104918,0.27709205106948115,0.35856354771586774,0.062272242252207254,0.18494825864512707,0.02108499152547282,0.3527339523372452,0.2237358125534919,-0.16609786084242076,0.03414139467854488,0.2261965705466448,0.3504763377066342,1.0,0.020981203382627652,0.23450807048191585,0.13359526273748282,-0.006736013369979906,0.04503666100084426,-0.0309838572003033,0.0679703648302355,0.32702106052606195,0.08373721648075608,-0.050261435036889617,0.2854456585029534,0.08799440128102225,0.21661325977996196,0.17501029671647486,0.03742620054843846,0.02632073337357571,0.44139026299075423,0.027282782091002215,0.24340680230346565,0.16935080546248205,0.14443559539964246,-0.10914501883907592,0.3000153446911145,0.18514740054113776,0.14714118821733657,0.29050504363534174,0.3547009767853813,0.19776186095411696,-0.11928401199185164,0.046100437757950474,0.22360768455202515,0.05974148376882552,-0.10778819588851174,0.2380672669429116,0.17323781020257523,0.07215872199680742,0.2380870863013506,0.24635398851574597,0.07710379451772557,0.29830669914479113,0.3545586406154872,0.33421425089621426,0.10452631193440162,-0.12709426578562968,0.17359748253317167,0.03453491608985932,0.2672641725097865,0.18381228416294762,-0.1627013885536327,0.17092999471127693,0.21274204096789565,0.08446932789374409,0.03785401487422993,0.19667698222963478,0.24802743823068651,0.23892760407275238,0.2542004632003529,0.018330653000403586,-0.1988059170376538,0.25861389792943373,0.16380437067444342,0.14670360679392466,0.00513317480977629,0.20036750839900697,-0.24630630776682025,-0.04810252263839167,0.37018369008049345,0.2626333318688592,0.4271077199265827,0.28351498824617477
Thal_MGN_L,0.0300611754085628,0.14021229297398127,0.09946303369645926,0.23134085816872374,0.13042864074460886,0.04155928699531583,-0.014800874732979717,-0.13517714464551808,0.046539049047347895,-0.03490167042994457,0.13786392773582312,-0.23542306147969402,0.00844889303746821,-0.07253066540335651,0.1574740347110922,-0.0614305935118928,0.14020002066276188,0.2388261346406049,0.16117155701897168,0.2520414112036159,0.2589130268303134,0.15315107444848663,-0.25260979293133,0.27924748021351503,-0.15058591530649065,0.22877326888046778,0.030720940773512367,0.18429777517629026,0.1586565661447191,0.020981203382627652,1.0,0.1271905589217682,0.08632043603421338,-0.2653274841561325,0.019307107251036067,-0.08168645357575845,-0.046127163022268776,0.05214897052568465,-0.027838768803939165,0.4854708555747614,0.11183481667757453,0.34855689631305065,0.08966458933909223,0.2354406955000925,-0.0038742110179494312,0.015049340046467852,0.017722685789888518,0.010123516555913235,0.19031667505214736,-0.1263576901436952,-0.2584699321816645,0.22408569783750096,-0.1389753791281057,-0.03887104774199791,0.26681164254674716,0.18432874336841218,0.16315681073432634,0.17894614487911747,0.0072445819813977625,0.009515218802623378,0.0700966884429351,0.20416548379462762,0.38376499551726695,0.1036075274660471,0.1038780265475999,-0.04275066269435125,0.21448253770387996,0.18861886076446913,-0.05050803391730508,0.13978527410667416,0.09972325588315101,0.19890646032443182,-0.029589183915421428,-0.08907737429484251,-0.020343716097369218,0.23432736308497973,-0.012804630783695661,0.08234932307352756,0.17538679385287814,0.12734281744077053,0.18504351374156852,0.25854832139320644,0.2621271142673709,-0.09092859347621006,0.21186160239648605,0.10116836167602002,0.1479484043690603,0.20480063693495107,-0.0029166956384099048,0.27556369579690015,-0.17723380758426682,0.22011719552585468,-0.09509288786108248,0.27298386117883394,-0.07374549303164829,0.30639280950034253,0.24321699804528377,0.09484394171022004,0.10542345365773903,0.1362663694577676
ACC_sup_L,0.5459232420942581,0.5874678656109229,0.5194135780504271,0.5328968010063604,-0.09897260365974514,0.5587183240156571,0.12736719766121588,0.24695633804389874,0.6588333994382276,0.495281475646194,0.1961692723352736,0.46177663162318633,0.5094378141172511,-0.12830873945364116,0.48443218650855197,0.5864002811970345,0.5286504741002912,0.559924432622543,0.5125863797127806,0.5792348427386567,0.5089204343650221,0.3233249747670823,0.2537501962922824,0.6319992607156094,0.5360439205205585,-0.20241937177505884,0.417638972244372,0.6747113102011335,0.4744663683120309,0.23450807048191585,0.1271905589217682,1.0,0.7447307857437938,0.20387540160331055,0.507487281282258,0.12206081384356679,0.28734657240756956,0.4622573418522482,0.4794544726847304,-0.009509677325057284,0.3829835311744843,0.23029585170306122,0.3737070719039511,0.5767487406814289,-0.18385374079717626,0.5136464860017967,0.5331452795563232,-0.161413475705935,0.7947010777060276,0.0074874016787604,0.20654395913121404,0.34803061188953144,0.2940902742004061,0.16172228073140696,0.35152351793786857,0.5620047446684018,0.6631506209025975,0.5963411343358386,0.15940643427808757,0.6166254317978231,0.640430216904282,0.3731257457805442,0.0376895895724384,0.705353296100535,0.5796407591131311,0.4593174854253066,0.8069901540242692,0.4467175553197227,0.4627839962377417,0.6879427208100154,0.6294116407867335,0.52991156577215,0.5563943756652984,0.024518787892060093,-0.061781318869823604,-0.04214807795860653,0.15629627746343264,0.7423448972357388,0.19724381638194294,0.2613311429823725,0.7897799194735811,0.5044608956495373,0.6345560501768133,0.3838417181481974,0.28068871344687624,0.4775718674022541,0.5619388289024432,0.18222667601903147,0.45189902008075683,0.44772653348823055,0.5896064245970418,0.5327024022872154,0.024723880484018693,0.44220628183534305,-0.16128360950347706,0.378122945493338,0.6159235849182617,0.2152203876153598,0.45296081452836573,0.9463953206473188
Thal_MDl_R,0.5395658868814497,0.5357430248825844,0.6100223423271574,0.5209249588274099,-0.0295061515306793,0.5771081474344822,-0.030629174779603842,0.13009215290536913,0.6296327708663316,0.4171511405549059,0.20761112366007017,0.4359554331941163,0.5211015216526741,-0.0715632500481259,0.46743903370139456,0.6542196696735004,0.6176054480615021,0.5224321056130595,0.4702115880919591,0.5149989384628272,0.4534315953454661,0.24292816680120158,0.293255226593103,0.5501199785791049,0.5958515403501548,-0.17782954187432365,0.3925591494258558,0.6675547401851196,0.4060970924823196,0.13359526273748282,0.08632043603421338,0.7447307857437938,1.0,0.26057455251759465,0.4322864946450911,0.06181180358949513,0.2875706740262347,0.46852168718620957,0.5492607161642485,-0.010462167023947302,0.2882658573029551,0.1951261519039916,0.32555769572871995,0.5780187406780801,-0.19592009628727552,0.5094564840224373,0.5282207734153962,-0.16157478584617507,0.6462407032204373,0.1711064184944611,0.21384651014344352,0.40719492080264974,0.25311946909815064,0.08974099192233091,0.313446661879581,0.6001740908011424,0.5965579388523432,0.6604340696541299,0.17976680372690682,0.6951215913110382,0.5498596302951673,0.33153516397530813,0.17005734940264364,0.6496235637559129,0.5922443651647061,0.4322259998612193,0.6754036165715168,0.43419876176785654,0.4332070416719196,0.62444149156027,0.5278865766069919,0.498025722704051,0.5667567065832719,-0.08051029038450327,-0.0663722462510514,-0.1100898751806009,0.08842704076497551,0.7214028316438696,0.17034931851585716,0.2513485288970021,0.6266369659795394,0.5148636409616952,0.6296272806241634,0.3737103746549536,0.20125652235692254,0.45776705838118364,0.49002587658350377,0.15362709248709197,0.4276408797780997,0.3876034815886517,0.6087415259939508,0.4883340265574955,-0.0904294361709365,0.4696711903208296,-0.21715201154839017,0.36357260543894465,0.5591130846996838,0.020892669983352027,0.3830351466798738,0.6904128518108822
Cerebellum_7b_L,0.2043122998332694,0.1439729867572916,0.16177823231977098,0.17016716778784283,0.09729116914239279,0.2797922306638115,-0.07490507663333996,0.2474553966112523,0.1842741790031325,0.02728024033095851,-0.02487145819082602,0.4440967022559007,0.2281241259743342,-0.14646276484682558,0.26754052940704726,0.3600918125764354,0.2680539543467908,0.02211806743103252,-0.03912799621037936,0.06252660327522916,0.29007044446141683,0.1314205179775332,0.439163171204165,0.0681784772278061,0.1748360478872445,-0.26227630515122363,-0.0685973390876568,0.25622037618261284,0.14005065960732233,-0.006736013369979906,-0.2653274841561325,0.20387540160331055,0.26057455251759465,1.0,0.2510903490850125,0.09382822900997592,0.2843043981394583,0.11612255682459886,0.38287127908416924,-0.00934949293184569,-0.03804291900910783,-0.05908940321659123,0.3689152755084951,0.3619645142421538,-0.15180444186737574,0.05828398340616908,0.31274375407118493,-0.01881214037462187,0.2167320831973788,0.15298865167969675,0.36784643992592597,0.16044895522269498,0.39588134651660783,0.22285037315840237,0.02032566831960638,0.15417190724937005,0.08687473437174614,0.29912515983881616,0.28259930568421454,0.13032679545843787,0.3777033508631178,0.17952410587751222,0.17924738343743205,0.21102846946035667,0.1401817261158193,0.17390735843177907,0.1678979088922488,0.07676584090953344,0.05405470072584097,0.19220967927454854,0.17639432753307727,0.018646203038183862,0.2539732068671412,0.24244219138214482,0.08958039924928644,-0.13091914615617173,0.15732620757811916,0.23695016567233051,0.17802151301527475,0.3109412296556397,0.29748020714699724,0.08938898905127615,-0.013239980148686286,0.15000263188559063,-0.12411872055367594,0.21693343376848692,0.21259231548743737,0.036578998024429266,0.017140998749696715,0.23783723267389348,0.44535825435413695,0.284788879275863,0.16092494529919302,-0.011329550726923827,0.09086569378651956,-0.28846455797792847,0.08691958275583973,-0.08414873668385589,0.07363249322600658,0.14346693504740723
OFCant_R,0.04905853631965535,0.5080700975265889,0.5516497055985444,0.7295441746234794,-0.03216694950977652,0.10020946309441778,-0.1940889866574456,0.34634025320349004,0.34650087744641683,0.17020168130108923,0.17327763626050252,0.514874358104869,0.6615135930616971,-0.2137885068919236,0.5918295771470894,0.4661142285016595,0.5594348273545959,0.05576832162979598,0.08338567475840859,0.09772931097626589,0.10261119628332312,0.15633738400496877,-0.05325394139488263,0.10201489636439531,0.29036143874894443,-0.07373921170210862,-0.05092240040737712,0.43974388080603743,0.07395120829698591,0.04503666100084426,0.019307107251036067,0.507487281282258,0.4322864946450911,0.2510903490850125,1.0,-0.1221756569247537,0.5632147329667464,0.16201134822897154,0.12670696990923222,0.11683149144771347,0.037744641163254086,0.22142294790742073,0.2989557114878091,0.6961088945476652,-0.32985022225775906,0.21725736594773332,0.19377278136921752,-0.24135821399387483,0.5761142192773118,-0.03071639881747428,0.23348001082407868,0.1856359783016924,0.321421474591642,-0.08665391496108453,-0.01559864675413846,0.09672499977612606,0.256407382085488,0.6138135348899647,0.5999135021841555,0.5967583198356575,0.60772506289564,0.1109206127821272,0.12779197795657807,0.6868057669071542,0.7027124519591926,0.6997671367479052,0.5231361783282792,0.026558546692800267,0.10086492514694542,0.20324028734038138,0.14819555435582563,0.1092644526851814,0.47746954747438325,0.05842158001560195,-0.512793944180732,-0.502872116465681,-0.09071963777928983,0.574109450459921,-0.03073588403222732,0.011000833221919816,0.634862461477825,0.4123156510737095,0.38009602829031464,0.3739980553778967,0.08611951368458208,0.4366089152462919,0.07769415685381935,0.05975859687802641,0.5267980057292573,0.23205969389447811,0.5192017233476726,0.4697317241282429,-0.07696688692838198,0.2945052278706472,0.06446561156699207,0.1124747265186288,0.09763129241811282,-0.11594883751353594,0.04018012135403792,0.4501885663386368
Temporal_Inf_L,0.3097479782661893,0.204312461139747,-0.08290118292979815,-0.2056281116492122,0.013072934741961806,0.07823948712218248,0.4161892303644071,-0.009557553383173779,0.25784145135451886,0.20618105331984019,-0.14783088519361665,0.20813764014648894,0.005152036865487502,0.26350968078800746,-0.04427310598423877,-0.083358599566614,-0.0905826686672505,0.22102154671679536,0.11090055121118132,0.17054985320113591,0.013444835188857144,0.2624503046852189,0.11826701204126311,0.2412261270208732,0.1764281969983562,0.030132274722990543,0.35002592283529116,0.03234293812316494,0.15375451981248503,-0.0309838572003033,-0.08168645357575845,0.12206081384356679,0.06181180358949513,0.09382822900997592,-0.1221756569247537,1.0,-0.0848314239182851,0.19654852789189553,0.19988546381283726,-0.27848779092987724,0.06004671801833293,-0.25955513386192536,0.07957096850713882,-0.06797696928046514,-0.12494295719373691,0.1251161935231224,0.28490231089981655,-0.03988548178622595,0.06630338702169172,0.04076544497458717,0.0584299111069907,0.13592188131590915,-0.08561932394723347,0.10377857767769386,0.08265720282225192,0.1764628846347074,0.08757753409865474,-0.14066936236475744,-0.019841707288587546,-0.14989538621879495,0.2792140584522578,-0.08813864186117754,-0.17054637315816804,0.026005575756827073,-0.17385137376891766,0.025395453958098186,0.07369743493216323,0.2213085534570044,0.07573458525096273,0.12809043883008697,0.18543972437036052,0.06405766560396045,0.16988321437484377,-0.006305234699689933,0.22111835973499097,0.24317086390986528,0.07493702246283548,0.11288926120709349,-0.0627110246659328,0.22389144465994795,0.01097990132042676,-0.07242032932590106,-0.014461093341638505,0.4158754902854578,0.05015944654980198,0.133807260796805,0.003680871198885135,-0.09164803679701865,0.0337257812060706,0.046723671080480846,0.06082105733902854,-0.038979152016870425,0.18239099225152894,-0.10931276498130549,0.17126542956875898,0.04627777725157949,0.21406894062094917,0.37240476389025473,0.16384242228681895,0.17137468459671917
Olfactory_L,-0.0087715987310487,0.40811355843677555,0.7536215325290887,0.6447110006197443,-0.0175948808616338,0.1634577844441266,-0.18582919255195401,0.34114177716571675,0.2956463910542739,0.32381068288873555,0.04047211228873012,0.41303493375402284,0.5135408344475104,0.031971843900929484,0.4820084430006327,0.5732998327372619,0.49745133639174555,0.008583250991390377,-0.0414134192768183,0.15915045096571284,0.10380053978728078,0.4189376198364461,-0.0643947082832386,0.15599115608190636,0.04513161564415823,-0.3278666143710612,-0.10356949757016949,0.44801350907869103,0.02126843361623627,0.0679703648302355,-0.046127163022268776,0.28734657240756956,0.2875706740262347,0.2843043981394583,0.5632147329667464,-0.0848314239182851,1.0,0.20474994741669447,0.053905562312627435,0.2420899937389182,0.053605547724427285,0.13602265926125168,0.15431716477402085,0.6921678465574042,-0.29239001880145726,0.03984883776027307,0.06771161688605797,0.0652848009016659,0.4345442122052097,-0.06387296985095564,0.34225977575744587,0.07557944033297925,0.382931417111729,-0.304299064006493,-0.06826357183299303,0.08410660023808667,0.31066999280482727,0.5966297987470233,0.502560799398647,0.5288477478298129,0.251911987274908,0.05354906346662458,0.10256996524210588,0.5644615651987255,0.5672149326966387,0.6329081078433786,0.43300078022747074,0.15100694601587691,-0.11599783562911589,0.23704845480783296,0.12556817771971002,0.17903722739386785,0.4230618263787666,0.031671260641392196,-0.4236647725582797,-0.5527722199494611,-0.23672633146897007,0.5070774350570804,-0.003800112324546257,-0.04832103487576847,0.35654030278329996,0.34585955838060023,0.242450429290906,0.25677747211494745,-0.018308615027610727,0.47517958422608736,0.17172523811769638,0.006126320346181525,0.32577710407220134,0.04179090330687749,0.6091564602960473,0.4101768091593916,0.08986688568168955,0.16495803685147287,-0.2501646506959802,-0.11191286261061387,0.0984538585401519,0.08180750095182329,-0.1178205926334144,0.2757637306054206
Vermis_6,0.7345617594541382,0.5313817781811084,0.42021129390344775,0.25257607171759733,-0.11069529916421932,0.575625992732838,0.16971773815719482,0.05939880138730899,0.65928289869751,0.6334977695687268,0.032984408514654395,0.4112454959070278,0.3916982888844808,-0.003470788938815889,0.6795526921936589,0.5086063691337558,0.3507034372848082,0.6251419187259406,0.49531219095384105,0.704601155751611,0.2740600354293732,0.4096279911747118,0.1934910920625713,0.6877736910321933,0.4580116834231513,-0.1472800633022531,0.39511808511291524,0.5369918973237388,0.6113232143728676,0.32702106052606195,0.05214897052568465,0.4622573418522482,0.46852168718620957,0.11612255682459886,0.16201134822897154,0.19654852789189553,0.20474994741669447,1.0,0.5062603717908509,-0.12289813104805251,0.6534969263806147,0.4504337263248458,0.34803662275695557,0.41606516498904716,-0.13265100667362684,0.42074245387227904,0.6434609869492528,-0.14689307972252202,0.4652359986020319,0.3807712070689769,0.24343022370596737,0.31742549713864954,0.3224184781418362,0.1966908286496621,0.4132360068755063,0.6706335602452816,0.6508060331353688,0.4335506464263941,0.07374714761840102,0.44043858307156936,0.31382661651729826,0.3239960353197299,-0.00840436063601964,0.604229614436636,0.3522325579934722,0.4859779196465163,0.5372822680814366,0.7311403345926684,0.40780712196248303,0.6644737548332463,0.6059663130405758,0.7454037040683434,0.47149338196565327,-0.09110570994766184,0.09085775522596237,0.020430197753863847,0.36612349732518107,0.6007277866533254,0.2369561825875026,0.4499159096584089,0.377645374073512,0.3906930886467816,0.2684339085334289,0.22667593849627662,0.2604668036778021,0.3251373808635415,0.5348085672313614,0.2290282679277468,0.12792564868995027,0.5891654365356062,0.40798510715836844,0.5745264806679565,-0.1102552569192017,0.6582741380165273,-0.5381406850532534,0.26542828083877906,0.6467226753015568,0.1787858750976302,0.45616811458727885,0.5708732889254182
Thal_VPL_R,0.4791386852331454,0.22517115969328663,0.29512223414841515,0.2252850831507263,0.005597116718083187,0.6234061583390957,0.056352122005658846,0.10781769033644122,0.5347094333806789,0.34171930022120944,0.22439615629057505,0.5245529082938951,0.45719111450516975,-0.04484754352697194,0.4199512359966238,0.5933114730432716,0.42678211126747295,0.507708508512349,0.47828200784385605,0.5038976050543063,0.6004632101328341,0.21144943311757475,0.545380132400737,0.4976516177205944,0.48109839132980037,-0.10858503811745158,0.44848079728506385,0.5918136176628546,0.5412343697249486,0.08373721648075608,-0.027838768803939165,0.4794544726847304,0.5492607161642485,0.38287127908416924,0.12670696990923222,0.19988546381283726,0.053905562312627435,0.5062603717908509,1.0,-0.19283691201000583,0.43406784710244456,0.27319200094481005,0.17286924719430227,0.3747392100936543,-0.07408741909970327,0.4411389034900487,0.41907893615892894,-0.07997602325143949,0.4340151147278346,0.22718837710830886,0.41843068546337286,0.608383582528596,0.28399572663021183,0.4158146387560983,0.4671417037998835,0.6177238507377218,0.5357216608546002,0.3760994496023595,0.04704103244366413,0.33514007238499843,0.3772242153292718,0.5095408069406863,0.16965984819310395,0.49684425475621685,0.35840989302282955,0.2598281759085472,0.4562532581459757,0.4541756935167034,0.6057956103572992,0.6041160696994065,0.5782194702585307,0.49177577799860056,0.5341211607842512,0.1333758353282009,0.08615844026325134,-0.02490497307817856,0.4487854588011626,0.5535680126998047,0.4100532509218008,0.3193180553527029,0.5069659871576765,0.46213087578822276,0.3389991465262548,0.18168158387709404,0.27948364556748073,0.1159839522676085,0.5923370918337122,0.38063452542701615,0.2573411294832585,0.5034742498298727,0.42628463171808517,0.546802921889839,0.00752001689169171,0.37526479387063505,-0.17445720583357097,0.21061154485831102,0.554090877777093,-0.09200855688302588,0.3805343946329036,0.4942930983910642
