,Parietal_Inf_L,OFCant_L,Thal_MDl_R,Cerebellum_6_R,Frontal_Inf_Oper_L,Frontal_Sup_Medial_R,SN_pc_L,Temporal_Pole_Sup_L,Angular_L,Temporal_Inf_R,Thal_PuM_L,Cingulate_Post_R,Supp_Motor_Area_R,ParaHippocampal_R,Red_N_R,Thal_MDm_L,Occipital_Inf_R,Precentral_L,Thal_VA_R,OFCmed_R,SN_pc_R,Thal_IL_L,Thal_PuI_R,Thal_MDl_L,ACC_sup_L,Frontal_Mid_2_L,Putamen_L,Raphe_D,OFCant_R,Cerebellum_Crus2_R,Thal_AV_R,Frontal_Inf_Tri_R,Cuneus_L,Thal_LP_L,Cerebellum_4_5_L,Thal_PuM_R,OFCpost_R,Lingual_R,Cerebellum_Crus1_L,Thal_VL_R,Occipital_Mid_L,Thal_VPL_R,ACC_pre_L,Caudate_R,Thal_MDm_R,Thal_LGN_L,Vermis_3,Paracentral_Lobule_L,Rectus_L,Cerebellum_10_L
Thal_PuM_L,0.34914977562875904,0.19662038784435557,0.4702115880919591,0.3698749032303559,0.6095381221458003,0.4825992084047283,0.33573397129520155,0.3240128159835228,0.22723808874844945,0.26514851291409347,1.0,0.7040930890532374,0.6923744990216273,0.16057001263705498,0.2599316460798525,0.49859881333721645,0.07354961403181984,0.6944815945385218,0.26009057344473185,-0.0791660625465213,0.41229094887186174,0.30760908911534723,0.33109124649535104,0.4067579134025326,0.5125863797127806,0.5357277248566426,0.39084382846342874,0.17898737770841985,0.08338567475840859,-0.04765229902609007,0.34663192464723896,0.5644184212336321,0.6097724978893102,0.3625128009336992,0.3950414884325328,0.629895118938011,0.20902227027247006,0.6588778910118247,0.15213141378703132,0.36344879840341177,0.3414741508035809,0.47828200784385605,0.38745268819366563,0.39049181387539755,0.2712961351605647,0.15313459804991186,0.5073829499449654,0.6747525295137823,0.1354428572602857,0.11476352458935263
Cingulate_Post_R,0.5099625904630618,0.15527061206816317,0.498025722704051,0.6099582569569547,0.6991184279171395,0.6068672065405318,0.4085389423473596,0.39698916690734437,0.40517524142220224,0.5718899393729051,0.7040930890532374,1.0,0.83653849445053,0.29535444166993924,0.1777599960137242,0.4248280266616963,0.23206611439268662,0.7285771885679164,0.46406622775326867,-0.018366904220225154,0.5242157885980223,0.1357494343418096,0.2917881927752681,0.6018228614584489,0.52991156577215,0.6293049945957475,0.5563577409871013,0.22235472540059179,0.1092644526851814,-0.17265121131080272,0.4943167727889293,0.6620030443682379,0.3226750619743903,0.4661318030625192,0.6126498203161311,0.540304023818713,0.3265129649499941,0.8405593828114531,0.21896540371174586,0.36884259776993583,0.47275104663991324,0.49177577799860056,0.3819513933460004,0.6133673924354517,0.370328365626821,0.18727236370400938,0.6277153492893716,0.7569832722016725,0.2646767891984856,0.18695785934983525
Supp_Motor_Area_R,0.5480505741746078,0.3026819675362432,0.5149989384628272,0.5402545588119784,0.7909068168351696,0.6990558604265622,0.3725806854449895,0.49756413671461847,0.3210012299119732,0.49377827076494624,0.6923744990216273,0.83653849445053,1.0,0.22060881060312093,0.18939140097755283,0.40497101090481186,0.18308238269213722,0.9213716624958359,0.4245840199056411,0.017309724048046815,0.4530513366249473,0.0636112018725678,0.35257850091536386,0.548591036420683,0.5792348427386567,0.7078257531901255,0.5070715036308003,0.21205106158108059,0.09772931097626589,-0.05768409054674533,0.42875021976679717,0.793004696786578,0.3714111458301188,0.429547271735772,0.5305652383337105,0.4687714661591424,0.44798320339887665,0.7654214686149012,0.2116424794221016,0.3414399230056017,0.42328967641108883,0.5038976050543063,0.45499599043843547,0.6155051676143252,0.35439931970108446,0.23828490228676616,0.6105506500696718,0.9207422012647327,0.20247131796315604,0.2584146882223969
ParaHippocampal_R,0.3771576567953977,-0.2868768629027049,0.5209249588274099,0.6874703382042706,0.23445697657976677,0.5962546335776764,0.74991104962247,0.07745056904228147,0.2643015116555402,0.5860465414901895,0.16057001263705498,0.29535444166993924,0.22060881060312093,1.0,0.5499979751845421,0.5854182718565124,0.14738390586730388,0.14957428345021712,0.7273235723252726,0.19126203044159493,0.7908956954221928,0.28282903297271517,0.2781695677917991,0.6531635289889273,0.5328968010063604,0.6543097736088352,0.7801847578181028,-0.036593347186332434,0.7295441746234794,-0.008317474698632067,0.733063359798348,0.43211208470939677,-0.16811351095762794,0.30615797641242265,0.7190658215337995,0.2667907331517841,0.40243766339579445,0.39004356553925507,0.2510925916434619,0.48750693138952333,0.16725870624182698,0.2252850831507263,0.14702164896699843,0.6765744426114819,0.5620046533591987,0.13302106022529236,0.665857702098311,0.22636803394401994,-0.020690171255047116,0.5404993912953892
Red_N_R,0.2731716841369269,-0.2152906921043376,0.4276408797780997,0.4484765114833365,0.21320034211832858,0.4843392730387582,0.5517230018503838,0.02650899709797871,0.2315258970379667,0.3334416683601061,0.2599316460798525,0.1777599960137242,0.18939140097755283,0.5499979751845421,1.0,0.6716933271716066,0.08465028438040856,0.18553808539653685,0.4892579276519374,0.21628230433609383,0.43639088089444644,0.43955591805941835,0.5398794713948125,0.5056741463855482,0.45189902008075683,0.4816734319601544,0.5557625595628507,0.2553497957325696,0.5267980057292573,-0.34116063814427794,0.693488668822695,0.35601301592616724,-0.030898593301898866,0.48825232911555805,0.46002511350214054,0.5547037872928187,0.31458288142397367,0.22032031353096926,0.10784019931869016,0.7294267302943462,0.19207708053083256,0.2573411294832585,0.3028102164764285,0.5695276732516876,0.47919435706393215,0.29345115283613993,0.5423102642675933,0.2614800784566987,-0.14620869125608799,0.2761370164527973
Thal_MDm_L,0.38679583153017716,-0.022418043128487428,0.6296272806241634,0.5116720091763352,0.4100497640191017,0.5551238773394499,0.5669950772278189,0.21138943753580772,0.3097919331270837,0.3527452052487008,0.49859881333721645,0.4248280266616963,0.40497101090481186,0.5854182718565124,0.6716933271716066,1.0,0.17465655624260576,0.3912974955462951,0.4703757989699437,0.0928791006874349,0.5604093355079746,0.4446132207987221,0.41111058735944406,0.49999551572139295,0.6345560501768133,0.6223898997118843,0.6189553042429599,0.17116965317801627,0.38009602829031464,-0.2994177222518962,0.6235326623198324,0.5080889598763729,0.06748956651244069,0.5252264472438718,0.53276931269426,0.6400745588574482,0.3297854571214623,0.35544276410175546,0.2563588730678552,0.7840704484324571,0.23766012145362359,0.3389991465262548,0.38965895467657635,0.6502454572298867,0.49935620430577066,0.07644690457675245,0.6621222702333776,0.41186255643692327,-0.14929208893906745,0.3152608804141295
Occipital_Inf_R,0.2674461107230754,-0.10081823224056032,0.20086930972993203,0.2791086387680921,0.30084348881044376,0.18297274383949705,0.20428358138001507,0.02233809330216219,0.19824331801194184,0.3949028367486134,0.07354961403181984,0.23206611439268662,0.18308238269213722,0.14738390586730388,0.08465028438040856,0.17465655624260576,1.0,0.1934453931063536,0.10901377032410876,0.08585625350814834,0.16109457773482216,0.04771902552574035,0.12695325294582666,0.25737558170733416,0.1950110970308215,0.19165617168794055,0.21376544708046463,0.22600381092262223,0.16773603380991825,-0.08918126132720837,0.1244706560482756,0.226852112339748,0.06377098272315111,0.21774518267826365,0.2494069104711431,0.20214616137226887,0.0910807741529821,0.26888048784156826,0.053517837986149626,0.1808941196351268,0.14687125642329904,0.2929731607128507,0.0544480492612187,0.31497797920795123,0.2645176965952258,0.1725332994535865,0.21845494602623075,0.2042241148788706,0.24111471667847068,0.08492926222655119
Precentral_L,0.6020436139263692,0.26270752840697636,0.5224321056130595,0.43921175749744223,0.8353310902342543,0.6264332031636111,0.31608755974417757,0.4307290948077508,0.34313004972747485,0.39851208978022323,0.6944815945385218,0.7285771885679164,0.9213716624958359,0.14957428345021712,0.18553808539653685,0.3912974955462951,0.1934453931063536,1.0,0.3293160303398316,0.019173368481492828,0.3875251375321686,0.07808290784697539,0.37864689452781725,0.4683090251637783,0.559924432622543,0.6540874067245562,0.4044036690047382,0.2197002094553233,0.05576832162979598,0.001988598729237406,0.34608883390292605,0.754859431083383,0.446600596292776,0.44131702980918996,0.4228855054810263,0.4656413496299164,0.3637278390403844,0.6889272040321698,0.12516748362205068,0.28846501807422364,0.46533892560618323,0.507708508512349,0.40405709075242263,0.5350742251944531,0.3452135351972023,0.2346581694473726,0.5407749414755105,0.8947583644468958,0.2057869781494844,0.21853070495963253
Thal_VA_R,0.2993779011321367,-0.017175873225791012,0.6100223423271574,0.625697808314112,0.42234504084377206,0.6115310751952662,0.6365445894662752,0.20533806935383894,0.23266016526977426,0.5616725068842965,0.26009057344473185,0.46406622775326867,0.4245840199056411,0.7273235723252726,0.4892579276519374,0.4703757989699437,0.10901377032410876,0.3293160303398316,1.0,0.32144497849790765,0.7620319941395268,0.26162299805367617,0.2909205096381518,0.8203863255808422,0.5194135780504271,0.6600013910080011,0.7143293726734776,0.07340692183949539,0.5516497055985444,-0.05935182841642422,0.7669624820344655,0.6244564773938134,-0.19156383072934274,0.2637092708952938,0.5792385180739009,0.18319972071229612,0.5852276205040433,0.4872710179087263,0.11082613395710168,0.37288980173089353,0.17322198863682642,0.29512223414841515,0.25329188794062735,0.7153588253496583,0.732214246930337,0.36147230338943837,0.6645978886050811,0.3890054367464204,0.04554542274986811,0.47503503037987715
OFCmed_R,0.03418770889521067,0.033336958998384805,0.13009215290536913,0.040358478569501484,0.07069328525564025,0.24086369136386235,0.19773681205257473,0.09689476863494911,-0.028502834914613123,0.03484101179596289,-0.0791660625465213,-0.018366904220225154,0.017309724048046815,0.19126203044159493,0.21628230433609383,0.0928791006874349,0.08585625350814834,0.019173368481492828,0.32144497849790765,1.0,0.21204154241023135,0.016461304496750956,0.06036893193078098,0.2398038500637544,0.24695633804389874,0.23721177526013953,0.22175421765152908,0.08896570406189475,0.34634025320349004,-0.12432899731545217,0.2139496648382697,0.13846374517259127,-0.10518332618011342,0.11259309800690136,0.10261018646704487,-0.02668104731285785,0.41871940231575583,0.030053064936759282,0.03683511976420512,0.07155528024092499,-0.009274423826026706,0.10781769033644122,0.12321103509507128,0.24902428173300395,0.2939528619962593,0.338150281007717,0.20920052910623704,0.004048467300034886,-0.06906458275359298,0.20472959198291177
SN_pc_R,0.4301542641533235,-0.11473880617972997,0.6517481868260506,0.6651602984427442,0.47758133659503266,0.6805422294857619,0.8262729180571802,0.2901038037175345,0.2968991236743545,0.6255498875753027,0.41229094887186174,0.5242157885980223,0.4530513366249473,0.7908956954221928,0.43639088089444644,0.5604093355079746,0.16109457773482216,0.3875251375321686,0.7620319941395268,0.21204154241023135,1.0,0.35105930348207637,0.2713730742460655,0.742622991280537,0.5984922830953427,0.7541276537040571,0.816552115963596,0.10279974193326318,0.6090077180680573,-0.04991462358257204,0.6873024740114825,0.5624543459847792,0.01231643294608235,0.3482826898854471,0.722922074695864,0.31959770502347135,0.4226480930200243,0.5642532396774348,0.28421146314014545,0.44444753049169067,0.2502679685432773,0.42299712557806124,0.26134822983347583,0.7129304062200501,0.6296831569494633,0.36253535414974136,0.7951715495056166,0.4159132688827418,0.14951107108422673,0.5285893828855782
Thal_IL_L,0.2588941612938448,-0.17093046734513004,0.20761112366007017,0.29548281489028955,0.14912901356801667,0.177095908333638,0.20332419572369842,-0.09708297642235875,0.3212022478233554,0.15730358291568794,0.30760908911534723,0.1357494343418096,0.0636112018725678,0.28282903297271517,0.43955591805941835,0.4446132207987221,0.04771902552574035,0.07808290784697539,0.26162299805367617,0.016461304496750956,0.35105930348207637,1.0,0.16234036019242512,0.25970403571509887,0.1961692723352736,0.2480170720567577,0.257373878015475,0.008906248782576573,0.17327763626050252,-0.03358439293363207,0.2982429476096915,0.13058974006446136,0.09206835836750159,0.04722530133389833,0.2787497235753892,0.32191725767623763,-0.004383344373258463,0.18034527042361567,-0.017106147498440506,0.3497905267090208,0.2072201608984693,0.22439615629057505,0.13885101367896077,0.16804116020592352,0.21186699830861444,-0.007018115983193889,0.33239003195186867,0.1701113744705287,-0.13116048312457407,-0.037673862729949346
Thal_PuI_R,0.37502245299260506,-0.16292729956252275,0.40719492080264974,0.42059907122339013,0.44071995918550183,0.3124309528996932,0.4674679047936611,0.044397969510347364,0.3823934631961403,0.3426809797662856,0.33109124649535104,0.2917881927752681,0.35257850091536386,0.2781695677917991,0.5398794713948125,0.41111058735944406,0.12695325294582666,0.37864689452781725,0.2909205096381518,0.06036893193078098,0.2713730742460655,0.16234036019242512,1.0,0.4361234078976687,0.34803061188953144,0.3780716302951694,0.3323851395142821,0.35196771065763155,0.1856359783016924,-0.13793669966248573,0.4230814145832175,0.36257243253314564,0.25523329818656315,0.4484002714675617,0.4896299497376758,0.5736145452305681,0.10681380491709339,0.3956740184014889,0.04460350072244019,0.4687953183820554,0.3250302582176794,0.608383582528596,0.16735858124886785,0.425807684977355,0.49680920382559646,0.30248319452591543,0.5118170048512152,0.4566065365969978,-0.061795932262347225,0.12611225790405978
Thal_MDl_L,0.5079636098007103,-0.17759163247133558,0.6542196696735004,0.6709813124491717,0.5643439746327051,0.6649099426690134,0.6599320945937989,0.13399129086112557,0.4223561053933134,0.6489138034681194,0.4067579134025326,0.6018228614584489,0.548591036420683,0.6531635289889273,0.5056741463855482,0.49999551572139295,0.25737558170733416,0.4683090251637783,0.8203863255808422,0.2398038500637544,0.742622991280537,0.25970403571509887,0.4361234078976687,1.0,0.5864002811970345,0.7194198703235555,0.742549016825497,0.37204552094010973,0.4661142285016595,-0.11009553493678174,0.7767010404162131,0.6349115879544506,0.06034721183914509,0.4876526539299661,0.7179247129188013,0.4960932763410066,0.41650919395974806,0.6443841482581546,0.16589237143001329,0.42871784734799956,0.3794023125453518,0.5933114730432716,0.17959324692437414,0.8064640252516747,0.8217291151536122,0.43989797890000853,0.7426755184987168,0.5615932110294718,0.20038011486799645,0.32320995125825946
ACC_sup_L,0.3731257457805442,0.2152203876153598,0.7447307857437938,0.4431640865276243,0.5620047446684018,0.7947010777060276,0.5949518788146321,0.4636371618678801,0.19724381638194294,0.39325984299827627,0.5125863797127806,0.52991156577215,0.5792348427386567,0.5328968010063604,0.45189902008075683,0.6345560501768133,0.1950110970308215,0.559924432622543,0.5194135780504271,0.24695633804389874,0.5984922830953427,0.1961692723352736,0.34803061188953144,0.5864002811970345,1.0,0.8316053591268745,0.7132808466879164,0.2537501962922824,0.507487281282258,-0.09897260365974514,0.6166254317978231,0.6735382665395679,0.16172228073140696,0.5360439205205585,0.5327024022872154,0.4627839962377417,0.5649939883570164,0.4999198355457738,0.3737070719039511,0.4779005502375548,0.22766210632620051,0.4794544726847304,0.5770910832831523,0.7423448972357388,0.6391851671256049,0.20654395913121404,0.6747113102011335,0.46752758033766956,0.0074874016787604,0.4775718674022541
Frontal_Mid_2_L,0.5175738882503059,0.15343401237658977,0.706571973078278,0.6525008694052775,0.6870084131977581,0.8428475563279402,0.7194615395944465,0.542115328861933,0.302205578033196,0.5824264534974305,0.5357277248566426,0.6293049945957475,0.7078257531901255,0.6543097736088352,0.4816734319601544,0.6223898997118843,0.19165617168794055,0.6540874067245562,0.6600013910080011,0.23721177526013953,0.7541276537040571,0.2480170720567577,0.3780716302951694,0.7194198703235555,0.8316053591268745,1.0,0.8595690279505707,0.21303807469128896,0.5504830463930769,-0.05990563202798937,0.6995027198345413,0.8216482428111954,0.15429280570902548,0.5453644982215095,0.7237132291335916,0.4692990978288768,0.6150925845446832,0.6612891377821033,0.38295045648536363,0.5417559633037008,0.36562538272472156,0.5188091014715036,0.5163981174564358,0.8359749077174161,0.6282588703081762,0.339753547980722,0.8029878119575157,0.6227716340556637,0.132661804244065,0.5317641732924667
Putamen_L,0.3939245085391119,-0.08997248882704216,0.6995433076955879,0.7134155158201249,0.5485152125699465,0.7548550637819453,0.85487671496105,0.4265677116746347,0.2072118687403466,0.6768764986099759,0.39084382846342874,0.5563577409871013,0.5070715036308003,0.7801847578181028,0.5557625595628507,0.6189553042429599,0.21376544708046463,0.4044036690047382,0.7143293726734776,0.22175421765152908,0.816552115963596,0.257373878015475,0.3323851395142821,0.742549016825497,0.7132808466879164,0.8595690279505707,1.0,0.12967940914388149,0.6907534507745227,-0.1594091354766678,0.816970071549797,0.689724631098563,-0.01953492700567781,0.5856314326946997,0.7519569605643028,0.4598148653356946,0.5364012690982588,0.6258984721375382,0.4478631859718201,0.6303465510151842,0.302748719333034,0.4459365494997486,0.438764564282346,0.8835320263566963,0.6357733840231317,0.29714475611885377,0.76469789740265,0.4427203789030538,0.2548597619979724,0.5415319250029761
Raphe_D,0.3514232094720875,-0.1625047190640475,0.293255226593103,0.08669019933865445,0.3869317321155861,0.18362443260459224,0.22561381195238459,0.013305913494346039,0.4675587465427085,0.18976762029199418,0.17898737770841985,0.22235472540059179,0.21205106158108059,-0.036593347186332434,0.2553497957325696,0.17116965317801627,0.22600381092262223,0.2197002094553233,0.07340692183949539,0.08896570406189475,0.10279974193326318,0.008906248782576573,0.35196771065763155,0.37204552094010973,0.2537501962922824,0.21303807469128896,0.12967940914388149,1.0,-0.05325394139488263,-0.16682448377424053,0.1514766103859121,0.19887721475951134,0.3462594724879796,0.2919556962449845,0.2529191500442179,0.4459276331591625,-0.1460241622699545,0.21953833043648951,0.14524683045429557,0.09027252566006862,0.38098893894584834,0.545380132400737,-0.16733978037274416,0.26156527735843604,0.36288034289573545,0.555633277827408,0.307376958688214,0.27245507775345224,0.17956044181172354,-0.16015762522142735
