,Thal_LGN_R,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_3_R,Frontal_Inf_Oper_L,Cingulate_Post_R,Occipital_Mid_R,Temporal_Pole_Mid_R,Vermis_4_5,Red_N_R,Amygdala_L,Calcarine_L,Parietal_Inf_L,Paracentral_Lobule_R,Parietal_Sup_R,Thal_MDl_L,Thal_PuM_L,OFCmed_R,Thal_MGN_L,Occipital_Inf_R,Temporal_Pole_Mid_L,ACC_sup_L,ACC_sup_R,Frontal_Inf_Orb_2_L,Olfactory_R,Lingual_R,Cerebellum_Crus1_R,Thal_MDl_R,Occipital_Mid_L,ParaHippocampal_L,Heschl_R,Thal_AV_L,Fusiform_R,Frontal_Sup_2_L,Precuneus_L,Frontal_Sup_Medial_R,SupraMarginal_R,Cerebellum_4_5_R,Rolandic_Oper_R,Paracentral_Lobule_L,OFClat_L,Occipital_Inf_L,Thal_VL_R,Temporal_Pole_Sup_L,ACC_pre_R,N_Acc_R,Frontal_Med_Orb_R,SN_pc_R,Cerebellum_9_L,Cerebellum_6_L,N_Acc_L,Cerebellum_Crus2_R,Thal_PuL_R,Pallidum_R,Rolandic_Oper_L,Thal_VPL_L,Vermis_9,Thal_PuI_L,Frontal_Inf_Tri_L,Heschl_L,Thal_MGN_R,LC_L,Thal_PuI_R,Angular_R,Cerebellum_4_5_L,Cingulate_Post_L,Postcentral_R,Postcentral_L,SN_pr_L,Insula_L,Angular_L,Amygdala_R,Temporal_Inf_L,Temporal_Inf_R,Caudate_L,Putamen_R,Thal_LGN_L,Parietal_Inf_R,Thal_PuA_L,Cerebellum_10_L,Cuneus_R,Red_N_L,Temporal_Mid_L,Thal_IL_L,Frontal_Med_Orb_L,Frontal_Inf_Orb_2_R,Rectus_L,SN_pr_R,Rectus_R,ACC_pre_L,Cuneus_L,Frontal_Mid_2_L,OFClat_R,Cingulate_Mid_R,Thal_AV_R
Thal_LGN_R,1.0,0.6127174080350339,0.02579938827472905,0.6488764245096964,0.48790295409369744,0.4682561347985316,0.291276781115509,-0.13819818644104784,0.5727520273717107,0.5363883212703715,-0.16258541033135998,0.20574959728174258,0.5552601393735267,0.4758764795689591,0.4948729739259912,0.49133308417308785,0.4088112490574767,0.005333679727337865,0.5075309677644118,0.17124678301536148,0.21328222417825451,0.4720898073903654,0.4292862509895428,0.3377611913137875,-0.35423476625308,0.44973681168296153,0.15806534795912516,0.4429066702459146,0.39506281933718523,0.5286155386838797,0.22400911795493827,0.5233986642528929,0.5843685689318997,0.5782333328585002,0.44620074254515374,0.47862812472977145,0.6081878198171043,0.6875942203086705,0.398580583494151,0.5250859891700432,-0.21501312450886484,-0.17712825844092794,0.59336659139944,0.10561918101758598,0.05184774561330295,0.2896191975751773,0.04727603023833502,0.5434264521569079,0.5030921626360598,0.5288075810554197,0.2734812441591232,-0.13558926801653573,0.17319883006277317,0.580046017058619,0.25291457223536157,0.34992882548061854,0.5026555294017674,-0.07291866288475182,0.4610709416026555,0.17188338188752547,0.7475033786311952,-0.13583490281810298,0.6245526178211142,0.5470844715705016,0.6925776832278538,0.4874743127731791,0.5070144582643337,0.444326617353844,0.5029588224550435,0.39575574828241145,0.513234542582217,0.270657189028485,-0.099337261963407,0.4759020450496887,0.5842012970256969,0.5759946089752078,0.2045042117483691,0.5788654701527068,0.4251406989659061,0.24498182065536114,0.3550710042836112,0.6062973246421822,0.23018573713848228,0.339065234409737,-0.10685252491271949,0.03487715849304507,-0.0736036894162656,0.6510211249112126,0.021035400345563983,0.09684165300000626,0.17205960877040496,0.5538500563478896,-0.31708524693478485,0.564803773086865,0.5238140191274823
Cerebellum_6_R,0.6127174080350339,1.0,0.08082714741881472,0.5182897853083488,0.481773844173084,0.6099582569569547,0.40404005460437026,-0.0213394966819041,0.8332067300040991,0.4484765114833365,-0.365779813509875,0.2698481134865064,0.5622760085407331,0.6967577695173549,0.45833259266677756,0.6709813124491717,0.3698749032303559,0.040358478569501484,0.2571957887263214,0.2791086387680921,0.4570725407397044,0.4431640865276243,0.43932646679737564,0.3678332601074086,-0.3381422760467283,0.7510254069355575,0.300938748081943,0.4023101367137909,0.48772424932791786,0.6949129265259133,0.14191105547880287,0.6657600249897795,0.9131092746803252,0.5652233017655917,0.5065629483423132,0.531200145096737,0.5971536558364616,0.821569853478006,0.4251966441465315,0.5730614870565616,-0.35566760245731677,-0.07974956544671684,0.549492082381963,0.21632659548122915,0.07684990959607148,0.6695850298113665,0.060676826690517695,0.6651602984427442,0.7586887542992821,0.887894408268359,0.5228604972136498,-0.06659440437231352,0.0694030929009194,0.6955465335713583,0.3705507439258736,0.5365763817376374,0.730152769509327,0.12468355354915166,0.5031271579582537,0.29173550010221044,0.6489222705837552,-0.34885115200830563,0.42059907122339013,0.6262082968612985,0.8675410180135505,0.40916650055182874,0.6072780998975882,0.4630590446059152,0.7201528205588777,0.42140415360354366,0.5213486661950814,0.1956171651467426,-0.03957885912178964,0.8380190400290687,0.5562858608133158,0.7423862689834482,0.24323655246313508,0.6158948157323942,0.2345013377636585,0.3522205584823214,0.21473618398363348,0.641700185422829,0.3375589986556978,0.29548281489028955,-0.1745150034014014,0.15421264011822497,0.15025542749264395,0.7188477050036071,0.20747111599701362,0.1993320688306753,0.1329126452820272,0.6525008694052775,-0.28256672208657824,0.560115321263887,0.6278542639670001
Cerebellum_7b_L,0.02579938827472905,0.08082714741881472,1.0,0.06550631258628041,0.15417190724937005,0.018646203038183862,0.12479403739796187,-0.0076681502980521085,0.11580961585860718,0.017140998749696715,-0.13091914615617173,0.15555127412691067,0.17952410587751222,0.004613209627448102,0.1081042419051228,0.3600918125764354,-0.03912799621037936,0.2474553966112523,-0.2653274841561325,0.18159068303979073,0.28259930568421454,0.20387540160331055,0.14346693504740723,0.3777033508631178,0.16092494529919302,0.17498081748235203,0.1314205179775332,0.26057455251759465,0.21313332247495803,0.2281241259743342,0.2370393760847218,0.18357338641675625,0.13878155961963573,0.29748020714699724,0.14005065960732233,0.2167320831973788,0.21259231548743737,0.2799300887631934,0.17639432753307727,0.06723823748161736,0.09086569378651956,-0.14646276484682558,-0.11471772281116403,0.19042581628467267,0.0019449490483265358,0.17390735843177907,-0.23284139815803095,0.2167574179321846,-0.011329550726923827,0.26754052940704726,0.2467685217976124,0.09729116914239279,-0.07888638413411836,0.07877331271282048,0.2043122998332694,0.4623009649752905,-0.05908940321659123,0.517343113243331,0.2522941283584475,0.31274375407118493,0.14430784539522543,0.08958039924928644,0.16044895522269498,0.19143003166309422,0.284788879275863,0.2797922306638115,0.12338942265700147,0.02032566831960638,0.25360982524357223,0.1842741790031325,0.17802151301527475,-0.00934949293184569,0.09382822900997592,0.18074678380695372,0.2539732068671412,0.21102846946035667,0.36784643992592597,0.17812426841771067,-0.0685973390876568,0.21693343376848692,-0.12411872055367594,0.29912515983881616,0.3109412296556397,-0.02487145819082602,-0.15180444186737574,0.15000263188559063,0.15298865167969675,0.225337471974734,0.39588134651660783,-0.036775711468093185,0.22285037315840237,0.2508963474701971,0.03347152420234618,0.20456394492432867,0.13032679545843787
Cerebellum_3_R,0.6488764245096964,0.5182897853083488,0.06550631258628041,1.0,0.49553837537136,0.48908747818620346,0.27882316085403935,-0.12518973732788408,0.48733949983965763,0.38095249354360167,-0.19624370182362136,0.18704431714445224,0.5566192595900782,0.37794298272454696,0.4261677948958118,0.5490333886863864,0.4293342361981136,-0.057862101352420585,0.2682746782269689,0.16425744478799206,0.2508572520206717,0.5196217369449284,0.47596700772298056,0.4568433765218166,-0.25131523462312594,0.4645437010404264,0.04459871303204838,0.5867645846021406,0.31305040210337665,0.47770439509249385,0.34847260994205004,0.5595971679941136,0.5666878211861268,0.6406909563019283,0.40059605163710266,0.5214494266956471,0.6317421932425109,0.7423265638433111,0.4087040612434149,0.47826788026148953,-0.1896952422583334,-0.1834511716159943,0.4487484658950458,0.036958769682707185,0.06046845059033996,0.2945820605635748,0.054139288172709,0.6888248220319579,0.5476367567284319,0.4884195718526429,0.3200214078447592,0.04906826604907503,0.055844620662091005,0.4634553888180079,0.311346034804811,0.4454301057183963,0.5639679446712081,0.25183602284071616,0.39971014632222607,0.3191370659199412,0.5820284560511706,-0.1828074162486966,0.33633530748140206,0.5479959722649652,0.6273291100465748,0.5530943857041788,0.4633258063114232,0.4072198303268791,0.6140364252441645,0.38688751943667254,0.3912495031900399,0.20021056611494367,-0.2713641175905757,0.5398236004286162,0.42394061688545526,0.6154341306435361,0.12397052626887277,0.6044673501672702,0.2224217849258755,0.20849669111886457,0.30255128874116977,0.6128034259025535,0.10092598172472,0.3642401884067491,-0.060031436114606214,0.14606397276219255,0.19396622753588091,0.716346579590134,0.17899956179119086,0.09725007934035265,0.14953576989200962,0.6123910419506725,-0.2718892092987608,0.5916642683415921,0.581465610527557
Frontal_Inf_Oper_L,0.48790295409369744,0.481773844173084,0.15417190724937005,0.49553837537136,1.0,0.6991184279171395,0.3993089372296153,0.08878489488411935,0.6373286285243548,0.21320034211832858,0.05882135241054528,0.5188842514890116,0.5940696346261253,0.6792566822886293,0.29588752943701074,0.5643439746327051,0.6095381221458003,0.07069328525564025,0.18432874336841218,0.30084348881044376,0.011944137537083491,0.5620047446684018,0.6014956183695076,0.40697734445885186,-0.061289239940375016,0.6821685609352821,0.2956630851905207,0.6001740908011424,0.5108258646852897,0.3300981953557727,0.32772850084408955,0.45468459102998016,0.5400809865893754,0.5205483445764687,0.6757235618815592,0.5542333975516053,0.6888451963353135,0.6560079887091033,0.746448134305157,0.7510011388170688,-0.3581554947165087,0.009829909804127682,0.34510761746860624,0.40873934276846347,0.3812754002941476,0.2791982726540508,0.014279858941307374,0.47758133659503266,0.5212337396252208,0.44239312781334383,0.08568623316331078,-0.08168459135310165,0.3652436075733133,0.4272566329941983,0.7468269706471043,0.6144724361789515,0.320517126811901,0.41853139280204116,0.8359697079391852,0.5310295090625932,0.4102183152414209,0.15408915542580398,0.44071995918550183,0.549824147381291,0.495165764542557,0.7069448776807111,0.7426009620409889,0.7026001961652121,0.4437014216856188,0.6669308206186132,0.42886890244371073,-0.12924673565507597,0.1764628846347074,0.46731026986033014,0.4640510531125121,0.5421055593566863,0.3921911724072967,0.5993377016718214,0.4784939525573576,0.20496988153236687,0.2946536651122809,0.3960354789196008,0.3883778083385788,0.14912901356801667,-0.011367968715434735,0.30548593878532576,0.31905911321944297,0.5438057872724265,0.34195373053800127,0.3357701983892961,0.3569026235101325,0.6870084131977581,-0.052309771103412214,0.7515074184272246,0.4380765437019026
Cingulate_Post_R,0.4682561347985316,0.6099582569569547,0.018646203038183862,0.48908747818620346,0.6991184279171395,1.0,0.4088329192478508,-0.028532886957770013,0.8635026657323863,0.1777599960137242,-0.023100839819346557,0.5462648647483659,0.5099625904630618,0.8428510273340141,0.30553510884822543,0.6018228614584489,0.7040930890532374,-0.018366904220225154,0.19890646032443182,0.23206611439268662,0.12887858734252425,0.52991156577215,0.6299128990184499,0.2521977786469315,-0.1441211218880182,0.8405593828114531,0.30175002449553073,0.498025722704051,0.47275104663991324,0.3686191748623003,0.18689823100434166,0.5921042789172634,0.5902396250282747,0.4477858364878919,0.7624568130804951,0.6068672065405318,0.6368050704080025,0.7081415733537011,0.6124898989426291,0.7569832722016725,-0.5490693462625837,-0.025719310270332987,0.36884259776993583,0.39698916690734437,0.4217628687310555,0.38343012822713707,0.1490173479592416,0.5242157885980223,0.6189470862355279,0.5955718457944892,0.14612818750754336,-0.17265121131080272,0.3726969326130235,0.5545451468506605,0.6393338318734312,0.5650623920817035,0.562742090131797,0.2660702890795531,0.6743617421235207,0.4569686689750326,0.526932570127641,0.012481602644406394,0.2917881927752681,0.5766770493881007,0.6126498203161311,0.7703176171446073,0.7437681631233566,0.613737879071785,0.5688844730028473,0.5040388234980208,0.40517524142220224,0.03962110244268483,0.06405766560396045,0.5718899393729051,0.3650884580675108,0.5798550183839315,0.18727236370400938,0.5610448179684614,0.42658393842870945,0.18695785934983525,0.56447512808656,0.4467344410322318,0.35045108847278644,0.1357494343418096,-0.10825375997739725,0.1337923211838489,0.2646767891984856,0.5143120185179406,0.25564961794078683,0.3819513933460004,0.3226750619743903,0.6293049945957475,-0.23738589180507452,0.7185687199102366,0.4943167727889293
Occipital_Mid_R,0.291276781115509,0.40404005460437026,0.12479403739796187,0.27882316085403935,0.3993089372296153,0.4088329192478508,1.0,-0.26717238493488754,0.5383392885976398,0.05153545005821906,-0.006304609496935384,0.624184235355705,0.5180813549444003,0.4525604462261921,0.6867779069465612,0.19615231602295574,0.4741679568850197,-0.13507758915402557,-0.05857220532079324,0.15979207548588528,-0.09540276176653556,0.1241112745909353,0.15827229218812872,0.1383542413549686,-0.08396351023386663,0.5788734559742459,-0.01398913249465363,0.08139766560584696,0.6692913596360748,0.16131272012827733,-0.02621445829601488,0.03857733707970982,0.30790376431790745,0.2504400061702049,0.6875514354898039,0.09085797849502074,0.5342013860953497,0.3969467886080453,0.39170019221990937,0.4784853028361607,-0.12567660410955042,0.0031930972265604937,0.11198071633064716,0.03583872161067394,-0.12425604332169851,-0.006705893106169768,-0.062335709856916666,0.12376491519495396,0.31902509368985016,0.29145975120344836,-0.15287275683365542,0.1277931481954403,0.48674158921825017,0.14961315993662258,0.38585244535134067,0.32643070300603877,0.40939471037999325,0.3022525782210929,0.21889260391358434,0.2086324125665766,0.15348834349422338,0.11927311581057533,0.29990139881842015,0.8070616792360759,0.4434034235932036,0.3865008822518374,0.5733895665756092,0.539666779697472,0.18515340439917555,0.17401362185341748,0.46725779945530743,-0.21106975794889196,0.011181662587886,0.32288926166062437,0.09617976692495038,0.16468585960587198,0.27041991800674176,0.564473009279803,0.253040355188973,-0.09170970827510891,0.4574996342437587,0.07316463076184096,0.35199015235480424,0.10070133969237118,0.1332306872658141,0.05495946466837717,0.20387740865134624,0.18541169109639005,0.17750512750304534,-0.10108508166067534,0.7873115035618697,0.22244502707874317,0.05408820799270559,0.3192996686575049,0.0846088702916338
Temporal_Pole_Mid_R,-0.13819818644104784,-0.0213394966819041,-0.0076681502980521085,-0.12518973732788408,0.08878489488411935,-0.028532886957770013,-0.26717238493488754,1.0,-0.08470578275676056,0.01273125099954624,0.04884975666464536,-0.04180483930521783,-0.24765535073540285,-0.05978140104514265,-0.2662476399581927,-0.06512192960164032,0.013849626338221054,-0.03224216915904066,0.04298840651037881,0.012865433283397426,0.363703145573756,0.01909892644429133,0.03593429551465033,0.2999859246670195,0.022912497445923524,-0.05783183229699703,0.20043982046433126,0.0508179955677297,-0.1396475846069531,0.0017734634835460848,0.0200414836367909,0.0013057157701762002,-0.035859471284997085,-0.030093809785551887,-0.12560746934660094,0.09188865838617091,-0.15673464632703715,-0.044937563877199826,-0.07977808217558148,-0.08129670019793947,0.11464516454810442,0.17885977617138457,0.005420423202122951,0.37365735107187376,0.12586339073095734,0.10243373313718042,0.10139773908007783,-0.01653211337630508,-0.08008002652133096,0.027000641330092327,0.044769296700822865,0.002094362729352495,0.004216091888071887,0.04564197409217605,0.12059059718548847,-0.016246809918965724,-0.08532107940841263,0.048275716734737004,0.23432928687187138,0.1427992766305289,-0.13119812869781988,-0.10664953898505335,-0.15408393955973024,-0.25720524825874735,-0.12252652508911802,-0.050446670987927655,-0.06770383399945912,-0.17785534197899067,-0.00602892793184591,0.19838543178194962,-0.24086112031827897,-0.041399633898012496,0.5382671386777432,0.01662173295536064,0.09124876320502322,0.07907360738242608,0.03683246232150398,-0.06765667601945641,0.05323024421588786,0.02719172583100479,-0.06387100984523048,-0.03366773212038237,0.018844595727245672,-0.0947965946451476,-0.08812007129802578,0.3768636103129776,0.2799124385333569,0.020141103237667515,0.07760973652503893,0.18211861842076962,-0.1856570424129907,0.09617343790012182,0.3805940977080185,-0.03853536425522248,-0.007798697971545308
Vermis_4_5,0.5727520273717107,0.8332067300040991,0.11580961585860718,0.48733949983965763,0.6373286285243548,0.8635026657323863,0.5383392885976398,-0.08470578275676056,1.0,0.3110255270829572,-0.20642051057330182,0.5631118812427088,0.6141002765133589,0.8810793522662709,0.4886382482264062,0.6828981815209205,0.620386078325828,0.01892737148506206,0.18409332752366658,0.2601842617775014,0.24564629497643575,0.4784540191103524,0.5598791533165124,0.29380132942681886,-0.22160751090163752,0.9310571360689434,0.31064755176571573,0.44004889912420564,0.5712324036660774,0.581021687532309,0.16742527146009947,0.6172652219333282,0.7935629378075262,0.5324481781228461,0.7727193198735346,0.5606706288915699,0.6949566305500596,0.826638731465091,0.6047962996557612,0.7621126663455761,-0.4701700710735354,-0.045253443511750445,0.4801595664334391,0.339376449413294,0.28884175718141175,0.5295922450658039,0.10678255463091194,0.5936412868916477,0.6868322523865917,0.7818360797977686,0.29297258864551345,-0.13606252939104918,0.32733834167335446,0.6579050867276799,0.5600106026379402,0.6609765955971092,0.6723841488277013,0.2686823360483072,0.6389027016679616,0.39763918808348886,0.6101315382166478,-0.09224559073657689,0.4343956024132576,0.7246777105440625,0.8534604392714554,0.6500356277551462,0.784793439574404,0.6315467963795858,0.6607552671389663,0.4892686248824266,0.5148426211418166,0.016424369860137567,0.07191197460491848,0.7264801957721031,0.5083328167475749,0.6760134564620228,0.29030247612283927,0.6589769327156522,0.4593742677678694,0.273224647406993,0.47410571059594125,0.5167808550494396,0.4249319189626982,0.22816459436420458,-0.15709111052038868,0.1131582982727637,0.1990287909716402,0.6213245166122872,0.25958958075404454,0.3110057860879844,0.3541075291271058,0.6660674698540614,-0.2779571741695875,0.6906156801415255,0.5506924335277722
Red_N_R,0.5363883212703715,0.4484765114833365,0.017140998749696715,0.38095249354360167,0.21320034211832858,0.1777599960137242,0.05153545005821906,0.01273125099954624,0.3110255270829572,1.0,-0.4316750783051447,0.08598094177658319,0.2731716841369269,0.16333010040020188,0.19570306525408387,0.5056741463855482,0.2599316460798525,0.21628230433609383,-0.0029166956384099048,0.08465028438040856,0.4045661065435591,0.45189902008075683,0.382846544825469,0.4392263877541132,-0.38855746045883294,0.22032031353096926,0.07406817066632071,0.4276408797780997,0.19207708053083256,0.738209203128432,0.24432179487639774,0.5520892833254946,0.4148892654478739,0.5416288241875313,0.1487158152562231,0.4843392730387582,0.28160020802692054,0.503966798530362,0.2008288640900733,0.2614800784566987,-0.07134353521483133,-0.1279832698090177,0.7294267302943462,0.02650899709797871,0.04884245095079406,0.5438014124101448,-0.06536049658889488,0.43639088089444644,0.29075034771477404,0.4492254866040522,0.3440023313123884,-0.34116063814427794,0.13808703039904163,0.6122799802555777,0.09183127491212406,0.4067777760477764,0.14104120404568468,0.027153428040478277,0.30253653451486795,0.03792077558505054,0.4750515424285567,-0.36162236225849925,0.5398794713948125,0.2452809777739722,0.46002511350214054,0.26119610802866927,0.201455697001788,0.14943604160948118,0.5242366790604989,0.4014450286081151,0.2315258970379667,-0.11967896731103997,0.0337257812060706,0.3334416683601061,0.6394959652925093,0.5972813033879996,0.29345115283613993,0.2939054395012103,0.439142139896509,0.2761370164527973,0.13791320994233272,0.45011628826787914,0.016551511895259163,0.43955591805941835,-0.22665053394292584,0.19779729229966989,-0.14620869125608799,0.5212338447777205,0.0017359406447711061,0.3028102164764285,-0.030898593301898866,0.4816734319601544,-0.28539605277333835,0.24160238890512606,0.693488668822695
