,Cerebellum_8_R,Thal_AV_L,Cuneus_R,ParaHippocampal_L,Occipital_Inf_L,Occipital_Sup_R,Precentral_R,Thal_AV_R,Thal_PuI_L,Fusiform_R,Cerebellum_6_R,Temporal_Mid_L,Red_N_R,OFCpost_L,Temporal_Inf_L,Temporal_Inf_R,OFCmed_L,Raphe_M,OFClat_L,Thal_VA_L,SupraMarginal_L,Paracentral_Lobule_L,Precuneus_L,VTA_L,Cingulate_Post_L,Supp_Motor_Area_L,Temporal_Sup_L,Supp_Motor_Area_R,Insula_R,ACC_sub_L,N_Acc_L,Thal_VL_R,Thal_PuM_L,Putamen_L,Cerebellum_10_R,Cerebellum_Crus2_L,Calcarine_R,Lingual_R,Cerebellum_9_L,Temporal_Sup_R,Frontal_Sup_2_R,OFCmed_R,Frontal_Mid_2_R,SN_pc_L,ParaHippocampal_R,Thal_PuA_R,Cuneus_L,SupraMarginal_R,Insula_L,ACC_sup_L,Parietal_Inf_R,Vermis_9,Occipital_Mid_R,Vermis_6,OFClat_R,Cerebellum_Crus2_R,Hippocampus_R,Thal_MGN_L,Heschl_R,Frontal_Med_Orb_L,SN_pr_R,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_R,Thal_IL_L,Calcarine_L,Temporal_Mid_R,Temporal_Pole_Mid_R,Amygdala_R,Olfactory_L,Cerebellum_Crus1_L,Thal_MDm_R,Postcentral_L,Thal_MDl_L,SN_pc_R,Temporal_Pole_Sup_L,Thal_PuL_R,Temporal_Pole_Sup_R,Cerebellum_3_R,Rectus_L,Thal_LP_R,Rolandic_Oper_R,Thal_MDm_L,N_Acc_R,LC_L,Raphe_D,Cerebellum_4_5_R,ACC_sub_R,Angular_L,Paracentral_Lobule_R,Cingulate_Post_R,Occipital_Mid_L,Cerebellum_Crus1_R,Hippocampus_L,OFCant_L,Olfactory_R,OFCant_R,Frontal_Sup_2_L,Occipital_Sup_L,Frontal_Med_Orb_R,Putamen_R,Caudate_L,Thal_PuA_L,Frontal_Sup_Medial_R,Frontal_Inf_Tri_R,Temporal_Pole_Mid_L,Thal_IL_R,Vermis_7,Frontal_Sup_Medial_L,Caudate_R,LC_R,Thal_PuL_L,Vermis_3,Precuneus_R,Postcentral_R,Red_N_L
Cerebellum_8_R,1.0,0.34476091505296746,0.019922345228579094,0.4531259111287853,-0.03914807850035522,0.17812182974298232,0.3445779204880865,0.35952376497982996,0.10504442764703273,0.5916539981945815,0.6692785373511483,0.46444490691014007,0.31747070088910007,0.24121696137373658,0.19316638465368915,0.700832866080585,0.02479622739770413,0.278934902020274,-0.05229424849664748,0.31784180033379217,0.48672656334153835,0.4279886424735421,0.2966223388764724,0.37040104955188174,0.15076928716492097,0.3462652294679794,0.4846530386660487,0.3485756490886864,0.33641703961086195,0.024794168875230907,0.3060732527979481,0.40620913239203116,0.21677684841377892,0.48581356041931545,0.272204637810204,0.01566927967509957,0.03476687607482721,0.45459443687859485,0.7015363813951551,0.31409212063296427,0.27967831799621323,0.056810571368232136,0.42619407811499466,0.460347812384519,0.3526547926694018,0.28960552728616856,0.14421718932371486,0.27440932685874386,0.3944224338814222,0.28979767980326,0.3877433741559372,0.44273509308598086,0.28491262273184265,0.46088986657930064,0.043279338272600595,0.007956010268992059,0.31685891607500505,0.188385877875951,0.0822760435831073,-0.14944452514797202,0.3938309404369831,0.476144632184917,0.32970549195627796,0.2126929631498847,0.19471253827892088,0.39293017260459506,0.22102824319977704,0.054979999949776245,0.1562222840053267,0.37810304880951867,0.2938849918867408,0.3193203284325954,0.3503840706478879,0.32710874581359123,0.30506937717702676,0.1598399006299969,0.033267778033021334,0.3070158868011728,0.22542477236842554,0.31816607469655844,0.30420452407110943,0.3749347076667196,0.506055895160142,-0.06794351243827716,0.18329620773428904,0.5375613542833254,-0.05204115736498624,0.34262278476374186,0.461341320182899,0.31732563590090174,0.3892599063532569,0.20918342825630515,0.4300445529838311,-0.12353022023834541,-0.3323496506068011,0.30885170235519277,0.34535733162252263,0.3902228591320056,0.11918680547901041,0.4776727787775219,0.4009879152635256,0.1676106678781567,0.2397077800915595,0.45841977628810004,0.3690597152452984,0.2847175466444956,-0.10080252227779532,0.32455085130936356,0.42773925573113886,0.07769767468098446,0.0912470958920854,0.4522970531441443,0.3673153547293989,0.3849280136344125,0.362216177689889
Thal_AV_L,0.34476091505296746,1.0,0.24774188714674103,0.725508259525234,-0.11582932547618392,-0.001028528356734709,0.4419070848188191,0.8681218725283977,0.26660556715400346,0.7290549142540662,0.6657600249897795,0.10432205252869459,0.5520892833254946,0.5475652071244276,-0.20823995556833022,0.6804423829750063,0.14401239673578276,0.4927199832511916,-0.43024724423898636,0.7805135113994611,0.3964419263053699,0.4672457923745111,0.35875153261583675,0.6543341081980734,0.497283047985485,0.47600725604826305,0.4158598050344556,0.5134891901951192,0.5622834652924864,0.16437228396891537,0.6418309738447087,0.5244572013978507,0.3511375636493471,0.8336030723603887,0.4874492304119395,0.01786690183039227,0.17870337209477843,0.5835901880828098,0.5412310095252265,0.5184127823509692,0.6372985018524847,0.2379843338639718,0.6425136803150652,0.7325899065031696,0.7780766764866885,0.2839501343297229,-0.0984416072791878,0.45267456097042974,0.5090488246189377,0.5964348268676406,0.42561627863650037,0.4598804024394819,0.03857733707970982,0.47704339109914884,-0.4041848012931479,-0.2083917657156067,0.8072512438917699,0.14572824859761185,0.2780163795130847,-0.3009867774092344,0.8213644295765193,0.5239581392858931,0.2285340455824175,0.23928390533511304,0.15934517207769222,0.228040688778282,0.0013057157701762002,0.1964522482815102,0.6716443693888831,0.27445778748403915,0.6697146649076449,0.2655962884530233,0.8274503140095286,0.816806810772875,0.22157772238380144,-0.10198438690973766,-0.31716135039618276,0.5595971679941136,0.13559374241300345,0.3574416413385998,0.3519938633428284,0.5574696424312163,0.7363172615390726,-0.4401879346958701,0.10154066240864265,0.7224255956673468,-0.14844692796904288,0.23217622395837273,0.5104529852205087,0.5921042789172634,0.20808745855040003,0.2868408099859627,0.8249680288267339,-0.11790108696904016,-0.22092688197353005,0.645434396430592,0.6455771525625128,0.20861034413010615,0.03311944339008791,0.8192670722575484,0.6051735657754186,0.16303161963413426,0.7220119881490726,0.6141823936698118,0.5515412732720368,0.6346056303763644,-0.11497340891847023,0.7277528116303298,0.8054247224812509,0.10747894666533916,-0.3244343246438701,0.7128774737457435,0.4727609798215596,0.455946317620983,0.787392006264599
Cuneus_R,0.019922345228579094,0.24774188714674103,1.0,0.21529437505646498,-0.06251406441468432,0.5671318563983997,0.4253485103753509,0.18921800678161546,0.07975121853899711,0.12399939493421916,0.21473618398363348,0.1774956964755538,0.13791320994233272,0.12238738929040355,0.05015944654980198,0.1215575902615099,0.24802743823068651,0.21713599686040577,-0.11798542857009434,0.19091286442008876,0.20955092672535444,0.45733621001373703,0.6224196534969126,0.02541188668808272,0.39438049095546085,0.46045149821432846,0.2993817960878787,0.4780475711186959,0.24028435357968267,-0.024640072846094672,-0.06291648506251202,0.18248431569675078,0.629634758998138,0.23837189157376865,0.08531819609830651,0.11723531376687334,0.704645508543305,0.4899884596931453,0.1783861529311876,0.26736062546174205,0.3591328541676904,-0.09911882816943092,0.374501524291096,0.15221990492780074,0.11036473114683942,0.4487272287635703,0.5434427546467849,0.2999454486749894,0.21050158157436458,0.28068871344687624,0.4156690062373258,0.3553652383842689,0.4574996342437587,0.2604668036778021,-0.09493059008050957,0.004395828510083057,0.2906064314818049,0.21186160239648605,0.04004460025409222,-0.07801787432645302,0.2063074872600914,0.26147039600767813,0.07700181169827476,0.10289763180504213,0.6107586127563508,0.2702512278409982,-0.06387100984523048,-0.010628711277234075,-0.018308615027610727,0.14341166668964375,0.009312029106734513,0.42609699136325097,0.1818055400226677,0.23339186300897827,0.1892761862652911,0.4471333142220816,0.0021829850943218755,0.30255128874116977,0.027566206101343013,0.21528438726630572,0.3064099570651385,0.2805783772117445,0.01362360143770791,-0.058618618670619085,0.01116861467607898,0.34160702776040613,-0.16218453632450877,0.19951404468717102,0.4406694202769827,0.56447512808656,0.36127199310249897,0.02730695467929372,0.17922957277974205,0.05807141234089992,-0.06448420310079812,0.08611951368458208,0.35103902829787237,0.5206674900054311,0.06251919017605417,0.26190187274954535,0.10727077235756838,0.28756829236933795,0.3425459002175117,0.245734042800353,0.012165739649009953,-0.10156052326761317,0.0038036436186629163,0.2740272918851832,0.21646991773843663,-0.015248655220463696,-0.03867103800950456,0.33096208327681037,0.5574543491727902,0.48154590952440757,0.14739748933958002
ParaHippocampal_L,0.4531259111287853,0.725508259525234,0.21529437505646498,1.0,-0.1685627250209531,0.10838728964404007,0.30852514022549743,0.746902521824894,0.2242693518639833,0.6603710133485459,0.6949129265259133,0.22804913218439946,0.738209203128432,0.3530273891537507,0.005152036865487502,0.5954055809304779,-0.05405218256795633,0.3829080585143505,-0.15253444999216112,0.6961988539594532,0.36305439747399915,0.38162048718991887,0.3120019758782852,0.6188533515407744,0.34575632261880784,0.33163975105141646,0.4148074335806897,0.333018464950773,0.5163222649520272,0.27451950730260644,0.5498755902290741,0.684678140391855,0.30025961246255395,0.750475575265126,0.4672789505027007,0.046128357811490925,0.04129828335736757,0.4918417841942612,0.4806323727017618,0.41609878409417894,0.6853284308451272,0.21887245569257768,0.5618156183307127,0.7479109264575513,0.7038633927297575,0.4073025811025571,0.020281725042165726,0.3765876664520542,0.5598760587991688,0.5094378141172511,0.45985365488961666,0.3778801341784763,0.16131272012827733,0.3916982888844808,-0.339308508112679,-0.24722414275452326,0.745915897555733,0.00844889303746821,0.22765952359927605,-0.3363546459294982,0.7449696466373539,0.46054786554548527,0.2293425116274268,0.3777025594487268,0.19036789899771323,0.24692848860375735,0.0017734634835460848,-0.06891815278243313,0.5135408344475104,0.2852253699794381,0.6316444830377276,0.2542564464395153,0.7040415614557196,0.694077028236865,0.22433943817011123,0.018740643617373806,-0.29223513655915156,0.47770439509249385,-0.0004380600226265211,0.468185714801571,0.30070563464200273,0.5860364053242283,0.742602006477723,-0.41032358397239094,0.09829653996208866,0.7346575519128905,-0.2660833415339141,0.3014302490869508,0.37602858287692675,0.3686191748623003,0.32526121465917424,0.21653410774826345,0.72953021754088,-0.19907857560101105,-0.3058594453222475,0.6615135930616971,0.6668351617877407,0.22461824067622568,-0.08257643078626459,0.7986358381231504,0.7434069957633197,0.316290514745128,0.5900075545416246,0.44399575884879494,0.5248283036826088,0.5026887776416972,-0.2888451354127148,0.6003544890305444,0.7170031271584318,0.10460245935508117,-0.004340107864685329,0.7108621213712781,0.3674810817159297,0.3984319290923283,0.6108674630793897
Occipital_Inf_L,-0.03914807850035522,-0.11582932547618392,-0.06251406441468432,-0.1685627250209531,1.0,0.016871159699948804,0.11189755286130026,-0.13034627226048337,0.07360084661567114,-0.05041656962549262,-0.07974956544671684,-0.2064991704195751,-0.1279832698090177,0.048630232172162016,0.26350968078800746,-0.12465759617988038,-0.06168448693791146,-0.05617935501969537,-0.07433158053470443,-0.0757925402856161,-0.057846296676963095,0.11743181364568499,0.05599887672951805,-0.09589033738784354,-0.07655144546815344,0.10364755040805555,-0.027310988063813373,0.13022185875551986,-0.020320950850875482,0.03125251330127432,-0.08577476923075215,-0.21329745725348367,-0.08268594575683322,-0.14890129988694756,0.005074747593601562,-0.11779233462519856,-0.008665627291296543,-0.037110846428902534,-0.044781826522616544,0.07101201727513427,-0.13340068533764768,-0.15216389355718446,0.018993094031575543,-0.22809259513545457,-0.16025219655174686,-0.12196930094140335,-0.07289873556495209,0.07037837881775748,-0.054989940229113944,-0.12830873945364116,0.05229590202711193,-0.12586274138678455,0.0031930972265604937,-0.003470788938815889,0.268897672230517,0.3222894800052228,-0.0792379032133025,-0.07253066540335651,-0.08855825239743856,-0.011900049463676418,-0.14350247983411898,-0.07469414689356964,0.1620343595573191,-0.11202810376328665,-0.03516426316855969,0.06630948127457761,0.17885977617138457,-0.11408425903546883,0.031971843900929484,-0.2820309653918513,-0.07651842564860907,0.08980556103183142,-0.06806185372757885,-0.18092955281195952,0.04909273020374789,-0.011609425345073638,0.15370457278478267,-0.1834511716159943,-0.004570706318348585,-0.1139178038082755,0.026739818037524087,-0.28106487445083317,0.019975533165053107,-0.05758360771872957,-0.09335693842099162,-0.20698674413565976,0.2337489336771795,-0.09016341886576462,0.11689537226028061,-0.025719310270332987,-0.031470960464774204,0.0036635610544451793,-0.1542106431767382,0.1333225068163177,0.2599977845868853,-0.2137885068919236,-0.0847568510540502,-0.010509897286082759,-0.19967607717662791,-0.1353496810949488,-0.1756544043626951,-0.0068814628763048235,-0.02768381581925756,0.14376304403452686,-0.05946590878092495,-0.1253071591805978,0.13015975073315936,-0.018502421182418054,-0.11558526440850415,-0.03965238142459133,-0.11286320074104518,-0.1524936336006048,0.08663171810409417,0.08475208865394758,-0.1537557700903778
Occipital_Sup_R,0.17812182974298232,-0.001028528356734709,0.5671318563983997,0.10838728964404007,0.016871159699948804,1.0,0.48125348312956423,0.009227052685178386,0.32384149114483635,0.18830087834860604,0.3023992980016702,0.3435532830539173,-0.03390371506909646,-0.21993136685772158,0.07493702246283548,0.19528924743335607,0.2672641725097865,0.13959169818980474,-0.08094466140913048,-0.015453045893273442,0.3929385384787578,0.5567657680164554,0.8127677315325779,0.03995737065803851,0.46542975402701176,0.418520552304024,0.3550321682923463,0.47589689938789814,0.1749265783469976,0.08468618541772731,-0.21263840208089838,0.015158395592399405,0.5992709073860346,0.08736976467808683,0.08221256674971185,0.1610720006724999,0.6748930368979241,0.5876320901973886,0.229469320131969,0.33740741774408034,0.2622775415776879,-0.15956907556133143,0.3145791364253137,0.13034626436523655,-0.06975041865268411,0.23738891907563914,0.8879361992131737,0.4956647872840045,0.15616685407743158,0.15629627746343264,0.5433461488692629,0.33829566453880844,0.9130747939901633,0.36612349732518107,0.11121958160201537,0.17958157684086942,0.19148804284141063,-0.012804630783695661,0.012515481182472553,0.10935664809971192,0.13984496410540007,0.263342161592636,0.07420475703598456,0.08483557702516475,0.7594366074412036,0.5730990762884318,-0.25855750483192713,-0.2580774870433281,-0.23672633146897007,0.0910743696406898,0.022006292882747493,0.6171237204509297,0.1328793438692728,0.110362558184853,0.11521268640103292,0.5752487902786017,0.05047459228673492,0.23837314652035074,0.12285713567296389,0.21314502041310388,0.42910506658563463,0.0506669246177927,-0.066605668907243,0.15593867080666435,0.21648524843313882,0.33207967046320963,0.008176107227102318,0.3690945146168195,0.4983855080820124,0.4383534122468364,0.5920192296578399,-0.01973165919509726,0.05121225521116998,-0.05713238546469423,0.04696095507568663,-0.09071963777928983,0.3086414614611259,0.8243933896678459,-0.08285742179788273,0.10398510308620859,0.017964093454813045,0.2711377379535113,0.14506856835299412,0.24757623009153684,-0.17256238357119713,-0.10893723436320127,-0.04581163785289222,0.12337366978193255,0.02878265140762719,-0.06789227898597437,0.2607198350593078,0.31203305037908685,0.6640814268684253,0.643415259357591,0.03273624520372265
Precentral_R,0.3445779204880865,0.4419070848188191,0.4253485103753509,0.30852514022549743,0.11189755286130026,0.48125348312956423,1.0,0.37613790843916134,0.31486236021666764,0.496107362943896,0.4533172841872112,0.3459029728525365,0.19715542821755414,0.4075111634407178,0.21406894062094917,0.4305114340543144,0.37018369008049345,0.5063395630939623,-0.38442366185749044,0.40749005531965726,0.6761805651339472,0.8940469146830711,0.8214006113321468,0.31931727443490643,0.7054938859505702,0.9490911713625166,0.6990360099188831,0.9569854430917538,0.769334152188352,0.09055017746366688,0.11548958961407838,0.3121034087948963,0.7017535979669298,0.474101298809331,0.4640979307916221,0.009881516471203498,0.6347583406579096,0.6893298639965381,0.5389041179140691,0.7492219971641233,0.6006285641385436,0.03436056497251219,0.8155319469622646,0.3714334967575521,0.17766424501711678,0.41047400653894456,0.4202788340693161,0.6790217653168252,0.6418664454427223,0.6159235849182617,0.6295818539414764,0.29237722954725026,0.38669280762890473,0.6467226753015568,-0.012393754794526911,0.0031354626760871284,0.39519868887511217,0.24321699804528377,0.4143420589527567,-0.08808297522428925,0.4593225809122051,0.7838524905317303,0.35071096004352964,0.08368042588497811,0.6465624154277879,0.6186541028258844,0.04448909780658021,-0.1360280714901628,0.0984538585401519,0.19189610367179613,0.38310505876609213,0.7898438804019549,0.504733478381782,0.4299950993067281,0.516835433351531,0.4100894503662273,0.25182485759860007,0.4432828584576837,0.1762119248369157,0.3590496834911868,0.7825718545372983,0.42311348897655227,0.2946612938425906,0.1443471940008279,0.2503568446491622,0.5981700386113962,-0.02338101992817861,0.26940750053988727,0.8317615425215874,0.7442844221706381,0.3885468927148158,0.3807113351151485,0.38718579653992685,0.33796000305476503,-0.0013912117842906947,0.09763129241811282,0.6349445239303577,0.6126862748891629,0.012135365773453984,0.48965815907220767,0.3591753796140981,0.4809319920484021,0.683809138270707,0.8199816253817541,-0.06103446962727026,0.28723463155813517,0.004282140446031074,0.7460961763996548,0.5916945462166702,-0.01737406396090547,-0.042085923810035154,0.5978788324862384,0.8366522793134178,0.8860299373898113,0.32576062331873795
Thal_AV_R,0.35952376497982996,0.8681218725283977,0.18921800678161546,0.746902521824894,-0.13034627226048337,0.009227052685178386,0.37613790843916134,1.0,0.2384591123637483,0.6557735396055415,0.6278542639670001,0.023797990934464153,0.693488668822695,0.41701962536971066,-0.14989538621879495,0.5927097692265855,0.046100437757950474,0.44281794982228445,-0.351713686356956,0.7917521820859911,0.3749670042634935,0.41659035953030005,0.31184661352068516,0.6128484023364437,0.4408581171582387,0.394817986178567,0.3532252559554176,0.42875021976679717,0.5298245018597476,0.17775880551311404,0.6180489979914771,0.6718559153740683,0.34663192464723896,0.816970071549797,0.4587615881758816,-0.0061068180415802436,0.13521622255030472,0.5299813662768669,0.5138044401323111,0.4993477797093527,0.6069497280638567,0.2139496648382697,0.6064096011304277,0.737544672232664,0.733063359798348,0.45026079358016285,-0.08816942670048329,0.4565964236201454,0.5045487759551913,0.6166254317978231,0.43159864511585583,0.3772205511985146,0.0846088702916338,0.44043858307156936,-0.33845178620366273,-0.2403291056797561,0.8067671410306153,0.009515218802623378,0.27545417902344543,-0.29275918046777083,0.7498618088936795,0.47227893624900513,0.2777399118662837,0.2982429476096915,0.1232457952602741,0.22811467463649793,-0.007798697971545308,0.044058027579796204,0.5288477478298129,0.23514000602943988,0.6775742376392236,0.2289995513129731,0.7767010404162131,0.6873024740114825,0.12854274688101328,0.017133491521697183,-0.3282549694956737,0.581465610527557,0.1758385039104997,0.5473876079755264,0.3339634523762169,0.6235326623198324,0.7187802292037209,-0.4098107182583493,0.1514766103859121,0.7038037482704967,-0.20350521105954006,0.21930855115440764,0.4273100004339442,0.4943167727889293,0.22924486712566094,0.16066872609415106,0.6873763564094952,-0.2311608436175919,-0.3478476187776487,0.5967583198356575,0.6153398205375497,0.15904543330259546,-0.034503442039155494,0.8053493980295477,0.6592132696202514,0.31893503298953985,0.6576358751921078,0.5803846696785288,0.4744224143888695,0.5799390011605291,-0.22152774281388943,0.6636701667589668,0.7994332894438589,0.031118139992067785,-0.16862470666790227,0.6656584972314512,0.4019911392570734,0.3894490934916739,0.7520607093482632
Thal_PuI_L,0.10504442764703273,0.26660556715400346,0.07975121853899711,0.2242693518639833,0.07360084661567114,0.32384149114483635,0.31486236021666764,0.2384591123637483,1.0,0.24786378168902218,0.12468355354915166,0.14179326690360725,0.027153428040478277,0.0728414360218082,0.08701372458228215,0.22390870880061692,0.0705993860933098,0.23496507800594796,-0.13229591508620733,0.2071240394064962,0.21478830895002482,0.2592891154715081,0.3301756996931218,0.3339981366523584,0.4400796878975128,0.26756388184245944,0.1049116981106449,0.2691424416688677,0.299209204436948,0.3367190691061862,0.11431335760058639,-0.1748895650972407,0.2787993480583443,0.3222342911855424,0.15699611799736124,0.14505300288758136,0.3652125294423908,0.40742242965447606,0.14294135615749753,0.2923547718414024,0.2826433680832566,0.20268295100987777,0.36015135720019,0.33328030567344874,0.10425905061729249,-0.23195069702822474,0.33971256175039244,0.3233360145419384,0.28624538926878107,0.28068931710674466,0.2783171670105015,0.06476267622170827,0.3022525782210929,0.3310912192365708,0.036272587521370483,0.20582736388246048,0.29795758105760534,-0.31566196630628096,0.2459008861014087,-0.06465544018054734,0.3115024541890715,0.3219312361910289,0.18267546620851224,0.13591408210128103,0.3801667086942507,0.181349841417661,0.048275716734737004,-0.32079254271529933,0.20461199285647735,0.18219509786818666,0.4962689521395904,0.17662626548451818,0.48504444747652087,0.35891913401278996,0.15709239381961634,0.032355236814718115,-0.04221599319872812,0.25183602284071616,0.387088125343769,0.07047038381344264,0.2778235303040176,-0.12417795483843991,0.2760050241953562,-0.016327197062840044,0.4319499609337104,0.3308637051584418,0.04944803571510347,0.13877066272955058,0.17233097856509064,0.2660702890795531,0.25761008351539233,0.086884081062508,0.313984727747306,-0.09327369436089553,0.3176576457491053,0.1995831581409462,0.3291445763193564,0.3022847288194605,-0.18002916324993679,0.2758923800921391,0.18362273105129037,0.08060596857161431,0.3153218046369738,0.3044834789168472,0.1370257276299423,0.3766120521028363,0.03886755665480101,0.33004347774500875,0.3115513205468302,0.08034433601917156,0.011149673089792473,0.3118848990475731,0.283064641069243,0.2529506350145848,0.26501602835890664
Fusiform_R,0.5916539981945815,0.7290549142540662,0.12399939493421916,0.6603710133485459,-0.05041656962549262,0.18830087834860604,0.496107362943896,0.6557735396055415,0.24786378168902218,1.0,0.9131092746803252,0.2558118399976419,0.4148892654478739,0.32742227866445384,-0.10968509695631329,0.877922463361711,0.14425043726494718,0.4330115345542877,-0.3688966740918313,0.6395915850243102,0.5896549759967882,0.5653388643865238,0.44526553227921295,0.6359895734747745,0.42948014654308,0.5219008215496824,0.595292127799914,0.551622762716458,0.577730195654574,0.16972858765371704,0.5952061449459357,0.4736856618217919,0.3039602765836935,0.7216780383692409,0.4719664173855299,-0.024107541028636163,0.10134697054709825,0.720662131863101,0.7531837830252737,0.6715310444358158,0.5688138195249091,0.11163433488028777,0.6072889265711863,0.6547459255963625,0.7000424409951953,0.21309944344941184,0.02514325784381091,0.6212769665193306,0.45631469895877863,0.4744579815797589,0.5820115204457326,0.627740264608883,0.30790376431790745,0.6547607536099896,-0.3284348823467631,-0.04684668759794399,0.6781668626335491,0.23215703220213274,0.2758086547639266,-0.14080537843506505,0.7444748650555685,0.5232845567250739,0.18065552848269137,0.23017669706630434,0.21559637824820327,0.55456828864141,-0.035859471284997085,0.18069781978202332,0.48540579234149145,0.2213041677444769,0.6158668284497315,0.4528207874786085,0.7612093757871619,0.7139874601041549,0.17046027670259592,-0.05972190084926387,-0.21282174372464827,0.5666878211861268,0.20535517284675014,0.4057951449780967,0.464672621698413,0.44886786211276525,0.7022104535866082,-0.2881485592186926,0.15898102676333173,0.8201011227228812,-0.0275409919984742,0.4794125575409827,0.6754371308219281,0.5902396250282747,0.40653479526237296,0.3745260686824682,0.7512777693362229,-0.20244912998974363,-0.2663896701992116,0.44261865303307724,0.5866119145346589,0.41259048686835803,0.01899287117661158,0.7586135218083823,0.5783768900989652,0.22365208729086697,0.5637105257554743,0.611127279915269,0.4527971197343444,0.5662114394180193,-0.13049345839833093,0.6158721985305702,0.7263009559174605,0.18691224511885082,-0.04489267918707693,0.7591187297797176,0.5993723006501112,0.5738429238859434,0.6716661757772963
