,Cerebellum_Crus2_L,Cerebellum_10_L,Frontal_Inf_Orb_2_R,ACC_sub_R,Vermis_7,Vermis_3,OFCpost_L,Olfactory_L,Thal_PuL_R,Occipital_Inf_L,Temporal_Pole_Mid_L,Insula_R,Cerebellum_Crus2_R,Putamen_L,Cerebellum_3_R,VTA_L,VTA_R,ParaHippocampal_L,Frontal_Mid_2_L,Frontal_Inf_Tri_L,Thal_MDm_L,Thal_VPL_R,Thal_IL_R,Frontal_Inf_Tri_R,Frontal_Sup_2_R,Parietal_Inf_L,Rectus_L,OFClat_R,Insula_L,SN_pc_L,Cingulate_Post_L,Cerebellum_6_R,Hippocampus_L,Temporal_Pole_Sup_L,ParaHippocampal_R,Pallidum_L,Red_N_L,Frontal_Mid_2_R,Cingulate_Mid_L,Parietal_Inf_R,Angular_R,OFCmed_R,OFCmed_L,Vermis_10,Lingual_R,Thal_LGN_R,Occipital_Inf_R,Fusiform_R,Pallidum_R,Supp_Motor_Area_L,Raphe_D,Thal_VL_R,Temporal_Mid_R,ACC_pre_R,Thal_VA_L
Cerebellum_Crus2_L,1.0,-0.4549764819859623,-0.18103270792874726,0.02250329645850758,0.16913595448296062,0.003990240808179255,-0.12361716197052108,0.031671260641392196,0.07341849757178928,-0.11779233462519856,0.17924037360275558,0.012485840906657665,0.01825664755242801,0.01645354257291385,0.020110240401239952,-0.036292790225670335,0.007801041821745196,0.046128357811490925,0.06983822976405041,0.07245698981040088,0.018020630788132815,0.1333758353282009,0.04766107637558861,-0.03679258874531708,0.1193971353486467,0.16587967765383993,-0.009167503256212841,-0.19178308208444309,-0.08790964808514685,-0.04464605769776472,0.035220660586115005,0.04825610499810609,0.09654582911600804,-0.08667996022909719,-0.0541995863667582,0.05217384762325362,-0.06057050314030538,0.02661883360171957,0.24347924519439848,0.16537662756708724,0.11781040885811474,-0.012638075814126508,-0.12709426578562968,0.2609144621043199,0.04727293939905851,0.006468168218957046,-0.10624774604148857,-0.024107541028636163,-0.09152406464824996,-0.048452952185977304,0.3219518750482405,-0.08163181593125024,-0.19345906779623093,-0.09824888418159708,0.014912794954066912
Cerebellum_10_L,-0.4549764819859623,1.0,0.420597743712094,-0.03740210063201759,-0.18111104513628504,0.5172073184684047,0.4741752840729459,0.47517958422608736,-0.1520538215246167,-0.01646956033936359,0.16311418912906042,0.418529237831828,-0.013550054102972527,0.5415319250029761,0.20849669111886457,0.4727463496361989,0.49753254891321586,0.44504792926608,0.5317641732924667,0.3998494376794215,0.3152608804141295,0.1159839522676085,0.5469878908374503,0.45686738033133434,0.49427994365621075,0.0789241225919281,-0.021715719178239584,0.08627868699407241,0.46670429736209157,0.5213444054289686,0.3151398313773462,0.3522205584823214,0.5569261333629568,0.5255723798461714,0.5404993912953892,0.4649068939056334,0.5560860221647012,0.4858646310690904,0.17108441299886043,0.19811393386617215,0.11428353687237701,0.20472959198291177,0.23892760407275238,0.010223308983082987,0.26503689638450434,0.24498182065536114,0.08492926222655119,0.39475311625733706,0.43817173588470104,0.3475387077934036,-0.16015762522142735,0.33625198617467833,0.25458670520972565,0.4048043387282962,0.41242786323142866
Frontal_Inf_Orb_2_R,-0.18103270792874726,0.420597743712094,1.0,-0.13453050548640377,-0.1048263875734079,0.2183549551483073,0.41756776820731056,0.25677747211494745,0.09976162037779622,0.1620343595573191,0.23237015395639976,0.43546305073966335,0.20810706107788693,0.41796259894990007,0.14606397276219255,0.26497976654255007,0.2471979133175284,0.2293425116274268,0.44624841021941514,0.40289893935467885,0.2282494954640283,0.18168158387709404,0.3299964060703412,0.6395029517591158,0.3551894809756114,0.027685476578282398,0.10990361841323651,0.6897101928031649,0.3940758474359901,0.31755673734380674,0.18795515393872733,0.15421264011822497,0.2933039340469704,0.40587073363422094,0.2839998508249287,0.36323127754321616,0.32214418307037423,0.5630657011274524,0.12266360160469052,0.1255190011073276,0.0927943800567173,0.20800620875107675,0.19667698222963478,0.01738153804202239,0.2073798615446875,0.03487715849304507,0.13382151718518526,0.18065552848269137,0.28162747659736753,0.32037185486443676,-0.08050103709639542,0.16766730656988751,0.29205078402619467,0.3798144363028334,0.26801785389500604
ACC_sub_R,0.02250329645850758,-0.03740210063201759,-0.13453050548640377,1.0,0.298313657048127,-0.0525191071592377,-0.1163018327744297,0.09329175147117892,-0.13091347376748078,0.2337489336771795,-0.050631051733862155,-0.13638375031013553,0.2947820790406503,-0.18425735533459092,-0.12797309748210917,0.024842741380432732,-0.08362863584144717,-0.2660833415339141,-0.10201014181688353,-0.11648261831626373,-0.18640888300406955,-0.17698595822731866,-0.01615517931724633,-0.03897229284168928,-0.178229038123916,-0.06396451435196873,-0.1136527328068259,0.1457315712855749,-0.2812818238074269,-0.16890566509074548,-0.041361445867684456,0.005208896397409793,0.0010038791059825618,-0.004065669670780942,-0.0539941808178203,-0.38057008888818145,0.014382114052908502,-0.16140271946838988,0.009254636737801126,-0.02971066257366821,0.01866165345505442,-0.051477355303994894,-0.11021566427198586,-0.018342265026421983,-0.019283730345833278,-0.12056106425577838,-0.15965056141381107,-0.0275409919984742,-0.31450901386754465,-0.018903247349202186,-0.07323322530717236,-0.3434927310110007,-0.0182858674854601,-0.06599616176301414,-0.10559449663751569
Vermis_7,0.16913595448296062,-0.18111104513628504,-0.1048263875734079,0.298313657048127,1.0,-0.10614171440905619,-0.04543209825306997,0.0652848009016659,-0.0038964876129501105,0.13015975073315936,-0.09915493738164438,-0.1075880183159328,0.11261378244343274,-0.21255404835293046,-0.06405762203589337,-0.045265129988424975,-0.17491283071668862,-0.2888451354127148,-0.12007479496346232,-0.047087042683969814,-0.09520888702553086,-0.07997602325143949,-0.009116422485518517,-0.029972973357201716,-0.1412204925512078,-0.019687388627703452,0.007634955551831962,0.023422574658918224,-0.21393277134352204,-0.2037808060920107,0.05462601528800664,-0.16542748099667118,-0.07869170125390841,-0.04881983691277013,-0.14968910932487972,-0.23026763817153337,-0.09172701727893491,-0.10153637131629777,0.07798654394129215,-0.03195983289214509,-0.07579987706069008,-0.07637537101740076,0.027282782091002215,-0.11049062722984923,-0.11463710261096127,-0.057326567787295196,-0.11562392500719204,-0.13049345839833093,-0.3004758949057539,0.007492055173902174,0.13533188831787532,-0.29845356596271677,-0.14051756350704045,-0.03445372491231194,-0.044228838863273646
Vermis_3,0.003990240808179255,0.5172073184684047,0.2183549551483073,-0.0525191071592377,-0.10614171440905619,1.0,0.3216095242662284,0.44801350907869103,0.16263837732021774,-0.1524936336006048,0.2959860614758598,0.6947751133376343,-0.11997884286505833,0.76469789740265,0.6547349270424074,0.6916125254026229,0.6603408572073592,0.7108621213712781,0.8029878119575157,0.6778945419767052,0.6621222702333776,0.5918136176628546,0.6329883258226378,0.6672302325473519,0.7328440198032681,0.6090785958576544,0.01690938448118507,-0.27896197334433487,0.6179051596882917,0.7319664517859251,0.6676430524247369,0.7180856691177522,0.758545078460526,0.38509101571971527,0.665857702098311,0.5328557963447269,0.7007339894546611,0.7313468367770062,0.5937161109703656,0.6814293548650352,0.6186474606476038,0.20920052910623704,0.2261965705466448,0.5309920831891851,0.6665090043680847,0.7103712986223449,0.21845494602623075,0.7591187297797176,0.6514324223365371,0.6282869232642566,0.307376958688214,0.5694372504411387,0.48150323071464596,0.3030348620961961,0.689125024582338
OFCpost_L,-0.12361716197052108,0.4741752840729459,0.41756776820731056,-0.1163018327744297,-0.04543209825306997,0.3216095242662284,1.0,0.5739485274104525,-0.08194238858406244,0.048630232172162016,0.2974756724968921,0.5691707456190929,-0.15864151479883906,0.5643755332949424,0.11377925222333855,0.22255101073763364,0.30970712889992097,0.3530273891537507,0.5485921576777109,0.5275596308623203,0.2686279214029993,0.025124009527830823,0.36900246026381517,0.5601967576271318,0.34061475991841417,-0.06831612380276006,0.10687513927591752,-0.058116375247881956,0.5558935112809368,0.3491814998078909,0.2476647831638416,0.2952680316564642,0.4625064521139489,0.6887870809868233,0.35343059966858514,0.3001128288257873,0.39486622267259985,0.5582052459703792,-0.06455012206545127,0.12012762212727228,-0.09667925646084989,0.18662294381882236,0.2934051176457768,0.18927906142544332,0.285402248571985,0.09310459883114722,0.06300501738288551,0.32742227866445384,0.48478229228821335,0.4639246076803157,-0.21998095420601302,0.30587902000482864,0.1690812899013247,0.6217323440281849,0.4006887387915839
Olfactory_L,0.031671260641392196,0.47517958422608736,0.25677747211494745,0.09329175147117892,0.0652848009016659,0.44801350907869103,0.5739485274104525,1.0,-0.33171749856672195,0.031971843900929484,0.502560799398647,0.36102592108996456,-0.0175948808616338,0.5474021090378384,0.1471688034048057,0.49745133639174555,0.59477164532288,0.5135408344475104,0.4695266208229542,0.2494621284619337,0.242450429290906,0.053905562312627435,0.6091564602960473,0.38680961317517804,0.37590412026971504,0.05354906346662458,-0.06387296985095564,-0.1648160413371489,0.2956463910542739,0.4736007954134482,0.1634577844441266,0.4037180931309309,0.6921678465574042,0.23608100928259504,0.6447110006197443,0.41303493375402284,0.5966297987470233,0.34421381584241806,0.10380053978728078,0.15109246293568318,0.0688913554801073,0.34114177716571675,0.0679703648302355,0.04179090330687749,0.2031879962543314,0.17379490739563197,0.05327012651558582,0.48540579234149145,0.40867115641726015,0.15599115608190636,-0.0643947082832386,0.18991748779700643,0.053605547724427285,0.12460762825465423,0.580722446459279
Thal_PuL_R,0.07341849757178928,-0.1520538215246167,0.09976162037779622,-0.13091347376748078,-0.0038964876129501105,0.16263837732021774,-0.08194238858406244,-0.33171749856672195,1.0,-0.011609425345073638,-0.25175226589976146,0.25713128921315753,-0.13949179742797252,0.00021574453650576494,0.055844620662091005,-0.17425817072264813,-0.1899380469250684,0.018740643617373806,0.1517276032010323,0.3566209719155365,0.24853551824679937,0.2704686538478401,-0.12419934253629994,0.26569029153834245,0.06215013353374679,0.1924711932746379,0.07111004523836817,0.07944159154792015,0.31293170400832515,-0.03155584396176354,0.4367823593553913,0.0694030929009194,-0.19465462735176914,0.18529341609387157,-0.2526826467814581,0.06011449220838015,-0.13728680085636538,0.23773089980072323,0.23106207278203889,0.2346929793363963,0.3668587665608225,-0.10154088636730514,0.133055703700275,0.2097853598890826,0.34416997553175155,0.17319883006277317,0.02223920285479941,-0.05972190084926387,0.1541550983095991,0.3532184498566342,0.22249165368686083,0.3376623434997211,0.38153411014678634,0.22325368377266547,0.025333827385073657
Occipital_Inf_L,-0.11779233462519856,-0.01646956033936359,0.1620343595573191,0.2337489336771795,0.13015975073315936,-0.1524936336006048,0.048630232172162016,0.031971843900929484,-0.011609425345073638,1.0,-0.05946590878092495,-0.020320950850875482,0.3222894800052228,-0.14890129988694756,-0.1834511716159943,-0.09589033738784354,-0.16693653201472952,-0.1685627250209531,-0.0475565228114514,-0.07469414689356964,-0.28106487445083317,-0.04484754352697194,-0.1253071591805978,0.14376304403452686,-0.13340068533764768,-0.047072889620524895,-0.004570706318348585,0.268897672230517,-0.054989940229113944,-0.22809259513545457,-0.07655144546815344,-0.07974956544671684,-0.1542106431767382,0.04909273020374789,-0.16025219655174686,-0.15072488298106235,-0.1537557700903778,0.018993094031575543,-0.057958021606046635,0.05229590202711193,0.04619427239171712,-0.15216389355718446,-0.06168448693791146,-0.23426623458493812,-0.037110846428902534,-0.17712825844092794,-0.19590948590110416,-0.05041656962549262,-0.16906383903046462,0.10364755040805555,-0.09335693842099162,-0.21329745725348367,0.06630948127457761,0.05443479119548558,-0.0757925402856161
