,Parietal_Sup_R,Pallidum_L,Vermis_10,Thal_LP_R,Parietal_Inf_L,Occipital_Inf_R,OFClat_R,Fusiform_L,Temporal_Mid_R,Frontal_Mid_2_L,Thal_MDl_L,Cerebellum_Crus2_R,Temporal_Sup_R,Frontal_Sup_2_R,SupraMarginal_L,ACC_sup_L,Frontal_Mid_2_R,Olfactory_R,Parietal_Inf_R,Precentral_R,Thal_AV_L,Raphe_D,Rolandic_Oper_R,Lingual_R,Thal_PuI_L,Cerebellum_10_R,OFClat_L,Precuneus_L,Putamen_L,Thal_MDl_R,Cerebellum_7b_R,Cerebellum_Crus1_R,OFCmed_L,ACC_sub_L,Lingual_L,Thal_VA_R,Precuneus_R,Cerebellum_10_L,Calcarine_R,Thal_PuM_R,N_Acc_R,Thal_VL_L,Temporal_Sup_L,Frontal_Inf_Tri_L,OFCmed_R
Cerebellum_Crus1_R,-0.1408324960762074,0.27464239725185224,0.14066503016465096,0.1038662650840938,0.15277753221414203,0.27492584183019414,0.04303649662651484,0.18318191957929567,0.416662860022801,0.35290301974199506,0.22636930841665978,-0.05761803397987799,0.44352033039585914,0.33791105547211236,0.25433341653023894,0.3233249747670823,0.4212566238308048,0.19876972397443618,0.15721827468423447,0.3807113351151485,0.2868408099859627,-0.03469981346552062,0.35417468794387597,0.2663053962759757,0.086884081062508,0.5663731510947346,-0.14332243056873784,0.2248026675606293,0.29857215509129753,0.24292816680120158,-0.29589918853339364,1.0,0.18494825864512707,-0.014335588230110836,0.07571788299482198,0.3114642867285225,0.32086523376529485,0.5112927906497649,0.08254355128764934,-0.02632574662441,0.33563540969492467,0.30245142584948004,0.36359152126889427,0.42893627455522154,0.14599274281867303
OFCmed_L,0.050825914213674536,0.20166059312756038,0.25861389792943373,0.02632073337357571,0.05974148376882552,0.0566583504059043,0.050956043689329295,0.07283621091933043,0.2854456585029534,0.3022351790932016,0.07581795169623044,0.04900236307023401,0.3547009767853813,0.16921250280117453,0.16479845222868303,0.23450807048191585,0.33214482051872657,0.00513317480977629,0.21086938964164165,0.37018369008049345,0.14401239673578276,0.02108499152547282,0.3545586406154872,0.2835084092441895,0.0705993860933098,0.2892112451147691,-0.24630630776682025,0.3504763377066342,0.24663084674571428,0.13359526273748282,-0.16609786084242076,0.18494825864512707,1.0,0.04878096818366972,0.34004021273361584,0.0375248507038818,0.3787347767027278,0.23892760407275238,0.4271077199265827,0.07710379451772557,0.07215872199680742,-0.012663620203901955,0.24635398851574597,0.33736094921094445,-0.013378382044040713
ACC_sub_L,0.0737618006144194,0.4418677486477466,-0.04580423104572654,0.13923811505053063,0.1292253512676343,0.11621607507067576,-0.1319255137439974,0.12447671228490244,0.10157242001310544,0.11188895491597155,0.30933761028103873,-0.19005593065827914,0.1267144418063344,0.14726511130314932,0.09099991902894951,0.09459999421514405,0.16204991196458388,-0.03556020019735254,0.10079557568765998,0.09055017746366688,0.16437228396891537,0.29104933964088625,0.12791447611521423,0.11938530359580662,0.3367190691061862,-0.012603502757979146,-0.08348684426613596,0.05007729204499597,0.11486360912021025,0.06688161022522553,-0.2025419339682859,-0.014335588230110836,0.04878096818366972,1.0,0.10439667300810546,0.16080307205441977,0.09740345335277342,-0.0008341519513925874,-0.02661455860272299,0.1806785838221323,0.28074246819016124,0.448190724802591,0.04778098621331018,0.08108848316374102,0.18522860192387133
Lingual_L,0.3731599476909476,0.3016906009362618,0.6439561787928517,0.3919259466589102,0.353343924270813,0.14022263202321944,0.012504486321081597,0.4561047958783565,0.5144597261245276,0.570127599416361,0.3953225262889572,0.03435395752686713,0.5277149807020943,0.4658618915131731,0.4862241263471758,0.45195802206803815,0.6018270394625661,-0.05986823193412251,0.5337399295007066,0.6382978753776015,0.3381255507634996,0.2263320795825619,0.6205443251644497,0.8118197566790873,0.4173200827201411,0.30292103416507715,-0.2265253827174142,0.7457940301916907,0.4671956471532052,0.4519689994611898,-0.007080827069749664,0.07571788299482198,0.34004021273361584,0.10439667300810546,1.0,0.24660352215533368,0.7023724677591088,0.10388174842321007,0.7912265245497182,0.5101843103729575,0.23119632006872812,0.44880360544850006,0.5798017412142763,0.6401496585166002,0.012907477127040623
Thal_VA_R,0.09584852311882926,0.3844583955104482,0.19932544637539337,0.24954292927314264,0.2993779011321367,0.10901377032410876,-0.20619953239373656,0.6236085603595475,0.23743576942767547,0.6600013910080011,0.8203863255808422,-0.05935182841642422,0.5280085085184213,0.5365805225107425,0.3588192674532736,0.5194135780504271,0.5671386323284416,-0.058925126510570525,0.32307952007102586,0.37148247268912665,0.8461737532958513,0.07340692183949539,0.3429999781593796,0.4872710179087263,0.30558338847147204,0.4889332155457891,-0.38970326719752657,0.26008247868140383,0.7143293726734776,0.6100223423271574,-0.3014032381899578,0.3114642867285225,0.0375248507038818,0.16080307205441977,0.24660352215533368,1.0,0.3898928625316197,0.47503503037987715,0.05511640853546201,0.18319972071229612,0.7098353237802816,0.5415222675172712,0.40133479903095076,0.46841233826630063,0.32144497849790765
Precuneus_R,0.47268398097174164,0.22458051495163123,0.5729699375170603,0.3730734845576067,0.5781173428105806,0.1650043405693399,-0.1031721085536068,0.5065232959103464,0.6859947826842935,0.6154537098362608,0.5240632166819355,-0.03685844364837786,0.6950956829472555,0.490835507595065,0.6469299217850829,0.4625483105307668,0.7115955838764159,-0.09275981934147062,0.6550201886493335,0.8366522793134178,0.4727609798215596,0.19239602211066797,0.6855929167267383,0.8725793957583067,0.283064641069243,0.44805807984269785,-0.48568802828852925,0.9231216534818348,0.47188114804878906,0.40574627291972015,-0.17798486021795093,0.32086523376529485,0.3787347767027278,0.09740345335277342,0.7023724677591088,0.3898928625316197,1.0,0.25669696765656147,0.6442545017822234,0.5228099116539029,0.36746356976344785,0.4756953206639003,0.7468037648462692,0.6631329806800648,-0.02010473837911532
Cerebellum_10_L,-0.0697157661316152,0.4649068939056334,0.010223308983082987,0.11428897966459216,0.0789241225919281,0.08492926222655119,0.08627868699407241,0.3199038730236957,0.25458670520972565,0.5317641732924667,0.32320995125825946,-0.013550054102972527,0.44885971410517284,0.49427994365621075,0.20587888047455732,0.4775718674022541,0.4858646310690904,0.0348889098167261,0.19811393386617215,0.2708783803819358,0.45699613626330954,-0.16015762522142735,0.2694717649893413,0.26503689638450434,0.08391667887667162,0.8501800518275662,-0.11188933854628044,0.18120588493870193,0.5415319250029761,0.45776705838118364,-0.44964507424182704,0.5112927906497649,0.23892760407275238,-0.0008341519513925874,0.10388174842321007,0.47503503037987715,0.25669696765656147,1.0,0.050492130570622414,-0.009172864408269145,0.47963427072156933,0.27920622410159657,0.2826310613828897,0.3998494376794215,0.20472959198291177
Calcarine_R,0.28908384238018286,-0.005065272331960709,0.46172037770560065,0.24366053133333052,0.2846471871180726,0.04157947748524279,0.07989991326353577,0.1328853626678243,0.39655174919114883,0.4252684765182076,0.19084791833980982,0.12464501943530758,0.44495268327882936,0.37930709680949615,0.3365679728348371,0.45296081452836573,0.5211478075845639,0.1731616533211754,0.4343320689379941,0.6347583406579096,0.17870337209477843,0.16417656604235017,0.5361933540285558,0.6197183372323306,0.3652125294423908,0.24279062078077862,-0.13399749258351495,0.7538352108633717,0.24946966658174152,0.3830351466798738,-0.061202428177997856,0.08254355128764934,0.4271077199265827,-0.02661455860272299,0.7912265245497182,0.05511640853546201,0.6442545017822234,0.050492130570622414,1.0,0.37827912515965334,-0.014796990124862035,0.19724900314254648,0.35706777222869057,0.48478759244064795,-0.028089237565487063
Thal_PuM_R,0.5120571819696139,0.37637851709940523,0.45024987333510647,0.6786902745627662,0.5480141303428441,0.20214616137226887,-0.27313935990471977,0.45066613010342005,0.401587025812797,0.4692990978288768,0.4960932763410066,-0.29301073284533297,0.43019880279989575,0.4355304170550902,0.5238492897518101,0.4627839962377417,0.46041994759635796,-0.4010309408333512,0.5590806662266908,0.45801369792855484,0.33352098363936533,0.4459276331591625,0.4465559586495303,0.5470883131624636,0.14603798779025373,0.1133053280603002,-0.21257116615916333,0.5680622191385407,0.4598148653356946,0.4332070416719196,0.02540120078268432,-0.02632574662441,0.07710379451772557,0.1806785838221323,0.5101843103729575,0.18319972071229612,0.5228099116539029,-0.009172864408269145,0.37827912515965334,1.0,0.2399740749435713,0.4763929106716537,0.4635035353942296,0.4671083461169105,-0.02668104731285785
N_Acc_R,0.038949867667075665,0.5763591894319686,0.20960814264978903,0.31972035652710523,0.22045087314936998,0.17956880434509415,-0.21782804845356524,0.6659438227031861,0.27397963644592127,0.6189175056125125,0.6550134647817825,-0.135833099897423,0.44148455433450534,0.4950817072727906,0.2398489920765541,0.4593174854253066,0.5748147478115152,-0.1874961859665446,0.2758991197479903,0.2946612938425906,0.7363172615390726,-0.011865937617551954,0.2534101179187748,0.4951779450526592,0.2760050241953562,0.5674733360595001,-0.30174814591231763,0.19769704926769302,0.7582322500873602,0.4322259998612193,-0.20413698359208932,0.33563540969492467,0.07215872199680742,0.28074246819016124,0.23119632006872812,0.7098353237802816,0.36746356976344785,0.47963427072156933,-0.014796990124862035,0.2399740749435713,1.0,0.5148432729908148,0.30921915757004215,0.43039300403048475,0.31369446892063735
Thal_VL_L,0.12594503312424807,0.643603205061235,0.3318002934919892,0.5141551701511443,0.33584064737811126,0.25566501899233474,-0.19133419320997588,0.4680933019496179,0.35298988655664815,0.5607317974187551,0.7526328233075797,-0.12660761342893584,0.5053736733736032,0.44214289134398393,0.4743842201666175,0.48309366876795473,0.5539806022961105,-0.008961259472152405,0.36123514282282126,0.4957271539388778,0.5152772363431976,0.4638641304324631,0.517520378856552,0.5712459429747174,0.5632163465727831,0.34021626809769767,-0.28195188287617007,0.39623537005420756,0.5011358265266507,0.5787829803413199,-0.34384309744692365,0.30245142584948004,-0.012663620203901955,0.448190724802591,0.44880360544850006,0.5415222675172712,0.4756953206639003,0.27920622410159657,0.19724900314254648,0.4763929106716537,0.5148432729908148,1.0,0.500488275946886,0.6056846235703133,0.22154482640931739
Temporal_Sup_L,0.2723716396550779,0.2866710751403564,0.5880627364110058,0.33028972361073244,0.5428905898768237,0.2526244468159217,-0.13353051806696087,0.5145419084672953,0.5909024526024266,0.6307964004724371,0.48843709293624743,-0.1760643470724225,0.6531102096835136,0.39674400611755556,0.8364020959854077,0.4467175553197227,0.6447851169186867,-0.13334138463377643,0.547088323155781,0.6990360099188831,0.4158598050344556,0.25499561951398425,0.7518204280343125,0.7021204433589376,0.1049116981106449,0.3835804775535028,-0.44708829445528075,0.6166169142883334,0.46838023476309903,0.43419876176785654,-0.12023349432345025,0.36359152126889427,0.24635398851574597,0.04778098621331018,0.5798017412142763,0.40133479903095076,0.7468037648462692,0.2826310613828897,0.35706777222869057,0.4635035353942296,0.30921915757004215,0.500488275946886,1.0,0.7744236998911759,-0.00920895417428293
Frontal_Inf_Tri_L,0.08652019297662247,0.5032863153177806,0.5759595308801412,0.3809702747072693,0.3994692527969932,0.2836841183101174,-0.04087994829862073,0.4544637021543733,0.4705613924915518,0.7879611502627331,0.5476335292381397,-0.1688389744439682,0.6743565307628163,0.5865166260647268,0.7173850281717044,0.6881333922632015,0.8202435488990882,-0.07904396720424472,0.48243005013404916,0.7838524905317303,0.5239581392858931,0.3133951184785249,0.7749305522356253,0.6547173876515737,0.3219312361910289,0.5461574075011135,-0.30685938937848,0.6032927236173156,0.6608922466050728,0.6284174678163489,-0.21210370930067676,0.42893627455522154,0.33736094921094445,0.08108848316374102,0.6401496585166002,0.46841233826630063,0.6631329806800648,0.3998494376794215,0.48478759244064795,0.4671083461169105,0.43039300403048475,0.6056846235703133,0.7744236998911759,1.0,0.14978467068114537
OFCmed_R,-0.14648340612726815,0.34240274418678424,-0.08714074787223107,0.021923680324759783,0.03418770889521067,0.08585625350814834,-0.03291577301227379,0.09245624475981461,0.03135025410864595,0.23721177526013953,0.2398038500637544,-0.12432899731545217,0.18606092158887344,0.23206230597542746,0.010434828324654016,0.24695633804389874,0.22293494614504955,0.08718145078575676,-0.022658248968644774,0.03436056497251219,0.2379843338639718,0.08896570406189475,0.14895867650931416,0.030053064936759282,0.20268295100987777,0.22328432301390336,0.0047645476613560524,-0.03736356819287007,0.22175421765152908,0.13009215290536913,-0.1946996142245328,0.14599274281867303,-0.013378382044040713,0.18522860192387133,0.012907477127040623,0.32144497849790765,-0.02010473837911532,0.20472959198291177,-0.028089237565487063,-0.02668104731285785,0.31369446892063735,0.22154482640931739,-0.00920895417428293,0.14978467068114537,1.0
