,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pr_L,1.0,0.6441334165260264,0.4180093164848089,0.4895464566285005,-0.3281025435896079
Thal_MDl_R,0.6441334165260264,1.0,0.4049779256004017,0.5965579388523432,-0.21715201154839017
OFCpost_R,0.4180093164848089,0.4049779256004017,1.0,0.5293400099745124,-0.20017225324033855
Temporal_Sup_R,0.4895464566285005,0.5965579388523432,0.5293400099745124,1.0,-0.3528863745424453
OFClat_L,-0.3281025435896079,-0.21715201154839017,-0.20017225324033855,-0.3528863745424453,1.0
