,Thal_LGN_R,ParaHippocampal_L,Precuneus_R,ACC_sup_L,Frontal_Inf_Tri_L,Vermis_1_2,Thal_VPL_L,Paracentral_Lobule_R,Cuneus_R,Temporal_Mid_L,SN_pr_R,Cingulate_Post_R,Frontal_Inf_Orb_2_L,Postcentral_L,Putamen_L,Rolandic_Oper_L,SN_pc_L,N_Acc_R,Cerebellum_6_R,Pallidum_R,Pallidum_L,Vermis_3,Vermis_6,Cerebellum_10_L,Supp_Motor_Area_R,SN_pr_L,Cingulate_Post_L,Thal_MDl_R,Cerebellum_4_5_L,ACC_sub_L,Insula_R,ACC_sub_R,Precentral_R,Heschl_R,Occipital_Mid_R,Frontal_Sup_2_R,OFCant_L,ACC_sup_R,Caudate_L,Thal_IL_L
SN_pr_R,0.6510211249112126,0.7449696466373539,0.4538551372428452,0.5992766006920046,0.5425869986019826,0.7103768933321352,0.6478007780978907,0.4530949374237509,0.2063074872600914,0.19166858318289912,1.0,0.5143120185179406,0.5007845672144956,0.3343483005119542,0.8415993340168462,0.3338220812899844,0.894293642078293,0.6095013586188721,0.7188477050036071,0.6499199413361411,0.517759273157619,0.8058138955055439,0.46891974557949123,0.48736133908144097,0.4785781645804141,0.8768529500873677,0.566547020923438,0.6531033662573336,0.7740864520032535,0.12026615491699931,0.5598773736160112,-0.07080055667352325,0.4593225809122051,0.24252569499784338,0.18541169109639005,0.6977470542534142,-0.20024115970851292,0.5601623207118481,0.6723902743261849,0.29695211003574057
Cingulate_Post_R,0.4682561347985316,0.3686191748623003,0.8698745760637456,0.52991156577215,0.6743617421235207,0.5855717466635026,0.5650623920817035,0.8428510273340141,0.56447512808656,0.35045108847278644,0.5143120185179406,1.0,0.2521977786469315,0.613737879071785,0.5563577409871013,0.6393338318734312,0.4085389423473596,0.38343012822713707,0.6099582569569547,0.5545451468506605,0.1628015131503834,0.6277153492893716,0.7454037040683434,0.18695785934983525,0.83653849445053,0.5688844730028473,0.7703176171446073,0.498025722704051,0.6126498203161311,0.06975983688101323,0.5985584424860831,-0.038238680141838656,0.7442844221706381,0.18689823100434166,0.4088329192478508,0.44026356307846565,0.15527061206816317,0.6299128990184499,0.3650884580675108,0.1357494343418096
Frontal_Inf_Orb_2_L,0.3377611913137875,0.5659135302366366,0.25924481460644666,0.640430216904282,0.6291185235470518,0.36528608026390996,0.42687091286326717,0.18837526995183684,0.21723500504943438,0.3499637828081121,0.5007845672144956,0.2521977786469315,1.0,0.1808014347870662,0.7057323026672,0.49760830535010925,0.632355004444504,0.45237321204741304,0.3678332601074086,0.48696066020159473,0.5809512887277101,0.517289571328797,0.31382661651729826,0.41531226335734406,0.32541293599786314,0.5046056108876156,0.3438478965676308,0.5498596302951673,0.4835730099986755,0.07328914350133242,0.5587707842180016,-0.30832605525035356,0.40775416187680985,0.5485421989973276,0.1383542413549686,0.7150265483167326,0.09431643202769316,0.5895053756139566,0.5361131464272463,0.13012349462511366
Postcentral_L,0.444326617353844,0.2542564464395153,0.7554777163638421,0.35152351793786857,0.5058244619429977,0.4382621772514897,0.3696142264314599,0.7826371323596191,0.42609699136325097,0.2676861118569493,0.3343483005119542,0.613737879071785,0.1808014347870662,1.0,0.2278789588044196,0.43320022532141855,0.17934328621903997,0.10559754775411329,0.4630590446059152,0.2184205740527213,0.025332274034784125,0.5061673753308195,0.4132360068755063,0.024250538559603112,0.7769462057300772,0.2637594790558495,0.5260956017315763,0.313446661879581,0.4652794519593147,0.0753960521874612,0.4850906135402953,0.043449374994009325,0.7898438804019549,0.25013678886158025,0.539666779697472,0.5020281356242832,0.028311864626098266,0.39248119211394333,0.1784516965618618,0.16468774782430826
Putamen_L,0.5471300321169286,0.750475575265126,0.47188114804878906,0.7132808466879164,0.6608922466050728,0.6729453986099273,0.6656974876593956,0.4617038594541076,0.23837189157376865,0.21258609010706278,0.8415993340168462,0.5563577409871013,0.7057323026672,0.2278789588044196,1.0,0.48205744947295387,0.85487671496105,0.7582322500873602,0.7134155158201249,0.7765504018453566,0.6198749778874494,0.76469789740265,0.5694282651313111,0.5415319250029761,0.5070715036308003,0.8585669128400693,0.5286768710829601,0.6995433076955879,0.7519569605643028,0.11486360912021025,0.6622918987210208,-0.18425735533459092,0.474101298809331,0.3718787314276703,0.14999954822937722,0.7200714420516585,-0.08997248882704216,0.692344967925337,0.7190726659739148,0.257373878015475
Rolandic_Oper_L,0.25291457223536157,0.24046727924780573,0.6571266155280112,0.5459232420942581,0.8441533878331348,0.2930277791321483,0.5201737140629772,0.5829049339968215,0.24606262034977514,0.668769154228631,0.3338220812899844,0.6393338318734312,0.49760830535010925,0.43320022532141855,0.48205744947295387,1.0,0.39449513401815145,0.23650425066964423,0.3705507439258736,0.4033755807878175,0.37988142874555897,0.5068051737094883,0.7345617594541382,0.32481224267457115,0.6934805290200541,0.37116486146400146,0.659033044815656,0.5395658868814497,0.3834925732544794,0.059379550015416095,0.6604973782790426,-0.09640340842056642,0.7224474277905153,0.30320668575417387,0.38585244535134067,0.34850045786530204,0.375810668691626,0.5998255331841189,0.4099279561994295,0.0407533248733908
SN_pc_L,0.6035651021468397,0.7479109264575513,0.3667699960875296,0.5949518788146321,0.5494273264636015,0.6049550475896603,0.6225606794963346,0.33177109618811335,0.15221990492780074,0.2622298822404507,0.894293642078293,0.4085389423473596,0.632355004444504,0.17934328621903997,0.85487671496105,0.39449513401815145,1.0,0.6278050443180441,0.6590605139285594,0.6975835957564473,0.6352967205782922,0.7319664517859251,0.4865880969221769,0.5213444054289686,0.3725806854449895,0.8414035266400166,0.4837081950644028,0.68471984493196,0.7213912439681462,0.12915008167791447,0.517626539389509,-0.16890566509074548,0.3714334967575521,0.2754809578082618,0.1764628596701209,0.6552843643191384,-0.22627710378066235,0.5531402473513931,0.7257498881549466,0.20332419572369842
N_Acc_R,0.2896191975751773,0.742602006477723,0.36746356976344785,0.4593174854253066,0.43039300403048475,0.48571331370400617,0.6019070864705572,0.42078327676589455,0.01362360143770791,0.031012095069699576,0.6095013586188721,0.38343012822713707,0.45237321204741304,0.10559754775411329,0.7582322500873602,0.23650425066964423,0.6278050443180441,1.0,0.6695850298113665,0.7176403417923188,0.5763591894319686,0.5492653002248932,0.4859779196465163,0.47963427072156933,0.35007510172447326,0.7171615359689394,0.23176833949858197,0.4322259998612193,0.5831814776720662,0.28074246819016124,0.5059217652303875,-0.12707759156787204,0.2946612938425906,0.196662156755975,-0.006705893106169768,0.4950817072727906,-0.07589817589833792,0.4633398533316859,0.5986682119108648,0.19284482546006426
Cerebellum_6_R,0.6127174080350339,0.6949129265259133,0.6362826454379918,0.4431640865276243,0.5031271579582537,0.6373311884707427,0.5365763817376374,0.6967577695173549,0.21473618398363348,0.3375589986556978,0.7188477050036071,0.6099582569569547,0.3678332601074086,0.4630590446059152,0.7134155158201249,0.3705507439258736,0.6590605139285594,0.6695850298113665,1.0,0.6955465335713583,0.376966009293446,0.7180856691177522,0.6594574779046762,0.3522205584823214,0.5402545588119784,0.7201528205588777,0.40916650055182874,0.4023101367137909,0.8675410180135505,0.06640480982705836,0.5042543611517332,0.005208896397409793,0.4533172841872112,0.14191105547880287,0.40404005460437026,0.5508543259454076,-0.20967328900917526,0.43932646679737564,0.5562858608133158,0.29548281489028955
Pallidum_R,0.580046017058619,0.7752920933493791,0.4931762602801487,0.5630918331905389,0.5788944606995142,0.5760065965582482,0.5668863882684783,0.5015573550109484,0.24388645949177412,0.18895955139477413,0.6499199413361411,0.5545451468506605,0.48696066020159473,0.2184205740527213,0.7765504018453566,0.4033755807878175,0.6975835957564473,0.7176403417923188,0.6955465335713583,1.0,0.6478290848057742,0.6514324223365371,0.6153767321386215,0.43817173588470104,0.4606107635014763,0.7318421843158424,0.4256112362113713,0.510716007770677,0.6686746954306634,0.1790439028239577,0.62398706161195,-0.31450901386754465,0.3988281537111581,0.2445215896017888,0.14961315993662258,0.542359737577802,-0.05258888942850713,0.5985436062222034,0.8089201725019769,0.16063638615936301
Pallidum_L,0.3128334562422584,0.6030347954690236,0.22458051495163123,0.46177663162318633,0.5032863153177806,0.27066134119270124,0.61172388896762,0.1441531400616343,-0.01530713238490882,0.2607340132350458,0.517759273157619,0.1628015131503834,0.5809512887277101,0.025332274034784125,0.6198749778874494,0.37988142874555897,0.6352967205782922,0.5763591894319686,0.376966009293446,0.6478290848057742,1.0,0.5328557963447269,0.4112454959070278,0.4649068939056334,0.20545355391993458,0.5128606763620731,0.32368190348090103,0.4359554331941163,0.47560032474031677,0.4418677486477466,0.5252974470066829,-0.38057008888818145,0.24462673082125908,0.33835150460807345,0.1277236480225025,0.46993799353591836,-0.07457417111936229,0.4574917943834263,0.8120398209783647,-0.12026767149288166
Vermis_3,0.7103712986223449,0.7108621213712781,0.6306167318621759,0.6747113102011335,0.6778945419767052,0.7484720688080432,0.7105485310336702,0.5973112783578235,0.33096208327681037,0.4043743074143995,0.8058138955055439,0.6277153492893716,0.517289571328797,0.5061673753308195,0.76469789740265,0.5068051737094883,0.7319664517859251,0.5492653002248932,0.7180856691177522,0.6514324223365371,0.5328557963447269,1.0,0.5369918973237388,0.5172073184684047,0.6105506500696718,0.7470073983612462,0.6676430524247369,0.6675547401851196,0.8594189720876743,0.15734146843223282,0.6947751133376343,-0.0525191071592377,0.5978788324862384,0.36275162041027925,0.3310611420693026,0.7328440198032681,-0.015205021271314359,0.6378401203052827,0.7033691106418449,0.33239003195186867
Vermis_6,0.30795698255016385,0.3916982888844808,0.753375847550819,0.4622573418522482,0.6953592619846589,0.3906930886467816,0.6298465401647705,0.7280465406067151,0.2604668036778021,0.4499159096584089,0.46891974557949123,0.7454037040683434,0.31382661651729826,0.4132360068755063,0.5694282651313111,0.7345617594541382,0.4865880969221769,0.4859779196465163,0.6594574779046762,0.6153767321386215,0.4112454959070278,0.5369918973237388,1.0,0.3251373808635415,0.704601155751611,0.5419784974304023,0.575625992732838,0.46852168718620957,0.5745264806679565,0.12816085922321743,0.6460668432408287,-0.06966075380729461,0.6467226753015568,0.21983718080065365,0.4026427696570267,0.34483626671793866,0.1787858750976302,0.5708732889254182,0.47149338196565327,0.032984408514654395
Cerebellum_10_L,0.24498182065536114,0.44504792926608,0.25669696765656147,0.4775718674022541,0.3998494376794215,0.22880470455756796,0.38965933418178805,0.19851438227072887,-0.02125240698430679,0.08490219757299469,0.48736133908144097,0.18695785934983525,0.41531226335734406,0.024250538559603112,0.5415319250029761,0.32481224267457115,0.5213444054289686,0.47963427072156933,0.3522205584823214,0.43817173588470104,0.4649068939056334,0.5172073184684047,0.3251373808635415,1.0,0.2584146882223969,0.5213348899202217,0.3151398313773462,0.45776705838118364,0.39541539563811606,-0.0008341519513925874,0.418529237831828,-0.03740210063201759,0.2708783803819358,0.3648587056345549,-0.09170970827510891,0.49427994365621075,0.22300784007539637,0.4725437263631702,0.44552424987752154,-0.037673862729949346
Supp_Motor_Area_R,0.4580998994562779,0.333018464950773,0.9008416722231853,0.5792348427386567,0.750063736083661,0.49294335644335163,0.5577386574821115,0.9143827336755505,0.4780475711186959,0.33463989727961196,0.4785781645804141,0.83653849445053,0.32541293599786314,0.7769462057300772,0.5070715036308003,0.6934805290200541,0.3725806854449895,0.35007510172447326,0.5402545588119784,0.4606107635014763,0.20545355391993458,0.6105506500696718,0.704601155751611,0.2584146882223969,1.0,0.4715853162220685,0.7093829469055776,0.5149989384628272,0.5305652383337105,0.07081432661514693,0.7199899538393029,0.002432942962879674,0.9569854430917538,0.32489715299134064,0.38962169455160667,0.5653186786145638,0.3026819675362432,0.6698468657936999,0.3708707478086069,0.0636112018725678
SN_pr_L,0.5029588224550435,0.8078408137534563,0.4927622259711013,0.5784701342623781,0.5176261651846417,0.6792613091568422,0.6621614173142506,0.47806022496219175,0.2586665920498019,0.2182326451467758,0.8768529500873677,0.5688844730028473,0.5046056108876156,0.2637594790558495,0.8585669128400693,0.37116486146400146,0.8414035266400166,0.7171615359689394,0.7201528205588777,0.7318421843158424,0.5128606763620731,0.7470073983612462,0.5419784974304023,0.5213348899202217,0.4715853162220685,1.0,0.5289902804218056,0.6441334165260264,0.7404583088924152,0.1710881687863599,0.5017252237859073,-0.1281158158304578,0.4043287024527374,0.19889088447858347,0.18515340439917555,0.6389449162230609,-0.19221085213688363,0.564748560202901,0.6670908600807318,0.29165197953627325
Cingulate_Post_L,0.4874743127731791,0.34575632261880784,0.7027170116973652,0.5587183240156571,0.7032597698718569,0.5107542817964738,0.6615683449983192,0.5817794650712779,0.39438049095546085,0.31162128047046556,0.566547020923438,0.7703176171446073,0.3438478965676308,0.5260956017315763,0.5286768710829601,0.659033044815656,0.4837081950644028,0.23176833949858197,0.40916650055182874,0.4256112362113713,0.32368190348090103,0.6676430524247369,0.575625992732838,0.3151398313773462,0.7093829469055776,0.5289902804218056,1.0,0.5771081474344822,0.5334069499023159,0.08331772244621087,0.5918194618802056,-0.041361445867684456,0.7054938859505702,0.31329779374482497,0.3865008822518374,0.5167276027036003,0.1261949978544334,0.5949290113707433,0.4694965348108635,0.23202264131978098
Thal_MDl_R,0.4429066702459146,0.5211015216526741,0.40574627291972015,0.7447307857437938,0.6284174678163489,0.5148636409616952,0.6678128334101836,0.38856122345954996,0.20125652235692254,0.2513485288970021,0.6531033662573336,0.498025722704051,0.5498596302951673,0.313446661879581,0.6995433076955879,0.5395658868814497,0.68471984493196,0.4322259998612193,0.4023101367137909,0.510716007770677,0.4359554331941163,0.6675547401851196,0.46852168718620957,0.45776705838118364,0.5149989384628272,0.6441334165260264,0.5771081474344822,1.0,0.4883340265574955,0.06688161022522553,0.6272461707937613,-0.14131085577982835,0.5591130846996838,0.444679947810235,0.08139766560584696,0.6100336174837545,0.020892669983352027,0.6904128518108822,0.5667567065832719,0.20761112366007017
Cerebellum_4_5_L,0.6925776832278538,0.7278602608935401,0.6316026803870546,0.5327024022872154,0.5348236886014884,0.7285435006001135,0.6394083003604276,0.6243674873973093,0.3272078470245267,0.39445805721902705,0.7740864520032535,0.6126498203161311,0.4835730099986755,0.4652794519593147,0.7519569605643028,0.3834925732544794,0.7213912439681462,0.5831814776720662,0.8675410180135505,0.6686746954306634,0.47560032474031677,0.8594189720876743,0.5745264806679565,0.39541539563811606,0.5305652383337105,0.7404583088924152,0.5334069499023159,0.4883340265574955,1.0,0.11843890382681534,0.5283083194968646,-0.020641688387036696,0.456609621691198,0.27323971156547205,0.4434034235932036,0.6698833587870852,-0.2150784662953137,0.5308871326863462,0.6392438278219278,0.2787497235753892
ACC_sub_L,0.02342921578381921,0.27451950730260644,0.09740345335277342,0.09459999421514405,0.08108848316374102,0.04894794446355736,0.3999245699091251,0.05813119667200237,-0.024640072846094672,0.02851072675834742,0.12026615491699931,0.06975983688101323,0.07328914350133242,0.0753960521874612,0.11486360912021025,0.059379550015416095,0.12915008167791447,0.28074246819016124,0.06640480982705836,0.1790439028239577,0.4418677486477466,0.15734146843223282,0.12816085922321743,-0.0008341519513925874,0.07081432661514693,0.1710881687863599,0.08331772244621087,0.06688161022522553,0.11843890382681534,1.0,0.19168014729966532,-0.32777693715054806,0.09055017746366688,0.13739464050585143,0.13775598415281715,0.14726511130314932,-0.08953310871331405,0.12433208036238162,0.27914709383724357,-0.09306931610009032
Insula_R,0.44513491728760624,0.5163222649520272,0.6006408589746141,0.7757708659591477,0.8399610352206124,0.4657312060548768,0.660263931543328,0.5889598248928463,0.24028435357968267,0.30255729078006915,0.5598773736160112,0.5985584424860831,0.5587707842180016,0.4850906135402953,0.6622918987210208,0.6604973782790426,0.517626539389509,0.5059217652303875,0.5042543611517332,0.62398706161195,0.5252974470066829,0.6947751133376343,0.6460668432408287,0.418529237831828,0.7199899538393029,0.5017252237859073,0.5918194618802056,0.6272461707937613,0.5283083194968646,0.19168014729966532,1.0,-0.13638375031013553,0.769334152188352,0.5723168086428319,0.16852073615256957,0.6804778324679441,0.39118780980965906,0.8180891756047195,0.6094502120665028,0.16123812488634334
ACC_sub_R,-0.12056106425577838,-0.2660833415339141,-0.008568500234531116,-0.14792391339541866,-0.11648261831626373,-0.030953413297887578,-0.046561480316001505,0.049387728425823396,-0.16218453632450877,-0.014520409980002591,-0.07080055667352325,-0.038238680141838656,-0.30832605525035356,0.043449374994009325,-0.18425735533459092,-0.09640340842056642,-0.16890566509074548,-0.12707759156787204,0.005208896397409793,-0.31450901386754465,-0.38057008888818145,-0.0525191071592377,-0.06966075380729461,-0.03740210063201759,0.002432942962879674,-0.1281158158304578,-0.041361445867684456,-0.14131085577982835,-0.020641688387036696,-0.32777693715054806,-0.13638375031013553,1.0,-0.02338101992817861,-0.2509545926616786,-0.04301647835717189,-0.178229038123916,0.12262979779227781,-0.17612529186355916,-0.2749844075916224,0.15915337734518753
Precentral_R,0.4367558623783522,0.30852514022549743,0.8366522793134178,0.6159235849182617,0.7838524905317303,0.4521112903830226,0.5589673987794186,0.8317615425215874,0.4253485103753509,0.3459029728525365,0.4593225809122051,0.7442844221706381,0.40775416187680985,0.7898438804019549,0.474101298809331,0.7224474277905153,0.3714334967575521,0.2946612938425906,0.4533172841872112,0.3988281537111581,0.24462673082125908,0.5978788324862384,0.6467226753015568,0.2708783803819358,0.9569854430917538,0.4043287024527374,0.7054938859505702,0.5591130846996838,0.456609621691198,0.09055017746366688,0.769334152188352,-0.02338101992817861,1.0,0.4143420589527567,0.38669280762890473,0.6006285641385436,0.33796000305476503,0.6836107582740379,0.3591753796140981,0.08368042588497811
Heschl_R,0.22400911795493827,0.22765952359927605,0.19690350883525998,0.5533238495289636,0.4749734363272644,0.192772890145548,0.34231896535339457,0.1917525920932126,0.04004460025409222,0.10795726551221668,0.24252569499784338,0.18689823100434166,0.5485421989973276,0.25013678886158025,0.3718787314276703,0.30320668575417387,0.2754809578082618,0.196662156755975,0.14191105547880287,0.2445215896017888,0.33835150460807345,0.36275162041027925,0.21983718080065365,0.3648587056345549,0.32489715299134064,0.19889088447858347,0.31329779374482497,0.444679947810235,0.27323971156547205,0.13739464050585143,0.5723168086428319,-0.2509545926616786,0.4143420589527567,1.0,-0.02621445829601488,0.6086288762270894,0.1896728932072341,0.5368300054161903,0.3056492106775177,0.023491496426736574
Occipital_Mid_R,0.291276781115509,0.16131272012827733,0.5818041098708936,0.1241112745909353,0.21889260391358434,0.1997036693347286,0.32643070300603877,0.4525604462261921,0.4574996342437587,0.35199015235480424,0.18541169109639005,0.4088329192478508,0.1383542413549686,0.539666779697472,0.14999954822937722,0.38585244535134067,0.1764628596701209,-0.006705893106169768,0.40404005460437026,0.14961315993662258,0.1277236480225025,0.3310611420693026,0.4026427696570267,-0.09170970827510891,0.38962169455160667,0.18515340439917555,0.3865008822518374,0.08139766560584696,0.4434034235932036,0.13775598415281715,0.16852073615256957,-0.04301647835717189,0.38669280762890473,-0.02621445829601488,1.0,0.20782910154189332,-0.2069387677174064,0.15827229218812872,0.09617976692495038,0.10070133969237118
Frontal_Sup_2_R,0.5513858488324107,0.6853284308451272,0.490835507595065,0.777376144561639,0.5865166260647268,0.6013758595686879,0.5527040769170546,0.45124438685734786,0.3591328541676904,0.19864120933542045,0.6977470542534142,0.44026356307846565,0.7150265483167326,0.5020281356242832,0.7200714420516585,0.34850045786530204,0.6552843643191384,0.4950817072727906,0.5508543259454076,0.542359737577802,0.46993799353591836,0.7328440198032681,0.34483626671793866,0.49427994365621075,0.5653186786145638,0.6389449162230609,0.5167276027036003,0.6100336174837545,0.6698833587870852,0.14726511130314932,0.6804778324679441,-0.178229038123916,0.6006285641385436,0.6086288762270894,0.20782910154189332,1.0,0.008195424338643908,0.7296724246228798,0.5787421714993017,0.26246359202865566
