,Angular_R,Putamen_L,Pallidum_L,Parietal_Sup_R,Vermis_3,Frontal_Sup_Medial_R,Cerebellum_4_5_L,Occipital_Sup_R,Thal_IL_R,Cerebellum_Crus2_R,Thal_MDm_R,Insula_R,OFClat_L,VTA_R,Thal_VL_R,Amygdala_R,Frontal_Inf_Oper_R,Cerebellum_9_L,Rolandic_Oper_R,Cerebellum_Crus1_L,Cuneus_R,Frontal_Mid_2_R,Lingual_R,Thal_VA_R,Postcentral_L,Cerebellum_6_R,Cerebellum_9_R,Temporal_Pole_Mid_L,Thal_VPL_L,Cuneus_L,Temporal_Inf_R,ACC_pre_R,Frontal_Med_Orb_L,Thal_PuI_R,OFCant_R,Cingulate_Mid_R,N_Acc_R,Cerebellum_Crus1_R,Lingual_L,Thal_MDl_R,Paracentral_Lobule_L,Occipital_Sup_L,Vermis_9,Frontal_Inf_Orb_2_R,Thal_VA_L,Temporal_Pole_Sup_R,Thal_PuA_L,ACC_sub_L,Temporal_Inf_L,Rolandic_Oper_L,Calcarine_R,Thal_LGN_R,Fusiform_R,Vermis_4_5,SN_pr_L,Paracentral_Lobule_R,Red_N_R,OFCpost_L,Postcentral_R,ACC_sub_R,Cerebellum_7b_L,Frontal_Inf_Tri_R,ACC_sup_L,Precuneus_L,Thal_LP_R,Caudate_L,Olfactory_L,Cerebellum_6_L,Frontal_Inf_Oper_L,Thal_VL_L,Thal_PuL_L,OFCmed_R,Raphe_M,Thal_PuM_R,Red_N_L,Frontal_Sup_2_L,Vermis_10,Cerebellum_3_L,Caudate_R,Cerebellum_7b_R,SupraMarginal_L,SN_pr_R,Cingulate_Post_R,Thal_VPL_R,Raphe_D,Precuneus_R,Cerebellum_3_R,Cerebellum_8_R,Thal_MDl_L,Thal_PuA_R,Cerebellum_10_L,Rectus_L,Cingulate_Mid_L,Thal_PuL_R,Thal_MGN_L,Cerebellum_4_5_R,Thal_AV_R,Vermis_8,Thal_MDm_L,ACC_sup_R,Temporal_Sup_R,Parietal_Inf_R,Cerebellum_10_R,Temporal_Pole_Mid_R,Thal_LP_L,OFCant_L,Occipital_Inf_L,Thal_MGN_R,Precentral_R,LC_L,SN_pc_L,Frontal_Sup_Medial_L,Cingulate_Post_L,VTA_L,Fusiform_L,Hippocampus_L,Vermis_7,Occipital_Mid_R,Amygdala_L,Thal_IL_L,Temporal_Mid_R,Heschl_R,Insula_L,Vermis_1_2,OFCpost_R
Angular_R,1.0,0.4433264768818861,0.23155871808608436,0.8483143446488604,0.6186474606476038,0.4255555443293466,0.713271873011559,0.7746357966969915,0.18231741120578493,0.07281981973886643,0.3145100291401088,0.33977859879057276,-0.24848238138562548,0.40040118958453563,0.2709860941201254,-0.0775612405772473,0.5932046989687813,0.5207683687423331,0.49862429595912405,0.11929778801150893,0.4534605880081864,0.512152839295598,0.694550345538024,0.3010640900267391,0.6576298714578676,0.6262082968612985,0.2984583446563939,0.09305105569469554,0.5412667206116919,0.607337337208777,0.49376358449197255,-0.027748210998733407,-0.010326619886948824,0.4327132330353101,0.09698082982181216,0.6246587663429625,0.2504315236547998,0.043391723495696595,0.5780732298677546,0.33087440100990984,0.6904336133353534,0.757689208978628,0.5918337385288232,0.0927943800567173,0.3240756743669062,-0.1649037456144092,0.2980641059661981,0.14711603476811932,-0.053330027996035624,0.3872975181608579,0.47092864725120265,0.5470844715705016,0.572521381528639,0.7246777105440625,0.49754839058316824,0.6286251791817157,0.2452809777739722,-0.09667925646084989,0.7508977319152494,0.01866165345505442,0.19143003166309422,0.46216840408280074,0.35922003564741256,0.7846616029174822,0.36377791264856246,0.3343550804917836,0.0688913554801073,0.521475470986611,0.549824147381291,0.3605116882670384,0.2686967387365428,-0.026172270223402246,0.3131535390247176,0.6233386854404714,0.3799921500577652,0.5571968375039705,0.5548649235386953,0.3592162567603705,0.37861398408467944,0.021224052762126765,0.570746410797371,0.5435713671007814,0.5766770493881007,0.5580293430784934,0.32242385647801736,0.7096674085432267,0.5479959722649652,0.3471149593639189,0.5124129416738392,0.30154584391808753,0.11428353687237701,0.17575047951483183,0.6198120848507419,0.3668587665608225,0.06791110511240878,0.6765995375277147,0.40061289280894885,0.18725328601056962,0.29090029127105,0.38557372889076563,0.577172582852918,0.8375371830759913,0.20130137059823378,-0.25720524825874735,0.3511177861269945,-0.2730880949831538,0.04619427239171712,0.4766372310983707,0.5393613568264204,-0.0905963405967162,0.45697922532272783,0.4114274783171101,0.5759993987015624,0.4244113863330353,0.5611821622355465,0.4145347350808039,-0.07579987706069008,0.8070616792360759,-0.19927374852370405,0.2519037190027781,0.5896290368463599,0.040903551963298916,0.29198333109006724,0.4881996219546288,-0.05415310406127751
Putamen_L,0.4433264768818861,1.0,0.6198749778874494,0.19318027294297707,0.76469789740265,0.7548550637819453,0.7519569605643028,0.08736976467808683,0.6788701816873532,-0.1594091354766678,0.6357733840231317,0.6622918987210208,-0.3164748429168942,0.823089043909575,0.6303465510151842,0.1204092501515171,0.6141261980879916,0.5871312774196307,0.4654814962301939,0.4478631859718201,0.23837189157376865,0.772209981522621,0.6258984721375382,0.7143293726734776,0.2278789588044196,0.7134155158201249,0.4375259591473074,0.5495874521264548,0.6656974876593956,-0.01953492700567781,0.6768764986099759,0.28044757691810007,-0.2894264927598818,0.3323851395142821,0.6907534507745227,0.5472850523512961,0.7582322500873602,0.29857215509129753,0.4671956471532052,0.6995433076955879,0.4427203789030538,0.22198692686621074,0.45314717869225385,0.41796259894990007,0.6897864438004788,-0.17474925728651391,0.24838245290311736,0.11486360912021025,-0.003011287800068826,0.48205744947295387,0.24946966658174152,0.5471300321169286,0.7216780383692409,0.6278457481382456,0.8585669128400693,0.4617038594541076,0.5557625595628507,0.5643755332949424,0.49184650326440604,-0.18425735533459092,0.26605126261545425,0.689724631098563,0.7132808466879164,0.38182423542615523,0.4630841568050922,0.7190726659739148,0.5474021090378384,0.8062632492703431,0.5485152125699465,0.5011358265266507,-0.20068896196325034,0.22175421765152908,0.524886324571547,0.4598148653356946,0.811868574105891,0.7498006441919526,0.5203406876906348,0.7639880043881238,0.8835320263566963,-0.18230430930670247,0.44756173846773817,0.8415993340168462,0.5563577409871013,0.4459365494997486,0.12967940914388149,0.47188114804878906,0.6346734805003262,0.48581356041931545,0.742549016825497,0.3279584055355768,0.5415319250029761,0.2548597619979724,0.35985959716043997,0.00021574453650576494,0.10540362001456793,0.8195579523856364,0.816970071549797,0.14732553375976837,0.6189553042429599,0.692344967925337,0.5984380213042214,0.5428118775592399,0.5907672238982404,0.15340070377339945,0.5856314326946997,-0.08997248882704216,-0.14890129988694756,0.6313288892874627,0.474101298809331,-0.3796168735356848,0.85487671496105,0.7421567617317408,0.5286768710829601,0.7036174938289023,0.7713987579933935,0.8513526745091446,-0.21255404835293046,0.14999954822937722,-0.47009888063002175,0.257373878015475,0.29472689344802394,0.3718787314276703,0.6645767166228084,0.6729453986099273,0.5364012690982588
Pallidum_L,0.23155871808608436,0.6198749778874494,1.0,0.05015101344385471,0.5328557963447269,0.4069412703315642,0.47560032474031677,0.05171675489789746,0.6844562808894402,-0.23320592677678392,0.5960009924589484,0.5252974470066829,-0.12430410243473938,0.5507359526547528,0.48927450652906906,-0.24937267489045217,0.39646758042545255,0.2940293162083591,0.3544240513758982,0.3612287621276139,-0.01530713238490882,0.5003694357325753,0.3260851852042896,0.3844583955104482,0.025332274034784125,0.376966009293446,0.32468220287560307,0.3137587701658321,0.61172388896762,0.002659601343149073,0.42083765842932325,0.19631638633260656,-0.23534726439641013,0.5263979896801337,0.514874358104869,0.27196499013661174,0.5763591894319686,0.27464239725185224,0.3016906009362618,0.4359554331941163,0.17526518008930697,0.0668327323574263,-0.007909825020807391,0.36323127754321616,0.40886198818492453,-0.047657073196707936,0.28545254580093105,0.4418677486477466,0.20813764014648894,0.37988142874555897,-0.005065272331960709,0.3128334562422584,0.44407516216086806,0.3109063443652712,0.5128606763620731,0.1441531400616343,0.45906280499150864,0.3001128288257873,0.21675250244714483,-0.38057008888818145,0.4440967022559007,0.42476131171022374,0.46177663162318633,0.16813912419437407,0.43605587961132886,0.8120398209783647,0.41303493375402284,0.5112504313956842,0.35332933053769133,0.643603205061235,0.05951622556022669,0.34240274418678424,0.387182626592839,0.37637851709940523,0.4798401889550747,0.5095146523711263,0.26227110543562177,0.601175012955005,0.6414692169302376,-0.25698792658551944,0.27780954837923366,0.517759273157619,0.1628015131503834,0.5245529082938951,0.3840067795687877,0.22458051495163123,0.23379364162563318,0.3461320717972089,0.4881836343054524,0.03772625718201176,0.4649068939056334,0.16598092374014153,0.24479883569814967,0.06011449220838015,-0.23542306147969402,0.5187246588912906,0.4858195441821094,0.03539486666382465,0.290940897630797,0.4574917943834263,0.41194598940365623,0.2778177750786765,0.4685773552579226,0.063803575230015,0.570546995819802,-0.07457417111936229,-0.15072488298106235,0.3035923582647784,0.24462673082125908,-0.04909806504354866,0.6352967205782922,0.4428894899506509,0.32368190348090103,0.48141444109421366,0.4790698655841264,0.5344887820560557,-0.23026763817153337,0.1277236480225025,-0.3730703979370566,-0.12026767149288166,0.2382653080949768,0.33835150460807345,0.6821754753035049,0.27066134119270124,0.39876098257178
Parietal_Sup_R,0.8483143446488604,0.19318027294297707,0.05015101344385471,1.0,0.43763989001603515,0.195869648611661,0.5563446215639938,0.6960664074091104,-0.05483523328443339,0.11943380013599304,0.10375678847389187,0.0539447356516471,0.016987688414460002,0.24594388448439894,0.15599146905260272,-0.009196045773007793,0.29831234221538744,0.301312398855734,0.24541193747474394,-0.011802843365817528,0.41480187272612185,0.2540727419743084,0.4009974969362557,0.09584852311882926,0.6453286142975945,0.45833259266677756,0.01928012734669591,0.07522841513013612,0.246521420959942,0.5850973763055087,0.2968023213651573,-0.2290632272437305,0.03639820542031998,0.3834091893383942,0.03085164275272699,0.4064934310766123,0.038949867667075665,-0.1408324960762074,0.3731599476909476,0.10450538968106414,0.563618164339348,0.6298581173950364,0.5151048427647498,-0.025600932715281615,0.16127780390050658,-0.25555512007004466,0.1701438953681926,0.0737618006144194,-0.07989013865781873,0.09598391369384311,0.28908384238018286,0.4948729739259912,0.3483898408689705,0.4886382482264062,0.2922609048042856,0.4325502417121825,0.19570306525408387,-0.2917853812137124,0.6012825774826199,0.03822486538717095,0.1081042419051228,0.18489157993763103,0.10610393278096625,0.6315669795198113,0.21097653347636586,0.16131193395964288,-0.051744813316386175,0.32737353650210316,0.29588752943701074,0.12594503312424807,0.3865278026491663,-0.14648340612726815,0.03192606441153172,0.5120571819696139,0.1635924297957631,0.4098331526561825,0.41487001627296244,0.11069972362655263,0.11795306248511496,0.16552766389051343,0.3807951901874248,0.3613287757104186,0.30553510884822543,0.34626362312471065,0.20169155292794405,0.47268398097174164,0.4261677948958118,0.2724868100992203,0.2830653279959119,0.2693543927766947,-0.0697157661316152,0.009628510535549526,0.5485135557512177,0.3012569416033148,0.13399080174630337,0.4535850828484853,0.19431174518296282,0.06034190260903508,0.22660651958965328,0.08336884211730208,0.2764699440965006,0.7462668445761995,-0.0396425521259022,-0.2662476399581927,0.17648729908371175,-0.36347215139155326,0.04236859842560098,0.32602926453830944,0.31193598657949523,-0.11339604073907765,0.2652846858116567,0.17377836475389632,0.30938823948113753,0.27631527631957425,0.44717454246487315,0.26251382698847425,-0.009393229693026266,0.6867779069465612,-0.16376227677058655,0.22856246887027826,0.3173907398812383,-0.09683268705074187,0.018836582746019088,0.37580227456429227,-0.24415992039432816
Vermis_3,0.6186474606476038,0.76469789740265,0.5328557963447269,0.43763989001603515,1.0,0.6615950412722784,0.8594189720876743,0.31203305037908685,0.6329883258226378,-0.11997884286505833,0.7024914640678522,0.6947751133376343,-0.3061624564547769,0.6603408572073592,0.5694372504411387,0.04220485879384488,0.6928489997142159,0.5749610712932319,0.6077913480756958,0.3139080672984351,0.33096208327681037,0.7313468367770062,0.6665090043680847,0.6645978886050811,0.5061673753308195,0.7180856691177522,0.4664130878608828,0.2959860614758598,0.7105485310336702,0.2051640627411811,0.6384936867988965,0.3030348620961961,-0.15946057384264514,0.5118170048512152,0.43974388080603743,0.6949423836441921,0.5492653002248932,0.3744608526577577,0.5014572992781,0.6675547401851196,0.5926332256164949,0.4568823536214155,0.46076856411628364,0.2183549551483073,0.689125024582338,-0.13014984545381109,0.4578466971388227,0.15734146843223282,0.03234293812316494,0.5068051737094883,0.34529179987764097,0.7103712986223449,0.7591187297797176,0.7667497915980057,0.7470073983612462,0.5973112783578235,0.5423102642675933,0.3216095242662284,0.688272692007122,-0.0525191071592377,0.25622037618261284,0.6672302325473519,0.6747113102011335,0.5904114789963083,0.42119795808439264,0.7033691106418449,0.44801350907869103,0.6818917253652935,0.6186152840613984,0.5797611589153258,0.08204593532556019,0.20920052910623704,0.6021960423686906,0.5769636662848834,0.7007339894546611,0.739111908247815,0.5309920831891851,0.8014717797199309,0.7565809461916265,-0.2329341323524433,0.6282672671755657,0.8058138955055439,0.6277153492893716,0.5918136176628546,0.307376958688214,0.6306167318621759,0.6547349270424074,0.4522970531441443,0.7426755184987168,0.3496719436902195,0.5172073184684047,0.01690938448118507,0.5937161109703656,0.16263837732021774,0.18429777517629026,0.84032504982238,0.6656584972314512,0.0006290184602153333,0.6621222702333776,0.6378401203052827,0.7373883276413228,0.6814293548650352,0.5397458843197688,-0.08868616492243703,0.5464892906535892,-0.015205021271314359,-0.1524936336006048,0.7628595529105281,0.5978788324862384,-0.11190087751548408,0.7319664517859251,0.7205380320183513,0.6676430524247369,0.6916125254026229,0.7273122710374272,0.758545078460526,-0.10614171440905619,0.3310611420693026,-0.2950470570713645,0.33239003195186867,0.48150323071464596,0.36275162041027925,0.6179051596882917,0.7484720688080432,0.41809000085080283
Frontal_Sup_Medial_R,0.4255555443293466,0.7548550637819453,0.4069412703315642,0.195869648611661,0.6615950412722784,1.0,0.5888489628517624,0.14506856835299412,0.5240417253031383,-0.10920121016162555,0.5369043923748362,0.7158959279660161,-0.27693240792728674,0.6589967390852818,0.4201822713420865,0.06288833248622586,0.7029773144215608,0.454084737358348,0.5476925593490152,0.3252884002908057,0.3425459002175117,0.8361948246555969,0.5544858835510931,0.6115310751952662,0.4524742070358783,0.531200145096737,0.420854910365504,0.3843727034108157,0.5758904551088048,0.10993244816448344,0.4630831722632956,0.5352513651407679,-0.3266500806992443,0.3124309528996932,0.5761142192773118,0.7209308646224416,0.5541060679566929,0.37345541718171066,0.4197433556618601,0.6462407032204373,0.6086258037668193,0.294969273339951,0.31288492940779944,0.3393214492902978,0.5881821673119272,-0.012023348516280249,0.2580676199949186,0.11448476286553172,0.06630338702169172,0.43048824140998365,0.4055044860006228,0.47862812472977145,0.5637105257554743,0.5606706288915699,0.6724792306948936,0.5705130172363887,0.4843392730387582,0.5515194077234794,0.6181477269702593,-0.14332069574921383,0.2167320831973788,0.6859752583432535,0.7947010777060276,0.536533026201452,0.360641576576663,0.5460595252474442,0.4345442122052097,0.6063810341441395,0.5542333975516053,0.46763118518667707,-0.16298462012697798,0.24086369136386235,0.4657973961828747,0.35595506366862706,0.6188544199725815,0.8620771832327817,0.4307982146327633,0.6806807816220836,0.7818530358974412,-0.2503756480572455,0.4307806098299336,0.6743941766062257,0.6068672065405318,0.4340151147278346,0.18362443260459224,0.5749734263952031,0.5214494266956471,0.2397077800915595,0.6649099426690134,0.323293535703206,0.48743486245544076,0.15002036298532623,0.5440501461391658,0.04434848631396962,0.19031667505214736,0.699962736826894,0.6576358751921078,0.03432284858479481,0.5551238773394499,0.8114585522576334,0.628275910823356,0.6092221087312965,0.5810960771593281,0.09188865838617091,0.46267659922202703,0.1594460378637359,-0.02768381581925756,0.5531853317265293,0.683809138270707,-0.27121203779480685,0.6104064451216451,0.9360275201326473,0.6178471142314709,0.5677506643065732,0.567153264943771,0.6854516920449821,-0.11099775878075117,0.09085797849502074,-0.2416096864874254,0.177095908333638,0.29263707937422734,0.5443776278538535,0.5706288244623402,0.5862191446266222,0.626278313154693
Cerebellum_4_5_L,0.713271873011559,0.7519569605643028,0.47560032474031677,0.5563446215639938,0.8594189720876743,0.5888489628517624,1.0,0.379670706360264,0.5066886331857567,-0.09045592371363816,0.5642920080160356,0.5283083194968646,-0.27027055995339394,0.6991825117783336,0.5098446368053405,0.18870289032374155,0.564716485998743,0.6259980224104487,0.5007606177923726,0.3622115584048087,0.3272078470245267,0.631716953414464,0.7561555784335926,0.5792385180739009,0.4652794519593147,0.8675410180135505,0.5013082345111045,0.4294765388602901,0.6394083003604276,0.23791845146950338,0.7473231355662568,0.1130983477535156,-0.19082770080359596,0.4896299497376758,0.4697317241282429,0.6472572423769817,0.5831814776720662,0.27761846001238744,0.5217348069248051,0.4883340265574955,0.5570589298931566,0.5052085087182431,0.694962191176301,0.0904797329506841,0.5596072417777865,-0.2737048641327707,0.3137940524375539,0.11843890382681534,-0.038979152016870425,0.3834925732544794,0.2764197796398513,0.6925776832278538,0.840313809785429,0.8534604392714554,0.7404583088924152,0.6243674873973093,0.46002511350214054,0.2271014653512357,0.6429401460600629,-0.020641688387036696,0.284788879275863,0.5181935829854828,0.5327024022872154,0.5637945303130814,0.4638370048751094,0.6392438278219278,0.4101768091593916,0.8684852220496971,0.495165764542557,0.5405535815646523,0.09231338314925505,0.10261018646704487,0.44250031772605286,0.5655731899390797,0.6837471597686878,0.684680624760598,0.6520817845089726,0.615847486975924,0.7151625853350361,-0.09556875770007117,0.5792676653087856,0.7740864520032535,0.6126498203161311,0.546802921889839,0.2529191500442179,0.6316026803870546,0.6273291100465748,0.48821526057055353,0.7179247129188013,0.29622359074897675,0.39541539563811606,0.08341407436346633,0.5394467691857289,0.07893303075524329,0.22011719552585468,0.9068776793871065,0.6283380098701904,0.19804458816039472,0.53276931269426,0.5308871326863462,0.6176125635276972,0.7239660450467436,0.42889756577349064,-0.12252652508911802,0.4763528011725078,-0.2150784662953137,-0.17909405453564564,0.6906827999506941,0.456609621691198,-0.2398339907952118,0.7213912439681462,0.5781493482836606,0.5334069499023159,0.6377702296407104,0.9125231764395905,0.7872254370612971,-0.13391292377938882,0.4434034235932036,-0.37901451562645555,0.2787497235753892,0.4470979932808372,0.27323971156547205,0.4468167459782485,0.7285435006001135,0.2635669400099659
Occipital_Sup_R,0.7746357966969915,0.08736976467808683,0.05171675489789746,0.6960664074091104,0.31203305037908685,0.14506856835299412,0.379670706360264,1.0,-0.10893723436320127,0.17958157684086942,0.022006292882747493,0.1749265783469976,-0.08094466140913048,-0.010640327902945187,0.015158395592399405,-0.2580774870433281,0.3872111622814802,0.229469320131969,0.42910506658563463,0.0910743696406898,0.5671318563983997,0.3145791364253137,0.5876320901973886,-0.09883363802623073,0.6171237204509297,0.3023992980016702,0.16134512526885042,-0.17256238357119713,0.3266144111827997,0.8879361992131737,0.19528924743335607,0.0405924823174202,0.10935664809971192,0.27190448398437744,-0.09071963777928983,0.35665924560433065,-0.066605668907243,-0.01973165919509726,0.6772149208383879,0.08842704076497551,0.5567657680164554,0.8243933896678459,0.33829566453880844,0.07420475703598456,-0.015453045893273442,0.05047459228673492,0.2711377379535113,0.08468618541772731,0.07493702246283548,0.40583532696697266,0.6748930368979241,0.24559285900719316,0.18830087834860604,0.5241242425315795,0.13928457893375593,0.4983855080820124,-0.03390371506909646,-0.21993136685772158,0.643415259357591,0.008176107227102318,0.15732620757811916,0.24757623009153684,0.15629627746343264,0.8127677315325779,0.21314502041310388,0.017964093454813045,-0.23672633146897007,0.2084836194610018,0.3979046658360471,0.17015077046731894,0.2607198350593078,-0.15956907556133143,0.13959169818980474,0.4864717715463714,0.03273624520372265,0.3086414614611259,0.45163911438684057,0.1139380678845785,0.02878265140762719,0.06317152939050201,0.3929385384787578,0.13984496410540007,0.4383534122468364,0.4487854588011626,0.21648524843313882,0.6640814268684253,0.23837314652035074,0.17812182974298232,0.1328793438692728,0.23738891907563914,-0.04685848386958929,0.12285713567296389,0.4431546342135508,0.5752487902786017,-0.012804630783695661,0.33207967046320963,0.009227052685178386,0.11959432372431107,0.0506669246177927,0.19643272314028012,0.33740741774408034,0.5433461488692629,0.08221256674971185,-0.25855750483192713,0.21870849927438782,-0.05713238546469423,0.016871159699948804,0.09826264323678496,0.48125348312956423,0.15593867080666435,0.13034626436523655,0.12337366978193255,0.46542975402701176,0.03995737065803851,0.23042352950958894,0.05121225521116998,-0.04581163785289222,0.9130747939901633,0.0920185789065344,0.08483557702516475,0.5730990762884318,0.012515481182472553,0.15616685407743158,0.18187674623528802,-0.18191882865076947
Thal_IL_R,0.18231741120578493,0.6788701816873532,0.6844562808894402,-0.05483523328443339,0.6329883258226378,0.5240417253031383,0.5066886331857567,-0.10893723436320127,1.0,-0.07974853425963856,0.8254622040444507,0.5589035786065435,-0.264491511921456,0.6590156053312313,0.3849294323697166,0.027015446183097137,0.49092744003858035,0.2818026800649375,0.3661292737678927,0.2730692380388193,-0.10156052326761317,0.5172578576596173,0.3866185567237315,0.7136544391967162,0.06689073764445608,0.45428296291019854,0.39594342063535887,0.3674683092339797,0.6612888916520797,-0.13078777855751558,0.4543343507641575,0.25781005215646485,-0.19964102960063676,0.25745161655890886,0.5192017233476726,0.3825958208505408,0.5689875263970334,0.31791681897747076,0.2450611333618353,0.6087415259939508,0.20289828554498018,0.07621826884086064,0.06754440240083852,0.3299964060703412,0.6300146785655637,-0.12090070635075606,0.20545981375165168,0.21981121248676982,0.06082105733902854,0.33818283851777,0.02362378195986607,0.31973117865413053,0.5662114394180193,0.3801177111082648,0.6205440071065835,0.23880592085675556,0.357070962995805,0.36900246026381517,0.25712672100104655,-0.01615517931724633,0.44535825435413695,0.5404587303714079,0.5896064245970418,0.1469534306796715,0.25756258958959816,0.6635318901784087,0.6091564602960473,0.5360633977344947,0.39315899033325635,0.611870530589321,-0.13724942480139452,0.35813115515970384,0.4554970015963626,0.23728864881201348,0.6849321868832284,0.49239164282901066,0.20229858848094806,0.6932775242566618,0.7274554654696932,-0.40339206419581175,0.3467583109725531,0.635220671920815,0.3008028121795618,0.42628463171808517,0.3089966267924082,0.24519337293908455,0.3000367000700696,0.2847175466444956,0.714747470697115,-0.09559706340160243,0.5469878908374503,0.11273946789014308,0.29883183316110495,-0.12419934253629994,-0.17723380758426682,0.5068063178449507,0.5799390011605291,0.09982597122415404,0.4437203072324808,0.5200439334436467,0.49857287724017413,0.25841032747280773,0.5088581652456959,0.03548420553870871,0.41532523338012584,0.02969186603536845,-0.1253071591805978,0.5736157842240504,0.28723463155813517,-0.1872940130967471,0.6141630628732193,0.5708211383498732,0.42382437529500994,0.6560063402417179,0.49604895386251907,0.6904319968324734,-0.009116422485518517,-0.03465779100331613,-0.4336640772950181,0.05703310194923734,0.20238079132035136,0.3609665387546513,0.5178242543284366,0.39700352392488125,0.5178631594571158
Cerebellum_Crus2_R,0.07281981973886643,-0.1594091354766678,-0.23320592677678392,0.11943380013599304,-0.11997884286505833,-0.10920121016162555,-0.09045592371363816,0.17958157684086942,-0.07974853425963856,1.0,-0.056827893087730424,-0.12818083000399427,0.226427708865684,-0.07900826298874777,-0.4687119148014153,0.10897556193090749,-0.023822623782244617,-0.11596759454829854,0.00536537508946995,-0.16476935995235065,0.004395828510083057,-0.057661936447863736,-0.026115628563483893,-0.05935182841642422,0.04892032118923299,-0.06659440437231352,0.00455676318510194,-0.062338593319414264,-0.030789573617558404,0.1777085676959416,-0.0775923293491877,-0.029590786720984592,0.0572355227351378,-0.13793669966248573,-0.03216694950977652,-0.05466972175112056,-0.135833099897423,-0.05761803397987799,0.03435395752686713,-0.0295061515306793,-0.003854986378048482,0.1335403358174184,0.012550630378647253,0.20810706107788693,-0.13484742617288054,0.03809390812578551,-0.2336466611083044,-0.19005593065827914,0.013072934741961806,-0.09745258814580324,0.12464501943530758,-0.13558926801653573,-0.04684668759794399,-0.13606252939104918,-0.15362269451512192,-0.042571306735936135,-0.34116063814427794,-0.15864151479883906,0.026788596769392714,0.2947820790406503,0.09729116914239279,0.011259379310949327,-0.09897260365974514,0.04720701527777745,-0.22723166664700314,-0.3752322439738561,-0.0175948808616338,-0.1846467136975286,-0.08168459135310165,-0.12660761342893584,0.019383516251348168,-0.12432899731545217,-0.3140923093826836,-0.29301073284533297,0.006030421891059208,0.02073191308167172,-0.026960714523505305,-0.0911916009585211,-0.2809050780756151,0.17787597626427745,-0.1338429539116804,-0.09044361632977613,-0.17265121131080272,0.005597116718083187,-0.16682448377424053,-0.03685844364837786,0.04906826604907503,0.007956010268992059,-0.11009553493678174,-0.2790219256019571,-0.013550054102972527,-0.01604744762517559,0.11257453269681555,-0.13949179742797252,0.13042864074460886,-0.16787709256633135,-0.2403291056797561,0.2296832315014112,-0.2994177222518962,-0.11844947783720164,0.022585054817999335,0.03153698560808417,-0.06381755153057284,0.002094362729352495,-0.34110030595262464,0.029334100110620882,0.3222894800052228,-0.10820190196991264,0.0031354626760871284,-0.03188283561707635,-0.1195612585608444,-0.13168461948470123,-0.11703518105122598,0.0837552472082531,-0.13942710478855735,0.004941056021795457,0.11261378244343274,0.1277931481954403,0.11651307592789766,-0.03358439293363207,0.03302942771985848,0.021498335520503814,-0.1959142912787045,-0.1422004065973623,-0.10199871790597578
