,Angular_R,Putamen_L,Pallidum_L,Parietal_Sup_R,Vermis_3,Frontal_Sup_Medial_R,Cerebellum_4_5_L,Occipital_Sup_R,Thal_IL_R,Cerebellum_Crus2_R,Thal_MDm_R,Insula_R,OFClat_L,VTA_R,Thal_VL_R,Amygdala_R,Frontal_Inf_Oper_R,Cerebellum_9_L,Rolandic_Oper_R,Cerebellum_Crus1_L,Cuneus_R,Frontal_Mid_2_R,Lingual_R,Thal_VA_R,Postcentral_L,Cerebellum_6_R,Cerebellum_9_R,Temporal_Pole_Mid_L,Thal_VPL_L,Cuneus_L,Temporal_Inf_R,ACC_pre_R,Frontal_Med_Orb_L,Thal_PuI_R,OFCant_R,Cingulate_Mid_R,N_Acc_R,Cerebellum_Crus1_R,Lingual_L,Thal_MDl_R,Paracentral_Lobule_L,Occipital_Sup_L,Vermis_9,Frontal_Inf_Orb_2_R,Thal_VA_L,Temporal_Pole_Sup_R,Thal_PuA_L,ACC_sub_L,Temporal_Inf_L,Rolandic_Oper_L,Calcarine_R,Thal_LGN_R,Fusiform_R,Vermis_4_5,SN_pr_L,Paracentral_Lobule_R,Red_N_R,OFCpost_L,Postcentral_R,ACC_sub_R,Cerebellum_7b_L,Frontal_Inf_Tri_R,ACC_sup_L,Precuneus_L,Thal_LP_R,Caudate_L,Olfactory_L,Cerebellum_6_L,Frontal_Inf_Oper_L,Thal_VL_L,Thal_PuL_L,OFCmed_R,Raphe_M,Thal_PuM_R,Red_N_L,Frontal_Sup_2_L,Vermis_10,Cerebellum_3_L,Caudate_R,Cerebellum_7b_R,SupraMarginal_L,SN_pr_R,Cingulate_Post_R,Thal_VPL_R,Raphe_D,Precuneus_R,Cerebellum_3_R,Cerebellum_8_R,Thal_MDl_L,Thal_PuA_R,Cerebellum_10_L,Rectus_L,Cingulate_Mid_L,Thal_PuL_R,Thal_MGN_L,Cerebellum_4_5_R,Thal_AV_R,Vermis_8,Thal_MDm_L,ACC_sup_R,Temporal_Sup_R,Parietal_Inf_R,Cerebellum_10_R,Temporal_Pole_Mid_R,Thal_LP_L,OFCant_L,Occipital_Inf_L,Thal_MGN_R,Precentral_R,LC_L,SN_pc_L,Frontal_Sup_Medial_L,Cingulate_Post_L,VTA_L,Fusiform_L,Hippocampus_L,Vermis_7,Occipital_Mid_R,Amygdala_L,Thal_IL_L,Temporal_Mid_R,Heschl_R,Insula_L,Vermis_1_2,OFCpost_R
Cerebellum_6_R,0.6262082968612985,0.7134155158201249,0.376966009293446,0.45833259266677756,0.7180856691177522,0.531200145096737,0.8675410180135505,0.3023992980016702,0.45428296291019854,-0.06659440437231352,0.4743634505038077,0.5042543611517332,-0.35566760245731677,0.6606485386470945,0.549492082381963,0.1956171651467426,0.5592634668153689,0.7586887542992821,0.4251966441465315,0.28123121969281456,0.21473618398363348,0.5635510829577401,0.7510254069355575,0.625697808314112,0.4630590446059152,1.0,0.5228654911235686,0.4570725407397044,0.5365763817376374,0.1329126452820272,0.8380190400290687,0.07684990959607148,-0.1745150034014014,0.42059907122339013,0.4623930519993388,0.560115321263887,0.6695850298113665,0.300938748081943,0.46274302370109544,0.4023101367137909,0.5730614870565616,0.5055810431442779,0.730152769509327,0.15421264011822497,0.5790966718570253,-0.22465078737968475,0.2345013377636585,0.06640480982705836,-0.03957885912178964,0.3705507439258736,0.13336492854366802,0.6127174080350339,0.9131092746803252,0.8332067300040991,0.7201528205588777,0.6967577695173549,0.4484765114833365,0.2952680316564642,0.6072780998975882,0.005208896397409793,0.08082714741881472,0.5463830237500215,0.4431640865276243,0.5065629483423132,0.42686164718565817,0.5562858608133158,0.4037180931309309,0.887894408268359,0.481773844173084,0.4466516978246607,-0.031539522191819776,0.040358478569501484,0.43650964028673994,0.48924160704987857,0.641700185422829,0.5652233017655917,0.5848471823506043,0.5522555226820686,0.6671222885111843,0.05194502811526183,0.5728633420177012,0.7188477050036071,0.6099582569569547,0.3921357489053736,0.08669019933865445,0.6362826454379918,0.5182897853083488,0.6692785373511483,0.6709813124491717,0.34213779105043657,0.3522205584823214,0.15025542749264395,0.4052996674222881,0.0694030929009194,0.2571957887263214,0.821569853478006,0.6278542639670001,0.30202489607419564,0.5116720091763352,0.43932646679737564,0.5673186147382383,0.6158948157323942,0.4367367885698489,-0.0213394966819041,0.384040398402583,-0.20967328900917526,-0.07974956544671684,0.6489222705837552,0.4533172841872112,-0.34885115200830563,0.6590605139285594,0.5624449658715154,0.40916650055182874,0.5987893207202533,0.8661066018782324,0.7108675860625666,-0.16542748099667118,0.40404005460437026,-0.365779813509875,0.29548281489028955,0.5458961897577792,0.14191105547880287,0.42140415360354366,0.6373311884707427,0.27257288643835564
Cerebellum_9_R,0.2984583446563939,0.4375259591473074,0.32468220287560307,0.01928012734669591,0.4664130878608828,0.420854910365504,0.5013082345111045,0.16134512526885042,0.39594342063535887,0.00455676318510194,0.3656000589829026,0.5305467261571589,-0.4444369565996631,0.2955332315813535,0.07560569116844892,0.159976227676887,0.56110899891938,0.6423572153211988,0.49690882622145155,0.45726440579541755,0.04642721933144849,0.5116416748278021,0.6001147810688227,0.38281627864998957,0.34609878386945486,0.5228654911235686,1.0,0.14012062145958878,0.4950963493038742,0.08204026106425757,0.6431834273090623,0.38693968082581137,-0.17587934335181057,0.1845501327192663,0.16013150632883374,0.5349810331430447,0.4358595995567499,0.5648305179952955,0.36901937651762545,0.36995129608193544,0.4759121801918012,0.4288373696886231,0.39951511854193966,0.09435293862401045,0.22624693963722461,0.24790564640143928,0.11333286164471829,0.03700908088020503,0.13340086349259403,0.5865391347877128,0.2361321015780168,0.24425714263024761,0.5998341338613455,0.586679410941471,0.3769622277487474,0.6137172967027101,-0.07403007762940154,0.4590381103913367,0.5122353395607261,0.09837242778491238,0.3666333185995158,0.5090615723106072,0.3760473189355038,0.43540660988981317,0.17943244389618912,0.30717959355222674,0.298715342625043,0.5616979312463611,0.5432009442465539,0.48525261625591004,-0.1562907030513716,0.11224971591520783,0.48803822182187284,0.07802986266471605,0.3736142851064234,0.3220622975143926,0.6124534335292565,0.5711781889510845,0.49996319375019016,-0.12868529612914506,0.5747877847163039,0.3592810850988964,0.5736202509443061,0.40191206739568625,0.25280149522570133,0.578335964059263,0.22066955376152037,0.4982788037806459,0.4336990867489994,-0.05023059122038885,0.30326553240544807,0.2955520037716021,0.2694607012492926,-0.028995469540186048,0.21064723334491253,0.5664081775748048,0.2335595942823305,0.5565112687641731,0.0956356716087835,0.44282899490170924,0.507321972169073,0.3555353216737651,0.4746623734696013,0.11403602462348765,0.19350616458426953,0.22996247039564766,-0.0031923196144965607,0.33630839697674486,0.5549984988652361,0.1766960504349927,0.3650889219730415,0.4747254530148042,0.4150664845005216,0.3238555198586577,0.47082177171895806,0.48338591420825755,-0.003192375531157813,0.18531083529058517,0.14205018414936318,-0.09753101193572358,0.4848901398551049,0.2830910698446397,0.4835858543339595,0.2877342981982892,0.3850924642960182
Temporal_Pole_Mid_L,0.09305105569469554,0.5495874521264548,0.3137587701658321,0.07522841513013612,0.2959860614758598,0.3843727034108157,0.4294765388602901,-0.17256238357119713,0.3674683092339797,-0.062338593319414264,0.2834582300448302,0.0721679324714683,0.09187546963391015,0.6624476137251946,0.2575387554403406,0.23624254463300873,0.07541342042108407,0.22375420788705686,-0.10786860591392253,0.18171689142855627,0.012165739649009953,0.24977697504052943,0.20687903138756253,0.4689760407178201,-0.05808316105397723,0.4570725407397044,0.14012062145958878,1.0,0.2253868091565577,-0.1688515176369056,0.4935154035076003,-0.21307768696311868,-0.2978141115855609,0.05755473740760703,0.5999135021841555,0.08286360134167639,0.5737322970281226,0.1280445366654397,0.029436641325578942,0.17976680372690682,0.05296970770407064,-0.05490851935531908,0.3193668167742429,0.23237015395639976,0.34781475735484496,-0.35533064385856294,-0.17416620510824163,0.06320863488679543,-0.019841707288587546,-0.14264892858451741,-0.15764004242082105,0.21328222417825451,0.4527971197343444,0.24564629497643575,0.5347360273630639,0.08511064546973898,0.4045661065435591,0.2974756724968921,-0.008318985340059695,-0.050631051733862155,0.28259930568421454,0.20347185513803262,0.15940643427808757,-0.054189024957875476,0.10407577693571018,0.36545319924688846,0.502560799398647,0.5525639567851741,0.011944137537083491,0.18131424839330237,-0.26861994891902335,0.13491184165174075,0.04258540659476872,0.0830905722189421,0.5019909272666877,0.38234511086688244,0.15428931707846974,0.2787528501683789,0.443516549987685,-0.0007757150405068047,0.018023170131003657,0.48372452027127305,0.12887858734252425,0.04704103244366413,0.035702825033542177,0.0391411765687512,0.2508572520206717,0.3690597152452984,0.4355883399272302,0.011003533752307799,0.16311418912906042,0.21659961796863456,0.03988577356619466,-0.25175226589976146,0.0072445819813977625,0.40297424251243674,0.4744224143888695,0.11208580161810562,0.223652602167603,0.10163095002607667,0.001085274679256258,0.14299399619082576,0.13751916758204932,0.363703145573756,0.1568217879290712,-0.3408699874603939,-0.05946590878092495,0.3156369613828142,-0.06103446962727026,-0.5863564020389122,0.47221695010800996,0.3111518132211753,0.05412367502120273,0.44987361910978746,0.625193636308889,0.5996764225164245,-0.09915493738164438,-0.09540276176653556,-0.6308192652161256,0.17786293292800642,-0.18991508208383673,0.12171525615145357,0.06499508761883395,0.39041633787360136,0.24910995575322578
Thal_VPL_L,0.5412667206116919,0.6656974876593956,0.61172388896762,0.246521420959942,0.7105485310336702,0.5758904551088048,0.6394083003604276,0.3266144111827997,0.6612888916520797,-0.030789573617558404,0.8183115548105091,0.660263931543328,-0.3436513956674741,0.5558737559218424,0.3484155331649355,-0.2560285423866888,0.6850330819364229,0.42547386384423524,0.5529161129825877,0.21848413629135394,0.18320009255974784,0.6623327166944658,0.6973691611031292,0.6470730658854066,0.3696142264314599,0.5365763817376374,0.4950963493038742,0.2253868091565577,1.0,0.234345402854538,0.526983549915453,0.31566582245714725,-0.19273725688006402,0.5328038706639525,0.36709119474595175,0.5778551032170264,0.6019070864705572,0.27923743817742175,0.5704867910656678,0.6678128334101836,0.5363437060546219,0.389398899387225,0.2542685396410217,0.28669137901898367,0.6373289052673872,-0.05893871246074675,0.4867334043271798,0.3999245699091251,0.1472118452535593,0.5201737140629772,0.35710889108932453,0.34992882548061854,0.6296471624419546,0.6609765955971092,0.6621614173142506,0.5144465939905566,0.4067777760477764,0.2956827537355543,0.5422922571240423,-0.046561480316001505,0.4623009649752905,0.638450581298176,0.598501959157492,0.5398497950325383,0.45118236657493016,0.6193583394744104,0.41420939915207194,0.5836857701912003,0.6144724361789515,0.8799660945942117,0.01559814702261521,0.24468903124459648,0.5140525266637034,0.49440056035159574,0.56842268592085,0.5826562431480341,0.413534305282224,0.6574887809878005,0.6983539147486428,-0.3451245513967448,0.4997595215068138,0.6478007780978907,0.5650623920817035,0.7651935975159033,0.4035471045137841,0.5756440522395698,0.4454301057183963,0.32315074595655185,0.8139219644957925,0.1421585443161779,0.38965933418178805,0.24473963620508649,0.4687429305594921,0.16787555317898845,-0.17835422195228706,0.6834038970627873,0.6273174801339148,0.16353807126413208,0.3232744888519811,0.6117218161461772,0.6204354429927081,0.4675336406450728,0.4592461538694845,-0.016246809918965724,0.532977861174453,-0.00762157711898643,0.01226134307743417,0.49973227864534087,0.5589673987794186,-0.08557740432086762,0.6225606794963346,0.6206788985480638,0.6615683449983192,0.5558295600773039,0.5552819098559078,0.6029872178980418,-0.10325488859265472,0.32643070300603877,-0.2892545671917474,0.2426787852655945,0.44014348094232236,0.34231896535339457,0.6271989800846293,0.5455450337606043,0.4078860208317274
Cuneus_L,0.607337337208777,-0.01953492700567781,0.002659601343149073,0.5850973763055087,0.2051640627411811,0.10993244816448344,0.23791845146950338,0.8879361992131737,-0.13078777855751558,0.1777085676959416,-0.0026654042760554677,0.1352048946792642,0.08183942013873909,-0.0819742781170975,-0.06752495919210612,-0.27763596939780805,0.3117526894795386,0.12042420357383149,0.36429650754192344,0.12150034446235486,0.5434427546467849,0.22590661002210272,0.41862972271745696,-0.19156383072934274,0.5459446059587102,0.1329126452820272,0.08204026106425757,-0.1688515176369056,0.234345402854538,1.0,0.0524780885849802,0.061000277488513215,0.12890797883542582,0.25523329818656315,-0.08665391496108453,0.2660953432985331,-0.2174745817222229,-0.10805103023949858,0.6320810405344301,0.08974099192233091,0.47435699537878284,0.791183386894232,0.2331236747450013,0.03577471011567882,-0.08775570195091115,0.06641956599147981,0.26762376361455775,0.019780382445480277,0.10377857767769386,0.3514131047220048,0.684691024654545,0.17205960877040496,0.02514325784381091,0.3541075291271058,0.01308314471948483,0.3392683175930947,-0.030898593301898866,-0.2833266669832436,0.5107718377207642,0.0036107556281666613,0.22285037315840237,0.16273245252568352,0.16172228073140696,0.7222359221229632,0.18701227714831245,-0.046051233073909806,-0.304299064006493,0.0939546632567986,0.3569026235101325,0.13469353384376057,0.36530414146047596,-0.10518332618011342,-0.004906113732121363,0.46640760583202145,-0.06171813793999054,0.28657712712533734,0.43697297462391144,0.055522361131551914,-0.034372899877864814,0.17274609396711355,0.34156692396955474,0.046186024095939616,0.3226750619743903,0.4158146387560983,0.3462594724879796,0.5128262218411597,0.14953576989200962,0.14421718932371486,0.06034721183914509,0.23251728194429663,-0.2159072774434308,0.09333369260366682,0.4406960506197071,0.6191512726915979,-0.03887104774199791,0.2525571374714187,-0.08816942670048329,0.10600457402856402,0.06748956651244069,0.16357519119794936,0.18704668147583,0.4259406605746946,-0.062132191727582255,-0.1856570424129907,0.11267284696063216,-0.024692003017253175,-0.07289873556495209,0.04115512126179263,0.4202788340693161,0.18015247545973181,0.05500049769031606,0.10116207104391882,0.40469636340103765,-0.016136215203225942,0.12325585669530241,-0.020935749139612048,0.009616789712382747,0.7873115035618697,0.2050554692869774,0.09206835836750159,0.38459510479025383,0.04182461921102021,0.1116474997154747,0.10985125867167692,-0.20358856813361215
Temporal_Inf_R,0.49376358449197255,0.6768764986099759,0.42083765842932325,0.2968023213651573,0.6384936867988965,0.4630831722632956,0.7473231355662568,0.19528924743335607,0.4543343507641575,-0.0775923293491877,0.4923515732968147,0.45713597827690955,-0.3447736679668458,0.6310690644480714,0.43607096535281725,0.1623790386169842,0.5267012816086848,0.8055827287844232,0.3923052253856055,0.3101215954940426,0.1215575902615099,0.5325617492966944,0.68664090459906,0.5616725068842965,0.37384053830662156,0.8380190400290687,0.6431834273090623,0.4935154035076003,0.526983549915453,0.0524780885849802,1.0,0.07291487517297059,-0.13983088752902553,0.3426809797662856,0.44769722442102755,0.4800749383470645,0.6721610149733006,0.28240362984416195,0.4137145378380815,0.4364164166813866,0.5161852805353818,0.4184665778518548,0.6763643588109309,0.1580608904933645,0.49926908814817533,-0.1881296008593193,0.12703992049585577,0.1353192487368018,-0.14846898941157097,0.40334797399953504,0.10789255051997007,0.4759020450496887,0.877922463361711,0.7264801957721031,0.6815703811758326,0.6250684694695609,0.3334416683601061,0.33757792562763256,0.49286846261004474,-0.11175528857192317,0.18074678380695372,0.5111433007411054,0.39325984299827627,0.4068862491579835,0.3782207539509961,0.5058963913711446,0.38599159814554146,0.8154137327066132,0.46731026986033014,0.46221066854016835,-0.08955472016543417,0.03484101179596289,0.3858272001687923,0.35860215317599736,0.5929343232097081,0.4975992991256743,0.5850884591882477,0.5851257376499438,0.6336092528840557,0.06191351915444432,0.5435795225410702,0.6608733897745546,0.5718899393729051,0.3764846224475834,0.18976762029199418,0.5490720296835561,0.5398236004286162,0.700832866080585,0.6489138034681194,0.19841384457537875,0.25527608184527556,0.2988989000850877,0.2972373476851623,-0.02327784719288059,0.17631357779836948,0.7759729731625521,0.5927097692265855,0.4355394801471867,0.3527452052487008,0.386053850218459,0.524741079251932,0.49251201225773705,0.3707136274037873,0.01662173295536064,0.3887754081931489,-0.2265674513800895,-0.12465759617988038,0.5509799329788839,0.4305114340543144,-0.19767168527862752,0.6183210450653377,0.5055516031467064,0.36613749057664324,0.5438167252451495,0.7807303541355353,0.6588650932996211,-0.14443195795792313,0.32288926166062437,-0.3177591873524835,0.15730358291568794,0.4946236571151521,0.18944549048777393,0.4243069713934617,0.5425476200913311,0.25337754731098
ACC_pre_R,-0.027748210998733407,0.28044757691810007,0.19631638633260656,-0.2290632272437305,0.3030348620961961,0.5352513651407679,0.1130983477535156,0.0405924823174202,0.25781005215646485,-0.029590786720984592,0.23456996546573206,0.7012081102062693,-0.19244141330422204,-0.0022920319192768204,0.17238295678076582,-0.18638219659331715,0.5066444560173445,0.20758637534174348,0.5925672584641798,0.22930882661451207,0.19663200928514776,0.6143175376886489,0.31778346661279677,0.21320492561823415,0.26622697913443905,0.07684990959607148,0.38693968082581137,-0.21307768696311868,0.31566582245714725,0.061000277488513215,0.07291487517297059,1.0,-0.18157980463081322,0.11011381070652833,0.1905876491911725,0.3851495874398359,0.2265427620844328,0.3994328322033852,0.3753118299513047,0.4163656866878127,0.37857890675108125,0.16277597237722752,-0.0946726286908861,0.3798144363028334,0.24761248565869082,0.5290009013160683,0.3824830936173029,-0.010433940724080907,0.3247703215125688,0.5894982031607343,0.47405392254551737,0.05184774561330295,0.12203327692746152,0.28884175718141175,0.16888903913513817,0.4207430538618527,0.04884245095079406,0.6217323440281849,0.45905823822440733,-0.06599616176301414,0.0019449490483265358,0.5560974801936582,0.6269189791222516,0.4070667901387747,0.19953936573291275,0.2050350846144659,0.12460762825465423,0.11077368573018757,0.3812754002941476,0.30231215711613935,-0.26769028298169345,0.1520514202762643,0.4235942740834303,0.05050532549390847,0.15100896286469948,0.4167819423628435,0.21619821769986128,0.4592984576212611,0.38647794190431156,-0.28298830833028904,0.2583242423872561,0.14256725191046313,0.4217628687310555,0.1908631537208334,-0.045065956528864325,0.45456164924634573,0.06046845059033996,0.05050053128470395,0.1439696200713027,0.25172397251977263,0.4048043387282962,-0.08407397697455625,0.18968582012016902,0.22325368377266547,0.14555724027677552,0.22579531537423794,0.16266523946375433,-0.03764434054677798,0.24848531163223905,0.7219601918808877,0.5565614863224604,0.1649499119446724,0.5543064362532135,0.12586339073095734,0.2556706655243913,0.7500496230930258,0.05443479119548558,0.12435502198437486,0.6314631872122629,0.23041265491482166,0.13088728644739253,0.5794287583019114,0.3799569521513756,0.10600070700350024,0.002553702759996283,0.17611920022172536,-0.03445372491231194,-0.12425604332169851,0.3658996110602943,-0.07665510084492644,0.3474812583469147,0.4775582963295124,0.6006305338366095,0.13280481053772897,0.7148535432280901
Frontal_Med_Orb_L,-0.010326619886948824,-0.2894264927598818,-0.23534726439641013,0.03639820542031998,-0.15946057384264514,-0.3266500806992443,-0.19082770080359596,0.10935664809971192,-0.19964102960063676,0.0572355227351378,-0.12424406978136676,-0.15155482306488882,0.1271013814824382,-0.30878205907966194,-0.18217946400255527,-0.06684672074748814,-0.05062321806204866,-0.16465912173101416,-0.00751544432791991,-0.21130195472755117,-0.07801787432645302,-0.20405956195107974,-0.1389482321328434,-0.27338767104033507,0.0579708104518324,-0.1745150034014014,-0.17587934335181057,-0.2978141115855609,-0.19273725688006402,0.12890797883542582,-0.13983088752902553,-0.18157980463081322,1.0,-0.12833613395671872,-0.32985022225775906,-0.05465142706065653,-0.36132638436450826,-0.07161932990679053,-0.03939413125115864,-0.19592009628727552,-0.12026530126016192,0.03634446635401988,-0.07480174646667322,-0.15901520759320917,-0.2005700870842558,0.05531276360767157,-0.05281817111147257,-0.005546049893732557,-0.12494295719373691,-0.023387041015210202,0.0321583911429408,-0.10685252491271949,-0.14080537843506505,-0.15709111052038868,-0.3034199825189689,-0.13901562591703828,-0.22665053394292584,-0.32913415947717617,-0.06381967585726518,0.05693586680052793,-0.15180444186737574,-0.1471380656755984,-0.18385374079717626,-0.045476234625927175,-0.13687983970678785,-0.2867357989888134,-0.29239001880145726,-0.2628645210016687,-0.011367968715434735,-0.21891092222235883,0.2400661099652765,-0.16270614122723182,-0.05234010303401767,-0.011972632828610698,-0.2740736508462823,-0.2591762484194818,-0.0609661427983032,-0.18017248853301948,-0.28029563912706956,0.10591325269841799,0.04332628048076252,-0.18396185585946825,-0.10825375997739725,-0.07408741909970327,0.06424232179491973,-0.09800625388013529,-0.060031436114606214,-0.14944452514797202,-0.23526896140324277,-0.08790885890273936,-0.2171424544950452,0.06628953610115042,0.07343128537958818,0.05578956213423143,-0.0038742110179494312,-0.22893503250977318,-0.29275918046777083,-0.06909155759866892,-0.13949724973421335,-0.21873865315382718,-0.09796183357932454,-0.04902149067763073,-0.2661130628629384,-0.08812007129802578,-0.1792365987037671,-0.03732177358919551,-0.011900049463676418,-0.19257109777985087,-0.08808297522428925,0.20699907467458956,-0.2517628938370949,-0.2666571662307501,-0.07004247605454347,-0.15703624713309114,-0.26033602427993696,-0.28763111585821355,0.18431447976934445,0.1332306872658141,0.18841780532287736,0.02116644785926898,0.03314773786077433,-0.11929645970481241,-0.2194040728281945,-0.19005631628999417,-0.3074052515997321
Thal_PuI_R,0.4327132330353101,0.3323851395142821,0.5263979896801337,0.3834091893383942,0.5118170048512152,0.3124309528996932,0.4896299497376758,0.27190448398437744,0.25745161655890886,-0.13793669966248573,0.49680920382559646,0.4437860880415863,-0.14704572646645195,0.3227456888284424,0.4687953183820554,-0.13829403816612904,0.42633563254928775,0.3452023617494732,0.36840266814564965,0.04460350072244019,0.20624531199454055,0.36426407976076314,0.3956740184014889,0.2909205096381518,0.39074454921405216,0.42059907122339013,0.1845501327192663,0.05755473740760703,0.5328038706639525,0.25523329818656315,0.3426809797662856,0.11011381070652833,-0.12833613395671872,1.0,0.1856359783016924,0.39892634094604573,0.2792061945010786,0.09408825109305707,0.36112975017556725,0.40719492080264974,0.4566065365969978,0.29015284099917654,0.20108426765405316,0.07340543669792209,0.4292576600662107,-0.12563925903852668,0.5814856184403733,0.28510281009822563,0.13592188131590915,0.24818997737926085,0.13397059750790324,0.6245526178211142,0.4290897039422982,0.4343956024132576,0.3368352508562047,0.36551813925302923,0.5398794713948125,-0.04661648906304093,0.39756136314322243,-0.28010786344194666,0.16044895522269498,0.36257243253314564,0.34803061188953144,0.4001652457255796,0.6159717507183969,0.5914294265284695,0.07557944033297925,0.37413730432582365,0.44071995918550183,0.628669561475071,0.4229890592078796,0.06036893193078098,0.129472653690586,0.5736145452305681,0.3557991217232155,0.4321420549021108,0.2974273552802902,0.2998372362509423,0.425807684977355,-0.03027519214791112,0.39366328037686843,0.444382882729671,0.2917881927752681,0.608383582528596,0.35196771065763155,0.3654306124156778,0.33633530748140206,0.3165555824245614,0.4361234078976687,0.4720730645670898,0.12611225790405978,-0.061795932262347225,0.48715916960871064,0.24190314015127257,0.22408569783750096,0.5175704391072591,0.4230814145832175,-0.04371068774905492,0.41111058735944406,0.35447742236273844,0.3960593690499898,0.39837579053325733,0.19920044815087287,-0.15408393955973024,0.4484002714675617,-0.16292729956252275,-0.06864965730401398,0.4359781776449643,0.38955472495595134,0.005061641351428068,0.4674679047936611,0.37671908674199506,0.37324741534212824,0.4160266761027637,0.4048679218019729,0.3201313639870682,-0.1924358267793486,0.29990139881842015,-0.07646156251352287,0.16234036019242512,0.34703627795975217,0.21764518718697376,0.5033706042541064,0.40027227972096524,0.10681380491709339
OFCant_R,0.09698082982181216,0.6907534507745227,0.514874358104869,0.03085164275272699,0.43974388080603743,0.5761142192773118,0.4697317241282429,-0.09071963777928983,0.5192017233476726,-0.03216694950977652,0.46519368235783554,0.39108040377220465,0.06446561156699207,0.7378717176030529,0.35415349825733683,0.11683149144771347,0.20324028734038138,0.2945052278706472,0.14819555435582563,0.2989557114878091,0.08611951368458208,0.4647347066858,0.2561748327810539,0.5516497055985444,-0.01559864675413846,0.4623930519993388,0.16013150632883374,0.5999135021841555,0.36709119474595175,-0.08665391496108453,0.44769722442102755,0.1905876491911725,-0.32985022225775906,0.1856359783016924,1.0,0.11587592994895292,0.6997671367479052,0.15633738400496877,0.23014929653104196,0.4322864946450911,0.0940357289464741,-0.00852390461523276,0.22142294790742073,0.3739980553778967,0.5033214957601333,-0.1940889866574456,-0.05092240040737712,0.12651172868674831,-0.1221756569247537,0.04905853631965535,0.04018012135403792,0.2367780926333938,0.44261865303307724,0.2308418368888507,0.6514895496000789,0.08669216305002625,0.5267980057292573,0.4382795764851806,0.13031444729883768,-0.20351661066989862,0.2510903490850125,0.2947845079338522,0.507487281282258,0.07395120829698591,0.21725736594773332,0.47746954747438325,0.5632147329667464,0.5918295771470894,0.09672499977612606,0.2564878920359174,-0.25852155266481675,0.34634025320349004,0.17020168130108923,0.10086492514694542,0.6138135348899647,0.634862461477825,0.23205969389447811,0.5159382880795235,0.574109450459921,-0.07373921170210862,0.034259674637911526,0.5872199586935624,0.1092644526851814,0.12670696990923222,-0.05325394139488263,0.0842244882832478,0.3107732456124914,0.30885170235519277,0.4661142285016595,0.1124747265186288,0.4366089152462919,-0.03071639881747428,0.10261119628332312,-0.23406689767636693,0.019307107251036067,0.47044095787767026,0.5967583198356575,0.06760046253826746,0.38009602829031464,0.4501885663386368,0.256407382085488,0.1891014300284614,0.5080700975265889,0.05554926761455706,0.29036143874894443,-0.11594883751353594,-0.2137885068919236,0.34268566257135585,0.09763129241811282,-0.512793944180732,0.651712653097137,0.5231361783282792,0.10020946309441778,0.5594348273545959,0.5981927308952947,0.6961088945476652,-0.24135821399387483,-0.09135247689888383,-0.502872116465681,0.17327763626050252,0.037744641163254086,0.315871860319406,0.34650087744641683,0.4123156510737095,0.5465125085681524
Cingulate_Mid_R,0.6246587663429625,0.5472850523512961,0.27196499013661174,0.4064934310766123,0.6949423836441921,0.7209308646224416,0.6472572423769817,0.35665924560433065,0.3825958208505408,-0.05466972175112056,0.45513854012238875,0.6595054300454503,-0.3894743314208798,0.4249748363458203,0.3370480189931871,0.09690637388785556,0.7989486798437783,0.5170078019415049,0.6941659400710783,0.22194301904219893,0.32516619796450774,0.7585529018034036,0.6589139766168421,0.4594906106254176,0.6961100434295048,0.560115321263887,0.5349810331430447,0.08286360134167639,0.5778551032170264,0.2660953432985331,0.4800749383470645,0.3851495874398359,-0.05465142706065653,0.39892634094604573,0.11587592994895292,1.0,0.27416331296561613,0.35054277800508177,0.48436902097796825,0.5633895440648549,0.7517948365966968,0.5061701640667835,0.4546886212986218,0.1332649137500858,0.4475804468435044,-0.015529773118219153,0.3868824902810616,0.05021238012913305,0.07200540673445346,0.5685907265228,0.4281824810146578,0.564803773086865,0.6037022454156158,0.6906156801415255,0.49624906429980736,0.7149321666858183,0.24160238890512606,0.2701562543892682,0.7822850588409836,0.017700475820474345,0.20456394492432867,0.6903056718102021,0.6015680725062726,0.6836293258604526,0.3145000947049451,0.46945807250865657,0.22222900362376863,0.5424170850972975,0.7515074184272246,0.5204248231750842,0.09236309420685872,0.025629514504086695,0.5163056896384555,0.4750032790566058,0.45580313536435313,0.6531134320422588,0.5747236508829101,0.6065584406491809,0.6395046084449783,-0.16403947097835203,0.7072323218398613,0.5941550551740301,0.7185687199102366,0.60377666704392,0.36922672680726887,0.7143245630028258,0.5916642683415921,0.26375537298369844,0.6174224871346682,0.30031566240301855,0.2879928049908091,0.15040726934567092,0.8328565702078167,0.21905249723039802,0.2769610074451367,0.7338120850241394,0.45544018154785304,0.1500348994682502,0.4839229617354373,0.632377238973797,0.7075854303811661,0.7663930981237635,0.3576429080581365,-0.03853536425522248,0.3915832611982799,0.09547388085512695,0.007261886830660474,0.5871422950949179,0.7891458245244213,0.015167578953580826,0.44850718314938476,0.7519901699047846,0.7732814919684989,0.4713152809538692,0.4981358423738858,0.5339352132995021,0.04003621347225546,0.3192996686575049,-0.013622627309012104,0.21066661986252921,0.4538037732519707,0.4068019998628889,0.5074203989367776,0.5676490963059744,0.3045558126705711
