,Occipital_Sup_R,ACC_sup_L,Cerebellum_7b_R,Temporal_Pole_Sup_L,Thal_MGN_L,Vermis_10,Calcarine_L,Cerebellum_8_R,Frontal_Med_Orb_R,Thal_VL_L,Thal_VPL_L,Thal_MDm_L,SupraMarginal_L,Occipital_Mid_R,Parietal_Sup_R,Temporal_Sup_R,N_Acc_L,N_Acc_R,Thal_PuM_R,Parietal_Inf_L,ACC_sub_L,Occipital_Inf_R,Vermis_9,SN_pc_R,Caudate_R,Temporal_Pole_Mid_L,OFCmed_L,Cerebellum_8_L,Thal_PuL_R,Frontal_Inf_Oper_L,OFCpost_L,Frontal_Sup_Medial_R,Fusiform_R,ACC_pre_L,Frontal_Sup_2_L,Hippocampus_R,Red_N_L,Cingulate_Post_R,Cerebellum_10_L,SN_pc_L,Cerebellum_3_R,Frontal_Sup_2_R,ACC_sub_R,Vermis_1_2,Frontal_Inf_Tri_L,Hippocampus_L,Thal_MDl_R,Thal_PuM_L,Angular_L,Frontal_Med_Orb_L,Pallidum_L,Thal_LP_L,Vermis_4_5,Supp_Motor_Area_R,Heschl_R,Thal_MDl_L,Cingulate_Mid_R,Caudate_L,Vermis_7,SupraMarginal_R,Cerebellum_6_R,Cerebellum_4_5_L,Thal_VA_R,Cerebellum_10_R,Cerebellum_9_L,Postcentral_R,Temporal_Inf_L,Paracentral_Lobule_L,Thal_PuL_L,Cerebellum_6_L,Temporal_Pole_Sup_R,Cerebellum_Crus2_L,OFCmed_R,Cerebellum_4_5_R,Temporal_Sup_L,Rolandic_Oper_R,Precentral_L,VTA_R,Cerebellum_3_L,OFClat_L
Occipital_Sup_R,1.0,0.15629627746343264,0.06317152939050201,0.11521268640103292,-0.012804630783695661,0.45163911438684057,0.7594366074412036,0.17812182974298232,-0.08285742179788273,0.17015077046731894,0.3266144111827997,0.0506669246177927,0.3929385384787578,0.9130747939901633,0.6960664074091104,0.33740741774408034,-0.21263840208089838,-0.066605668907243,0.4864717715463714,0.4860538578158874,0.08468618541772731,0.07973987457337439,0.33829566453880844,0.110362558184853,0.02878265140762719,-0.17256238357119713,0.2672641725097865,0.27505725957699984,0.5752487902786017,0.3979046658360471,-0.21993136685772158,0.14506856835299412,0.18830087834860604,-0.014411897583931438,0.3086414614611259,0.19148804284141063,0.03273624520372265,0.4383534122468364,-0.04685848386958929,0.13034626436523655,0.23837314652035074,0.2622775415776879,0.008176107227102318,0.18187674623528802,0.263342161592636,0.05121225521116998,0.08842704076497551,0.5992709073860346,0.3690945146168195,0.10935664809971192,0.05171675489789746,0.21870849927438782,0.5241242425315795,0.47589689938789814,0.012515481182472553,0.1328793438692728,0.35665924560433065,0.017964093454813045,-0.04581163785289222,0.4956647872840045,0.3023992980016702,0.379670706360264,-0.09883363802623073,0.08221256674971185,0.229469320131969,0.643415259357591,0.07493702246283548,0.5567657680164554,0.2607198350593078,0.2084836194610018,0.05047459228673492,0.1610720006724999,-0.15956907556133143,0.33207967046320963,0.3550321682923463,0.42910506658563463,0.5089926464287177,-0.010640327902945187,0.1139380678845785,-0.08094466140913048
ACC_sup_L,0.15629627746343264,1.0,-0.20241937177505884,0.4636371618678801,0.1271905589217682,0.44772653348823055,0.39852479504665766,0.28979767980326,-0.050591476903798435,0.48309366876795473,0.598501959157492,0.6345560501768133,0.4943720191612166,0.1241112745909353,0.10610393278096625,0.6631506209025975,0.39797669743265657,0.4593174854253066,0.4627839962377417,0.3731257457805442,0.09459999421514405,0.1950110970308215,0.23029585170306122,0.5984922830953427,0.7423448972357388,0.15940643427808757,0.23450807048191585,0.19772938911206497,0.16447217305525996,0.5620047446684018,0.426894612954873,0.7947010777060276,0.4744579815797589,0.5770910832831523,0.7897799194735811,0.5796407591131311,0.5963411343358386,0.52991156577215,0.4775718674022541,0.5949518788146321,0.5196217369449284,0.777376144561639,-0.14792391339541866,0.5044608956495373,0.6881333922632015,0.5767487406814289,0.7447307857437938,0.5125863797127806,0.19724381638194294,-0.18385374079717626,0.46177663162318633,0.5360439205205585,0.4784540191103524,0.5792348427386567,0.5533238495289636,0.5864002811970345,0.6015680725062726,0.5563943756652984,-0.161413475705935,0.5619388289024432,0.4431640865276243,0.5327024022872154,0.5194135780504271,0.5874678656109229,0.44220628183534305,0.5381384137511188,0.12206081384356679,0.46752758033766956,0.03645476305511479,0.48443218650855197,0.12736719766121588,0.024518787892060093,0.24695633804389874,0.6622895468078303,0.4467175553197227,0.6294116407867335,0.559924432622543,0.5211096391713057,0.6876647825818151,-0.16128360950347706
Cerebellum_7b_R,0.06317152939050201,-0.20241937177505884,1.0,-0.19995136066492417,0.22877326888046778,0.23751735389065465,-0.04772687388462893,0.35227087971410126,0.18034508552810857,-0.34384309744692365,-0.3451245513967448,-0.04191355039044757,-0.0689338195076999,0.1729002556035691,0.16552766389051343,-0.2399918173349662,-0.2279898747161727,-0.20413698359208932,0.02540120078268432,0.008624797753004418,-0.2025419339682859,-0.010713198660971989,0.28305617370974767,-0.22382227079001996,-0.2551090715217953,-0.0007757150405068047,-0.16609786084242076,0.44221870814576714,0.08670895492049126,-0.10724497901204764,-0.27671185770789414,-0.2503756480572455,-0.05919606485835969,-0.2618533814445744,-0.13805984851067032,-0.17412097350019676,-0.22735736853171964,-0.19594638516471816,-0.44964507424182704,-0.09607859796268477,0.025766831126966098,-0.18450621142933213,0.003502720325846722,-0.1114322362968768,-0.21210370930067676,-0.17858259243387334,-0.17782954187432365,-0.02225490436064985,0.17791470640487506,0.10591325269841799,-0.25698792658551944,-0.2549462307796797,-0.14543732360772849,-0.16993649311347053,-0.19665478979450707,-0.27888258654607045,-0.16403947097835203,-0.21220589638634926,-0.009558221010389101,-0.11170240954009171,0.05194502811526183,-0.09556875770007117,-0.3014032381899578,-0.40854530402433786,0.11827961838853346,-0.11459686450092949,0.030132274722990543,-0.04890476557860797,0.30053875834017985,-0.022323575908507705,-0.08652475795831346,0.17061218694920102,-0.1946996142245328,-0.049877235962899794,-0.12023349432345025,-0.18257283435187469,-0.09908693184362669,-0.16488866417380874,-0.24902043454684403,0.2643394644523329
Temporal_Pole_Sup_L,0.11521268640103292,0.4636371618678801,-0.19995136066492417,1.0,0.08281503185042892,0.38529330197989403,0.37957469496940377,0.30506937717702676,0.0076275640325461315,0.3013126475269705,0.3409319281191478,0.21138943753580772,0.3433767179227144,0.03583872161067394,-0.10818392879964162,0.40764651244303335,0.20247055720357177,0.2922479794826573,0.04254047279801355,-0.010428594007484072,-0.0317922463400101,0.02233809330216219,-0.009265158427286193,0.2901038037175345,0.41865014561166797,-0.03060690343287184,0.3742247437973339,0.005878786476420679,0.18529341609387157,0.40873934276846347,0.6887870809868233,0.42128411122021775,0.17046027670259592,0.6831825828264818,0.3475371174534905,0.1587672610253711,0.20864308078758947,0.39698916690734437,0.5255723798461714,0.3167744987365113,0.036958769682707185,0.318815681489154,-0.004065669670780942,0.13957136252851077,0.7059378015427307,0.33453527769991614,0.3669466367556662,0.3240128159835228,-0.1332664651994271,-0.15772300655864302,0.3552546753385946,0.2942602456194918,0.339376449413294,0.49756413671461847,0.2666598103705478,0.13399129086112557,0.3438514781088078,0.33818924920995824,-0.04881983691277013,0.2544727118470833,0.21632659548122915,0.24767445957558895,0.20533806935383894,0.5585644390908674,0.25830033920014167,0.45743398490723114,0.48261386337111706,0.27503205682364956,-0.2495698036861099,0.28363568170611425,0.4744720390323053,-0.08667996022909719,0.09689476863494911,0.29585873133084656,0.5526740907754257,0.4950485913923094,0.4307290948077508,0.08960018044673668,0.6049150760963856,-0.20212462709932266
Thal_MGN_L,-0.012804630783695661,0.1271905589217682,0.22877326888046778,0.08281503185042892,1.0,0.27556369579690015,0.026347941238933532,0.188385877875951,0.35482344584328934,-0.21598034969238417,-0.17835422195228706,0.2621271142673709,0.1994154737343078,-0.05857220532079324,0.13399080174630337,0.16315681073432634,0.035612373698023704,-0.04275066269435125,-0.05050803391730508,0.20416548379462762,-0.3065975649631364,0.060786909948128465,0.34855689631305065,0.17559562740533713,0.08234932307352756,0.0072445819813977625,0.020981203382627652,0.08154666771549056,-0.08486639740056698,0.18432874336841218,0.11677993196920003,0.19031667505214736,0.23215703220213274,0.06132258562433882,0.18504351374156852,0.1038780265475999,0.17894614487911747,0.19890646032443182,0.10116836167602002,0.13546342520757296,0.2682746782269689,0.1890026229739907,0.010493400455285386,0.25854832139320644,0.16104809868416475,0.2354406955000925,0.08632043603421338,0.16117155701897168,0.17538679385287814,-0.0038742110179494312,-0.23542306147969402,-0.15058591530649065,0.18409332752366658,0.2520414112036159,0.15943062225589316,-0.0614305935118928,0.2769610074451367,-0.029589183915421428,0.010123516555913235,0.1479484043690603,0.2571957887263214,0.22011719552585468,0.09946303369645926,0.14021229297398127,0.27298386117883394,0.24020887459974327,-0.08168645357575845,0.24145857207482127,0.03637947410341609,0.1574740347110922,-0.014800874732979717,-0.08907737429484251,-0.13517714464551808,0.20161478237822872,0.18861886076446913,0.09972325588315101,0.2388261346406049,0.0567075952474809,0.08600814404640258,-0.07374549303164829
Vermis_10,0.45163911438684057,0.44772653348823055,0.23751735389065465,0.38529330197989403,0.27556369579690015,1.0,0.45523513305745755,0.4776579603750456,0.12315360405694155,0.3318002934919892,0.413534305282224,0.32240023325454314,0.584047949620226,0.4610517740136411,0.41487001627296244,0.44719963230297566,0.14497378066532346,0.20960814264978903,0.45024987333510647,0.4790286169418935,-0.04580423104572654,0.23344104293600365,0.7235180824821273,0.42917906209109796,0.467180751606087,0.15428931707846974,0.25861389792943373,0.6354120571528119,0.2097853598890826,0.5694306804311744,0.18927906142544332,0.4307982146327633,0.5117652537352604,0.15009138133812072,0.5002024391146245,0.33104959035518716,0.350773336504562,0.5902958553726566,0.010223308983082987,0.5036800545479144,0.5248397361372155,0.44790802594074686,-0.018342265026421983,0.4656914299249139,0.5759595308801412,0.5082989584816106,0.3876034815886517,0.46724359085056033,0.47493443148745557,-0.0609661427983032,0.26227110543562177,0.26788836302260033,0.632451857762563,0.5578897505009224,0.18412149381285886,0.3882066715097723,0.5747236508829101,0.35186432784020816,-0.11049062722984923,0.5870513153973653,0.5848471823506043,0.6520817845089726,0.19932544637539337,0.17544661027499422,0.6043993150966506,0.6111508876648075,0.046723671080480846,0.5477444217223484,0.1310700545906441,0.6612338738928811,-0.00984647464815446,0.2609144621043199,-0.08714074787223107,0.7437655800722908,0.5880627364110058,0.5202513520630392,0.493001518615162,0.3320373712950696,0.4679185631971197,-0.28582505085236376
Calcarine_L,0.7594366074412036,0.39852479504665766,-0.04772687388462893,0.37957469496940377,0.026347941238933532,0.45523513305745755,1.0,0.19471253827892088,-0.026461768391655656,0.33064960634738155,0.46849169745104047,0.24289694029784492,0.36788891885265335,0.624184235355705,0.36126277220458475,0.4926506107421261,-0.11259757122994637,0.07126155447098347,0.4434302962632057,0.26549193927078835,0.0569990480827792,0.07339704505590826,0.20218438354698476,0.23534069828561596,0.24291137910598692,-0.1246266950613023,0.34211420044048363,0.21108289945612158,0.611781868652445,0.5188842514890116,0.09825525476218189,0.3446028151790799,0.21559637824820327,0.32240854045142436,0.4240773050736515,0.24075978814968946,0.12477806806086897,0.5462648647483659,0.05988299052837001,0.19844658791362138,0.18704431714445224,0.4025966390127148,-0.005387425905887158,0.2682541469419003,0.5505273667965298,0.18340539752043378,0.3150602226366595,0.7757955011682548,0.15356192647637773,0.006595260386026968,0.15174115685225614,0.26153692294356307,0.5631118812427088,0.6065074822005996,0.23984919052530804,0.24803215446205523,0.3760554669195022,0.14159728783540365,0.004739989101900136,0.3927523828414761,0.2698481134865064,0.35444047899323405,0.1118531519131967,0.24931567793579862,0.19879983046659125,0.6628130350874861,0.22888430638462312,0.5929364311049733,0.04442353424242014,0.25663240243130964,0.17888070365250414,0.19674112799468466,0.020313219680330008,0.35800225649328243,0.44429497552180464,0.5917436389624893,0.6341906337631383,0.023971742490412108,0.29909550061973594,-0.1298023500358225
Cerebellum_8_R,0.17812182974298232,0.28979767980326,0.35227087971410126,0.30506937717702676,0.188385877875951,0.4776579603750456,0.19471253827892088,1.0,0.11918680547901041,0.295378015098856,0.32315074595655185,0.3749347076667196,0.48672656334153835,0.28491262273184265,0.2724868100992203,0.31409212063296427,0.3060732527979481,0.506055895160142,0.3510626933192124,0.34902506982631826,0.024794168875230907,0.27799483500384214,0.44273509308598086,0.32710874581359123,0.42773925573113886,0.3690597152452984,0.02479622739770413,0.6313950229689895,0.1598399006299969,0.38630159612257164,0.24121696137373658,0.2397077800915595,0.5916539981945815,0.21172783014893992,0.34535733162252263,0.31685891607500505,0.362216177689889,0.31732563590090174,0.14245786048421258,0.460347812384519,0.3070158868011728,0.27967831799621323,-0.05204115736498624,0.32256383690881835,0.476144632184917,0.4300445529838311,0.3459847907649944,0.21677684841377892,0.34262278476374186,-0.14944452514797202,0.3461320717972089,0.31763483113432744,0.47874222018872065,0.3485756490886864,0.0822760435831073,0.3503840706478879,0.26375537298369844,0.4009879152635256,-0.10080252227779532,0.27440932685874386,0.6692785373511483,0.48821526057055353,0.32965035516286517,0.272204637810204,0.7015363813951551,0.3849280136344125,0.19316638465368915,0.4279886424735421,0.0912470958920854,0.5749137488849807,0.033267778033021334,0.01566927967509957,0.056810571368232136,0.5375613542833254,0.4846530386660487,0.30420452407110943,0.3247166607554046,0.37243558596919146,0.43709224208383884,-0.05229424849664748
Frontal_Med_Orb_R,-0.08285742179788273,-0.050591476903798435,0.18034508552810857,0.0076275640325461315,0.35482344584328934,0.12315360405694155,-0.026461768391655656,0.11918680547901041,1.0,-0.2236201742480526,-0.21452882693822878,0.11745188888516762,0.009885454078945134,-0.062335709856916666,-0.06950595812933374,-0.053064882193566205,-0.0898230282968849,-0.04241216371141986,-0.03855070349437637,0.04519634997092805,-0.16924334136022592,0.0050435847733037815,0.24308186566420298,-0.004426724158031077,0.02348676222079157,0.0779252127081231,0.05568096687850088,0.1291892242418454,-0.002942495066314602,0.014279858941307374,0.14169691432320025,-0.044091545927575616,0.01899287117661158,0.02541179078881673,-0.09541754179638474,-0.0693679425010084,-0.03404892229854463,0.1490173479592416,-0.2024664367056507,-0.031391933115255115,0.054139288172709,-0.07014806565247178,-0.10048769014435865,0.1182006812402363,0.04678732368514592,-0.01743091482593304,-0.07865568650284943,0.052694238058948316,0.02801738690869013,0.1450393024315885,-0.22771062055865926,-0.04912615386196824,0.10678255463091194,0.045831374100541736,-0.05634544587022327,-0.12335524108373748,-0.00017843357703609334,-0.09478663561790972,0.009212101235202155,-0.0587818154226927,0.060676826690517695,0.04089350525406621,-0.06952660659019619,-0.09588706269773728,0.1352195460950529,0.019087620218839762,-0.11990681338674697,0.028538406349030213,-0.12527915512914803,0.08964783822191531,0.04384207668484446,0.09905095051710011,-0.10542610849391236,0.051063055236215044,0.08329706507700044,-0.02018683640006468,0.021397541030847747,-0.09571514607365415,-0.06896514057602181,-0.0469092300439614
Thal_VL_L,0.17015077046731894,0.48309366876795473,-0.34384309744692365,0.3013126475269705,-0.21598034969238417,0.3318002934919892,0.33064960634738155,0.295378015098856,-0.2236201742480526,1.0,0.8799660945942117,0.2871142588723152,0.4743842201666175,0.20235586821786067,0.12594503312424807,0.5053736733736032,0.28986956492160026,0.5148432729908148,0.4763929106716537,0.33584064737811126,0.448190724802591,0.25566501899233474,0.14691819570547016,0.4175309697906052,0.6632387618144503,0.18131424839330237,-0.012663620203901955,0.2291770701671689,0.13828120672310443,0.558224336014907,0.2566634105321701,0.46763118518667707,0.5405519679052008,0.3112902017100245,0.43772881243649087,0.37278476020530005,0.41755422281996046,0.4865682582429268,0.27920622410159657,0.4771895599323858,0.2956788141786337,0.44214289134398393,-0.11475886730449407,0.44709329996945696,0.6056846235703133,0.4732933969181885,0.5787829803413199,0.32492621339191147,0.2936082525241254,-0.21891092222235883,0.643603205061235,0.5606802732533792,0.5673870401729695,0.48445278607702,0.31572778088012227,0.7526328233075797,0.5204248231750842,0.6400731255805362,-0.06288749226766138,0.4500383949972707,0.4466516978246607,0.5405535815646523,0.5415222675172712,0.34021626809769767,0.3608224022827126,0.43787782026713346,0.23152802090215918,0.46701834988666674,0.1168135289783309,0.510802458838015,0.0027083146166206615,0.11521609983539448,0.22154482640931739,0.5989831946887926,0.500488275946886,0.517520378856552,0.4626545313778364,0.42449467938569085,0.5241538356508851,-0.28195188287617007
