,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R
SN_pr_L,1.0,0.6441334165260264,0.4180093164848089,0.4895464566285005,-0.3281025435896079,0.19889088447858347,0.01308314471948483,0.17767827444748693,0.6815703811758326,0.11707348494172239,0.8457342568948968,0.012448001756387382,0.47806022496219175,0.47261929924762314,0.07392573864711315
Thal_MDl_R,0.6441334165260264,1.0,0.4049779256004017,0.5965579388523432,-0.21715201154839017,0.444679947810235,0.08974099192233091,0.20086930972993203,0.4364164166813866,0.08924613145516187,0.6568988182465328,0.08632043603421338,0.38856122345954996,0.1951261519039916,-0.010462167023947302
OFCpost_R,0.4180093164848089,0.4049779256004017,1.0,0.5293400099745124,-0.20017225324033855,0.4043821963980487,-0.20358856813361215,0.0910807741529821,0.25337754731098,-0.11137356601419787,0.5504420095665473,0.0663522195942285,0.34281700936893755,-0.052351722394942735,0.010414968757113683
Temporal_Sup_R,0.4895464566285005,0.5965579388523432,0.5293400099745124,1.0,-0.3528863745424453,0.5036501697329988,0.18704668147583,0.2646777606000088,0.524741079251932,0.07909396469690289,0.5184127823509692,0.16315681073432634,0.6647732987453032,0.31004493936653776,-0.04671648251735814
OFClat_L,-0.3281025435896079,-0.21715201154839017,-0.20017225324033855,-0.3528863745424453,1.0,0.07524410662503982,0.08183942013873909,0.0716492504664441,-0.3447736679668458,-0.24042866935437718,-0.43024724423898636,-0.07374549303164829,-0.5226375010394511,-0.350453058975935,0.022580494391109252
Heschl_R,0.19889088447858347,0.444679947810235,0.4043821963980487,0.5036501697329988,0.07524410662503982,1.0,0.04182461921102021,0.23678397786332944,0.18944549048777393,-0.02076176840133788,0.2780163795130847,0.15943062225589316,0.1917525920932126,-0.10249014344233257,-0.0006524416706007756
Cuneus_L,0.01308314471948483,0.08974099192233091,-0.20358856813361215,0.18704668147583,0.08183942013873909,0.04182461921102021,1.0,0.06377098272315111,0.0524780885849802,0.10600457402856402,-0.0984416072791878,-0.03887104774199791,0.3392683175930947,0.2331236747450013,-0.27763596939780805
Occipital_Inf_R,0.17767827444748693,0.20086930972993203,0.0910807741529821,0.2646777606000088,0.0716492504664441,0.23678397786332944,0.06377098272315111,1.0,0.3949028367486134,0.21920512659553834,0.2070106760635837,0.060786909948128465,0.20061085474491636,0.13499851732669355,0.03092062403342668
Temporal_Inf_R,0.6815703811758326,0.4364164166813866,0.25337754731098,0.524741079251932,-0.3447736679668458,0.18944549048777393,0.0524780885849802,0.3949028367486134,1.0,0.4355394801471867,0.6804423829750063,0.17631357779836948,0.6250684694695609,0.6763643588109309,0.1623790386169842
Vermis_8,0.11707348494172239,0.08924613145516187,-0.11137356601419787,0.07909396469690289,-0.24042866935437718,-0.02076176840133788,0.10600457402856402,0.21920512659553834,0.4355394801471867,1.0,0.1107669099037229,0.05760803321752203,0.2945018862521815,0.42295272867545486,0.14185431480766905
Thal_AV_L,0.8457342568948968,0.6568988182465328,0.5504420095665473,0.5184127823509692,-0.43024724423898636,0.2780163795130847,-0.0984416072791878,0.2070106760635837,0.6804423829750063,0.1107669099037229,1.0,0.14572824859761185,0.5104529852205087,0.4598804024394819,0.1964522482815102
Thal_MGN_L,0.012448001756387382,0.08632043603421338,0.0663522195942285,0.16315681073432634,-0.07374549303164829,0.15943062225589316,-0.03887104774199791,0.060786909948128465,0.17631357779836948,0.05760803321752203,0.14572824859761185,1.0,0.29123931283721427,0.34855689631305065,0.4854708555747614
Paracentral_Lobule_R,0.47806022496219175,0.38856122345954996,0.34281700936893755,0.6647732987453032,-0.5226375010394511,0.1917525920932126,0.3392683175930947,0.20061085474491636,0.6250684694695609,0.2945018862521815,0.5104529852205087,0.29123931283721427,1.0,0.552653412819156,-0.0007881536632321976
Vermis_9,0.47261929924762314,0.1951261519039916,-0.052351722394942735,0.31004493936653776,-0.350453058975935,-0.10249014344233257,0.2331236747450013,0.13499851732669355,0.6763643588109309,0.42295272867545486,0.4598804024394819,0.34855689631305065,0.552653412819156,1.0,0.3422137735352844
Amygdala_R,0.07392573864711315,-0.010462167023947302,0.010414968757113683,-0.04671648251735814,0.022580494391109252,-0.0006524416706007756,-0.27763596939780805,0.03092062403342668,0.1623790386169842,0.14185431480766905,0.1964522482815102,0.4854708555747614,-0.0007881536632321976,0.3422137735352844,1.0
