,Thal_PuM_R,Paracentral_Lobule_R,Cerebellum_Crus1_R,OFCant_R,Thal_VL_L,Cerebellum_Crus2_R,Cerebellum_6_R,Thal_MDm_R,Putamen_R,Frontal_Inf_Tri_L,Temporal_Pole_Mid_R,Cingulate_Mid_L,Frontal_Inf_Oper_L,Precuneus_L,Thal_MDl_R,Vermis_6,Precentral_L,Thal_PuA_R,Frontal_Inf_Tri_R,Raphe_D,OFCant_L,Parietal_Sup_L,Frontal_Sup_2_L,Cerebellum_9_R,Cerebellum_6_L,Thal_PuI_L,Thal_VPL_R,Temporal_Inf_L,Frontal_Inf_Orb_2_L,SupraMarginal_R,Insula_L,Occipital_Sup_R,Cerebellum_3_L,Rolandic_Oper_L,Red_N_R,Fusiform_R,Paracentral_Lobule_L,Frontal_Sup_Medial_L,ACC_sup_L,Thal_MDm_L,Cerebellum_7b_R,Heschl_L,Occipital_Inf_R,Cerebellum_10_R,Hippocampus_L,Thal_VL_R,N_Acc_R,Vermis_7,ParaHippocampal_R,Temporal_Pole_Sup_R,ACC_pre_L,Postcentral_R,Cerebellum_9_L,Temporal_Sup_R,Insula_R,Frontal_Mid_2_L,Thal_IL_R,VTA_R,VTA_L,ACC_pre_R,Supp_Motor_Area_R,Thal_VA_L,Parietal_Inf_R,Thal_AV_R,Heschl_R,SN_pr_R,Temporal_Sup_L,Precuneus_R,Pallidum_R,Cerebellum_Crus2_L
Thal_PuM_R,1.0,0.46677006186933917,-0.02632574662441,0.10086492514694542,0.4763929106716537,-0.29301073284533297,0.48924160704987857,0.4141704511093383,0.49932433267245285,0.4671083461169105,-0.1578047566546211,0.4736157173785046,0.5280893900283529,0.5680622191385407,0.4332070416719196,0.40780712196248303,0.4656413496299164,0.6828137153585122,0.40389358337816356,0.4459276331591625,-0.25003267280635494,0.4781856897831638,0.4610624153204409,0.07802986266471605,0.44500058494916206,0.14603798779025373,0.6057956103572992,0.07573458525096273,0.3486364668848789,0.581841357036356,0.46436929654447917,0.4864717715463714,0.2827268194530568,0.42342175001112353,0.5547037872928187,0.41066698843758076,0.5703175130098923,0.3870207670981042,0.4627839962377417,0.6400745588574482,0.02540120078268432,0.23450213050549243,0.20214616137226887,0.1133053280603002,0.248029658355811,0.6940146269199269,0.2399740749435713,-0.17765068214135418,0.2667907331517841,-0.11280992849915164,0.21769907631252333,0.5014351040589987,0.46329848953241815,0.43019880279989575,0.446827468189918,0.4692990978288768,0.23728864881201348,0.3269527119900749,0.28133108961828857,0.05050532549390847,0.4687714661591424,0.4109465262105884,0.5590806662266908,0.5025292826623957,0.1467676523754214,0.4307663723952855,0.4635035353942296,0.5228099116539029,0.596099548320757,0.1278664540818126
Paracentral_Lobule_R,0.46677006186933917,1.0,0.32263281684066825,0.08669216305002625,0.4574776331633089,-0.042571306735936135,0.6967577695173549,0.32333486617083423,0.5010036200897653,0.6361349435868474,-0.05978140104514265,0.4563164292489968,0.6792566822886293,0.8140109469773718,0.38856122345954996,0.7280465406067151,0.8219289809256666,0.40279608642861503,0.6897637876620025,0.13284709121398897,0.16019627436913378,0.6020952639252235,0.4733253908091264,0.6137172967027101,0.5927830473021347,0.17233097856509064,0.4489358018270021,0.11551026939966318,0.18837526995183684,0.647791508988961,0.4411916486588241,0.4983855080820124,0.42563183767294277,0.5829049339968215,0.16333010040020188,0.6754371308219281,0.9043064366101524,0.6080673838972412,0.41880508155222185,0.3493598163337961,-0.09497979775124456,0.3712173757113336,0.20061085474491636,0.3975477027414881,0.41672349369870143,0.3428647494154093,0.42078327676589455,-0.027088499610015814,0.2528209181954721,0.07831747595066757,0.33930405715519885,0.8622200939119185,0.6734346132557941,0.6647732987453032,0.5889598248928463,0.5924417350337841,0.23880592085675556,0.29215378810720216,0.2958905915604887,0.4207430538618527,0.9143827336755505,0.3967609400567588,0.6253451901305973,0.4273100004339442,0.1917525920932126,0.4530949374237509,0.7668632500191256,0.9338480374180348,0.5015573550109484,0.024524033730425936
Cerebellum_Crus1_R,-0.02632574662441,0.32263281684066825,1.0,0.15633738400496877,0.30245142584948004,-0.05761803397987799,0.300938748081943,0.28822260991354615,0.3823935801084242,0.42893627455522154,0.20043982046433126,0.18030000941707053,0.2956630851905207,0.2248026675606293,0.24292816680120158,0.4096279911747118,0.30786906138151526,0.05535890898643072,0.45309024003953235,-0.03469981346552062,0.4074624747446248,0.04742180372261158,0.2577315728147331,0.5648305179952955,0.2516668459652583,0.086884081062508,0.21144943311757475,0.2624503046852189,0.23324885384303917,0.23327816703046014,0.40903451638204064,-0.01973165919509726,0.4474592695175386,0.2865720963771688,0.07406817066632071,0.3745260686824682,0.1894733097381109,0.40213459132151047,0.3233249747670823,0.20829969233244705,-0.29589918853339364,0.3168297160100242,0.27492584183019414,0.5663731510947346,0.3169589349564839,0.17747353108350375,0.33563540969492467,-0.015661702220835388,0.26936586886842084,0.43835916697447985,0.3605685433128647,0.3050073388572614,0.23183578333939794,0.44352033039585914,0.5419729552503337,0.35290301974199506,0.31791681897747076,0.16953163474945868,0.2177392788857888,0.3994328322033852,0.3622070603210123,0.23878296322453135,0.15721827468423447,0.16066872609415106,0.36403692601558696,0.24992267624030637,0.36359152126889427,0.32086523376529485,0.34798406182271,-0.2383300596938395
OFCant_R,0.10086492514694542,0.08669216305002625,0.15633738400496877,1.0,0.2564878920359174,-0.03216694950977652,0.4623930519993388,0.46519368235783554,0.6868057669071542,0.2840654710372075,0.05554926761455706,0.10261119628332312,0.09672499977612606,0.07395120829698591,0.4322864946450911,0.16201134822897154,0.05576832162979598,0.1124747265186288,0.2947845079338522,-0.05325394139488263,-0.11594883751353594,0.05975859687802641,0.634862461477825,0.16013150632883374,0.5918295771470894,0.1995831581409462,0.12670696990923222,-0.1221756569247537,0.60772506289564,0.07769415685381935,0.34650087744641683,-0.09071963777928983,0.5159382880795235,0.04905853631965535,0.5267980057292573,0.44261865303307724,0.0940357289464741,0.5231361783282792,0.507487281282258,0.38009602829031464,-0.07373921170210862,0.19377278136921752,0.16773603380991825,0.5080700975265889,0.6961088945476652,0.35415349825733683,0.6997671367479052,-0.24135821399387483,0.7295441746234794,-0.1940889866574456,0.29998799018676464,0.13031444729883768,0.2945052278706472,0.256407382085488,0.39108040377220465,0.5504830463930769,0.5192017233476726,0.7378717176030529,0.5594348273545959,0.1905876491911725,0.09772931097626589,0.5033214957601333,0.1891014300284614,0.5967583198356575,0.315871860319406,0.5872199586935624,0.026558546692800267,0.0842244882832478,0.5119740157893458,0.05842158001560195
Thal_VL_L,0.4763929106716537,0.4574776331633089,0.30245142584948004,0.2564878920359174,1.0,-0.12660761342893584,0.4466516978246607,0.7960037500802151,0.5675291065340315,0.6056846235703133,-0.002864096876679384,0.42070026388356585,0.558224336014907,0.39623537005420756,0.5787829803413199,0.5736465187189903,0.4626545313778364,0.13656759763668747,0.5424864643683982,0.4638641304324631,0.03895040951303722,0.21169192781718896,0.43772881243649087,0.48525261625591004,0.510802458838015,0.5632163465727831,0.745739774699499,0.23152802090215918,0.3446468969061638,0.4500383949972707,0.6149918276859153,0.17015077046731894,0.5241538356508851,0.46355924700054435,0.38779149452088485,0.5405519679052008,0.46701834988666674,0.5172854093078564,0.48309366876795473,0.2871142588723152,-0.34384309744692365,0.39484184191078475,0.25566501899233474,0.34021626809769767,0.4732933969181885,0.35593121218019025,0.5148432729908148,-0.06288749226766138,0.30839994185214414,0.0027083146166206615,0.3112902017100245,0.43787782026713346,0.3608224022827126,0.5053736733736032,0.6265647154482822,0.5607317974187551,0.611870530589321,0.42449467938569085,0.4366715201557463,0.30231215711613935,0.48445278607702,0.5688985934495799,0.36123514282282126,0.5177266532654573,0.31572778088012227,0.4925900596403292,0.500488275946886,0.4756953206639003,0.5676595507005088,0.11521609983539448
Cerebellum_Crus2_R,-0.29301073284533297,-0.042571306735936135,-0.05761803397987799,-0.03216694950977652,-0.12660761342893584,1.0,-0.06659440437231352,-0.056827893087730424,-0.1768191143118221,-0.1688389744439682,0.002094362729352495,0.11257453269681555,-0.08168459135310165,0.04720701527777745,-0.0295061515306793,-0.11069529916421932,0.001988598729237406,-0.2790219256019571,0.011259379310949327,-0.16682448377424053,0.029334100110620882,0.07753363312522069,0.02073191308167172,0.00455676318510194,-0.1846467136975286,0.20582736388246048,0.005597116718083187,0.013072934741961806,-0.019018123488346993,0.0029137032078652503,-0.1959142912787045,0.17958157684086942,-0.0911916009585211,-0.09745258814580324,-0.34116063814427794,-0.04684668759794399,-0.003854986378048482,-0.13168461948470123,-0.09897260365974514,-0.2994177222518962,0.17787597626427745,-0.05443203088297302,-0.08918126132720837,-0.06381755153057284,0.004941056021795457,-0.4687119148014153,-0.135833099897423,0.11261378244343274,-0.008317474698632067,0.03809390812578551,-0.17956773935139678,0.026788596769392714,-0.11596759454829854,0.022585054817999335,-0.12818083000399427,-0.05990563202798937,-0.07974853425963856,-0.07900826298874777,0.0837552472082531,-0.029590786720984592,-0.05768409054674533,-0.13484742617288054,0.03153698560808417,-0.2403291056797561,0.021498335520503814,-0.09044361632977613,-0.1760643470724225,-0.03685844364837786,-0.3845227351751863,0.01825664755242801
Cerebellum_6_R,0.48924160704987857,0.6967577695173549,0.300938748081943,0.4623930519993388,0.4466516978246607,-0.06659440437231352,1.0,0.4743634505038077,0.7423862689834482,0.5031271579582537,-0.0213394966819041,0.4052996674222881,0.481773844173084,0.5065629483423132,0.4023101367137909,0.6594574779046762,0.43921175749744223,0.34213779105043657,0.5463830237500215,0.08669019933865445,-0.20967328900917526,0.5415851387830979,0.5652233017655917,0.5228654911235686,0.887894408268359,0.12468355354915166,0.3921357489053736,-0.03957885912178964,0.3678332601074086,0.5971536558364616,0.42140415360354366,0.3023992980016702,0.5522555226820686,0.3705507439258736,0.4484765114833365,0.9131092746803252,0.5730614870565616,0.5624449658715154,0.4431640865276243,0.5116720091763352,0.05194502811526183,0.29173550010221044,0.2791086387680921,0.4367367885698489,0.7108675860625666,0.549492082381963,0.6695850298113665,-0.16542748099667118,0.6874703382042706,-0.22465078737968475,0.1993320688306753,0.6072780998975882,0.7586887542992821,0.5673186147382383,0.5042543611517332,0.6525008694052775,0.45428296291019854,0.6606485386470945,0.5987893207202533,0.07684990959607148,0.5402545588119784,0.5790966718570253,0.6158948157323942,0.6278542639670001,0.14191105547880287,0.7188477050036071,0.6316941163095121,0.6362826454379918,0.6955465335713583,0.04825610499810609
Thal_MDm_R,0.4141704511093383,0.32333486617083423,0.28822260991354615,0.46519368235783554,0.7960037500802151,-0.056827893087730424,0.4743634505038077,1.0,0.6573614424683762,0.5332562254046366,-0.057231357982645746,0.440471538112749,0.4867683238586025,0.26214378525175813,0.7520343698313813,0.39370717622902013,0.3452135351972023,0.10678373981839061,0.5472754647340196,0.36288034289573545,-0.06886894209476598,0.19773656616056218,0.539183191327056,0.3656000589829026,0.4931103666579235,0.4962689521395904,0.6058787660253978,0.04508863370966853,0.395512269309017,0.44473300592060466,0.5135580699937913,0.022006292882747493,0.6250669940481801,0.3290272726690268,0.47919435706393215,0.6158668284497315,0.3396075670159637,0.5781789440498231,0.6391851671256049,0.49935620430577066,-0.3599004616006239,0.2965509992265858,0.2645176965952258,0.43931726483195765,0.638897616150354,0.40180897754520595,0.5663323967947507,-0.09026652555298154,0.5620046533591987,-0.13584532673565924,0.25729822808459274,0.3592660247748555,0.3396646832486423,0.559220522704667,0.6144196699676415,0.6282588703081762,0.8254622040444507,0.6218787090120733,0.6349184279973416,0.23456996546573206,0.35439931970108446,0.7537295750580504,0.3534819317705541,0.6775742376392236,0.39308228735225664,0.6432033533565672,0.3868422034328066,0.30956393266890697,0.5411907755304132,0.05214340706220851
Putamen_R,0.49932433267245285,0.5010036200897653,0.3823935801084242,0.6868057669071542,0.5675291065340315,-0.1768191143118221,0.7423862689834482,0.6573614424683762,1.0,0.6646421404240466,0.07907360738242608,0.3818855129638679,0.5421055593566863,0.40941292920940026,0.6496235637559129,0.604229614436636,0.41834862570102405,0.37324721608720324,0.7145591873383121,0.12557300626660836,-0.057485191943723646,0.2566701346769866,0.7470885252488756,0.4404606692019124,0.8002638576271691,0.2758923800921391,0.49684425475621685,0.026005575756827073,0.6699975125391182,0.5493152457837613,0.6805150040624405,0.10398510308620859,0.7452660940633291,0.45399654242345544,0.5972813033879996,0.7586135218083823,0.4682755060595904,0.7394305970446751,0.705353296100535,0.6342620555631882,-0.2168147194962542,0.5004909193909871,0.25047223520783085,0.6281832114946008,0.8146891218277111,0.6783943054778374,0.7975122782391522,-0.2222848892541003,0.7722529850414811,-0.09342618204950108,0.4612239105980577,0.515698654517212,0.5969605962027953,0.6704079176111467,0.7302928129736157,0.8525699922470377,0.6650728865335663,0.7790790779106821,0.6779150051193377,0.32063567760919326,0.5209950766551912,0.7240767606654742,0.5264780510014884,0.8053493980295477,0.40326321933548875,0.8243647391083029,0.510513398091281,0.5082244087779217,0.8588706248483817,-0.03194407622397571
Frontal_Inf_Tri_L,0.4671083461169105,0.6361349435868474,0.42893627455522154,0.2840654710372075,0.6056846235703133,-0.1688389744439682,0.5031271579582537,0.5332562254046366,0.6646421404240466,1.0,0.23432928687187138,0.49431592001232566,0.8359697079391852,0.6032927236173156,0.6284174678163489,0.6953592619846589,0.7282923703838644,0.348515181445381,0.8403855232788225,0.3133951184785249,0.3621917160852112,0.20401711290113267,0.5861159262342105,0.6205856524401177,0.5342678181231852,0.3219312361910289,0.5496393643590959,0.30769489753577955,0.6291185235470518,0.5569613452443448,0.8152552186407013,0.263342161592636,0.7397738353656412,0.8441533878331348,0.30253653451486795,0.5232845567250739,0.6301354365975791,0.748212576813498,0.6881333922632015,0.5269565545182613,-0.21210370930067676,0.702328983431651,0.2836841183101174,0.5461574075011135,0.5498645388831832,0.47997625930103943,0.43039300403048475,-0.047087042683969814,0.3013679234130344,0.24395297130944096,0.6007837771217451,0.683632382550245,0.5027437882465119,0.6743565307628163,0.8399610352206124,0.7879611502627331,0.5343757583276995,0.36846409540818426,0.4271240477488223,0.6220245764654785,0.750063736083661,0.4993652131991362,0.48243005013404916,0.47227893624900513,0.4749734363272644,0.5425869986019826,0.7744236998911759,0.6631329806800648,0.5788944606995142,0.07245698981040088
Temporal_Pole_Mid_R,-0.1578047566546211,-0.05978140104514265,0.20043982046433126,0.05554926761455706,-0.002864096876679384,0.002094362729352495,-0.0213394966819041,-0.057231357982645746,0.07907360738242608,0.23432928687187138,1.0,-0.14991884855085671,0.08878489488411935,-0.12560746934660094,0.0508179955677297,0.06838526401109753,0.021167014390921057,-0.04590354683554696,0.19969340578172462,-0.08639372876876722,0.2878426703519176,-0.29389131908715993,-0.030093809785551887,0.11403602462348765,0.027000641330092327,0.048275716734737004,-0.08205643270230702,0.5382671386777432,0.2999859246670195,-0.15673464632703715,0.19838543178194962,-0.25855750483192713,0.1101072121576547,0.12059059718548847,0.01273125099954624,-0.035859471284997085,-0.08129670019793947,0.11838210790262507,0.01909892644429133,-0.03342682896998555,0.21451677486528836,0.1427992766305289,0.012865433283397426,0.06531590504587807,0.10827780112613897,0.005420423202122951,0.10243373313718042,0.02299401478469356,-0.009004406848667547,0.22626584785378012,0.18211861842076962,-0.06770383399945912,-0.08008002652133096,-0.08889998025833389,0.11224132676745205,0.09617343790012182,0.03548420553870871,0.008151924710745594,-0.011058190327810935,0.12586339073095734,0.03351928651412223,0.02700804217079232,-0.06765667601945641,-0.007798697971545308,0.0200414836367909,0.020141103237667515,0.016161817801458193,-0.07253843908542025,0.04564197409217605,0.03206762228413474
