,Frontal_Sup_2_L,Frontal_Inf_Tri_R,Putamen_L,ACC_pre_R,Vermis_1_2,OFCmed_L,Temporal_Pole_Sup_L,Temporal_Mid_R,Thal_IL_R,Red_N_L,Cingulate_Mid_R,ACC_sup_R,Thal_MDl_L,Vermis_9,Insula_R,Thal_PuA_L,Cerebellum_10_R,Supp_Motor_Area_R,Thal_VPL_L,Thal_MGN_R,Hippocampus_R,SN_pr_R,ParaHippocampal_R,Temporal_Sup_R,OFCpost_L,Lingual_L,SN_pc_L,Heschl_L,OFCant_R,Frontal_Sup_Medial_L,Fusiform_R,Cerebellum_7b_R,Occipital_Sup_L,Precuneus_R,Lingual_R,Postcentral_R,Thal_PuL_L,Frontal_Mid_2_R,Cerebellum_3_R,Thal_MDl_R,Frontal_Inf_Orb_2_L,Olfactory_L,Thal_LGN_L,Cerebellum_Crus1_L,Temporal_Pole_Mid_R,Occipital_Inf_L,Thal_MDm_L,Precentral_R,Thal_PuM_L,OFCmed_R,Thal_VA_R,Raphe_D,Parietal_Inf_R,SN_pc_R,Thal_AV_R,Cerebellum_7b_L,VTA_L,Thal_VPL_R,OFClat_L,Amygdala_L,Thal_VL_L,Thal_PuM_R,SupraMarginal_R,VTA_R,ACC_sub_L,Red_N_R,Temporal_Sup_L,Thal_MDm_R,Cerebellum_9_R,Vermis_10,Thal_MGN_L,Postcentral_L,Cerebellum_Crus2_L,Pallidum_R,Rectus_R,Precuneus_L,Temporal_Pole_Mid_L,Cerebellum_3_L,Supp_Motor_Area_L,Cerebellum_Crus1_R,Frontal_Inf_Oper_R,Rolandic_Oper_L,Thal_LP_L,ACC_sup_L,Frontal_Mid_2_L,ACC_pre_L,OFClat_R,Hippocampus_L,Thal_VA_L,Cerebellum_9_L,Thal_VL_R,Parietal_Sup_L,Rectus_L,Frontal_Sup_Medial_R,Frontal_Inf_Oper_L,Thal_PuA_R,Frontal_Med_Orb_R,Occipital_Mid_R,Putamen_R,Thal_LGN_R,Calcarine_R,Cuneus_R,Rolandic_Oper_R,Cerebellum_10_L,Vermis_6
Frontal_Sup_2_L,1.0,0.47541342125364067,0.4498150166796037,0.43156417001525027,0.21440225147043823,-0.10046324845656807,0.14274954146025845,-0.09738334017466332,0.4728992700974213,0.3927899962469181,0.6427486135530716,0.6351845214758255,0.4696531032061311,0.04090723026296646,0.5107209262424353,0.364510556496462,0.17057326382808602,0.3866511678277261,0.502824211614756,0.2672290323326247,0.4097974996150198,0.43101569133984496,0.35796558609956014,0.0070938949895509905,-0.06125428533121612,0.00033649472999556417,0.03091689138247815,0.48711580642924274,0.1551027764391361,0.878928315800656,0.24991493406968557,0.12462951757780295,0.03082403868086115,0.32174824809062963,-0.019936501735219145,0.2723454920217452,0.42596369436237325,0.7093341285391243,0.4087588268375462,0.3634487882461034,0.6279792039019819,-0.10521078899044504,0.5023025403679359,0.0637184259572503,0.09640680112483514,-0.058832944133365726,0.45111501193218745,0.28501588577987697,0.5163079991892014,-0.006789285018059829,0.3934935634374649,0.20386872423624655,0.3014461400872459,0.22305469450831222,0.356429046074095,0.17641597798216246,0.2969098247058554,0.34199220700379807,0.5141746159452304,0.2918278109861819,0.48230377189134055,0.36264670236813756,0.09170928865439469,0.35480730539370303,-0.05271581659323422,0.31380184695936075,0.3630168957431483,0.2962267473602706,0.3344751035651258,-0.08104840475184659,0.34314060898188353,0.4570806906640715,-0.13398553326046894,0.15976190915104946,0.04896634508978437,0.3157295714105865,-0.09707141046163369,0.40225263506720765,0.5085564945237332,-0.03443344284746703,0.2959570478672329,0.6412120842545412,0.3708974228133936,0.8122470972547353,0.6098669660646191,0.4199039806653652,0.1442193158904846,0.47491759662840066,0.3965764560528703,0.28278981052047103,0.45499172655990805,0.30912552998143905,-0.08193201808796467,0.866207664802244,0.5732329330764598,0.3875792330319195,-0.27911933017557994,-0.12117883102122214,0.4536818104921044,0.35028757385095194,-0.11972835114334039,0.030210570302889036,0.20645477108313295,0.029109523565224192,0.28791779578092574
Frontal_Inf_Tri_R,0.47541342125364067,1.0,0.10528810635176832,0.47343047665511406,0.5759769779921478,0.12930360847325423,0.21444072304458067,0.45994825142147727,0.501927882772446,0.2286880894453921,0.6434122221879324,0.5000749496465106,0.37957285357741305,0.29407544503693095,0.7351964901115212,0.32636381142507936,0.07250238287674557,0.5240148753403755,0.41162770559043405,0.3812561681717103,0.5141840191725198,0.3289093480684958,0.320954502733465,0.6156653164521865,0.37429773506526304,0.4164556843615583,0.21212148140178277,0.37630677768770887,-0.04803067877928938,0.5107921962809917,0.5356908466054225,-0.11966812884745302,0.036757732432488456,0.556428603413074,0.3945617756162385,0.7235854876027887,0.31142325880669397,0.7801147000227803,0.5979217876688233,0.23524998750499354,0.014232591238972846,0.1505917083049009,0.18280639838639617,0.14598586984708312,0.24255319170880277,0.005666725116639012,0.2803339758223919,0.6787034403029423,0.4089652842175131,0.16544788163239746,0.5717433935500172,0.24874930007133475,0.46613269353938785,0.044044908148848386,0.3075255586860051,0.05046453846004463,-0.009677780336262728,0.26394440135411795,0.20333395887074432,-0.19787153847613323,0.43657059827792416,0.3073086865349307,0.56298931511707,0.07122429961830287,-0.21894391437541702,0.38579851502720097,0.2492461258142921,0.3578919170259578,0.031225067563078364,0.1265273471490036,0.32775992322869263,0.6825944224017207,0.16962068084025775,0.33660560484504354,-0.057325368666042084,0.48734034352725836,0.24096639790203425,0.5690357459708888,0.536940134345928,0.003392975730155235,0.7862167780364743,0.21772321310068515,0.2858883613655884,0.44524589048712304,0.7730850724425252,0.387237289098825,0.545343248769137,0.2050090607368189,0.5075626166177373,0.3225692023713396,0.5007234757385862,0.33291671665220113,0.08522875057105159,0.628145317628987,0.698420929467118,0.33275951300096845,0.23646471410535475,0.15641200661059237,0.6838820057130203,0.1947719265532713,0.37339747364882575,0.17296711718267602,0.7854016244486597,-0.21303919165721044,0.07671862283173102
Putamen_L,0.4498150166796037,0.10528810635176832,1.0,0.5439604287474428,0.23435106333526068,0.2911934900388086,0.20360311474539208,-0.24874729559338524,0.1382293237493266,0.3060679411848582,0.4010751520071589,0.40965489378082826,0.345130478630308,0.34353621997892647,0.39833709015815605,0.3840762786767854,0.3031782982600669,-0.053346353006027365,0.3455319546479727,-0.1537158596378873,0.2370958106945007,0.27343112715795254,0.16068935846485763,0.01783397608363058,0.17989933749962125,0.12404185941088772,0.23032026022839963,0.3750976406004536,0.32262680403691535,0.5647300893099962,0.09821428293268966,-0.12066616291372499,-0.127316516469354,0.030145310544690006,0.08867113919155509,-0.04763783049472322,0.15362689991243927,0.16365049152855604,0.17542890514414325,0.41598322918961844,0.6353267326186922,0.24499927303479216,0.3842075101553244,0.17326296131633656,-0.20512414930335324,-0.08224986085702159,0.3250820027951777,-0.10888381707944739,0.2606225158811533,-0.012619220883177866,0.09894417080953044,-0.13735342062825326,0.07406468816734825,0.3826414548411514,0.33432863045324407,0.25217511765689604,0.3705210235920578,0.46106485900224337,0.36292066603626866,-0.08253495722603962,0.2823784190753375,0.37510170236537643,-0.057068692164753056,0.3443606373218439,0.4076330226119482,0.15085264179555757,0.5090644001237276,0.12949039248453928,0.2540671451024631,-0.04421597934457976,0.1308844670568902,0.18121885294856244,-0.16278162683809053,0.18231701038621115,-0.18949480337084865,-0.031069056263447782,-0.264971444461999,0.2241781168120603,0.01405741137607585,-0.08554363054638714,0.049356242932093744,0.6125506617688915,0.11082579275394377,0.36492918950121966,0.22575671209172957,0.22935699832866888,0.22301977977396684,0.24497566506987808,0.20917038451048647,0.2821735431594658,0.2735612148874947,-0.011161076443706572,-0.28877262371256024,0.44045843572739546,0.31318496899940806,0.34918722345298714,-0.35477430996908815,-0.2362200963802253,0.3703833429137994,0.1090477858842448,-0.16810631101236995,-0.20674602926818625,0.14035737905032436,0.32674375683780893,0.23800821309779974
ACC_pre_R,0.43156417001525027,0.47343047665511406,0.5439604287474428,1.0,0.2948867982391117,0.23809487293747686,0.2210486227192021,0.023063932370701895,0.04901720833842679,0.006579568375561815,0.30590075651970033,0.46841511879455816,0.1922372589422918,0.2576319032796458,0.5126735137666979,0.07678197160532822,-0.04358884692893223,-0.11336815393335786,0.09769803784978409,0.04280335185734659,0.17737508207844455,0.03840853831497323,0.0016872528918989158,0.18013753065496435,0.29165575652290315,0.1177597432204616,0.011430913348917037,0.25045598082160436,0.23463942980547192,0.6750337161867894,0.1101988202038529,-0.16110852415868576,-0.06984833807912515,0.08515771269555375,0.011384278878017844,0.15975483697239307,0.08734780906804891,0.31406361914118835,0.17797051944841694,0.10645764624523428,0.3244408067107652,0.06558705269070499,-0.06225412006449158,0.12880801153775007,0.013139922392973789,0.04368002121263573,0.0987295579074361,0.09207269078518625,0.05523348006836423,0.19669935818585663,0.11414441377674674,0.10676420748114676,-0.004101947445319317,-0.12041797009562819,0.1272525915508337,0.13155399328428627,0.15568865224172942,0.11968042126838643,0.4425137831734416,-0.13840497347320604,0.18686257706568063,0.09127063544158034,0.04485089283273832,0.19845446498124014,0.02451919855032273,0.041252689750216266,0.3232900456937919,0.13863426225195957,-0.02041455699998919,-0.11831790022974933,0.03935358411042901,0.24505747685070653,-0.1281431858111722,0.17836168976824215,-0.017166740980501874,-0.02386489800186601,0.030616183475180244,0.25577868639092743,-0.07326763801825584,0.026984613728401056,0.27058772066103703,0.3126880876540734,0.06723412874477139,0.41937472686220106,0.36024599541081714,0.7511583586192612,0.31224115618722353,0.010542179710136265,0.0845460983932545,0.19795168783306294,0.23734780935417876,-0.13253729733712938,-0.22502721535580442,0.6031048336329701,0.4056976633345183,0.13822107446177848,-0.15216793362685813,-0.13106906569616783,0.5765220346735231,-0.1355327963382619,-0.0043062733839082995,-0.07133847339352077,0.34803243930340866,-0.1536187261514911,0.19155894459796333
Vermis_1_2,0.21440225147043823,0.5759769779921478,0.23435106333526068,0.2948867982391117,1.0,0.26527555349199494,0.2730881746406329,0.5593737190259954,0.4523489819354509,0.1861259969470527,0.572143156035761,0.20878047638776434,0.2647072339551338,0.5062849864207274,0.6052001264445646,0.47050272070143556,0.1815470678234495,0.28026064187832833,0.4259178095711149,0.35772493265580985,0.5330296133296605,0.36606646435535145,0.1674081882709782,0.6944230659317695,0.41918807914914236,0.6773423477195094,0.36262638287528065,0.35077455212868414,-0.08168897661091612,0.31595062042909305,0.70071579911764,-0.05528462713791973,0.19622650429510258,0.4016132372581044,0.6853007055148292,0.5486185809061553,0.2879200764685914,0.41776827097939534,0.5770303700121012,0.23598816843954076,-0.13039909567642666,0.21893881951368788,0.2595506491518812,0.47475100480567695,0.3648081713323399,0.12654652016678716,0.14034742141289938,0.4222517176694769,0.37055601267030264,0.06207117551664429,0.2841479861176487,0.2323674314776672,0.43297510400052386,0.2658355875926791,0.21142917155306015,0.18043512383271804,-0.032098136816454605,0.48150175725179023,0.10016671837896257,-0.3816022318059663,0.3275613975556364,0.37533935133074287,0.49066052057734827,-0.07630430884276766,0.144808898063412,0.339199689216739,0.5474589322118514,0.06892179423769437,-0.05277319784934225,0.12810119253146549,0.46187302945831243,0.5282206673637333,0.22277520820556132,0.07091760138754587,-0.13315842887585222,0.45149402736684513,0.21426343274718576,0.7944181049853296,0.2700190305151876,0.0830044098599072,0.5195391548529286,0.19248828589933697,0.039857630709964356,0.12699085161393564,0.44898511513832934,0.0763574503260576,0.3534849138539446,0.03539550433039123,0.4453665319462677,0.33659285225570706,0.29961722806230523,0.28034400183616787,0.05391806606438603,0.34861321581699545,0.5344215048601803,0.35795147940825284,0.14650568590343302,0.37134670142296716,0.4935883517804793,0.12941165068254445,0.5777652472284325,0.26321721597178427,0.7541928551125908,-0.06317599388529214,0.02074441683220142
OFCmed_L,-0.10046324845656807,0.12930360847325423,0.2911934900388086,0.23809487293747686,0.26527555349199494,1.0,0.129430965151384,0.1206754238751433,0.06310958420170888,0.16552523582391965,0.2004083357286464,0.16925874180831393,0.16489023443763332,0.402602424082097,0.18864517819457322,0.22638008326511982,0.26849167298579096,0.10880405563294956,0.054972319893316246,-0.0758397433385933,0.23706479678816425,0.12478696375179266,0.017503756198068685,0.3493013328511721,0.2362740680532727,0.3417857484583001,0.09035741617578055,0.033995069709662686,-0.042396284781871664,0.034372113276550875,0.3452829919577497,-0.14373280423397913,-0.19446961339258376,0.10843477254290125,0.3592618538783865,0.16002651045744418,-0.05681004108153273,0.025058171034731232,0.14032838600601194,0.30774943263927995,-0.12893430723773203,0.3688379026109932,0.07882920305296717,0.11002630951500701,-0.177769534287548,-0.12737461011711365,0.18163347322480056,0.06551527897611763,0.0408513513411822,-0.003274005618314015,0.13732351400952744,-0.07715105638545472,0.25876550961824835,0.14976377042830227,0.23979512706612174,0.13727789283185338,0.16748083774975292,0.33834064502376743,-0.16484746593218766,-0.17133782968572842,0.24047603529684147,0.22576252629014257,0.2366322534794589,0.18543734653950839,0.33056713411121125,0.20627373906672453,0.10561836852095931,0.18733615220848668,-0.035104423020063225,0.06486843152087743,0.01254312659080721,0.1758875550975415,0.11709642542509426,0.1771889077251237,-0.12179970017214527,0.010532478949768179,-0.01226994932220272,0.040754990307872295,0.09072580158363865,-0.02452086077583206,0.26858411251375686,-0.0006541349753021931,-0.03557762516301448,-0.13954596852722664,0.17492080258122056,0.011118112428604027,0.24212736605807836,-0.03638133962715011,0.23308850055664537,0.2540482552265372,0.18786714458465043,0.04809480852005023,-0.037782106597597266,0.03491799855415647,0.01372938865030513,0.21067867028924064,0.08698158010051842,0.034210211791892105,0.11037892949887132,-0.02226379230360779,0.12518232297877144,-0.11718368952717001,0.30936025765412145,0.3610959481234916,0.15640208395995547
Temporal_Pole_Sup_L,0.14274954146025845,0.21444072304458067,0.20360311474539208,0.2210486227192021,0.2730881746406329,0.129430965151384,1.0,0.37340680643696916,0.1570952475796597,-0.18189238244460287,0.18872912072854608,0.14197533270875412,0.0507542829947217,0.1538281892680545,0.21701633964439698,0.08189134140424552,-0.10216605805878205,0.12135364930356615,0.005674687277322695,0.05015436052881778,0.03828703026612235,-0.08311980435468569,-0.09880728929898436,0.22704672308331797,0.5827783017493126,0.2729388791037861,0.1602970214685911,0.0640606884365005,0.050189988647097214,0.24291783128721778,0.3157358361930243,-0.16201482488647212,0.2722762393562838,0.17883317039581315,0.1501317866745878,0.27391149700788897,0.03076042832941716,0.09629158780343254,0.10496958500858898,-0.0946688106786103,0.10010208266890644,0.12907881792960635,-0.05498407804862999,0.3300097786226807,0.46663160357248684,0.2170358654503737,-0.08927754869226795,0.252158190773786,0.004552678275519298,0.2556632660981207,0.01780627531438531,0.10139581954258702,0.14848988049806328,0.04759703367855246,-0.02709217869016417,0.19247209058951273,-0.2015548848092372,-0.012948254757767568,0.30486663886719273,-0.18535967937885028,-0.04207931132834247,-0.08767233920672213,0.2553949082283676,-0.18136271127489903,0.0058172558149380835,-0.15066739777413948,0.26914656650742097,-0.2131640478846221,-0.14875808660129197,-0.1930637680888104,0.35914693899319244,0.25768298772993237,0.0877032322480385,-0.2079145979157103,0.017220831738452323,0.25432790568287345,0.4746466384115786,0.31988720583395075,0.16978220245402262,0.18037001457700455,0.21038533450464467,0.15171954456117517,0.15700750708535857,0.04961180747212976,0.2574624739698545,0.1250078011883408,0.3880223980568575,-0.2360493042979699,0.11497640233042641,-0.02939622535046657,-0.013719239191881994,0.16227626360823916,-0.06336306401240514,0.2243640403228274,0.3547026524539939,-0.061635320627134095,0.07609474628539699,0.2117325297651408,0.25588660224790805,-0.07429689643284053,0.303708214115718,0.36405994860514723,0.25370967943591294,-0.09439957909004458,-0.019958068434494988
Temporal_Mid_R,-0.09738334017466332,0.45994825142147727,-0.24874729559338524,0.023063932370701895,0.5593737190259954,0.1206754238751433,0.37340680643696916,1.0,0.2128196610433794,-0.29753878326226496,0.23705280202093545,-0.10007176000319992,-0.12723991341338606,0.2661335087901271,0.19285944493107182,0.11676877240772701,-0.1616690810249112,0.30543908307097006,-0.04696765000423745,0.32046672663346465,0.0820302384367267,-0.007599891297379748,-0.28379025997901747,0.689799705999409,0.47079336314334314,0.5987543842477926,0.3002207269027136,-0.0898753616476025,-0.12898866102657186,0.027589654566496334,0.6254307685716523,0.03552348106209287,0.5433214333441996,0.3911855255082509,0.5531948626121773,0.6026293756433152,0.009180107555053094,0.23043581025037346,0.26717917063097274,-0.19563518038073177,-0.5852096684563208,0.1299259326217874,-0.21999577935035464,0.45552479454522443,0.4667788478748063,0.3034303202173126,-0.24565605745159874,0.5422893061664263,-0.04929103120057018,0.3348340382951374,0.07072915653853358,0.1322741461406042,0.4776038737790296,-0.041628682223136246,0.007741338376467074,0.21126936285987558,-0.4638297199458141,-0.04476281339168385,-0.06377370295388071,-0.37816036990258883,-0.02698525767309509,-0.059239685940624454,0.7282700524404242,-0.39759955751184245,-0.1291342172534761,-0.07380310117065537,0.20638940895199534,-0.18402567562110103,-0.36579587064176744,-0.10796662040327568,0.5773494325904553,0.39590639779994447,0.4017541117354876,-0.22942510577238018,0.1316076868781893,0.4534406308919251,0.4945891840920019,0.5114448469226195,0.27379527118801616,0.4351996815965045,0.542698827839864,-0.34563384195135105,0.08358510528331041,-0.21726073161202047,0.30630523920492464,-0.07052687337792465,0.2461243354153328,-0.4528492379589154,0.28594760143239906,0.04104530902795389,-0.07312637765931147,0.41115059902344336,0.23954926412697825,0.13485962086399628,0.43475934593724114,-0.08580884196411159,0.4530989238865632,0.7676367741115114,0.17361666507456394,-0.127317214027816,0.7312796055249922,0.6622877137623117,0.5564910479473496,-0.18806084763152606,-0.18763427533303703
Thal_IL_R,0.4728992700974213,0.501927882772446,0.1382293237493266,0.04901720833842679,0.4523489819354509,0.06310958420170888,0.1570952475796597,0.2128196610433794,1.0,0.5121223871951264,0.7003951299568248,0.4213444606232089,0.5151363471356428,0.2767449278919711,0.5018308422993624,0.5188590511815256,0.2643415790753425,0.6587942742924776,0.6366403164621011,0.506078327844305,0.6383160838118976,0.5895247200985837,0.49613174804152466,0.47027102431201073,0.0911110122444805,0.43167604924818775,0.11504223820076966,0.5449528202734425,-0.04760943253132805,0.3876159076757392,0.5760291527987136,-0.09551259709964911,-0.11931669999183164,0.5556535527574481,0.45849830926687585,0.6670120532407222,0.45242550829968164,0.6791465668313684,0.684927957766298,0.47944269168442033,0.1165372773432723,0.17247206757888364,0.5497684711149171,0.060522549745540555,0.0929153361920954,-0.09292951928681674,0.626140237793062,0.6159605590460686,0.6641351819940835,-0.0958561624860235,0.6713144683151363,0.06280025596171201,0.5464274465655357,0.2050180140136201,0.5163249627875819,0.0062652608569239,0.1810482051638419,0.5106039538091012,-0.03173766855739197,0.052198631391063344,0.6872115941161366,0.5849005090707218,0.45498543868046165,0.2602403573570761,-0.21743247024197168,0.5737628657950095,0.3952746939333829,0.5408476770125029,0.27073070101675956,0.2984534184845708,0.2894438182620854,0.7469420494695922,0.03367594165839743,0.26634880331984034,0.03224073611944117,0.5109090879024083,0.05507630648486172,0.6285837647148323,0.6693961978091822,-0.141841096058563,0.5757137122901477,0.44735518693047516,0.48106396084154995,0.45678817747655864,0.7015661202086941,0.07934668904551656,0.2471910818904236,0.4509867592962916,0.6600278281823022,0.3821049331162119,0.6402352303117181,0.4176155228143737,0.23324645525511326,0.5087075219198532,0.5288892098784537,0.5672707871322826,0.15646802280662703,-0.018776020329343408,0.3937396962571,0.5186108668334455,0.2966731654160307,-0.0324635773242656,0.5822318813489971,0.01280784904854435,0.19871179754476445
Red_N_L,0.3927899962469181,0.2286880894453921,0.3060679411848582,0.006579568375561815,0.1861259969470527,0.16552523582391965,-0.18189238244460287,-0.29753878326226496,0.5121223871951264,1.0,0.6463396431084931,0.4534860806971976,0.6938403923055881,0.3510369796835855,0.4309899541885738,0.6413472970761509,0.4613648954498094,0.5010753865395724,0.7487718056288819,0.16277515450375044,0.7265094350290905,0.7544082625242761,0.782961740479044,0.2806376780505186,-0.24290907869969872,0.29034369813693095,-0.14515206318437146,0.6586780485093531,0.0834934437589384,0.20922557532474922,0.2534982021935132,-0.14719265861157707,-0.5283482104126516,0.438609032864668,0.38985893299716007,0.28002505804790134,0.42679777032634825,0.43928016093471883,0.6640200059609049,0.8564851446515227,0.3490827052622723,0.10521417816756981,0.7825616003040778,-0.17962690987951554,-0.3723879409484112,-0.3816175269667729,0.8454949033243239,0.245567589314513,0.766951399676719,-0.3121363698252573,0.6974292154772797,0.19099839340450014,0.42964853394716424,0.5278925353425113,0.6989084648632852,-0.0376103652796927,0.7683910137610102,0.7890019330055238,-0.2681856360189016,0.21633167680581936,0.7793533674732854,0.7376126067369495,0.18909527402391274,0.7162735398841031,0.1307004581398198,0.895980890136293,0.24120968309303897,0.6667886442003166,0.5723255672860422,0.4945579399524072,-0.04911856648870661,0.5109838442089669,-0.17048008675535178,0.6195890397479717,0.00897319529275861,0.3010532190988237,-0.3842275225124814,0.26866189798289586,0.4816679469176346,-0.5837050785106062,0.40419225414918963,0.5661476860587628,0.2431002868473923,0.3987837067297355,0.48423419614150803,-0.05840276493475275,0.12308152529406075,0.859123508872279,0.597352995069473,0.48769586421025835,0.7969680712904891,0.2500306528107284,0.2767441477963282,0.23400665423289102,0.235796986315562,0.7283461062111779,0.01033615501584857,-0.39527973010300244,0.27683824486451636,0.6342422514230821,-0.04905522831633645,-0.4271513339388039,0.33899550612686336,0.42040093326834427,0.2896858752840262
