,Temporal_Pole_Sup_L,Angular_L,ACC_sup_L,Vermis_7,Calcarine_L,Temporal_Pole_Mid_L,Precuneus_L,Cerebellum_10_R,OFCpost_L,Cingulate_Mid_R,Cerebellum_8_R,Vermis_8,Cerebellum_6_L,Frontal_Inf_Tri_L,Caudate_R,Parietal_Sup_R,Frontal_Mid_2_R,Vermis_6,ACC_pre_R,Precuneus_R,VTA_L,Thal_AV_R,Cingulate_Post_R,Raphe_D,SupraMarginal_R,Temporal_Pole_Mid_R,Amygdala_L,Parietal_Sup_L,Cerebellum_9_L,Lingual_L,SupraMarginal_L,Occipital_Sup_R,Cingulate_Mid_L,Paracentral_Lobule_L,Frontal_Sup_2_R,Thal_LP_L,Frontal_Inf_Oper_L,Supp_Motor_Area_R,Calcarine_R,Cerebellum_9_R,Rectus_L,Frontal_Inf_Orb_2_L,Vermis_1_2,Occipital_Inf_R,Hippocampus_L,OFCmed_R,Thal_MDm_R,Pallidum_R,Thal_PuL_R,Thal_LP_R
Cerebellum_8_R,-0.032500484871871335,-0.05194264545243076,0.3473278736222758,-0.053107450558458516,-0.1903394426170526,-0.4484589270767029,0.06851183198622264,0.5300609410588988,-0.1080686121833672,0.5355039289115843,1.0,0.5315939640420364,0.39278249165932694,0.23483985778778266,0.2079892698733412,0.24790971600775472,0.18720378620222836,0.32159020284051304,0.21670616306886437,0.22362541579558382,0.4688095552183993,0.527875150842117,0.014341638656703399,0.018274153165959903,0.13020958940510738,-0.33594594911030423,0.03644136082771293,0.18079766518763773,0.7247821651598488,0.29658234236875086,0.46974539583763036,-0.2646332649835339,0.5706382750608495,-0.0380403456234324,0.4289402923705258,0.308926995811756,0.2203428201528891,0.20141328536026593,-0.07878366633779085,0.6778353214180489,0.21817622938528555,0.29778386280988384,0.19643653265759792,-0.09547046355289747,0.47946511860965324,-0.3016871179173597,0.30874374634698004,0.13031799597699018,0.5761754302784194,0.18449940762877826
Vermis_8,0.2601489902844921,0.0806708184235918,-0.027207879614141544,0.11789508849514747,0.08870760336025132,-0.07406832558185947,0.051284736558914176,0.20286688566268163,0.27196443234783535,0.32285918231274324,0.5315939640420364,1.0,0.12707657244637469,0.1303676499291124,-0.11954950863412808,0.15985711613686138,0.09709716042922266,0.16313957906265614,0.41642307475143636,0.19095628550787924,0.16818463615779386,0.32649088598845305,0.03513546030837601,0.048319298853592464,0.2314413509111074,-0.06180064444815722,-0.28590643833165474,0.1251074896700348,0.42003169224019543,0.34260188634096544,0.34419003778995855,0.02863730597583819,0.3430548397230748,0.17677750350674523,0.19013991665966049,0.053588544287294024,0.3140762477782395,0.07164216066612247,0.08973463069793024,0.1912068938793985,-0.030406924890419355,0.13995327635700153,0.2747113640589892,-0.08395096018783255,-0.04155734631359708,0.1943563967653485,-0.04929784690112075,-0.1285274871531581,0.30612439801417785,-0.18578566073167657
Cerebellum_6_L,-0.23070967808267265,-0.0005642246859141741,0.11794879977874612,-0.2887066616135991,-0.2873725276158523,-0.25718427976324215,0.2888456902067713,0.4525802921758948,-0.3145451420636494,0.3856255279644476,0.39278249165932694,0.12707657244637469,1.0,0.18971582520318325,0.17299947412193722,0.4696446746786944,0.24888188969099914,0.33027299908929614,-0.0512704203062809,0.37765320159766447,0.34161997098906877,0.5022612780711215,0.175438646655829,-0.11245206675840948,0.1951702346976371,-0.4340582059987361,0.32455685586760813,0.41664992648336746,0.4044891254413728,0.010465401795041103,0.37230832051787627,-0.14992300580994086,0.44871940483863554,0.012883724147112708,0.3710079113773427,0.2214871043500677,0.1504794591172926,0.45290084029616967,-0.23058253783084293,0.4071962592788424,0.21347530804447457,0.19101151687729578,-0.14838646796618268,-0.12249030622739271,0.46760290638249985,-0.16454392753649663,0.45284173044663867,0.3056142231588039,0.41615930811393376,0.04341927349739131
Frontal_Inf_Tri_L,0.18095235070686858,0.0011935026305235933,0.7024490608057568,-0.08116970276895712,-0.12002684519915664,-0.005886444277595654,0.3759027382219899,0.20389645852353944,0.08725768167925908,0.6385357822987016,0.23483985778778266,0.1303676499291124,0.18971582520318325,1.0,0.5731457845700588,0.10034545627183683,0.7245559084216614,0.3061555336323011,0.5064290843013982,0.46260691076571675,0.3641837983876097,0.35650648425573256,0.4153283731314,0.25402341871163947,0.19461504352391365,0.08568330209421873,0.14629513304163186,0.1482524672497989,0.3384510177616763,0.12320340214871138,0.4714965516000573,-0.29598582790428996,0.5920194753553243,0.41868878004331944,0.7078951396857865,0.28492863204006363,0.6859319476851357,0.42828093734410433,-0.05221645496917239,0.33415829929001667,-0.048713465638121733,0.6358249967132586,0.28085185815945374,0.13902879785758843,0.6048971403114553,-0.05338205726917769,0.4277004940789033,0.41810221194821584,0.3078363458634235,0.3703623966418503
Caudate_R,0.001732066245824001,-0.2745567084692763,0.5919050246100578,-0.14907499947710323,-0.43787292732242034,-0.33154087047982,0.10521969219769335,0.2504666358448338,-0.21336515633087258,0.33313306868724724,0.2079892698733412,-0.11954950863412808,0.17299947412193722,0.5731457845700588,1.0,0.028760954295819926,0.21759250057458754,0.3905325737178786,0.15611512337790787,0.11061175377976287,0.4665317183581909,0.2768911153093124,0.05269584346499552,0.3937537963839395,-0.14316608097834052,-0.12512627205295024,0.24342815651658478,-0.034041481507779914,0.3294885431579306,-0.07281166025588712,0.1397011626173263,-0.29183582026177685,0.34897165084475656,-0.0929272544498703,0.4027812461166905,0.33834628560809993,0.1429454205190992,0.1909809958923699,-0.2623780057667277,0.5334625783555298,0.029037437112058927,0.4174734830221778,-0.009736905838704603,0.08328080515108506,0.6109794714859541,-0.19819714528467533,0.2835948339025043,0.2514557955782574,0.23702131562163545,0.6362197074977949
Parietal_Sup_R,0.05448692641218341,0.4199899583759288,0.061301678744990096,0.15023293065411367,0.2966750852618912,-0.04858323874948054,0.6878933103068254,0.37903971088304494,0.07529723355336004,0.5435791044608289,0.24790971600775472,0.15985711613686138,0.4696446746786944,0.10034545627183683,0.028760954295819926,1.0,0.40057479982633254,0.07497391485319681,-0.19708763684546762,0.7091378557527123,0.023846397897666734,0.4533180814203614,0.4930727018543893,0.12307345917630858,0.5173369840092906,-0.05677018576789063,0.050698026430655484,0.8952156377597269,0.36791393177536375,0.4491060654057957,0.506968989567494,0.4927215853501976,0.5388062456893041,0.386755065473947,0.3497567995691401,0.2931269200254021,0.3664347768610641,0.7018943599398274,0.3815137248971384,0.24205701084506245,0.3363934797508704,-0.15191597384677616,0.19408129411366967,-0.06513589546941811,0.2762678251132261,-0.03573351242390556,0.18706865442202178,0.012924509814688104,0.4203040418270701,0.09948435508869162
Frontal_Mid_2_R,0.09629158780343254,0.2850985699220646,0.5858056163758717,0.09574743723307828,0.1630211874204125,0.11417248284388083,0.5639937864827643,0.22439299078425684,0.10846001349300069,0.7584550179375155,0.18720378620222836,0.09709716042922266,0.24888188969099914,0.7245559084216614,0.21759250057458754,0.40057479982633254,1.0,0.19394070968274116,0.31406361914118835,0.6421959239006333,0.11297579493162234,0.43491798744866716,0.5183363065822552,0.1465571332332675,0.5356524619657684,0.16044341394945,0.08033694266156828,0.4516542885207832,0.3377264385297773,0.30026183764985875,0.6182952297068102,-0.0011300673933730759,0.6986401105609468,0.6283414935919515,0.7576710738270201,0.3441986964729448,0.7250866974072553,0.700029955289701,0.1966794941710112,0.20576707977267386,0.0729747734825936,0.24464119677359247,0.41776827097939534,0.14390586618725812,0.43122173558385385,-0.011834633026764156,0.5248296654055,0.32223459828626355,0.37958160168956045,0.2957366098751528
Vermis_6,-0.019958068434494988,-0.12468802246453389,0.32972076381062015,-0.07148113598464295,-0.23317498398251055,-0.18701698054625307,0.1148219189344512,0.2557645150544588,-0.2090275607169665,0.2762121812364482,0.32159020284051304,0.16313957906265614,0.33027299908929614,0.3061555336323011,0.3905325737178786,0.07497391485319681,0.19394070968274116,1.0,0.19155894459796333,0.17568115754039554,0.2854480922571826,0.29536532253766273,0.10689981202296615,0.12074712959965875,-0.0165589076793241,-0.1731897827806944,0.16124937757803476,0.07497178031653894,0.2817346385410144,-0.003757750580708187,0.2273171410738542,-0.20423049045068956,0.2888834918390041,0.030989921071312442,0.3247612398178536,0.14404059485807577,0.06752959706209331,0.1780778985263245,-0.17424214259751172,0.3209225625821204,-0.021597633514248253,0.36110403530530455,0.02074441683220142,0.07801165981965587,0.36803031063458463,-0.03461941457259584,0.29926098515870536,0.15185109304238653,0.20714997107257435,0.24163994336472128
ACC_pre_R,0.2210486227192021,-0.030067646383575036,0.41937472686220106,0.05503896533513573,-0.013539106726199575,0.030616183475180244,-0.02386489800186601,-0.04358884692893223,0.29165575652290315,0.30590075651970033,0.21670616306886437,0.41642307475143636,-0.0512704203062809,0.5064290843013982,0.15611512337790787,-0.19708763684546762,0.31406361914118835,0.19155894459796333,1.0,0.08515771269555375,0.15568865224172942,0.1272525915508337,0.05844239654319778,0.10676420748114676,0.04485089283273832,0.013139922392973789,-0.13840497347320604,-0.13253729733712938,0.19795168783306294,0.1177597432204616,0.19009203696444027,-0.19823333524938602,0.27007373256059053,0.2512961649571639,0.3905143719576772,0.06723412874477139,0.4056976633345183,-0.11336815393335786,-0.0043062733839082995,-0.02041455699998919,-0.22502721535580442,0.3244408067107652,0.2948867982391117,0.15280852152377122,0.010542179710136265,0.19669935818585663,0.13863426225195957,0.17836168976824215,0.035732525056482244,0.048176603761043726
Precuneus_R,0.17883317039581315,0.46096160880371684,0.21262157005510934,0.166545101933668,0.46239768166015055,0.10850112190380594,0.9097861455581645,0.27214321847372247,0.1872953291780988,0.7223347898773612,0.22362541579558382,0.19095628550787924,0.37765320159766447,0.46260691076571675,0.11061175377976287,0.7091378557527123,0.6421959239006333,0.17568115754039554,0.08515771269555375,1.0,0.07177373037635236,0.47868045513347907,0.8644958251989825,0.1283340317446368,0.6602633601452854,0.007657286849473591,0.004276751814427625,0.7547304045878123,0.3627585997169783,0.6040928320202633,0.7193627073687797,0.3227221840124603,0.7136178932582995,0.7483811750556592,0.44026149689299937,0.3474091124083011,0.6521163782988139,0.8194379512770412,0.5423835613141623,0.15797448575550818,0.3409019520620235,-0.01093562236714637,0.4016132372581044,0.06228786546800019,0.3996973126064027,-0.09051084333456262,0.43239023470522797,0.2681218520422607,0.39216814716935106,0.2041196056250033
VTA_L,-0.2015548848092372,-0.33281696553967377,0.32545483337863607,-0.34089812555493887,-0.4265420136759997,-0.5430894145771118,-0.08371819534145354,0.3202388352895177,-0.3851837312005599,0.3405354547160552,0.4688095552183993,0.16818463615779386,0.34161997098906877,0.3641837983876097,0.4665317183581909,0.023846397897666734,0.11297579493162234,0.2854480922571826,0.15568865224172942,0.07177373037635236,1.0,0.5043049615436128,-0.027563504177552628,0.34177464748012787,-0.08762310404014938,-0.4957196771946674,0.2789017335135628,-0.07888451061191457,0.37217058311425527,0.11968045754526853,0.24130658550268386,-0.4699748830425462,0.3843812089971903,-0.22342965972710135,0.4183479181099327,0.053808648727889014,-0.04538435935428842,0.13393135734642844,-0.24393599690309883,0.5372680838103562,0.25786400736656107,0.41220923581378105,-0.032098136816454605,-0.2006018313897709,0.7136001009529448,-0.17986973510688842,0.4064560763095873,0.43287060782208386,0.5356206114409092,0.11917932733183054
Thal_AV_R,-0.02709217869016417,0.03138278914930959,0.2874474484243527,-0.1316828366243455,-0.03330652917599747,-0.26600514842397804,0.3388864660696975,0.36316412201742304,-0.062046657273651946,0.6691533171552976,0.527875150842117,0.32649088598845305,0.5022612780711215,0.35650648425573256,0.2768911153093124,0.4533180814203614,0.43491798744866716,0.29536532253766273,0.1272525915508337,0.47868045513347907,0.5043049615436128,1.0,0.3014669901045249,0.1561806463400218,0.3925378994024281,-0.37017609559724585,0.060769844807829834,0.3842829351733261,0.47422874500228485,0.424998429092559,0.5391138503236995,-0.11005121629854848,0.7149555631217388,0.19474607251667891,0.5272519074366545,0.4017480396534571,0.3456277974095496,0.542610746619139,0.1260163572772226,0.45009683160263214,0.25294650448543127,0.143799107943618,0.21142917155306015,-0.12367837584948715,0.5832146607358019,-0.13145817407373434,0.5971182832463435,0.41365373410264045,0.5927014442649038,0.2742906334369404
Cingulate_Post_R,0.2309437843490579,0.4504221903652239,0.14255295371970136,0.18362068604927193,0.575866992054721,0.22387048205755006,0.8519296769692201,0.14947468174235007,0.2558964747726345,0.5398378548669999,0.014341638656703399,0.03513546030837601,0.175438646655829,0.4153283731314,0.05269584346499552,0.4930727018543893,0.5183363065822552,0.10689981202296615,0.05844239654319778,0.8644958251989825,-0.027563504177552628,0.3014669901045249,1.0,0.044129851933314534,0.5213415521431639,0.05654281885148454,-0.03645005970065315,0.5967003761272398,0.12696047198671284,0.5486318230064661,0.5656607738917101,0.35782960192815316,0.5146854438848198,0.7134891516254629,0.282866456166131,0.2920126689676795,0.587407847296066,0.6942167238262772,0.6057280590997353,-0.04327813162633173,0.24348065680156183,-0.010912552212869783,0.38784740552980157,0.07866343654548559,0.27879903154262836,-0.13140842493793772,0.36015663835134665,0.2445027949699983,0.23638872749686388,0.19625324138802153
Raphe_D,0.10139581954258702,-0.05730561811381863,0.22539283749635125,0.1528439200251844,0.01822554901946889,-0.09217167860888166,0.13133733167236758,-0.0018497441885068212,-0.0961132706921376,0.19255008941470525,0.018274153165959903,0.048319298853592464,-0.11245206675840948,0.25402341871163947,0.3937537963839395,0.12307345917630858,0.1465571332332675,0.12074712959965875,0.10676420748114676,0.1283340317446368,0.34177464748012787,0.1561806463400218,0.044129851933314534,1.0,0.10914118430074378,0.10460897047960353,0.06839041111880725,0.07059645130646158,0.19272413897537366,0.16209928531220172,0.13564029280456205,0.12133476139786552,0.18242104997645311,0.12220121672199703,0.2330535950898559,-0.01544961179858136,0.12566221319388124,0.13652739671871383,0.11197845693486612,0.20253491277022095,0.16829983891555644,0.00978772774921857,0.2323674314776672,0.16867505764383933,0.24111594261580482,0.09506155264293635,-0.10172211570205161,-0.11718456528366092,0.20928546852627902,0.153526296590128
SupraMarginal_R,0.2553949082283676,0.5744279302032849,-0.0589308274965487,0.3947008642381629,0.5237884705314139,0.30695603643874897,0.6048517806444607,0.1723893865678385,0.3588107095974888,0.5679655691793353,0.13020958940510738,0.2314413509111074,0.1951702346976371,0.19461504352391365,-0.14316608097834052,0.5173369840092906,0.5356524619657684,-0.0165589076793241,0.04485089283273832,0.6602633601452854,-0.08762310404014938,0.3925378994024281,0.5213415521431639,0.10914118430074378,1.0,0.1506996966588867,-0.273944250802512,0.5116293605225041,0.26744645513814536,0.6665945985318743,0.682036482871464,0.429293812665557,0.5763877906045789,0.6422959089944278,0.26502790267216936,0.28220230612000163,0.634814411238695,0.6256260020263446,0.5577264338898951,-0.06716064954388616,0.3494380432948455,-0.35977583683905173,0.49066052057734827,0.11945747028138708,-0.006063333699655673,0.17475294882764852,0.27943296651758726,0.14729384746028382,0.3041010743859137,0.0360768652972403
Temporal_Pole_Mid_R,0.46663160357248684,0.40791155319659206,-0.025101459757103872,0.4178794756828964,0.3406803862822665,0.6924884422050853,0.15736805350407146,-0.23878261578466423,0.408494955591317,-0.013125179330678399,-0.33594594911030423,-0.06180064444815722,-0.4340582059987361,0.08568330209421873,-0.12512627205295024,-0.05677018576789063,0.16044341394945,-0.1731897827806944,0.013139922392973789,0.007657286849473591,-0.4957196771946674,-0.37017609559724585,0.05654281885148454,0.10460897047960353,0.1506996966588867,1.0,-0.19545521716199696,0.0624667351431209,-0.20338234785634698,0.032694143192478646,0.07004224307125251,0.33909643356132235,-0.12259373590969269,0.29102256454973724,-0.07003372280888424,-0.16002297255031933,0.26352278007360375,-0.02686564696736072,0.25784944805446497,-0.3564364618009926,-0.16946507313062056,-0.0728796447450464,0.3648081713323399,0.25409987639648596,-0.38036489696285397,0.20863600236288457,-0.41009811463928586,-0.2744140282605137,-0.23992784559601207,-0.13153076029811697
Amygdala_L,-0.18535967937885028,-0.197661311463942,0.3280321144896329,-0.3098919794696566,-0.30272119922227236,-0.25171260030720105,0.008093431332409777,0.05406042335918568,-0.4936325260786269,-0.0324785832066444,0.03644136082771293,-0.28590643833165474,0.32455685586760813,0.14629513304163186,0.24342815651658478,0.050698026430655484,0.08033694266156828,0.16124937757803476,-0.13840497347320604,0.004276751814427625,0.2789017335135628,0.060769844807829834,-0.03645005970065315,0.06839041111880725,-0.273944250802512,-0.19545521716199696,1.0,0.09172656906845457,-0.08897854266055752,-0.34000791410208414,-0.05324432384900264,-0.2660788268716903,-0.044221810041009516,-0.10239804296924519,0.21057814308612618,0.1856076749693797,-0.11211096421075366,0.11823838357137707,-0.3151561548703204,0.22628257459557757,0.11783797023089233,0.3507484203528567,-0.3816022318059663,0.13971142593269395,0.35689921654229134,-0.23332159840228145,0.18774287670732767,0.011662810370070623,0.05533182405089622,0.18463637610959108
