,Cerebellum_10_R,Thal_LP_R,Thal_LP_L,Parietal_Sup_R,OFCpost_L,Frontal_Med_Orb_L,Vermis_6,Thal_PuA_L,Thal_VA_R,Thal_MDm_R,OFCpost_R,Olfactory_L,Raphe_D,ACC_sup_L,Rectus_R,Parietal_Inf_R,Supp_Motor_Area_L,ACC_sup_R,Putamen_R,Thal_MDm_L,Temporal_Inf_L,ACC_sub_R,Frontal_Inf_Tri_R,Hippocampus_L,Temporal_Pole_Sup_L,Frontal_Inf_Orb_2_L,Cerebellum_10_L,Frontal_Mid_2_R,Thal_VPL_R,Precentral_R,Putamen_L,Occipital_Sup_R,N_Acc_R,Paracentral_Lobule_R,Paracentral_Lobule_L,Thal_PuM_R,Cerebellum_Crus2_L,Insula_R,VTA_L,Precuneus_R,Cerebellum_9_L,SupraMarginal_R,Cerebellum_4_5_R,Cerebellum_7b_R,Cerebellum_6_L,Thal_PuL_R,Olfactory_R,OFCmed_R,Angular_L,Fusiform_R,Lingual_R,Thal_LGN_L,Thal_VA_L,Thal_VPL_L,Cerebellum_Crus1_L,Rectus_L,Vermis_4_5,Calcarine_L,Calcarine_R,Precuneus_L,Frontal_Sup_2_R,Fusiform_L,Thal_VL_L,N_Acc_L,Cingulate_Mid_L,Heschl_L,Rolandic_Oper_R,Frontal_Med_Orb_R,Occipital_Mid_R,Thal_PuL_L,Lingual_L,Cerebellum_3_R,Vermis_3,Pallidum_L,Thal_PuA_R,Temporal_Sup_R,Angular_R,Thal_PuI_R,Temporal_Sup_L,Thal_PuI_L,Cerebellum_Crus2_R,Occipital_Inf_R,SN_pr_L,Cerebellum_8_R,Cerebellum_4_5_L,ParaHippocampal_R,Caudate_L,Temporal_Pole_Sup_R,Cingulate_Post_L,Pallidum_R,Thal_IL_L,Precentral_L,Frontal_Inf_Orb_2_R,Amygdala_R,Thal_LGN_R
Cerebellum_10_R,1.0,0.07678715936326272,0.13170263282381905,0.37903971088304494,-0.0938800334383462,-0.0005279643582734258,0.2557645150544588,0.4774467353072881,0.3872123927202674,0.28574004248283363,0.006257516427825967,0.27967691782344745,-0.0018497441885068212,0.21301626279053146,-0.35543067653132154,0.39878131986755044,0.2821752053076541,0.34602012173842456,0.044363603318786644,0.43171613608703774,0.01323379107625425,-0.2171916406510773,0.07250238287674557,0.48203322430593404,-0.10216605805878205,0.1782381696551855,0.4331357958086194,0.22439299078425684,0.39860921986068343,0.049980084630128166,0.3031782982600669,-0.0984108886269384,0.26497709868983377,0.00898744458107144,-0.08487561975732602,0.42835887762616826,0.08877757824712967,0.1261566196520776,0.3202388352895177,0.27214321847372247,0.578426710248644,0.1723893865678385,0.25536034615458636,0.010943831757611799,0.4525802921758948,0.5684954247906526,0.20416094758032402,-0.3238763141477267,0.03852211728460838,0.2875257338959352,0.25767537920814065,0.4873993136132516,0.3153360979917104,0.4192132293113765,0.1777076495432426,0.02604557734263983,0.22522705533709522,-0.19705948712754492,-0.12871730928498795,0.23241835218635748,0.2570732643625834,0.413287450023238,0.46874791731418486,0.41634934757127046,0.490902867448816,0.3089027782058224,0.14154373690894953,-0.05462977213004329,-0.105805414813893,0.24380305188425488,0.21802851817996136,0.20569734897534606,0.2794149350107078,0.2655898497675081,0.4685879030935763,0.15615122804507167,0.10674036162664263,0.18181276560073908,0.3102000888172429,0.28646872284465563,-0.07443986656422391,-0.16712565120593217,0.32989890863601296,0.5300609410588988,0.16633676609906006,0.39123753561972735,0.4471133720471832,-0.17256951911570906,0.27433253448414807,0.21126933790493885,0.23958010923801207,0.07694018388441366,0.24068988393255022,0.06253986194542296,0.21541200289551157
Thal_LP_R,0.07678715936326272,1.0,0.7581363919180454,0.09948435508869162,-0.062327279549958536,0.03129988893074657,0.24163994336472128,0.12284900271774744,0.4848759704445281,0.4573315692187387,0.06435827424335365,-0.2290833104738621,0.153526296590128,0.5895182424389221,-0.12297585500905626,0.1185884972218265,0.40750971156104,0.5616645267815877,0.46253049443473904,0.4596439354221905,-0.034344718865716196,0.37338204734037767,0.3321848540328864,0.4167931812900137,0.017745555381325464,0.11458728408633496,-0.2541171359712037,0.2957366098751528,0.07176942789407073,0.26366871059249797,-0.054908195839883246,-0.19237545547105003,-0.14062142922602086,0.18848824843835743,0.13019710937315218,0.3863584993836128,0.06037484835361163,0.3444554873443071,0.11917932733183054,0.2041196056250033,0.22516904395865334,0.0360768652972403,0.15784528967136632,-0.05698616022839837,0.04341927349739131,0.10011135506329241,0.3374210591757143,-0.17493698834156787,-0.10437079787879298,-0.01251728379375425,0.06687697013256519,0.20777880234208845,0.30772523541280156,0.40668617244707295,-0.05337503179666246,0.09884146681433433,0.015601324704297809,-0.16276200620641001,-0.04699413672240691,0.17218122778210082,0.33871889354824464,-0.005415875383274144,0.33389611751905607,-0.2539791088117314,0.35480976466893477,0.2758566461882947,0.2896150709228189,0.05125326052528089,-0.24098220358972466,0.4729009278547275,0.01895060969982791,0.3196829309469989,0.25539338199773604,0.480035416732489,0.3517729294986241,0.11062857004329615,-0.0478855110478001,0.3284089125689578,0.1076924011872022,0.23550308831140987,0.08815384974624127,0.09511326042078884,0.4406392878830437,0.18449940762877826,0.2042492464441118,0.5083321955496125,0.38361342032011514,0.08428304509894093,0.13309213314806087,0.07931447858048948,0.32592148872928417,0.2947927742615174,0.23334818542488794,0.30699815783997125,0.28351559122869857
Thal_LP_L,0.13170263282381905,0.7581363919180454,1.0,0.2931269200254021,0.051190342619586396,0.0634417916026441,0.14404059485807577,0.2689734826109186,0.5459420279163262,0.4914780969573477,-0.02621966293200829,-0.10913733799527266,-0.01544961179858136,0.49749846080794313,-0.05828364814143925,0.3696658582723913,0.5591915975727466,0.5430175460369935,0.40236704122528116,0.5719225490653719,-0.07970888315198814,0.3838909165575409,0.2858883613655884,0.33206451996738756,0.15700750708535857,0.07351630123324676,-0.13811884643811836,0.3441986964729448,0.11443853572949705,0.4294211026159821,0.11082579275394377,-0.052905758893630694,0.08666996310023757,0.3368490400536512,0.27814730204668003,0.4843592402604879,0.07506784369218357,0.2502401187729918,0.053808648727889014,0.3474091124083011,0.29631754735997734,0.28220230612000163,0.2656010331345694,-0.11659468538782498,0.2214871043500677,0.22970823681816416,0.2794152114969982,-0.10415301702728556,0.11350376512904016,0.20000558569398513,0.24041452521828463,0.2790374072876671,0.4670180946665188,0.4230647842694513,0.07802417584109729,0.14533132633606996,0.2190904951813507,0.056073729186807024,0.09953654792008138,0.3191973544097529,0.4177372806606707,-0.13221849147971274,0.45960692367730716,-0.13927076018197634,0.5144372403912184,0.32944641067097047,0.31238195087522397,0.05046981822318632,-0.06658046634233732,0.5242955514659412,0.20025583757349238,0.3847357321437114,0.31501260446355456,0.2932998771669968,0.4666759869112426,0.2570761526997065,0.17502604837486763,0.3594650819422939,0.2697629152015953,0.38077604224628614,0.1392081968142157,0.09210370137474044,0.49392401596439917,0.308926995811756,0.29789612116653,0.4320452243816651,0.33993266079175993,0.21782035759511872,0.27540522122682615,0.06087338902141061,0.4560473609988255,0.46459112780209244,0.20604014333329262,0.3226185511684857,0.27133222523204353
Parietal_Sup_R,0.37903971088304494,0.09948435508869162,0.2931269200254021,1.0,0.07529723355336004,0.16044126993298366,0.07497391485319681,0.4163957762589484,0.48008307706920694,0.18706865442202178,-0.14326881290415674,0.11887476710139036,0.12307345917630858,0.061301678744990096,0.012738700327576756,0.7395413923069291,0.6589184198935585,0.1797042816354934,0.028349952486142655,0.3239747743399176,-0.060358300559030936,0.0413099634930365,0.29040442405343836,0.2762678251132261,0.05448692641218341,-0.15191597384677616,0.13856542709643754,0.40057479982633254,0.2454632722685219,0.522644274451476,-0.04990220957418809,0.4927215853501976,0.13755815665651125,0.4729502354734725,0.386755065473947,0.3692961425870618,0.13815983377468471,0.07473370825012271,0.023846397897666734,0.7091378557527123,0.36791393177536375,0.5173369840092906,0.41654682601723453,-0.034267048105624635,0.4696446746786944,0.4203040418270701,0.10775387058539897,-0.03573351242390556,0.4199899583759288,0.43597226167244263,0.4415450524692954,0.35490268902098715,0.5136705321408769,0.3662113569130946,0.22467440613473455,0.3363934797508704,0.567031361001924,0.2966750852618912,0.3815137248971384,0.6878933103068254,0.3497567995691401,0.24228836288612926,0.39654967809462427,0.005807145009298869,0.5388062456893041,0.2987320884721418,0.26001364287095036,0.08904680756862914,0.4651654083289384,0.2900645597291044,0.4491060654057957,0.3504981937734434,0.42811072987420984,0.009422149743667415,0.3385835827912574,0.4600658968310704,0.6463024128936963,0.2812399088322079,0.32632947135364676,0.37266466722460173,0.12274887186186176,-0.06513589546941811,0.15425785230559635,0.24790971600775472,0.3149972878506766,0.22585786177565942,0.2430653365214804,0.11918122219805234,0.5568679946498796,0.012924509814688104,0.3067575002598532,0.4672429224126928,0.13202266894017026,-0.022807687570669817,0.16848716933752886
OFCpost_L,-0.0938800334383462,-0.062327279549958536,0.051190342619586396,0.07529723355336004,1.0,0.3151400259836342,-0.2090275607169665,0.09728781623803048,-0.023257269277696748,-0.1997001901911036,0.06672670247344788,0.3968221078997353,-0.0961132706921376,-0.14332658115886976,-0.16910539401319757,0.1563057295052899,0.08416950264223058,0.003856585787022221,0.3018922063817958,-0.20431454694191087,-0.26043568789609495,-0.03639163817092103,0.37429773506526304,-0.3964588926614152,0.5827783017493126,-0.159096041771665,-0.073189998649182,0.10846001349300069,-0.05642680646192418,0.3269328134200724,0.17989933749962125,0.2845975570731476,0.10728696592092488,0.39083625393309396,0.4407535558226517,-0.08291398646295592,0.35548717899762955,0.3000416782698275,-0.3851837312005599,0.1872953291780988,-0.048430914646632676,0.3588107095974888,0.226520537518275,-0.1801557747647446,-0.3145451420636494,-0.11935007388118812,-0.1255075986835639,0.3375515701257934,0.31732775846704536,0.27988695654378115,0.25797568817086,-0.17672759532630752,0.028778742325708994,-0.07237291780986449,0.33125680208361097,-0.2764882535800822,0.3335821098214984,0.45713446860962703,0.4271143361733262,0.22056350266356753,-0.06887890472013208,-0.1920381254591333,-0.10768429527343559,0.12274839220988668,0.13804413872626806,0.013488254283170608,0.469549208983649,0.15235599237084294,0.31935324569470525,-0.1276002889922747,0.3776644461462432,0.12861711117419208,0.0839344037193401,-0.3755630276474375,-0.08541820639198831,0.4292869847757082,0.3565292964832471,0.005811078151959259,0.1844858503372437,0.10723326196228036,0.14100247700863433,0.06280598061635727,-0.04845392390994761,-0.1080686121833672,0.3257422155811096,-0.1748829529011291,0.02793572693887893,0.6876014931827437,0.21358835839470156,-0.10866831504030146,-0.16539569951521318,0.3343723309946345,0.2472933660838819,-0.18074410080652115,-0.22550115429694523
Frontal_Med_Orb_L,-0.0005279643582734258,0.03129988893074657,0.0634417916026441,0.16044126993298366,0.3151400259836342,1.0,-0.1379093256326934,0.24314464219028514,0.24375905152782765,0.1198711453734478,0.044390563278169794,0.13333839067740344,0.15696998501120712,-0.09811319832055491,0.0426589245991906,0.32801640251907765,0.17480930518968188,0.07208297017079585,0.3580345177059479,0.05748350930583097,-0.28424509196105047,-0.016063956070384956,0.46951373783250744,-0.1273709402359802,0.15726651641631903,-0.42465051452705904,-0.11365757930990392,0.25918992796698226,0.22122763345333424,0.41081172832453755,-0.11363616006877421,0.228182856313695,0.10077408755453333,0.38944220031999005,0.36673693202691526,0.214964363310772,0.1721485816088231,0.3706329418970656,-0.12328886360140337,0.2879146292125892,0.20824872684948506,0.4622203232121692,0.5097616467087009,-0.22863106435116196,-0.22254483813812934,0.23258689831109164,-0.0044348079500976575,0.05146723997685684,0.26433295406926793,0.5350748566903054,0.5516428144355131,-0.05334487847343046,0.34357756235370446,0.20699101747592058,0.2207408602888465,0.24480390828872173,0.5263675931967319,0.4111637230894996,0.4677959682444455,0.2108633263560484,0.005257265441277063,0.002985969448537233,0.2641837577042263,0.14262272373103357,0.3037200804866486,0.06380372086483381,0.598538961525852,0.47254150372816334,0.30186932625133694,0.12612924571317385,0.5033074920470783,0.3769605036207635,0.3062813280228235,-0.15086142452826887,0.195922584506241,0.6308595009026343,0.5379685549905219,0.21479250274745665,0.1680226491178031,0.3190159259609801,0.019430425075114447,0.14552243462459233,-0.0456321194290744,0.05763799145227191,0.5322347067426687,0.06521742091500457,0.14966201454380412,0.3786819985550535,0.22871680839920377,0.055406502812760355,0.06922937353642829,0.43562334740404,0.08755829609700266,-0.13566024694814185,0.07008816481647849
Vermis_6,0.2557645150544588,0.24163994336472128,0.14404059485807577,0.07497391485319681,-0.2090275607169665,-0.1379093256326934,1.0,0.11175488324665957,0.31492027110277593,0.29926098515870536,0.11423981711092485,-0.07261386779936757,0.12074712959965875,0.32972076381062015,-0.025047785070951865,0.12251996526875746,0.21067818532276023,0.32124741177062865,0.14877560000521725,0.3262368215794851,0.17203554808745494,-0.14194822780944594,0.07671862283173102,0.36803031063458463,-0.019958068434494988,0.36110403530530455,0.08811891757132011,0.19394070968274116,0.21912386541781767,-0.0007402781416315281,0.23800821309779974,-0.20423049045068956,0.04590838935800091,0.08017095978939903,0.030989921071312442,0.2537257210438691,-0.07870653568288008,0.18930617919944026,0.2854480922571826,0.17568115754039554,0.2817346385410144,-0.0165589076793241,0.08085572113918475,0.02100041546064126,0.33027299908929614,0.20714997107257435,0.15259438226348288,-0.03461941457259584,-0.12468802246453389,0.09520591700499145,-0.03742972097749391,0.26778241594622054,0.2899795504634881,0.2521916851972663,0.041051820893294906,-0.021597633514248253,-0.011575166829478154,-0.23317498398251055,-0.17424214259751172,0.1148219189344512,0.3247612398178536,0.2856584008511787,0.29656119484744087,0.10911472927253879,0.2888834918390041,0.2758871708096638,0.056270214899796556,-0.19515030265106717,-0.26573574735225663,0.19992960011333577,-0.003757750580708187,0.10367408149958368,0.13371144834590565,0.33702032771073576,0.25781027916727745,-0.027607171892380253,-0.12618630813404869,0.13946032366331992,0.22322124209082056,0.07895904588376458,-0.2542026238471395,0.07801165981965587,0.1606251382717964,0.32159020284051304,-0.0038388652519233102,0.2978786194285068,0.3752394006185754,-0.18568278008794223,0.11250911264821045,0.15185109304238653,0.21819810155908256,0.05303933060007516,0.2909316075325488,0.13424186042113823,0.1693217544506836
Thal_PuA_L,0.4774467353072881,0.12284900271774744,0.2689734826109186,0.4163957762589484,0.09728781623803048,0.24314464219028514,0.11175488324665957,1.0,0.5287047676744988,0.2919491381671502,0.0023351128848414266,0.16694278166599266,0.25108115743467757,0.2636096401994005,-0.12061805924833711,0.5290731580554965,0.49200932087221033,0.4104292827225841,0.27545696722475005,0.5989378609125737,-0.1175080245933865,-0.16468388392910455,0.32636381142507936,0.5082178622893511,0.08189134140424552,0.14579062788173727,0.3193764373881583,0.3804270387304781,0.7955351294452897,0.379189062653858,0.3840762786767854,-0.02251585557035738,0.18208816946115602,0.33400551181014393,0.2827603250021455,0.7750004792287597,0.07247720294287291,0.42337128722445133,0.4553417278758002,0.46985812626662077,0.5574704733067912,0.42421193171281785,0.6562513277392851,-0.14788060453471277,0.31040041949887826,0.7935379484677747,0.23032203479861496,-0.08831238165376369,0.2125861560296979,0.4636325384610947,0.5931472757527033,0.6207808367227935,0.5506617624962685,0.8275940950736249,0.23278249502574647,0.2291610935477377,0.5379750796286209,0.045556511445190316,0.16050195416860252,0.4163736872054578,0.49517435854652225,0.5864674954690037,0.6639572998975833,0.3669347875409404,0.7098811052891371,0.46885419382580246,0.4740635601040631,0.09930099457396249,-0.013497638723453362,0.5335689560990355,0.4953317224954025,0.6515017779473335,0.6375464360313069,0.25525011798742786,0.7626542427206446,0.5012386875071144,0.37261052768605674,0.6529254800009825,0.42839956289494546,0.7148003531437938,-0.06786691555714276,-0.024198832261773565,0.33312740525901974,0.5398508404697719,0.537302188859688,0.523769834614937,0.5507644317865622,0.09904038061459645,0.3875524483607479,0.224161232998336,0.4204463136984045,0.42698796191908917,0.36794034081335625,-0.1905457762634724,0.46289589418296484
Thal_VA_R,0.3872123927202674,0.4848759704445281,0.5459420279163262,0.48008307706920694,-0.023257269277696748,0.24375905152782765,0.31492027110277593,0.5287047676744988,1.0,0.7251298454461207,-0.04388577352412536,0.12584714134237082,0.21670877094030466,0.43750659318898477,0.0003086860245179019,0.6225946648694488,0.6817802302593753,0.5613603059216965,0.48826623846967576,0.7912599554960839,0.05288860978419182,0.17733448158721707,0.5717433935500172,0.6877282498355929,0.01780627531438531,0.09743117305173571,0.05549835208552719,0.6582949692040166,0.5340514923598989,0.5859892683486163,0.09894417080953044,-0.12627650539687751,0.33190231967111433,0.5354895749471955,0.37654350299359246,0.6750793873808134,0.04353685942832043,0.5200179533513242,0.42627660310887205,0.6680822571445943,0.49988121174414685,0.4924676776528775,0.58002948672453,-0.21465555137219974,0.41080602498590607,0.5624574423352582,0.5516778784990591,-0.12015291344687977,0.0924242554544234,0.453680486556927,0.475681208242415,0.5592979045364179,0.684965945234992,0.6760957535883984,-0.07706215401064247,0.32888236625330647,0.3972824024468862,0.024195451465167953,0.1963131013009861,0.5151616243747419,0.5738702393012473,0.29866974943852875,0.8002514429799741,0.22104541836437855,0.7777872146742322,0.620708082448071,0.5733406240782238,0.22147296830889215,-0.1505052218941075,0.5368754556145698,0.43898335924031356,0.6851746793022916,0.6503843699506945,0.5920685721124155,0.7256460335292355,0.5228723745785505,0.3381256521103693,0.5485965967776061,0.28482607126929643,0.5434808654756678,0.05586400417846853,-0.047451509730467786,0.450674077381469,0.35869871040164925,0.418530529719057,0.7178234751178283,0.7397794225503521,0.18327972214914,0.5203499743841784,0.47931585828516443,0.4316608258471719,0.6373166179079188,0.4898951159054563,0.2571991965577542,0.48413900033056073
Thal_MDm_R,0.28574004248283363,0.4573315692187387,0.4914780969573477,0.18706865442202178,-0.1997001901911036,0.1198711453734478,0.29926098515870536,0.2919491381671502,0.7251298454461207,1.0,-0.156583066856194,0.14029706591735946,-0.10172211570205161,0.3969035832710265,-0.03723423689708872,0.3952714712380119,0.49033460096133186,0.4544607496396038,0.4124500575851326,0.847554902703335,0.24306832816635457,0.2089884794162305,0.3578919170259578,0.643987191234776,-0.2131640478846221,0.16642488028139119,0.12262161549012586,0.5248296654055,0.4649110744138973,0.3878121472163462,0.12949039248453928,-0.39419645388869673,0.5234451706266241,0.30609136997783215,0.16599924557849444,0.6601446502077489,-0.06368416077801378,0.4201821694616314,0.4064560763095873,0.43239023470522797,0.30464722860341276,0.27943296651758726,0.3667582541701072,-0.22055181612541852,0.45284173044663867,0.39331619495949827,0.48478199095683333,-0.2724382036361309,-0.1516270759635181,0.23373197562995782,0.26176636649741597,0.48094507071816334,0.5843421197406382,0.5126263327096465,-0.32549764827844385,0.22494864650872132,0.11337312685237294,-0.14582834137933454,-0.0136026487638808,0.2543550774085087,0.45439234386649613,0.07024843175439184,0.763696343293485,0.37727417567862476,0.5900202519243422,0.5498407073168882,0.40132082572541095,0.14176317321238782,-0.4061344457456854,0.39628430709428236,0.18128926237011467,0.5655568781670651,0.4272779856134007,0.6672416177793724,0.6477732630826357,0.2844330284044751,0.01985130296924785,0.431383284814585,0.1261476643950951,0.3772528949738039,-0.0342536670538005,-0.1174310226311566,0.3422415150555862,0.30874374634698004,0.16149719584613587,0.6135077059583254,0.6090755682672252,-0.03866389270594949,0.3260436461270122,0.7129080665999199,0.4742231751463499,0.4467572667178832,0.44090679649845815,0.5072489084713958,0.4863365349539746
