,Occipital_Mid_R,Thal_MGN_R,Thal_IL_R,Caudate_L,SN_pc_R,Parietal_Inf_L,Frontal_Inf_Orb_2_R,Occipital_Sup_L,Red_N_R,OFCpost_R,Thal_MDm_R,Frontal_Inf_Oper_L,Frontal_Sup_Medial_R,Temporal_Sup_L,Insula_R,Angular_L,OFCant_L,Olfactory_R,Occipital_Inf_L,Thal_PuA_R,OFCmed_R,Thal_MDm_L,Frontal_Sup_2_R,SupraMarginal_R,ACC_sup_L,Thal_PuL_L,OFCant_R,Thal_VL_L,Pallidum_R,Supp_Motor_Area_L,Vermis_7,Vermis_8,Thal_AV_R,VTA_L,Frontal_Med_Orb_R,Calcarine_L,Frontal_Inf_Oper_R,Frontal_Mid_2_L,Hippocampus_R,Cuneus_L,N_Acc_R,VTA_R,Pallidum_L,OFCpost_L,Postcentral_R,Thal_VA_L,Cerebellum_Crus1_L,Cerebellum_9_R,Cingulate_Post_R,Temporal_Inf_L,Temporal_Pole_Sup_L,Cingulate_Mid_R,Temporal_Mid_R,Paracentral_Lobule_R,Amygdala_L,Temporal_Pole_Sup_R,Cerebellum_4_5_R,Calcarine_R,Thal_VPL_L,Cingulate_Post_L,Frontal_Inf_Tri_R,Thal_IL_L,Olfactory_L,Thal_LGN_R,Heschl_R,Cerebellum_Crus2_R,SN_pr_R,Vermis_6,SN_pr_L,Thal_MDl_L,Parietal_Inf_R,Cerebellum_7b_L,Thal_PuI_L,Thal_PuI_R,Lingual_L,Putamen_R,Lingual_R,OFClat_R,Putamen_L,Vermis_4_5,Vermis_9,Frontal_Sup_2_L,OFCmed_L,Rolandic_Oper_L,Red_N_L,Occipital_Inf_R,Thal_MDl_R,Occipital_Mid_L,Thal_MGN_L,Thal_LP_L,Cerebellum_4_5_L,Occipital_Sup_R,Angular_R,Postcentral_L,Vermis_1_2,Raphe_D,Cerebellum_6_L,Cerebellum_7b_R,Cerebellum_3_L,Rectus_R,ParaHippocampal_R,Rolandic_Oper_R,Precuneus_R,ParaHippocampal_L,Cerebellum_8_L,Fusiform_L,Frontal_Sup_Medial_L,Fusiform_R,SupraMarginal_L,Cerebellum_8_R,OFClat_L,Rectus_L,Thal_LP_R,Cerebellum_Crus2_L,Paracentral_Lobule_L,Cingulate_Mid_L,Thal_PuA_L,Frontal_Inf_Orb_2_L,Thal_VPL_R,ACC_pre_L,Thal_LGN_L,Thal_PuM_L,Cuneus_R,Temporal_Pole_Mid_L,Temporal_Mid_L
Thal_PuA_R,-0.23462796609259792,0.20131565296530896,0.5672707871322826,0.6922262641805769,0.4450225327926654,0.49290795858406894,0.4355160423880458,-0.42031109849811243,0.7522449268129235,-0.032833552816908064,0.6477732630826357,0.39438465529747596,0.31750292728703394,0.39013442476362165,0.4745717137979758,0.026476307932411146,0.1116389495743102,0.4028519243429002,-0.3080453224632006,1.0,-0.22873594481428045,0.8447378963489541,0.5548526789820724,0.3574863869372559,0.37697703764445695,0.6018460477032223,0.18368749318789876,0.8375197362792425,0.4296907061344801,0.5171155513745074,-0.1083062481232641,0.20800493211210036,0.6861799374726139,0.5364665289619721,0.028040673193457828,-0.1130154352821142,0.5268513077371727,0.5802366686767488,0.6774236044829122,-0.2790567719169005,0.2994600064877275,0.48291852286879383,0.5278383294164776,-0.08541820639198831,0.39252009846261726,0.64318318658197,0.002015605788286429,0.5099522743788737,0.32382669398475067,-0.0033796219303851324,-0.061635320627134095,0.7240747530311568,-0.08580884196411159,0.3047002856064206,0.03990999286194916,-0.0003721548018014737,0.6147251957702161,0.04351715329165555,0.8356893162843856,0.34948851365596767,0.33275951300096845,0.5355680769755732,0.1039442207415738,0.5404009113404071,0.5384079989638013,-0.10692768283466754,0.6435758924083591,0.25781027916727745,0.4082722899492619,0.7373126571768045,0.5171800627708194,0.021981930908012627,0.6852874607425197,0.6772883869670114,0.40242506970377734,0.43888109743646786,0.5292463796528312,0.20442095208285976,0.34918722345298714,0.4013081265601692,0.4167429315585973,0.3875792330319195,0.21067867028924064,0.49603106962475363,0.7283461062111779,-0.032326086487790236,0.8565437252773894,-0.2837145102940091,0.14846298335884703,0.4666759869112426,0.4409481899214936,-0.25594713578423656,0.2305046945780818,0.5771739285869726,0.35795147940825284,0.1750048581376642,0.4258484387383582,-0.2699363858212185,0.47267309922420864,-0.1720456075741692,0.6628323968261568,0.46483702074158595,0.45726192906060215,0.6292864143913554,0.2813229258091381,0.4316844554174467,0.27749770987999534,0.35589811629504936,0.5766489143624964,0.5296302265439078,-0.22439023482112572,0.2225724553519078,0.3517729294986241,-0.06966960534408378,0.18860402511696986,0.7779166915037994,0.7626542427206446,0.19804744795431264,0.7735214074816809,0.06589633789244684,0.6959893856792357,0.8343815756788592,-0.33936419127442274,-0.2656761115016109,0.1441886776625531
OFCmed_R,0.2617329074418007,-0.08745006806755927,-0.0958561624860235,-0.1375525890074284,-0.040328241449229134,0.04626740462603384,0.02139073942435567,0.20359560343978034,-0.21985160797346406,-0.03034586911884035,-0.2724382036361309,0.08674667730943116,0.14088558124955283,-0.19143982702326004,0.014771095167257713,0.11059901374849948,0.06138683576494895,-0.13286935525809038,0.06733441376104302,-0.22873594481428045,1.0,-0.3278740449451976,-0.0005155068495970652,0.17475294882764852,-0.12596043378401608,-0.17121503068317348,0.06537095385660302,-0.23464569985225908,-0.21739590740077577,-0.03746650942316338,0.2870657410277303,0.1943563967653485,-0.13145817407373434,-0.17986973510688842,0.26683385873414783,0.1498781931577997,0.13932515258014339,0.030931960110427793,-0.13277620173182617,0.23966604808694966,-0.09814420836970883,-0.2156567025848947,-0.40613212127726206,0.3375515701257934,0.08809013708773644,-0.012449141666873257,0.0820935523285524,-0.36721427935020495,-0.13140842493793772,-0.17906783067765442,0.2556632660981207,-0.10115593920231235,0.3348340382951374,0.12865603511217863,-0.23332159840228145,0.4158894349461562,-0.04384753077255816,0.09278837360199915,-0.23545512976480767,-0.13715524138844862,0.16544788163239746,-0.24456861017819656,0.029194872753068854,-0.22401667965228111,-0.19186288415253253,0.0407737513686013,-0.2583612514830472,-0.03461941457259584,-0.2501777947693562,-0.1970412967458799,0.06935138982266027,0.057936218978029266,-0.10434175216426907,-0.17779373398972745,-0.002237868037172041,-0.014718243568716776,-0.054547931281521286,0.09597959076271607,-0.012619220883177866,0.0924592202526118,-0.004804151018158188,-0.006789285018059829,-0.003274005618314015,-0.2121724353710989,-0.3121363698252573,0.12799152973198893,-0.21457102498596028,0.030221401332650055,0.21285329174501966,-0.10415301702728556,-0.05298757734976461,0.23610141308564317,0.20740318095207755,0.007599677354043848,0.06207117551664429,0.09506155264293635,-0.16454392753649663,-0.02770555850191401,-0.04562569652130714,0.3319038381699612,-0.32397448046136373,0.08661827995697939,-0.09051084333456262,-0.4363864063477985,0.041428832650801876,-0.21097345322538064,0.14432179083436145,0.1406090843817398,-0.11177912942018302,-0.3016871179173597,0.1482007121530829,-0.14645717047255644,-0.17493698834156787,0.17635769792218567,0.19376216467994908,-0.1384692340606319,-0.08831238165376369,-0.13267418702886494,-0.15308411799844,0.16856875625994838,-0.24399614345948278,-0.2752457501747432,0.24779933424863734,0.2800731222270613,0.016071747423734614
Thal_MDm_L,-0.41345292363645936,0.2846584643638981,0.626140237793062,0.7187280223678802,0.330132389300649,0.48977838501477566,0.44199784969589434,-0.5067822680552615,0.8054171055846447,-0.07185643184038137,0.847554902703335,0.34572600585377866,0.35475587300813627,0.32699399840567,0.4301586490687588,-0.10107493181782647,0.12208097179683501,0.46074294898214346,-0.3490798590152698,0.8447378963489541,-0.3278740449451976,1.0,0.6130366712744895,0.27347912592850465,0.48889534278061536,0.5183320544908813,0.14822386890743663,0.8746951331602215,0.5585350970960802,0.5937277158806448,-0.2968697493799982,0.12545515055323916,0.7542104968613115,0.6209834299749,-0.001657132569481411,-0.17770896378142878,0.473864599066988,0.5906739333586469,0.6972775766014494,-0.3535710265599084,0.3785938385879734,0.6801255131763493,0.6817341235966554,-0.20431454694191087,0.39509916986127075,0.6836626378072443,-0.15879561059774785,0.5736450092695011,0.375755260906532,0.12216839140321317,-0.08927754869226795,0.711453480955929,-0.24565605745159874,0.30188545720273147,0.24888136567954716,-0.09190506204970444,0.49408854415347714,-0.026934781966324237,0.7584841669191986,0.37418005307583974,0.2803339758223919,0.6039715072179623,0.07366413497854743,0.6164720110429925,0.6309060665381714,-0.08988587403162317,0.703309872856151,0.3262368215794851,0.5075606877934474,0.7263810209263631,0.4971662050942869,-0.020809345607986626,0.5608009384595596,0.6363754686215352,0.29767914489146685,0.3960584060627916,0.38814405345018016,0.15631199279814909,0.3250820027951777,0.20450379575490463,0.27730878606738774,0.45111501193218745,0.18163347322480056,0.578084451758601,0.8454949033243239,-0.09461408852374865,0.8472883168280915,-0.33483500698177404,-0.0757355318206948,0.5719225490653719,0.3122268132014595,-0.38904671307867,0.0576384282527863,0.6249301529840496,0.14034742141289938,0.06401298365394717,0.5245782542415636,-0.25113869046843007,0.35259260969362116,-0.07795439216911516,0.7595533350135303,0.38403764103147175,0.49341214580420956,0.7707253084461437,0.17032518619410075,0.3452842310030179,0.28296304929394356,0.26618414864890017,0.5469220469917956,0.5527868152132989,-0.2653181334084508,0.24563428685975788,0.4596439354221905,-0.14149235590466155,0.1685625578466966,0.7609157413428075,0.5989378609125737,0.3281399989936373,0.688348134309707,0.09484520269624112,0.7197648666636245,0.81922494263733,-0.42212156306850196,-0.35118923104130195,0.004813118099837505
Frontal_Sup_2_R,-0.14440494590371936,0.29774898183533804,0.5831452352358596,0.6351868524180495,0.3188174232172412,0.5319245867986969,0.41707948470389394,-0.11016013754095368,0.5216689037826797,0.2670102869912924,0.45439234386649613,0.580875415135545,0.8460119142102883,0.36494357497851737,0.5623455616456006,0.13063261979963028,0.2873139400840748,0.24518175999758768,-0.1541292404995466,0.5548526789820724,-0.0005155068495970652,0.6130366712744895,1.0,0.26502790267216936,0.7485364339268876,0.45563197986521786,0.19949256864357176,0.6432843751870203,0.31386994039277094,0.6138829649184799,-0.041803308446072,0.19013991665966049,0.5272519074366545,0.4183479181099327,-0.16181695105836616,-0.08606489207726328,0.487052872499154,0.7076735087453424,0.5592743941676479,0.03239765685614452,0.02760280563154906,0.46566190189745504,0.4207735307126145,-0.06887890472013208,0.4077763726718359,0.5614992904150269,0.006024050268399467,0.3992107831872357,0.282866456166131,0.24148248864791885,0.09544162374717909,0.7606045993741193,-0.047916655425747294,0.4150960584684447,0.21057814308612618,0.12999950941022367,0.4299935793632845,-0.03160690358265892,0.616621253783253,0.2815518350096946,0.5571726749876339,0.4831597013315542,-0.0375268556074282,0.4758858434967228,0.3751783901165287,0.01841040394998443,0.5670564959321399,0.3247612398178536,0.4192744474402969,0.56909914836269,0.47417759991989994,0.14930645483102578,0.4575400026276195,0.49099234138607994,0.17064195209918964,0.46754333887994576,0.1785858884125771,0.2281313622348242,0.4063257696156308,0.2744471753772394,0.1840231277510751,0.9130476163822844,-0.006645410377659302,0.6145049650372651,0.5693013055836953,0.13943292938712498,0.5484010258481129,-0.06092523779899089,0.32499651870678214,0.4177372806606707,0.3095490704266265,-0.17947487687154237,0.09928014240756382,0.5980729193845655,0.2693627296018953,0.2330535950898559,0.3710079113773427,-0.014121568467915636,0.4452187803723997,0.11110446437957391,0.49284177316142064,0.3661092269692709,0.44026149689299937,0.509260999402943,0.1544893213457905,0.45196308162151133,0.8062984294066033,0.3437222276414291,0.5131914949580679,0.4289402923705258,0.2701997367710947,0.10485829967783031,0.33871889354824464,-0.18151077244670305,0.3617324820116361,0.6875425776894689,0.49517435854652225,0.5003755089484141,0.4831647258015801,0.33044902585439656,0.6090294319347608,0.6464179432708527,-0.05971374932957039,-0.1295626508730139,0.07860955962923685
SupraMarginal_R,0.4335567910073679,0.3758233736637808,0.45498543868046165,0.3152033143696185,0.165390838613209,0.7810173630065871,0.1843949379118456,0.18770835385342466,0.34918459038907845,-0.18555966508731636,0.27943296651758726,0.634814411238695,0.26425143874362017,0.26511833602767265,0.3048853755295118,0.5744279302032849,-0.001234625074539757,0.16951619568456472,0.06101402746033188,0.3574863869372559,0.17475294882764852,0.27347912592850465,0.26502790267216936,1.0,-0.0589308274965487,0.19759459821740075,0.09405440533387309,0.46433980825229476,0.14729384746028382,0.5436552027637012,0.3947008642381629,0.2314413509111074,0.3925378994024281,-0.08762310404014938,0.4006520174290483,0.5237884705314139,0.8418976828674658,0.6433764505763008,0.3100798201118908,0.37002315486050014,0.35288599175202295,0.029247493552518707,-0.1593134183244188,0.3588107095974888,0.80085993022228,0.5489110407359399,0.28817584999321183,-0.06716064954388616,0.5213415521431639,-0.12794451703631066,0.2553949082283676,0.5679655691793353,0.7282700524404242,0.7326704737794444,-0.273944250802512,0.43752438199973565,0.6172611404833427,0.5577264338898951,0.312092757782963,0.5290053905026069,0.56298931511707,0.239195166574781,0.28671913659663184,0.18094985482742443,0.3253496356845049,0.2259170806574916,0.31553561326716906,-0.0165589076793241,0.021744947544225283,0.19334988183588872,0.7935229834978643,0.18222579907862446,0.48181821228301575,0.22555349998190974,0.6665945985318743,0.24773433396377068,0.6247691126126798,0.25846519147427816,-0.057068692164753056,0.733349775938871,0.3418006909643544,0.09170928865439469,0.2366322534794589,-0.04980877331093985,0.18909527402391274,0.11945747028138708,0.287747316138047,0.12017729804707436,0.46472061116316193,0.28220230612000163,0.5476236214662642,0.429293812665557,0.8144445596193007,0.7303982774230416,0.49066052057734827,0.10914118430074378,0.1951702346976371,-0.12459047520972756,0.5068134127194404,0.022027908625683174,0.07857559701211142,0.6620381404999598,0.6602633601452854,0.05001353493821043,0.32204647774587825,0.0682848729364764,0.12099677700487574,0.6454728737428886,0.682036482871464,0.13020958940510738,-0.2588532865747702,0.3494380432948455,0.0360768652972403,0.2921041830599938,0.6422959089944278,0.5763877906045789,0.42421193171281785,-0.35977583683905173,0.2754380007679069,-0.049166236428383206,0.18702268557818327,0.32802836928402285,0.36560853915601144,0.30695603643874897,0.3687248441123835
ACC_sup_L,-0.31831786223399827,0.23264695874123825,0.45678817747655864,0.5671935774794499,0.06158443794099246,0.2656276513297036,0.3782511154737748,-0.13189173493987918,0.3589795154725591,0.3896312867775187,0.3969035832710265,0.4383445834096632,0.7282076740413035,0.31342044178807904,0.5513516750379304,-0.08779309270058609,0.1950701535830954,0.2797382146814404,-0.07319882702084494,0.37697703764445695,-0.12596043378401608,0.48889534278061536,0.7485364339268876,-0.0589308274965487,1.0,0.47277830559598644,0.08708613349912417,0.43830642280540477,0.20533132171379273,0.40426095962858644,-0.0035955966690354134,-0.027207879614141544,0.2874474484243527,0.32545483337863607,-0.2120855495592691,-0.23546207142682007,0.20401119601949652,0.48944836392021257,0.482134953793845,-0.05125971657058435,-0.17401032688022708,0.36320740701924686,0.5204122691370058,-0.14332658115886976,0.20389787831811723,0.33009735904057863,0.009359097464279665,0.47802972127477694,0.14255295371970136,0.2045916159074475,0.04961180747212976,0.54317000598204,-0.21726073161202047,0.19928418537437376,0.3280321144896329,0.06009658461993363,0.21440561828647473,-0.18594168856476204,0.4994790748917732,0.12541230081761012,0.44524589048712304,0.4005281904931461,-0.18414290501916936,0.33235747731729365,0.4315589081844506,0.13294650120916782,0.4508571066550302,0.32972076381062015,0.5119592891558896,0.5762891685688193,0.13951291551510847,0.05698269967180552,0.27757852176645714,0.3801273817751589,-0.06106264777422617,0.5602453507909553,-0.03828438062105475,0.19459932695895363,0.36492918950121966,0.013395017388690948,0.03343523306824875,0.8122470972547353,-0.13954596852722664,0.629498126246814,0.3987837067297355,0.18538118921402164,0.3518198980852244,-0.11462816871371904,0.15347623348544445,0.49749846080794313,0.21512552991344028,-0.31363069434905233,-0.20233124241385578,0.38309132548207164,0.12699085161393564,0.22539283749635125,0.11794879977874612,0.13263920540076996,0.36916177789694726,0.004565884885165395,0.521568499781272,0.2542120675673048,0.21262157005510934,0.3890611737732441,-0.007388204276981103,0.3384334273342503,0.7239216951500591,0.13287705148847404,0.2799992579134761,0.3473278736222758,0.3887839246980513,-0.022641929455082206,0.5895182424389221,-0.14514726136583492,0.1694023384586447,0.46683208243202956,0.2636096401994005,0.5851442831219047,0.2815330546631745,0.4733290903536506,0.4315802698241261,0.5386076717689737,-0.1698175064751564,-0.23676211315697482,-0.101065052592666
Thal_PuL_L,-0.03147570071506892,0.24249509269175273,0.45242550829968164,0.43384878489078194,0.2597776257055079,0.44174412351083536,0.18984746417686396,-0.07594550878609202,0.4901723861908153,0.13370446838821434,0.39628430709428236,0.48510139985362244,0.33429914700049174,0.3611401908095256,0.3438085980966374,0.1815167996459118,0.08622889431220067,0.27422804668091655,-0.06510876524346822,0.6018460477032223,-0.17121503068317348,0.5183320544908813,0.45563197986521786,0.19759459821740075,0.47277830559598644,1.0,0.015943624609495725,0.5439780909790182,0.1528058735527898,0.44869715463607,0.0030574864082407705,-0.006877306573681127,0.3521763371638764,0.23526673265334094,-0.01572130049519431,-0.024877639286393652,0.33867984641160087,0.4021516139707244,0.45707456651263856,0.0422433143323587,0.05359184547550006,0.26416020005727886,0.3889025275715271,-0.1276002889922747,0.3007164028905716,0.45777976752574023,0.084338941238348,0.38864287427445876,0.3646393048379622,0.08693836299713864,0.03076042832941716,0.5688536203725622,0.009180107555053094,0.2541448108089564,0.09593021427525941,-0.015972267431572172,0.4075796858206924,0.055788718098582074,0.7150710655433453,0.424538435375618,0.31142325880669397,0.44117635808785194,-0.007423273267643358,0.33792732103245954,0.34075028664792667,-0.036218838070207336,0.3963738499102015,0.19992960011333577,0.3909677122991295,0.4437216070317538,0.35815879017742036,0.03673204595442179,0.5844451962862119,0.5255348172363049,0.2073213487660472,0.37035941867899175,0.2893224167794811,0.1430981270221073,0.15362689991243927,0.31991316409435017,0.18442001484832765,0.42596369436237325,-0.05681004108153273,0.401981982648122,0.42679777032634825,0.09926711371196252,0.4493589911078988,-0.007875527896836107,0.18948004615659111,0.5242955514659412,0.3634098193654472,-0.03848338953119354,0.1791126419895879,0.4168964641717296,0.2879200764685914,0.1555834108182603,0.2833497167566345,-0.02920958783710231,0.4184921823118682,-0.09120455612721666,0.4459333730711388,0.3004270870765431,0.387552372418073,0.38090232380353584,0.15638013529965494,0.2772952742605493,0.28716819435145285,0.32685347095118233,0.470196768961942,0.2804568026576202,0.018461815054466202,0.2502773291589773,0.4729009278547275,0.031724165273512184,0.1809694258364852,0.56526368269061,0.5335689560990355,0.17983737880047995,0.4436138510045982,0.11779904401425091,0.4356433271811433,0.7390825915463012,-0.06323537909183904,-0.1665678953862326,0.04805155128626239
OFCant_R,-0.15340904700140162,-0.11796502269227313,-0.04760943253132805,0.12442867704965475,0.14738779680451317,0.07342881543918846,0.0024500967324009052,-0.05731134010177822,0.0279070670169444,-0.06036432683889391,0.04352463162360833,0.16328381065846195,0.1891731726013471,0.16750728939074838,-0.009548105404496179,-0.02762446938230889,0.28171707902521803,-0.015254373424677033,-0.14163280320446864,0.18368749318789876,0.06537095385660302,0.14822386890743663,0.19949256864357176,0.09405440533387309,0.08708613349912417,0.015943624609495725,1.0,0.18819655970724075,0.018962593687311118,-0.017709866396771256,0.01683496001211129,0.3106154006766625,0.19074232226799478,0.1921739931614155,-0.133134221389212,-0.13924687172290853,0.059332023704842626,0.12066459677856826,-0.06481733476883333,-0.06975160579264435,0.1561472664982257,0.1950288777477873,0.059215911701086754,-0.08988874644651947,-0.017067533531018596,0.08818861680002504,0.04879452934235289,0.09282238366286799,0.04374014330699634,0.06670049462308113,0.050189988647097214,0.1516056141769289,-0.12898866102657186,0.05964828316228324,-0.01708568528358794,-0.14682736752396955,-0.03129260001449604,-0.18092516803217473,0.13311130613640793,0.08161932011212321,-0.04803067877928938,0.07408448242809165,0.030006413621851698,0.08664311357867119,-0.13472652330219664,-0.332430523421135,0.005954958068680813,0.1786335709478752,0.029794476694225837,0.10766136566452558,0.0976737089874157,0.17078834447990582,0.064806246030828,0.015340289160802312,-0.007673715023714224,0.009763559152894792,-0.07550476789881187,-0.1152033126526927,0.32262680403691535,-0.05111449909196541,0.08306596027218041,0.1551027764391361,-0.042396284781871664,0.1521464026048725,0.0834934437589384,-0.015241339629573449,0.18172607076801772,-0.04927424705901015,0.05681903490737846,-0.006472975156587922,-0.03568648864122712,-0.1122189443424672,-0.07459897881633402,0.10424031965691154,-0.08168897661091612,0.04029231721876579,0.18199768357667964,-0.2268105399432069,-0.025986919408399617,0.018776112637991803,0.00679732041716228,-0.09296289528922748,0.08746257761909476,0.11998255370097394,0.13844231443574787,0.10758232391779814,0.2166357406032736,-0.05179181613047811,0.19356130635509317,0.1987454327571891,0.016703673335535844,0.10002737177450263,-0.014834868423073381,-0.23189881224559755,0.017224717980542453,0.1825647407853967,0.1618628675577959,0.2453428591462567,0.07068729071333721,0.16791012816130746,0.12247531127428951,0.1146625208804475,-0.07318074647485066,-0.013906685110980989,0.13559794320213445
Thal_VL_L,-0.22908079916852517,0.3145859809207834,0.6872115941161366,0.7485450908290571,0.2953749153093336,0.6167718210956744,0.4474646358904186,-0.399776805042116,0.831071865187229,-0.012686087646595387,0.763696343293485,0.49931724796986815,0.4449754318076578,0.3895700016118417,0.5082656905592259,0.08661826294094589,0.11144179366741566,0.42804425303666005,-0.28994845463464025,0.8375197362792425,-0.23464569985225908,0.8746951331602215,0.6432843751870203,0.46433980825229476,0.43830642280540477,0.5439780909790182,0.18819655970724075,1.0,0.5428949322579013,0.5761151025469129,-0.14706312981431566,0.22798365274302287,0.7282336653482786,0.5503035183258335,0.09423349664975332,-0.05957855705481631,0.6562587619360963,0.7225424536988251,0.7127859749669622,-0.2549103007313899,0.3668729162686538,0.624075420017475,0.5509376017566826,-0.10768429527343559,0.5385740587156626,0.7102865782405801,-0.027779266958504363,0.47487095658072676,0.4299015792153598,0.10206603558847577,-0.04207931132834247,0.7839632622691707,-0.02698525767309509,0.42994898501121903,0.08237803060970243,0.013636334912588158,0.6204080219716797,0.07880617606661128,0.7728918995459184,0.43663232964556603,0.43657059827792416,0.6010909768112511,0.12402918785992738,0.5844015466883695,0.613426859915029,-0.04149741093945778,0.6990227740932168,0.29656119484744087,0.3415481390401631,0.7065881651752118,0.6203160514545093,0.0057560256525493615,0.6135104413577642,0.596700886047838,0.4361115750701006,0.44777223773243047,0.4980844175745115,0.20663459394117695,0.2823784190753375,0.413735745714502,0.37364985335869333,0.48230377189134055,0.24047603529684147,0.5019346324376446,0.7793533674732854,-0.07279806309024657,0.7968354736103109,-0.265056078977629,0.07596581987573206,0.45960692367730716,0.4323771282260747,-0.24545328525034193,0.27220862899365555,0.7223409763219106,0.3275613975556364,0.17914330305906442,0.48342129795157274,-0.2692607318161305,0.46790529742097947,-0.024801951664790975,0.6606949680724482,0.5109775803391118,0.5780964413801621,0.7177737054761243,0.2854834606097335,0.4130555960613637,0.36724906248269257,0.46379280793498623,0.6649238096091469,0.5356782187227701,-0.1934226706808236,0.29658753590650355,0.33389611751905607,-0.11213354545729874,0.2857095479350543,0.8146615658356932,0.6639572998975833,0.20692210002261713,0.6931099210291078,0.21142835108498806,0.7004641959377209,0.7923132618888229,-0.2899990242231364,-0.168728202390957,0.09537963309721625
Pallidum_R,-0.3977211477717454,0.08987322850531586,0.26634880331984034,0.5366198076534154,0.01981797046252136,0.1389706638974488,0.58566150834676,-0.5011921952316115,0.5541443153501949,-0.20202972770449568,0.7129080665999199,0.08854474650911734,0.09746629293179114,-0.047324043592196746,0.42790832893087505,-0.23056536820231155,-0.06431340920131402,0.6023067240925379,-0.2766345694315701,0.4296907061344801,-0.21739590740077577,0.5585350970960802,0.31386994039277094,0.14729384746028382,0.20533132171379273,0.1528058735527898,0.018962593687311118,0.5428949322579013,1.0,0.22082779175059342,-0.3842640243892371,-0.1285274871531581,0.41365373410264045,0.43287060782208386,0.10763207449458533,-0.16420061196430358,0.38119325669685733,0.2955635552453649,0.5187997861755025,-0.4519666197351393,0.6173645501360918,0.5901096074212763,0.6676785534666397,-0.10866831504030146,0.21022249859714515,0.3118376937143359,-0.41219501624250804,0.07869464129569981,0.2445027949699983,0.4113356229982862,-0.2079145979157103,0.32584431479135517,-0.22942510577238018,0.14861747735375488,0.011662810370070623,0.10365543701265106,0.33872007406122895,-0.03225671598956291,0.32203780869446974,0.20250865018573203,0.33660560484504354,0.12012423514072382,0.27786654466605065,0.430786079431825,0.6432017520140072,-0.05972777883390238,0.5170794962340444,0.15185109304238653,0.2528759524568392,0.3377890733617254,0.16624570484601603,-0.2706524327206603,0.2539105396408688,0.33090448627080016,0.11584199732370329,0.31276107419757515,0.16987167683426405,0.2670933896982719,0.18231701038621115,0.04821486309896152,0.08220109626691453,0.15976190915104946,0.1771889077251237,0.3063952948732785,0.6195890397479717,-0.2746589711625621,0.4894205341435187,-0.3998781542399506,-0.33689022857289935,0.06087338902141061,0.03104628045065274,-0.39971207396289576,-0.08259072613713676,0.30574476348475566,0.07091760138754587,-0.11718456528366092,0.3056142231588039,-0.21083270420611552,0.0276749036991592,0.05069650475092632,0.5497601774556989,0.33022637446214725,0.2681218520422607,0.657079676726876,-0.12725097272287264,0.2581158704369082,0.02540779143918058,0.18004946045747341,0.15997284397751613,0.13031799597699018,-0.2571879381970315,0.16731899334105615,0.07931447858048948,-0.0733828501125884,0.0353563403486848,0.3704407347727417,0.224161232998336,0.21979910225065932,0.4285238146008778,0.18163739489906186,0.39741211683617483,0.3715000555359113,-0.4031098630327827,0.004980694998899948,-0.20261031619897882
Supp_Motor_Area_L,0.12235404178048709,0.45891368555781226,0.6693961978091822,0.4774413470377061,0.36087981035163164,0.681720799772161,0.2847157475734407,-0.01082180800847348,0.49426012849332407,-0.05203186818630247,0.49033460096133186,0.5709496115455592,0.487824096894377,0.3045522638731554,0.31481689610331,0.24805886802018598,0.07738368838111938,0.33497879568104527,-0.12785198154446412,0.5171155513745074,-0.03746650942316338,0.5937277158806448,0.6138829649184799,0.5436552027637012,0.40426095962858644,0.44869715463607,-0.017709866396771256,0.5761151025469129,0.22082779175059342,1.0,0.15225628605516456,0.0657226789048114,0.5438845553513162,0.1265923128034405,0.24921815722877458,0.22586528395933547,0.6666802258198938,0.7804294064637023,0.5165732631193591,0.249378955854504,0.2314019279933399,0.1713553436169435,0.28399200433301874,0.08416950264223058,0.6949459494477057,0.6728235511366093,0.09383192777729306,0.3436335479237733,0.5916175324241443,0.17325602013859895,0.16978220245402262,0.7531132253411232,0.27379527118801616,0.6580255791506285,0.16771073740442075,0.2526084180689526,0.5120533876818255,0.3159323741287624,0.5664233414299431,0.5902106827564908,0.536940134345928,0.45331099713315154,0.13249064101453775,0.4590669077708791,0.4308329431848371,0.1958659325413502,0.5202838999865234,0.21067818532276023,0.4304781940957902,0.4564640310067856,0.7119807996858275,0.16765864394738614,0.5240952361233951,0.4771992578095043,0.39979348546360494,0.27138908291627195,0.4155611261354644,0.24346546542234998,0.01405741137607585,0.5041272405161166,0.23921044107249229,0.5085564945237332,0.09072580158363865,0.3622946562776348,0.4816679469176346,0.10203876032078141,0.4660615553252839,0.052710611668233834,0.38507928479176395,0.5591915975727466,0.41276863051316404,0.1990791384252107,0.45272247516774405,0.7693090196487968,0.2700190305151876,0.11795351337674631,0.4227384578559966,0.003315841741489258,0.4835739421448017,0.01466942720750483,0.5055401858975193,0.45302756913645037,0.719198450086038,0.340131433151384,0.22404963354173998,0.27317258819994733,0.3166822564220654,0.5306010687942645,0.5719980219187666,0.251576580215052,-0.1296963131411903,0.29638472630333484,0.40750971156104,0.21584534055259322,0.6079541445381749,0.7344435334117528,0.49200932087221033,0.08170327591220214,0.3583264338670382,-0.06664937753940724,0.49884168846999544,0.6531815758669806,0.15835410325848903,0.07380525734669889,0.07936444782652925
