,Cingulate_Post_L,Thal_PuA_L,Occipital_Sup_R,Caudate_L,ACC_sup_R,Vermis_4_5,SN_pc_L,Thal_PuM_R,Supp_Motor_Area_L,Frontal_Inf_Tri_R,Thal_MDm_R,Pallidum_L,Rectus_L,Occipital_Mid_R,Cerebellum_10_R,Cerebellum_Crus1_L,Occipital_Inf_L,Thal_AV_R,OFCant_L,Raphe_D,Insula_R,Temporal_Pole_Mid_L,Cingulate_Mid_R,Hippocampus_L,Temporal_Sup_R,Vermis_10,Parietal_Sup_R,Olfactory_L,Cingulate_Post_R,Postcentral_L,SupraMarginal_L,Parietal_Inf_L,Thal_VPL_R,Fusiform_R,Cerebellum_9_R,Amygdala_L,Putamen_R,Thal_LP_R,Frontal_Inf_Tri_L,Thal_VL_L,OFCmed_R,Precuneus_L,VTA_L,Heschl_R,Calcarine_L,Vermis_1_2,Vermis_9,Thal_MDm_L,SN_pr_R,Frontal_Sup_Medial_R,Precentral_R,OFCpost_L,Paracentral_Lobule_R,OFCpost_R,Thal_LP_L,ParaHippocampal_R,Frontal_Med_Orb_R,Frontal_Sup_2_L,Amygdala_R,Pallidum_R,Cerebellum_4_5_L,Thal_VA_L,Thal_VL_R,ACC_pre_L,SN_pc_R
Thal_MDm_R,0.3260436461270122,0.2919491381671502,-0.39419645388869673,0.6090755682672252,0.4544607496396038,0.11337312685237294,-0.21954402708500464,0.6601446502077489,0.49033460096133186,0.3578919170259578,1.0,0.6672416177793724,0.22494864650872132,-0.4061344457456854,0.28574004248283363,-0.32549764827844385,-0.31441746485820654,0.5971182832463435,-0.03638196604832862,-0.10172211570205161,0.4201821694616314,-0.2025153525192274,0.5329753936042223,0.643987191234776,0.2844330284044751,0.5076338741683217,0.18706865442202178,0.14029706591735946,0.36015663835134665,0.5453127647970173,0.37249236735571867,0.39759195023820537,0.4649110744138973,0.23373197562995782,0.3303220316619293,0.18774287670732767,0.4124500575851326,0.4573315692187387,0.4277004940789033,0.763696343293485,-0.2724382036361309,0.2543550774085087,0.4064560763095873,0.7196940727398805,-0.14582834137933454,0.06892179423769437,0.10617433134261625,0.847554902703335,0.5872034849585039,0.2799442870596288,0.3878121472163462,-0.1997001901911036,0.30609136997783215,-0.156583066856194,0.4914780969573477,0.6135077059583254,0.14176317321238782,0.2962267473602706,0.5072489084713958,0.7129080665999199,0.16149719584613587,0.5843421197406382,0.7905212305695034,0.2158094831782887,-0.031920484382835304
Pallidum_L,0.17502424779721903,0.25525011798742786,-0.5708593011450901,0.6418456395930268,0.4397642883701203,-0.19185234431284887,-0.24002815169743644,0.4878560917686732,0.28399200433301874,0.20480092375145664,0.6672416177793724,1.0,0.1508692389932166,-0.6365409151817512,0.2655898497675081,-0.36598512560120966,-0.3209277448464538,0.40808345296874204,0.05363402237523164,0.12891926483887167,0.39352350291297045,-0.3375260676809429,0.3646520511950401,0.8517913751948262,-0.05058823813941488,0.456021251363794,0.009422149743667415,-0.09436303319156988,0.18789341092210415,0.24181921597018063,0.17393537080224514,0.0337124252377309,0.38891657548483344,-0.11345396797498106,0.5349756811890415,0.35708697284447427,0.3882213816679837,0.480035416732489,0.6079851777234991,0.5509376017566826,-0.40613212127726206,0.10744388658730433,0.5861324138561465,0.6006787641757442,-0.446383379548027,-0.09339351981814632,0.030235927292779487,0.6817341235966554,0.4639295562074345,0.1245753276706531,0.062337928962144115,-0.3755630276474375,0.03277076596228425,0.0901353967603216,0.2932998771669968,0.7889902595221,-0.08099236891645395,0.3509052338468835,0.2891361019500434,0.6676785534666397,-0.01617602957015206,0.23794235209033032,0.6804260584636384,0.1907039896991848,0.1139885117830154
Rectus_L,0.25086908880403724,0.2291610935477377,0.15873676025804878,0.13983915940904712,0.027907478236834364,0.37778596888378224,-0.16858303879724776,0.2870830280665726,0.29638472630333484,0.08522875057105159,0.22494864650872132,0.1508692389932166,1.0,0.1466176508284644,0.02604557734263983,-0.015228323341129071,-0.17670039196493192,0.25294650448543127,0.0985787085056384,0.16829983891555644,0.042811976609781886,-0.04520188036001137,0.2047877706679349,0.2736355734468019,0.393348383838432,0.31522995156209177,0.3363934797508704,-0.07472737469019093,0.24348065680156183,0.2789450824584771,0.2623365834205671,0.25959223280843013,0.18295396054643032,0.32526538629724755,0.2448800142273574,0.11783797023089233,-0.0026190242324253504,0.09884146681433433,-0.048713465638121733,0.29658753590650355,-0.14645717047255644,0.29355062907144575,0.25786400736656107,0.1962143994818359,0.2159872276909587,0.05391806606438603,0.2545375163519248,0.24563428685975788,0.2502888915608413,-0.07042639763438324,0.2992095475758355,-0.2764882535800822,0.21906342728384,-0.24970838926021038,0.14533132633606996,0.2982249733914907,0.2627734381113033,-0.08193201808796467,0.011091076906851377,0.16731899334105615,0.2723348110666248,0.2791452972156535,0.29978525699703673,-0.10244282803742125,0.07490634120295962
Occipital_Mid_R,0.206493764969107,-0.013497638723453362,0.9172051562299132,-0.29882211580996976,-0.2583985806606557,0.6066025593088489,0.36925503719564556,-0.16963789622158496,0.12235404178048709,0.15641200661059237,-0.4061344457456854,-0.6365409151817512,0.1466176508284644,1.0,-0.105805414813893,0.4272363774911258,0.30000880626782994,-0.14300586850137378,-0.1199337569838409,0.04146120140406144,-0.085350664989828,0.3248156869271957,0.03387410594987443,-0.5174694242957825,0.44627655653346493,-0.20529321067693265,0.4651654083289384,0.0767031358465216,0.21581288068988191,0.09207019954959102,0.16253624548107581,0.30802618342147453,-0.1537512877768273,0.41832564806949263,-0.38175565440773246,-0.3372205679867094,-0.0630960982721142,-0.24098220358972466,-0.3534657595789841,-0.22908079916852517,0.2617329074418007,0.35198447374391534,-0.4836494688443525,-0.2887123356879814,0.6832709896031792,0.37134670142296716,0.11506766271166795,-0.41345292363645936,-0.20184521035497552,0.017554617965833356,0.27694832454518686,0.31935324569470525,0.289938083585856,-0.05423101205091022,-0.06658046634233732,-0.4377771912920018,0.18818197386185703,-0.12117883102122214,-0.1844685859939326,-0.3977211477717454,0.3877054334328181,0.09747314040072085,-0.2971881415191134,-0.21665596226935677,0.08317507251659638
Cerebellum_10_R,0.27433253448414807,0.4774467353072881,-0.0984108886269384,0.4471133720471832,0.34602012173842456,0.22522705533709522,0.02665827366255748,0.42835887762616826,0.2821752053076541,0.07250238287674557,0.28574004248283363,0.2655898497675081,0.02604557734263983,-0.105805414813893,1.0,0.1777076495432426,-0.3007454201845538,0.36316412201742304,0.0291263898748369,-0.0018497441885068212,0.1261566196520776,-0.30512896882130736,0.4247623694254786,0.48203322430593404,0.15615122804507167,0.1315796672637701,0.37903971088304494,0.27967691782344745,0.14947468174235007,0.29259233448962135,0.44798710338879794,0.34048195376845036,0.39860921986068343,0.2875257338959352,0.49322437167533784,0.05406042335918568,0.044363603318786644,0.07678715936326272,0.20389645852353944,0.46874791731418486,-0.3238763141477267,0.23241835218635748,0.3202388352895177,0.22406548297384288,-0.19705948712754492,0.1815470678234495,0.29368514434020715,0.43171613608703774,0.45523793397403345,0.12124530638806633,0.049980084630128166,-0.0938800334383462,0.00898744458107144,0.006257516427825967,0.13170263282381905,0.39123753561972735,-0.05462977213004329,0.17057326382808602,0.06253986194542296,0.21126933790493885,0.16633676609906006,0.3153360979917104,0.4620978238772528,-0.1674953306612563,0.4243815060946213
Cerebellum_Crus1_L,0.12200382103603566,0.23278249502574647,0.345238480186472,-0.01835474173067184,0.05313725471982148,0.44715227714036604,0.33937206335494596,0.007981071537634561,0.09383192777729306,0.14598586984708312,-0.32549764827844385,-0.36598512560120966,-0.015228323341129071,0.4272363774911258,0.1777076495432426,1.0,0.20220787957026357,0.006358880511507713,0.04146644904307039,0.09016063423834685,0.12252296479484995,0.07157484583848779,0.2713391837650383,-0.18935974346654158,0.3465632534451846,-0.20814902097685514,0.22467440613473455,0.10233705192677339,0.07412655819570073,0.21235133003518206,0.4014910856225019,0.3332630069778602,0.02773499059917448,0.3750713684301858,0.10882667309622052,-0.27349606778308216,0.09707376893778497,-0.05337503179666246,0.0038719059770187304,-0.027779266958504363,0.0820935523285524,0.21804550062552858,-0.23701200041855033,-0.13958501402367915,0.330365460134704,0.47475100480567695,0.45086447313922967,-0.15879561059774785,0.0808410709995977,0.1882716590396553,0.12326530630117788,0.33125680208361097,0.22572355992148796,0.16114833533078599,0.07802417584109729,-0.09034264841889544,0.03297758362964979,0.0637184259572503,-0.28066543179241193,-0.41219501624250804,0.4733608214392423,0.1260240363974088,-0.044585442788288965,-0.1090238783447522,0.2549527283171083
Occipital_Inf_L,-0.02758048385577904,-0.2045288611144577,0.3136603367127333,-0.2997770501443873,-0.17018827836836592,0.08242434846611764,0.22454260403538623,-0.2869978974233715,-0.12785198154446412,0.005666725116639012,-0.31441746485820654,-0.3209277448464538,-0.17670039196493192,0.30000880626782994,-0.3007454201845538,0.20220787957026357,1.0,-0.18670709443116237,-0.021062526964770026,-0.11743733240821455,-0.053106029354024,0.27123202266996027,-0.10357042446526207,-0.3770963169471527,0.03336874479078479,-0.12698145881819498,-0.03605840873331052,0.056621112832508806,0.00031549088563218795,-0.04815989972243922,0.014850206874367387,0.053558669950151704,-0.28177432304471844,-0.028687478510288585,-0.2762654170949433,-0.1888586745128992,0.019638468871012428,-0.04472125151031213,-0.12987635108377463,-0.28994845463464025,0.06733441376104302,0.020458470096998953,-0.46535373177289474,-0.22392877226277935,0.3050068303714849,0.12654652016678716,-0.04151408621151657,-0.3490798590152698,-0.28222122939135996,0.06749664127682808,0.06663064071443829,0.21886738606416614,0.10214406116388015,0.11261587872215577,-0.02181809546277405,-0.2989922879653882,0.025268763541771707,-0.058832944133365726,-0.01943144276910196,-0.2766345694315701,0.13319037052358068,-0.19658862854659875,-0.3331349993580761,0.026414453101019714,-0.20643767797140639
Thal_AV_R,0.31832829351501046,0.6197730235020953,-0.11005121629854848,0.6423508076572246,0.477319394832805,0.3676536047095974,0.004948322522212711,0.7082130810214111,0.5438845553513162,0.3075255586860051,0.5971182832463435,0.40808345296874204,0.25294650448543127,-0.14300586850137378,0.36316412201742304,0.006358880511507713,-0.18670709443116237,1.0,0.13996003539345284,0.1561806463400218,0.3853938626686542,-0.26600514842397804,0.6691533171552976,0.5832146607358019,0.4431981806672273,0.3155235163922567,0.4533180814203614,0.09147188068469828,0.3014669901045249,0.586702176992053,0.5391138503236995,0.5008791838270931,0.6424746702290496,0.38427790783147775,0.45009683160263214,0.060769844807829834,0.3176241797781473,0.2742906334369404,0.35650648425573256,0.7282336653482786,-0.13145817407373434,0.3388864660696975,0.5043049615436128,0.4316614925844402,-0.03330652917599747,0.21142917155306015,0.39371846876289346,0.7542104968613115,0.5604196660088151,0.3414650373286062,0.36018074154089896,-0.062046657273651946,0.30138538058876757,-0.1922262644972371,0.4017480396534571,0.5585735630552312,0.09868548197928427,0.356429046074095,0.07143291422794892,0.41365373410264045,0.3435992421768108,0.711047383427942,0.7325455165979013,-0.005427214192153686,0.42532300283766594
OFCant_L,-0.08168597517855473,0.13504646868587677,-0.09907300393135077,0.1374591521738664,0.17037357364424408,-0.05961771126744483,-0.09976281001587042,0.051238528202589506,0.07738368838111938,-0.11696764627074852,-0.03638196604832862,0.05363402237523164,0.0985787085056384,-0.1199337569838409,0.0291263898748369,0.04146644904307039,-0.021062526964770026,0.13996003539345284,1.0,0.17730864328579887,-0.015898283395400777,0.0270778937754527,0.117138634164518,0.16543573939091882,-0.1632820881959484,-0.24605515647413506,-0.07361414402059686,-0.20126275298886637,-0.14907940535839928,0.0001633412700085213,0.13584799673097453,0.07335207491500555,0.11287499643139755,0.03520857216875211,0.15653628738084244,0.23863032386396965,-0.023636528809759454,-0.018748374469717922,0.16956981303471472,0.11144179366741566,0.06138683576494895,-0.04067092844590633,0.2295812082714483,-0.20894076670928202,-0.1863010997240555,-0.01562823698841041,0.02427057459132437,0.12208097179683501,0.09983232867978616,0.20810674909939894,-0.12797058569607495,-0.1823807929321508,-0.10996491866076356,0.024916868246637233,0.010733931173520922,0.02013688841652385,-0.1319917155049219,0.30485955863819114,-0.08785290299024123,-0.06431340920131402,-0.06118761388868245,0.1438132446403817,0.054433190227193715,0.14499328208402457,0.20828021653368492
Raphe_D,0.05022936294631732,0.25108115743467757,0.12133476139786552,0.28962179170683394,0.2855605655267712,0.2076262512625669,-0.35014290304048556,0.06982414356383708,0.11795351337674631,0.24874930007133475,-0.10172211570205161,0.12891926483887167,0.16829983891555644,0.04146120140406144,-0.0018497441885068212,0.09016063423834685,-0.11743733240821455,0.1561806463400218,0.17730864328579887,1.0,0.22133822007814813,-0.09217167860888166,0.19255008941470525,0.24111594261580482,0.17552070790296553,-0.07633263717120807,0.12307345917630858,-0.5807833839655429,0.044129851933314534,0.18233674546181897,0.13564029280456205,0.06402183305049952,0.19813427796649735,0.12595398836532326,0.20253491277022095,0.06839041111880725,0.22731138456689146,0.153526296590128,0.25402341871163947,0.17914330305906442,0.09506155264293635,0.13133733167236758,0.34177464748012787,0.13031009070024302,0.01822554901946889,0.2323674314776672,0.13161969559383355,0.06401298365394717,0.09092862428219392,0.14866638393362475,0.11361304125631334,-0.0961132706921376,0.12918312871414395,0.08508215802805602,-0.01544961179858136,0.2121110971113835,0.08774536808613015,0.20386872423624655,-0.37995513664098274,-0.11718456528366092,0.2135042676835084,0.1759834467995799,0.22539524525185414,0.21015812116914367,0.10574280448300391
Insula_R,0.2400206613966698,0.42337128722445133,-0.17256155818717733,0.7024204822102456,0.6002339430057692,0.40278151702407455,0.06670704257954424,0.49001230680914004,0.31481689610331,0.7351964901115212,0.4201821694616314,0.39352350291297045,0.042811976609781886,-0.085350664989828,0.1261566196520776,0.12252296479484995,-0.053106029354024,0.3853938626686542,-0.015898283395400777,0.22133822007814813,1.0,0.048764964535793036,0.6458594928910146,0.3705672837099764,0.5626547402455102,0.3060888806255575,0.07473370825012271,0.16611543323299535,0.3043146124142435,0.5253193690092903,0.44268830438218904,0.40972276573236394,0.5409130103799409,0.4685944725089102,0.15567377484249037,-0.08271574891926159,0.8848585796207812,0.3444554873443071,0.6131004755552872,0.5082656905592259,0.014771095167257713,0.28101469781962385,0.2724572270031888,0.6736541529658683,0.10800984787590223,0.6052001264445646,0.32637972844141244,0.4301586490687588,0.5114095737793962,0.5684745887396748,0.37838420880648393,0.3000416782698275,0.41412224490903987,0.3762229250956605,0.2502401187729918,0.5019537397516064,0.013976250757397337,0.5107209262424353,0.009064827598332189,0.42790832893087505,0.584303771198675,0.4455046172688912,0.5786257956003346,0.390719208401927,0.09047485721631536
