,Thal_VPL_R,Vermis_3,ParaHippocampal_L,OFClat_L,Precuneus_R,Cerebellum_7b_L,Thal_MDl_L,Thal_LP_R,Temporal_Sup_R,Thal_LGN_R,N_Acc_R,Rectus_R,Thal_PuI_R,ACC_sup_R,Cingulate_Post_R,Thal_PuM_L,Temporal_Mid_R,Vermis_9,Raphe_D,Frontal_Inf_Oper_R,Hippocampus_R,Supp_Motor_Area_R,SN_pc_L,Thal_IL_R,Frontal_Inf_Tri_L,Paracentral_Lobule_L,Temporal_Pole_Sup_L,ACC_pre_R,Temporal_Pole_Mid_L,Rolandic_Oper_R,Temporal_Inf_L,Frontal_Med_Orb_R,Occipital_Mid_R,OFCpost_L,Occipital_Mid_L,Calcarine_L,Thal_MDm_L,Angular_R,Cuneus_R,Cerebellum_3_R,Thal_LGN_L,Cerebellum_Crus1_L,ACC_sub_L,Temporal_Pole_Sup_R,Frontal_Inf_Tri_R,Cingulate_Post_L,ACC_sub_R,Hippocampus_L,Parietal_Sup_L,VTA_R,Cerebellum_8_L,Thal_VL_L,Postcentral_L,Frontal_Inf_Orb_2_R,ParaHippocampal_R,Supp_Motor_Area_L,Olfactory_L,Caudate_R,Parietal_Sup_R,Putamen_L,N_Acc_L,Parietal_Inf_R,OFCmed_L,Lingual_R,OFCant_R,Cingulate_Mid_R,Postcentral_R,Calcarine_R,Precentral_R,Fusiform_R,Cerebellum_9_R,Thal_AV_R,OFCpost_R,Thal_VA_R,Cerebellum_9_L,Thal_PuA_R,Vermis_4_5,Vermis_1_2,Cerebellum_8_R,Thal_PuA_L,Fusiform_L,Frontal_Inf_Orb_2_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Pallidum_R,Thal_LP_L,Occipital_Sup_L,Occipital_Inf_R,Thal_PuL_L,Heschl_L,Cerebellum_Crus2_L,Rectus_L,Red_N_R,Cerebellum_7b_R,Vermis_6,Rolandic_Oper_L,Cerebellum_4_5_R,Cerebellum_6_L,Cuneus_L,Frontal_Sup_Medial_L
Frontal_Inf_Tri_L,0.38799204625563166,0.48113151066672505,0.45744856312188004,0.4044599002645386,0.46260691076571675,-0.005844122250191824,0.5533271022359209,0.3703623966418503,0.12753555165192842,0.37114727762327737,0.12331116243734555,-0.12385513604500996,0.4053425058394731,0.5586836269250056,0.4153283731314,0.5984703241914254,-0.13258137302370654,0.20322161756400525,0.25402341871163947,0.4767120340409177,0.47575729131104927,0.42828093734410433,0.024155796292568598,0.4508857151735436,1.0,0.41868878004331944,0.18095235070686858,0.5064290843013982,-0.005886444277595654,0.38209494986475295,0.3466047684232914,-0.06817523835849233,-0.3534657595789841,0.08725768167925908,-0.16957461272658458,-0.12002684519915664,0.5120880748882809,-0.10813580525459786,-0.12366879273041181,0.47663919987742037,0.4728179083226266,0.0038719059770187304,-0.11268203596007804,0.1732848227038146,0.6446191270004871,0.39812104199467846,0.14415318833336727,0.6048971403114553,0.1482524672497989,0.4013443966572731,0.010279637801158308,0.5646419475438845,0.5879456262437518,0.5403254365498984,0.5432549628933776,0.4601502483640025,0.05181272258156281,0.5731457845700588,0.10034545627183683,0.4233972557962128,0.1616300324953012,0.22929527986030016,-0.041463656927659465,0.03911295407462464,0.17690082196093973,0.6385357822987016,0.4131782289673979,-0.05221645496917239,0.4120519360585359,0.18636848485624402,0.33415829929001667,0.35650648425573256,0.37689026636332074,0.5535869128592845,0.3384510177616763,0.4561506060546773,0.11386427791991195,0.28085185815945374,0.23483985778778266,0.4164611787562174,0.41978245136478387,0.6358249967132586,0.6379385116290834,0.035713067636970415,0.41810221194821584,0.28492863204006363,-0.206564727571883,0.13902879785758843,0.43619624133912926,0.614424120600793,-0.08280869110484268,-0.048713465638121733,0.461094015722531,-0.03400337598982862,0.3061555336323011,0.7062691149657563,0.31792286651875373,0.18971582520318325,-0.06202580900302298,0.6357593491332566
Paracentral_Lobule_L,0.1394245562244586,0.537949206757114,-0.0012086059235727972,0.10221701234509525,0.7483811750556592,0.10473219354162144,0.10897256186201908,0.13019710937315218,0.5164846916492379,0.12912624451806012,0.1348575902033579,0.05489958426749001,0.2911158681823819,0.1911560801128644,0.7134891516254629,0.2970585187235506,0.5884399892802489,0.20641240648102965,0.12220121672199703,0.6932977032277481,0.2747595258398822,0.6773865929724334,0.24897852018045882,0.5022907113174582,0.41868878004331944,1.0,0.3675913339220822,0.2512961649571639,0.38406387382852863,0.5808178506855723,0.0047853410869163,0.2682431462670723,0.3176536304272572,0.4407535558226517,0.26109843776311614,0.6398540342154172,0.1685625578466966,0.5095163563020848,0.49262705126342365,0.4886463337953434,0.07293621288363086,0.22813340111620128,-0.2878399429660803,0.504199818738021,0.6435522834122258,0.6699170877830568,0.11465047672934693,0.0007280048015118829,0.5196009636979635,-0.12751461286082916,0.1492152881242504,0.2857095479350543,0.7826564203786529,0.2071999973185602,0.10897847471312434,0.6079541445381749,0.23270806543461864,-0.0929272544498703,0.386755065473947,-0.009345640965199223,-0.0002751620868589918,0.46159284111882976,0.07040712048869395,0.41098491744220883,0.017224717980542453,0.5541237774960491,0.85889601680818,0.6114142563270357,0.8579181740219303,0.48870310663922395,-0.20021668416677296,0.19474607251667891,0.036608939615397705,0.37654350299359246,0.05169331364221193,0.18860402511696986,0.5403761162126972,0.48830005750908023,-0.0380403456234324,0.2827603250021455,0.009355752588357585,-0.08673133004559778,0.491727727446309,0.36673693202691526,0.0353563403486848,0.27814730204668003,0.30533458427686416,0.2459181680976037,0.1809694258364852,0.23186603069562664,0.19051592947379037,0.10519923082090034,0.1349842621163098,-0.06900327282279568,0.030989921071312442,0.11472353590867314,0.45311618968036177,0.012883724147112708,0.5417677122117815,0.3519419251282485
Temporal_Pole_Sup_L,-0.012948254757767568,0.11505928641514558,-0.15929732942448005,0.30486663886719273,0.17883317039581315,0.19247209058951273,0.0507542829947217,0.017745555381325464,0.22704672308331797,-0.07429689643284053,-0.022478895376648836,0.017220831738452323,0.049178070923467626,0.14197533270875412,0.2309437843490579,0.004552678275519298,0.37340680643696916,0.1538281892680545,0.10139581954258702,0.21038533450464467,0.03828703026612235,0.12135364930356615,0.1602970214685911,0.1570952475796597,0.18095235070686858,0.3675913339220822,1.0,0.2210486227192021,0.4746466384115786,0.25370967943591294,-0.1731015989691554,0.07609474628539699,0.2117325297651408,0.5827783017493126,0.1699725592024736,0.36964108498614506,-0.08927754869226795,0.2522006726858931,0.36405994860514723,0.10496958500858898,-0.05498407804862999,0.3300097786226807,0.0058172558149380835,0.5608085111368314,0.21444072304458067,0.2349317125077412,0.05137790810324526,-0.2360493042979699,0.16227626360823916,-0.18136271127489903,0.30921032929361225,-0.04207931132834247,0.25768298772993237,0.06352460972855578,-0.09880728929898436,0.16978220245402262,0.12907881792960635,0.001732066245824001,0.05448692641218341,0.20360311474539208,-0.05194701003377551,0.14848988049806328,0.129430965151384,0.1501317866745878,0.050189988647097214,0.18872912072854608,0.27391149700788897,0.303708214115718,0.252158190773786,0.3157358361930243,-0.14875808660129197,-0.02709217869016417,0.1370830201234248,0.01780627531438531,-0.02939622535046657,-0.061635320627134095,0.2540953621831897,0.2730881746406329,-0.032500484871871335,0.08189134140424552,-0.02244702262258483,0.10010208266890644,0.2243640403228274,0.15726651641631903,-0.2079145979157103,0.15700750708535857,0.2722762393562838,0.1510717684851935,0.03076042832941716,0.0640606884365005,0.0877032322480385,-0.06336306401240514,-0.15066739777413948,-0.16201482488647212,-0.019958068434494988,0.15171954456117517,0.16102941689945993,-0.23070967808267265,0.37651234931417515,0.24291783128721778
ACC_pre_R,0.11968042126838643,0.10394389373333587,-0.02056618417133416,0.4425137831734416,0.08515771269555375,0.13155399328428627,0.1922372589422918,0.048176603761043726,0.18013753065496435,-0.1355327963382619,0.08960310080287258,-0.017166740980501874,0.07461454182329802,0.46841511879455816,0.05844239654319778,0.05523348006836423,0.023063932370701895,0.2576319032796458,0.10676420748114676,0.27058772066103703,0.17737508207844455,-0.11336815393335786,0.011430913348917037,0.04901720833842679,0.5064290843013982,0.2512961649571639,0.2210486227192021,1.0,0.030616183475180244,0.34803243930340866,-0.04473229527596237,-0.15216793362685813,-0.13106906569616783,0.29165575652290315,-0.12293325491723538,-0.013539106726199575,0.0987295579074361,-0.08764871901886971,-0.07133847339352077,0.17797051944841694,-0.06225412006449158,0.12880801153775007,0.02451919855032273,0.371811909535625,0.47343047665511406,0.0424918485495149,-0.040277379113113805,0.010542179710136265,-0.13253729733712938,0.19845446498124014,0.13040962916024054,0.18686257706568063,0.24505747685070653,0.47988291502951674,0.0016872528918989158,-0.07326763801825584,0.06558705269070499,0.15611512337790787,-0.19708763684546762,0.5439604287474428,0.2649610254032538,-0.004101947445319317,0.23809487293747686,0.011384278878017844,0.23463942980547192,0.30590075651970033,0.15975483697239307,-0.0043062733839082995,0.09207269078518625,0.1101988202038529,-0.02041455699998919,0.1272525915508337,0.2872615996565339,0.11414441377674674,0.19795168783306294,0.13822107446177848,0.08194435725770156,0.2948867982391117,0.21670616306886437,0.07678197160532822,-0.03957012097174063,0.3244408067107652,0.6031048336329701,0.11018117217116881,0.17836168976824215,0.06723412874477139,-0.06984833807912515,0.15280852152377122,0.08734780906804891,0.25045598082160436,-0.1281431858111722,-0.22502721535580442,0.041252689750216266,-0.16110852415868576,0.19155894459796333,0.3126880876540734,0.14353862466607534,-0.0512704203062809,-0.06169879086208461,0.6750337161867894
Temporal_Pole_Mid_L,-0.3020464081567768,0.12793039273734189,-0.2844390213476767,0.17120362286137222,0.10850112190380594,0.021999489194279572,-0.33511400082544457,-0.2152339803192923,0.18023073419902816,-0.12584921764139279,0.12778368885596814,0.1325532296268182,-0.20787051750123686,-0.32256578708734107,0.22387048205755006,-0.22443476328504341,0.4945891840920019,-0.13877019508979652,-0.09217167860888166,0.20207993402053098,-0.16235134655191155,0.08155901114023605,0.23319638922366925,0.05507630648486172,-0.005886444277595654,0.38406387382852863,0.4746466384115786,0.030616183475180244,1.0,0.18174660701458575,0.32194862486719333,0.23818037970093817,0.3248156869271957,0.466758889857779,0.20137981944347585,0.44384465731358597,-0.35118923104130195,0.30075617015663475,0.42776686707756895,-0.05297896471899619,-0.24354112948880577,0.07157484583848779,-0.2313214840829366,0.46990712493006287,0.24096639790203425,0.18192850696046203,0.14418012320649062,-0.4496561641400114,0.0617453819324647,-0.35373299765304417,0.07414078380062661,-0.168728202390957,0.09400618908083751,-0.07519865355434512,-0.31180965332093485,0.07380525734669889,0.26279094916751666,-0.33154087047982,-0.04858323874948054,-0.264971444461999,-0.1299633086564054,0.059667832840986056,-0.01226994932220272,-0.0079897805110415,-0.013906685110980989,-0.06362111584839229,0.2559042890225084,0.34111318479718356,0.2852234636239509,0.2944615416282326,-0.6053811892459712,-0.26600514842397804,0.023455015085691686,-0.13242634747741958,-0.3801053233704632,-0.2656761115016109,0.18926827534095939,0.21426343274718576,-0.4484589270767029,-0.19934501371317817,-0.18378439953138376,-0.22501011776612717,0.020381684463427155,0.26851086257122325,0.004980694998899948,-0.16553999852208293,0.35014812826058894,0.16339365205227258,-0.1665678953862326,-0.16499232888361046,0.21030794523625576,-0.04520188036001137,-0.3053896876166668,-0.02816228167819802,-0.18701698054625307,-0.20975504712601473,0.049420129915317496,-0.25718427976324215,0.4046312040218249,-0.05819220545585885
Rolandic_Oper_R,0.4845370747479841,0.6458921899811574,0.16084351505990926,-0.1116034228567634,0.5377976259502167,0.12163229776121402,0.42283691785871064,0.2896150709228189,0.8753912992931933,0.24756658410829446,0.22385575775856598,-0.03376124476364814,0.551736620555228,0.42004558815120707,0.4759740805648091,0.4830086308718705,0.5564910479473496,0.4760612554345934,0.20022023652199344,0.7777964258962513,0.7046479109181804,0.45975231488062857,0.18254420288255235,0.5822318813489971,0.38209494986475295,0.5808178506855723,0.25370967943591294,0.34803243930340866,0.18174660701458575,1.0,-0.1931624155383147,0.31114990975189616,0.20402530859741785,0.469549208983649,-0.04474657151695813,0.4562677083357564,0.38403764103147175,0.5918865430894356,0.08739354625011872,0.7715776660544155,0.2626900730723338,0.2688313978343001,-0.07773518052822125,0.5834565546880903,0.7854016244486597,0.38952228414398743,-0.049999998148972574,0.1902036327395069,0.31504011456323266,0.13304701174571104,0.29487926419498195,0.5109775803391118,0.7273108460837392,0.5276925196341377,0.40260002392717775,0.45302756913645037,0.2615717697052016,0.10042452844204004,0.26001364287095036,0.14035737905032436,0.2638862745926091,0.5383122853244053,0.30936025765412145,0.7588679935596556,-0.09296289528922748,0.6780762560676682,0.7628687084400407,0.598318590790316,0.6392391255038573,0.6654704753739049,0.027444619375812964,0.4237040556701585,0.04125668802397148,0.5733406240782238,0.35986224326473504,0.46483702074158595,0.6913624385756602,0.7541928551125908,0.26075450865683364,0.4740635601040631,0.20835674548489774,-0.1999065325091699,0.4058921566321782,0.598538961525852,0.33022637446214725,0.31238195087522397,-0.04494886438113232,0.09391252865569015,0.3004270870765431,0.43684455339060235,0.25857011969310434,0.22010149533201315,0.508899125976169,-0.23884586536549895,0.056270214899796556,0.16682269517067286,0.8258972183450002,-0.08136534288344123,0.09600661054555695,0.29574726060703405
Temporal_Inf_L,-0.0817227051373655,0.12025077095713306,0.3490818186191872,0.18130459734354262,0.07381401917406388,-0.20523085488542792,-0.13510465595062282,-0.034344718865716196,-0.32776947446804766,0.16988161723122175,0.21095802884668668,-0.007055495988832859,-0.08477383035674275,-0.13322234639354977,0.09936149335020332,0.10576022841778653,-0.27737279636087725,-0.2908531536078909,-0.192593764908984,-0.0867858185383464,-0.013113099872121822,0.1303408994320894,0.047229475652066,0.08501868862352815,0.3466047684232914,0.0047853410869163,-0.1731015989691554,-0.04473229527596237,0.32194862486719333,-0.1931624155383147,1.0,-0.13728822755687628,-0.2825398638553676,-0.26043568789609495,-0.03161716029300058,-0.19548552797768753,0.12216839140321317,-0.31865801082082007,-0.08249395077057109,-0.07401666506649361,0.16577829737498875,-0.23612124778258636,-0.25980719667721874,-0.22579537710830894,0.03112230834839982,0.1196915330084233,0.21867817901704548,0.27930575191457435,0.01068665404376847,0.15231607606803013,-0.2629976987482702,0.10206603558847577,0.004542714722130063,0.07134258636145971,0.16949940046389902,0.17325602013859895,0.11421710398797567,0.0945986468859905,-0.060358300559030936,-0.06311053314685428,-0.004329396043002342,-0.06395845540082151,-0.23822530508741205,-0.39105500441369245,0.06670049462308113,0.05684499223380373,-0.07655418869521823,-0.24909786490780772,0.019300741392038145,-0.04862131566768795,-0.044177275357532714,-0.04961426364822377,0.14600115875207353,0.05288860978419182,-0.16166147857779053,-0.0033796219303851324,-0.2693547709727969,-0.14632469113291788,-0.11672118241638689,-0.1175080245933865,0.153297310950172,0.40572634038454775,0.10987816182885335,-0.28424509196105047,0.4113356229982862,-0.07970888315198814,-0.04710639628635957,0.04965822684719388,0.08693836299713864,0.13532042021677182,-0.04074427265416869,-0.04411501473707317,0.01627982787425039,0.26026355347662716,0.17203554808745494,0.26014880908477206,-0.16035864797269977,0.3106177768198466,-0.037537828532110726,0.07426934495258182
Frontal_Med_Orb_R,0.024146714736218697,0.19795087178378376,-0.11072844644132362,-0.3075943427722131,0.17400399464750996,-0.14676637311463137,-0.008116093139657112,0.05125326052528089,0.37644206330844465,0.05995376046765898,0.23426936100293758,0.2641901142586865,-0.003294738482105985,-0.05868343711050239,0.16550239589587853,0.04152746389600804,0.4530989238865632,0.18741820542939408,0.08774536808613015,0.40795530491602283,0.1355516274982141,0.2939929627020295,-0.010057248941339105,0.15646802280662703,-0.06817523835849233,0.2682431462670723,0.07609474628539699,-0.15216793362685813,0.23818037970093817,0.31114990975189616,-0.13728822755687628,1.0,0.18818197386185703,0.15235599237084294,-0.11773456730878501,0.2687771128368011,-0.001657132569481411,0.41227559914304296,0.08184558404058372,0.21089012066343005,-0.11149667357875111,0.03297758362964979,-0.12237369299998256,0.3649653849980482,0.23646471410535475,0.13099879384471927,0.05012704346493146,-0.09883094362633862,0.08999230420282413,-0.12325814248182819,0.10252699750884878,0.09423349664975332,0.28164518344197365,-0.011798989085105247,0.03731247685583104,0.24921815722877458,0.11743268679257829,-0.15327000025102586,0.08904680756862914,-0.35477430996908815,0.08347288076816997,0.2644125337105848,0.08698158010051842,0.3524240679868537,-0.133134221389212,0.06659953051432757,0.38539855082128965,0.3306733570748019,0.38191014808649165,0.3316144608400648,-0.10028812355797032,0.09868548197928427,-0.2395236728824293,0.22147296830889215,0.07163220362513578,0.028040673193457828,0.3432669656403584,0.14650568590343302,-0.12294568653743616,0.09930099457396249,-0.11205532975494562,-0.4481470797108901,-0.1637967838313949,0.47254150372816334,0.10763207449458533,0.05046981822318632,-0.012567264617384562,-0.03619072391955515,-0.01572130049519431,-0.11003798174466035,0.3082928135530344,0.2627734381113033,0.14556868645860335,-0.03805486995583075,-0.19515030265106717,-0.3196305852105221,0.2760499115472739,-0.04596167121095672,0.03478767087198408,-0.26310740822284895
Occipital_Mid_R,-0.1537512877768273,0.21031384348480886,-0.47788443907280814,-0.033784272478617025,0.239974364803007,0.2760374092020439,-0.32852256147023606,-0.24098220358972466,0.44627655653346493,-0.28424524421463987,-0.11640303324916244,0.15992444984203338,-0.10790777288720763,-0.2583985806606557,0.21581288068988191,-0.227441044220931,0.7676367741115114,0.11506766271166795,0.04146120140406144,0.22799734478218775,-0.11235313570191702,0.14322547863544335,0.36925503719564556,-0.018776020329343408,-0.3534657595789841,0.3176536304272572,0.2117325297651408,-0.13106906569616783,0.3248156869271957,0.20402530859741785,-0.2825398638553676,0.18818197386185703,1.0,0.31935324569470525,0.7205646202206798,0.6832709896031792,-0.41345292363645936,0.7599985569668893,0.8033386896419056,0.007043359643961026,-0.24439056424182018,0.4272363774911258,-0.006056691657769798,0.35336379531083084,0.15641200661059237,0.206493764969107,-0.09212830903649617,-0.5174694242957825,0.49684905857962836,-0.49842893209083283,0.25017957070600316,-0.22908079916852517,0.09207019954959102,-0.2999333172794654,-0.4377771912920018,0.12235404178048709,0.0767031358465216,-0.3758795275654087,0.4651654083289384,-0.2362200963802253,-0.18976458742257585,0.332145571976526,0.034210211791892105,0.392460700357946,-0.15340904700140162,0.03387410594987443,0.3011827633376853,0.6622085028859809,0.27694832454518686,0.41832564806949263,-0.38175565440773246,-0.14300586850137378,-0.05423101205091022,-0.1505052218941075,-0.07272407410608167,-0.23462796609259792,0.6066025593088489,0.37134670142296716,-0.1898559803916873,-0.013497638723453362,-0.08461980149728328,-0.5890498007309165,0.017554617965833356,0.30186932625133694,-0.3977211477717454,-0.06658046634233732,0.7337367345539647,0.11565025049557348,-0.03147570071506892,-0.1776227902833114,0.3489116394434857,0.1466176508284644,-0.24171835690598026,0.12578079239913562,-0.26573574735225663,-0.42268153745066733,0.2716045319380117,-0.1813732745102192,0.7177134139390035,-0.04477892860292023
OFCpost_L,-0.05642680646192418,0.0839344037193401,-0.3573127855163827,0.2191548296094429,0.1872953291780988,0.27736708801387494,-0.11486800763665264,-0.062327279549958536,0.4292869847757082,-0.22550115429694523,0.10728696592092488,-0.16910539401319757,0.005811078151959259,0.003856585787022221,0.2558964747726345,-0.11426417486449146,0.47079336314334314,0.20988582514094722,-0.0961132706921376,0.3284963817840412,0.010751428414507888,0.07201100582259091,0.3650094999153138,0.0911110122444805,0.08725768167925908,0.4407535558226517,0.5827783017493126,0.29165575652290315,0.466758889857779,0.469549208983649,-0.26043568789609495,0.15235599237084294,0.31935324569470525,1.0,0.16001599356073534,0.45713446860962703,-0.20431454694191087,0.3565292964832471,0.3069980638687804,0.12861711117419208,-0.17672759532630752,0.33125680208361097,0.060895407567000494,0.6876014931827437,0.37429773506526304,0.21358835839470156,-0.03639163817092103,-0.3964588926614152,0.15488219309573273,-0.3410226117426029,0.2410445178694295,-0.10768429527343559,0.2725595020474189,0.2472933660838819,-0.1748829529011291,0.08416950264223058,0.3968221078997353,-0.21336515633087258,0.07529723355336004,0.17989933749962125,0.12274839220988668,0.1563057295052899,0.2362740680532727,0.25797568817086,-0.08988874644651947,0.18099720389057006,0.36925320743597395,0.4271143361733262,0.3269328134200724,0.27988695654378115,-0.32895037426966994,-0.062046657273651946,0.06672670247344788,-0.023257269277696748,-0.048430914646632676,-0.08541820639198831,0.3335821098214984,0.41918807914914236,-0.1080686121833672,0.09728781623803048,-0.1920381254591333,-0.159096041771665,0.14298595433667036,0.3151400259836342,-0.10866831504030146,0.051190342619586396,0.2136601548670082,0.06280598061635727,-0.1276002889922747,0.013488254283170608,0.35548717899762955,-0.2764882535800822,-0.1797013468541056,-0.1801557747647446,-0.2090275607169665,-0.003045905589627143,0.226520537518275,-0.3145451420636494,0.3090894797559214,0.1307563662358566
Occipital_Mid_L,-0.16908255669238476,0.17058925142153217,-0.2598466279285152,0.14959965684160503,0.2711965891818989,0.19964401871410462,-0.3388259009425164,-0.1687155092923774,0.08587152068097291,-0.28097747153052544,-0.20844146251316037,0.10124447382462189,-0.12128552582304819,-0.22910287261993928,0.3161314276577234,-0.17984840044395084,0.41991951128463584,-0.10156239847646045,-0.015210570815917968,-0.03332233122829376,-0.1636184719795879,0.07031582081333528,0.29700210075118083,-0.06748961811230594,-0.16957461272658458,0.26109843776311614,0.1699725592024736,-0.12293325491723538,0.20137981944347585,-0.04474657151695813,-0.03161716029300058,-0.11773456730878501,0.7205646202206798,0.16001599356073534,1.0,0.595567911359685,-0.33483500698177404,0.39386478622938054,0.8145078420794566,-0.1298695617760946,-0.15528765443702108,0.33729900967117576,-0.025334915782724853,0.05215492328948988,-0.028322971999456218,0.332858430318867,-0.038070193746068674,-0.30189561270563653,0.5674774640864589,-0.3815593211959862,0.07381942933744828,-0.265056078977629,0.038456574641117236,-0.3323707758449239,-0.31376244633017814,0.052710611668233834,-0.006238549868403853,-0.2194907261796245,0.40743495512389155,-0.05540108163010909,-0.20872499441259462,0.08394151172177934,-0.14406201279245096,0.13873434292167164,-0.04927424705901015,-0.011618825125250679,0.15483087294880182,0.5129101060887892,0.16429625318766258,0.20663089450075472,-0.3094051470372691,-0.16555310657905284,0.10548070542567248,-0.18806216360665248,-0.18854102936820594,-0.2837145102940091,0.34263500244816264,0.19040335402347078,-0.17256204993504876,-0.058033721876829134,0.038759295452343384,-0.19048124558557936,0.05413915305552299,0.0326330719565037,-0.3998781542399506,-0.052710755197633005,0.8228981072225863,0.17689284485573048,-0.007875527896836107,-0.07490845190390628,0.16420637701418903,0.035225065905144376,-0.31367110759201167,0.3049276459689488,-0.08605126176381007,-0.18792742524815387,0.09521938930562616,-0.07651195984148419,0.7558342157906693,0.03465195902851433
Calcarine_L,-0.056548477948526285,0.3740367530201771,-0.21680817290683477,-0.09356607269836185,0.46239768166015055,0.11169627970989741,-0.25819002109730615,-0.16276200620641001,0.5617876394367369,-0.0630634010260041,0.06500754619840392,0.1842065521925889,0.16239219113403672,-0.20624913312924592,0.575866992054721,-0.04578339929595351,0.7432425822729123,0.13767427639150603,0.01822554901946889,0.39600668056567584,0.12059242056253966,0.28589950169381717,0.2912640978016555,0.2398551976236486,-0.12002684519915664,0.6398540342154172,0.36964108498614506,-0.013539106726199575,0.44384465731358597,0.4562677083357564,-0.19548552797768753,0.2687771128368011,0.6832709896031792,0.45713446860962703,0.595567911359685,1.0,-0.17770896378142878,0.6568437700869516,0.756396796732304,0.2976918049592197,-0.12868489923263923,0.330365460134704,-0.1573150830801997,0.4735953402948079,0.2875469987376547,0.4823755563528726,0.01666553844062763,-0.3450977222434134,0.46454335372498706,-0.34023659250752564,0.22918268082157772,-0.05957855705481631,0.42160149536972463,-0.1378200442556592,-0.1755785815394165,0.22586528395933547,0.20681627682161807,-0.43787292732242034,0.2966750852618912,-0.17061590094239026,-0.06619901146471822,0.2847608903139976,0.036921554280575614,0.5679606147561453,-0.13924687172290853,0.17043262926049962,0.608649287823966,0.9350961751755253,0.5554616924551203,0.47932219780720453,-0.45903257117955004,-0.03330652917599747,-0.11974043743833968,0.024195451465167953,-0.14888519410229947,-0.1130154352821142,0.6436440384920542,0.5071512611849934,-0.1903394426170526,0.045556511445190316,-0.14801283419888805,-0.4598678720688864,0.07470446234189049,0.4111637230894996,-0.16420061196430358,0.056073729186807024,0.5813000168415935,0.16702956756223808,-0.024877639286393652,0.08755470390857364,0.21681099510634355,0.2159872276909587,-0.13310553076666504,-0.030890071433765324,-0.23317498398251055,-0.21299561644899348,0.4647107208876553,-0.2873725276158523,0.6634320525485932,-0.03532428368478038
Thal_MDm_L,0.688348134309707,0.5314494591482978,0.7707253084461437,-0.2653181334084508,0.49341214580420956,-0.020809345607986626,0.7263810209263631,0.4596439354221905,0.3082041518397564,0.6164720110429925,0.3785938385879734,-0.07795439216911516,0.6363754686215352,0.5749255805047019,0.375755260906532,0.81922494263733,-0.24565605745159874,0.27730878606738774,0.06401298365394717,0.473864599066988,0.6972775766014494,0.5868403011159433,-0.14644128790118793,0.626140237793062,0.5120880748882809,0.1685625578466966,-0.08927754869226795,0.0987295579074361,-0.35118923104130195,0.38403764103147175,0.12216839140321317,-0.001657132569481411,-0.41345292363645936,-0.20431454694191087,-0.33483500698177404,-0.17770896378142878,1.0,0.0576384282527863,-0.42212156306850196,0.6739080319331903,0.7197648666636245,-0.15879561059774785,-0.1539447145913729,-0.09190506204970444,0.2803339758223919,0.37418005307583974,0.14743706711393115,0.8067587733960099,0.2894988978639885,0.6801255131763493,0.17032518619410075,0.8746951331602215,0.6249301529840496,0.44199784969589434,0.7595533350135303,0.5937277158806448,0.07366413497854743,0.4221062436142406,0.3239747743399176,0.3250820027951777,0.35239110647802574,0.4971662050942869,0.18163347322480056,0.38814405345018016,0.14822386890743663,0.711453480955929,0.39509916986127075,-0.026934781966324237,0.3635288724946197,0.26618414864890017,0.5736450092695011,0.7542104968613115,-0.07185643184038137,0.7912599554960839,0.4835160710659609,0.8447378963489541,0.20450379575490463,0.14034742141289938,0.5527868152132989,0.5989378609125737,0.3452842310030179,0.3281399989936373,0.35475587300813627,0.05748350930583097,0.5585350970960802,0.5719225490653719,-0.5067822680552615,-0.09461408852374865,0.5183320544908813,0.6597963271093986,-0.14149235590466155,0.24563428685975788,0.8054171055846447,-0.25113869046843007,0.3262368215794851,0.578084451758601,0.49408854415347714,0.5245782542415636,-0.3535710265599084,0.28296304929394356
