,Cerebellum_4_5_L,Rolandic_Oper_R,Thal_PuI_R,OFCmed_R,Temporal_Sup_R,Thal_MDm_L,VTA_R,Angular_L,N_Acc_R,Frontal_Inf_Oper_L,Thal_MDm_R,Rectus_R,Amygdala_L,Heschl_R,SN_pc_L,Precentral_R,Postcentral_L,Parietal_Sup_R,Thal_VPL_L,Cerebellum_10_R,Cerebellum_8_R,Thal_VA_L,Occipital_Mid_R,Parietal_Sup_L,Rolandic_Oper_L,Red_N_L,Cingulate_Post_R,ACC_pre_R,Parietal_Inf_R,Thal_PuI_L,Thal_PuA_R,N_Acc_L,VTA_L,Frontal_Inf_Tri_R,Temporal_Mid_R,Vermis_9,OFClat_L,Thal_PuM_R,SN_pr_L,Temporal_Pole_Mid_R,OFCpost_L,Vermis_3,Cerebellum_Crus2_R,Precentral_L,Temporal_Inf_R,Frontal_Med_Orb_L,ACC_pre_L,Lingual_L,OFCant_R,Fusiform_L,Frontal_Inf_Oper_R,Cerebellum_3_L,Hippocampus_R,Frontal_Inf_Orb_2_L,Thal_MGN_L,Thal_LP_R,Frontal_Inf_Orb_2_R,Thal_PuL_R,Cingulate_Mid_R,Paracentral_Lobule_R,Rectus_L,OFCpost_R,Thal_VPL_R,Vermis_4_5,Temporal_Sup_L,Occipital_Mid_L,SN_pc_R,Thal_VL_L,Vermis_8,Thal_LGN_L,Thal_LGN_R,Olfactory_R,ACC_sub_R,Caudate_R,Frontal_Mid_2_L,Frontal_Inf_Tri_L,Insula_R,SN_pr_R,Calcarine_L,ParaHippocampal_R,Temporal_Mid_L,Thal_VA_R,Thal_IL_R,Thal_MGN_R,Vermis_6,Cerebellum_7b_L,Thal_MDl_L,Postcentral_R,Occipital_Sup_L,Precuneus_R,SupraMarginal_L,Thal_PuL_L,Angular_R,Calcarine_R,Vermis_1_2,OFClat_R,Cerebellum_9_R,Cerebellum_7b_R,Thal_AV_R,Cerebellum_9_L,Cingulate_Mid_L,Pallidum_L,Occipital_Inf_L,Cerebellum_Crus2_L,Frontal_Sup_Medial_R,Thal_IL_L,Temporal_Pole_Sup_L,Cerebellum_6_L,Supp_Motor_Area_R,Fusiform_R,Red_N_R,Cuneus_L,ACC_sub_L,Parietal_Inf_L,Heschl_L,Cerebellum_10_L,Cerebellum_6_R,Hippocampus_L,Occipital_Inf_R,Thal_MDl_R
Cerebellum_4_5_L,1.0,0.7770774595595031,0.629308567592328,-0.05298757734976461,0.7797693801033948,0.3122268132014595,0.05430913435714843,0.535832066313382,0.04237981881945541,0.5851951918537848,0.16149719584613587,-0.024377084957670547,-0.2996698905180557,0.42039214079144843,0.23579471829726972,0.5479654154871353,0.659801308964001,0.3149972878506766,0.5323134277350948,0.16633676609906006,0.33912122877684703,0.5074021759377553,0.3877054334328181,0.4004671589544808,0.22697838205715826,0.27076023167610136,0.5321649362604223,0.16732803098846422,0.49342581096591126,0.723256545570935,0.4409481899214936,0.14549307248660598,0.05872436898962237,0.5122420565617178,0.5756009663737357,0.5474428738914962,-0.04920167835311794,0.5038603741462235,0.2830909573970502,0.19543852523484143,0.3257422155811096,0.6922459912514971,0.2120383767215205,0.589949483671558,-0.07798277207390333,0.5322347067426687,0.040502566033858094,0.8567487483771759,-0.03568648864122712,0.33682906072658486,0.5857003427125002,0.9146027272405042,0.6173316190105267,-0.16567508982807475,0.5051395512467494,0.2042492464441118,0.21128571933262646,0.414217299130649,0.6438747819945005,0.5761810797652218,0.2723348110666248,0.12822262045797786,0.4973646067676781,0.7998211897993485,0.6871405549925298,0.2656129111485175,0.2617331360185267,0.4323771282260747,0.25595439419118327,0.3565080492909016,0.3034209155353273,0.07334432763381503,-0.07492730243701343,0.05776090864767716,0.5102195401486445,0.27188855641156645,0.584303771198675,0.4519240371265236,0.6307576155197024,0.3271104611769255,0.6161167806171106,0.418530529719057,0.5386570994949701,0.41590394843243617,-0.0038388652519233102,0.2217169701727052,0.38060751597694126,0.6630318346438222,0.19249545632105247,0.5405384396817308,0.6671971578779745,0.3634098193654472,0.6322857981963885,0.7339012264917362,0.7925761377911112,0.34687989810995057,0.10274877241718702,-0.16213512512792663,0.3435992421768108,0.3840115537752179,0.6008443708890251,-0.01617602957015206,0.13319037052358068,0.17337482096630238,0.34869466108374336,0.36960678254258306,0.2890411103498554,-0.1713625959323155,0.4179994351743159,0.6409434046126836,0.4021079966328105,0.2862595559858173,-0.008114059217122858,0.6070575292917624,0.47067729794352453,-0.1375685312790405,0.36358373884033257,0.17125418491523606,0.14543759234609535,0.3342991650191414
Rolandic_Oper_R,0.7770774595595031,1.0,0.551736620555228,0.08661827995697939,0.8753912992931933,0.38403764103147175,0.13304701174571104,0.32296115731597197,0.22385575775856598,0.5694375917836582,0.40132082572541095,-0.03376124476364814,-0.3175054645232076,0.6964372096323358,0.18254420288255235,0.6392391255038573,0.7273108460837392,0.26001364287095036,0.48120523383971586,0.14154373690894953,0.26075450865683364,0.5719332401019981,0.20402530859741785,0.31504011456323266,0.16682269517067286,0.33899550612686336,0.4759740805648091,0.34803243930340866,0.5383122853244053,0.6172079151976131,0.46483702074158595,0.2638862745926091,0.08780665550430443,0.7854016244486597,0.5564910479473496,0.4760612554345934,-0.1116034228567634,0.4958754050203805,0.22287308009786666,0.16107096652582695,0.469549208983649,0.6458921899811574,0.1728232870817157,0.7005501209007583,-0.1648352405292091,0.598538961525852,0.19376197929515734,0.72518666263661,-0.09296289528922748,0.20835674548489774,0.7777964258962513,0.7346714063384396,0.7046479109181804,-0.1999065325091699,0.2901438039315824,0.2896150709228189,0.5276925196341377,0.3657345392276107,0.6780762560676682,0.648243810662967,0.22010149533201315,0.04125668802397148,0.4845370747479841,0.6913624385756602,0.36982365577621784,-0.04474657151695813,0.10692309855570846,0.5109775803391118,0.19244764867109257,0.2626900730723338,0.24756658410829446,0.2623252159680381,-0.049999998148972574,0.10042452844204004,0.6420906542459777,0.38209494986475295,0.7977612275307426,0.48427125656314646,0.4562677083357564,0.40260002392717775,0.3027022412391784,0.5733406240782238,0.5822318813489971,0.42780424907133174,0.056270214899796556,0.12163229776121402,0.42283691785871064,0.7628687084400407,-0.04494886438113232,0.5377976259502167,0.6004756589894572,0.3004270870765431,0.5918865430894356,0.598318590790316,0.7541928551125908,0.5359428223979339,0.027444619375812964,-0.23884586536549895,0.4237040556701585,0.35986224326473504,0.6600798011908984,0.11366718350165851,0.0341601639290386,0.25857011969310434,0.4058921566321782,0.24887809141045336,0.25370967943591294,-0.08136534288344123,0.45975231488062857,0.6654704753739049,0.508899125976169,0.09600661054555695,-0.07773518052822125,0.6337035454200189,0.43684455339060235,-0.08129559744854503,0.3481212341679329,0.1902036327395069,0.09391252865569015,0.3816148250363952
Thal_PuI_R,0.629308567592328,0.551736620555228,1.0,-0.17779373398972745,0.4975804763528019,0.6363754686215352,0.40725765915218276,0.030074342324729945,0.08597145055661029,0.35257402701332236,0.431383284814585,-0.002062316267946206,0.004652201530225688,0.5308199024009999,0.04874765059850069,0.41676150847586885,0.5688252553969494,0.2812399088322079,0.764594700131532,0.18181276560073908,0.4065782834882169,0.5098399149702298,-0.10790777288720763,0.26734178995361685,0.4980860944645546,0.6394362967758616,0.39957374606752455,0.07461454182329802,0.34077936519731145,0.7849026098337338,0.6772883869670114,0.17544807894414838,0.4547711462101489,0.34954071274560805,0.02884631687972787,0.3809704449519931,-0.18121184750092018,0.7621574736815779,0.44428791534665735,-0.12793079449515757,0.005811078151959259,0.6378424377041095,-0.008475979161768815,0.46901187489530105,-0.1481160575150482,0.21479250274745665,0.041301259894190305,0.5072352556183046,0.015340289160802312,0.4529715292000768,0.4539324251393804,0.6452756516671252,0.7426997553935903,0.1600909128647791,0.23636531378591158,0.3284089125689578,0.380518804400428,0.5694071491675782,0.6212769523550996,0.33461766780151597,0.2916193509236883,0.028092253221285057,0.6938043338922427,0.41944996363778236,0.44530016821013607,-0.12128552582304819,0.39373619501587825,0.596700886047838,0.1530624507247827,0.6763478748655108,0.6401755583278264,0.27328850568835916,0.05337215020939576,0.31664601930792674,0.49252278099507996,0.4053425058394731,0.5393701827677914,0.6254821622516352,0.16239219113403672,0.6566872425381997,0.2543734530837615,0.5485965967776061,0.6087326644400374,0.39770919008658134,0.13946032366331992,0.06465410379809737,0.6082145938091472,0.4534854756599097,-0.27950559440441886,0.43009450816161426,0.47204775119297654,0.5255348172363049,0.21695729668392552,0.31367156253894496,0.4554493400876563,0.25308617777957987,0.37406042696310693,-0.2439711051946828,0.5652351679626568,0.3267437138031995,0.6104425800492852,0.42591885300649224,-0.12985430844675303,-0.07987818431318768,0.31817659738668524,0.4994411859779184,0.049178070923467626,0.11313175676935525,0.4682869126730542,0.3433542244756255,0.6386475647636697,-0.13694818005133866,-0.0042767139467695964,0.39161324615406595,0.5776519045153642,0.0613961531044046,0.18918610528985744,0.5970895916962471,-0.04337415121863709,0.6360628016239404
OFCmed_R,-0.05298757734976461,0.08661827995697939,-0.17779373398972745,1.0,0.08093163081827606,-0.3278740449451976,-0.2156567025848947,0.11059901374849948,-0.09814420836970883,0.08674667730943116,-0.2724382036361309,0.3319038381699612,-0.23332159840228145,-0.19186288415253253,0.16067255302835262,0.10529451806276581,0.007599677354043848,-0.03573351242390556,-0.23545512976480767,-0.3238763141477267,-0.3016871179173597,-0.012449141666873257,0.2617329074418007,0.030117446370419527,-0.2121724353710989,-0.3121363698252573,-0.13140842493793772,0.19669935818585663,0.06935138982266027,-0.10434175216426907,-0.22873594481428045,-0.08254755287418045,-0.17986973510688842,0.16544788163239746,0.3348340382951374,-0.004804151018158188,0.1482007121530829,-0.24328825205297824,-0.2501777947693562,0.20863600236288457,0.3375515701257934,-0.10379604795441065,0.0407737513686013,0.11001273825865798,0.067819185052979,0.05146723997685684,0.16856875625994838,-0.002237868037172041,0.06537095385660302,-0.21097345322538064,0.13932515258014339,-0.04562569652130714,-0.13277620173182617,-0.13267418702886494,0.21285329174501966,-0.17493698834156787,0.02139073942435567,-0.176737491093374,-0.10115593920231235,0.12865603511217863,-0.14645717047255644,-0.03034586911884035,-0.15308411799844,0.0924592202526118,-0.19143982702326004,0.030221401332650055,-0.040328241449229134,-0.23464569985225908,0.1943563967653485,-0.24399614345948278,-0.22401667965228111,-0.13286935525809038,-0.0851484667530967,-0.19819714528467533,0.030931960110427793,-0.05338205726917769,0.014771095167257713,-0.2583612514830472,0.1498781931577997,-0.32397448046136373,0.016071747423734614,-0.12015291344687977,-0.0958561624860235,-0.08745006806755927,-0.03461941457259584,0.057936218978029266,-0.1970412967458799,0.08809013708773644,0.20359560343978034,-0.09051084333456262,-0.11177912942018302,-0.17121503068317348,0.20740318095207755,0.09278837360199915,0.06207117551664429,0.09597959076271607,-0.36721427935020495,-0.02770555850191401,-0.13145817407373434,-0.19438524813434316,-0.1384692340606319,-0.40613212127726206,0.06733441376104302,0.17635769792218567,0.14088558124955283,-0.24456861017819656,0.2556632660981207,-0.16454392753649663,-0.06925879789370658,0.1406090843817398,-0.21985160797346406,0.23966604808694966,0.10565037106867832,0.04626740462603384,-0.2971642667533736,-0.045260651216459544,0.17526995620678135,-0.40412509899953475,0.12799152973198893,-0.21457102498596028
Temporal_Sup_R,0.7797693801033948,0.8753912992931933,0.4975804763528019,0.08093163081827606,1.0,0.3082041518397564,0.06626816812432462,0.44664021307144847,0.2838353312436738,0.4665311622596581,0.2844330284044751,0.028152877344600345,-0.4025049839767174,0.4928393085611819,0.19330165373563366,0.6026760464925351,0.6551067327791088,0.4600658968310704,0.40451498823885434,0.15615122804507167,0.2846516028428505,0.5826507310054612,0.44627655653346493,0.4370538971143499,-0.009028920483736588,0.2806376780505186,0.4653045447639294,0.18013753065496435,0.670583934754824,0.6267575765806351,0.4642686735022245,0.24608486044872357,0.04174474893943277,0.6156653164521865,0.689799705999409,0.5808089471489106,-0.297288194957085,0.4877104325760421,0.08825603973494765,0.1114254871678215,0.4292869847757082,0.601624036051185,0.14735229728958915,0.6281651916318636,-0.22083254412198272,0.6308595009026343,0.006245444775793795,0.8564698799753787,-0.0668817355393263,0.16017967185275012,0.776481201214203,0.6771569114974173,0.5925734442894135,-0.42999833719363484,0.3728035355702511,0.11062857004329615,0.40884110103851534,0.4003072156792468,0.6120028104444986,0.6160669294556715,0.393348383838432,-0.12520427149585134,0.44480451374615476,0.8595340700462193,0.39954533734751413,0.08587152068097291,0.2205448869520128,0.482463903627349,0.29696094717559157,0.20919449526822043,0.19589593942408023,0.24436803088423648,-0.06640184307229446,-0.03395156730710352,0.5663845022883478,0.12753555165192842,0.5626547402455102,0.41414116399984763,0.5617876394367369,0.27314320087158944,0.3744594552683548,0.5228723745785505,0.47027102431201073,0.3570386694939007,-0.027607171892380253,0.1756875404485818,0.31994877965533824,0.7286630542178362,0.021028877539080084,0.5889456808447745,0.6093134463289746,0.2746111718653369,0.8230607900173721,0.7190750896493476,0.6944230659317695,0.49135101825234406,0.021146217163167468,-0.3194064917218642,0.4431981806672273,0.4197611848668188,0.6232370743154727,-0.05058823813941488,0.03336874479078479,0.2407109206589342,0.2090033989769371,0.19856458545205116,0.22704672308331797,0.02031577488868029,0.4786646865504619,0.7006536815499246,0.48681834461187046,0.15926347786625739,-0.0796935692543924,0.6391883203077492,0.3627779154716159,-0.044154737618960584,0.46899507189620715,0.07463857851350965,0.030697899465249742,0.38672263004658886
Thal_MDm_L,0.3122268132014595,0.38403764103147175,0.6363754686215352,-0.3278740449451976,0.3082041518397564,1.0,0.6801255131763493,-0.10107493181782647,0.3785938385879734,0.34572600585377866,0.847554902703335,-0.07795439216911516,0.24888136567954716,0.6309060665381714,-0.14644128790118793,0.3635288724946197,0.6249301529840496,0.3239747743399176,0.7584841669191986,0.43171613608703774,0.5527868152132989,0.6836626378072443,-0.41345292363645936,0.2894988978639885,0.578084451758601,0.8454949033243239,0.375755260906532,0.0987295579074361,0.4971662050942869,0.5608009384595596,0.8447378963489541,0.35239110647802574,0.6209834299749,0.2803339758223919,-0.24565605745159874,0.27730878606738774,-0.2653181334084508,0.8370241251164539,0.5075606877934474,-0.43345742611695115,-0.20431454694191087,0.5314494591482978,-0.08988587403162317,0.4433073410870783,-0.3296839794010089,0.05748350930583097,0.09484520269624112,0.29767914489146685,0.14822386890743663,0.3452842310030179,0.473864599066988,0.35259260969362116,0.6972775766014494,0.3281399989936373,-0.0757355318206948,0.4596439354221905,0.44199784969589434,0.6329683498663765,0.711453480955929,0.30188545720273147,0.24563428685975788,-0.07185643184038137,0.688348134309707,0.20450379575490463,0.32699399840567,-0.33483500698177404,0.330132389300649,0.8746951331602215,0.12545515055323916,0.7197648666636245,0.6164720110429925,0.46074294898214346,0.14743706711393115,0.4221062436142406,0.5906739333586469,0.5120880748882809,0.4301586490687588,0.703309872856151,-0.17770896378142878,0.7595533350135303,0.004813118099837505,0.7912599554960839,0.626140237793062,0.2846584643638981,0.3262368215794851,-0.020809345607986626,0.7263810209263631,0.39509916986127075,-0.5067822680552615,0.49341214580420956,0.5469220469917956,0.5183320544908813,0.0576384282527863,-0.026934781966324237,0.14034742141289938,0.15631199279814909,0.5736450092695011,-0.25113869046843007,0.7542104968613115,0.4835160710659609,0.7609157413428075,0.6817341235966554,-0.3490798590152698,-0.14149235590466155,0.35475587300813627,0.6039715072179623,-0.08927754869226795,0.5245782542415636,0.5868403011159433,0.26618414864890017,0.8054171055846447,-0.3535710265599084,-0.1539447145913729,0.48977838501477566,0.6597963271093986,0.25242635006753555,-0.028633898451316954,0.8067587733960099,-0.09461408852374865,0.8472883168280915
VTA_R,0.05430913435714843,0.13304701174571104,0.40725765915218276,-0.2156567025848947,0.06626816812432462,0.6801255131763493,1.0,-0.22863636609627774,0.27267341176502835,0.0661032087348091,0.6095546548480112,0.16952487217362092,0.30084936705615467,0.3908834467087958,-0.407961476662847,0.03798521287199232,0.27617164362882024,9.021759060652469e-05,0.4332916892681972,0.21589230192000677,0.4321643696062435,0.3167026731278436,-0.49842893209083283,-0.04018946732101604,0.4138674777837605,0.7162735398841031,0.07932867654993192,0.19845446498124014,0.21300089766508892,0.2463641211389173,0.48291852286879383,0.4580677664553199,0.8206243181483045,0.07122429961830287,-0.39759955751184245,0.16657102677036956,-0.17211475871912077,0.5007094049051604,0.25156326471600093,-0.4119354817141652,-0.3410226117426029,0.28843600715929857,-0.15519814957327974,0.12167117498214784,-0.16507977098048518,-0.09212183015502147,0.2568321480952881,0.0946263415302978,0.1950288777477873,0.3826420214907419,0.22840695235442343,0.06128917185007127,0.5125229293690138,0.42534502274401,-0.21518292989444576,0.16565806964415972,0.3966407793335854,0.43441183235200703,0.36403047628738117,0.004618766573596611,0.26835786109486376,-0.010831599126030097,0.5200664369783417,-0.05060513319165695,0.10622495852144309,-0.3815593211959862,0.16089001568209216,0.624075420017475,0.1059443284690703,0.5207988068808159,0.4391402121699747,0.4542353532560088,0.09729753068345649,0.33624559169314744,0.2953702596156482,0.4013443966572731,0.3489960430318063,0.5338745042936854,-0.34023659250752564,0.5405536156897081,-0.06064912830872577,0.4711370083522808,0.2602403573570761,0.01986223625719223,0.2966074444703767,-0.07825309703110812,0.5564721531899812,0.06747777833751842,-0.5096178621281175,0.1625734680518933,0.2947784042724725,0.26416020005727886,-0.17507237106171533,-0.21107898803647296,-0.07630430884276766,0.054642813050869994,0.41264152510051355,-0.1245046234078829,0.5284553899595847,0.2643102693381451,0.39325180408968735,0.6177118791061201,-0.3585159544821096,-0.3010556697808516,0.24867556446704048,0.26948568529110917,-0.18136271127489903,0.38197322925700655,0.18685643704407662,0.09694334745861297,0.6275902757638825,-0.49109793591251266,0.08094052937247048,0.16517238805515716,0.4748098448629168,0.3423011276922693,-0.02459184935326099,0.6614796275427202,-0.18589696156596514,0.6497356157111003
Angular_L,0.535832066313382,0.32296115731597197,0.030074342324729945,0.11059901374849948,0.44664021307144847,-0.10107493181782647,-0.22863636609627774,1.0,0.06510473294358239,0.5494908230858881,-0.1516270759635181,0.07842065536178996,-0.197661311463942,-0.08831069734494042,0.276134546531106,0.42958282915751766,0.3777010676426575,0.4199899583759288,0.06075125092430456,0.03852211728460838,-0.05194264545243076,0.21217526230841804,0.6942537500911075,0.5729453204653483,-0.16794991435929785,-0.13202759541523867,0.4504221903652239,-0.030067646383575036,0.4596091489170849,0.2715736542057408,0.026476307932411146,0.005668613095737682,-0.33281696553967377,0.23584152795612526,0.66877811190996,0.11476805976175877,0.05147367446764134,0.039170025787610224,-0.053067514811758164,0.40791155319659206,0.31732775846704536,0.44814767247771836,0.30323260596484547,0.3964244793613529,0.11094068002911042,0.26433295406926793,-0.1516050016848517,0.5359028020487916,-0.02762446938230889,0.0713143050803673,0.3675945779457819,0.4776239849846452,0.02737129359359392,-0.30653001507967925,0.5189835684379579,-0.10437079787879298,-0.2188525603168822,0.11789233125396939,0.3174452426063062,0.4868536387408159,0.11586181310243841,0.05196395566767824,0.046858013500482416,0.6259594991087049,0.4148506546956385,0.7073438604489398,0.11345179681888624,0.08661826294094589,0.0806708184235918,0.009117809426772028,-0.14045025595168614,-0.2077240763125294,-0.07654286767492892,-0.2745567084692763,0.2514501901507533,0.0011935026305235933,0.11548943783849051,0.050427418606267316,0.6691715679882732,-0.23198125066733755,0.6028833778912956,0.0924242554544234,0.24309096564836905,0.23276467866492198,-0.12468802246453389,0.20290791811034842,-0.18104358349512006,0.45428649901729673,0.7262666750694997,0.46096160880371684,0.604929324131213,0.1815167996459118,0.7029460836760179,0.6027840974185912,0.4545494572342312,0.06691215135360269,-0.2733678397521659,0.1772651982093328,0.03138278914930959,0.013007542820114314,0.2267485893197046,-0.3742375431679833,0.3407510243084131,0.27249162362094886,0.24286375472140845,0.21795102524799337,0.3124961830191018,-0.0005642246859141741,0.28134011741892095,0.48049608646984693,-0.03759274165002413,0.7176775288480943,-0.09172231283102532,0.6609755533260674,0.07013833405797704,-0.14667240059753797,0.3137369969946357,-0.25725745575955666,0.21353822273480602,-0.1045654284879642
N_Acc_R,0.04237981881945541,0.22385575775856598,0.08597145055661029,-0.09814420836970883,0.2838353312436738,0.3785938385879734,0.27267341176502835,0.06510473294358239,1.0,0.16828341048775633,0.5234451706266241,-0.061330970907213254,-0.15656763375313335,0.2999757397172577,0.18958110220398783,0.2462742805720942,0.3230295237266826,0.13755815665651125,0.11841926661086047,0.26497709868983377,0.11547862942473727,0.2667474329973643,-0.11640303324916244,0.11481623289234409,0.058336664545731096,0.3233531992445226,0.29678831255450167,0.08960310080287258,0.33325309998658864,0.20192719716051288,0.2994600064877275,0.6751369674745019,0.09443361491650475,0.12474016731149408,0.0026887514534774345,0.18365666994896132,-0.34026943313647434,0.3127974908831387,0.15893156045217255,-0.2123094558581389,0.10728696592092488,0.1599590252647034,-0.16021767174440713,0.2401701887096678,-0.2646273091160296,0.10077408755453333,-0.048834361180602213,0.27069398203286316,0.1561472664982257,-0.09955006928445845,0.35059487574024006,-0.014427523864192932,0.15467472118882994,-0.03078489558738962,-0.24648038330603117,-0.14062142922602086,0.2658227424885806,0.15990594728503044,0.26847017252368877,0.23053572334940675,0.10349779005957527,-0.3324639033319338,0.23684031266000133,0.15611535219526185,0.08631398517477525,-0.20844146251316037,0.09715558980512885,0.3668729162686538,0.13670375999862847,0.1263737733562067,0.14251303223632286,0.2963364670921858,-0.03813712117840751,-0.1475894331601165,0.2471062718476663,0.12331116243734555,0.09055073581428791,0.3151693021729474,0.06500754619840392,0.1618638815699166,0.0896408603236046,0.33190231967111433,0.20111043847165697,0.04182662281520905,0.04590838935800091,-0.06974360593339907,0.001672027733367647,0.2587705625912335,-0.23884740626459186,0.3151620670508557,0.30103697895173664,0.05359184547550006,0.1518012327781183,0.11323534980844624,0.07453572484578203,0.14822071235042628,-0.045340529695059265,-0.24478745292579973,0.3341517345010035,0.10324219811351462,0.343935134529848,0.2328724130640696,-0.1506441921420009,0.11383742365679979,-0.03514556983349602,0.1216171467609233,-0.022478895376648836,0.391793023471611,0.3000077771865614,0.25435491774161323,0.2681787094076974,-0.22590908409317906,-0.03687948169116868,0.30800638232526995,0.23860076615322937,0.2852855644528252,-0.11101172238084062,0.15073007683910714,-0.29211570147168453,0.3282865501863859
Frontal_Inf_Oper_L,0.5851951918537848,0.5694375917836582,0.35257402701332236,0.08674667730943116,0.4665311622596581,0.34572600585377866,0.0661032087348091,0.5494908230858881,0.16828341048775633,1.0,0.25352363083244966,-0.08689386797360339,-0.11211096421075366,0.3165140004518573,0.27175656038276647,0.7287834290894196,0.7783770453599423,0.3664347768610641,0.5387363199118043,0.14732306683425278,0.2203428201528891,0.4946394200076671,0.21066544482235194,0.48068488366676476,0.37519253496401433,0.235796986315562,0.587407847296066,0.4056976633345183,0.5312208946319095,0.5275700291924945,0.39438465529747596,0.09580496958124407,-0.04538435935428842,0.698420929467118,0.43475934593724114,0.2996462310329103,0.2927770500509616,0.367995405259512,0.2875668773384972,0.26352278007360375,0.3622185534483515,0.6081919290608012,0.1516097322848032,0.7344557903327157,0.08269860575247648,0.292945718582543,0.2885791593031195,0.4690541015189586,0.16328381065846195,0.1923075522732491,0.7224938244632586,0.6653999670940299,0.33831602664397287,0.18047033658232325,0.48072786095635706,0.26034188637012273,0.2673506862499147,0.335670562492645,0.7258564905343627,0.7331623869686099,0.05693918176164728,0.25126399897170804,0.28575610824537717,0.5373554902394081,0.5652350782528418,0.2413449058944855,0.2160810882561023,0.49931724796986815,0.3140762477782395,0.3028077659745148,0.18743702080943314,0.09509995424750356,0.1334094022590026,0.1429454205190992,0.7481938677056045,0.6859319476851357,0.4933631091066795,0.3280354004256103,0.38741235414726116,0.2189682463686937,0.43748056962632215,0.49896944211528044,0.5288892098784537,0.38379915159297595,0.06752959706209331,0.22516052908184064,0.28997766700822175,0.7236605921104532,0.2628970624606098,0.6521163782988139,0.7344620623094898,0.48510139985362244,0.4322649556055388,0.3726144066732626,0.5344215048601803,0.284365907908123,0.10825156117873935,-0.011557673803290315,0.3456277974095496,0.3000704802953518,0.6601123194689444,0.07604200065007194,0.17374536203965166,0.130907946469844,0.6681232911996015,0.41041775742624814,0.3547026524539939,0.1504794591172926,0.5746858843284136,0.4949101875620959,0.2841115613010685,0.42553178325774044,-0.2518726513414393,0.7547941227837948,0.44200448830477945,-0.1459896019819724,0.3503933615411083,0.20172780453618175,0.23719030007070557,0.25806556861546615
