,Frontal_Med_Orb_L,Frontal_Sup_2_L,Insula_R,Thal_MDm_L,Cerebellum_9_R,Insula_L,Frontal_Med_Orb_R,Pallidum_L,Cerebellum_9_L,Thal_VA_R,Rectus_R,Rectus_L,Precentral_R,Cerebellum_10_R,VTA_L,Frontal_Inf_Tri_R,OFCmed_L,Angular_L,Vermis_9,Postcentral_R,Precentral_L,Temporal_Pole_Mid_L,Temporal_Sup_L,Thal_VA_L,Angular_R,Cerebellum_Crus2_L,Caudate_R,Thal_IL_L,Paracentral_Lobule_L,Parietal_Sup_R,Temporal_Inf_R,Thal_PuM_R,Hippocampus_L,Occipital_Inf_R,Cerebellum_Crus1_L,Cerebellum_8_L,SN_pc_R,Red_N_L,Thal_IL_R,OFClat_L,Thal_MDl_R,Amygdala_R,Thal_LP_L,OFCant_R,Calcarine_R,Cerebellum_4_5_R,Cerebellum_4_5_L,Frontal_Sup_Medial_L,ACC_sub_L,Temporal_Mid_L,Olfactory_L,Lingual_L,SN_pc_L,Temporal_Mid_R,Thal_PuL_R,Vermis_4_5,Red_N_R,ACC_pre_R,Occipital_Mid_L,Vermis_1_2,Vermis_8,Vermis_6,OFCmed_R,Frontal_Mid_2_R,Rolandic_Oper_R,Cerebellum_8_R,OFCant_L,Cerebellum_3_L,SN_pr_L,Raphe_D,ACC_sup_L,SupraMarginal_R,Pallidum_R,Thal_PuM_L,Frontal_Inf_Oper_L,Cerebellum_Crus1_R,Frontal_Inf_Orb_2_R,Frontal_Sup_Medial_R,ParaHippocampal_L,Precuneus_R,Thal_AV_R,Thal_LP_R,Thal_MDl_L,Occipital_Sup_L,Cerebellum_3_R,Cuneus_L,N_Acc_L,Rolandic_Oper_L,Caudate_L,Putamen_L,Frontal_Inf_Tri_L,Cerebellum_6_R,Vermis_10,Heschl_R,Occipital_Inf_L,Occipital_Mid_R,Thal_PuL_L,Lingual_R,OFCpost_L,Frontal_Inf_Oper_R,Frontal_Mid_2_L,Thal_LGN_L,Supp_Motor_Area_L,Thal_PuA_R,ACC_sup_R,Temporal_Pole_Sup_L,Cerebellum_7b_L,Postcentral_L,Thal_VPL_L,ACC_pre_L
Frontal_Med_Orb_L,1.0,-0.09708328685226189,0.3706329418970656,0.05748350930583097,-0.13414047343103044,-0.04788361886417909,0.47254150372816334,-0.15086142452826887,0.20824872684948506,0.24375905152782765,0.0426589245991906,0.24480390828872173,0.41081172832453755,-0.0005279643582734258,-0.12328886360140337,0.46951373783250744,0.23610384550514552,0.26433295406926793,0.3889094355045333,0.5158381722180173,0.43562334740404,0.26851086257122325,0.1680226491178031,0.34357756235370446,0.5379685549905219,0.1721485816088231,-0.1867832298280552,0.06922937353642829,0.36673693202691526,0.16044126993298366,-0.07721133318384099,0.214964363310772,-0.1273709402359802,0.14552243462459233,0.2207408602888465,0.27196860074370444,-0.08037672881199516,0.013992394748308478,0.3163287243567213,-0.05868627062690102,0.082991408158605,-0.13566024694814185,0.0634417916026441,-0.018392801135261753,0.4677959682444455,0.5097616467087009,0.5322347067426687,0.011861132352614974,-0.11321703539260726,0.18575979262029774,0.13333839067740344,0.5033074920470783,0.10538755992536622,0.5296052436481574,0.23258689831109164,0.5263675931967319,0.19302212119231588,0.11018117217116881,0.0326330719565037,0.5169989534240204,0.17521192819936843,-0.1379093256326934,0.05146723997685684,0.25918992796698226,0.598538961525852,0.05763799145227191,-0.22124301004085675,0.4476436121483038,-0.0456321194290744,0.15696998501120712,-0.09811319832055491,0.4622203232121692,0.055406502812760355,0.17908010308531916,0.292945718582543,0.061433372126777866,0.08755829609700266,0.105163498310958,-0.09768876297277379,0.2879146292125892,0.1522523535575768,0.03129988893074657,0.13426337965105203,0.04353425785230336,0.3769605036207635,0.07943202483696682,0.14262272373103357,-0.18658641624596473,0.14966201454380412,-0.11363616006877421,0.035713067636970415,0.22035667121159802,0.1765401430860208,0.2676745752256822,0.10944557273264093,0.30186932625133694,0.12612924571317385,0.5516428144355131,0.3151400259836342,0.48668580215740037,0.3565536007990558,-0.05334487847343046,0.17480930518968188,0.195922584506241,0.07208297017079585,0.15726651641631903,-0.00950714468550913,0.3946120210417097,0.20699101747592058,0.12853236152405417
Frontal_Sup_2_L,-0.09708328685226189,1.0,0.5107209262424353,0.45111501193218745,0.3344751035651258,0.7447719314738048,-0.27911933017557994,0.3509052338468835,0.28278981052047103,0.3934935634374649,0.04896634508978437,-0.08193201808796467,0.28501588577987697,0.17057326382808602,0.2969098247058554,0.47541342125364067,-0.10046324845656807,0.1239593485461822,0.04090723026296646,0.2723454920217452,0.3352064439505244,-0.09707141046163369,0.3630168957431483,0.3965764560528703,-0.05086411430794404,-0.13398553326046894,0.3974316110895967,0.41463129398554066,0.3149850427778102,0.22705957524353831,0.2063956042678859,0.36264670236813756,0.47491759662840066,0.21965494755785367,0.0637184259572503,0.09003793242432731,0.22305469450831222,0.3927899962469181,0.4728992700974213,0.5141746159452304,0.3634487882461034,0.09191184920562064,0.3708974228133936,0.1551027764391361,-0.11972835114334039,0.2519604896974957,0.2244053041869014,0.878928315800656,-0.05271581659323422,0.06778170315260464,-0.10521078899044504,0.00033649472999556417,0.03091689138247815,-0.09738334017466332,0.3812594722372763,0.14259369724058257,0.31380184695936075,0.43156417001525027,0.03945279949897281,0.21440225147043823,0.14199882575900485,0.28791779578092574,-0.006789285018059829,0.7093341285391243,0.20645477108313295,0.3295954892895248,0.30485955863819114,0.40225263506720765,0.39919932742845926,0.20386872423624655,0.8122470972547353,0.09170928865439469,0.15976190915104946,0.5163079991892014,0.5732329330764598,-0.03443344284746703,0.2983679389392746,0.866207664802244,0.40097785823186455,0.32174824809062963,0.356429046074095,0.3047807444290567,0.4696531032061311,0.03082403868086115,0.4087588268375462,0.13762019848274876,0.005334176916914,0.6412120842545412,0.5216805340997857,0.4498150166796037,0.7270534793469874,0.24025214641785816,-0.08104840475184659,0.23648644922105183,-0.058832944133365726,-0.12117883102122214,0.42596369436237325,-0.019936501735219145,-0.06125428533121612,0.2959570478672329,0.6098669660646191,0.5023025403679359,0.5085564945237332,0.3875792330319195,0.6351845214758255,0.14274954146025845,0.17641597798216246,0.4570806906640715,0.502824211614756,0.4199039806653652
Insula_R,0.3706329418970656,0.5107209262424353,1.0,0.4301586490687588,0.15567377484249037,0.5466139438218256,0.013976250757397337,0.39352350291297045,0.32672353688196115,0.5200179533513242,-0.06903170419956298,0.042811976609781886,0.37838420880648393,0.1261566196520776,0.2724572270031888,0.7351964901115212,0.18864517819457322,0.11548943783849051,0.32637972844141244,0.4675464205456944,0.4575506642457122,0.048764964535793036,0.34234753758791225,0.4455046172688912,0.2026589152124896,0.07178529490474318,0.3639429810750181,0.1925814298111652,0.3662610759883307,0.07473370825012271,-0.08146794722990207,0.49001230680914004,0.3705672837099764,0.13024366824052533,0.12252296479484995,0.11432835881495523,0.09047485721631536,0.4309899541885738,0.5018308422993624,0.2413657721012865,0.42258896249693056,0.009064827598332189,0.2502401187729918,-0.009548105404496179,0.23797624057397068,0.660177308564659,0.584303771198675,0.5434630746702979,0.03434399794055245,0.14370759721824564,0.16611543323299535,0.39106339045454525,0.06670704257954424,0.19285944493107182,0.400102816713038,0.40278151702407455,0.4893910414754713,0.5126735137666979,-0.12798373970317548,0.6052001264445646,0.1152349203122476,0.18930617919944026,0.014771095167257713,0.5854251343466825,0.7977612275307426,0.30324208887060433,-0.015898283395400777,0.6009968057020612,0.34099541499613567,0.22133822007814813,0.5513516750379304,0.3048853755295118,0.42790832893087505,0.5072005525260501,0.4933631091066795,-0.22196271611629598,0.657514201704693,0.5684745887396748,0.3342449778519114,0.36766168947721456,0.3853938626686542,0.3444554873443071,0.5481559131193486,-0.12978178890939238,0.6849462312992577,-0.04910752137725703,0.2896475331855818,0.41955140924397555,0.7024204822102456,0.39833709015815605,0.6131004755552872,0.2448262842465305,0.3060888806255575,0.6736541529658683,-0.053106029354024,-0.085350664989828,0.3438085980966374,0.4464508612197669,0.3000416782698275,0.5158621580234155,0.5793282722860936,0.3526779225045197,0.31481689610331,0.4745717137979758,0.6002339430057692,0.21701633964439698,0.07222996626968824,0.5253193690092903,0.5273879917687766,0.390719208401927
Thal_MDm_L,0.05748350930583097,0.45111501193218745,0.4301586490687588,1.0,0.5736450092695011,0.1752008425939786,-0.001657132569481411,0.6817341235966554,0.4835160710659609,0.7912599554960839,-0.07795439216911516,0.24563428685975788,0.3635288724946197,0.43171613608703774,0.6209834299749,0.2803339758223919,0.18163347322480056,-0.10107493181782647,0.27730878606738774,0.39509916986127075,0.4433073410870783,-0.35118923104130195,0.32699399840567,0.6836626378072443,0.0576384282527863,-0.14149235590466155,0.4221062436142406,0.6039715072179623,0.1685625578466966,0.3239747743399176,-0.3296839794010089,0.8370241251164539,0.8067587733960099,-0.09461408852374865,-0.15879561059774785,0.17032518619410075,0.330132389300649,0.8454949033243239,0.626140237793062,-0.2653181334084508,0.8472883168280915,0.28802007179137035,0.5719225490653719,0.14822386890743663,-0.026934781966324237,0.49408854415347714,0.3122268132014595,0.28296304929394356,-0.1539447145913729,0.004813118099837505,0.07366413497854743,0.29767914489146685,-0.14644128790118793,-0.24565605745159874,0.6329683498663765,0.20450379575490463,0.8054171055846447,0.0987295579074361,-0.33483500698177404,0.14034742141289938,0.12545515055323916,0.3262368215794851,-0.3278740449451976,0.5154704113494338,0.38403764103147175,0.5527868152132989,0.12208097179683501,0.35259260969362116,0.5075606877934474,0.06401298365394717,0.48889534278061536,0.27347912592850465,0.5585350970960802,0.81922494263733,0.34572600585377866,-0.5200541029852194,0.44199784969589434,0.35475587300813627,0.7707253084461437,0.49341214580420956,0.7542104968613115,0.4596439354221905,0.7263810209263631,-0.5067822680552615,0.6739080319331903,-0.3535710265599084,0.35239110647802574,0.578084451758601,0.7187280223678802,0.3250820027951777,0.5120880748882809,-0.028633898451316954,0.4726944993818245,0.6309060665381714,-0.3490798590152698,-0.41345292363645936,0.5183320544908813,0.38814405345018016,-0.20431454694191087,0.473864599066988,0.5906739333586469,0.7197648666636245,0.5937277158806448,0.8447378963489541,0.5749255805047019,-0.08927754869226795,-0.020809345607986626,0.6249301529840496,0.7584841669191986,0.09484520269624112
Cerebellum_9_R,-0.13414047343103044,0.3344751035651258,0.15567377484249037,0.5736450092695011,1.0,0.21629272074226943,-0.10028812355797032,0.5349756811890415,0.7372146778153112,0.46260632836711246,-0.2129896534725206,0.2448800142273574,-0.03291671330622555,0.49322437167533784,0.5372680838103562,0.031225067563078364,-0.035104423020063225,-0.2733678397521659,0.35544646396839974,-0.008200495511154624,0.0056561459418319774,-0.6053811892459712,0.3087259619626673,0.2991795630862728,-0.13922163356461723,-0.19554072541089737,0.5334625783555298,0.3065353455166675,-0.20021668416677296,0.24205701084506245,-0.20278198315842624,0.48308614771217556,0.6959191133077579,-0.07716444666494517,0.10882667309622052,0.21554997444181676,0.45610636619413863,0.5723255672860422,0.27073070101675956,-0.050239900690460415,0.569099810591824,-0.024325379356255325,0.38938906397062756,0.09282238366286799,-0.3074734586249441,0.15719236682536572,0.10274877241718702,0.21367010319656266,-0.033842267443201283,-0.1260994058657917,-0.18769902575010391,0.01937514695528918,-0.16532188534956788,-0.36579587064176744,0.5128924307937345,-0.027084158901393585,0.5396118371220741,-0.02041455699998919,-0.3094051470372691,-0.05277319784934225,0.1912068938793985,0.3209225625821204,-0.36721427935020495,0.20576707977267386,0.027444619375812964,0.6778353214180489,0.15653628738084244,0.16588020419088262,0.5376790824859085,0.20253491277022095,0.47802972127477694,-0.06716064954388616,0.07869464129569981,0.5457220581470285,0.10825156117873935,-0.43797519308259875,0.2535190160141823,0.1932998090088719,0.45131455135144183,0.15797448575550818,0.45009683160263214,0.4032233820880918,0.60210797944269,-0.4584228730028942,0.2670883876856697,-0.38662941551695096,0.014291800737509332,0.50650245612767,0.5051184680921816,0.2540671451024631,0.33415829929001667,0.07194863286854154,0.18906193775332852,0.2516373177575771,-0.2762654170949433,-0.38175565440773246,0.38864287427445876,0.11397770978772043,-0.32895037426966994,0.07413542506676832,0.29746560591442456,0.5103838104607781,0.3436335479237733,0.5099522743788737,0.5089588828873123,-0.14875808660129197,0.1415324149095863,0.2215730902920353,0.5479296163792868,-0.05996773657712336
Insula_L,-0.04788361886417909,0.7447719314738048,0.5466139438218256,0.1752008425939786,0.21629272074226943,1.0,-0.3866085737898219,0.20482889855469066,0.19717378237640698,0.11942658604756597,-0.09267619779037257,-0.20175523559891326,0.05792823816748634,0.06603798868976515,0.14871727987326896,0.3510639420135416,-0.08043824699872418,0.11827789601725312,0.13220522430075604,0.09531527708018257,0.108604313547502,0.008937439651628607,0.5756097502133559,0.16045727089617096,-0.14954049748326775,-0.19500697533829495,0.37303647771965553,0.20789932284470777,0.22217416144630672,-0.02294177822531065,0.1830943404558001,0.16428031460495346,0.24724835008174934,0.23417532133320457,0.25761522600022846,0.17190678541201235,0.1260002208442044,0.12359391129141432,0.22865510619890123,0.7212485406639669,0.13906089692500415,-0.11016237922815611,0.2182094271045938,0.20621787577563286,-0.05804633912764285,0.16107519838193463,0.3102645274813584,0.7674112064088947,0.0446696136923386,0.29189056328262725,-0.09300341689179362,0.03342509411958933,0.08925398552537125,-0.05180251050144337,0.16464692744983705,0.07905816216180954,0.051473408416628605,0.5658660829177845,0.12219133539558452,0.29557819856847706,0.2832163847842262,0.23785433070044282,-0.023025216238665693,0.42625268674545913,0.17873393167097024,0.27777418196502657,0.2977508286381298,0.4491570527706978,0.3347389339066643,0.20182169575782144,0.660504440347423,-0.04734063423382853,-0.02043554268359625,0.30455962562904093,0.5099507886642223,0.03439906678871441,0.3270989941302676,0.6849528761711242,0.1834624560031995,0.13772052060505957,0.1340002867221797,0.21531022404868477,0.35321289391764793,0.11067434225643731,0.22201570703275597,0.14777097176025622,-0.01599028509923445,0.6891541142094233,0.436883749253701,0.6325208841161225,0.6493392266810651,0.14895482411006863,-0.26129415718097787,0.1177570397945155,0.08823820082436326,-0.11618299096660478,0.27168549818018733,-0.03869651432870855,0.15616352880212275,0.06831947506288838,0.3787602945199801,0.3011598634268114,0.14959685294255176,0.1886894193819213,0.5019742626827014,0.3569750859758683,0.2607328122954019,0.24677255522813704,0.34214855573831177,0.47009050606547875
Frontal_Med_Orb_R,0.47254150372816334,-0.27911933017557994,0.013976250757397337,-0.001657132569481411,-0.10028812355797032,-0.3866085737898219,1.0,-0.08099236891645395,0.07163220362513578,0.22147296830889215,0.2641901142586865,0.2627734381113033,0.38191014808649165,-0.05462977213004329,-0.1141197779712986,0.23646471410535475,0.08698158010051842,0.15274006447649358,0.18741820542939408,0.38539855082128965,0.3643909744302905,0.23818037970093817,-0.11850587861604939,0.2315170758151577,0.41227559914304296,0.3082928135530344,-0.15327000025102586,-0.06193236426850247,0.2682431462670723,0.08904680756862914,-0.04075330066884319,0.023090443619627827,-0.09883094362633862,-0.03619072391955515,0.03297758362964979,0.10252699750884878,-0.12081971781558166,0.01033615501584857,0.15646802280662703,-0.3075943427722131,-0.006380826745522239,0.06745791325933648,0.05046981822318632,-0.133134221389212,0.3306733570748019,0.2760499115472739,0.23512886752992138,-0.26310740822284895,-0.12237369299998256,0.00739643312175001,0.11743268679257829,0.3094117406498709,-0.010057248941339105,0.4530989238865632,-0.002731803300993431,0.3432669656403584,0.14556868645860335,-0.15216793362685813,-0.11773456730878501,0.14650568590343302,-0.1010624963735138,-0.19515030265106717,0.26683385873414783,0.11363977857055696,0.31114990975189616,-0.12294568653743616,-0.1319917155049219,0.15451870217612995,-0.13490352991385826,0.08774536808613015,-0.2120855495592691,0.4006520174290483,0.10763207449458533,0.04152746389600804,0.12202497153729104,0.05806941110036334,-0.011798989085105247,-0.1637967838313949,-0.11072844644132362,0.17400399464750996,0.09868548197928427,0.05125326052528089,-0.008116093139657112,-0.012567264617384562,0.21089012066343005,0.03478767087198408,0.08347288076816997,-0.3196305852105221,0.03338551059422359,-0.35477430996908815,-0.06817523835849233,0.1631179093113503,0.2526426217614041,0.2125318258643032,0.025268763541771707,0.18818197386185703,-0.01572130049519431,0.3524240679868537,0.15235599237084294,0.40795530491602283,0.20861966976273832,-0.11149667357875111,0.24921815722877458,0.028040673193457828,-0.05868343711050239,0.07609474628539699,-0.14676637311463137,0.28164518344197365,0.007232127008061758,-0.04572729196098551
Pallidum_L,-0.15086142452826887,0.3509052338468835,0.39352350291297045,0.6817341235966554,0.5349756811890415,0.20482889855469066,-0.08099236891645395,1.0,0.2816178280276398,0.5920685721124155,-0.11991698630631702,0.1508692389932166,0.062337928962144115,0.2655898497675081,0.5861324138561465,0.20480092375145664,-0.1257945916172089,-0.3742375431679833,0.030235927292779487,0.04821769338928107,0.12351692190352306,-0.3375260676809429,0.07753164176347863,0.23794235209033032,-0.36845945092426613,-0.20224865761027108,0.7084295200293493,0.2226714309242815,-0.08489707696902059,0.009422149743667415,-0.09727058824655979,0.4878560917686732,0.8517913751948262,-0.12690139719782598,-0.36598512560120966,-0.2359396819071232,0.1139885117830154,0.7016436097358414,0.2717741679229265,-0.09989715688482989,0.5430970013893932,0.2891361019500434,0.2932998771669968,0.059215911701086754,-0.2790593751141896,0.16731793116484125,-0.01617602957015206,0.10862284407701384,-0.19104403986301532,-0.2843827302441938,-0.09436303319156988,-0.0923654493424047,-0.24002815169743644,-0.5509131443064801,0.3001786396913514,-0.19185234431284887,0.6021051613130805,0.08090018051440341,-0.3965767527887474,-0.09339351981814632,-0.21229418523103463,0.33702032771073576,-0.40613212127726206,0.33785922527716605,0.11366718350165851,0.2482922782494738,0.05363402237523164,0.053906026678756505,0.48528607815890934,0.12891926483887167,0.5204122691370058,-0.1593134183244188,0.6676785534666397,0.5765837249698086,0.07604200065007194,-0.5616439024997659,0.46691237734923885,0.1245753276706531,0.7263797474813565,0.2334575510675068,0.40808345296874204,0.480035416732489,0.5805556544641688,-0.5429540435982599,0.3806294427648799,-0.48659901600572814,0.1817481496154851,0.5195298813528162,0.6418456395930268,0.16039859667257303,0.6079851777234991,-0.10041475782996376,0.456021251363794,0.6006787641757442,-0.3209277448464538,-0.6365409151817512,0.3889025275715271,-0.014129532871115486,-0.3755630276474375,0.12789804535012614,0.2846927392259212,0.5232520177671897,0.28399200433301874,0.5278383294164776,0.4397642883701203,-0.24879741602511402,-0.25901328619611963,0.24181921597018063,0.5216753803578291,0.1907039896991848
Cerebellum_9_L,0.20824872684948506,0.28278981052047103,0.32672353688196115,0.4835160710659609,0.7372146778153112,0.19717378237640698,0.07163220362513578,0.2816178280276398,1.0,0.49988121174414685,-0.24992256967658,0.24767729078368328,0.17608949825350123,0.578426710248644,0.37217058311425527,0.3225692023713396,0.2540482552265372,0.013007542820114314,0.6745489681219722,0.2723394821051833,0.22605274580940427,-0.3801053233704632,0.5062085752237653,0.4587727454601594,0.253961957398638,-0.030442637479372082,0.3294885431579306,0.3136277344399088,0.05169331364221193,0.36791393177536375,-0.19170784947538977,0.5171397124105425,0.49223868539470833,-0.03683176008388702,0.3929461920544188,0.4602878202175128,0.4456594179244156,0.48769586421025835,0.3821049331162119,-0.039287101563996944,0.5742886023986511,-0.1704330008357527,0.29631754735997734,0.05167212820700381,0.006355643379534795,0.4488209884126977,0.3840115537752179,0.2945048141008887,0.032739198319041735,0.10400724282778474,0.05727207458181385,0.39343052305729026,0.01079947893787131,0.04104530902795389,0.6099797496598564,0.41195873514439507,0.5906037572383488,0.19795168783306294,-0.18854102936820594,0.33659285225570706,0.42003169224019543,0.2817346385410144,-0.19438524813434316,0.3377264385297773,0.35986224326473504,0.7247821651598488,0.004989356432584128,0.4065340432402502,0.35929267396297887,0.19272413897537366,0.35042491039797113,0.26744645513814536,0.12928908636418548,0.505718225505136,0.3000704802953518,-0.23682697404543163,0.4031961892680291,0.2949223875898678,0.3261669108371575,0.3627585997169783,0.47422874500228485,0.22516904395865334,0.5566141137845503,-0.3204071808828634,0.4031643638322332,-0.23890311083614973,0.1961116763657373,0.3855903934707987,0.5593375780100267,0.2821735431594658,0.3384510177616763,0.32263938788407465,0.200892669924552,0.31365928951705746,-0.22011948898346817,-0.07272407410608167,0.37269633130163604,0.42290151073982657,-0.048430914646632676,0.38081185493133113,0.4887914721731208,0.4188194197914312,0.367977873558462,0.5589449222371595,0.47795516969236856,-0.02939622535046657,0.17113596890704322,0.431578934447763,0.5527233580408027,0.03422814004779708
Thal_VA_R,0.24375905152782765,0.3934935634374649,0.5200179533513242,0.7912599554960839,0.46260632836711246,0.11942658604756597,0.22147296830889215,0.5920685721124155,0.49988121174414685,1.0,0.0003086860245179019,0.32888236625330647,0.5859892683486163,0.3872123927202674,0.42627660310887205,0.5717433935500172,0.13732351400952744,0.0924242554544234,0.30884361839934654,0.6360734977210729,0.6373166179079188,-0.13242634747741958,0.28482607126929643,0.684965945234992,0.3381256521103693,0.04353685942832043,0.4339227288237001,0.4316608258471719,0.37654350299359246,0.48008307706920694,-0.2235891024065073,0.6750793873808134,0.6877282498355929,-0.047451509730467786,-0.07706215401064247,0.13630137373708132,0.29485508157181506,0.6974292154772797,0.6713144683151363,-0.22699733802796138,0.7136028726604976,0.2571991965577542,0.5459420279163262,0.019559232534022447,0.1963131013009861,0.58002948672453,0.418530529719057,0.2557756909790981,-0.2669576662422012,-0.014431583769047997,0.12584714134237082,0.43898335924031356,-0.0534042846292082,0.07072915653853358,0.5624574423352582,0.3972824024468862,0.7906411113148826,0.11414441377674674,-0.18806216360665248,0.2841479861176487,0.0958192539579808,0.31492027110277593,-0.12015291344687977,0.6582949692040166,0.5733406240782238,0.35869871040164925,-0.009700824636145904,0.4341521319109885,0.450674077381469,0.21670877094030466,0.43750659318898477,0.4924676776528775,0.47931585828516443,0.7437684972985943,0.49896944211528044,-0.361368164036723,0.4898951159054563,0.3850458928798252,0.5429525357652083,0.6680822571445943,0.6705183920742945,0.4848759704445281,0.6649658304427009,-0.3244316075128194,0.6851746793022916,-0.11723313370545214,0.22104541836437855,0.38441899706726673,0.7397794225503521,0.09894417080953044,0.5535869128592845,0.2123225795672269,0.38468169511281486,0.6856293463152964,-0.22228191816790935,-0.1505052218941075,0.5368754556145698,0.475681208242415,-0.023257269277696748,0.6942660347561236,0.7434106564748226,0.5592979045364179,0.6817802302593753,0.7256460335292355,0.5613603059216965,0.01780627531438531,-0.04346696964233161,0.743822317492504,0.6760957535883984,0.13210379054350824
