,Vermis_10,SN_pr_L,Thal_MDl_R,Calcarine_R,Hippocampus_R,Caudate_R,Heschl_R,Thal_PuM_R,Vermis_3,Occipital_Inf_L,Occipital_Sup_L,ParaHippocampal_R,Cuneus_L,Thal_IL_L,Cerebellum_Crus2_R,Thal_LP_R,Red_N_L,Cerebellum_4_5_L,Cerebellum_10_R,Pallidum_L,Raphe_D,Temporal_Pole_Sup_R,Temporal_Pole_Mid_L,Occipital_Mid_R,Precuneus_L,Thal_IL_R,Putamen_L,Supp_Motor_Area_R,Frontal_Med_Orb_R,Rectus_R,Thal_VL_R,ParaHippocampal_L,Cerebellum_6_R,Precuneus_R,Frontal_Mid_2_R,Thal_VPL_R,Supp_Motor_Area_L,Frontal_Sup_2_L,ACC_sup_L,Thal_MDm_R,Paracentral_Lobule_R,Angular_L,Vermis_9,Thal_MGN_L,Postcentral_L,Thal_PuI_L,OFCpost_R,OFCant_R,Thal_VL_L,ACC_pre_L,Cerebellum_Crus1_R,Frontal_Inf_Oper_L,Thal_PuL_R,Thal_AV_R,Thal_VA_R,SN_pc_R,Thal_PuM_L,Cerebellum_8_R,Parietal_Sup_R,Calcarine_L,Temporal_Sup_L,Angular_R,Vermis_4_5,Thal_MDm_L,OFCmed_L,Frontal_Inf_Oper_R,Temporal_Sup_R,Insula_L,Occipital_Sup_R,Frontal_Inf_Tri_R,Paracentral_Lobule_L,Amygdala_R,Olfactory_R,Temporal_Pole_Sup_L,Parietal_Inf_R,Insula_R,ACC_sup_R,Rolandic_Oper_R,Fusiform_R,Occipital_Mid_L,SN_pr_R,Thal_MDl_L,OFClat_L,Thal_PuA_R,Rectus_L,Cerebellum_3_L,Thal_LGN_L,Frontal_Inf_Orb_2_R,ACC_sub_L,VTA_R,Vermis_8,N_Acc_L,Temporal_Mid_R,Temporal_Mid_L,Cingulate_Post_L,Frontal_Inf_Orb_2_L,Cerebellum_7b_R,Cerebellum_Crus1_L,Heschl_L,Cerebellum_6_L,Pallidum_R,Parietal_Inf_L,Rolandic_Oper_L,Thal_PuI_R,Thal_MGN_R,Red_N_R,Thal_LP_L,VTA_L,Precentral_R,Thal_PuL_L,Cuneus_R,Temporal_Inf_L,Vermis_1_2,Lingual_L,Fusiform_L
Vermis_10,1.0,0.2631402836991715,0.40360767077692633,0.18566688040761606,0.5276853025797082,0.10806355559795283,0.568617244191474,0.45784957698437956,0.3236322532049302,-0.12698145881819498,-0.4450377576991706,0.5442361844549714,-0.41280609481500113,0.22764553074695498,0.04990820570102399,0.19019613993054943,0.4945579399524072,0.29336664186447736,0.1315796672637701,0.456021251363794,-0.07633263717120807,0.044952832085689565,-0.17540178361786438,-0.20529321067693265,0.06375665498429851,0.2984534184845708,-0.04421597934457976,0.1877881048398328,0.2526426217614041,0.05638045438930553,0.44241438056866844,0.5235608582329867,-0.039584550227218594,0.1620831610080788,0.08421739050685004,0.4343954672529269,0.1482595956821949,-0.08104840475184659,0.08992777256038471,0.5076338741683217,0.04930224460866759,-0.1881382434030076,0.2058871888884429,-0.26169489474957697,0.23552150638381808,0.4180918513237911,-0.25324314424120997,-0.1561338755629466,0.40559749234855674,-0.0415162158459755,-0.44319982267722235,-0.07979609538809157,0.24148968926653436,0.3155235163922567,0.38468169511281486,0.053453900396848254,0.36555838442945915,0.2143483707574555,0.03295346114748363,0.01606480883603885,0.012892840343002756,0.06822255867616242,0.17679210268460271,0.4726944993818245,0.06486843152087743,0.2634841637690028,0.3504469225847435,-0.26129415718097787,-0.24781861884025871,0.1265273471490036,-0.0299189654775544,0.1340315230208692,0.39558554647677413,-0.1930637680888104,0.11919721636335842,0.3060888806255575,0.11666984270328004,0.38604311279825937,0.12791166498960624,-0.3501989155527216,0.45728555006693544,0.3164728231934518,-0.469551347041005,0.39044674575192356,0.31522995156209177,0.23901302095719243,0.3184585625767538,0.2599413209339623,-0.01358851939131197,0.38102376899641727,-0.22857136372723613,0.3208525972294518,-0.10796662040327568,-0.11952066843420543,0.04166059878525802,-0.1366432194260189,-0.25356716606680135,-0.20814902097685514,0.31918490274782535,0.06745826019758094,0.5842463884677984,0.09876996133866554,0.0946370984112083,0.4708232405432028,0.10395510829574517,0.5029282508922114,0.13850618464897116,0.34798127546848906,0.1720284275128827,0.15626627304037446,-0.36556090684497516,0.028083915043915334,0.12810119253146549,0.3075078195535803,0.1872864581771175
SN_pr_L,0.2631402836991715,1.0,0.4276558533633744,-0.0491345507937547,0.4366589452542154,0.42693788582817577,0.35498272522145385,0.4628604055433379,0.28879276889153366,-0.07281627376597419,-0.21390814469932307,0.6440867939281223,-0.1205253754022484,0.3061919199570963,0.1166420016478908,0.4406392878830437,0.4651343019012402,0.2830909573970502,0.32989890863601296,0.48528607815890934,-0.12137341137523183,-0.028753888117123205,-0.2650618686260565,-0.25585716634588324,0.2460935940499535,0.38361730799725036,0.33839292470478216,0.32962082283335425,-0.13490352991385826,-0.19889608489313493,0.464158073300563,0.38988779211597435,-0.043325670632023985,0.2540148044112979,0.3150813984574745,0.30472604390646546,0.4304781940957902,0.39919932742845926,0.5119592891558896,0.3422415150555862,0.13360834955775466,-0.053067514811758164,0.18581711557550173,0.01873461810285005,0.3476968999349574,0.3799369062537074,0.15805422546264059,0.029794476694225837,0.3415481390401631,-0.06368415286447669,-0.1624675555177735,0.2875668773384972,0.34897544071236214,0.3045769461402055,0.450674077381469,0.4024923942313202,0.5666754486212275,0.4111712874454373,0.15425785230559635,-0.13389998805810324,0.3724439009702027,-0.0974653913075708,0.01613343518601263,0.5075606877934474,-0.0974505564562428,0.1219354216618607,0.08825603973494765,0.3347389339066643,-0.2728083402230292,0.20060416983788154,0.06870833359251181,0.21484739574398592,0.20513430806901128,-0.018738333888080105,0.24253525709926368,0.34099541499613567,0.46627820283800087,0.22287308009786666,0.14094652709150018,-0.1245043739000468,0.5819387887759614,0.3944972014775122,0.09070934920811594,0.4082722899492619,0.04664153667468744,0.327780160602436,0.4471851180501202,0.24834550496367988,-0.059028594564284616,0.25156326471600093,0.01961230116356756,0.11713022063087565,-0.2084416100214659,0.010290974230943403,0.18388852619130716,0.4035687553607295,-0.03018442508000673,0.14454800944074564,0.46256006990108256,0.18038759727888845,0.2528759524568392,0.26617864552384446,0.5198004557052035,0.44428791534665735,0.18744886461988225,0.3557023449953835,0.49392401596439917,0.24742445731615986,0.14129102520692652,0.3909677122991295,-0.22825447677360824,0.17437421349489718,0.1613411027330443,0.11922691053213821,0.29147237810519455
Thal_MDl_R,0.40360767077692633,0.4276558533633744,1.0,-0.03378929865263077,0.6955223579388813,0.4399255279577635,0.47522696350910587,0.8322155911326542,0.508106226087891,-0.3489429501175573,-0.4976557256728521,0.6924161737432111,-0.38040587245077295,0.42326215693176317,-0.10130350685092634,0.25175275063216446,0.8564851446515227,0.3342991650191414,0.5180806674131734,0.5430970013893932,0.188134297312648,-0.08131755668094594,-0.4132789484860258,-0.2900850669430545,0.2486402753806541,0.47944269168442033,0.41598322918961844,0.47638446880086294,-0.006380826745522239,-0.06208569103559892,0.8402609016523421,0.657856639345963,0.1810830905968845,0.40237275304185244,0.3813765543422441,0.8254808525687926,0.4660615553252839,0.3634487882461034,0.3518198980852244,0.6317816569051309,0.18330691388142684,-0.1045654284879642,0.46314304893645275,0.07457006902831795,0.507188061804478,0.5607878361924917,-0.08608113538937752,0.18172607076801772,0.7968354736103109,0.0175612697356077,-0.5106874001909338,0.25806556861546615,0.7724662467668921,0.7790149084662285,0.7136028726604976,0.5677537822737093,0.7503329542336399,0.6294181940327924,0.3410494854659568,-0.22376810976684725,0.29361289199323987,0.1598475324545064,0.315695725479916,0.8472883168280915,0.30774943263927995,0.4675563557488309,0.38672263004658886,0.13906089692500415,-0.29982675770429507,0.23524998750499354,0.04219539363608646,0.06417694992557775,0.4212209750718507,-0.0946688106786103,0.5310310307987034,0.42258896249693056,0.5489285300799922,0.3816148250363952,0.31609402790979635,-0.32409894025319747,0.6895356563548958,0.7731369770111279,-0.28924779417915325,0.8565437252773894,0.25771732211048975,0.30060623119489976,0.7383772672699727,0.46218409351336864,0.16924294967316722,0.6497356157111003,0.3095671464892156,0.4680268785458079,-0.19563518038073177,0.09628706199521937,0.2637547444917194,0.2597999868039617,-0.2327852760015101,-0.06849542434046176,0.5631323492503836,0.5090864210717112,0.4894205341435187,0.43005707320101233,0.5011622437887907,0.6360628016239404,0.08421507276296018,0.8275630369004433,0.3405675755664371,0.725711510885297,0.2242511217167206,0.4493589911078988,-0.4017796390879049,-0.06876238120421235,0.23598816843954076,0.38499313373187677,0.52820690833732
Calcarine_R,0.18566688040761606,-0.0491345507937547,-0.03378929865263077,1.0,0.3280913449003352,-0.2623780057667277,0.24374472677934464,0.12120040007309663,0.500828811607473,0.20061923025789524,0.4211149615617964,0.02356087540968703,0.5176115457509906,0.11410684585168278,0.307496837419043,-0.04699413672240691,-0.04905522831633645,0.7339012264917362,-0.12871730928498795,-0.2790593751141896,0.11197845693486612,0.4873943257096952,0.34111318479718356,0.6622085028859809,0.5842339408681876,0.2966731654160307,-0.16810631101236995,0.37489415118908775,0.3306733570748019,0.21124905957206827,0.08070446590562529,-0.09391118636979702,0.3431852328982975,0.5423835613141623,0.1966794941710112,0.11054367204535083,0.3159323741287624,-0.11972835114334039,-0.18594168856476204,-0.0136026487638808,0.6256240759596196,0.6027840974185912,0.2940873479003241,0.3539845497945854,0.4967493872291591,0.41597176511626593,-0.16219733417184953,-0.18092516803217473,0.07880617606661128,-0.08740216389750471,0.153771869092967,0.3726144066732626,-0.0007904318706240718,0.1260163572772226,0.1963131013009861,0.03797839128442718,0.0945452759131994,-0.07878366633779085,0.3815137248971384,0.9350961751755253,0.4016093747220234,0.7229797355117016,0.7390091826834502,-0.026934781966324237,0.12518232297877144,0.5015733912897063,0.7190750896493476,-0.05804633912764285,0.6661662494423942,0.37339747364882575,0.6114142563270357,-0.05064685499484896,0.019184699099377846,0.303708214115718,0.38654538874206534,0.23797624057397068,-0.09809403941159171,0.598318590790316,0.5468045114978265,0.5129101060887892,0.09993015536596525,-0.06845907593707153,-0.22683629745053718,0.04351715329165555,0.3330187319490543,0.6158566836115312,-0.015580366738736782,0.013449169089325598,-0.12847198846462002,-0.21107898803647296,0.08973463069793024,0.003362633737422125,0.7312796055249922,0.49979926940525,0.49499915595710625,-0.49414343464819116,-0.09265432592612174,0.3127027218885567,0.2267114461698839,-0.23058253783084293,-0.03225671598956291,0.4714710171081661,-0.15489512857881846,0.31367156253894496,0.362052481791855,0.0902959164073378,0.09953654792008138,-0.24393599690309883,0.5760897362034001,0.055788718098582074,0.6486882094240003,-0.24909786490780772,0.5777652472284325,0.8108457836303108,-0.007218223697494486
Hippocampus_R,0.5276853025797082,0.4366589452542154,0.6955223579388813,0.3280913449003352,1.0,0.393434386103324,0.7409320098560056,0.7231620331011801,0.693252128451522,-0.251183030595852,-0.34613194115885326,0.7649168423683566,-0.2209964197619005,0.43381483750667554,0.10254404275788213,0.3604003298835816,0.7265094350290905,0.6173316190105267,0.3038436066947152,0.5131247108783052,0.3297436377523366,0.23878140944811535,-0.16235134655191155,-0.11235313570191702,0.39054516163214287,0.6383160838118976,0.2370958106945007,0.4884149432125448,0.1355516274982141,0.14931634863562035,0.775034651576215,0.588102729490412,0.27202651976144027,0.46347216063750246,0.482170965584402,0.7231300275600101,0.5165732631193591,0.4097974996150198,0.482134953793845,0.589390795777953,0.3771809667773387,0.02737129359359392,0.4224423948573323,0.11951660909777613,0.6283751287894287,0.6807224655386485,0.04242103957558264,-0.06481733476883333,0.7127859749669622,0.13569527065714418,-0.4285583980264588,0.33831602664397287,0.6110483159404484,0.5797657000696886,0.7123476914996332,0.3068965015715962,0.7296690790996195,0.41083930942533825,0.2677354854338216,0.12059242056253966,0.3667598828919473,0.2788603173009871,0.504386894195606,0.6972775766014494,0.23706479678816425,0.552837225735626,0.5925734442894135,0.23602751007037845,-0.15543182610653508,0.5141840191725198,0.2747595258398822,0.04820056576110212,0.46575915751631486,0.03828703026612235,0.4543071400277564,0.7051016193405513,0.5979572569702688,0.7046479109181804,0.5626796511254976,-0.1636184719795879,0.7339743895705765,0.7085431437759907,-0.17063537954042737,0.6774236044829122,0.3253314021929837,0.5979812125065854,0.6380109677157201,0.5821177964513998,0.034725689616349156,0.5125229293690138,0.07491616018419746,0.28570988797165403,0.0820302384367267,0.11371841207483559,0.3227507336627808,0.15918634528503556,-0.14797413573414853,0.014463923425626362,0.6563674215786723,0.13775489279386008,0.5187997861755025,0.46206009107267193,0.4648345852081432,0.7426997553935903,0.32786378217875506,0.7792722992684704,0.3534346561731687,0.5619471728633172,0.4152131655368483,0.45707456651263856,-0.198282703367739,-0.013113099872121822,0.5330296133296605,0.5509975439710337,0.5222760295739282
Caudate_R,0.10806355559795283,0.42693788582817577,0.4399255279577635,-0.2623780057667277,0.393434386103324,1.0,0.3422142753583937,0.35391635045959813,0.24104806133720738,-0.24282333468196116,-0.2741340152841729,0.5827548457620984,-0.22526943772500954,0.10009974936300335,-0.05874103389758115,0.6362197074977949,0.45452213034375594,0.05776090864767716,0.2504666358448338,0.7084295200293493,0.3937537963839395,-0.042491263501620455,-0.33154087047982,-0.3758795275654087,0.10521969219769335,0.10066076499384662,0.1905905078075522,0.1909809958923699,-0.15327000025102586,-0.19383280356520644,0.533108615066585,0.33893655556148927,0.16568969249750484,0.11061175377976287,0.21759250057458754,0.2858103731401003,0.2762727821844926,0.3974316110895967,0.5919050246100578,0.2835948339025043,-0.014781461694753726,-0.2745567084692763,0.06789200633166759,0.05539213576666841,0.12685473683378623,0.14368838668055242,0.18298702427467706,0.08578540904820078,0.31277179025553276,0.19219134519176662,-0.3784522003849544,0.1429454205190992,0.23702131562163545,0.2768911153093124,0.4339227288237001,0.2943029673524383,0.49290765716051255,0.2079892698733412,0.028760954295819926,-0.43787292732242034,0.10652219820025982,-0.23735042470403697,-0.05091657249048708,0.4221062436142406,-0.08475956913327287,0.0941071004125946,-0.03395156730710352,0.37303647771965553,-0.29183582026177685,0.2626917566457315,-0.0929272544498703,0.027059961109135205,0.5552918738343996,0.001732066245824001,0.021179064623454234,0.3639429810750181,0.5698999993691186,0.10042452844204004,-0.0895336026702022,-0.2194907261796245,0.30547352168475944,0.6780806552587135,0.06475258794515329,0.41314312627821154,0.029037437112058927,0.1055119907060762,0.3781942452555182,0.3807432476014532,-0.07300605007186721,0.33624559169314744,-0.11954950863412808,-0.10257520546076186,-0.33056482306187573,-0.1365993489972035,0.07865528586558533,0.4174734830221778,-0.002987605004053655,-0.08589795478805028,0.37231933033020614,0.17299947412193722,0.2514557955782574,-0.009426183519702407,0.4731601081621836,0.31664601930792674,0.012461526084051171,0.41404302641466834,0.33834628560809993,0.4665317183581909,-0.0371658404377175,0.43612772243621684,-0.26950770940183205,0.0945986468859905,-0.009736905838704603,-0.07281166025588712,0.43777233908640545
Heschl_R,0.568617244191474,0.35498272522145385,0.47522696350910587,0.24374472677934464,0.7409320098560056,0.3422142753583937,1.0,0.5391978947441884,0.5527841963467397,-0.22392877226277935,-0.4188738582275264,0.6874991307863956,-0.28529483601336414,0.3187425551127772,0.11613799630433133,0.4319980565592946,0.5991474908573314,0.42039214079144843,0.22406548297384288,0.6006787641757442,0.13031009070024302,0.2667668410362956,-0.08079516979117099,-0.2887123356879814,0.343693830744533,0.5738775508425907,0.0746068892792838,0.46419706799349264,0.2125318258643032,-0.04076733131080687,0.7035866630691276,0.5062221361631706,0.06363431016209063,0.4694684401221376,0.5545376048428746,0.5007328816090136,0.4308329431848371,0.23648644922105183,0.4315589081844506,0.7196940727398805,0.45657672008097483,-0.08831069734494042,0.20200949756434938,-0.13682039936602894,0.6024067278174212,0.5021674338482339,-0.04940551433007745,-0.13472652330219664,0.613426859915029,0.17538354125898203,-0.42321028674856104,0.3165140004518573,0.3251312088538549,0.4316614925844402,0.6856293463152964,0.022991470789697856,0.5826416865736309,0.19682295747290723,0.11923898192911948,0.07504957995688284,0.1983489225807014,0.11243461730387713,0.26598083104542103,0.6309060665381714,0.11767846125313873,0.5503999564713631,0.4928393085611819,0.1177570397945155,-0.28081590822525443,0.5809723788797149,0.3568607478270724,0.27367904179537245,0.5222327144899056,-0.07731123571090276,0.2835546369515075,0.6736541529658683,0.45961369714067024,0.6964372096323358,0.3312672725394719,-0.32238364591345514,0.5812219714435183,0.5289654978572266,-0.19638933433236863,0.5384079989638013,0.1962143994818359,0.4364000709064585,0.4170584766277081,0.6041086229337832,-0.16726344967247203,0.3908834467087958,-0.11014554139597811,0.2711358019244183,0.03175752640571392,-0.07735398894656362,0.3601870139046564,0.10435526522780993,-0.2266506649273846,-0.13958501402367915,0.6631369562234212,0.06710064780582588,0.6432017520140072,0.3631111091061963,0.42161077995862933,0.5308199024009999,0.35006502143924634,0.668504635795441,0.32696988074827066,0.3373844243626208,0.4813573811858783,0.34075028664792667,-0.2977268117651946,0.10904164193782975,0.3597845248482242,0.3620943928726824,0.22846980352440596
Thal_PuM_R,0.45784957698437956,0.4628604055433379,0.8322155911326542,0.12120040007309663,0.7231620331011801,0.35391635045959813,0.5391978947441884,1.0,0.6006142726606002,-0.2869978974233715,-0.36176449023323376,0.6566819809207873,-0.24035805251609224,0.5572382041386373,-0.11314098298860452,0.3863584993836128,0.7376126067369495,0.5038603741462235,0.42835887762616826,0.4878560917686732,0.06982414356383708,-0.01995893933086808,-0.3474760239201849,-0.16963789622158496,0.37674302839733637,0.5849005090707218,0.37510170236537643,0.5228330036071765,0.023090443619627827,-0.12479067681408663,0.8183824759162552,0.6138775573026606,0.103105092302727,0.4679196137483221,0.4041446188748112,0.8095771114677103,0.5341176129588528,0.36264670236813756,0.3752786707953495,0.6601446502077489,0.2716027822728069,0.039170025787610224,0.44317311510249985,0.1176315573495359,0.570174927293526,0.7368385892714012,-0.013717146021158914,0.12143918780202374,0.7815113655156135,-0.007628092327100443,-0.43984189851768574,0.367995405259512,0.8115327857672487,0.7082130810214111,0.6750793873808134,0.46073072807180515,0.8624472156222441,0.5712029808286027,0.3692961425870618,-0.0444822711558868,0.4345670692153911,0.23932634984623558,0.43209427241526704,0.8370241251164539,0.22576252629014257,0.48764942665283306,0.4877104325760421,0.16428031460495346,-0.19684132234040744,0.3073086865349307,0.17298881953741774,0.10495738811817999,0.31080255337282714,-0.08767233920672213,0.5092624891839992,0.49001230680914004,0.4997329872444187,0.4958754050203805,0.40001523411818884,-0.18683431931982916,0.674261844267289,0.6785438762534888,-0.2501540605327297,0.9078313164607619,0.2870830280665726,0.49813060130946635,0.6794703460890873,0.42533757802315453,-0.011837667764434198,0.5007094049051604,0.2081353549492896,0.42071532320580174,-0.059239685940624454,0.18277352743705294,0.38069283297197504,0.1816642151361591,-0.23579324982208197,0.007981071537634561,0.5773959294189008,0.400900002484054,0.41660374211257933,0.49157968772525373,0.48029992846471004,0.7621574736815779,0.23566217967482703,0.7442540567942632,0.4843592402604879,0.5226756906388728,0.36596234880403616,0.6667520378416658,-0.3057503320352158,-0.05614343060964781,0.37533935133074287,0.44845775682214234,0.407495857740382
Vermis_3,0.3236322532049302,0.28879276889153366,0.508106226087891,0.500828811607473,0.693252128451522,0.24104806133720738,0.5527841963467397,0.6006142726606002,1.0,-0.010825259480476504,0.07924615538508106,0.5204768614348191,0.22595608548311957,0.4812751797727778,0.26822385961009354,0.25539338199773604,0.541003479527162,0.6922459912514971,0.2794149350107078,0.2900929425084711,0.27887671620475435,0.23313518001007424,0.12793039273734189,0.21031384348480886,0.6445137348054286,0.6607459855635195,0.051780109981769365,0.6753966247485683,0.19795087178378376,0.09494131551208713,0.6171855176902012,0.44877030554021335,0.4993528606775716,0.6560495377956257,0.6125639976152466,0.6124813462077414,0.6458808813576616,0.45396538925279134,0.3994492545673128,0.4272779856134007,0.6077000882493128,0.44814767247771836,0.3213517128659296,0.39866229635111056,0.7188325757953147,0.6986640047479776,0.019430685401228054,-0.06613569372702101,0.6456831295305047,0.12581381526567093,-0.060823995454625655,0.6081919290608012,0.5455563801215554,0.48392224201030326,0.6503843699506945,0.2933733736733262,0.7043635575146231,0.23315830035423132,0.42811072987420984,0.3740367530201771,0.4060020108783704,0.5289788698599726,0.6687873430941569,0.5314494591482978,0.0852849409922415,0.6750332257315593,0.601624036051185,0.23822671533556306,0.22101994782836304,0.5420697324922871,0.537949206757114,0.11399777652546349,0.33284292746560473,0.11505928641514558,0.5631515412525993,0.5573620179986021,0.3828176412453604,0.6458921899811574,0.6649152063272386,0.17058925142153217,0.6024058648732611,0.5194991413233386,-0.13818326328074168,0.5903707649871524,0.32671638558614235,0.7126194369269635,0.5444250825940534,0.2933926547016936,-0.11780136414506256,0.28843600715929857,-0.003279246214326483,0.1604628707030719,0.374522621424106,0.30619130435505365,0.5688079220290279,-0.03036758549209199,0.05090935369327345,0.1461541622644725,0.5448360456487483,0.2092214528879561,0.32048520949833437,0.6663096973835956,0.33467207577941127,0.6378424377041095,0.4858500708184144,0.6267294626046926,0.31501260446355456,0.24971523246673563,0.6346698867692759,0.5474908390579645,0.20310680741685821,0.12025077095713306,0.6182013684674249,0.6075731355980261,0.5218502357259119
Occipital_Inf_L,-0.12698145881819498,-0.07281627376597419,-0.3489429501175573,0.20061923025789524,-0.251183030595852,-0.24282333468196116,-0.22392877226277935,-0.2869978974233715,-0.010825259480476504,1.0,0.4383567442515441,-0.2989922879653882,0.3800837838456643,-0.05899638630954174,0.11571297908691767,-0.04472125151031213,-0.3816175269667729,0.13319037052358068,-0.3007454201845538,-0.3209277448464538,-0.11743733240821455,0.14855223101503687,0.27123202266996027,0.30000880626782994,0.020458470096998953,-0.09292951928681674,-0.08224986085702159,-0.13253770924079916,0.025268763541771707,-0.05509947046508978,-0.3331349993580761,-0.29187762153341346,0.04563032776648039,-0.03897928076872809,-0.03170280201595247,-0.28177432304471844,-0.12785198154446412,-0.058832944133365726,-0.07319882702084494,-0.31441746485820654,0.10214406116388015,0.3407510243084131,-0.04151408621151657,0.19839168644583402,-0.04815989972243922,-0.06664157833413388,0.11261587872215577,-0.14163280320446864,-0.28994845463464025,0.026414453101019714,0.3500622912471569,0.17374536203965166,-0.279780429831821,-0.18670709443116237,-0.22228191816790935,-0.20643767797140639,-0.2529288821952287,-0.14701702944317638,-0.03605840873331052,0.3050068303714849,0.11475508859780992,0.143061290512925,0.08242434846611764,-0.3490798590152698,-0.12737461011711365,-0.052252752919215474,0.03336874479078479,0.08823820082436326,0.3136603367127333,0.005666725116639012,0.15386602647251357,-0.01943144276910196,-0.2594879787803388,0.2170358654503737,-0.09649481389325443,-0.053106029354024,-0.17018827836836592,0.0341601639290386,-0.028687478510288585,0.2885290832047019,-0.28222122939135996,-0.3259116620130783,0.17931231378030418,-0.3080453224632006,-0.17670039196493192,0.15559269748727475,-0.24703181951235215,-0.2517664015187876,-0.16410106189516194,-0.3585159544821096,-0.011804601261213113,-0.22245760123260513,0.3034303202173126,0.2781615106845805,-0.02758048385577904,-0.19012959114224676,0.1647146686615036,0.20220787957026357,-0.21394782791524983,-0.2267593211074097,-0.2766345694315701,0.053558669950151704,-0.1937965268453779,-0.12985430844675303,0.05644074698067311,-0.3975035008982716,-0.02181809546277405,-0.46535373177289474,0.06663064071443829,-0.06510876524346822,0.36662287459628495,-0.0019096694193400654,0.12654652016678716,0.041335063613104524,-0.1955280294110255
