,Parietal_Sup_L,Fusiform_L,Parietal_Sup_R,Precentral_R,Occipital_Inf_R,Thal_PuM_L,Rectus_L,Rectus_R,Temporal_Inf_L,SN_pc_L,Cerebellum_6_R,Caudate_L,Hippocampus_R,Calcarine_R,OFClat_L,Rolandic_Oper_L,Frontal_Inf_Tri_L,Vermis_10,Putamen_L,Cerebellum_Crus2_L,Occipital_Mid_L,Caudate_R,Vermis_3,Amygdala_R,Amygdala_L,Olfactory_R,Frontal_Inf_Orb_2_R,OFCpost_L,Insula_R,Vermis_1_2,Thal_MDl_R,Cingulate_Post_R,Angular_L,Cerebellum_9_R,Cerebellum_3_R,ACC_sub_L,Thal_MGN_L,Red_N_R,Cerebellum_8_R,Cerebellum_Crus2_R,Occipital_Mid_R,Frontal_Sup_2_L,Precentral_L,Thal_PuM_R,Thal_PuI_R,ParaHippocampal_L,Cingulate_Mid_R,Cingulate_Post_L,Vermis_4_5,Postcentral_L,N_Acc_L,Rolandic_Oper_R,Olfactory_L,Thal_PuI_L,Parietal_Inf_R,Vermis_8,ACC_sup_R,Pallidum_L,Thal_PuL_R,N_Acc_R
Cerebellum_6_R,0.3437103515245371,0.5253312224367057,0.4106685391951122,0.2845919299762342,0.12782733399750768,0.19880404038344762,0.30572745910613025,0.16949455247916687,0.025990164975805263,0.17966445475366066,1.0,0.2457575571706539,0.27202651976144027,0.3431852328982975,-0.010595857844310422,0.04930303721123188,0.21276446200811194,-0.039584550227218594,-0.057924465660222135,0.18985847829652855,0.21309858260029133,0.16568969249750484,0.4993528606775716,-0.3636198850523585,-0.20468050743166416,0.1797823083949528,0.19529910827941116,0.11121642007202351,0.2448262842465305,0.4273837045770154,0.1810830905968845,0.17164536028444652,0.3137369969946357,0.07194863286854154,0.3378506784217391,0.10733184767315623,0.5789316568356903,0.2692093047505378,0.08735628361049436,0.26200027290169087,0.4706797713919735,0.24025214641785816,0.25645562148483797,0.103105092302727,0.18918610528985744,-0.0052383585325722,0.3703049643389777,0.20199810381188005,0.580218097524575,0.2744906962614365,-0.06725730815953293,0.3481212341679329,-0.003172878289585783,0.3074101289844881,0.4561143030931922,0.12310582544138796,0.11544233444267185,-0.10041475782996376,0.27423536759822303,-0.11101172238084062
Caudate_L,0.1947319401813411,0.5101383932679576,0.2430653365214804,0.3202035679045314,0.008485388359314333,0.675408030112802,0.13983915940904712,-0.10769186566805283,-0.010558289727035838,-0.08334262284003091,0.2457575571706539,1.0,0.7186712051981892,0.006730781371243237,0.014863352777870514,0.5552475557683165,0.695696977948364,0.27657381272850307,0.4698278848838838,-0.04788340982159851,-0.28481556461171836,0.6325054244091052,0.544322221551595,0.10805480229733476,0.10468500894875007,0.5755551952316367,0.6685335513644498,0.02793572693887893,0.7024204822102456,0.3723218245892103,0.7616856518136973,0.32129777966774836,-0.06000272526980733,0.5051184680921816,0.6201311129647835,0.06835017863956763,0.10139624910084363,0.7438326159284238,0.4885297251809266,-0.09650558351799662,-0.29882211580996976,0.5216805340997857,0.4136968148573677,0.651952353066387,0.5135590747127943,0.5643429788610922,0.7414263102356949,0.35699503168876,0.328595757975111,0.5902901913202212,0.4085686288916761,0.5390158347910506,0.12921388264795833,0.4333119710431446,0.47095479422484327,0.24054166092830523,0.719796338143691,0.6418456395930268,0.599216011761513,0.2633430587456352
Hippocampus_R,0.2811256658102249,0.5222760295739282,0.2677354854338216,0.4152131655368483,-0.030102739216342288,0.7296690790996195,0.3253314021929837,0.14931634863562035,-0.013113099872121822,-0.041604520318989265,0.27202651976144027,0.7186712051981892,1.0,0.3280913449003352,-0.17063537954042737,0.4648345852081432,0.47575729131104927,0.5276853025797082,0.2370958106945007,0.011846400620195438,-0.1636184719795879,0.393434386103324,0.693252128451522,0.04820056576110212,0.05789218757017714,0.46575915751631486,0.5821177964513998,0.010751428414507888,0.7051016193405513,0.5330296133296605,0.6955223579388813,0.4028998327222188,0.02737129359359392,0.35254175960714934,0.8433350032691812,0.034725689616349156,0.11951660909777613,0.7792722992684704,0.41083930942533825,0.10254404275788213,-0.11235313570191702,0.4097974996150198,0.5042581296808183,0.7231620331011801,0.7426997553935903,0.588102729490412,0.7183460988410864,0.3227507336627808,0.504386894195606,0.6283751287894287,0.28570988797165403,0.7046479109181804,0.04288623346164275,0.6807224655386485,0.4543071400277564,0.07491616018419746,0.5979572569702688,0.5131247108783052,0.6110483159404484,0.15467472118882994
Calcarine_R,0.48674681298660494,-0.007218223697494486,0.3815137248971384,0.5760897362034001,0.11740094974111775,0.0945452759131994,0.3330187319490543,0.21124905957206827,-0.24909786490780772,0.273838015539376,0.3431852328982975,0.006730781371243237,0.3280913449003352,1.0,-0.22683629745053718,-0.15489512857881846,-0.05221645496917239,0.18566688040761606,-0.16810631101236995,0.24390639865366007,0.5129101060887892,-0.2623780057667277,0.500828811607473,-0.05064685499484896,-0.3151561548703204,0.019184699099377846,0.013449169089325598,0.4271143361733262,0.23797624057397068,0.5777652472284325,-0.03378929865263077,0.6057280590997353,0.6027840974185912,-0.3074734586249441,0.4654761128025344,-0.12847198846462002,0.3539845497945854,0.0902959164073378,-0.07878366633779085,0.307496837419043,0.6622085028859809,-0.11972835114334039,0.5684270478735957,0.12120040007309663,0.31367156253894496,-0.09391118636979702,0.29779289973198014,0.49499915595710625,0.7390091826834502,0.4967493872291591,0.003362633737422125,0.598318590790316,0.21145911343192506,0.41597176511626593,0.38654538874206534,0.08973463069793024,-0.09809403941159171,-0.2790593751141896,-0.0007904318706240718,0.11323534980844624
OFClat_L,-0.10648555235716987,0.017746360824913585,-0.2093968722753981,-0.12788048826676449,0.2277802921163268,-0.10863249308788102,-0.45106348960708825,-0.10571981298764435,0.18130459734354262,0.13713274092970723,-0.010595857844310422,0.014863352777870514,-0.17063537954042737,-0.22683629745053718,1.0,0.3228801698668392,0.4044599002645386,-0.469551347041005,0.36292066603626866,-0.10403216791597661,0.14959965684160503,0.06475258794515329,-0.13818326328074168,-0.16302678032900153,0.08912086595942734,-0.3052064716965446,0.06153186912779574,0.2191548296094429,0.2413657721012865,0.10016671837896257,-0.28924779417915325,-0.10499609146903195,0.05147367446764134,-0.050239900690460415,-0.20727625078970338,0.08561624979022862,0.1898480634991784,-0.34097186991786566,-0.04029257239808329,-0.043533529910189626,-0.033784272478617025,0.5141746159452304,-0.12679985910574768,-0.2501540605327297,-0.18121184750092018,-0.2231724022640713,0.03519620326957982,-0.0660273429506423,-0.18025961026647494,-0.10286647770016132,-0.135429868421735,-0.1116034228567634,-0.02530319775825001,-0.18500003340698631,-0.23564880849707046,0.1654832485317281,0.17613702557867272,-0.09989715688482989,-0.1013780754997716,-0.34026943313647434
Rolandic_Oper_L,0.09295347055477418,0.46590612844291834,0.1066434999173705,0.08023303549022659,-0.0036373558617980115,0.5880221745123438,-0.0938680903593642,-0.15518759272602828,0.26014880908477206,0.06770174290400009,0.04930303721123188,0.5552475557683165,0.4648345852081432,-0.15489512857881846,0.3228801698668392,1.0,0.7062691149657563,0.0946370984112083,0.6125506617688915,-0.21018944062935982,-0.18792742524815387,0.4731601081621836,0.33467207577941127,-0.0017295246619729366,0.1288736057219315,0.21484273320211325,0.4551894164760403,-0.003045905589627143,0.41955140924397555,0.19248828589933697,0.5011622437887907,0.2447004821627424,-0.16794991435929785,0.50650245612767,0.42650519315504826,0.0881974519936918,0.13278285267357975,0.450486277043448,0.4502249789181256,-0.10752453187189961,-0.42268153745066733,0.6412120842545412,0.14517830069562035,0.48029992846471004,0.4980860944645546,0.5642066154566451,0.5478735896246042,0.21268759576054025,0.00997750130087969,0.38824704491068085,0.1503135136375831,0.16682269517067286,-0.01962869517411912,0.4323093001321196,0.17047273363963633,0.23902781394513561,0.48073492030774767,0.5195298813528162,0.3733127463144716,0.058336664545731096
Frontal_Inf_Tri_L,0.1482524672497989,0.41978245136478387,0.10034545627183683,0.4120519360585359,0.13902879785758843,0.5984703241914254,-0.048713465638121733,-0.12385513604500996,0.3466047684232914,0.024155796292568598,0.21276446200811194,0.695696977948364,0.47575729131104927,-0.05221645496917239,0.4044599002645386,0.7062691149657563,1.0,0.0590160789097279,0.4233972557962128,-0.08280869110484268,-0.16957461272658458,0.5731457845700588,0.48113151066672505,0.09099852661979371,0.14629513304163186,0.40080865442375463,0.5403254365498984,0.08725768167925908,0.6131004755552872,0.28085185815945374,0.40842624135463346,0.4153283731314,0.0011935026305235933,0.33415829929001667,0.47663919987742037,-0.11268203596007804,0.1568756965005671,0.461094015722531,0.23483985778778266,-0.04491339888578529,-0.3534657595789841,0.7270534793469874,0.47072863157631517,0.38302525319700464,0.4053425058394731,0.45744856312188004,0.6385357822987016,0.39812104199467846,0.11386427791991195,0.5879456262437518,0.1616300324953012,0.38209494986475295,0.05181272258156281,0.35242384021581435,0.22929527986030016,0.1303676499291124,0.5586836269250056,0.6079851777234991,0.3078363458634235,0.12331116243734555
Vermis_10,-0.023252177197104266,0.1872864581771175,0.03295346114748363,0.1720284275128827,-0.23615642126018202,0.36555838442945915,0.31522995156209177,0.05638045438930553,0.028083915043915334,-0.12563046799038896,-0.039584550227218594,0.27657381272850307,0.5276853025797082,0.18566688040761606,-0.469551347041005,0.0946370984112083,0.0590160789097279,1.0,-0.04421597934457976,0.0014388397916750605,-0.3501989155527216,0.10806355559795283,0.3236322532049302,0.1340315230208692,-0.06747958865764292,0.39558554647677413,0.2599413209339623,-0.12570300926275735,0.3060888806255575,0.12810119253146549,0.40360767077692633,0.1663642571792608,-0.1881382434030076,0.18906193775332852,0.5412636950265443,-0.01358851939131197,-0.26169489474957697,0.5029282508922114,0.2143483707574555,0.04990820570102399,-0.20529321067693265,-0.08104840475184659,0.2010289517888185,0.45784957698437956,0.4708232405432028,0.5235608582329867,0.2307454237142494,0.04166059878525802,0.17679210268460271,0.23552150638381808,0.3208525972294518,0.38604311279825937,0.1663557681893403,0.4180918513237911,0.11919721636335842,-0.22857136372723613,0.11666984270328004,0.456021251363794,0.24148968926653436,0.33158867707564554
Putamen_L,-0.011161076443706572,0.27849347242984307,-0.04990220957418809,-0.10888381707944739,-0.08685727030184803,0.2606225158811533,-0.28877262371256024,-0.18949480337084865,-0.06311053314685428,0.23032026022839963,-0.057924465660222135,0.4698278848838838,0.2370958106945007,-0.16810631101236995,0.36292066603626866,0.6125506617688915,0.4233972557962128,-0.04421597934457976,1.0,-0.16278162683809053,-0.05540108163010909,0.1905905078075522,0.051780109981769365,-0.07554932015407144,-0.08253495722603962,-0.03297291663033529,0.4149028341935446,0.17989933749962125,0.39833709015815605,0.23435106333526068,0.41598322918961844,0.017825985559041416,-0.04040291358588825,0.2540671451024631,0.17542890514414325,0.4076330226119482,0.1308844670568902,0.15085264179555757,0.48269049370637346,-0.2611085078119698,-0.2362200963802253,0.4498150166796037,-0.03362686761360242,0.37510170236537643,0.24731787471097694,0.2798102109821955,0.4010751520071589,0.03490430731834444,0.019867486047270837,0.18121885294856244,0.548897929539089,0.14035737905032436,0.24499927303479216,0.22896335701227954,0.07406468816734825,0.5097796274488101,0.40965489378082826,0.16039859667257303,0.36959527722239033,0.20170731565199018
Cerebellum_Crus2_L,0.18818573983671125,-0.049688660680018835,0.13815983377468471,0.22995004908129993,0.13517267916548306,-0.044725633630785286,-0.07923582278202236,-0.1415608006373427,-0.04074427265416869,0.3385058228646298,0.18985847829652855,-0.04788340982159851,0.011846400620195438,0.24390639865366007,-0.10403216791597661,-0.21018944062935982,-0.08280869110484268,0.0014388397916750605,-0.16278162683809053,1.0,0.16420637701418903,-0.04705367782012219,0.1985839646821339,0.17253256580324822,-0.1385729593499427,0.023784619089223632,0.027829248643904216,0.35548717899762955,0.07178529490474318,0.22277520820556132,-0.08656228317914,0.14540011561567165,0.27249162362094886,-0.19554072541089737,-0.007904862377692232,0.07251751922627184,0.2151675560164313,-0.09884429887315033,-0.12431205488076437,0.3614999147113077,0.3489116394434857,-0.13398553326046894,0.196811600152897,-0.015902243369218732,-0.07987818431318768,-0.29534013695172157,0.04763817854228597,0.1506252837905016,0.2944453710135817,0.1243636550217067,0.07436701407722317,0.25857011969310434,0.2186040429449849,-0.0031059833956812704,0.2016209878317516,-0.1984207353881081,-0.07640993970992808,-0.20224865761027108,-0.014867946040707947,0.11383742365679979
Occipital_Mid_L,0.5674774640864589,0.038759295452343384,0.40743495512389155,0.16429625318766258,0.17689284485573048,-0.17984840044395084,0.035225065905144376,0.10124447382462189,-0.03161716029300058,0.29700210075118083,0.21309858260029133,-0.28481556461171836,-0.1636184719795879,0.5129101060887892,0.14959965684160503,-0.18792742524815387,-0.16957461272658458,-0.3501989155527216,-0.05540108163010909,0.16420637701418903,1.0,-0.2194907261796245,0.17058925142153217,-0.012876341314816154,-0.012771746383775288,-0.33627796517190217,-0.3323707758449239,0.16001599356073534,-0.12798373970317548,0.19040335402347078,-0.32409894025319747,0.3161314276577234,0.7073438604489398,-0.3094051470372691,-0.1298695617760946,-0.025334915782724853,0.3432061546695209,-0.31367110759201167,-0.17256204993504876,0.2640179723669784,0.7205646202206798,0.03945279949897281,0.10907815920806888,-0.18683431931982916,-0.12128552582304819,-0.2598466279285152,-0.011618825125250679,0.332858430318867,0.34263500244816264,0.038456574641117236,-0.20872499441259462,-0.04474657151695813,-0.006238549868403853,-0.018526513503531593,0.08394151172177934,0.01233588692462215,-0.22910287261993928,-0.3965767527887474,-0.0934903414898847,-0.20844146251316037
Caudate_R,-0.034041481507779914,0.43777233908640545,0.028760954295819926,-0.0371658404377175,0.08328080515108506,0.49290765716051255,0.029037437112058927,-0.19383280356520644,0.0945986468859905,-0.06356214684814608,0.16568969249750484,0.6325054244091052,0.393434386103324,-0.2623780057667277,0.06475258794515329,0.4731601081621836,0.5731457845700588,0.10806355559795283,0.1905905078075522,-0.04705367782012219,-0.2194907261796245,1.0,0.24104806133720738,0.027059961109135205,0.24342815651658478,0.5552918738343996,0.3807432476014532,-0.21336515633087258,0.3639429810750181,-0.009736905838704603,0.4399255279577635,0.05269584346499552,-0.2745567084692763,0.5334625783555298,0.24349274091618714,-0.07300605007186721,0.05539213576666841,0.41404302641466834,0.2079892698733412,-0.05874103389758115,-0.3758795275654087,0.3974316110895967,0.025292245030681178,0.35391635045959813,0.31664601930792674,0.33893655556148927,0.33313306868724724,0.07865528586558533,-0.05091657249048708,0.12685473683378623,-0.10257520546076186,0.10042452844204004,-0.2865313168711798,0.14368838668055242,0.021179064623454234,-0.11954950863412808,0.5698999993691186,0.7084295200293493,0.23702131562163545,-0.1475894331601165
Vermis_3,0.484566610986101,0.5218502357259119,0.42811072987420984,0.6346698867692759,0.17866267112611936,0.7043635575146231,0.32671638558614235,0.09494131551208713,0.12025077095713306,0.1158281924444706,0.4993528606775716,0.544322221551595,0.693252128451522,0.500828811607473,-0.13818326328074168,0.33467207577941127,0.48113151066672505,0.3236322532049302,0.051780109981769365,0.1985839646821339,0.17058925142153217,0.24104806133720738,1.0,0.11399777652546349,0.0446227880440499,0.33284292746560473,0.2933926547016936,0.0839344037193401,0.5573620179986021,0.6182013684674249,0.508106226087891,0.6277292161404627,0.44814767247771836,0.1519742189515549,0.7655269896070136,-0.11780136414506256,0.39866229635111056,0.6267294626046926,0.23315830035423132,0.26822385961009354,0.21031384348480886,0.45396538925279134,0.6699766325400687,0.6006142726606002,0.6378424377041095,0.44877030554021335,0.700176987533526,0.5688079220290279,0.6687873430941569,0.7188325757953147,0.1604628707030719,0.6458921899811574,0.127169224654012,0.6986640047479776,0.5631515412525993,-0.003279246214326483,0.3828176412453604,0.2900929425084711,0.5455563801215554,0.1599590252647034
