,Frontal_Inf_Oper_R,Vermis_6,Cerebellum_3_R,ParaHippocampal_R,Temporal_Mid_L,Temporal_Pole_Mid_R,Amygdala_R,VTA_L,Thal_MDm_R,Cerebellum_7b_L,Frontal_Inf_Orb_2_L,ACC_pre_R,N_Acc_L,Rolandic_Oper_L,Thal_PuA_L,SN_pr_L,Thal_LP_L,Frontal_Sup_2_R,Thal_PuM_R,Lingual_R,Rectus_R,ACC_sup_L,Hippocampus_L,Amygdala_L,Cingulate_Post_L,Thal_VA_L,SN_pr_R,Angular_R,Cerebellum_6_R,Thal_VL_L,OFCant_R,Cingulate_Mid_R,Olfactory_R,Occipital_Inf_L,ACC_pre_L
Frontal_Inf_Orb_2_L,-0.2003762419157266,0.36110403530530455,0.0382803322051419,0.3457230376962057,-0.031789138150095396,-0.0728796447450464,0.04908556811347955,0.41220923581378105,0.16642488028139119,0.003986995305737077,1.0,0.3244408067107652,0.1555757146842994,0.769813909067506,0.14579062788173727,0.4035687553607295,0.07351630123324676,0.5003755089484141,0.1816642151361591,-0.38211856509511716,-0.11615549572752307,0.5851442831219047,0.5076517795960496,0.3507484203528567,0.021352005988788534,0.019406040456546612,0.2516378966448801,-0.5926398213748052,-0.15874126441219488,0.20692210002261713,0.2453428591462567,0.24364979784350724,0.10434471971820956,-0.19012959114224676,0.26327304247060973
ACC_pre_R,0.27058772066103703,0.19155894459796333,0.17797051944841694,0.0016872528918989158,0.17746540030970331,0.013139922392973789,-0.13505662216553455,0.15568865224172942,0.13863426225195957,0.13155399328428627,0.3244408067107652,1.0,0.2649610254032538,0.3126880876540734,0.07678197160532822,-0.01804165548626941,0.06723412874477139,0.3905143719576772,0.09127063544158034,0.011384278878017844,-0.017166740980501874,0.41937472686220106,0.010542179710136265,-0.13840497347320604,0.0424918485495149,0.0845460983932545,0.03840853831497323,-0.08764871901886971,0.09185985359821401,0.18686257706568063,0.23463942980547192,0.30590075651970033,0.08224339052043035,0.04368002121263573,0.7511583586192612
N_Acc_L,0.24395434947172587,0.10911472927253879,0.23959326938059378,0.17386146780658301,0.23126092405197768,-0.30470544798952187,0.15261731457642155,0.4022383195066583,0.37727417567862476,0.010962661999864981,0.1555757146842994,0.2649610254032538,1.0,0.1503135136375831,0.3669347875409404,0.11713022063087565,-0.13927076018197634,0.102883214450299,0.42071532320580174,0.2831917043963922,-0.08905231567113585,-0.06863567229554599,0.22114183789752012,-0.1505207570345094,0.1737867991161464,0.21300189052084825,0.3460092869943371,0.049756981807332276,-0.06725730815953293,0.37872792465198074,0.2076270369506417,0.2864712494679472,0.15024538669108506,-0.22245760123260513,0.050064205250889116
Rolandic_Oper_L,0.1271258573331132,0.3597980624398315,0.42650519315504826,0.557448332591556,0.10641053448012575,-0.03216622168252681,-0.0017295246619729366,0.4455574443514105,0.35951429337915625,0.16895354000613952,0.769813909067506,0.3126880876540734,0.1503135136375831,1.0,0.45821022786642995,0.5198004557052035,0.2846491229318647,0.6145049650372651,0.48029992846471004,0.04385203911773471,-0.15518759272602828,0.629498126246814,0.6488594043647288,0.1288736057219315,0.21268759576054025,0.34147829353270687,0.5108823836582217,-0.2478080495956323,0.04930303721123188,0.5019346324376446,0.1521464026048725,0.5478735896246042,0.21484273320211325,-0.1937965268453779,0.21526884192615772
Thal_PuA_L,0.5375970369017082,0.11175488324665957,0.6515017779473335,0.523769834614937,0.2892978523929242,-0.1166348857367905,-0.1905457762634724,0.4553417278758002,0.2919491381671502,0.24485923649426605,0.14579062788173727,0.07678197160532822,0.3669347875409404,0.45821022786642995,1.0,0.33312740525901974,0.2689734826109186,0.49517435854652225,0.7750004792287597,0.5931472757527033,-0.12061805924833711,0.2636096401994005,0.5082178622893511,-0.06916308873612717,0.3875524483607479,0.5506617624962685,0.5541342657729369,0.37261052768605674,0.3643459875547676,0.6639572998975833,0.1618628675577959,0.6999364460618072,0.23032203479861496,-0.2045288611144577,-0.09094851474764033
SN_pr_L,0.1219354216618607,0.1606251382717964,0.3826931303072691,0.6440867939281223,0.010290974230943403,-0.08844849846758054,0.21484739574398592,0.24742445731615986,0.3422415150555862,0.037686712685740115,0.4035687553607295,-0.01804165548626941,0.11713022063087565,0.5198004557052035,0.33312740525901974,1.0,0.49392401596439917,0.4192744474402969,0.4628604055433379,0.16249615923502067,-0.19889608489313493,0.5119592891558896,0.5719592130039226,0.11528161424619908,0.18388852619130716,0.2740699950300381,0.5819387887759614,-0.0974653913075708,-0.043325670632023985,0.3415481390401631,0.029794476694225837,0.5108868149811948,0.20513430806901128,-0.07281627376597419,-0.06368415286447669
Thal_LP_L,0.3750828510100513,0.14404059485807577,0.3847357321437114,0.4320452243816651,-0.018314622598822886,-0.16002297255031933,0.3226185511684857,0.053808648727889014,0.4914780969573477,0.10854344945062343,0.07351630123324676,0.06723412874477139,-0.13927076018197634,0.2846491229318647,0.2689734826109186,0.49392401596439917,1.0,0.4177372806606707,0.4843592402604879,0.24041452521828463,-0.05828364814143925,0.49749846080794313,0.33206451996738756,0.1856076749693797,0.27540522122682615,0.4670180946665188,0.3526875358860018,0.17502604837486763,-0.11901026640576998,0.45960692367730716,-0.006472975156587922,0.5085746762384312,0.2794152114969982,-0.02181809546277405,0.13560570078366238
Frontal_Sup_2_R,0.487052872499154,0.3247612398178536,0.5723501929028556,0.49284177316142064,0.07860955962923685,-0.07003372280888424,0.07388288130364595,0.4183479181099327,0.45439234386649613,0.14930645483102578,0.5003755089484141,0.3905143719576772,0.102883214450299,0.6145049650372651,0.49517435854652225,0.4192744474402969,0.4177372806606707,1.0,0.5283086441705772,0.1785858884125771,0.11110446437957391,0.7485364339268876,0.583950729622953,0.21057814308612618,0.2815518350096946,0.5614992904150269,0.5670564959321399,0.09928014240756382,0.2921826053908224,0.6432843751870203,0.19949256864357176,0.7606045993741193,0.24518175999758768,-0.1541292404995466,0.33044902585439656
Thal_PuM_R,0.48764942665283306,0.2537257210438691,0.7151196479392983,0.6566819809207873,0.18277352743705294,-0.35876921057390515,0.10495738811817999,0.5226756906388728,0.6601446502077489,0.06664075124656722,0.1816642151361591,0.09127063544158034,0.42071532320580174,0.48029992846471004,0.7750004792287597,0.4628604055433379,0.4843592402604879,0.5283086441705772,1.0,0.5926286070418749,-0.12479067681408663,0.3752786707953495,0.653820377936686,0.046134012416837976,0.38069283297197504,0.675061503027932,0.674261844267289,0.23932634984623558,0.103105092302727,0.7815113655156135,0.12143918780202374,0.7250395367434116,0.31080255337282714,-0.2869978974233715,-0.007628092327100443
Lingual_R,0.6437191366994713,-0.03742972097749391,0.7260919584261176,0.36138221885842775,0.5090678577676993,-0.0483088060686583,-0.1422570551775865,0.17837288872779214,0.26176636649741597,0.14717376025558743,-0.38211856509511716,0.011384278878017844,0.2831917043963922,0.04385203911773471,0.5931472757527033,0.16249615923502067,0.24041452521828463,0.1785858884125771,0.5926286070418749,1.0,0.035463746532918575,-0.03828438062105475,0.19363616024300634,-0.2921172087482607,0.41821739244174505,0.5852267125866658,0.4731129018359146,0.7308598062433416,0.3744425850508266,0.4980844175745115,-0.07550476789881187,0.5924732345059587,0.18480509321249525,-0.001553664466412876,-0.13878409072259248
Rectus_R,0.05555956731863122,-0.025047785070951865,0.10699603255834642,-0.046645522940598094,-0.14310192647567924,-0.0016614952001675267,0.013852731781053076,0.1609134598928603,-0.03723423689708872,-0.10171957414847932,-0.11615549572752307,-0.017166740980501874,-0.08905231567113585,-0.15518759272602828,-0.12061805924833711,-0.19889608489313493,-0.05828364814143925,0.11110446437957391,-0.12479067681408663,0.035463746532918575,1.0,0.004565884885165395,-0.0412101742976404,0.1724909124734755,-0.12859997130894954,0.10722726484335317,-0.017164345671386316,0.1537591258343613,0.16949455247916687,-0.024801951664790975,0.018776112637991803,-0.0805314202813774,0.1022673356727914,-0.05509947046508978,0.1329069893301593
ACC_sup_L,0.20401119601949652,0.32972076381062015,0.39302049297018454,0.521568499781272,-0.101065052592666,-0.025101459757103872,0.21033268025354077,0.32545483337863607,0.3969035832710265,0.05698269967180552,0.5851442831219047,0.41937472686220106,-0.06863567229554599,0.629498126246814,0.2636096401994005,0.5119592891558896,0.49749846080794313,0.7485364339268876,0.3752786707953495,-0.03828438062105475,0.004565884885165395,1.0,0.5874749530161091,0.3280321144896329,0.12541230081761012,0.33009735904057863,0.4508571066550302,-0.20233124241385578,0.09510836142211845,0.43830642280540477,0.08708613349912417,0.54317000598204,0.2797382146814404,-0.07319882702084494,0.4733290903536506
Hippocampus_L,0.26155335702700255,0.36803031063458463,0.5568736209334316,0.8794134340099251,-0.13400340368675437,-0.38036489696285397,0.18659682494644764,0.7136001009529448,0.643987191234776,-0.10123527326273965,0.5076517795960496,0.010542179710136265,0.22114183789752012,0.6488594043647288,0.5082178622893511,0.5719592130039226,0.33206451996738756,0.583950729622953,0.653820377936686,0.19363616024300634,-0.0412101742976404,0.5874749530161091,1.0,0.35689921654229134,0.29002851391664886,0.43474927018913145,0.6609591867163418,-0.1703809701166814,0.08110107558251878,0.7096653394021738,0.11619215080915879,0.5796492434262078,0.5503568042958782,-0.3770963169471527,0.0625289519314542
Amygdala_L,-0.20799930891244076,0.16124937757803476,-0.09678355866599012,0.23685389230597387,-0.2719079246980574,-0.19545521716199696,0.2545658841637157,0.2789017335135628,0.18774287670732767,-0.20600566256408204,0.3507484203528567,-0.13840497347320604,-0.1505207570345094,0.1288736057219315,-0.06916308873612717,0.11528161424619908,0.1856076749693797,0.21057814308612618,0.046134012416837976,-0.2921172087482607,0.1724909124734755,0.3280321144896329,0.35689921654229134,1.0,-0.0018170507821437512,-0.018846605605024096,0.08961927837690771,-0.3456269922767924,-0.20468050743166416,0.08237803060970243,-0.01708568528358794,-0.0324785832066444,0.1840934752019165,-0.1888586745128992,0.04088633601124958
Cingulate_Post_L,0.5684705210109582,0.11250911264821045,0.4245119687676248,0.283881976398794,0.3239891815986191,0.040980327099560544,0.20766334613327972,-0.02548597959531496,0.3260436461270122,0.006055908735893645,0.021352005988788534,0.0424918485495149,0.1737867991161464,0.21268759576054025,0.3875524483607479,0.18388852619130716,0.27540522122682615,0.2815518350096946,0.38069283297197504,0.41821739244174505,-0.12859997130894954,0.12541230081761012,0.29002851391664886,-0.0018170507821437512,1.0,0.41809324625553607,0.2773637068966009,0.4418691072139902,0.20199810381188005,0.43663232964556603,0.08161932011212321,0.574276800145906,0.19735091625968443,-0.02758048385577904,-0.05174232321200869
Thal_VA_L,0.6498539924316523,0.2899795504634881,0.665986956909989,0.43798890822252323,0.18457194389261916,-0.10814503957535418,0.13525782448680163,0.2863733345325653,0.5843421197406382,0.18918918860722736,0.019406040456546612,0.0845460983932545,0.21300189052084825,0.34147829353270687,0.5506617624962685,0.2740699950300381,0.4670180946665188,0.5614992904150269,0.675061503027932,0.5852267125866658,0.10722726484335317,0.33009735904057863,0.43474927018913145,-0.018846605605024096,0.41809324625553607,1.0,0.5820914471867881,0.5002649250247606,0.3196182876703317,0.7102865782405801,0.08818861680002504,0.7621963368401159,0.21350680978491568,-0.19658862854659875,-0.004980634029706578
SN_pr_R,0.45366235600243754,0.24371532712069874,0.7168370081629584,0.693421919649522,0.14583393057485333,-0.1733591816998983,0.14693546807044272,0.4984600637241683,0.5872034849585039,0.02174525947954214,0.2516378966448801,0.03840853831497323,0.3460092869943371,0.5108823836582217,0.5541342657729369,0.5819387887759614,0.3526875358860018,0.5670564959321399,0.674261844267289,0.4731129018359146,-0.017164345671386316,0.4508571066550302,0.6609591867163418,0.08961927837690771,0.2773637068966009,0.5820914471867881,1.0,0.1836147786982739,0.20215494769529394,0.6990227740932168,0.005954958068680813,0.6943843622333989,0.34884924976482024,-0.28222122939135996,-0.02661168654313893
Angular_R,0.6655199287069825,-0.12618630813404869,0.41749998741316446,-0.05338022878352042,0.38621865196260147,0.2414146734700228,-0.13693566334846446,-0.18928272377225575,0.01985130296924785,0.2638489748504434,-0.5926398213748052,-0.08764871901886971,0.049756981807332276,-0.2478080495956323,0.37261052768605674,-0.0974653913075708,0.17502604837486763,0.09928014240756382,0.23932634984623558,0.7308598062433416,0.1537591258343613,-0.20233124241385578,-0.1703809701166814,-0.3456269922767924,0.4418691072139902,0.5002649250247606,0.1836147786982739,1.0,0.5682417348378229,0.27220862899365555,-0.07459897881633402,0.43663715102110984,0.0195167238071474,0.143061290512925,-0.18057012009684767
Cerebellum_6_R,0.4620877792955517,0.05447360969192145,0.3378506784217391,0.09617833507671765,0.1850125316529058,0.3083443243942996,-0.3636198850523585,0.10082442593612619,-0.15158244439282487,0.2868214596878065,-0.15874126441219488,0.09185985359821401,-0.06725730815953293,0.04930303721123188,0.3643459875547676,-0.043325670632023985,-0.11901026640576998,0.2921826053908224,0.103105092302727,0.3744425850508266,0.16949455247916687,0.09510836142211845,0.08110107558251878,-0.20468050743166416,0.20199810381188005,0.3196182876703317,0.20215494769529394,0.5682417348378229,1.0,0.18637873032254879,0.001900170075056457,0.3703049643389777,0.1797823083949528,0.04563032776648039,0.01752317066846141
Thal_VL_L,0.6562587619360963,0.29656119484744087,0.7292030810114783,0.6606949680724482,0.09537963309721625,-0.24042053311378306,0.18383886032648072,0.5503035183258335,0.763696343293485,0.0057560256525493615,0.20692210002261713,0.18686257706568063,0.37872792465198074,0.5019346324376446,0.6639572998975833,0.3415481390401631,0.45960692367730716,0.6432843751870203,0.7815113655156135,0.4980844175745115,-0.024801951664790975,0.43830642280540477,0.7096653394021738,0.08237803060970243,0.43663232964556603,0.7102865782405801,0.6990227740932168,0.27220862899365555,0.18637873032254879,1.0,0.18819655970724075,0.7839632622691707,0.42804425303666005,-0.28994845463464025,0.21142835108498806
OFCant_R,0.059332023704842626,0.1786335709478752,-0.02548114529429366,0.00679732041716228,0.13559794320213445,-0.18320650075943234,0.004042598540823676,0.1921739931614155,0.04352463162360833,0.17078834447990582,0.2453428591462567,0.23463942980547192,0.2076270369506417,0.1521464026048725,0.1618628675577959,0.029794476694225837,-0.006472975156587922,0.19949256864357176,0.12143918780202374,-0.07550476789881187,0.018776112637991803,0.08708613349912417,0.11619215080915879,-0.01708568528358794,0.08161932011212321,0.08818861680002504,0.005954958068680813,-0.07459897881633402,0.001900170075056457,0.18819655970724075,1.0,0.1516056141769289,-0.015254373424677033,-0.14163280320446864,0.16791012816130746
Cingulate_Mid_R,0.7189642970355822,0.2762121812364482,0.7477717920279232,0.5731175122337206,0.3167991566744792,-0.013125179330678399,0.0851942197360942,0.3405354547160552,0.5329753936042223,0.21309883902338533,0.24364979784350724,0.30590075651970033,0.2864712494679472,0.5478735896246042,0.6999364460618072,0.5108868149811948,0.5085746762384312,0.7606045993741193,0.7250395367434116,0.5924732345059587,-0.0805314202813774,0.54317000598204,0.5796492434262078,-0.0324785832066444,0.574276800145906,0.7621963368401159,0.6943843622333989,0.43663715102110984,0.3703049643389777,0.7839632622691707,0.1516056141769289,1.0,0.29481035198804917,-0.10357042446526207,0.13620370877656168
Olfactory_R,0.3888932634751147,0.15259438226348288,0.3932190397475159,0.6052055666380751,-0.288542551895641,-0.15921024277867404,0.16644014389493247,0.4355874318073909,0.48478199095683333,-0.19202517806908592,0.10434471971820956,0.08224339052043035,0.15024538669108506,0.21484273320211325,0.23032203479861496,0.20513430806901128,0.2794152114969982,0.24518175999758768,0.31080255337282714,0.18480509321249525,0.1022673356727914,0.2797382146814404,0.5503568042958782,0.1840934752019165,0.19735091625968443,0.21350680978491568,0.34884924976482024,0.0195167238071474,0.1797823083949528,0.42804425303666005,-0.015254373424677033,0.29481035198804917,1.0,-0.2594879787803388,0.20952711552734357
Occipital_Inf_L,-0.052252752919215474,-0.13386877770544817,-0.16988115772184198,-0.2989922879653882,0.2781615106845805,0.2950553888281213,-0.01943144276910196,-0.46535373177289474,-0.31441746485820654,0.12091597443577708,-0.19012959114224676,0.04368002121263573,-0.22245760123260513,-0.1937965268453779,-0.2045288611144577,-0.07281627376597419,-0.02181809546277405,-0.1541292404995466,-0.2869978974233715,-0.001553664466412876,-0.05509947046508978,-0.07319882702084494,-0.3770963169471527,-0.1888586745128992,-0.02758048385577904,-0.19658862854659875,-0.28222122939135996,0.143061290512925,0.04563032776648039,-0.28994845463464025,-0.14163280320446864,-0.10357042446526207,-0.2594879787803388,1.0,0.026414453101019714
ACC_pre_L,0.1967873052401652,0.11585567305282865,0.1269775144676189,0.034042983783306294,-0.07812401059427301,0.0562145979619922,0.03930193148770135,0.13252278899594255,0.2158094831782887,-0.004766722991007953,0.26327304247060973,0.7511583586192612,0.050064205250889116,0.21526884192615772,-0.09094851474764033,-0.06368415286447669,0.13560570078366238,0.33044902585439656,-0.007628092327100443,-0.13878409072259248,0.1329069893301593,0.4733290903536506,0.0625289519314542,0.04088633601124958,-0.05174232321200869,-0.004980634029706578,-0.02661168654313893,-0.18057012009684767,0.01752317066846141,0.21142835108498806,0.16791012816130746,0.13620370877656168,0.20952711552734357,0.026414453101019714,1.0
