,Hippocampus_R,Cerebellum_10_R,Cerebellum_3_R,Insula_L,Precuneus_L,Calcarine_R,Occipital_Inf_R,Cerebellum_Crus1_R,Thal_PuL_R,VTA_R,OFClat_L,Thal_PuM_R,SN_pr_L,Occipital_Mid_L,Frontal_Inf_Orb_2_R,Thal_MDl_L,Frontal_Mid_2_R,Thal_LGN_L,Red_N_R,Calcarine_L,Cerebellum_10_L,Frontal_Inf_Orb_2_L,Thal_MGN_L,SN_pc_R,Frontal_Med_Orb_L,Occipital_Inf_L,Cerebellum_6_L,Lingual_R,Thal_VPL_R,Vermis_10,Amygdala_L,Cerebellum_Crus2_R,Cingulate_Post_R,Temporal_Mid_R,Angular_L,Vermis_7,Lingual_L,Thal_LP_R,Cingulate_Mid_R,Rolandic_Oper_L,N_Acc_L,Cerebellum_Crus2_L,Fusiform_L,Insula_R,Cerebellum_7b_R
OFClat_L,-0.17063537954042737,-0.1272176807538923,-0.20727625078970338,0.7212485406639669,-0.08728159140115511,-0.22683629745053718,0.2277802921163268,0.2506038425437219,-0.1013780754997716,-0.17211475871912077,1.0,-0.2501540605327297,0.09070934920811594,0.14959965684160503,0.06153186912779574,-0.08057548246851595,0.20954060075100936,-0.13447021441477372,-0.34097186991786566,-0.09356607269836185,-0.17765579886492175,0.568302635876546,0.1898480634991784,-0.09432869889832644,-0.05868627062690102,0.17931231378030418,-0.26007359608889474,-0.4047569445344165,-0.16992618774308244,-0.469551347041005,0.08912086595942734,-0.043533529910189626,-0.10499609146903195,-0.06377370295388071,0.05147367446764134,0.11872483678203165,-0.3065169964368971,-0.03889152954499487,0.03519620326957982,0.3228801698668392,-0.135429868421735,-0.10403216791597661,0.017746360824913585,0.2413657721012865,0.15612131659353093
Thal_PuM_R,0.7231620331011801,0.42835887762616826,0.7151196479392983,0.16428031460495346,0.37674302839733637,0.12120040007309663,-0.09504421656553882,-0.43984189851768574,0.8115327857672487,0.5007094049051604,-0.2501540605327297,1.0,0.4628604055433379,-0.18683431931982916,0.42533757802315453,0.6785438762534888,0.4041446188748112,0.6794703460890873,0.7442540567942632,-0.0444822711558868,0.26097325527679655,0.1816642151361591,0.1176315573495359,0.46073072807180515,0.214964363310772,-0.2869978974233715,0.400900002484054,0.5926286070418749,0.8095771114677103,0.45784957698437956,0.046134012416837976,-0.11314098298860452,0.3813858845218382,-0.059239685940624454,0.039170025787610224,-0.10804975251478399,0.44845775682214234,0.3863584993836128,0.7250395367434116,0.48029992846471004,0.42071532320580174,-0.015902243369218732,0.407495857740382,0.49001230680914004,-0.23579324982208197
SN_pr_L,0.4366589452542154,0.32989890863601296,0.3826931303072691,0.3347389339066643,0.2460935940499535,-0.0491345507937547,-0.08241087647456294,-0.1624675555177735,0.34897544071236214,0.25156326471600093,0.09070934920811594,0.4628604055433379,1.0,-0.1245043739000468,0.24834550496367988,0.3944972014775122,0.3150813984574745,0.4471851180501202,0.3557023449953835,-0.13389998805810324,0.09628574249026876,0.4035687553607295,0.01873461810285005,0.4024923942313202,-0.0456321194290744,-0.07281627376597419,0.18038759727888845,0.16249615923502067,0.30472604390646546,0.2631402836991715,0.11528161424619908,0.1166420016478908,0.14291921959330134,-0.2084416100214659,-0.053067514811758164,-0.039743522956278664,0.11922691053213821,0.4406392878830437,0.5108868149811948,0.5198004557052035,0.11713022063087565,0.05237439590638514,0.29147237810519455,0.34099541499613567,-0.03018442508000673
Occipital_Mid_L,-0.1636184719795879,-0.0646159073156698,-0.1298695617760946,0.12219133539558452,0.4252271034931584,0.5129101060887892,0.17689284485573048,0.45193408609957914,-0.0934903414898847,-0.3815593211959862,0.14959965684160503,-0.18683431931982916,-0.1245043739000468,1.0,-0.3323707758449239,-0.3388259009425164,-0.03332064638129972,-0.15528765443702108,-0.31367110759201167,0.595567911359685,-0.14957591068385032,-0.19048124558557936,0.3432061546695209,0.06795442117421717,0.0326330719565037,0.2885290832047019,-0.07651195984148419,0.13873434292167164,-0.16908255669238476,-0.3501989155527216,-0.012771746383775288,0.2640179723669784,0.3161314276577234,0.41991951128463584,0.7073438604489398,0.39160278807109017,0.2616554443992137,-0.1687155092923774,-0.011618825125250679,-0.18792742524815387,-0.20872499441259462,0.16420637701418903,0.038759295452343384,-0.12798373970317548,0.3049276459689488
Frontal_Inf_Orb_2_R,0.5821177964513998,0.24068988393255022,0.47447624982822534,0.3270989941302676,0.1765613584671799,0.013449169089325598,-0.06019330975552999,-0.35671816742300366,0.28839188196342425,0.3966407793335854,0.06153186912779574,0.42533757802315453,0.24834550496367988,-0.3323707758449239,1.0,0.5043075005725954,0.3355961519090119,0.3008811157120292,0.4785224291807071,-0.1378200442556592,0.09542683748290226,0.33836250257235956,-0.0270159327240126,0.157883765150527,0.08755829609700266,-0.2517664015187876,0.19463324955977793,0.25579837569910135,0.40857919065765663,0.2599413209339623,-0.028306084588051613,-0.1499972602099058,0.2159031531525888,-0.04862725788935433,-0.2188525603168822,-0.11450189821682581,0.23990582533372212,0.23334818542488794,0.5063494746902907,0.4551894164760403,0.36056730459193254,0.027829248643904216,0.2733382842332231,0.657514201704693,-0.18649034910799572
Thal_MDl_L,0.7085431437759907,0.38307214471132545,0.6401329815624137,0.35321289391764793,0.18590844342133295,-0.06845907593707153,0.033746705228585014,-0.4926278660578997,0.6067206044864375,0.5564721531899812,-0.08057548246851595,0.6785438762534888,0.3944972014775122,-0.3388259009425164,0.5043075005725954,1.0,0.3980337675162464,0.6340788994932002,0.7119484313042949,-0.25819002109730615,0.19821396679124584,0.31012995067344656,0.21812520918957784,0.3666496884079672,0.13426337965105203,-0.3259116620130783,0.22700284273976523,0.3866626951379324,0.6931067981572221,0.3164728231934518,0.14842797509707256,-0.012698360498625695,0.18999994021801206,-0.12723991341338606,-0.18104358349512006,-0.024728413987479908,0.28001647129964297,0.4948291174383912,0.6183114099187214,0.5463849169391849,0.1700719929523871,-0.06095492652726716,0.5626024421067289,0.5481559131193486,-0.15491671538386323
Frontal_Mid_2_R,0.482170965584402,0.22439299078425684,0.5719335313377544,0.42625268674545913,0.5639937864827643,0.1966794941710112,0.14390586618725812,-0.028043776884697877,0.37958160168956045,0.25762660040220386,0.20954060075100936,0.4041446188748112,0.3150813984574745,-0.03332064638129972,0.3355961519090119,0.3980337675162464,1.0,0.455005481922351,0.488580738138206,0.1630211874204125,-0.07611752564912586,0.24464119677359247,0.30611958362822256,0.13246746918766833,0.25918992796698226,-0.03170280201595247,0.24888188969099914,0.2635049513474426,0.3533181552320797,0.08421739050685004,0.08033694266156828,0.15569968293493222,0.5183363065822552,0.23043581025037346,0.2850985699220646,0.09574743723307828,0.30026183764985875,0.2957366098751528,0.7584550179375155,0.4326550445092911,0.11572453162268516,0.03199019525279956,0.24947333787586834,0.5854251343466825,-0.02697970565741511
Thal_LGN_L,0.6380109677157201,0.4873993136132516,0.6058920530975058,0.3011598634268114,0.3517869409253631,-0.015580366738736782,-0.12978259625577854,-0.4052651727696769,0.638009312034219,0.5207988068808159,-0.13447021441477372,0.6794703460890873,0.4471851180501202,-0.15528765443702108,0.3008811157120292,0.6340788994932002,0.455005481922351,1.0,0.715193849541769,-0.12868489923263923,0.29824240908162203,0.4053553585783376,0.22640313444093055,0.51095417630327,-0.05334487847343046,-0.24703181951235215,0.3904010716212136,0.3857463824552238,0.6793412556174314,0.3184585625767538,0.13900843078421019,0.008059675418494394,0.3102061824853134,-0.21999577935035464,0.009117809426772028,-0.20804322245127377,0.2756721189817402,0.20777880234208845,0.6232711010938063,0.6673105621665735,0.237221977315667,-0.13642556879786166,0.6237042392583757,0.3526779225045197,-0.07386258521063589
Red_N_R,0.7792722992684704,0.4817745795464445,0.7415510657347838,0.051473408416628605,0.36381707005577074,0.0902959164073378,-0.17939885195917457,-0.5444794103981537,0.6969382012642834,0.6275902757638825,-0.34097186991786566,0.7442540567942632,0.3557023449953835,-0.31367110759201167,0.4785224291807071,0.7119484313042949,0.488580738138206,0.715193849541769,1.0,-0.13310553076666504,0.28327094436457795,0.1300649307302611,0.03937145843406495,0.4491647378930298,0.19302212119231588,-0.3975035008982716,0.42853831738749587,0.533200548636608,0.7490667478991104,0.5029282508922114,0.07547960271466607,0.011955473465949433,0.35247610649258887,-0.07380310117065537,-0.03759274165002413,-0.16943685566291294,0.431662167228299,0.3020589056624745,0.6858834218756873,0.450486277043448,0.3424205121560103,-0.09884429887315033,0.5447716663428989,0.4893910414754713,-0.2267321614644396
Calcarine_L,0.12059242056253966,-0.19705948712754492,0.2976918049592197,-0.02309680392765568,0.5640899134284538,0.9350961751755253,0.16702956756223808,0.30759415335741835,-0.1245362106761089,-0.34023659250752564,-0.09356607269836185,-0.0444822711558868,-0.13389998805810324,0.595567911359685,-0.1378200442556592,-0.25819002109730615,0.1630211874204125,-0.12868489923263923,-0.13310553076666504,1.0,-0.2910661686657679,-0.4598678720688864,0.37282741865280783,-0.09356241663099163,0.4111637230894996,0.3050068303714849,-0.2873725276158523,0.5679606147561453,-0.056548477948526285,0.01606480883603885,-0.30272119922227236,0.30060271111838044,0.575866992054721,0.7432425822729123,0.6691715679882732,0.5253045576455087,0.6818020173112167,-0.16276200620641001,0.17043262926049962,-0.21299561644899348,-0.06619901146471822,0.21681099510634355,-0.14801283419888805,0.10800984787590223,-0.030890071433765324
Cerebellum_10_L,0.13599177137023216,0.4331357958086194,0.05425409331617758,-0.13747349708140494,-0.06751365826371115,-0.2256952356122924,-0.14057166534484988,-0.06170026685960998,0.41562790033939445,0.3423011276922693,-0.17765579886492175,0.26097325527679655,0.09628574249026876,-0.14957591068385032,0.09542683748290226,0.19821396679124584,-0.07611752564912586,0.29824240908162203,0.28327094436457795,-0.2910661686657679,1.0,0.18249105325352127,-0.03343248261684365,0.46010673261456897,-0.11365757930990392,-0.29189859553166153,0.35342583635734254,0.081141849299399,0.4379870557335613,0.054516953494237665,0.10585728245549077,-0.018134656697547574,-0.11415329821319867,-0.18806084763152606,-0.14667240059753797,-0.15077532135979888,0.001006825678998868,-0.2541171359712037,0.11975011895386084,0.17671272419909398,0.5395335707412816,0.15961706453823077,0.3066714321344302,-0.06766508960531128,0.1767359118493163
Frontal_Inf_Orb_2_L,0.15918634528503556,0.1782381696551855,0.0382803322051419,0.6910978495086584,-0.033804410755134955,-0.49414343464819116,-0.005226816007938462,-0.20254106362584087,0.19213481986714048,0.42534502274401,0.568302635876546,0.1816642151361591,0.4035687553607295,-0.19048124558557936,0.33836250257235956,0.31012995067344656,0.24464119677359247,0.4053553585783376,0.1300649307302611,-0.4598678720688864,0.18249105325352127,1.0,-0.0790874844597848,0.2103738353840568,-0.42465051452705904,-0.19012959114224676,0.19101151687729578,-0.38211856509511716,0.2240233042527113,-0.1366432194260189,0.3507484203528567,-0.23077490381300275,-0.010912552212869783,-0.5852096684563208,-0.30653001507967925,-0.3211577266404572,-0.3373810230160663,0.11458728408633496,0.24364979784350724,0.769813909067506,0.1555757146842994,-0.3251320328239286,0.3640047046711803,0.25358190527181507,0.06393528372433067
Thal_MGN_L,0.11951660909777613,0.08213342816547424,0.2573501539897343,0.34562559753149436,0.3817693489071055,0.3539845497945854,0.23950892074050567,0.27253890349823995,0.24268819575573392,-0.21518292989444576,0.1898480634991784,0.1176315573495359,0.01873461810285005,0.3432061546695209,-0.0270159327240126,0.21812520918957784,0.30611958362822256,0.22640313444093055,0.03937145843406495,0.37282741865280783,-0.03343248261684365,-0.0790874844597848,1.0,0.40605922468047634,0.16325988501371333,0.19839168644583402,-0.0645668201852968,0.35698646640551496,0.17633086795503913,-0.26169489474957697,-0.17756156376641194,0.20851160463142046,0.21444266993687405,0.5773494325904553,0.5189835684379579,0.5790672558951747,0.41069358515225635,0.005800372903493765,0.39100280273824106,0.13278285267357975,-0.17408640483592602,0.2151675560164313,0.3235241973712291,0.18210492572321382,0.13630850947503614
SN_pc_R,0.3068965015715962,0.4243815060946213,0.28999122192412746,0.1260002208442044,0.2788890523334712,0.03797839128442718,-0.14739908173041286,-0.1905880465269991,0.5750366460398941,0.16089001568209216,-0.09432869889832644,0.46073072807180515,0.4024923942313202,0.06795442117421717,0.157883765150527,0.3666496884079672,0.13246746918766833,0.51095417630327,0.4491647378930298,-0.09356241663099163,0.46010673261456897,0.2103738353840568,0.40605922468047634,1.0,-0.08037672881199516,-0.20643767797140639,0.3411952897513614,0.3162899568751542,0.5633553580000535,0.053453900396848254,-0.1085767534440863,-0.09506985850512996,0.12393320495214097,-0.041628682223136246,0.11345179681888624,0.05910804985086295,0.32313855698160004,-0.0647261935919377,0.463716282848404,0.40487415630113976,0.25111627643478646,0.0048745787692784925,0.5791938453681346,0.09047485721631536,-0.07763226485040672
Frontal_Med_Orb_L,0.32613336397244896,-0.0005279643582734258,0.3769605036207635,-0.04788361886417909,0.2108633263560484,0.4677959682444455,0.14552243462459233,0.061433372126777866,0.23258689831109164,-0.09212183015502147,-0.05868627062690102,0.214964363310772,-0.0456321194290744,0.0326330719565037,0.08755829609700266,0.13426337965105203,0.25918992796698226,-0.05334487847343046,0.19302212119231588,0.4111637230894996,-0.11365757930990392,-0.42465051452705904,0.16325988501371333,-0.08037672881199516,1.0,0.10944557273264093,-0.22254483813812934,0.5516428144355131,0.22122763345333424,0.1765401430860208,-0.29403217779218693,0.019430425075114447,0.23293960201626882,0.5296052436481574,0.26433295406926793,0.40919608884829184,0.5033074920470783,0.03129988893074657,0.28526099630544544,-0.18658641624596473,0.14262272373103357,0.1721485816088231,0.002985969448537233,0.3706329418970656,-0.22863106435116196
Occipital_Inf_L,-0.251183030595852,-0.3007454201845538,-0.16988115772184198,0.08823820082436326,0.020458470096998953,0.20061923025789524,0.20049582303490324,0.3500622912471569,-0.279780429831821,-0.3585159544821096,0.17931231378030418,-0.2869978974233715,-0.07281627376597419,0.2885290832047019,-0.2517664015187876,-0.3259116620130783,-0.03170280201595247,-0.24703181951235215,-0.3975035008982716,0.3050068303714849,-0.29189859553166153,-0.19012959114224676,0.19839168644583402,-0.20643767797140639,0.10944557273264093,1.0,-0.2267593211074097,-0.001553664466412876,-0.28177432304471844,-0.12698145881819498,-0.1888586745128992,0.11571297908691767,0.00031549088563218795,0.3034303202173126,0.3407510243084131,0.25826663549657114,0.041335063613104524,-0.04472125151031213,-0.10357042446526207,-0.1937965268453779,-0.22245760123260513,0.11453927550237901,-0.1955280294110255,-0.053106029354024,0.1647146686615036
Cerebellum_6_L,0.13775489279386008,0.4525802921758948,0.09997548078005228,-0.0901560819464461,0.2888456902067713,-0.23058253783084293,-0.12249030622739271,-0.13271964843102002,0.41615930811393376,0.38197322925700655,-0.26007359608889474,0.400900002484054,0.18038759727888845,-0.07651195984148419,0.19463324955977793,0.22700284273976523,0.24888188969099914,0.3904010716212136,0.42853831738749587,-0.2873725276158523,0.35342583635734254,0.19101151687729578,-0.0645668201852968,0.3411952897513614,-0.22254483813812934,-0.2267593211074097,1.0,0.04356225151226701,0.29631858655553167,0.06745826019758094,0.32455685586760813,-0.1596914544062768,0.175438646655829,-0.19965149909029628,-0.0005642246859141741,-0.2887066616135991,0.010465401795041103,0.04341927349739131,0.3856255279644476,0.19010409280185897,0.2715848447520567,-0.07476374496962523,0.2425609924857028,-0.06356607208538838,0.11353656073927344
Lingual_R,0.6567353985489067,0.25767537920814065,0.7260919584261176,-0.03869651432870855,0.49185139806042455,0.7310068451413754,-0.013685461161429645,-0.18282870016467354,0.5101060856428077,0.12662597906467493,-0.4047569445344165,0.5926286070418749,0.16249615923502067,0.13873434292167164,0.25579837569910135,0.3866626951379324,0.2635049513474426,0.3857463824552238,0.533200548636608,0.5679606147561453,0.081141849299399,-0.38211856509511716,0.35698646640551496,0.3162899568751542,0.5516428144355131,-0.001553664466412876,0.04356225151226701,1.0,0.5750477628131718,0.43520379753718463,-0.2921172087482607,0.12962046889779408,0.4683065161637023,0.5531948626121773,0.41356926983508757,0.35574376756073545,0.8994573802666246,0.06687697013256519,0.5924732345059587,0.04385203911773471,0.2831917043963922,0.18142526448790994,0.3115879462344017,0.4464508612197669,-0.24952158613158656
Thal_VPL_R,0.7231300275600101,0.39860921986068343,0.6956290999503107,0.1939297885503568,0.2813616299033011,0.11054367204535083,-0.0873668504536199,-0.45604729778866143,0.8035439426636873,0.5200664369783417,-0.16992618774308244,0.8095771114677103,0.30472604390646546,-0.16908255669238476,0.40857919065765663,0.6931067981572221,0.3533181552320797,0.6793412556174314,0.7490667478991104,-0.056548477948526285,0.4379870557335613,0.2240233042527113,0.17633086795503913,0.5633553580000535,0.22122763345333424,-0.28177432304471844,0.29631858655553167,0.5750477628131718,1.0,0.4343954672529269,0.0005943995601234922,-0.06644922053818124,0.2862671585214666,-0.04476281339168385,0.046858013500482416,-0.04793649716154768,0.45847988161646974,0.07176942789407073,0.621397618036302,0.4661843213751359,0.5245513737485715,-0.027414989603018792,0.6413601831224669,0.5409130103799409,-0.14883720601297748
Vermis_10,0.5276853025797082,0.1315796672637701,0.5412636950265443,-0.26129415718097787,0.06375665498429851,0.18566688040761606,-0.23615642126018202,-0.44319982267722235,0.24148968926653436,0.38102376899641727,-0.469551347041005,0.45784957698437956,0.2631402836991715,-0.3501989155527216,0.2599413209339623,0.3164728231934518,0.08421739050685004,0.3184585625767538,0.5029282508922114,0.01606480883603885,0.054516953494237665,-0.1366432194260189,-0.26169489474957697,0.053453900396848254,0.1765401430860208,-0.12698145881819498,0.06745826019758094,0.43520379753718463,0.4343954672529269,1.0,-0.06747958865764292,0.04990820570102399,0.1663642571792608,-0.10796662040327568,-0.1881382434030076,-0.20898247397914327,0.3075078195535803,0.19019613993054943,0.2307454237142494,0.0946370984112083,0.3208525972294518,0.0014388397916750605,0.1872864581771175,0.3060888806255575,-0.25356716606680135
