,Caudate_L,SupraMarginal_R,OFCpost_R,ACC_pre_L,Heschl_R,Cuneus_R,Thal_LGN_R,Supp_Motor_Area_R,Temporal_Pole_Mid_L,Thal_PuM_R,OFCmed_R,Lingual_R,Raphe_D,Parietal_Inf_R,Thal_IL_L,Thal_VA_L,Thal_VPL_R,Vermis_9,Frontal_Med_Orb_R,Temporal_Pole_Sup_R,Thal_VA_R,Thal_PuI_R,Thal_PuI_L,OFClat_L,SupraMarginal_L,Frontal_Sup_Medial_L,Occipital_Inf_L,Calcarine_L,Fusiform_L,Cerebellum_3_R,Frontal_Inf_Orb_2_R,Frontal_Inf_Tri_L,Thal_MDm_R,Pallidum_R,Cerebellum_9_L,Cerebellum_Crus1_R,SN_pc_L,Hippocampus_L,Precentral_R,Thal_MDl_R,Paracentral_Lobule_R,Frontal_Inf_Oper_L,Thal_LP_L,Cerebellum_8_L,N_Acc_L,SN_pc_R,Temporal_Inf_L,Frontal_Inf_Orb_2_L,Precuneus_R,Cuneus_L,Fusiform_R,Thal_PuL_L,ACC_sub_R,Insula_L,OFCpost_L,Occipital_Sup_R,Vermis_6,Thal_LGN_L,Rectus_R,Cerebellum_10_R,Pallidum_L,Rectus_L,SN_pr_R,OFCmed_L,OFClat_R,Cingulate_Mid_R,Thal_MGN_R,Rolandic_Oper_L,Vermis_7,ACC_sub_L
Caudate_L,1.0,0.3152033143696185,0.19005744755125195,0.29691142746899357,0.6159188303989035,-0.2775293635438339,0.40821486292104225,0.4721318265023239,-0.24236811319529056,0.651952353066387,-0.1375525890074284,0.41083625653944406,0.28962179170683394,0.47095479422484327,0.2867874711205018,0.5808533853794312,0.6735657748626849,0.434783337243329,0.03338551059422359,0.15734491560267663,0.7397794225503521,0.5135590747127943,0.4333119710431446,0.014863352777870514,0.5510798109957885,0.4723188408300383,-0.2997770501443873,-0.19421298861854666,0.5101383932679576,0.6201311129647835,0.6685335513644498,0.695696977948364,0.6090755682672252,0.5366198076534154,0.5593375780100267,-0.40773374255227235,-0.08334262284003091,0.6894741850393084,0.3202035679045314,0.7616856518136973,0.35380247229555606,0.4509790118278497,0.33993266079175993,0.18599322456293982,0.4085686288916761,0.36362345419823683,-0.010558289727035838,0.3805316833617398,0.4748950172731412,-0.24975438834409194,0.3935173761692886,0.43384878489078194,-0.044694330211739436,0.436883749253701,0.02793572693887893,-0.280700520267938,0.3752394006185754,0.5961584267922746,-0.10769186566805283,0.4471133720471832,0.6418456395930268,0.13983915940904712,0.6246844166340714,0.3054627782428354,0.3585680374866877,0.7414263102356949,0.13749119310396826,0.5552475557683165,-0.08312113209720752,0.06835017863956763
SupraMarginal_R,0.3152033143696185,1.0,-0.18555966508731636,-0.049166236428383206,0.3253496356845049,0.36560853915601144,0.18094985482742443,0.6256260020263446,0.30695603643874897,0.31108394987442256,0.17475294882764852,0.6247691126126798,0.10914118430074378,0.7935229834978643,0.239195166574781,0.5489110407359399,0.2754380007679069,0.3418006909643544,0.4006520174290483,0.43752438199973565,0.4924676776528775,0.22555349998190974,0.48181821228301575,-0.2588532865747702,0.682036482871464,0.12099677700487574,0.06101402746033188,0.5237884705314139,0.0682848729364764,0.4982661861751323,0.1843949379118456,0.19461504352391365,0.27943296651758726,0.14729384746028382,0.26744645513814536,0.1295423737892308,0.16799721885641064,-0.006063333699655673,0.732376652888107,0.287747316138047,0.7326704737794444,0.634814411238695,0.28220230612000163,0.32204647774587825,0.16420199831347224,0.165390838613209,-0.12794451703631066,-0.35977583683905173,0.6602633601452854,0.37002315486050014,0.6454728737428886,0.19759459821740075,-0.007968183202178094,-0.04734063423382853,0.3588107095974888,0.429293812665557,-0.0165589076793241,0.18702268557818327,0.022027908625683174,0.1723893865678385,-0.1593134183244188,0.3494380432948455,0.31553561326716906,0.2366322534794589,0.25846519147427816,0.5679655691793353,0.3758233736637808,-0.04980877331093985,0.3947008642381629,-0.15381851132433777
OFCpost_R,0.19005744755125195,-0.18555966508731636,1.0,0.2741586436027705,-0.04940551433007745,0.05688543991505051,-0.10004165850148812,-0.14799675445689667,0.023455015085691686,-0.013717146021158914,-0.03034586911884035,-0.15676793081298954,0.08508215802805602,-0.11604774974942743,0.04854522674955164,-0.07326287886258954,0.03891319717931583,0.0747717701115303,-0.2395236728824293,-0.021955084018125803,-0.04388577352412536,0.028092253221285057,-0.0767954786267346,0.7653260078185767,0.05797273485789812,0.4437294039493772,0.11261587872215577,-0.11974043743833968,0.17012977112294672,-0.04379506470454995,0.0646275282876956,0.37689026636332074,-0.156583066856194,-0.20202972770449568,0.11369963600157908,0.02839811123400376,0.029902410279362718,0.02800918563441968,-0.08513325031184897,-0.08608113538937752,-0.01546304653070517,0.25126399897170804,-0.02621966293200829,-0.024861561822786135,-0.0662682990076988,-0.02776085507477762,0.14600115875207353,0.4394265420196649,-0.046982820034561036,0.14412166987545058,-0.029186104676755295,0.13370446838821434,-0.03585103247245146,0.6009989922389923,0.06672670247344788,-0.12476545837499202,0.11423981711092485,0.05871747431867187,-0.22879952181961868,0.006257516427825967,0.0901353967603216,-0.24970838926021038,-0.04294644326166395,-0.0561172224489215,-0.0657009248515531,0.1453868233355229,-0.002250033053556665,0.25070589795589204,0.046827378197532396,0.10675262759213697
ACC_pre_L,0.29691142746899357,-0.049166236428383206,0.2741586436027705,1.0,0.17538354125898203,-0.09175728746375193,-0.04488851019306751,-0.1038447324809603,0.09206056390161178,-0.007628092327100443,0.16856875625994838,-0.13878409072259248,0.21015812116914367,-0.11537979468514076,0.03321046257877156,-0.004980634029706578,-0.06629004062432517,-0.005467045800909813,-0.04572729196098551,0.25671176013138447,0.13210379054350824,0.041301259894190305,-0.05188680322564065,0.3921173877501164,-0.012452981156212834,0.5529788083610809,0.026414453101019714,-0.0661241086066861,-0.10649685632610993,0.1269775144676189,0.30586050555405936,0.4782646768289579,0.2158094831782887,0.18163739489906186,0.03422814004779708,0.004964696341202288,-0.2719779881215437,0.0625289519314542,0.0873203044221003,0.0175612697356077,0.18083653391514878,0.2885791593031195,0.13560570078366238,-0.030878368055895132,0.050064205250889116,-0.391851389343696,0.047679598011902656,0.26327304247060973,-0.014024907932642905,-0.08934315467164326,-0.018457375890453,0.11779904401425091,0.24436136853462898,0.47009050606547875,0.09366511128839417,-0.23606233858870607,0.11585567305282865,-0.07535966374405294,0.1329069893301593,-0.1674953306612563,0.1907039896991848,-0.10244282803742125,-0.02661168654313893,0.011118112428604027,0.11750325723803319,0.13620370877656168,0.06849075508891127,0.21526884192615772,0.012051303704820814,-0.22931796724408363
Heschl_R,0.6159188303989035,0.3253496356845049,-0.04940551433007745,0.17538354125898203,1.0,-0.2977268117651946,0.42677808104163323,0.46419706799349264,-0.08079516979117099,0.5391978947441884,-0.19186288415253253,0.4224773280347152,0.13031009070024302,0.2835546369515075,0.3187425551127772,0.4749659634604031,0.5007328816090136,0.20200949756434938,0.2125318258643032,0.2667668410362956,0.6856293463152964,0.5308199024009999,0.5021674338482339,-0.19638933433236863,0.3930194157589734,0.13564021694839992,-0.22392877226277935,0.07504957995688284,0.22846980352440596,0.7236977573107669,0.6041086229337832,0.5297823749780272,0.7196940727398805,0.6432017520140072,0.31365928951705746,-0.42321028674856104,-0.08961321515740826,0.5925056845598998,0.4813573811858783,0.47522696350910587,0.45657672008097483,0.3165140004518573,0.32696988074827066,-0.019754555660216853,0.2711358019244183,0.022991470789697856,0.10904164193782975,0.10435526522780993,0.4694684401221376,-0.28529483601336414,0.3312672725394719,0.34075028664792667,0.09527537280840308,0.1177570397945155,0.06965512246481688,-0.28081590822525443,0.22250882554736917,0.4170584766277081,-0.04076733131080687,0.22406548297384288,0.6006787641757442,0.1962143994818359,0.5812219714435183,0.11767846125313873,0.38078400188159595,0.5520982184705178,0.35006502143924634,0.42161077995862933,-0.10093162512961787,-0.16726344967247203
Cuneus_R,-0.2775293635438339,0.36560853915601144,0.05688543991505051,-0.09175728746375193,-0.2977268117651946,1.0,-0.2784433811277791,0.18943635885929758,0.42776686707756895,-0.3057503320352158,0.24779933424863734,0.19655149581364598,0.10245540896950191,0.16792975205269617,-0.059195004688319855,-0.019432957202691847,-0.27107991088484784,-0.09526752978242907,0.08184558404058372,0.3039587285968647,-0.17107013105984686,-0.16213783546150431,-0.011598238790006335,0.1419431984367706,0.17459315068619924,0.06566142765818865,0.36662287459628495,0.756396796732304,-0.06496585348548507,-0.05962912466354174,-0.3350231333260641,-0.12366879273041181,-0.41734702591298245,-0.4031098630327827,-0.2558384625164415,0.5069889563474672,0.29392347181728445,-0.45849609520889517,0.3878975474470468,-0.4017796390879049,0.41424993963964957,0.350073057459144,-0.04152039016128465,0.042365215526896184,-0.30924523655416236,-0.05572416828876552,-0.08249395077057109,-0.33821200630855247,0.35060537889746246,0.9287231043622374,0.2972495927702305,-0.06323537909183904,-0.02033976571077586,0.08310699082621717,0.3069980638687804,0.8780245013560533,-0.15401363248019856,-0.2379034263280865,0.13917778104762107,-0.2058008053100859,-0.5245084116624635,0.06596732941326457,-0.2896525883683628,-0.11718368952717001,-0.018660074541763043,0.017139669956686848,0.13852165769473687,-0.3109091660508739,0.5266170217655542,-0.11138394621140221
Thal_LGN_R,0.40821486292104225,0.18094985482742443,-0.10004165850148812,-0.04488851019306751,0.42677808104163323,-0.2784433811277791,1.0,0.4472667856543456,-0.12584921764139279,0.5437148832234985,-0.22401667965228111,0.3097004921907824,0.19739349256580765,0.3065127812677492,0.46365125333496837,0.45032880299018774,0.5237409769192862,0.14659482415068562,0.05995376046765898,-0.052583564771761536,0.48413900033056073,0.6401755583278264,0.5126197495411745,-0.20631624434018914,0.2926146048943476,0.13959455692055958,-0.2521186006225977,-0.0630634010260041,0.42712051453208,0.621593388276879,0.22338244579622343,0.37114727762327737,0.4863365349539746,0.430786079431825,0.2693817655015718,-0.41190128903695084,-0.07264685091602502,0.6104988188263865,0.27123861712732067,0.5606185832649513,0.19269848652975163,0.18743702080943314,0.27133222523204353,0.1768638355556208,0.08456668169391306,0.2657034979565084,0.16988161723122175,0.24174953964240306,0.3026803939904003,-0.24834869753616706,0.2072640974514128,0.33792732103245954,0.1079031300889264,0.14352782685411242,-0.22550115429694523,-0.2596036491626992,0.1693217544506836,0.7036488356820877,0.04600740607492509,0.21541200289551157,0.4772598560320907,0.25355453647889836,0.5950904237260854,-0.02226379230360779,0.06580076368296867,0.4238241886385794,0.4466522111025971,0.49909527116994007,-0.22260771070604268,-0.06499749730336983
Supp_Motor_Area_R,0.4721318265023239,0.6256260020263446,-0.14799675445689667,-0.1038447324809603,0.46419706799349264,0.18943635885929758,0.4472667856543456,1.0,0.08155901114023605,0.5228330036071765,-0.06925879789370658,0.46305166582929597,0.13652739671871383,0.7229673637329048,0.43102647545867023,0.6480062942390853,0.384248657217336,0.26280446466176594,0.2939929627020295,0.21304713860662353,0.7205138890908024,0.4682869126730542,0.5440687378212078,-0.23720832422724816,0.6056462323207958,0.2033667873269773,-0.13253770924079916,0.28589950169381717,0.2612564470546184,0.5972470837980934,0.26376690544139175,0.42828093734410433,0.5121108433487611,0.2634080494561706,0.3277473247969132,-0.10341983020063437,0.1365187411625476,0.47051984184347273,0.8076198373001215,0.47638446880086294,0.7380396617790494,0.5746858843284136,0.4669310547987781,0.1839914845921747,0.08291786829190949,0.33448852949637825,0.1303408994320894,-0.009807773123745483,0.8194379512770412,0.2649515322503985,0.5240308774738979,0.42681908406286173,0.16424737564332903,0.03807140265161591,0.07201100582259091,0.2506014369611345,0.1780778985263245,0.47615779877714276,0.0036253387767685575,0.2943457495868972,0.28047450493204734,0.343818033299288,0.4943652061292166,0.10880405563294956,0.21193735137346098,0.7209529786073332,0.4290272619917489,0.28032395775613744,0.12209062977970613,-0.3109389586324287
Temporal_Pole_Mid_L,-0.24236811319529056,0.30695603643874897,0.023455015085691686,0.09206056390161178,-0.08079516979117099,0.42776686707756895,-0.12584921764139279,0.08155901114023605,1.0,-0.3474760239201849,0.2800731222270613,-0.0079897805110415,-0.09217167860888166,0.059667832840986056,-0.12351159974545221,-0.04054300331227099,-0.3020464081567768,-0.13877019508979652,0.23818037970093817,0.46990712493006287,-0.13242634747741958,-0.20787051750123686,-0.04375051157264258,0.17120362286137222,-0.010986067944364152,-0.05819220545585885,0.27123202266996027,0.44384465731358597,-0.18378439953138376,-0.05297896471899619,-0.07519865355434512,-0.005886444277595654,-0.2025153525192274,0.004980694998899948,-0.3801053233704632,0.4733064590084963,0.23319638922366925,-0.4496561641400114,0.2852234636239509,-0.4132789484860258,0.32964182863959884,0.22620767459843213,-0.16553999852208293,0.07414078380062661,-0.1299633086564054,-0.27778928044984197,0.32194862486719333,-0.22501011776612717,0.10850112190380594,0.4046312040218249,0.2944615416282326,-0.1665678953862326,0.14418012320649062,0.008937439651628607,0.466758889857779,0.34266024913965193,-0.18701698054625307,-0.24354112948880577,0.1325532296268182,-0.30512896882130736,-0.3375260676809429,-0.04520188036001137,-0.23753757186108995,-0.01226994932220272,0.06997794758680558,-0.06362111584839229,0.22051958268387065,-0.20975504712601473,0.3140096554271599,-0.2313214840829366
Thal_PuM_R,0.651952353066387,0.31108394987442256,-0.013717146021158914,-0.007628092327100443,0.5391978947441884,-0.3057503320352158,0.5437148832234985,0.5228330036071765,-0.3474760239201849,1.0,-0.24328825205297824,0.5926286070418749,0.06982414356383708,0.5092624891839992,0.5572382041386373,0.675061503027932,0.8095771114677103,0.44317311510249985,0.023090443619627827,-0.01995893933086808,0.6750793873808134,0.7621574736815779,0.7368385892714012,-0.2501540605327297,0.5663851121791317,0.25624234993900225,-0.2869978974233715,-0.0444822711558868,0.407495857740382,0.7151196479392983,0.42533757802315453,0.38302525319700464,0.6601446502077489,0.41660374211257933,0.5171397124105425,-0.43984189851768574,0.07383996097088372,0.653820377936686,0.36596234880403616,0.8322155911326542,0.2716027822728069,0.367995405259512,0.4843592402604879,0.2940916656403898,0.42071532320580174,0.46073072807180515,-0.05614343060964781,0.1816642151361591,0.4679196137483221,-0.24035805251609224,0.40001523411818884,0.6667520378416658,-0.004938964456948476,0.16428031460495346,-0.08291398646295592,-0.19684132234040744,0.2537257210438691,0.6794703460890873,-0.12479067681408663,0.42835887762616826,0.4878560917686732,0.2870830280665726,0.674261844267289,0.22576252629014257,0.22118866533854128,0.7250395367434116,0.23566217967482703,0.48029992846471004,-0.10804975251478399,-0.011837667764434198
