,Temporal_Inf_R,Supp_Motor_Area_R,Thal_VA_R,Occipital_Mid_R,Cingulate_Mid_L,Caudate_R,Cerebellum_8_R,OFCmed_L,OFCant_L,Insula_R,Angular_R,Temporal_Pole_Sup_R,Cerebellum_10_L,Thal_LP_L,Vermis_10,Heschl_R,N_Acc_R,OFCmed_R,Angular_L,ACC_pre_R,Occipital_Inf_R,Paracentral_Lobule_R,Occipital_Inf_L,Precentral_R,VTA_R,Cingulate_Post_L,OFCpost_R,Vermis_9,SN_pc_R,Olfactory_R,Thal_MDm_R,SN_pr_R,OFClat_R,Cerebellum_Crus2_R,Thal_PuA_R,Cerebellum_Crus1_L,Thal_LGN_R,Thal_MDl_L,Precuneus_R,Cerebellum_Crus1_R,Parietal_Inf_R,Frontal_Sup_Medial_L,OFCpost_L,Occipital_Sup_L,SN_pc_L,ACC_sub_L,Lingual_L,SupraMarginal_L,Precentral_L,Vermis_6,ParaHippocampal_L,Frontal_Mid_2_R,Thal_IL_R,Cerebellum_3_R,Frontal_Inf_Orb_2_L,ACC_sup_R,Cerebellum_3_L,Calcarine_R,Temporal_Pole_Sup_L,Parietal_Inf_L,Postcentral_R,Vermis_8,Thal_PuI_L,Thal_PuL_R,Thal_VL_R,Temporal_Inf_L,Hippocampus_R,Pallidum_L,Frontal_Inf_Oper_R,VTA_L,Thal_PuL_L,Vermis_7,Putamen_R,Hippocampus_L,Thal_MGN_L,Cuneus_L,Cerebellum_6_L,Cingulate_Post_R,Cingulate_Mid_R,Parietal_Sup_L,Caudate_L,Frontal_Inf_Tri_L,Thal_PuM_R,Frontal_Sup_2_R,Lingual_R,Cerebellum_Crus2_L,Frontal_Sup_Medial_R,Thal_PuI_R,Thal_MGN_R,Supp_Motor_Area_L,Rectus_L,Cerebellum_4_5_L,Thal_PuM_L,Frontal_Inf_Orb_2_R,Olfactory_L,Thal_VPL_L,Cerebellum_9_R,Cerebellum_4_5_R,Temporal_Mid_L,Rolandic_Oper_L,Temporal_Sup_L,Pallidum_R,Thal_VA_L,Fusiform_R,Paracentral_Lobule_L,Putamen_L,Cerebellum_10_R,Red_N_L,N_Acc_L,Thal_VL_L,Amygdala_L,SN_pr_L,Vermis_3,Rolandic_Oper_R,Temporal_Pole_Mid_L,Frontal_Med_Orb_L,Temporal_Pole_Mid_R,Precuneus_L,Occipital_Sup_R,Cerebellum_9_L,Postcentral_L,Cerebellum_8_L,Cerebellum_6_R,Temporal_Sup_R,ACC_sup_L,Thal_PuA_L,ACC_pre_L,Rectus_R,Heschl_L,Amygdala_R
Temporal_Inf_R,1.0,-0.003775670509953816,-0.2235891024065073,0.12528910608524724,-0.1874134234711445,-0.04560623056939464,-0.2532136485728052,-0.24641770526324944,0.2829442060887635,-0.08146794722990207,-0.058627635515389444,-0.08544811883925202,-0.12091935364801447,-0.3992554500732419,-0.28657772815616217,-0.20141607961144398,-0.2646273091160296,0.067819185052979,0.11094068002911042,-0.06128107178579892,0.2079757106006812,0.061601986774303945,0.1157369362648503,-0.03216981653396222,-0.16507977098048518,0.018354230208132857,0.28604071442889306,-0.1559205809144041,-0.016642009045193588,-0.11698015627016779,-0.3315116054087352,-0.15460050629079444,-0.2984990281063279,0.21133375319225103,-0.29920675655706486,0.06648506401121666,0.041393848855628385,-0.18183030160504748,-0.040836202671855046,0.3755064942771313,-0.0947255797185647,0.09792957751397315,-0.08213880985282195,0.2742755784821669,0.11494838032346304,-0.010040868943602744,-0.20777483123481666,-0.07732001990377063,-0.07836869348872441,0.019047766147039916,-0.060084977232662685,0.12242832817566315,-0.01930720209240791,-0.12040362854807751,0.1731006468650235,-0.27358525056160027,0.05683212918131772,0.02732644694597009,0.10219560491687316,-0.08641408474371208,-0.06397649717749446,-0.18401101715154186,-0.11875678688643065,-0.2135948758775432,-0.3037131681993926,0.6000002251759371,-0.12455009156016528,-0.09727058824655979,-0.13104048179280395,-0.18030582924618602,-0.06425486646291931,0.1547060550226116,-0.17585229230859836,-0.0840605439649363,0.23231387477032636,0.278418477661199,-0.09875693337637423,0.008600470729897646,-0.09432451980866596,-0.024869730467777077,-0.2175830187299154,0.17245503427759887,-0.3625808158043231,0.06542152879643061,-0.26007923985310183,-0.006456633655338685,0.07510089520868428,-0.1481160575150482,0.17316579797449733,0.03734385400349675,0.02854620720547154,-0.07798277207390333,-0.1295692964306122,-0.19456365101594716,-0.09393588639313141,-0.11167194129708069,-0.20278198315842624,-0.08883654520354703,0.009601779391109178,0.06982507031003359,-0.03628269807337277,-0.09786830711245646,-0.15732049457398442,0.12384214619506896,0.11443018435986729,-0.20676827836859632,-0.17166558207215257,-0.15114459951305412,-0.30006378758770336,-0.20090457273982876,0.12375934937083152,-0.11585443375573698,0.15154424873694453,-0.1648352405292091,0.5074368582789859,-0.07721133318384099,0.5818392381028671,0.11833135061615133,0.15953584728196676,-0.19170784947538977,-0.10199409264503555,-0.04938134278811328,0.4041311934029104,-0.22083254412198272,0.0328945692366459,-0.14911132795366877,0.03654602014322626,0.13712828899960502,-0.06269887538708012,-0.13910418716738226
Supp_Motor_Area_R,-0.003775670509953816,1.0,0.7205138890908024,0.14322547863544335,0.7251383638845919,0.1909809958923699,0.20141328536026593,0.10880405563294956,0.013025466023539737,0.2656803710999886,0.509378070756214,0.21304713860662353,0.08378037235719342,0.4669310547987781,0.1877881048398328,0.46419706799349264,0.3000077771865614,-0.06925879789370658,0.28134011741892095,-0.11336815393335786,0.0345033912869449,0.7380396617790494,-0.13253770924079916,0.8076198373001215,0.18685643704407662,0.6991878546744535,-0.14799675445689667,0.26280446466176594,0.33448852949637825,0.35865996668642897,0.5121108433487611,0.4943652061292166,0.21193735137346098,0.1521655164105161,0.5198896156392395,0.043541587534526666,0.4472667856543456,0.412943879223123,0.8194379512770412,-0.10341983020063437,0.7229673637329048,0.2033667873269773,0.07201100582259091,-0.009889353097439907,0.1365187411625476,-0.3109389586324287,0.45838027507568213,0.6056462323207958,0.7883727579724588,0.1780778985263245,0.3677577901251787,0.700029955289701,0.6587942742924776,0.5972470837980934,-0.009807773123745483,0.34062502538686634,0.45538593363243385,0.37489415118908775,0.12135364930356615,0.6978475864603224,0.7769666815350046,0.07164216066612247,0.5440687378212078,0.44009432975561513,0.6073127722272709,0.1303408994320894,0.4884149432125448,0.28047450493204734,0.7370966757520585,0.13393135734642844,0.42681908406286173,0.12209062977970613,0.21856697561981547,0.47051984184347273,0.32399003546618765,0.2649515322503985,0.45290084029616967,0.6942167238262772,0.7209529786073332,0.6810899740626912,0.4721318265023239,0.42828093734410433,0.5228330036071765,0.5244131823108171,0.46305166582929597,0.19073657701019847,0.39888557627725135,0.4682869126730542,0.4290272619917489,0.9500830995048076,0.343818033299288,0.4179994351743159,0.6394034284655092,0.26376690544139175,0.1826227372409297,0.5748297903838451,0.27007249270494205,0.5235967677000843,0.11194623582120815,0.28032395775613744,0.285499020557729,0.2634080494561706,0.6480062942390853,0.5240308774738979,0.6773865929724334,-0.053346353006027365,0.2943457495868972,0.5010753865395724,0.08291786829190949,0.6060655727137875,0.11823838357137707,0.32962082283335425,0.6753966247485683,0.45975231488062857,0.08155901114023605,0.21346864027731366,-0.02686564696736072,0.7702864276204686,0.2506014369611345,0.3277473247969132,0.8158943149834852,0.1839914845921747,0.334481812057287,0.4786646865504619,0.27276864207094986,0.5025833657507007,-0.1038447324809603,0.0036253387767685575,0.43591924204218707,0.24585566186445723
Thal_VA_R,-0.2235891024065073,0.7205138890908024,1.0,-0.1505052218941075,0.7777872146742322,0.4339227288237001,0.35869871040164925,0.13732351400952744,-0.009700824636145904,0.5200179533513242,0.3381256521103693,0.18327972214914,0.05549835208552719,0.5459420279163262,0.38468169511281486,0.6856293463152964,0.33190231967111433,-0.12015291344687977,0.0924242554544234,0.11414441377674674,-0.047451509730467786,0.5354895749471955,-0.22228191816790935,0.5859892683486163,0.4711370083522808,0.5203499743841784,-0.04388577352412536,0.30884361839934654,0.29485508157181506,0.5516778784990591,0.7251298454461207,0.6192604124308526,0.3277954234035277,0.05586400417846853,0.7256460335292355,-0.07706215401064247,0.48413900033056073,0.6649658304427009,0.6680822571445943,-0.361368164036723,0.6225946648694488,0.2557756909790981,-0.023257269277696748,-0.3244316075128194,-0.0534042846292082,-0.2669576662422012,0.43898335924031356,0.6090525677257479,0.6373166179079188,0.31492027110277593,0.5429525357652083,0.6582949692040166,0.6713144683151363,0.6851746793022916,0.09743117305173571,0.5613603059216965,0.4341521319109885,0.1963131013009861,0.01780627531438531,0.6145101641401567,0.6360734977210729,0.0958192539579808,0.5434808654756678,0.5624574423352582,0.8818222678047639,0.05288860978419182,0.7123476914996332,0.5920685721124155,0.6942660347561236,0.42627660310887205,0.5368754556145698,-0.035919616541966175,0.48826623846967576,0.6877282498355929,0.08925412269175476,-0.11723313370545214,0.41080602498590607,0.5237606820412718,0.7448691070702639,0.41785998792263007,0.7397794225503521,0.5535869128592845,0.6750793873808134,0.5738702393012473,0.475681208242415,0.04353685942832043,0.3850458928798252,0.5485965967776061,0.35438046538461887,0.6817802302593753,0.32888236625330647,0.418530529719057,0.7437684972985943,0.4898951159054563,0.12584714134237082,0.6760957535883984,0.46260632836711246,0.58002948672453,-0.014431583769047997,0.38441899706726673,0.28482607126929643,0.47931585828516443,0.684965945234992,0.453680486556927,0.37654350299359246,0.09894417080953044,0.3872123927202674,0.6974292154772797,0.22104541836437855,0.8002514429799741,0.12220661878792485,0.450674077381469,0.6503843699506945,0.5733406240782238,-0.13242634747741958,0.24375905152782765,-0.17515294879548982,0.5151616243747419,-0.12627650539687751,0.49988121174414685,0.743822317492504,0.13630137373708132,0.2123225795672269,0.5228723745785505,0.43750659318898477,0.5287047676744988,0.13210379054350824,0.0003086860245179019,0.620708082448071,0.2571991965577542
Occipital_Mid_R,0.12528910608524724,0.14322547863544335,-0.1505052218941075,1.0,-0.03128646465688873,-0.3758795275654087,-0.1898559803916873,0.034210211791892105,-0.1199337569838409,-0.085350664989828,0.7599985569668893,0.35336379531083084,-0.13308407568411593,-0.06658046634233732,-0.20529321067693265,-0.2887123356879814,-0.11640303324916244,0.2617329074418007,0.6942537500911075,-0.13106906569616783,0.11565025049557348,0.289938083585856,0.30000880626782994,0.27694832454518686,-0.49842893209083283,0.206493764969107,-0.05423101205091022,0.11506766271166795,0.08317507251659638,-0.28631912583980246,-0.4061344457456854,-0.20184521035497552,0.08888300664271341,0.36056224364871886,-0.23462796609259792,0.4272363774911258,-0.28424524421463987,-0.32852256147023606,0.239974364803007,0.5192846097199854,0.332145571976526,-0.04477892860292023,0.31935324569470525,0.7337367345539647,0.36925503719564556,-0.006056691657769798,0.44926745250620964,0.16253624548107581,0.20449757086314765,-0.26573574735225663,-0.47788443907280814,-0.00020922116804830858,-0.018776020329343408,0.007043359643961026,-0.5890498007309165,-0.2583985806606557,0.28479275202187754,0.6622085028859809,0.2117325297651408,0.30802618342147453,0.3011827633376853,0.08486709684298166,0.11682475727485886,-0.05650465204249659,-0.2971881415191134,-0.2825398638553676,-0.11235313570191702,-0.6365409151817512,0.22799734478218775,-0.4836494688443525,-0.03147570071506892,0.5842290059788608,-0.0630960982721142,-0.5174694242957825,0.5378581864583265,0.7177134139390035,-0.1813732745102192,0.21581288068988191,0.03387410594987443,0.49684905857962836,-0.29882211580996976,-0.3534657595789841,-0.16963789622158496,-0.14440494590371936,0.392460700357946,0.3489116394434857,0.017554617965833356,-0.10790777288720763,0.1440268812112086,0.12235404178048709,0.1466176508284644,0.3877054334328181,-0.227441044220931,-0.2999333172794654,0.0767031358465216,-0.19883824706399217,-0.38175565440773246,0.2716045319380117,0.36233336392838056,-0.42268153745066733,0.14589208076937957,-0.3977211477717454,0.09747314040072085,0.41832564806949263,0.3176536304272572,-0.2362200963802253,-0.105805414813893,-0.39527973010300244,-0.18976458742257585,-0.22908079916852517,-0.3372205679867094,-0.25585716634588324,0.21031384348480886,0.20402530859741785,0.3248156869271957,0.30186932625133694,0.39325115858724796,0.35198447374391534,0.9172051562299132,-0.07272407410608167,0.09207019954959102,0.25017957070600316,0.4706797713919735,0.44627655653346493,-0.31831786223399827,-0.013497638723453362,-0.21665596226935677,0.15992444984203338,-0.1776227902833114,-0.1844685859939326
Cingulate_Mid_L,-0.1874134234711445,0.7251383638845919,0.7777872146742322,-0.03128646465688873,1.0,0.34897165084475656,0.5706382750608495,0.25886700461573464,0.1066049017696936,0.5935745183096315,0.42086344658024294,0.20842622275019346,0.17002494170812774,0.5144372403912184,0.27351016532544864,0.5671209913005145,0.343935134529848,-0.1384692340606319,0.2267485893197046,0.27007373256059053,-0.0029713175313044954,0.6061030500355808,-0.17446345699426508,0.5948081683866968,0.39325180408968735,0.5745106295770924,0.0646799525034651,0.5407400045092985,0.47193424372747356,0.34739918432471306,0.5900202519243422,0.7004043875545254,0.3634707259963904,-0.004905157834062548,0.7779166915037994,0.23537105491260937,0.43265929727604396,0.6392236472853926,0.7136178932582995,-0.2549002414406786,0.7576429014569032,0.4815456024231415,0.13804413872626806,-0.20531905382151078,0.1389467980526584,-0.11895089194435575,0.5671585840001973,0.7934404070709039,0.6410648258574142,0.2888834918390041,0.5227316814377578,0.6986401105609468,0.6589344514789969,0.7326675747551631,0.2048841622496592,0.6107201435145431,0.6331788404265146,0.25180171806662016,0.14481270415678593,0.7416390710786727,0.6551972211008291,0.3430548397230748,0.7005575970261195,0.6910306858702667,0.8373604509520407,0.016771079612365743,0.7112445623637527,0.4034203841007484,0.7225813460239721,0.3843812089971903,0.56526368269061,0.07357671953653297,0.5341479371732586,0.6129749973993153,0.3090409308103151,-0.013508956505708818,0.44871940483863554,0.5146854438848198,0.9751503630920078,0.5217539900229191,0.7684037405988338,0.5920194753553243,0.7688349778623608,0.6875425776894689,0.615650969726992,0.038493916914666665,0.5636294945480492,0.6104425800492852,0.3399394715613619,0.7344435334117528,0.2423236595159168,0.6008443708890251,0.7994162229894114,0.520793102400509,0.2428369860664229,0.7706443229450602,0.48805265677761583,0.7114142496497246,0.28313603560054784,0.5134103270805302,0.5820638853205872,0.3704407347727417,0.7784658058295133,0.5901964615895975,0.496662421071923,0.38693770802946525,0.490902867448816,0.6865399268393078,0.3465257403658455,0.8146615658356932,-0.044221810041009516,0.510264172202603,0.6457014649960912,0.6600798011908984,-0.12204658073092108,0.3037200804866486,-0.12259373590969269,0.608577420952201,-0.037231535214626514,0.6366988070374878,0.8295393553436736,0.37050062801759037,0.32242103858657,0.6232370743154727,0.46683208243202956,0.7098811052891371,0.09144013361548839,-0.13568744335610694,0.6489363716477651,0.0931774392377121
Caudate_R,-0.04560623056939464,0.1909809958923699,0.4339227288237001,-0.3758795275654087,0.34897165084475656,1.0,0.2079892698733412,-0.08475956913327287,0.17928967459687928,0.3639429810750181,-0.23735042470403697,-0.042491263501620455,0.0007802865808231963,0.33834628560809993,0.10806355559795283,0.3422142753583937,-0.1475894331601165,-0.19819714528467533,-0.2745567084692763,0.15611512337790787,0.08328080515108506,-0.014781461694753726,-0.24282333468196116,-0.0371658404377175,0.33624559169314744,0.07865528586558533,0.18298702427467706,0.06789200633166759,0.2943029673524383,0.5552918738343996,0.2835948339025043,0.30547352168475944,0.16393465831032775,-0.05874103389758115,0.41314312627821154,-0.08589795478805028,0.310253813343195,0.6780806552587135,0.11061175377976287,-0.3784522003849544,0.021179064623454234,0.2411653654352436,-0.21336515633087258,-0.2741340152841729,-0.06356214684814608,-0.07300605007186721,-0.07281166025588712,0.1397011626173263,0.025292245030681178,0.3905325737178786,0.33893655556148927,0.21759250057458754,0.10066076499384662,0.24349274091618714,0.4174734830221778,0.5698999993691186,0.1055119907060762,-0.2623780057667277,0.001732066245824001,-0.009426183519702407,-0.03406226934077765,-0.11954950863412808,0.14368838668055242,0.23702131562163545,0.533108615066585,0.0945986468859905,0.393434386103324,0.7084295200293493,0.0941071004125946,0.4665317183581909,0.43612772243621684,-0.14907499947710323,0.4183696699759544,0.6109794714859541,0.05539213576666841,-0.22526943772500954,0.17299947412193722,0.05269584346499552,0.33313306868724724,-0.034041481507779914,0.6325054244091052,0.5731457845700588,0.35391635045959813,0.4027812461166905,-0.0333700366877527,-0.04705367782012219,0.19383199981108337,0.31664601930792674,0.012461526084051171,0.2762727821844926,0.029037437112058927,0.05776090864767716,0.49290765716051255,0.3807432476014532,-0.2865313168711798,0.46672556371689583,0.5334625783555298,0.14880735861295136,-0.1365993489972035,0.4731601081621836,0.10652219820025982,0.2514557955782574,0.21743170466022027,-0.0895336026702022,-0.0929272544498703,0.1905905078075522,0.2504666358448338,0.45452213034375594,-0.10257520546076186,0.31277179025553276,0.24342815651658478,0.42693788582817577,0.24104806133720738,0.10042452844204004,-0.33154087047982,-0.1867832298280552,-0.12512627205295024,0.10521969219769335,-0.29183582026177685,0.3294885431579306,0.12685473683378623,-0.12183677646605151,0.16568969249750484,-0.03395156730710352,0.5919050246100578,0.2547331250898468,0.19219134519176662,-0.19383280356520644,0.37231933033020614,0.027059961109135205
Cerebellum_8_R,-0.2532136485728052,0.20141328536026593,0.35869871040164925,-0.1898559803916873,0.5706382750608495,0.2079892698733412,1.0,0.24306917886734267,0.18636869959214974,0.30324208887060433,0.07976485741563723,-0.13906004538625666,0.32390648121687377,0.308926995811756,0.2143483707574555,0.19682295747290723,0.11547862942473727,-0.3016871179173597,-0.05194264545243076,0.21670616306886437,-0.09547046355289747,0.06400437086511646,-0.14701702944317638,0.04952745391477035,0.4321643696062435,0.07592456635379849,0.1264109836114838,0.5835402698037697,0.41257143797441165,0.12164856237320378,0.30874374634698004,0.5375806018790606,0.17559454917104178,-0.19316775387512627,0.5296302265439078,0.31510892999694584,0.30323270287097204,0.5034567359973628,0.22362541579558382,-0.28511649789012267,0.3857685604139158,0.3568881183611741,-0.1080686121833672,-0.3523374460871536,-0.027448623772937268,0.14674789527638088,0.29658234236875086,0.46974539583763036,0.11295270095175568,0.32159020284051304,0.43569875255979595,0.18720378620222836,0.34195062361469203,0.3939194125693326,0.29778386280988384,0.4691115205672812,0.3326252228722738,-0.07878366633779085,-0.032500484871871335,0.31768042950509234,0.15182967249835871,0.5315939640420364,0.3907149145635449,0.5761754302784194,0.5324036213444527,-0.11672118241638689,0.41083930942533825,0.2482922782494738,0.22028333403380285,0.4688095552183993,0.2804568026576202,-0.053107450558458516,0.23298730162296424,0.47946511860965324,0.11489279434875514,-0.3032772758672255,0.39278249165932694,0.014341638656703399,0.5355039289115843,0.18079766518763773,0.4885297251809266,0.23483985778778266,0.5712029808286027,0.4289402923705258,0.384226525577843,-0.12431205488076437,0.3305492324125021,0.4065782834882169,0.05497343665130646,0.251576580215052,0.21817622938528555,0.33912122877684703,0.49804538686185224,0.35076761021742753,0.13854433210052525,0.5133930398496195,0.6778353214180489,0.3896436721040308,0.2221913309441864,0.4502249789181256,0.5083417542240626,0.13031799597699018,0.4236050896393991,0.25348434137899284,-0.0380403456234324,0.48269049370637346,0.5300609410588988,0.5276160690324616,0.35189181013526405,0.5356782187227701,0.03644136082771293,0.4111712874454373,0.23315830035423132,0.26075450865683364,-0.4484589270767029,0.05763799145227191,-0.33594594911030423,0.06851183198622264,-0.2646332649835339,0.7247821651598488,0.3577441441329158,0.535965191851494,0.08735628361049436,0.2846516028428505,0.3473278736222758,0.5398508404697719,0.036871929653947096,-0.15081140221035141,0.3790421417475301,-0.06801507709165422
OFCmed_L,-0.24641770526324944,0.10880405563294956,0.13732351400952744,0.034210211791892105,0.25886700461573464,-0.08475956913327287,0.24306917886734267,1.0,-0.12003095956221436,0.18864517819457322,0.22755185117817647,0.1805927199978413,0.3610959481234916,-0.03557762516301448,0.06486843152087743,0.11767846125313873,0.3106974814627891,-0.003274005618314015,-0.012031044774160773,0.23809487293747686,-0.1225454733592809,0.10790058366408306,-0.12737461011711365,0.06551527897611763,0.18543734653950839,0.052706813537648015,-0.0561172224489215,0.402602424082097,0.14976377042830227,0.029500321510171578,0.18733615220848668,0.12478696375179266,0.24212736605807836,-0.14892266503921292,0.21067867028924064,0.11002630951500701,-0.02226379230360779,0.16489023443763332,0.10843477254290125,-0.02452086077583206,0.25876550961824835,0.034372113276550875,0.2362740680532727,-0.19446961339258376,0.09035741617578055,0.33056713411121125,0.3417857484583001,0.18622704737755677,0.09624108093773058,0.15640208395995547,0.014304786273878644,0.025058171034731232,0.06310958420170888,0.14032838600601194,-0.12893430723773203,0.16925874180831393,0.040754990307872295,0.12518232297877144,0.129430965151384,0.16546112035357793,0.16002651045744418,0.3113859847868528,0.07921143941361984,0.24829128894810443,0.18786714458465043,-0.23822530508741205,0.23706479678816425,-0.1257945916172089,0.26858411251375686,0.16748083774975292,-0.05681004108153273,0.04918420861584771,0.11037892949887132,-0.03638133962715011,0.01254312659080721,-0.1828703659553253,0.12911330197646806,0.057836944629456544,0.2004083357286464,0.04809480852005023,0.3054627782428354,-0.041463656927659465,0.22576252629014257,-0.006645410377659302,0.3592618538783865,0.11709642542509426,0.03491799855415647,0.04703613823815838,-0.0758397433385933,0.09072580158363865,-0.037782106597597266,0.18013675083094674,0.0408513513411822,0.2753146546497899,0.3688379026109932,0.054972319893316246,-0.035104423020063225,0.2795690537581072,0.19957903849028427,-0.0006541349753021931,0.10561836852095931,0.1771889077251237,0.23308850055664537,0.3452829919577497,0.07040712048869395,0.2911934900388086,0.26849167298579096,0.16552523582391965,0.49585643679635266,0.24047603529684147,-0.17133782968572842,-0.0974505564562428,0.0852849409922415,0.30936025765412145,-0.01226994932220272,0.23610384550514552,-0.177769534287548,0.010532478949768179,-0.02386790661272702,0.2540482552265372,0.1758875550975415,0.2785344353515082,0.08489894209272687,0.3493013328511721,-0.13954596852722664,0.22638008326511982,0.011118112428604027,-0.12179970017214527,0.033995069709662686,-0.10288714797343358
OFCant_L,0.2829442060887635,0.013025466023539737,-0.009700824636145904,-0.1199337569838409,0.1066049017696936,0.17928967459687928,0.18636869959214974,-0.12003095956221436,1.0,-0.015898283395400777,-0.08606738000959432,-0.18293036310525815,0.14938217261643782,0.010733931173520922,-0.24605515647413506,-0.20894076670928202,-0.1303055785697891,0.06138683576494895,0.02334921121372142,0.055558473430897766,0.24376101133998632,-0.10996491866076356,-0.021062526964770026,-0.12797058569607495,0.21622426691989335,-0.08168597517855473,0.024916868246637233,0.02427057459132437,0.20828021653368492,0.07252054348905765,-0.03638196604832862,0.09983232867978616,-0.25912459457589737,-0.050677164039460446,0.1116389495743102,0.04146644904307039,0.1011908764347197,0.19324604290943917,-0.09427515136501809,0.0743232834615219,0.05918456128808746,0.28012645035472555,-0.1823807929321508,0.029491310050596013,-0.09976281001587042,0.08797101724922099,-0.12102517600594981,0.13584799673097453,-0.09290940831017737,0.178760123017947,0.16294168638070297,0.06327067725889386,0.04748802120336913,-0.008704309810053856,0.3165946863487594,0.17037357364424408,0.025390940877759394,-0.22109560215542493,0.19353770260222897,0.07335207491500555,-0.14736835360746173,0.114994958640816,0.0975214821916066,0.11670876559276136,0.054433190227193715,0.1890390877929202,0.017433551652943746,0.05363402237523164,-0.04112791979900766,0.2295812082714483,0.08622889431220067,0.04148546825187236,-0.023636528809759454,0.16543573939091882,0.27347911717579465,0.009253336990502143,0.2330538046553887,-0.14907940535839928,0.117138634164518,-0.0396377984804184,0.1374591521738664,0.16956981303471472,0.051238528202589506,0.2873139400840748,-0.10586462844690829,-0.20754582562471974,0.20810674909939894,0.08377992036654766,-0.022704589477528164,0.07738368838111938,0.0985787085056384,-0.06118761388868245,0.179649580330591,-0.030091508024002758,-0.20126275298886637,0.12358962106246675,0.15653628738084244,0.0029744149974745347,0.14253321559254958,0.24212224962919165,0.10910551178562562,-0.06431340920131402,0.1438132446403817,0.03520857216875211,-0.0998312055874744,0.21192784481543378,0.0291263898748369,0.13677348575037832,-0.057256256055823754,0.11144179366741566,0.23863032386396965,0.036141077836834665,0.09708766644633655,-0.15796946616186314,0.0270778937754527,-0.22124301004085675,0.025409652961457214,-0.04067092844590633,-0.09907300393135077,0.004989356432584128,0.0001633412700085213,0.1965623951152386,0.1630362668579247,-0.1632820881959484,0.1950701535830954,0.13504646868587677,0.14499328208402457,0.12061327268580424,0.02202514681806112,-0.08785290299024123
Insula_R,-0.08146794722990207,0.2656803710999886,0.5200179533513242,-0.085350664989828,0.5935745183096315,0.3639429810750181,0.30324208887060433,0.18864517819457322,-0.015898283395400777,1.0,0.2026589152124896,0.41337234342236795,-0.06766508960531128,0.2502401187729918,0.3060888806255575,0.6736541529658683,0.09055073581428791,0.014771095167257713,0.11548943783849051,0.5126735137666979,0.13024366824052533,0.41412224490903987,-0.053106029354024,0.37838420880648393,0.3489960430318063,0.2400206613966698,0.3762229250956605,0.32637972844141244,0.09047485721631536,0.3038823602370014,0.4201821694616314,0.5114095737793962,0.5028521752760443,0.045721029716917286,0.4745717137979758,0.12252296479484995,0.26165579618877427,0.5481559131193486,0.36766168947721456,-0.22196271611629598,0.28830141618038,0.5434630746702979,0.3000416782698275,-0.12978178890939238,0.06670704257954424,0.03434399794055245,0.39106339045454525,0.44268830438218904,0.4575506642457122,0.18930617919944026,0.3342449778519114,0.5854251343466825,0.5018308422993624,0.6849462312992577,0.25358190527181507,0.6002339430057692,0.6009968057020612,0.23797624057397068,0.21701633964439698,0.40972276573236394,0.4675464205456944,0.1152349203122476,0.4649500485371068,0.400102816713038,0.5786257956003346,0.00013426264255412887,0.7051016193405513,0.39352350291297045,0.5158621580234155,0.2724572270031888,0.3438085980966374,0.15660641880252332,0.8848585796207812,0.3705672837099764,0.18210492572321382,-0.04910752137725703,-0.06356607208538838,0.3043146124142435,0.6458594928910146,0.1486650449925108,0.7024204822102456,0.6131004755552872,0.49001230680914004,0.5623455616456006,0.4464508612197669,0.07178529490474318,0.5684745887396748,0.5393701827677914,0.27071745701450617,0.31481689610331,0.042811976609781886,0.584303771198675,0.5072005525260501,0.657514201704693,0.16611543323299535,0.5273879917687766,0.15567377484249037,0.660177308564659,0.14370759721824564,0.41955140924397555,0.34234753758791225,0.42790832893087505,0.4455046172688912,0.4685944725089102,0.3662610759883307,0.39833709015815605,0.1261566196520776,0.4309899541885738,0.2896475331855818,0.5082656905592259,-0.08271574891926159,0.34099541499613567,0.5573620179986021,0.7977612275307426,0.048764964535793036,0.3706329418970656,0.14174468531635342,0.28101469781962385,-0.17256155818717733,0.32672353688196115,0.5253193690092903,0.11432835881495523,0.2448262842465305,0.5626547402455102,0.5513516750379304,0.42337128722445133,0.390719208401927,-0.06903170419956298,0.5136298808463255,0.009064827598332189
