,VTA_R,Thal_LGN_L,Cerebellum_6_R,Precuneus_L,Frontal_Inf_Oper_R,Thal_PuL_R,Temporal_Pole_Sup_R,Vermis_1_2,Vermis_3,Thal_LP_L,Thal_PuI_R,Red_N_L,SN_pr_L,Cerebellum_Crus1_R,Olfactory_L,Cerebellum_4_5_R,Parietal_Sup_R,Amygdala_L,Pallidum_R,OFCant_L,Vermis_6,Temporal_Sup_R,SN_pc_R,Vermis_7,Parietal_Sup_L,Rolandic_Oper_R,OFCpost_L,OFCmed_R,ACC_sub_L,Thal_PuI_L,Thal_LGN_R,Thal_PuA_R,Vermis_8,Amygdala_R,Thal_MDl_L,Cerebellum_6_L,Fusiform_R,Cerebellum_3_R,Temporal_Mid_L,Thal_LP_R,Frontal_Sup_Medial_R,OFCpost_R,Pallidum_L,Occipital_Inf_L,Temporal_Pole_Mid_L,Thal_VL_R,SN_pr_R,Temporal_Sup_L,ParaHippocampal_R,Insula_L,SupraMarginal_R,Vermis_10,Hippocampus_L,Parietal_Inf_R,Cuneus_R,SupraMarginal_L,Frontal_Inf_Orb_2_R,Cerebellum_9_R,Heschl_R,Cerebellum_10_R,Occipital_Sup_R,Frontal_Inf_Tri_R,Precentral_R,SN_pc_L,Putamen_L,Postcentral_L,Thal_PuM_R,Thal_PuM_L,Cerebellum_Crus2_R,Thal_IL_R,Temporal_Mid_R,Temporal_Inf_R,Caudate_L,Occipital_Inf_R,Hippocampus_R,Fusiform_L,Rolandic_Oper_L,OFClat_R,Occipital_Sup_L,Cerebellum_Crus1_L
VTA_R,1.0,0.5207988068808159,-0.02459184935326099,-0.02547657266753308,0.22840695235442343,0.43441183235200703,-0.2059046056668918,-0.07630430884276766,0.28843600715929857,0.1726222400004767,0.40725765915218276,0.7162735398841031,0.25156326471600093,-0.4607320485134869,0.018778263285930432,0.2939966764312228,9.021759060652469e-05,0.30084936705615467,0.5901096074212763,0.21622426691989335,0.2966074444703767,0.06626816812432462,0.16089001568209216,-0.41144119879081603,-0.04018946732101604,0.13304701174571104,-0.3410226117426029,-0.2156567025848947,0.08094052937247048,0.2463641211389173,0.4391402121699747,0.48291852286879383,0.1059443284690703,0.2019276100849198,0.5564721531899812,0.38197322925700655,0.09694334745861297,0.4241940867627002,-0.06064912830872577,0.16565806964415972,0.24867556446704048,-0.010831599126030097,0.6177118791061201,-0.3585159544821096,-0.35373299765304417,0.6131143036982601,0.5338745042936854,0.10622495852144309,0.5405536156897081,0.19028863115702968,0.029247493552518707,0.38102376899641727,0.6614796275427202,0.21300089766508892,-0.4841325028059826,0.2947784042724725,0.3966407793335854,0.41264152510051355,0.3908834467087958,0.21589230192000677,-0.503328852664478,0.07122429961830287,0.03798521287199232,-0.407961476662847,0.3443606373218439,0.27617164362882024,0.5007094049051604,0.4846015133734843,-0.15519814957327974,0.2602403573570761,-0.39759955751184245,-0.16507977098048518,0.612385205294825,-0.18589696156596514,0.5125229293690138,0.3826420214907419,0.4138674777837605,0.054642813050869994,-0.5096178621281175,-0.30920598187941534
Thal_LGN_L,0.5207988068808159,1.0,0.1901815040263206,0.3517869409253631,0.33195317534092644,0.638009312034219,-0.12460377830253702,0.2595506491518812,0.5444250825940534,0.2790374072876671,0.6763478748655108,0.7825616003040778,0.4471851180501202,-0.4052651727696769,-0.01753838996234092,0.4883249339139982,0.35490268902098715,0.13900843078421019,0.39741211683617483,0.2560722935492758,0.26778241594622054,0.20919449526822043,0.51095417630327,-0.20804322245127377,0.3232956345364518,0.2626900730723338,-0.17672759532630752,-0.24399614345948278,0.13246004146174245,0.596588317424945,0.7036488356820877,0.6959893856792357,0.11538871968870039,0.05079868022621468,0.6340788994932002,0.3904010716212136,0.28071534170110674,0.6058920530975058,0.19680136559396016,0.20777880234208845,0.30946982107184323,0.05871747431867187,0.5232520177671897,-0.24703181951235215,-0.24354112948880577,0.6648582714995027,0.6518356109392355,0.40786692885410397,0.6396599038392404,0.3011598634268114,0.18702268557818327,0.3184585625767538,0.7415184419461452,0.4326790937224177,-0.2379034263280865,0.49951937733466484,0.3008811157120292,0.5103838104607781,0.4170584766277081,0.4873993136132516,-0.22361820887325376,0.18280639838639617,0.2366298148939108,-0.04652614884634127,0.3842075101553244,0.4854654467581628,0.6794703460890873,0.7286753794055838,0.008059675418494394,0.5497684711149171,-0.21999577935035464,-0.016195756039879952,0.5961584267922746,-0.12978259625577854,0.6380109677157201,0.6237042392583757,0.6673105621665735,0.08732584655343549,-0.32132921302230394,-0.054827409370776556
Cerebellum_6_R,-0.02459184935326099,0.1901815040263206,1.0,0.3498610752604317,0.4620877792955517,0.27423536759822303,0.2621890187468453,0.4273837045770154,0.4993528606775716,-0.11901026640576998,0.18918610528985744,0.15830906295638233,-0.043325670632023985,0.19937063348536563,-0.003172878289585783,0.5086207618668094,0.4106685391951122,-0.20468050743166416,0.04763725391545947,0.1630362668579247,0.05447360969192145,0.46899507189620715,0.40089490602921757,0.41186938812386054,0.3437103515245371,0.3481212341679329,0.11121642007202351,0.17526995620678135,0.10733184767315623,0.3074101289844881,0.14067192861455666,0.1674654861568336,0.12310582544138796,-0.3636198850523585,0.2483550403350762,0.12668219152757168,0.4901357671164396,0.3378506784217391,0.1850125316529058,-0.10514511057178726,0.24544466261187928,0.019318954524254903,-0.10041475782996376,0.04563032776648039,0.23486098095215213,0.16332201243161001,0.20215494769529394,0.15448869865531276,0.09617833507671765,0.14895482411006863,0.42861034511199775,-0.039584550227218594,0.08110107558251878,0.4561143030931922,0.3493296691458876,0.3072776875537157,0.19529910827941116,0.07194863286854154,0.06363431016209063,0.09519790758622744,0.4490680829860859,0.4336204904372398,0.2845919299762342,0.17966445475366066,-0.057924465660222135,0.2744906962614365,0.103105092302727,0.19880404038344762,0.26200027290169087,0.13431780514100455,0.498661057599414,0.4041311934029104,0.2457575571706539,0.12782733399750768,0.27202651976144027,0.5253312224367057,0.04930303721123188,0.1778547422078224,0.1871202003426348,0.2922334096782066
Precuneus_L,-0.02547657266753308,0.3517869409253631,0.3498610752604317,1.0,0.6115043151337757,0.297429324461083,0.27687094474324236,0.45149402736684513,0.6445137348054286,0.3191973544097529,0.3903295951550939,0.3010532190988237,0.2460935940499535,0.03949233932270388,0.2143124542498597,0.5468770456153338,0.6878933103068254,0.008093431332409777,0.14444876773221058,-0.04067092844590633,0.1148219189344512,0.5079910367733612,0.2788890523334712,0.2706258071960739,0.8049303905315006,0.46513460976127285,0.22056350266356753,-0.02915940801795015,-0.27376774287816524,0.5077701381244047,0.2795143975716827,0.3439408302317357,0.051284736558914176,0.1254538471113844,0.18590844342133295,0.2888456902067713,0.5430015697378148,0.516059342342023,0.3670575893868351,0.17218122778210082,0.33661255289895337,-0.03724273289217681,0.10744388658730433,0.020458470096998953,0.2199756554863437,0.40976626355002427,0.3497533827022845,0.4785500210913881,0.309356728473947,0.15165271501862648,0.6048517806444607,0.06375665498429851,0.2821075447538545,0.6136334578875967,0.5167532064075046,0.6624477896393427,0.1765613584671799,0.018658729922062574,0.343693830744533,0.23241835218635748,0.456297284327888,0.48734034352725836,0.7515231727974223,0.2618194385381881,-0.031069056263447782,0.7389958097424212,0.37674302839733637,0.48567271779750193,0.20158262855244122,0.5109090879024083,0.4534406308919251,0.11833135061615133,0.3092153773940797,0.14402394735770463,0.39054516163214287,0.2670193068113059,0.2240925237863473,0.22655446577475036,0.32813227296666775,0.21804550062552858
Frontal_Inf_Oper_R,0.22840695235442343,0.33195317534092644,0.4620877792955517,0.6115043151337757,1.0,0.4162720257126178,0.5209826828749242,0.5195391548529286,0.6750332257315593,0.3750828510100513,0.4539324251393804,0.40419225414918963,0.1219354216618607,-0.10451139427880983,0.23875504693597108,0.7169540571689388,0.5000412727867399,-0.20799930891244076,0.38119325669685733,-0.04112791979900766,0.05691486455603656,0.776481201214203,0.1893555273287644,0.26388821246690164,0.5015101132204745,0.7777964258962513,0.3284963817840412,0.13932515258014339,-0.21730166474848903,0.5863782749006885,0.32527858911139285,0.5268513077371727,0.25548439173521137,0.05202823921510348,0.4383737105348576,0.23839255172822027,0.650488404705159,0.7142764693571085,0.243566283548787,0.221254249889403,0.4677629052058599,-0.14917871031400973,0.12789804535012614,-0.052252752919215474,0.20207993402053098,0.6310580220854518,0.45366235600243754,0.2798236661042816,0.360656991391551,0.06831947506288838,0.8418976828674658,0.2634841637690028,0.26155335702700255,0.7135181167503505,0.1951007787778973,0.6677459373460041,0.4493924364492486,0.07413542506676832,0.5503999564713631,0.20173681203810204,0.24910890322459625,0.7862167780364743,0.8512411781214363,0.09013302858863052,0.049356242932093744,0.8638304901621731,0.48764942665283306,0.5388735505955361,0.1521324691847243,0.5757137122901477,0.542698827839864,-0.13104048179280395,0.5667183870337109,0.05692474665538647,0.552837225735626,0.19487135255444862,0.1271258573331132,0.4485505205210443,-0.024587943479223277,0.14580544551896568
Thal_PuL_R,0.43441183235200703,0.638009312034219,0.27423536759822303,0.297429324461083,0.4162720257126178,1.0,-0.11235192043837651,0.38965667247030433,0.5455563801215554,0.22970823681816416,0.5694071491675782,0.6687259489917392,0.34897544071236214,-0.3109335265123508,0.14458301934665366,0.5695358926572579,0.4203040418270701,0.05533182405089622,0.23531049839793186,0.11670876559276136,0.20714997107257435,0.4003072156792468,0.5750366460398941,-0.0008922177930996635,0.3716238901758879,0.3657345392276107,-0.11935007388118812,-0.176737491093374,0.20733457834924537,0.6021100287335804,0.41936862970803257,0.7818351026996191,0.30612439801417785,-0.05917842661055221,0.6067206044864375,0.41615930811393376,0.4769766842431165,0.5596939361232992,0.17079329714578131,0.10011135506329241,0.30144013447099643,0.12117187114455573,0.3001786396913514,-0.279780429831821,-0.3514644727315576,0.6604492599683548,0.6367126045973472,0.3673420024356896,0.5124640450237568,0.16464692744983705,0.3041010743859137,0.24148968926653436,0.572146034982529,0.5348005983155176,-0.23373089178317266,0.5596812422642513,0.28839188196342425,0.5128924307937345,0.3251312088538549,0.5684954247906526,-0.10072896988110862,0.2539338466978289,0.24445750218023085,0.015367739642927059,0.36959527722239033,0.451341924685871,0.8115327857672487,0.7259707220688828,-0.06352175560086805,0.45970256870389337,-0.016432341074452527,-0.2135948758775432,0.599216011761513,-0.04509494218442607,0.6110483159404484,0.5530890756321861,0.3733127463144716,0.1755320371932462,-0.25233632232020786,0.1328400483196734
Temporal_Pole_Sup_R,-0.2059046056668918,-0.12460377830253702,0.2621890187468453,0.27687094474324236,0.5209826828749242,-0.11235192043837651,1.0,0.39947879589137364,0.23313518001007424,0.21782035759511872,0.12648066208263506,-0.17546755403374545,-0.028753888117123205,0.17781948405197734,0.1637259692699272,0.368078117757005,0.11918122219805234,-0.34264702123435353,0.10365543701265106,-0.18293036310525815,-0.18568278008794223,0.5538884358499429,-0.09880449797679965,0.3937150772249269,0.17386482430405842,0.5834565546880903,0.6876014931827437,0.4158894349461562,-0.10138452683875193,0.2252927417614959,-0.052583564771761536,-0.0003721548018014737,0.1686825295705301,-0.19232591679944064,0.04269752868243996,-0.35475724114956086,0.4264069901627856,0.3404558048264147,0.1048471985549955,0.08428304509894093,0.2806564328683275,-0.021955084018125803,-0.20626278512114174,0.14855223101503687,0.46990712493006287,0.10477281144976776,0.024009142056483038,0.09702187530234482,-0.028896052076556808,0.16601165183363023,0.43752438199973565,0.044952832085689565,-0.26589953926594717,0.2381523586870977,0.3039587285968647,0.13066682941272006,0.3661580098721497,-0.2817275208375757,0.2667668410362956,-0.17256951911570906,0.3134754092744185,0.5917288779653885,0.4581132812179679,0.2623075797756604,0.02956643695195897,0.3802253757697067,-0.01995893933086808,0.004098138166686927,0.21388297199503783,0.21780135955504645,0.5824827067788888,-0.08544811883925202,0.15734491560267663,0.09782379157024926,0.23878140944811535,-0.17173846275698773,-0.001989171902624273,0.7042724025684838,0.143487506551185,0.22688966103471772
Vermis_1_2,-0.07630430884276766,0.2595506491518812,0.4273837045770154,0.45149402736684513,0.5195391548529286,0.38965667247030433,0.39947879589137364,1.0,0.6182013684674249,0.039857630709964356,0.4554493400876563,0.1861259969470527,0.1613411027330443,0.0830044098599072,0.21893881951368788,0.7154044676323611,0.19408129411366967,-0.3816022318059663,0.07091760138754587,-0.01562823698841041,0.02074441683220142,0.6944230659317695,0.2658355875926791,0.4774158793874268,0.28034400183616787,0.7541928551125908,0.41918807914914236,0.06207117551664429,0.144808898063412,0.6090709775021742,0.12941165068254445,0.35795147940825284,0.2747113640589892,-0.17570497201709426,0.2647072339551338,-0.14838646796618268,0.70071579911764,0.5770303700121012,0.5271743433730193,-0.02916744655145226,0.34861321581699545,0.204176752263145,-0.09339351981814632,0.12654652016678716,0.21426343274718576,0.29961722806230523,0.36606646435535145,0.5474589322118514,0.1674081882709782,0.29557819856847706,0.49066052057734827,0.12810119253146549,0.03539550433039123,0.43297510400052386,0.26321721597178427,0.5703251799200307,0.2537344235277067,-0.05277319784934225,0.3597845248482242,0.1815470678234495,0.2877899918206011,0.5759769779921478,0.4222517176694769,0.36262638287528065,0.23435106333526068,0.5282206673637333,0.37533935133074287,0.37055601267030264,0.16232965833508198,0.4523489819354509,0.5593737190259954,0.12679784051625673,0.3723218245892103,0.1755950582102439,0.5330296133296605,0.3587373215029518,0.19248828589933697,0.3534849138539446,0.19622650429510258,0.47475100480567695
Vermis_3,0.28843600715929857,0.5444250825940534,0.4993528606775716,0.6445137348054286,0.6750332257315593,0.5455563801215554,0.23313518001007424,0.6182013684674249,1.0,0.31501260446355456,0.6378424377041095,0.541003479527162,0.28879276889153366,-0.060823995454625655,0.127169224654012,0.7826962347352531,0.42811072987420984,0.0446227880440499,0.32048520949833437,0.09708766644633655,0.13371144834590565,0.601624036051185,0.2933733736733262,0.28527740779930977,0.484566610986101,0.6458921899811574,0.0839344037193401,-0.10379604795441065,-0.11780136414506256,0.6986640047479776,0.4588286840925616,0.5903707649871524,-0.003279246214326483,0.11399777652546349,0.5194991413233386,0.2092214528879561,0.6649152063272386,0.7655269896070136,0.30619130435505365,0.25539338199773604,0.4514850010733966,0.019430685401228054,0.2900929425084711,-0.010825259480476504,0.12793039273734189,0.6171855176902012,0.6024058648732611,0.4060020108783704,0.5204768614348191,0.23822671533556306,0.5331654549762317,0.3236322532049302,0.46261909202046975,0.5631515412525993,0.20310680741685821,0.6670931429291919,0.2933926547016936,0.1519742189515549,0.5527841963467397,0.2794149350107078,0.22101994782836304,0.5420697324922871,0.6346698867692759,0.1158281924444706,0.051780109981769365,0.7188325757953147,0.6006142726606002,0.7043635575146231,0.26822385961009354,0.6607459855635195,0.374522621424106,0.15154424873694453,0.544322221551595,0.17866267112611936,0.693252128451522,0.5218502357259119,0.33467207577941127,0.1994053852944779,0.07924615538508106,0.1461541622644725
Thal_LP_L,0.1726222400004767,0.2790374072876671,-0.11901026640576998,0.3191973544097529,0.3750828510100513,0.22970823681816416,0.21782035759511872,0.039857630709964356,0.31501260446355456,1.0,0.3594650819422939,0.2431002868473923,0.49392401596439917,-0.12632853098828023,-0.10913733799527266,0.2656010331345694,0.2931269200254021,0.1856076749693797,0.06087338902141061,0.010733931173520922,0.14404059485807577,0.2570761526997065,-0.0008645024409576687,0.015033607144053211,0.31853241612076005,0.31238195087522397,0.051190342619586396,-0.10415301702728556,-0.495965769394975,0.38077604224628614,0.27133222523204353,0.4666759869112426,0.053588544287294024,0.3226185511684857,0.4249750023100698,0.2214871043500677,0.20000558569398513,0.3847357321437114,-0.018314622598822886,0.7581363919180454,0.3646433029011425,-0.02621966293200829,0.2932998771669968,-0.02181809546277405,-0.16553999852208293,0.5505184519138555,0.3526875358860018,0.2697629152015953,0.4320452243816651,0.2182094271045938,0.28220230612000163,0.13850618464897116,0.33206451996738756,0.3696658582723913,-0.04152039016128465,0.3591078508895216,0.20604014333329262,0.38938906397062756,0.32696988074827066,0.13170263282381905,-0.052905758893630694,0.2858883613655884,0.4294211026159821,0.06892228844737171,0.11082579275394377,0.49816171124936914,0.4843592402604879,0.5606923921557182,0.1392081968142157,0.48106396084154995,0.08358510528331041,-0.3992554500732419,0.33993266079175993,0.09210370137474044,0.3534346561731687,-0.13221849147971274,0.2846491229318647,0.25193306833377044,-0.08671606462731722,0.07802417584109729
