,ACC_sup_L,Rectus_R,Pallidum_L,Frontal_Mid_2_L,Raphe_D,Thal_MDl_L,OFCpost_R,SupraMarginal_L,Cerebellum_8_L,Frontal_Inf_Tri_L,Insula_L,Occipital_Inf_L,ACC_pre_R,Precuneus_R,Thal_VPL_R,N_Acc_R,SN_pc_L,Caudate_R,Cerebellum_Crus2_L,Paracentral_Lobule_L,Putamen_R,Postcentral_L,Thal_PuL_L,Parietal_Sup_R,OFCant_L,Cerebellum_10_R,Parietal_Sup_L,Thal_MDm_R,Frontal_Inf_Orb_2_L,OFCpost_L,Lingual_R,Heschl_L,Vermis_6,Calcarine_R,Thal_PuL_R,Frontal_Inf_Orb_2_R,Thal_MGN_L,Frontal_Inf_Tri_R,Lingual_L,Thal_PuA_R,Parietal_Inf_L,Temporal_Pole_Sup_L,Precentral_L,SupraMarginal_R,Cerebellum_3_L,ParaHippocampal_R,Temporal_Sup_R,Frontal_Inf_Oper_R,OFClat_L,ACC_sup_R,Frontal_Sup_2_L,Heschl_R,Thal_AV_R,OFCmed_L,Cingulate_Post_L,Cerebellum_4_5_L,SN_pc_R,Temporal_Pole_Sup_R,Cuneus_L,Fusiform_R,Caudate_L,Postcentral_R,Frontal_Mid_2_R,Olfactory_R,Thal_MDl_R,Vermis_10,Thal_PuI_L,Insula_R,Thal_IL_L,Rectus_L,Vermis_3,Thal_PuA_L,Vermis_9,Occipital_Sup_L,Rolandic_Oper_R,Cingulate_Mid_R,Vermis_7,Thal_VA_R,ACC_sub_R,Temporal_Pole_Mid_L,Cerebellum_4_5_R,Olfactory_L,Thal_VA_L,Fusiform_L,Angular_L,Cerebellum_7b_L,Rolandic_Oper_L,Supp_Motor_Area_L,Temporal_Inf_R,Pallidum_R,Cerebellum_9_R,Frontal_Inf_Oper_L,Supp_Motor_Area_R,Thal_PuM_L,Precuneus_L,VTA_L,Thal_MGN_R,Thal_LP_R,Occipital_Mid_L,Amygdala_L,Angular_R,Vermis_8,Thal_LGN_R,Frontal_Med_Orb_R,Hippocampus_R,Thal_PuI_R,ACC_pre_L,Occipital_Mid_R,Cerebellum_9_L,Cerebellum_7b_R,Hippocampus_L,Red_N_R,Cuneus_R,Cingulate_Mid_L,Thal_IL_R,Parietal_Inf_R,Putamen_L,Cerebellum_Crus2_R,Calcarine_L,Temporal_Sup_L,Temporal_Mid_L,ACC_sub_L,Occipital_Sup_R,Thal_LP_L,Temporal_Inf_L,Temporal_Pole_Mid_R,Frontal_Sup_2_R,Temporal_Mid_R,Frontal_Sup_Medial_L,Frontal_Med_Orb_L,VTA_R,ParaHippocampal_L,OFCmed_R,Cerebellum_10_L,SN_pr_R
ACC_sup_L,1.0,0.004565884885165395,0.5204122691370058,0.48944836392021257,0.22539283749635125,0.5762891685688193,0.3896312867775187,0.2799992579134761,-0.007388204276981103,0.7024490608057568,0.660504440347423,-0.07319882702084494,0.41937472686220106,0.21262157005510934,0.2815330546631745,-0.17401032688022708,-0.0626362590463411,0.5919050246100578,-0.14514726136583492,0.1694023384586447,0.5602453507909553,0.38309132548207164,0.47277830559598644,0.061301678744990096,0.1950701535830954,0.21301626279053146,0.12105460619813999,0.3969035832710265,0.5851442831219047,-0.14332658115886976,-0.03828438062105475,0.49603120733895256,0.32972076381062015,-0.18594168856476204,0.2941421779931149,0.3782511154737748,0.15347623348544445,0.44524589048712304,-0.06106264777422617,0.37697703764445695,0.2656276513297036,0.04961180747212976,0.2570790581873638,-0.0589308274965487,0.36916177789694726,0.521568499781272,-0.03122794670657426,0.20401119601949652,0.3887839246980513,0.7891496396520301,0.8122470972547353,0.4315589081844506,0.2874474484243527,-0.13954596852722664,0.12541230081761012,0.21512552991344028,0.06158443794099246,0.06009658461993363,-0.05125971657058435,0.13287705148847404,0.5671935774794499,0.20389787831811723,0.5858056163758717,0.2797382146814404,0.3518198980852244,0.08992777256038471,0.27757852176645714,0.5513516750379304,0.4005281904931461,-0.022641929455082206,0.3994492545673128,0.2636096401994005,0.03343523306824875,-0.13189173493987918,0.2542120675673048,0.54317000598204,-0.0035955966690354134,0.43750659318898477,0.15863231995973381,-0.23676211315697482,0.21440561828647473,-0.18414290501916936,0.33009735904057863,0.3384334273342503,-0.08779309270058609,0.05698269967180552,0.629498126246814,0.40426095962858644,0.0328945692366459,0.20533132171379273,0.47802972127477694,0.4383445834096632,0.27276864207094986,0.5386076717689737,0.18845030145896643,0.32545483337863607,0.23264695874123825,0.5895182424389221,-0.11462816871371904,0.3280321144896329,-0.20233124241385578,-0.027207879614141544,0.33235747731729365,-0.2120855495592691,0.482134953793845,0.3801273817751589,0.4733290903536506,-0.31831786223399827,0.35042491039797113,0.13263920540076996,0.5874749530161091,0.3589795154725591,-0.1698175064751564,0.46683208243202956,0.45678817747655864,0.13951291551510847,0.36492918950121966,0.13294650120916782,-0.23546207142682007,0.31342044178807904,-0.101065052592666,-0.15757818295103418,-0.31363069434905233,0.49749846080794313,0.2045916159074475,-0.025101459757103872,0.7485364339268876,-0.21726073161202047,0.7239216951500591,-0.09811319832055491,0.36320740701924686,0.3890611737732441,-0.12596043378401608,-0.06660568862261991,0.4508571066550302
Rectus_R,0.004565884885165395,1.0,-0.11991698630631702,-0.039606264872085996,0.18657844461966602,-0.05970764459851207,-0.22879952181961868,-0.12786076763409637,-0.0016167253341761985,-0.12385513604500996,-0.09267619779037257,-0.05509947046508978,-0.017166740980501874,-0.04135627262850684,-0.021258646837047746,-0.061330970907213254,-0.14376433430467828,-0.19383280356520644,-0.1415608006373427,0.05489958426749001,-0.1196509971529526,0.003544456058579525,-0.09120455612721666,0.012738700327576756,0.12061327268580424,-0.35543067653132154,0.026283469958185215,-0.03723423689708872,-0.11615549572752307,-0.16910539401319757,0.035463746532918575,0.02788581001688003,-0.025047785070951865,0.21124905957206827,-0.11056362442825016,-0.03078820043253866,0.030454845361548598,-0.057325368666042084,0.053454515890261824,-0.1720456075741692,0.0074218104746220604,0.017220831738452323,0.04782389578525038,0.022027908625683174,-0.04750694482033143,-0.046645522940598094,0.028152877344600345,0.05555956731863122,-0.10571981298764435,-0.0175867227269192,0.04896634508978437,-0.04076733131080687,0.06068321520549843,-0.12179970017214527,-0.12859997130894954,-0.024377084957670547,-0.11219216519543364,0.17155563925217795,0.017287469592609184,0.15297353387620696,-0.10769186566805283,0.05979334550208214,-0.05765309080158217,0.1022673356727914,-0.06208569103559892,0.05638045438930553,-0.014659939082647889,-0.06903170419956298,0.0022739790782737484,0.3216303482020345,0.09494131551208713,-0.12061805924833711,-0.08895212188430185,0.022569629706496504,-0.03376124476364814,-0.0805314202813774,0.06992071683266411,0.0003086860245179019,0.14610882600586864,0.1325532296268182,0.0794853178321969,-0.14799435007263873,0.10722726484335317,0.0038821666298065813,0.07842065536178996,-0.10171957414847932,-0.15518759272602828,0.01466942720750483,0.13712828899960502,0.05069650475092632,-0.2129896534725206,-0.08689386797360339,0.0036253387767685575,-0.14142939902679574,-0.05326617016295316,0.1609134598928603,-0.03371644215360262,-0.12297585500905626,0.10124447382462189,0.1724909124734755,0.1537591258343613,-0.028428221806289136,0.04600740607492509,0.2641901142586865,0.14931634863562035,-0.002062316267946206,0.1329069893301593,0.15992444984203338,-0.24992256967658,0.04250353526247759,-0.0412101742976404,0.01920338854854757,0.13917778104762107,-0.13568744335610694,0.03224073611944117,0.043151280839548625,-0.18949480337084865,0.13045074834334458,0.1842065521925889,-0.2064352727815879,-0.14310192647567924,0.009329600298031093,0.1380712233301647,-0.05828364814143925,-0.007055495988832859,-0.0016614952001675267,0.11110446437957391,0.1316076868781893,0.07988627749557259,0.0426589245991906,0.16952487217362092,0.029369012328809025,0.3319038381699612,-0.017849290682508363,-0.017164345671386316
Pallidum_L,0.5204122691370058,-0.11991698630631702,1.0,0.2846927392259212,0.12891926483887167,0.5805556544641688,0.0901353967603216,0.17393537080224514,-0.2359396819071232,0.6079851777234991,0.20482889855469066,-0.3209277448464538,0.08090018051440341,0.2334575510675068,0.38891657548483344,0.2328724130640696,-0.24002815169743644,0.7084295200293493,-0.20224865761027108,-0.08489707696902059,0.3882213816679837,0.24181921597018063,0.3889025275715271,0.009422149743667415,0.05363402237523164,0.2655898497675081,-0.04822011352344117,0.6672416177793724,0.49072979487831814,-0.3755630276474375,-0.014129532871115486,0.5361642773315436,0.33702032771073576,-0.2790593751141896,0.3001786396913514,0.46691237734923885,-0.3472621439907216,0.20480092375145664,-0.0923654493424047,0.5278383294164776,0.0337124252377309,-0.24879741602511402,0.12351692190352306,-0.1593134183244188,0.053906026678756505,0.7889902595221,-0.05058823813941488,0.12789804535012614,-0.09989715688482989,0.4397642883701203,0.3509052338468835,0.6006787641757442,0.40808345296874204,-0.1257945916172089,0.17502424779721903,-0.01617602957015206,0.1139885117830154,-0.20626278512114174,-0.48659901600572814,-0.11345396797498106,0.6418456395930268,0.04821769338928107,0.33785922527716605,0.6625240271986313,0.5430970013893932,0.456021251363794,0.21720842930542822,0.39352350291297045,0.2226714309242815,0.1508692389932166,0.2900929425084711,0.25525011798742786,0.030235927292779487,-0.5429540435982599,0.11366718350165851,0.3646520511950401,-0.5078698566332459,0.5920685721124155,0.21511540848093544,-0.3375260676809429,0.16731793116484125,-0.09436303319156988,0.23794235209033032,0.37350942729030423,-0.3742375431679833,-0.25901328619611963,0.5195298813528162,0.28399200433301874,-0.09727058824655979,0.6676785534666397,0.5349756811890415,0.07604200065007194,0.28047450493204734,0.5765837249698086,0.10744388658730433,0.5861324138561465,0.07560168881296041,0.480035416732489,-0.3965767527887474,0.35708697284447427,-0.36845945092426613,-0.21229418523103463,0.4772598560320907,-0.08099236891645395,0.5131247108783052,0.42591885300649224,0.1907039896991848,-0.6365409151817512,0.2816178280276398,-0.1158711227055709,0.8517913751948262,0.6021051613130805,-0.5245084116624635,0.4034203841007484,0.2717741679229265,0.021593027852887248,0.16039859667257303,-0.13922034291718988,-0.446383379548027,0.07753164176347863,-0.2843827302441938,-0.19104403986301532,-0.5708593011450901,0.2932998771669968,0.3883070337508288,-0.31180590511561224,0.4207735307126145,-0.5509131443064801,0.10862284407701384,-0.15086142452826887,0.6177118791061201,0.7263797474813565,-0.40613212127726206,0.022262702231324025,0.4639295562074345
Frontal_Mid_2_L,0.48944836392021257,-0.039606264872085996,0.2846927392259212,1.0,0.2501863451698185,0.5418299345197487,0.11623690653361994,0.6903691392433914,0.33418605662695366,0.6776311688839973,0.3787602945199801,-0.11385366022058627,0.36024599541081714,0.7297193062155732,0.4285412452298229,0.2471062718476663,0.04299737927281318,0.23092314710909728,0.05754433381935322,0.69504268617802,0.539594289248257,0.8861677408581,0.4021516139707244,0.5187842413758157,0.06023597609431239,0.3045398335618613,0.526480259432168,0.5124434242209149,0.16312626385708834,0.24979639483413238,0.45581383848400236,0.5491202511822036,0.20416817439630017,0.29140096081522265,0.4801739687092302,0.47047289006610277,0.37736834077493153,0.7730850724425252,0.49220593130077533,0.5802366686767488,0.739552793300583,0.2574624739698545,0.8072433108018708,0.6433764505763008,0.6045447940209712,0.45742687532242804,0.5663845022883478,0.838940355480665,0.07777582199654832,0.6001982026762679,0.6098669660646191,0.5382704184305833,0.5846415952946832,0.17492080258122056,0.5646985552142898,0.5102195401486445,0.23928458042830927,0.41246974818169047,0.15920607641374526,0.5744215710694978,0.6736788385473265,0.8007791946609656,0.8768222557415796,0.3554620692844754,0.5096407565397592,0.10650722779207408,0.5400276256438348,0.5793282722860936,0.40157448694535053,0.167785481504027,0.6409108040270163,0.546291115692674,0.3680626393529156,-0.08643845049265632,0.6420906542459777,0.8376000047605945,0.16704683063010267,0.7434106564748226,0.11952066193221116,0.09268398330158002,0.5762534363737862,0.17217527916046185,0.665095663045431,0.25067426712178287,0.2514501901507533,0.15289562314352875,0.43480540799575773,0.7804294064637023,-0.06539548627148521,0.2955635552453649,0.29746560591442456,0.7481938677056045,0.7876055096871658,0.6305619611208749,0.6089106820977491,0.210102579401452,0.43132367327227955,0.3044327421525941,-0.07867135660384338,0.012355634124042376,0.44202800008414084,0.3268127590524632,0.4007185007021805,0.20861966976273832,0.5593424961962496,0.49252278099507996,0.3080978526356515,0.041267088815070366,0.4887914721731208,-0.18090953977082977,0.4401009077798635,0.5749393780976099,0.08597725846798067,0.8161211858929657,0.7015661202086941,0.6922981854468772,0.22575671209172957,0.06886176155139216,0.2209520319879766,0.43040397779426437,0.16952670345331447,-0.2263674950765078,0.06513235924508844,0.45858076613006643,0.02126879026932298,0.08006827369446122,0.7076735087453424,0.30630523920492464,0.5842199796390616,0.3565536007990558,0.2953702596156482,0.3337034214950153,0.030931960110427793,-0.00584732975290506,0.51684534102932
Raphe_D,0.22539283749635125,0.18657844461966602,0.12891926483887167,0.2501863451698185,1.0,0.4541649700332027,0.08508215802805602,0.13564029280456205,0.06267875076902536,0.25402341871163947,0.20182169575782144,-0.11743733240821455,0.10676420748114676,0.1283340317446368,0.19813427796649735,-0.45475289683898884,-0.35014290304048556,0.3937537963839395,-0.10976533988282132,0.12220121672199703,0.22731138456689146,0.18233674546181897,0.1555834108182603,0.12307345917630858,0.17730864328579887,-0.0018497441885068212,0.07059645130646158,-0.10172211570205161,0.00978772774921857,-0.0961132706921376,0.2096374950260928,0.20407019435334142,0.12074712959965875,0.11197845693486612,0.20928546852627902,0.1192942746137758,0.30501589635908866,0.24874930007133475,0.16209928531220172,0.1750048581376642,0.06402183305049952,0.10139581954258702,0.18215961590657354,0.10914118430074378,0.2630093660392004,0.2121110971113835,0.17552070790296553,0.22070977510110754,0.020310692121650428,0.2855605655267712,0.20386872423624655,0.13031009070024302,0.1561806463400218,-0.07715105638545472,0.05022936294631732,0.2135042676835084,0.10574280448300391,0.11763508303765598,0.030890162388639546,0.12595398836532326,0.28962179170683394,0.17711224324710026,0.1465571332332675,0.23685667025666968,0.188134297312648,-0.07633263717120807,0.14474413631837024,0.22133822007814813,-0.03733480831439065,0.16829983891555644,0.27887671620475435,0.25108115743467757,0.13161969559383355,-0.04991045013202997,0.20022023652199344,0.19255008941470525,0.1528439200251844,0.21670877094030466,0.015990374615549124,-0.09217167860888166,0.27502257655984796,-0.5807833839655429,0.1759834467995799,0.42416514719627973,-0.05730561811381863,0.06256007346810694,0.1628812485379952,0.11795351337674631,0.17822528871755927,-0.11718456528366092,0.20253491277022095,0.12566221319388124,0.13652739671871383,0.23434361371478754,0.13133733167236758,0.34177464748012787,0.07665755888507078,0.153526296590128,-0.015210570815917968,0.06839041111880725,0.1450751801600973,0.048319298853592464,0.19739349256580765,0.08774536808613015,0.3297436377523366,0.25813490068193257,0.21015812116914367,0.04146120140406144,0.19272413897537366,0.03926050755247875,0.24111594261580482,0.3260126096960054,0.10245540896950191,0.18242104997645311,0.06280025596171201,0.1005222338348768,-0.13735342062825326,0.14474678789351308,0.01822554901946889,0.045421928037964264,0.010694187987473977,0.02680176625505773,0.12133476139786552,-0.01544961179858136,-0.192593764908984,0.10460897047960353,0.2330535950898559,0.1322741461406042,0.1834401966790147,0.15696998501120712,0.09033545356947065,0.05194616707497411,0.09506155264293635,-0.11125244348715431,0.09092862428219392
Thal_MDl_L,0.5762891685688193,-0.05970764459851207,0.5805556544641688,0.5418299345197487,0.4541649700332027,1.0,0.09421587514213416,0.4038321748795677,0.2306727192927288,0.5533271022359209,0.35321289391764793,-0.3259116620130783,0.1922372589422918,0.3014792198039049,0.6931067981572221,0.001672027733367647,-0.14778103723648403,0.6780806552587135,-0.06095492652726716,0.10897256186201908,0.5098361445244498,0.47797681991903834,0.4437216070317538,0.16526165621393749,0.19324604290943917,0.38307214471132545,0.098221878106891,0.4928580120964563,0.31012995067344656,-0.11486800763665264,0.3866626951379324,0.5133403452214008,0.33880442057934884,-0.06845907593707153,0.6067206044864375,0.5043075005725954,0.21812520918957784,0.37957285357741305,0.28001647129964297,0.7373126571768045,0.2891587119291091,0.0507542829947217,0.3360698605458761,0.19334988183588872,0.41603654141912655,0.7001005087356634,0.31994877965533824,0.4383737105348576,-0.08057548246851595,0.6980540738295488,0.4696531032061311,0.5289654978572266,0.6202685626618414,0.16489023443763332,0.1752498090880175,0.38060751597694126,0.3666496884079672,0.04269752868243996,-0.31575519275445396,0.28823160193770875,0.7922908544433586,0.29952566231226996,0.3980337675162464,0.5138068774301248,0.7731369770111279,0.3164728231934518,0.4839531062100337,0.5481559131193486,0.4059843682655521,0.1968246095058824,0.5194991413233386,0.6228775222923483,0.3672643703189309,-0.43431464968926214,0.42283691785871064,0.6183114099187214,-0.024728413987479908,0.6649658304427009,0.019325478270008488,-0.33511400082544457,0.5126412379762559,-0.17253272516372897,0.5664994982983879,0.5626024421067289,-0.18104358349512006,0.05297218776357048,0.5463849169391849,0.4564640310067856,-0.18183030160504748,0.3377890733617254,0.60210797944269,0.28997766700822175,0.412943879223123,0.7272332450246748,0.18590844342133295,0.6690428673356139,0.1650591955828275,0.4948291174383912,-0.3388259009425164,0.14842797509707256,0.07424412522642565,0.18053547485162078,0.553386324673897,-0.008116093139657112,0.7085431437759907,0.6082145938091472,0.21267108195247225,-0.32852256147023606,0.5566141137845503,-0.15491671538386323,0.693390788141983,0.7119484313042949,-0.35353265455901334,0.6392236472853926,0.5151363471356428,0.33881749404582434,0.345130478630308,-0.012698360498625695,-0.25819002109730615,0.2558117889453249,0.0240265980652065,0.058616089654227405,-0.2918958951925049,0.4249750023100698,-0.13510465595062282,-0.22807050245770918,0.56909914836269,-0.12723991341338606,0.38168790775317296,0.13426337965105203,0.5564721531899812,0.5283567737046342,-0.1970412967458799,0.19821396679124584,0.5729369300713386
OFCpost_R,0.3896312867775187,-0.22879952181961868,0.0901353967603216,0.11623690653361994,0.08508215802805602,0.09421587514213416,1.0,0.05797273485789812,-0.024861561822786135,0.37689026636332074,0.6009989922389923,0.11261587872215577,0.2872615996565339,-0.046982820034561036,0.03891319717931583,-0.3324639033319338,0.029902410279362718,0.18298702427467706,-0.057005043253533706,0.036608939615397705,0.38225805729123474,-0.03944586080110462,0.13370446838821434,-0.14326881290415674,0.024916868246637233,0.006257516427825967,-0.04596753508803911,-0.156583066856194,0.4394265420196649,0.06672670247344788,-0.15676793081298954,0.0292354811471116,0.11423981711092485,-0.16219733417184953,0.12117187114455573,0.0646275282876956,0.1387166872332647,0.222624866780756,-0.1809741189926585,-0.032833552816908064,-0.03189541993514818,0.1370830201234248,-0.07799858355907412,-0.18555966508731636,0.23153004046446474,-0.01603996078356774,-0.12520427149585134,-0.14917871031400973,0.7653260078185767,0.2198587419471166,0.459628447520146,-0.04940551433007745,-0.1922262644972371,-0.0561172224489215,-0.04033716303350198,0.12822262045797786,-0.02776085507477762,-0.021955084018125803,0.14412166987545058,-0.029186104676755295,0.19005744755125195,-0.09146046821931232,0.268363140088088,-0.20671239514807502,-0.08608113538937752,-0.25324314424120997,-0.0767954786267346,0.3762229250956605,0.04854522674955164,-0.24970838926021038,0.019430685401228054,0.0023351128848414266,0.0747717701115303,0.1750344285690164,0.04125668802397148,0.1453868233355229,0.046827378197532396,-0.04388577352412536,-0.03585103247245146,0.023455015085691686,-0.023300174860783618,-0.0421979269853509,-0.07326287886258954,0.17012977112294672,0.05196395566767824,0.016536931830773562,0.25070589795589204,-0.05203186818630247,0.28604071442889306,-0.20202972770449568,0.1497901224621072,0.25126399897170804,-0.14799675445689667,0.08051919640324934,-0.03724273289217681,-0.034559916255850455,-0.002250033053556665,0.06435827424335365,0.10548070542567248,0.18591750250201924,-0.2017601618485497,0.0843766190980509,-0.10004165850148812,-0.2395236728824293,0.04242103957558264,0.028092253221285057,0.2741586436027705,-0.05423101205091022,0.11369963600157908,0.14604937748869082,0.02800918563441968,-0.1054716882949458,0.05688543991505051,0.0646799525034651,0.057809217348776414,-0.11604774974942743,0.26394683781073325,-0.035088354883637686,-0.11974043743833968,0.24788523874184407,0.09872649503024186,0.10675262759213697,-0.12476545837499202,-0.02621966293200829,0.14600115875207353,0.35305030022322875,0.2670102869912924,-0.06012265176472541,0.4437294039493772,0.044390563278169794,-0.010831599126030097,-0.08195779392480693,-0.03034586911884035,-0.1114836895614853,-0.04294644326166395
SupraMarginal_L,0.2799992579134761,-0.12786076763409637,0.17393537080224514,0.6903691392433914,0.13564029280456205,0.4038321748795677,0.05797273485789812,1.0,0.4176508117986081,0.4714965516000573,0.2815950562483994,0.014850206874367387,0.19009203696444027,0.7193627073687797,0.5252198042821227,0.30103697895173664,0.12333476101137979,0.1397011626173263,0.11532016974903657,0.5242881415821481,0.37241321885141515,0.8071410479996316,0.470196768961942,0.506968989567494,0.13584799673097453,0.44798710338879794,0.5853104050838167,0.37249236735571867,0.0587844542845688,0.18338537632259816,0.6171593428514288,0.5407771243380782,0.2273171410738542,0.40117631638695717,0.5596812422642513,0.2350812145804723,0.380962590532711,0.4558043555287554,0.6855294666077277,0.5766489143624964,0.8870356893035899,0.20681768641889894,0.6290934252101958,0.682036482871464,0.6661940580664841,0.3797675401401174,0.6093134463289746,0.6677459373460041,-0.09431821680183017,0.3549207235743547,0.39344876795660016,0.3930194157589734,0.5391138503236995,0.18622704737755677,0.6238256764602632,0.6671971578779745,0.4079089835585588,0.13066682941272006,0.236040186241369,0.596350617191386,0.5510798109957885,0.6699487027182843,0.6182952297068102,0.16012920214739318,0.5192165251964435,0.09704927904879933,0.6078485982354833,0.44268830438218904,0.4811116387854207,0.2623365834205671,0.6670931429291919,0.6378337168974043,0.46421720062118277,0.11612806825679571,0.6004756589894572,0.807949675566831,0.25302074791524953,0.6090525677257479,-0.10726791110332189,-0.010986067944364152,0.6829032525756406,0.2805439195204818,0.5984323337786212,0.39900203852235794,0.604929324131213,0.21327971431404924,0.34607152008610903,0.5719980219187666,-0.07732001990377063,0.15997284397751613,0.29460765756781065,0.7344620623094898,0.6056462323207958,0.6265802811329453,0.6624477896393427,0.24130658550268386,0.34663005356544474,0.1679490079073653,0.2070652170288884,-0.05324432384900264,0.5428731617059778,0.34419003778995855,0.2926146048943476,0.12165125913757177,0.5053682885765022,0.47204775119297654,-0.012452981156212834,0.16253624548107581,0.5065843495919226,-0.07798416492923389,0.39869991494229523,0.5737426264558797,0.17459315068619924,0.7934404070709039,0.569940109646857,0.7262505185285555,0.2873460035515073,0.08244363838119313,0.33362552365820614,0.6737840487764102,0.5718304674944753,-0.06938380108562774,0.1483389373847899,0.3591078508895216,-0.006280508908513461,0.07004224307125251,0.5131914949580679,0.355693578080857,0.39844418392519576,0.30703507719941603,0.2947784042724725,0.40106860771761466,-0.11177912942018302,0.11667591871587954,0.5524682617558144
Cerebellum_8_L,-0.007388204276981103,-0.0016167253341761985,-0.2359396819071232,0.33418605662695366,0.06267875076902536,0.2306727192927288,-0.024861561822786135,0.4176508117986081,1.0,0.010279637801158308,0.17190678541201235,-0.009313092183966575,0.13040962916024054,0.192510885372414,0.32096985285408186,0.1262451109398286,0.24487507724144367,-0.12183677646605151,-0.007707020314632502,0.1492152881242504,0.08732845895503433,0.3198105693520596,0.15638013529965494,0.2351391688976052,0.1965623951152386,0.3357980901159951,0.22051540980427844,-0.042973367249305235,-0.0391742389586974,0.2410445178694295,0.4837098997486829,0.22780879652141514,0.07107485482714057,0.2518589612611645,0.3767413435957953,0.09170139152001215,0.4019734537936346,0.10244251365581425,0.4562049541833751,0.2813229258091381,0.37976224597049213,0.30921032929361225,0.17048382997317077,0.32204647774587825,0.4362584231911343,0.07223855122210601,0.4378574219876558,0.28095642147026595,-0.03760014669224049,0.16143524076211685,0.09003793242432731,-0.019754555660216853,0.3379943163711439,0.2785344353515082,0.14234374934535393,0.4497606625251264,0.3780954043642443,0.24396730338840286,0.04331179130072665,0.46866086942207286,0.18599322456293982,0.24207335003499644,0.11411100878314989,-0.055929867633197745,0.3197879192931296,-0.04926707644887777,0.3959223827767486,0.11432835881495523,0.21129036342287139,0.1027263690705564,0.2532420723688066,0.4580754534172078,0.5042711866451615,-0.025827594437053188,0.29487926419498195,0.36391114071453584,0.3270127371272899,0.13630137373708132,-0.1721129776046229,0.07414078380062661,0.3765796995597059,0.1748177517028357,0.43602851064630316,0.1577367907016299,0.24542750909099453,0.40412911165437404,0.25193708136653853,0.22404963354173998,-0.04938134278811328,-0.12725097272287264,0.21554997444181676,0.2675998855466047,0.1839914845921747,0.23288205355909863,0.1761529897445722,0.04084683700283953,0.12449994380539958,-0.1384425985474636,0.07381942933744828,-0.2984804260125301,0.41771914785321473,0.660127330264357,0.1768638355556208,0.10252699750884878,0.2032709704363382,0.27039058497341384,-0.030878368055895132,0.25017957070600316,0.4602878202175128,-0.3026716202531978,-0.005332255565721857,0.23420116302305583,0.042365215526896184,0.37050062801759037,0.2946883251406763,0.42215139130503,0.3120068800551995,-0.07631987955254303,0.22918268082157772,0.47138059174439645,0.37867168793168254,0.21055143572093446,0.18260367125814136,0.12373991802124067,-0.2629976987482702,0.12748116047438415,0.1544893213457905,0.30935818994716263,0.21004239764417262,0.27196860074370444,-0.005361044929167794,0.0022240231384477835,0.041428832650801876,0.21775342433865483,0.22760362062309597
Frontal_Inf_Tri_L,0.7024490608057568,-0.12385513604500996,0.6079851777234991,0.6776311688839973,0.25402341871163947,0.5533271022359209,0.37689026636332074,0.4714965516000573,0.010279637801158308,1.0,0.6493392266810651,-0.12987635108377463,0.5064290843013982,0.46260691076571675,0.38799204625563166,0.12331116243734555,0.024155796292568598,0.5731457845700588,-0.08280869110484268,0.41868878004331944,0.5601607834955943,0.5879456262437518,0.43619624133912926,0.10034545627183683,0.16956981303471472,0.20389645852353944,0.1482524672497989,0.4277004940789033,0.6358249967132586,0.08725768167925908,0.03911295407462464,0.614424120600793,0.3061555336323011,-0.05221645496917239,0.3078363458634235,0.5403254365498984,0.1568756965005671,0.6446191270004871,0.12320340214871138,0.4561506060546773,0.3780835401894387,0.18095235070686858,0.47072863157631517,0.19461504352391365,0.41589540630013605,0.5432549628933776,0.12753555165192842,0.4767120340409177,0.4044599002645386,0.5586836269250056,0.7270534793469874,0.5297823749780272,0.35650648425573256,-0.041463656927659465,0.39812104199467846,0.27188855641156645,0.20510987172033376,0.1732848227038146,-0.06202580900302298,0.18636848485624402,0.695696977948364,0.4131782289673979,0.7245559084216614,0.40080865442375463,0.40842624135463346,0.0590160789097279,0.35242384021581435,0.6131004755552872,0.31328994503639934,-0.048713465638121733,0.48113151066672505,0.4164611787562174,0.20322161756400525,-0.206564727571883,0.38209494986475295,0.6385357822987016,-0.08116970276895712,0.5535869128592845,0.14415318833336727,-0.005886444277595654,0.31792286651875373,0.05181272258156281,0.34952239192175905,0.41978245136478387,0.0011935026305235933,-0.005844122250191824,0.7062691149657563,0.4601502483640025,0.17245503427759887,0.41810221194821584,0.33415829929001667,0.6859319476851357,0.42828093734410433,0.5984703241914254,0.3759027382219899,0.3641837983876097,0.20797334307157542,0.3703623966418503,-0.16957461272658458,0.14629513304163186,-0.10813580525459786,0.1303676499291124,0.37114727762327737,-0.06817523835849233,0.47575729131104927,0.4053425058394731,0.4782646768289579,-0.3534657595789841,0.3384510177616763,-0.03400337598982862,0.6048971403114553,0.461094015722531,-0.12366879273041181,0.5920194753553243,0.4508857151735436,0.22929527986030016,0.4233972557962128,-0.04491339888578529,-0.12002684519915664,0.3931882891328008,0.08150561820938487,-0.11268203596007804,-0.29598582790428996,0.28492863204006363,0.3466047684232914,0.08568330209421873,0.7078951396857865,-0.13258137302370654,0.6357593491332566,0.035713067636970415,0.4013443966572731,0.45744856312188004,-0.05338205726917769,-0.04947039604703013,0.4112256153095832
