,Hippocampus_L,Cingulate_Post_L,Pallidum_R,SN_pc_L,ACC_sup_R,Cerebellum_9_L,Frontal_Inf_Orb_2_R,Occipital_Mid_R,Calcarine_R,ParaHippocampal_L,Temporal_Mid_R,Postcentral_L,Cuneus_R,Hippocampus_R,Thal_MDm_L,Fusiform_R,Cuneus_L,LC_L,Thal_PuM_R,Temporal_Pole_Mid_R,Thal_LGN_R,Vermis_1_2,Rolandic_Oper_R,Rectus_L,ACC_sub_L,OFCant_R,Vermis_7,Occipital_Inf_R,Thal_MDl_R,Thal_LP_L,VTA_R,ACC_pre_L,Lingual_L,Frontal_Inf_Orb_2_L,Thal_VPL_R,Cerebellum_Crus1_R,Frontal_Mid_2_R,Cerebellum_6_L,Heschl_R,Frontal_Sup_Medial_L,Cerebellum_4_5_R,Olfactory_R,Cerebellum_8_R,Cingulate_Mid_R,Caudate_L,Parietal_Sup_R,Frontal_Sup_2_L,Thal_PuM_L,Vermis_9,Calcarine_L,Red_N_R,Thal_PuI_L,Vermis_3,Lingual_R,Thal_VA_L,Frontal_Sup_2_R,Temporal_Mid_L,LC_R,Cerebellum_9_R,Occipital_Sup_L,Cerebellum_8_L,SupraMarginal_R,Rolandic_Oper_L,ACC_sub_R,Temporal_Pole_Mid_L,Cerebellum_7b_R,Thal_AV_L,Cerebellum_10_L,Frontal_Mid_2_L,Supp_Motor_Area_L,Thal_MDl_L,Fusiform_L,Thal_MGN_R,Thal_VPL_L,Caudate_R,Raphe_M,N_Acc_R,Cingulate_Post_R,Parietal_Inf_R,Thal_PuL_L,Olfactory_L,Rectus_R,Temporal_Inf_L,Putamen_L,Temporal_Sup_R,OFClat_R,Thal_IL_L,Precuneus_L,Occipital_Sup_R,Thal_PuA_R,Vermis_4_5,Frontal_Med_Orb_R,Parietal_Sup_L,Cerebellum_Crus2_R,Raphe_D,Thal_PuA_L,Vermis_6,Frontal_Inf_Tri_R,Supp_Motor_Area_R,Cerebellum_10_R,Thal_MGN_L,OFCpost_R,Frontal_Inf_Oper_L,Thal_IL_R,Postcentral_R,Insula_R,ACC_pre_R,Amygdala_R,Frontal_Sup_Medial_R,Cingulate_Mid_L
Hippocampus_L,1.0,0.02469535393122573,0.2530028942570182,0.5662774292131328,0.2920952236084099,-0.1374681135331123,-0.07113765161356789,-0.46094749410577357,0.06535016665017006,0.5805914148628243,-0.5726053018843763,-0.049858390941200835,-0.435062246215492,0.21133913594748055,0.41448917282709064,-0.39531777517551403,-0.16854607566909577,0.26895315682369414,0.10237700066408123,-0.029003103374955496,0.6559935061704467,0.04150831704081774,-0.09905332983949812,0.07098219234269726,-0.38367066960092944,-0.22767346049398435,-0.29382485912912726,-0.4440117827007236,0.273567032378078,-0.2185863612671259,0.14563197166070244,0.007695435316684531,0.19004258583197783,0.557970709876965,-0.29604310490342217,-0.7132029625085957,0.298216406011811,0.18778566355302062,0.11627241453479455,0.2706497218430241,-0.2550552023835037,0.08368333267065485,0.12125007819829783,0.34091841752536817,0.30878898844050107,-0.2146214604153171,0.3618699125039574,0.397680690808377,-0.057279510838874934,-0.11695057798654404,0.47982599048378954,0.09736196965815166,0.3266338268957729,0.010567996543345799,0.3501967448393604,0.151824079829397,0.16467493075112263,-0.028175314241415412,-0.10553501645308662,-0.46261310343899587,-0.2849799274675019,-0.28790580559888257,0.6131304607329334,-0.03385020178748569,-0.018084903174027996,-0.283469556127798,0.02467839497624906,-0.12743822318389042,0.5111391504865891,0.043696206128782625,-0.11140133583190273,0.4222438899421961,0.19836435227854624,0.0012694870986524024,0.32771966114206413,0.20264978294496702,0.33573108497305665,0.08225073087491634,-0.18724010176414513,-0.30955271396562517,-0.2395377561275402,0.017988461588062644,-0.060981941830223804,0.5095798778728103,-0.24238080402631776,0.2493236974649503,-0.05199466641249238,-0.32310459701077093,-0.6171738610954289,0.31760547454259147,-0.1415208724611207,-0.3647615327855475,-0.34671870284089457,-0.5377309257941216,0.23090151081843016,-0.11683376474757737,-0.5926913929250647,-0.013770193031551569,0.2853496243509358,0.29468753786572266,0.06298158185585088,0.004641345535760877,0.30334487144312294,-0.14795028569341126,0.1848722770974247,-0.2034600389437542,0.1486011847335619,-0.033159932704900016,0.25882247654265744,0.27195378511553353
Cingulate_Post_L,0.02469535393122573,1.0,0.07713039707463883,0.1554043755885346,0.23884648974341113,0.03422145399952422,0.07490182358047716,-0.06786317722749496,0.03669456809748725,-0.045595853168051044,0.2010191220654436,0.29583907277476995,0.24248438780641093,0.16994546980191313,0.24199674035243465,0.11264127300352487,0.29428710679002257,0.05428774615707932,0.6658700779347676,-0.03993036289156303,0.02604393027385511,0.3048263478522764,0.11861337248405973,0.001061770876583512,-0.19000925717425277,0.05763934779346005,0.1262307349124952,-0.0634194755996489,-0.12595136908141275,0.329485591105358,-0.14006101500015197,0.12600991488531954,0.06143887972549258,0.1392744333685965,0.5273653901466538,0.0015635124275631938,0.40997153555164567,0.1409574627053417,-0.07134917428619518,0.227255330684986,0.24890361470252254,-0.28780318271081456,0.06704522376231273,0.4909187576800669,0.38438005922438123,0.1405513306016643,0.3356040030311833,0.3354434487690733,-0.025774101857531193,0.21531265749033018,0.08157845455378451,0.01779909636476107,0.16525930041074316,0.1322253607672977,0.28664591442308,0.3106826441567804,0.02773088727817931,0.1281307688866272,0.20978991055037519,0.07705217802651909,0.13912099815756776,0.4043870332731329,0.04733168373293605,-0.23420612267726518,0.06714898691102913,0.0035207404736035935,0.3420440651419553,0.23471215150184224,0.5421474598327235,0.3400388682112838,0.05554330617103334,0.23363752924242767,-0.007213061959135915,0.3537326632866711,0.23135490434109776,0.08691431880557689,-0.06654166322968079,0.8355267169699858,0.22162050575379172,0.16976539275104427,0.23478797282368896,0.12561102903290547,0.037017984915501276,0.21573370046760457,0.10672451712107105,0.06700610881048799,0.4559581800791259,0.42091831231792165,0.1069467257536112,0.3476938773888556,0.022024743155826483,-0.02481444017730123,0.15159283467639692,-0.027284316422277063,0.19301790287836518,0.43969553960943303,0.00037283226187396096,0.2765714282381738,0.4119742626449896,0.15374515089338284,0.1894485384342552,-0.2395519877478722,0.3192094705493648,0.39774416833468856,0.42526350376402555,0.1863499225037277,-0.013337183267343372,-0.2437011754587235,0.24783007023190207,0.6182238327034013
Pallidum_R,0.2530028942570182,0.07713039707463883,1.0,0.3759073204733238,0.5680112753795932,-0.45049759036342923,0.7336839822981863,0.4394401888592419,-0.3082794756768138,-0.3180336461915766,0.21404589879555616,0.06429935336235675,-0.5721879623953126,0.826911598478087,0.1060825931081874,0.5523033039014029,-0.5929867297390388,-0.15544472624613756,-0.01675039363760601,0.1326392104613535,0.5554119296139322,-0.4055645089349674,0.7078405630697157,0.6464607262229103,0.007364704989209879,0.46522449547403044,0.430950874509425,0.42731435110361,0.25005305201290795,-0.18228125143932594,0.04702328198003134,0.6122269489959988,-0.1607365003657049,0.12291312379094817,-0.2577934737987847,0.061981717659593295,0.4603401085108675,-0.43398728549773313,0.4896872709129739,0.3910194548309389,0.453109669984419,-0.03910774560750239,-0.5695414545611502,0.10535161980940629,0.7782040089692736,-0.24826015316721284,0.411619810570162,0.17752606580093838,-0.13510742970138392,-0.550160165402329,0.30915803361837246,-0.13681716204962371,-0.31812091382619595,0.03965474365901231,0.16952152616423946,0.23955931170534817,-0.3689552273886486,-0.3318813523238091,0.17536800605447916,-0.2477286953546011,0.012950019216913756,-0.0928427374298829,0.05129515836616555,0.043922701201734235,-0.2202584010043184,-0.1360365495917426,-0.06181591238713691,0.1328547710475513,0.36619667721696875,-0.2992015142565556,-0.40489296344768566,-0.18516125559364724,-0.04859712689443875,-0.416012803299502,0.843047423003361,-0.3727156686317888,0.6678744659826977,0.08713791530244006,-0.40111363584063797,-0.5470715934393641,0.34705846011335756,0.39353357707855996,-0.022492176020869892,-0.0006827451520053261,0.5852431230840843,0.36461164080412367,-0.21793889104536984,-0.13615772847538557,0.04731711296714303,-0.18276505453617875,0.0672052223229167,0.45042228318734406,-0.06972966982898827,-0.07486043818396164,-0.5322743877372584,-0.10337394302281329,0.14368619910449945,0.6449062031430323,-0.07463425442433849,0.5652798550687573,0.07367628295530543,0.3838067219225042,-0.1702460756567116,-0.2445691691264502,0.19469837980305876,0.6823198524580295,0.6047891421653845,0.6438607975938627,0.33611119586989563,-0.0757748052058082
SN_pc_L,0.5662774292131328,0.1554043755885346,0.3759073204733238,1.0,0.3966986535170098,-0.08587055552486555,0.1016239233280099,-0.14015966137469993,-0.07440676211436738,0.29872723762964903,-0.06106297941438627,0.004347724697213732,-0.3116427784787173,0.4396433850670335,0.37470891499030506,0.05790578483080867,-0.19229430532964745,0.057187119236610025,0.2979149748469423,-0.11232236597156812,0.4513542171235793,0.007808182803955207,0.08789363116290101,0.19898458160021154,-0.07089609516283223,-0.0023818564701345002,0.014848568643483695,-0.1161530033274623,0.382744609278386,-0.06624595495538271,0.18775361968391957,0.137273222260552,0.07790189789388773,0.35471611019178245,0.03795944317601546,-0.2751338238491537,0.2945378725891954,-0.11041427765913939,0.26371452804780493,0.35606337029826224,0.1944052676938853,0.013993070389454703,0.04905225756709067,0.4073166475459386,0.4510476935034743,-0.0835347057081412,0.5115373973231513,0.39974042939456944,-0.1305047329552157,-0.22502402378466146,0.4344101908281425,0.06688377567301518,0.19819717845716808,0.020989179665374127,0.3882879640687027,0.2630988501448351,-0.10683118537983617,-0.16321241307932868,0.11891109014146403,-0.42823936178022787,-0.0029007156334274805,-0.04318263444646718,0.45101176656092073,0.006531993476847762,-0.14206445973899454,-0.20780438713945718,-0.012197478953563158,0.042869394228747276,0.48438365560850816,0.0565275768300959,-0.052902082783743996,0.06803314281605989,0.33316767313385254,0.10607167166413312,0.42657114000000057,0.15519432232918126,0.2606575655439995,0.15857661958316338,-0.09376406914880468,-0.19869426031859164,-0.09181784056831677,0.03781425742154745,-0.0871823505702694,0.22512143123599604,0.06967122161946435,0.03298194074767465,0.12804108994006388,-0.11071551416534327,-0.32224751908463345,0.15864954784530666,-0.009890829138268348,-0.07582675184247732,-0.18357055804828573,-0.2475704248847744,0.0033064901942359702,0.017958943928291178,-0.24557871377018314,0.23050917600420787,0.28796751294662604,0.18592596180000032,0.19679840101576704,0.1466342372407062,0.10270844597665126,0.007528441170378532,0.25477616020810584,0.08126505161153541,0.26728680853469083,0.2439867009733864,0.2765637355691062,0.2741331413064613
ACC_sup_R,0.2920952236084099,0.23884648974341113,0.5680112753795932,0.3966986535170098,1.0,-0.3744902664730964,0.5924160742454961,0.16846412089150564,-0.45973454671545483,-0.1488016968163485,-0.07063390750747263,-0.022767253735683984,-0.5292870690156416,0.6068173460924112,-0.016522390874841773,0.27367737737160425,-0.5326463762322218,-0.08929465816929398,0.19623050146993393,-0.11876045480458354,0.39310610146599234,-0.2803859833090093,0.5669335844216359,0.4940339818621394,0.0078112260252989375,0.41282619879557586,0.4020651065067672,0.2212094955248909,0.023683190942973605,0.11544630036823615,-0.06399522993890905,0.5661880326107334,-0.4178878800250021,0.30300944825043924,-0.13437368321690582,-0.15873725562113178,0.580621530360141,-0.30540253472545176,0.2967278875403494,0.6167638378560564,0.26488216496791556,-0.13254823658735093,-0.32719502863257716,0.4609445427259544,0.6044861778876516,-0.25018279947947264,0.6849284353362264,-0.08855515183645775,-0.27368819355240387,-0.5900235786776934,0.21744393656135488,-0.010250612885942829,-0.25033249937289964,-0.24735685221178388,0.2256801597725227,0.6806798444178531,-0.351395487923765,-0.20699602796554667,0.23842134695596892,-0.3172154053569317,0.16189440355160253,0.043822674611844796,-0.0944973332901869,0.014356217066006078,-0.2872893157847151,-0.41628341414111847,0.21449708415407925,0.22865413300544946,0.5472310692166698,-0.05313239638931973,-0.40351808342209466,0.06606936847314303,0.0020980996367305394,-0.28523190441644836,0.6443753047384703,-0.19410900334089726,0.44831833612421224,0.21939340085057019,-0.24921135181424706,-0.42615926972638324,0.2578628356330183,0.14405918544736213,-0.0793216485870394,0.04494542025421143,0.3115738300796954,0.3642560819614934,-0.1719841223234064,-0.1467154448560404,-0.09659995710755856,-0.0688697609395571,-0.2535702415453939,0.23466365254418542,-0.09344293409349826,-0.3397523990254347,-0.08574134216283948,-0.18690006213202695,-0.14458535885624668,0.594000038373233,0.35740914476193286,0.4174757783081251,-0.04015781174874041,0.23480118541099243,-0.1728187210816421,-0.008265442927476876,0.26564516271424393,0.40042635343642236,0.5734314422207251,0.31719340265564894,0.6929009665735234,0.3677767183156335
Cerebellum_9_L,-0.1374681135331123,0.03422145399952422,-0.45049759036342923,-0.08587055552486555,-0.3744902664730964,1.0,-0.5248138647482292,-0.2964482784037398,0.2467156151023517,0.2829908827079714,-0.027411306849536087,0.243996801053805,0.46680550626840817,-0.4673867341810733,0.16380864156060754,-0.2208106942115423,0.5123258150593052,-0.026154948943519593,0.08155222478779316,-0.09368872794551107,-0.4483628294124302,0.2735103897367567,-0.49840851415315796,-0.45398882885957303,-0.062141761938777025,-0.30263442348551217,-0.19251403824652807,-0.3330780011311034,0.00547228278567054,0.19852664937245684,0.21769640544021454,-0.41858531637922497,0.2430687098242055,-0.1678010603206356,0.26942520648425444,-0.05429369351656429,-0.14647184813827788,0.1649010032534249,-0.1686540848640733,-0.21351674072150253,-0.16629265148991562,0.34802004017136345,0.6037110823006149,0.028688426271100874,-0.448522527487742,0.37570413343983916,-0.2131972933291731,0.06757737130174732,-0.12083262088263139,0.46667528312304635,-0.23113012533328192,0.13044141439609358,0.27217457024708963,-0.015256087649898971,0.1610616899848753,-0.16964327075777336,0.266372623944566,0.14807643030129475,0.07353599992226463,0.2511235283786749,0.09458063551682128,0.09934892502607402,0.12359464790881766,0.04379053879318638,0.07498332372823119,0.16033536952850755,0.09115509378579138,-0.19596169034433425,-0.21592601327784913,0.349106797864988,0.49528421374624754,0.023217659069280704,0.25599443422891255,0.5756349195449192,-0.49136560093134785,0.3777244920034781,-0.3822823726854016,-0.04003669938888507,0.3867621138892735,0.5995577914124183,-0.4301696459663467,-0.31268438558476813,0.09906322873754868,-0.04739602768802709,-0.37408341104800596,-0.4278279819445786,0.2996177400432413,0.3578253203335991,-0.008273420533983425,0.21772657420738,0.021060852250790147,-0.27334141712125676,0.3132162079539787,0.13051182971277703,0.2551668833636724,0.14061305261991858,-0.15661145014940453,-0.29609013160295206,0.17263997666827888,-0.7028007876859623,-0.10409768556333186,-0.1039416643259041,0.17782241795659903,0.1489543356419878,0.1162171095588828,-0.39933179048849915,-0.4500137439616276,-0.1672327695128612,-0.29404324983759433,0.05666930337114278
Frontal_Inf_Orb_2_R,-0.07113765161356789,0.07490182358047716,0.7336839822981863,0.1016239233280099,0.5924160742454961,-0.5248138647482292,1.0,0.7068166521228341,-0.5554628437573562,-0.6044525161481469,0.32045229322565116,0.15929583293144056,-0.4960415079426784,0.7368663568240112,-0.3421565054789554,0.6849175909468818,-0.7277151985721715,-0.2388978382530911,-0.12954105488459122,0.17292901134406363,0.331126278703012,-0.5886626145531303,0.8664256593564871,0.6048188645903148,0.23339376261786068,0.7642255442724492,0.6547289136064233,0.6997499305894355,0.08186839727743556,-0.05902774017059871,-0.027059865918292896,0.8030008614180046,-0.5042719070563001,0.06605247016378606,-0.30408823158417814,0.2716878008144549,0.4403885118223905,-0.5776267980563788,0.4342963365132066,0.47841085718173987,0.5209624545888705,-0.3189541777260285,-0.7457809556247953,0.003578240423907274,0.5973956660724481,-0.23605678329391705,0.4593412040230561,-0.0942839689344517,-0.13780913622103827,-0.7008354797211573,0.189587489401772,0.009719590301717373,-0.6016836151787058,-0.2184240273821521,-0.11187402841729623,0.4015782133800956,-0.5597228132662226,-0.43179193029043117,0.1808325607321103,0.0666091470788134,0.07682904275687263,-0.10042026216502431,-0.3191231904093239,0.16640162242872564,-0.21737772094731314,-0.26246748182310675,-0.08583945406802988,0.16242006798634462,0.27933075715881917,-0.31971077303236023,-0.5265926668088372,-0.2737437358379886,-0.1845362038815495,-0.5749911752607147,0.6795426596069842,-0.5947826693916038,0.6489901758344756,0.03485611606907484,-0.4377079262709588,-0.536377588047102,0.4833682433561146,0.421201606429059,-0.02222984463697981,-0.23341328703532527,0.6377678432318865,0.4538400213801763,-0.42704487734497487,-0.0659422969899107,0.2788980789308071,-0.4549322361534863,-0.08682868518616593,0.6740568134515854,0.09998239726766478,-0.03650408341234678,-0.5588753054528606,-0.11761339054248375,0.20211527603407636,0.7163168092594219,-0.0845024114591475,0.5322763148156427,-0.11017423722664225,0.5137300656769039,-0.3587268018424295,-0.22816077571045326,0.1276763863922607,0.8008250260326166,0.7336588018582719,0.6074863240023934,0.4475024299991556,-0.12331810566117485
Occipital_Mid_R,-0.46094749410577357,-0.06786317722749496,0.4394401888592419,-0.14015966137469993,0.16846412089150564,-0.2964482784037398,0.7068166521228341,1.0,-0.2744634249365913,-0.7752557073769918,0.6179670984123589,0.35667551160308203,-0.03848314368529851,0.5581452610549463,-0.4737468761588482,0.7965773533395818,-0.4030648879532634,-0.2751404384386088,-0.1634806891505499,0.2535009247189633,-0.030400218066775623,-0.5808958566407495,0.6736734152351492,0.49205291785086924,0.27050051905951245,0.5018113741426217,0.5641748831796399,0.9105359056714879,-0.03690524455561279,-0.06948408947589015,-0.08805672950563152,0.5686115886184336,-0.3418261201546185,-0.4389743126603716,-0.09266060831112395,0.5836791093600043,0.13131569593260653,-0.7282591910348463,0.2885475526287585,0.15720902884690127,0.549144389871063,-0.28158390324712124,-0.6254125978539371,-0.1911576358192585,0.3087494968749132,0.12112475198359596,0.15008875708400102,-0.10406879770688024,-0.08011109491732464,-0.44758264986563323,-0.03507068836545346,-0.06870771715523212,-0.6667162595370312,-0.027529459566600144,-0.2836360168448436,0.007815350854262035,-0.5400746626033552,-0.39499191911385817,0.18821504113441898,0.3395952747868914,0.039767205376465456,0.07137803851144697,-0.4370640401564114,0.12307151303621477,-0.26238786635678585,0.09546896884234005,-0.07038421021961101,0.0630481691934129,-0.04602599940370247,-0.1533429733349622,-0.3859464043393501,-0.6383532470806621,-0.28236169090188074,-0.4161911389327049,0.2409367567699957,-0.7011238633379847,0.2768797089448343,-0.02522434488489808,-0.13404004551767254,-0.3475416306172185,0.5388394125157155,0.5317029275726751,0.12525232932187827,-0.5747862721893044,0.6499352141127154,0.15754956713912593,-0.3417429486989652,0.22245346175094963,0.7321830659763081,-0.4868542177364861,0.08669320408858534,0.8630514445315464,0.39241892695034325,0.4452004463580278,-0.6047485481072477,0.0265906555586996,0.4982642978335325,0.5588025115549587,-0.2736645408665539,0.31240258171691343,-0.18521724654090713,0.25192671719454457,-0.48647222103474264,-0.03170040042337456,0.11289725717010941,0.7697985291901901,0.2689340301202661,0.5757405584900714,0.11664453804638893,-0.3024814981020469
Calcarine_R,0.06535016665017006,0.03669456809748725,-0.3082794756768138,-0.07440676211436738,-0.45973454671545483,0.2467156151023517,-0.5554628437573562,-0.2744634249365913,1.0,0.4952887474638607,0.11569449320172852,-0.11425762585122683,0.5139528408473568,-0.3338272450049916,0.285140217945924,-0.21066909263430694,0.6812070602384565,0.2316650141184428,0.33558787251031585,0.2993235621621316,0.15490584343601368,0.5984164753355524,-0.26058522296297065,-0.27305901262453675,-0.3068470371216312,-0.6014790877287232,-0.6599295118857632,-0.34042052193114997,0.0026700215259699922,-0.31435317460447915,-0.019223302305246694,-0.4839690171880417,0.8702723107352962,-0.13158545431541743,0.3350315354885083,0.042259761536153406,-0.3400015644627235,0.5392960464704166,-0.20286563170094782,-0.451397483325449,-0.1572479570856599,0.2080102105283122,0.43014207559321255,0.003062630016011849,-0.3688676148061613,0.047708348959033316,-0.5029097556947097,0.42222529386786434,0.6150924419576678,0.7886833950935453,-0.1444606715092359,-0.07804841834047711,0.6622284910742701,0.8330906336582561,0.16750441355599416,-0.5366356352369754,0.4575927296961861,0.6237046093470143,-0.34654512174709284,0.007299645819991537,-0.03574801195290488,0.20169052484523964,0.3400885893003728,-0.08455449394086362,0.4003961864803747,0.6786794246360554,0.16126259880883254,-0.34970210927866074,-0.2217508258248023,0.06304402261996775,0.3646264234034969,0.10581624263688122,0.13608722056549274,0.3729386266909396,-0.413188226919413,0.3707500971234817,-0.3045508191612819,0.24592259963077057,0.2677891444844096,0.21565429540982078,-0.010181856471323863,-0.0037977127393588397,0.1798992736056887,0.34401090146057656,0.030381805080519415,-0.11113783737923959,0.5348713361124456,0.0444545589809005,0.10786027422433404,0.7135780624264604,0.6577407065823019,-0.28056379125916453,-0.1946214179642758,0.35570287676529566,0.32649920695280393,0.4762481578511238,0.27946225048109485,-0.4398532889751455,-0.05349029493516814,-0.20858778861106286,0.45056954903804836,-0.4941936106552314,0.41867117504870127,0.3567588266445651,0.04170832258388345,-0.23433845452153776,-0.6006252242096405,-0.47224167488303054,-0.3904579907558854,0.061902694744223954
ParaHippocampal_L,0.5805914148628243,-0.045595853168051044,-0.3180336461915766,0.29872723762964903,-0.1488016968163485,0.2829908827079714,-0.6044525161481469,-0.7752557073769918,0.4952887474638607,1.0,-0.47850676048065766,-0.3071087486365464,0.04180474501359352,-0.4353814184680357,0.5764804906812935,-0.6671009892063994,0.36786095866378726,0.42287540284632996,0.2586551457833236,0.028905332448831964,0.30307005834684153,0.6044524932073417,-0.5400353837091382,-0.4938732826248063,-0.275289019349907,-0.4573315454348239,-0.7731074518897867,-0.7556092233897914,0.30065151126305967,-0.12099428670121026,0.26543603579071656,-0.539720650962047,0.5538125771840504,0.48237771337015717,0.08070378942436957,-0.525934446901203,-0.18778306622599025,0.6302772415944848,-0.06392488683068541,-0.09483807538450156,-0.48344634627853733,0.3772545744436915,0.6877416508173694,0.15438405502733543,-0.237050012066155,-0.23224256128261506,-0.12010337846366524,0.4245154249040739,0.3036421251476891,0.4759263859018654,0.15087833810054183,0.2178235637367417,0.837257835376762,0.24122721647519674,0.43339370033255215,-0.12651521077653746,0.5183367121627903,0.4123088794458586,-0.3084358806291994,-0.32022576128217267,-0.16567747068485214,-0.21990733351643224,0.6721015776776258,-0.019220006167973352,0.43384464063214756,0.08875022186182611,0.018342131915875987,-0.3602763889884722,0.13200337098718887,0.08399768086259532,0.43621179148305594,0.3812277610134413,0.5165115747069408,0.5093735411636287,-0.22651885220645082,0.7027356997470791,-0.10541014841653752,-0.08092972078265794,0.01322610749210609,0.28789443949330046,-0.5358517499903104,-0.3962639236665116,-0.09972774410295239,0.6976807040360387,-0.45880360352425903,-0.12128390286100194,0.3971694291656069,-0.32559130328625296,-0.6299879042450528,0.5997145041391548,0.08777002864587963,-0.6961920979810245,-0.530006726484053,-0.2708357072424053,0.5038206660838976,0.1220698982203133,-0.3648493536122702,-0.5480908106865728,0.19857549587732506,-0.2812586371597833,0.33483798654179975,-0.10660499632271767,0.5728161249002397,-0.02846567995445144,-0.08167264050284014,-0.550983175450241,-0.17941071182457158,-0.4249533331494361,-0.15423492725034504,0.2541239149545384
