,Lingual_R,Caudate_R,Thal_IL_L,VTA_L,Thal_LGN_L,Cerebellum_7b_L,Pallidum_R,Temporal_Sup_L,ACC_sub_R,Cerebellum_3_L,Precuneus_R,Occipital_Inf_R,SN_pc_R,Calcarine_R,Cuneus_R,Rolandic_Oper_R,Temporal_Mid_R,ACC_pre_R,Cerebellum_4_5_L,Olfactory_L,Vermis_7,Frontal_Sup_Medial_L,SN_pc_L,Occipital_Inf_L,Rectus_R,ACC_sup_R,Frontal_Sup_2_R,Parietal_Sup_R,Thal_VPL_L,Insula_L,Raphe_D,Cerebellum_8_R,Frontal_Inf_Oper_R,OFCpost_R,Thal_PuL_L,Thal_VA_R,Frontal_Sup_2_L,Frontal_Med_Orb_L,Frontal_Inf_Tri_R,Heschl_L,ACC_sup_L,Temporal_Pole_Mid_R,Rolandic_Oper_L,Cingulate_Post_R,Thal_PuI_L,Red_N_R,Parietal_Inf_R,Temporal_Sup_R,OFClat_R,OFCpost_L,Vermis_8,Frontal_Inf_Orb_2_L,Cerebellum_10_L,Putamen_R,Thal_MDl_L,Fusiform_L,N_Acc_R,N_Acc_L,Amygdala_L,Thal_MGN_R,Cerebellum_7b_R,Thal_PuM_R,Thal_AV_L,Temporal_Pole_Sup_R,Cingulate_Mid_L,Occipital_Sup_L,Lingual_L,ParaHippocampal_R,Amygdala_R,Precuneus_L,Cerebellum_Crus2_L,OFCant_R,Thal_PuL_R,OFClat_L,Raphe_M,Thal_VA_L,Postcentral_L,Thal_PuA_L,Thal_VL_L,Hippocampus_R
Lingual_R,1.0,-0.10204984511618961,0.4678263290575175,-0.08265723514467029,-0.08192551145067072,0.07601516940753021,0.03965474365901231,0.467298625802401,-0.09812372730279746,-0.047145324226080955,0.22825038763480757,-0.061380914954509945,-0.028299243593919714,0.8330906336582561,0.31037827481109614,0.10691090342507355,0.3390220370602239,-0.38063804522604877,0.4147625430250252,0.24812484465772547,-0.41525676763841685,-0.31191822060239005,0.020989179665374127,-0.10371281044001479,0.17047664182963848,-0.24735685221178388,-0.4120284014866062,-0.018905220000948617,0.1512166721793464,0.2454426809628916,0.06682330499540355,0.10531307357167005,0.2298339752522055,-0.34881340618161527,-0.033335824384771284,-0.12085414392083221,-0.36356655752568207,0.04568072465024884,-0.15330367986007523,0.24517857735670445,-0.22894451239759148,0.3043931438878121,0.25623444429159886,0.3404080765180328,-0.2893586746648936,-0.030598995713210866,0.13540993285714722,0.4132397818536887,-0.017427383433484316,-0.13109729409067936,-0.34138764304705976,-0.15686837347630042,-0.22232567667682981,0.06489965321184989,0.12021627005626677,-0.012158311042544268,-0.06113667162822057,-0.038005052005093104,0.2037734900308361,0.02542857382567457,0.6770699340762572,0.35788313123465,0.08151384411690472,-0.07078763594894591,0.0303471330022894,-0.14734149846130407,0.8368230013386155,0.032702221960434624,-0.23955581846959875,0.054946407385482975,0.18816081176698965,-0.3525431301954618,-0.20360126115897947,-0.14822250226809267,0.1674831108813594,0.1475173030204037,-0.1258305015960935,0.48424174810505655,0.26718774427881997,0.01584353521920786
Caudate_R,-0.10204984511618961,1.0,-0.19128826135273505,0.39286888751386656,0.39613825515596096,-0.22692541623688844,0.843047423003361,-0.2133254483130935,-0.1262850105250947,0.013143845076590261,-0.31603015966718406,0.24079952626346654,0.5709171179291926,-0.413188226919413,-0.6333819514778661,0.6131474075928299,0.04003750116161153,0.72793382782136,0.16899050402581176,0.28100276767729,0.3886137538019585,0.5858862552556449,0.42657114000000057,-0.11891876898377013,0.22197652708822688,0.6443753047384703,0.5022195453321026,-0.3996832016356901,-0.3907629178991186,-0.05764152672635887,-0.34968853890583596,-0.49202630981222106,0.16353661704024527,0.341241570355714,-0.5082047783764162,0.6998067256080003,0.532469648563948,0.1734486290786641,0.6234835985333919,-0.10986427919228231,0.717281372313404,-0.11165431450976007,0.04129465606472486,0.22459514001514633,-0.16689004082884457,0.3514429440915673,-0.4642570306742004,0.37622410328933226,0.3798059705059508,0.3974089795862837,0.16466090675400194,0.37289490641479806,0.2607467138526689,0.9092359616434942,-0.40791073864027333,0.06602416350614561,0.6885062530302614,0.7691185354296545,-0.3484711537983672,-0.012169659736031806,-0.33600791809139136,0.021018731131512834,-0.03291617618681623,0.12072385996697457,0.13035286880573863,-0.3073600284126955,-0.29969180028141956,0.5604569761006059,0.44170161726325935,-0.2601940307627901,-0.262537186234898,0.4874496272866586,0.06727907424175623,-0.05340915519544555,-0.2036979653565605,0.24371931737977504,-0.05173133774617078,-0.12874432221257906,-0.028824563504567444,0.6963362289705037
Thal_IL_L,0.4678263290575175,-0.19128826135273505,1.0,-0.01718253926958229,-0.12186250886274626,0.39659017258881374,-0.21793889104536984,0.41880541548391986,-0.13264967036001787,0.5142000917166805,0.254550175752339,-0.36448894660104336,-0.30437342360465347,0.5348713361124456,0.45848708186279225,-0.25318941359225683,0.16156046863053392,-0.3660333023396623,0.38864692478066165,-0.0773797755628916,-0.35937809595704784,-0.18901178788905185,0.12804108994006388,0.13262227232546697,-0.1504400058729909,-0.1719841223234064,-0.15253950731003094,-0.01014783882436889,0.7148778720400069,0.4306948164292065,0.36848536113951147,0.49797442489925936,0.33817739926399865,-0.3949100635309813,0.432372158052932,-0.2041500165942879,-0.16970444621441685,-0.3141527348534183,-0.20898276632079327,0.3326501526568424,-0.09137075254654624,0.11815544780832865,0.2734783912160353,0.4329616357484478,-0.025486092982925118,-0.17195896164877644,0.22824474980053752,-0.08607898298559262,-0.14505712949777758,-0.15868581460782283,-0.05551525410447908,0.08799030281200441,0.020965700983029745,-0.0907803054343485,0.5199489898554416,0.22353441247650094,-0.4348045927589738,-0.4348407918789671,0.41709161434147024,0.21946184388149068,0.34376318242755766,0.7406030017606318,0.1637057113491097,-0.06006565415336465,0.3922220705366535,-0.011602562645434373,0.5135124373862348,-0.30588019314837556,-0.459506669741026,0.13620524447261895,0.483360262463206,-0.3547067260996181,0.1752374689226,0.27448997592733765,0.5155169077644605,0.22956104941541647,-0.10927173288632619,0.48621411083355154,0.7061847539318769,-0.19714460376565443
VTA_L,-0.08265723514467029,0.39286888751386656,-0.01718253926958229,1.0,0.04868270675825525,-0.2731604788838546,0.3991329200846768,-0.023712225230393964,-0.2590209502849412,0.13909039797491604,-0.024235363867310716,0.09128671768045174,0.4200906493829083,-0.193687315186396,-0.29402691778136586,0.1641089598607943,0.10585941136681067,0.3303002200911939,-0.1578529419255703,-0.19705592540576133,0.12822761627204435,0.22003818061855474,0.4090943175561165,0.03538613449937628,0.0492070882060563,0.23391076547084766,0.14737515203612817,0.013478947287478294,0.11520919699575455,0.14848626500050183,-0.34252588911091175,-0.10097133213593634,-0.06615864612495388,0.25509147973112345,0.004573287333157227,0.5675294773883447,0.3159963462561615,0.05558106834376942,0.29809809081405647,0.22001340260065402,0.38342683875815026,-0.1476647089736519,0.3503252854443735,0.020668088210710683,0.16364688938283975,0.4582851124700041,-0.02888249242697074,0.14341223982128118,-0.060680690532023907,0.15771710834243732,-0.04281119149437365,0.10375506384007584,-0.14189823953107292,0.43707914720091107,-0.08378516796815191,-0.17556693400682108,0.47313638667112834,0.3488293925022775,-0.3305966810621888,0.39200673303068173,-0.21501014544976932,0.1732273146913423,-0.16370855997348546,-0.08786386467713858,0.05390678888906678,-0.10878918618612865,-0.06975504579345113,0.40909353353392386,0.4491126939494609,-0.027556600366626157,-0.24549218007053564,0.1277122846583835,0.1281454168976593,0.11719801713107637,0.06765525047983541,0.37856135106629907,0.1046017671191659,-0.06902506693648632,0.2688214776427925,0.4387035509661533
Thal_LGN_L,-0.08192551145067072,0.39613825515596096,-0.12186250886274626,0.04868270675825525,1.0,-0.04776901845235282,0.38996668986655414,0.05992165297537522,0.12169907322308483,0.19216166825896613,-0.05995940593306023,0.002591231437605412,0.4247652519482534,-0.15780547235891532,-0.35092042322234634,0.19467944787700203,-0.4039051768707139,0.1380003386909279,0.5703831183281545,0.3559816435089771,0.1516023131023785,0.2372551019712137,0.31382269900030896,-0.11837898949901514,0.38227745523195017,0.4141009529061655,0.14726811735881198,-0.185211037051013,-0.3292536863667343,-0.10314008357040076,0.16964876576254773,-0.26740819257117704,-0.03474276940141711,-0.21729727556754277,-0.5835435634496445,0.2439567921249828,0.4194256093447814,0.041873023878770566,0.20839616764989832,0.1428723376156333,0.388830837877224,0.021296037893439746,0.1463134356479332,0.36700771629114004,-0.11787536541844063,0.22390396089302128,-0.2842778065401195,-0.04647271625563857,0.4979895628025451,0.39386046912423534,0.1852057199034508,0.32839698626137787,0.3225200125431703,0.28188837716727994,-0.37031823331766994,0.3981370202959482,0.16919716306539376,0.4459335489164184,-0.23258342026535886,-0.40853621451527083,-0.27733381495404713,0.07601548600101789,0.23992771293120896,-0.24763584425062532,0.20647280138539126,-0.2483918617429858,-0.11956752980762375,0.28498504877150554,-0.07893379422269488,-0.15642194314838193,-0.08960633208248019,-0.119008996560237,-0.06324840276585696,-0.21818416851461514,-0.23977262682758368,-0.033509194373363686,0.1448890696448309,-0.09541595985946917,-0.0802990842466104,0.4497408764378235
Cerebellum_7b_L,0.07601516940753021,-0.22692541623688844,0.39659017258881374,-0.2731604788838546,-0.04776901845235282,1.0,-0.5035540531693918,0.457966114741487,-0.19282692999855536,0.5635119747088334,-0.20765201590639928,-0.7305360603108906,-0.45544688250110793,0.3303895628483305,0.18467405311314466,-0.5444550883174666,-0.52977676760778,-0.24807429601180314,0.4283243396064643,-0.34156413844718203,-0.5084836709253016,-0.16567806555350195,-0.0676546182307359,0.18563042663168874,-0.49978140136828153,-0.17415893491068146,0.05956956406169921,-0.24862384099736998,0.3601312342740624,0.46790055869209246,0.7379843971850549,0.6279472006640581,4.285129938807363e-05,-0.32493063449193754,0.34031306186740556,-0.3361293703400019,-0.275013624215063,-0.7379100132012612,-0.5652798795334018,0.2963795688308196,0.049007782290198754,-0.2813274027603979,0.11347159631442374,0.11036918462112527,-0.03772441465893577,-0.1348069517391354,0.04639585006091783,-0.5894725303368056,-0.11104318881879914,-0.3463323134437877,-0.21082188480711572,0.3596856166566864,0.16310261264466083,-0.32240641362108496,0.41554325746469495,0.7350885443218306,-0.375983282977092,-0.402552511734973,0.3989128256229845,0.12182006186848036,0.05020454174316757,0.13756572853953566,0.18186712253224357,-0.4418851243881719,0.2912773783255822,-0.14695590555888607,0.234090806673244,-0.7323571218736499,-0.7171333773954808,-0.250149679877167,0.8862388100241446,-0.4076008356878813,-0.3623222744587807,0.5949994406912072,0.725867222806758,0.14894873813858922,-0.40609322881848314,-0.006377656826022085,0.38429080449961556,-0.6447875772163879
Pallidum_R,0.03965474365901231,0.843047423003361,-0.21793889104536984,0.3991329200846768,0.38996668986655414,-0.5035540531693918,1.0,-0.2502472154669002,0.043922701201734235,-0.17175700961688364,-0.17356900356341526,0.42731435110361,0.5941911550129004,-0.3082794756768138,-0.5721879623953126,0.7078405630697157,0.21404589879555616,0.6047891421653845,0.09108181071981118,0.34705846011335756,0.430950874509425,0.3910194548309389,0.3759073204733238,-0.20393794654450884,0.39353357707855996,0.5680112753795932,0.23955931170534817,-0.24826015316721284,-0.416012803299502,-0.18974191158124726,-0.5322743877372584,-0.5695414545611502,0.03306123647089296,0.3838067219225042,-0.5470715934393641,0.7125617505714053,0.411619810570162,0.42508174421502243,0.6449062031430323,-0.13159761846794218,0.5275602619805398,0.1326392104613535,0.05129515836616555,0.08713791530244006,-0.13681716204962371,0.30915803361837246,-0.40111363584063797,0.5852431230840843,0.36461164080412367,0.4451573030284498,0.1411896253560913,0.12291312379094817,0.1328547710475513,0.8797474639612884,-0.40489296344768566,-0.18516125559364724,0.6678744659826977,0.7596961865978907,-0.4681353108102613,-0.04859712689443875,-0.1360365495917426,-0.01675039363760601,-0.06181591238713691,0.22554944908927163,-0.0757748052058082,-0.2477286953546011,-0.1607365003657049,0.7728668017313876,0.6438607975938627,-0.13615772847538557,-0.5070582141987986,0.46522449547403044,0.13472874417039285,-0.29135945007146025,-0.3727156686317888,0.16952152616423946,0.06429935336235675,-0.10337394302281329,-0.0997321813984019,0.826911598478087
Temporal_Sup_L,0.467298625802401,-0.2133254483130935,0.41880541548391986,-0.023712225230393964,0.05992165297537522,0.457966114741487,-0.2502472154669002,1.0,-0.013301115503069519,0.36225832327530244,-0.1064672339869493,-0.6713269716492354,-0.2813865562336733,0.6431768253227115,0.13773356340715584,-0.5749418587970618,-0.3975741103843386,-0.30081287416934416,0.31196267389388127,-0.18546273355241003,-0.7668843956753505,-0.07598266737190865,0.18977330567926964,0.0438981075385696,-0.0679713600229064,-0.32920746440270177,-0.4011396551907126,-0.25252069428394447,0.3129656574427716,0.8652446834243881,0.4925924823744836,0.5440531762453648,-0.15463122583771421,-0.42570015303380365,0.04229700217167784,-0.22840879999312005,-0.18929110106253896,-0.6435596128763726,-0.6295774081189185,0.8457555050112896,0.1436892734463573,0.23318540191120785,0.8220834416869861,0.10815011151178243,-0.11070510986254059,0.0829801002690574,-0.13667636509203235,-0.4491404457467082,-0.04319936888483881,0.015354956564279149,-0.6286735332966695,0.5337008865015952,-0.3912739709771607,-0.18099430038653624,0.2691952806214257,0.23923253673668193,-0.06608615238660374,-0.05721707743181162,0.3987070677357028,0.17134414650010715,0.3380393685326854,0.18413612364626064,0.011561483959906221,-0.48907769182157373,0.13191481402763483,-0.30150657148515847,0.7573818275891023,-0.390411937875972,-0.5487693145211457,-0.2727817062384813,0.6829135910056128,-0.5330781148031207,-0.592723276466838,0.48524567270080216,0.5551146203843199,0.26651548594207425,-0.07056005399711257,0.3298311980455631,0.3975457593248721,-0.41155477754702735
ACC_sub_R,-0.09812372730279746,-0.1262850105250947,-0.13264967036001787,-0.2590209502849412,0.12169907322308483,-0.19282692999855536,0.043922701201734235,-0.013301115503069519,1.0,-0.17866930443227727,-0.03060296726364016,0.1414698151507263,0.018865252618209066,-0.08455449394086362,-0.08588342635272626,0.05035122795649696,-0.0822976680097133,0.021546079538990622,-0.08047451024899177,0.1310856113114873,0.050317444870860255,0.04662415889335552,0.006531993476847762,-0.11697297092736958,0.05260752376894749,0.014356217066006078,-0.11292282132479232,-0.07692884216679159,-0.1741189432461486,-0.08883225768565307,-0.06759861364530467,-0.1026728533673479,-0.2935015972362418,0.2055790014117044,-0.18729938354082198,0.02909820156536353,-0.010083210927462099,0.09818608336552812,-0.12553981000114278,-0.05860114019552714,0.014915893197899087,0.26849659679418775,-0.041575242667299964,-0.19094584086497848,0.18806587561663798,-0.12197540916441962,-0.2210983345247645,0.01441980696631323,0.20878911885428206,0.12373638093514039,-0.01837587149417554,0.04534139160484595,-0.06631564606974048,-0.062155128957656,-0.0017366196993800903,-0.14987154376438616,0.002685037393045647,0.09069827965159401,0.0541605197354467,-0.15877676246709246,-0.04075393165474843,-0.21754951600511216,0.015257673941319057,0.12343207423557355,-0.1742500746511627,0.049268687834673884,-0.054342645096463804,0.12958685719558255,0.12170262915751867,-0.04590288165594123,-0.18389677876848082,0.1150263221397144,-0.0033451786564939433,-0.11234057760676024,-0.1612628542042788,-0.23786256077637874,0.2001726987995503,-0.03244543299759039,-0.30944056481935334,0.028424851489871696
Cerebellum_3_L,-0.047145324226080955,0.013143845076590261,0.5142000917166805,0.13909039797491604,0.19216166825896613,0.5635119747088334,-0.17175700961688364,0.36225832327530244,-0.17866930443227727,1.0,-0.0669077645845311,-0.531421834504537,-0.07415748827902488,0.1496249064539465,0.07949505019357557,-0.33797842985140514,-0.29418361881957006,-0.042649284656042445,0.3423802731300101,-0.3502153670395179,-0.32330533875547174,0.11728952571411327,0.45114139637920014,0.19849408082724843,-0.33759298091051115,0.16851692390596187,0.2811500511104513,-0.09641612896302831,0.5357557295985399,0.47661177253823256,0.5127681196143214,0.6174796487140233,0.1523082259319351,-0.20017670530950182,0.2434955077710114,0.018640559403101466,0.2506346541360397,-0.5378999954722128,-0.14160135372042382,0.4562886635561673,0.27498441571720933,-0.23010941159280465,0.3614935290570721,0.2507617365165988,0.2370514989175057,0.12946764401281294,0.13549859020660687,-0.39463733805047807,-0.15036564107279826,-0.05563653118600331,-0.08932423029000826,0.38728494212617914,0.19092348382018465,-0.04943144282722095,0.39134152552755347,0.4583466566937562,-0.2457169888494837,-0.21348080945796508,0.25725884688451833,0.4268219017413249,-0.14436720500224634,0.5231133903983424,0.13901304555299263,-0.29505329717212037,0.5023608509547596,-0.24985760180794836,0.10443083215978188,-0.25228701582125945,-0.36193461272393784,-0.09795092078031895,0.5896122489477073,-0.2911035402114324,0.028354279404689327,0.4848203817067991,0.5996130829239362,0.3850787517830624,-0.12893529746369287,0.047407720726530496,0.6529698886990662,-0.12558891862221744
