,Thal_MDm_L,Putamen_R,Frontal_Sup_Medial_R,Frontal_Med_Orb_R,Angular_R,Vermis_1_2,Cuneus_L,Parietal_Inf_L,Olfactory_L,Cerebellum_7b_L,Thal_VA_R,Cerebellum_7b_R,N_Acc_R,ParaHippocampal_R,Thal_VL_R,LC_L,Red_N_R,Vermis_9,Raphe_D,ACC_pre_L,Insula_R,Frontal_Inf_Orb_2_R,Thal_AV_R,Frontal_Inf_Tri_R,Fusiform_R,LC_R,Parietal_Inf_R,Rectus_L,Caudate_L,Supp_Motor_Area_L,Cerebellum_3_R,Vermis_10,SN_pr_R,ACC_sup_R,Raphe_M,ACC_sub_R,Occipital_Mid_R,ACC_sub_L,Frontal_Inf_Orb_2_L,Frontal_Inf_Oper_R,OFCant_R,Thal_LGN_L,Thal_MGN_L,Frontal_Sup_Medial_L,Fusiform_L,Hippocampus_R,ACC_pre_R,Caudate_R,ACC_sup_L,Thal_VL_L,Cerebellum_Crus2_L,Occipital_Mid_L,Cerebellum_6_R,OFClat_L,Frontal_Med_Orb_L,Thal_IL_R,Temporal_Inf_R,Heschl_L,Thal_PuA_L,OFCant_L
Thal_AV_R,0.3116655482119704,0.5152496297720652,0.05197673753700684,-0.035077540316211894,-0.6205989501546867,-0.12820107185856747,-0.4794121324112556,-0.3212669149745488,-0.2605196271294527,-0.06753463863449549,0.562313777424441,-0.3558448934130319,0.4412547407697477,0.4129042734753067,0.5138528431134025,0.04970734213592085,0.4576243297609137,-0.10852028891634154,-0.3871546926550484,0.10747063165688542,0.20614517461832751,0.27868760401010273,1.0,0.22842384881328726,-0.015257118795146624,-0.382452357926143,-0.3212647675756647,0.118685890179843,0.48232687708946975,-0.16034389270477667,0.21460157973420127,0.07911644633745964,0.19159729135185344,0.20860144548622497,0.071310547476938,0.04049970958262319,-0.05636130944966989,0.09963140427881542,0.29908864204570146,-0.22068073911133415,0.2129193998816572,0.19096852141739645,0.007151439650702738,0.20528118541719434,0.04819339550551375,0.3556088485630675,0.5858938940389216,0.52507879071912,0.499383495317199,0.08092413350704995,-0.10201070310394647,-0.21788361233609593,-0.07316524331946404,0.24443142073900362,-0.047924011172471324,-0.557797211168547,0.09345680064170789,0.2543852373511403,-0.3270829431770616,0.088549933430199
Frontal_Inf_Tri_R,-0.22857500571906939,0.6005805322974545,0.5653893467129587,0.5638575303429633,0.09301814036924623,-0.4876589800636029,-0.4964423533557137,-0.12383056753665639,0.3084629994594845,-0.5652798795334018,0.5587578954437361,-0.2995367173314763,0.3585269143459695,0.6762561265386964,0.459457290248829,-0.3313414956299988,0.19760236358834238,-0.3397072373570923,-0.5392547381942511,0.6123105799314494,0.7579705609271333,0.7163168092594219,0.22842384881328726,1.0,0.6223399815944353,-0.47137279875619514,0.06843404741939825,0.5662944093177787,0.7266841534030717,0.13744696565366332,-0.32201121608372346,0.5069771954606588,0.6565079645550586,0.594000038373233,-0.5109938332630041,-0.12553981000114278,0.5588025115549587,0.08152580090372093,-0.17984261406880914,0.5112088822404027,0.4875441430493998,0.20839616764989832,-0.08356036877618525,0.48666917168862767,-0.21468963442085323,0.7804713642928216,0.4932984868161197,0.6234835985333919,0.23595107500655824,-0.10359027471848697,-0.6385112504196503,0.04951798257232079,-0.10714587778585274,-0.4139851375802634,0.6129299141803467,-0.07014214091350261,0.6443492702398109,-0.4320901137025289,-0.11215130942380527,0.6207407805165421
Fusiform_R,-0.29718224456814774,0.47191938957135854,0.09827337947704869,0.7642534712216129,0.19260296565877474,-0.45985911700150894,-0.33626600732465134,0.07111355328066847,0.46453947151921804,-0.6828568777323669,0.36246849747053306,0.1655664089535611,0.3179421828926682,0.6362379034637411,0.3583588827369287,-0.30656667474258975,-0.018245300206362045,-0.12611565846855433,-0.6015070837057749,0.48504366430605644,0.7809364444709185,0.6849175909468818,-0.015257118795146624,0.6223399815944353,1.0,-0.35809724160224626,-0.06067634342148206,0.4885949806699475,0.4204226122011278,-0.1346827534337043,-0.3442887847348624,0.7361778589415413,0.5557160567604448,0.27367737737160425,-0.5511632283150639,0.09006164133924774,0.7965773533395818,0.2285573313733015,-0.36706775225321125,0.2223070931738555,0.5066380587244188,-0.040420384002787524,-0.03402804324557347,0.14557541592101572,-0.44193254549080274,0.6532898090174655,0.3190544353541008,0.35836163934557674,0.04614023930340243,-0.2523308963007296,-0.7265701472581056,0.28101240359931245,0.21952932181732318,-0.5227392849930788,0.7522101124367987,0.027293128227093517,0.8026511186771917,-0.5275742023787545,0.13752343072611056,0.6442826603711298
LC_R,0.31625868179056876,-0.22386396599371697,-0.036766984907122664,-0.49720574243543314,0.013196171760381641,0.6936370215187366,0.5232365915126326,-0.13384587889183805,0.16274652347707225,0.5989916535355982,-0.4511187611726645,0.46325252872139555,-0.21053237394441507,-0.611852696101039,-0.28460086789416633,0.3096656577244552,-0.26531859087599774,0.6744365202501501,0.6288269959246577,-0.2336513893274861,-0.3806630793845728,-0.43179193029043117,-0.382452357926143,-0.47137279875619514,-0.35809724160224626,1.0,-0.12459220165687095,-0.34190118396696006,-0.39433349143319246,-0.23220611365284702,0.45452921872667834,-0.42090562448629154,-0.3285508715039451,-0.20699602796554667,0.4584645864246038,-0.12701197329414152,-0.39499191911385817,-0.20942326572559986,0.29518513574323746,0.2562419739135217,-0.42428326589716214,-0.12855376095477436,0.4299268415827619,-0.15404104370130095,0.3065624950340814,-0.5268153897575041,-0.29048821631605776,-0.21672261600270964,-0.07200302671845406,0.22041404586338162,0.677795044654816,-0.21082819440560105,0.45672455031673265,0.2552587544164187,-0.4363464551970331,0.2958107659474728,-0.6485293369684167,0.3033466124729718,0.31586558459460695,-0.2736848870694307
Parietal_Inf_R,-0.09392372166234284,-0.42869099362717095,-0.1361342640401068,-0.007175758441544011,0.7498378640091844,0.09063081011432296,0.543064477248844,0.4427325405390851,-0.2919627052615644,0.04639585006091783,-0.26228515131996927,0.20184480507109145,-0.5371479934890516,-0.18328795721858987,-0.29381898335880624,-0.1488928720932629,-0.1191978841113181,-0.2179211679933152,0.05575340230950484,-0.4908387757026413,-0.1538174860241499,-0.4377079262709588,-0.3212647675756647,0.06843404741939825,-0.06067634342148206,-0.12459220165687095,1.0,-0.18280378312116438,-0.19385542522697183,0.7761120172772866,-0.022797674586272323,-0.10977446158501128,-0.2518301033628121,-0.24921135181424706,0.06929667621783425,-0.2210983345247645,-0.13404004551767254,-0.09722880148295857,-0.5565560206964253,0.28588004108417125,-0.2771066081056803,-0.2842778065401195,-0.13532287613653834,-0.28594234575100685,0.024303252000848218,-0.17941953844233247,-0.5632267241794451,-0.4642570306742004,-0.5403639968619709,0.33273012398126806,0.005198276795698407,0.4648548369491266,0.047639894612153386,-0.10470519978775866,0.07470685120176275,0.2565152021721536,0.07293291323549192,-0.10324917511862294,0.1703297344706371,-0.3263486446428519
Rectus_L,-0.31510922621170223,0.5480937172494829,0.3814784422031302,0.5213544730162212,-0.07264061399868511,-0.4439974167511022,-0.4541869561069997,-0.15098260750602177,0.4898445162156797,-0.4449706350178427,0.4369393391417846,-0.10707395204374272,0.3552640268551386,0.6029633936014726,0.4799415374679935,-0.3000765211805567,0.11027173764206633,-0.21718421212564687,-0.3951416091236519,0.6336556024143587,0.505010991196402,0.6048188645903148,0.118685890179843,0.5662944093177787,0.4885949806699475,-0.34190118396696006,-0.18280378312116438,1.0,0.5105169216604578,-0.1519666370895684,-0.41583602530909936,0.5071096777358712,0.7041778568249579,0.4940339818621394,-0.5482094910388167,0.1387474287282009,0.49205291785086924,0.012775315987379278,-0.09960611870590935,0.01034370274296119,0.38097894424312423,0.4284695526176096,-0.16994875748766766,0.2811219758113145,-0.10154075306178047,0.7005135194951916,0.2890816714821618,0.543688983837762,0.2699922516471579,-0.27607075901889744,-0.4604247417724058,-0.00038400043527099065,-0.23039402571306858,-0.5381405335261523,0.5220538950252516,0.02628585645968241,0.5626624506883946,-0.4133429320133531,-0.027264034470702966,0.4791200937290665
Caudate_L,0.21091988619644284,0.7893298491042371,0.3822687962000875,0.3245815234699302,-0.19836620830154814,-0.2788812819461738,-0.4727777707919742,-0.25210351055247593,0.24102551980324058,-0.4184291538890353,0.6280217786305708,-0.2971637472552257,0.45871509762485874,0.6389778509380634,0.7442205189265414,-0.11773190398843586,0.3355000795047538,-0.2731787411107638,-0.41937089564068075,0.5355801572470479,0.6861004195221578,0.5973956660724481,0.48232687708946975,0.7266841534030717,0.4204226122011278,-0.39433349143319246,-0.19385542522697183,0.5105169216604578,1.0,-0.0930488821913863,-0.05073571140036794,0.37528254502464625,0.6299954483275694,0.6044861778876516,-0.3009769202351728,-0.17586971584093017,0.3087494968749132,-0.05935391895746108,0.1658040042497879,0.29218528007125383,0.3453879004582751,0.431305435801454,0.07522947891129643,0.3924393658566445,-0.07596967834357507,0.7558349866317607,0.5730620553787712,0.8098088061642472,0.4835465005481682,0.16441040365773354,-0.40158690900364424,-0.1395117678770883,-0.16784739638022836,-0.17768971051996582,0.3131216046879613,-0.1271471028311592,0.44205733738158626,-0.027974155051015154,-0.050933186451372105,0.5103505553810277
Supp_Motor_Area_L,-0.06905681186940746,-0.28809589658844226,0.1146268294393449,0.016734221438191477,0.4635352703057895,0.012036041328107663,0.35324032405324246,0.5450849588581839,-0.28666498230900145,0.018474721803696886,-0.0721647219287761,-0.08084250541997123,-0.32228164391786934,-0.07033892222680718,-0.20720271080427943,-0.05238534464063136,0.13079264228913115,-0.3122930610862197,0.06955457776256664,-0.348809357887192,-0.16889366761519997,-0.31971077303236023,-0.16034389270477667,0.13744696565366332,-0.1346827534337043,-0.23220611365284702,0.7761120172772866,-0.1519666370895684,-0.0930488821913863,1.0,0.020534978302204517,-0.09567854255398796,-0.1448101265367003,-0.05313239638931973,0.09390032593431677,-0.1067669573938489,-0.1533429733349622,-0.14417456797841252,-0.3436441827767859,0.21093207761177052,-0.12455440349390709,-0.10659141927310682,-0.24791018470986664,0.11218355702916112,0.052885012055233584,-0.0460247999025714,-0.4018373495683874,-0.28625940429245694,-0.22791192242984987,0.32023690783932357,-0.01565716067912897,0.3952423674582265,-0.14616615072271186,-0.010314441047454544,0.01075771785672396,0.19375155923579035,0.05364313038768998,-0.010078249527886654,0.13613775812596482,-0.28999700866136574
Cerebellum_3_R,0.6539665057985466,0.015905852493423883,-0.17205894934024804,-0.5508944788153973,-0.24962480782324792,0.7600467581017782,0.3357859918877967,-0.15809288329429694,-0.26276033078028554,0.5596897124155302,-0.02529133160756895,0.1807771473109017,-0.1371876679770142,-0.2245771896431804,0.10394966788394543,0.38324293175738183,0.12696211734813867,0.37105602539435983,0.4028497882958681,-0.39521020968136483,-0.26512439839131047,-0.4235515030488332,0.21460157973420127,-0.32201121608372346,-0.3442887847348624,0.45452921872667834,-0.022797674586272323,-0.41583602530909936,-0.05073571140036794,0.020534978302204517,1.0,-0.39685789121089027,-0.30917374486332383,-0.07486586509252174,0.7854706400121026,-0.07639016064642501,-0.5468508661942457,-0.122532955192953,0.3462935135180349,0.1325511743935307,-0.3309634472180373,-0.04795133113003767,0.5301600813322667,-0.07055955173700715,0.30155507918143587,-0.2199815843373183,-0.08407360006638741,-0.05453519865534851,0.20579708463146953,0.6388501947843344,0.6068556022960035,-0.2194789766714725,0.5351944368677868,0.5305927986080873,-0.5289939670352158,0.15947762663126056,-0.4777141835339968,0.627509835612497,0.2185046407349023,-0.38911934271283377
Vermis_10,-0.3277986096570868,0.434193551307042,0.03441489307820885,0.7890081197920431,0.032651736766627755,-0.5382455799817556,-0.37434884716909045,0.079067471918708,0.44591692683768225,-0.8681090586601248,0.3542746149434803,0.1241632529381429,0.3896448936915315,0.7625951840656932,0.367528266357136,-0.24896725596953756,0.14043048293734253,-0.008378972385733346,-0.7159963644112097,0.4315518050811696,0.755287944214519,0.6126783756935474,0.07911644633745964,0.5069771954606588,0.7361778589415413,-0.42090562448629154,-0.10977446158501128,0.5071096777358712,0.37528254502464625,-0.09567854255398796,-0.39685789121089027,1.0,0.6489690477774969,0.16881820763777766,-0.6232751104724756,0.14810138838017808,0.8191495035683402,0.16269113751663614,-0.36223287210131083,-0.005381265647866042,0.4160242336447275,-0.008890431318569156,0.042051011553995654,0.1489543002413967,-0.7021192132080923,0.6989475226702765,0.23981270409837113,0.2790221457409018,0.015011577769111528,-0.3105845855798284,-0.7695426560242126,0.3011829830392071,0.06010282969099129,-0.6163965175719934,0.7690285107454611,-0.05129649953888563,0.8628036659601367,-0.32787965142195113,0.18081974145926547,0.54450820954387
SN_pr_R,-0.1348667362273852,0.6540460767658504,0.4369867380397047,0.5069677285797931,-0.16132374949542694,-0.45186167253057274,-0.5443925053226367,-0.18848474526552503,0.5141917271242982,-0.5566852618442815,0.5610194453689029,-0.1546087491459916,0.5253279761868948,0.7397313223803916,0.6271263707002019,-0.20406060149244043,0.3976545681467192,-0.17705372317278817,-0.467898284303576,0.577349213225304,0.6208272725028726,0.6768943596414464,0.19159729135185344,0.6565079645550586,0.5557160567604448,-0.3285508715039451,-0.2518301033628121,0.7041778568249579,0.6299954483275694,-0.1448101265367003,-0.30917374486332383,0.6489690477774969,1.0,0.5547677241028508,-0.46169965166792754,-0.05910321568841946,0.5246930941603632,-0.04263457585082399,-0.043695321245169255,0.028259354868347034,0.4003681009902781,0.40025189758101926,0.005436156123578593,0.41805422632777195,-0.24148131999602065,0.8469864988843873,0.44062421939349145,0.6629932625285012,0.4078829616674798,-0.21625978525242237,-0.5593543012659077,-0.08716176874972015,-0.18451050648930603,-0.4765842701255907,0.5293442999371768,0.0034337554836996404,0.6311298848597244,-0.28879990393995386,-0.10215995669698157,0.5372383901839728
ACC_sup_R,-0.016522390874841773,0.5989504715096243,0.6929009665735234,0.23466365254418542,-0.2767435444812574,-0.2803859833090093,-0.5326463762322218,-0.2939788747941261,0.2578628356330183,-0.17415893491068146,0.6186461525949257,-0.41628341414111847,0.44831833612421224,0.49199292897075464,0.48582143100603514,-0.08929465816929398,0.21744393656135488,-0.27368819355240387,-0.08574134216283948,0.5661880326107334,0.40042635343642236,0.5924160742454961,0.20860144548622497,0.594000038373233,0.27367737737160425,-0.20699602796554667,-0.24921135181424706,0.4940339818621394,0.6044861778876516,-0.05313239638931973,-0.07486586509252174,0.16881820763777766,0.5547677241028508,1.0,-0.19410900334089726,0.014356217066006078,0.16846412089150564,0.0078112260252989375,0.30300944825043924,0.20886252184784396,0.41282619879557586,0.4141009529061655,-0.04015781174874041,0.6167638378560564,0.06606936847314303,0.6068173460924112,0.5734314422207251,0.6443753047384703,0.5953655504176142,0.03419579821259659,-0.21473431911870822,-0.24936478210685148,-0.20907634683454293,-0.05390458780494958,0.16608758008069713,-0.008265442927476876,0.2508746477055711,-0.1948340270555772,-0.18690006213202695,0.40089417306831143
Raphe_M,0.5786268824440868,-0.20349127651427243,-0.20361673108409017,-0.6985855977911861,-0.1612370006334735,0.7124847399684133,0.40282252090429965,-0.050855686310688215,-0.4884780767241949,0.725867222806758,-0.1248883309381872,0.08037110820609294,-0.2516225798769911,-0.5029289818761811,-0.10740067404358483,0.2763978164701575,0.045080446736834714,0.2482413616664071,0.49184553798619596,-0.551650252865657,-0.5302488918984825,-0.5947826693916038,0.071310547476938,-0.5109938332630041,-0.5511632283150639,0.4584645864246038,0.06929667621783425,-0.5482094910388167,-0.3009769202351728,0.09390032593431677,0.7854706400121026,-0.6232751104724756,-0.46169965166792754,-0.19410900334089726,1.0,-0.1612628542042788,-0.7011238633379847,-0.12164440225183339,0.2985053809443242,-0.039010933004165416,-0.3406558881396109,-0.23977262682758368,0.2764087157796623,-0.11045467815951958,0.40731826083698397,-0.4869324840594262,-0.16736957256888957,-0.2036979653565605,0.13513326552023874,0.5469409943184882,0.7206902233327253,-0.22139595707456508,0.31155941452173713,0.6463946115761596,-0.7081670085403973,0.039793403616370036,-0.6419637198676579,0.5275935594020414,0.006800440653267292,-0.5833543124483437
ACC_sub_R,-0.3397662935869352,-0.062155128957656,-0.08268553027383432,0.19574045375159868,-0.17136433039824087,-0.142614870208496,-0.18000053365749627,0.0785022281065207,0.1310856113114873,-0.19282692999855536,0.02909820156536353,-0.04075393165474843,0.002685037393045647,0.12958685719558255,-0.07841015382932669,0.04884104752603723,-0.12197540916441962,-0.06735185250464792,-0.06759861364530467,0.17397297129206177,0.0031418051274577485,0.16640162242872564,0.04049970958262319,-0.12553981000114278,0.09006164133924774,-0.12701197329414152,-0.2210983345247645,0.1387474287282009,-0.17586971584093017,-0.1067669573938489,-0.07639016064642501,0.14810138838017808,-0.05910321568841946,0.014356217066006078,-0.1612628542042788,1.0,0.12307151303621477,0.41121137466137536,0.04534139160484595,-0.2935015972362418,0.1150263221397144,0.12169907322308483,-0.07571055866513451,0.04662415889335552,-0.14987154376438616,0.028424851489871696,0.021546079538990622,-0.1262850105250947,0.014915893197899087,-0.30944056481935334,-0.18389677876848082,0.07479977181744399,0.006555943283193585,-0.11234057760676024,0.09818608336552812,0.013145761332600174,0.12134217428454304,-0.05860114019552714,-0.03244543299759039,0.12027496611036198
Occipital_Mid_R,-0.4737468761588482,0.3331902926921194,0.11664453804638893,0.8630514445315464,0.21579612426977596,-0.5808958566407495,-0.4030648879532634,0.15175680986585954,0.5388394125157155,-0.793541537648076,0.19211835751215087,0.09546896884234005,0.2768797089448343,0.5919985693893688,0.193078554644189,-0.2751404384386088,-0.03507068836545346,-0.08011109491732464,-0.6047485481072477,0.5686115886184336,0.7697985291901901,0.7068166521228341,-0.05636130944966989,0.5588025115549587,0.7965773533395818,-0.39499191911385817,-0.13404004551767254,0.49205291785086924,0.3087494968749132,-0.1533429733349622,-0.5468508661942457,0.8191495035683402,0.5246930941603632,0.16846412089150564,-0.7011238633379847,0.12307151303621477,1.0,0.27050051905951245,-0.4389743126603716,0.18519753146493537,0.5018113741426217,-0.027932756577320913,-0.18521724654090713,0.15720902884690127,-0.6383532470806621,0.5581452610549463,0.2689340301202661,0.2409367567699957,-0.07277469182064057,-0.5021698902998647,-0.7981966579516303,0.3261536673584327,0.050329319240924125,-0.712167661355749,0.8343841456365206,-0.03170040042337456,0.7860022080361636,-0.6033286224258768,0.0265906555586996,0.7002327498768997
ACC_sub_L,-0.3526866357259156,-0.06813721213244552,-0.02585188989090342,0.2068050255434162,0.06792819201703584,-0.11728673656137677,-0.2325181527329069,0.004691633330242459,0.09858009704672824,-0.18419826329515762,-0.07246857301682019,-0.07114268466181578,-0.12656001343193743,0.10103361883025005,-0.10207361583110057,-0.031200757656463716,-0.1678083534683363,-0.09507879791192385,-0.1798369115931704,0.26529361135354457,0.11691766945543972,0.23339376261786068,0.09963140427881542,0.08152580090372093,0.2285573313733015,-0.20942326572559986,-0.09722880148295857,0.012775315987379278,-0.05935391895746108,-0.14417456797841252,-0.122532955192953,0.16269113751663614,-0.04263457585082399,0.0078112260252989375,-0.12164440225183339,0.41121137466137536,0.27050051905951245,1.0,-0.046555204640346154,-0.06130554772600887,0.27662182072410485,-0.12099633463137086,-0.12198733725953552,0.08325952598930263,-0.256458237767425,-0.0010787137612165106,0.21962074726278308,-0.0516061492647431,-0.02600514853469264,-0.3502729722500276,-0.22778080505414808,0.09096247163695831,0.007299274130934355,-0.13717138335364654,0.12895347980684702,-0.14054540738986418,0.21517764080239027,-0.29014289069584476,-0.10279526102721533,0.3034367895536333
Frontal_Inf_Orb_2_L,0.39440258964270886,0.29002270964949434,0.34469842699782705,-0.4857365574783521,-0.5956342555382783,0.27767426713424664,-0.12697502909055008,-0.2881196649038094,-0.05501647237068797,0.3596856166566864,0.2244985570102546,-0.238863658790626,0.36685690109024455,-0.1358049738852206,0.1549388195160719,0.3535880456464501,0.22341787229058246,0.20166121385042354,0.3568812933309711,0.23875264325119622,-0.2145594302593272,0.06605247016378606,0.29908864204570146,-0.17984261406880914,-0.36706775225321125,0.29518513574323746,-0.5565560206964253,-0.09960611870590935,0.1658040042497879,-0.3436441827767859,0.3462935135180349,-0.36223287210131083,-0.043695321245169255,0.30300944825043924,0.2985053809443242,0.04534139160484595,-0.4389743126603716,-0.046555204640346154,1.0,-0.09205857882279106,0.0808735969324376,0.32839698626137787,0.23889491528540127,0.48556595327419133,0.3624262498892645,-0.07016879547075097,0.43552997543211913,0.37289490641479806,0.7197424671792712,0.16941420483851652,0.47568115117714316,-0.35435301348600035,-0.1773095198696575,0.6320657731381162,-0.596385077219854,-0.14045566651729385,-0.46542827150886074,0.5153168941685696,0.04300649344267881,0.010497324740303723
Frontal_Inf_Oper_R,0.047030398180317214,0.15331655778394387,0.38583595375599417,0.12476876737521747,0.4340597364912092,0.20084581264692727,0.19878422343272534,0.031475155872825684,0.2591080317334391,4.285129938807363e-05,-0.03945915993856632,0.15907642394269167,-0.1190873282552107,-0.04108194643018311,-0.011242870415987951,-0.049727432030635996,-0.11487053607451239,0.19577607984483572,0.09644577359738915,0.21778559176134055,0.396559119803356,0.16168154038153437,-0.22068073911133415,0.5112088822404027,0.2223070931738555,0.2562419739135217,0.28588004108417125,0.01034370274296119,0.29218528007125383,0.21093207761177052,0.1325511743935307,-0.005381265647866042,0.028259354868347034,0.20886252184784396,-0.039010933004165416,-0.2935015972362418,0.18519753146493537,-0.06130554772600887,-0.09205857882279106,1.0,0.02698384937561678,-0.03474276940141711,0.24515216859843705,0.21706148739547487,0.03420930289324804,0.10535229325593413,0.05062551379316572,0.16353661704024527,-0.06189750185236411,0.23164628969108197,-0.0254249263242933,0.010617644051480852,0.39448905197755985,-0.16265510060907262,0.19665748668628188,0.30982585241443145,0.007761788140238615,-0.1703927845757524,0.2614590609421208,0.2871863164558747
OFCant_R,-0.3155533318776665,0.5545774830450433,0.3434326167956324,0.5146272737688188,-0.13513136973629117,-0.44481210594445264,-0.5516268646827217,-0.04667405216021637,0.2032399908630683,-0.4076008356878813,0.4592838990180094,-0.24268206110213078,0.514091371896534,0.47093703178565727,0.30315213605162905,-0.23028916288991144,0.14514975864509738,-0.16877949613338014,-0.44999316534274786,0.5500006244075492,0.5581738315198532,0.7642255442724492,0.2129193998816572,0.4875441430493998,0.5066380587244188,-0.42428326589716214,-0.2771066081056803,0.38097894424312423,0.3453879004582751,-0.12455440349390709,-0.3309634472180373,0.4160242336447275,0.4003681009902781,0.41282619879557586,-0.3406558881396109,0.1150263221397144,0.5018113741426217,0.27662182072410485,0.0808735969324376,0.02698384937561678,1.0,-0.119008996560237,-0.13815872381720112,0.47041400547699347,-0.2678265556720919,0.43740520191961685,0.6287331730495463,0.4874496272866586,0.3782431694266251,-0.28141211094839125,-0.4764628127370344,0.1603484285568925,-0.0986292141306977,-0.027346829941128577,0.33405821050007645,-0.308070754087385,0.4910742998458475,-0.5125360996855507,-0.06988864395880548,0.44378818481543497
Thal_LGN_L,0.04176583559790752,0.28188837716727994,0.329655302414454,0.019982655535472876,-0.2794481586428664,-0.103245828069485,-0.27957492379611387,-0.06301556992046467,0.3559816435089771,-0.04776901845235282,0.2439567921249828,-0.27733381495404713,0.16919716306539376,0.28498504877150554,0.31936194891841135,0.08993723352677926,0.22390396089302128,-0.1880381057768263,0.16964876576254773,0.42771398178702574,0.03700542047679979,0.26432936576661836,0.19096852141739645,0.20839616764989832,-0.040420384002787524,-0.12855376095477436,-0.2842778065401195,0.4284695526176096,0.431305435801454,-0.10659141927310682,-0.04795133113003767,-0.008890431318569156,0.40025189758101926,0.4141009529061655,-0.23977262682758368,0.12169907322308483,-0.027932756577320913,-0.12099633463137086,0.32839698626137787,-0.03474276940141711,-0.119008996560237,1.0,-0.09398816780604204,0.2372551019712137,0.3981370202959482,0.4497408764378235,0.1380003386909279,0.39613825515596096,0.388830837877224,-0.0802990842466104,-0.08960633208248019,-0.3308440666101137,-0.38142540615131554,-0.21818416851461514,0.041873023878770566,0.1921133483520992,-0.024067840750592637,0.1428723376156333,-0.09541595985946917,0.2952761072983967
Thal_MGN_L,0.3270626058820907,0.128143093659812,-0.14994892612359295,-0.24117786230741883,-0.12772997951701193,0.43638399313400184,0.1847218144992448,-0.3558951857442962,0.0942102760683117,0.0680997592866659,-0.009815927537367253,0.3355150195035402,0.017535565211293642,0.0025101096506063765,0.13889312789443978,0.11640044913447396,0.027927972649988433,0.45838041257247225,0.07068841111268753,-0.11439619221576094,0.15192169395821273,-0.11017423722664225,0.007151439650702738,-0.08356036877618525,-0.03402804324557347,0.4299268415827619,-0.13532287613653834,-0.16994875748766766,0.07522947891129643,-0.24791018470986664,0.5301600813322667,0.042051011553995654,0.005436156123578593,-0.04015781174874041,0.2764087157796623,-0.07571055866513451,-0.18521724654090713,-0.12198733725953552,0.23889491528540127,0.24515216859843705,-0.13815872381720112,-0.09398816780604204,1.0,-0.09116130813361624,-0.09716111469533818,0.0018857139077089354,-0.011752417350782083,0.002260974468767134,0.057229613295483484,0.3809512952934836,0.261890020512678,-0.18931225958641862,0.49103673615528415,0.22017337615614915,-0.21273134497606414,0.16546261530720385,-0.178879634963488,0.39853248084112713,0.31567958201093943,-0.09418354436170082
Frontal_Sup_Medial_L,-0.006133390845221863,0.4837021739101566,0.8486216600005833,0.15075424219135058,-0.27666820746906934,-0.20216734263607156,-0.3893022643798241,-0.01606172742942665,0.16767771264065487,-0.16567806555350195,0.4918196113837813,-0.3637547065345179,0.4832647766786646,0.3222097017903414,0.26162217255917963,0.018800899445423326,0.3297858791697735,-0.11855634846169019,-0.07478270189961855,0.5648761245386388,0.24505955024841267,0.47841085718173987,0.20528118541719434,0.48666917168862767,0.14557541592101572,-0.15404104370130095,-0.28594234575100685,0.2811219758113145,0.3924393658566445,0.11218355702916112,-0.07055955173700715,0.1489543002413967,0.41805422632777195,0.6167638378560564,-0.11045467815951958,0.04662415889335552,0.15720902884690127,0.08325952598930263,0.48556595327419133,0.21706148739547487,0.47041400547699347,0.2372551019712137,-0.09116130813361624,1.0,-0.014263632140486125,0.4185239037621983,0.5863713623593186,0.5858862552556449,0.6941192073641125,-0.041922638455073054,-0.1109419981244467,-0.06694344905573904,-0.297295602379863,0.09751836314485376,0.0032635442345141964,-0.11734045719956686,0.17086670366041523,-0.053645607722601525,-0.02458334948482162,0.37515935716679283
Fusiform_L,0.2773249137938451,-0.05375718210568425,0.13633143008731718,-0.5189323705247129,-0.11444185339947932,0.4476310799475683,0.24184551060040985,0.00455916901039851,-0.18631203818825273,0.7350885443218306,-0.06845603324521989,-0.16074013110414262,-0.2004451326234389,-0.39683369958477854,-0.04155672252756959,0.11342707813325975,0.017271051997128438,0.06523935081487427,0.5720760148509123,-0.15866575076335063,-0.5216586332327893,-0.2737437358379886,0.04819339550551375,-0.21468963442085323,-0.44193254549080274,0.3065624950340814,0.024303252000848218,-0.10154075306178047,-0.07596967834357507,0.052885012055233584,0.30155507918143587,-0.7021192132080923,-0.24148131999602065,0.06606936847314303,0.40731826083698397,-0.14987154376438616,-0.6383532470806621,-0.256458237767425,0.3624262498892645,0.03420930289324804,-0.2678265556720919,0.3981370202959482,-0.09716111469533818,-0.014263632140486125,1.0,-0.2424180371261335,-0.10623854877740417,0.06602416350614561,0.20558114414504172,0.29770231078777154,0.5540604238493804,-0.2264729623571579,-0.061610573115344396,0.3988274766090579,-0.4485514018550253,0.14614754559530946,-0.6140031768137566,0.16496948378142057,-0.017578856318348463,-0.34337822713405314
