,LC_R,OFCmed_L,Occipital_Inf_L,Cerebellum_10_R,Raphe_M,Fusiform_R,Thal_PuI_L,N_Acc_L,ACC_pre_R,OFCpost_R,Temporal_Inf_R,Frontal_Inf_Oper_L,Temporal_Mid_L,Temporal_Pole_Sup_L,OFClat_L,Rolandic_Oper_L,Heschl_L,Supp_Motor_Area_R,Cerebellum_Crus1_L,Putamen_L,Olfactory_L,Amygdala_L,Thal_PuM_L,Calcarine_R,Frontal_Inf_Tri_L,Frontal_Sup_Medial_L,Frontal_Inf_Oper_R,ACC_sup_L,Temporal_Inf_L,Thal_PuL_L,Cingulate_Mid_L,Temporal_Pole_Sup_R,SN_pr_R,Lingual_R,SN_pr_L,Cerebellum_Crus1_R,Frontal_Sup_2_L,ACC_pre_L,Cerebellum_9_R,Red_N_R,Thal_MDl_R,Postcentral_L,Amygdala_R,Cuneus_L,Insula_L,Cerebellum_9_L,Temporal_Pole_Mid_L,Supp_Motor_Area_L,Occipital_Sup_L,Vermis_3,Precuneus_L,Thal_MDl_L,OFCant_R,Paracentral_Lobule_L,Thal_PuI_R,Cerebellum_3_R,Putamen_R,Occipital_Sup_R,Cerebellum_Crus2_L,ACC_sub_L,Temporal_Pole_Mid_R,Cerebellum_6_R,Thal_PuL_R,Thal_LP_L,Cerebellum_7b_R,Occipital_Inf_R,Parietal_Inf_R,Temporal_Mid_R,Temporal_Sup_R,Parietal_Inf_L,Cerebellum_7b_L,ACC_sup_R,Thal_PuA_R,Cerebellum_3_L,Caudate_R
LC_R,1.0,-0.6325683999766728,0.08416340555927905,-0.16419261951169414,0.4584645864246038,-0.35809724160224626,-0.3439412568576962,-0.18915668709203998,-0.29048821631605776,-0.5659151054786178,-0.6485293369684167,0.5582359163232394,0.5334211390098217,0.1125954615635247,0.2552587544164187,0.23240214363736833,0.3033466124729718,-0.051615479945856656,0.4664166309115734,0.5454183143010266,0.16274652347707225,0.48651582029698326,0.15126949608141504,0.6237046093470143,0.40560974887479867,-0.15404104370130095,0.2562419739135217,-0.07200302671845406,0.0862654251003359,0.056969159668540915,0.10692889116500007,-0.16928646081430337,-0.3285508715039451,0.5096817510278152,-0.02774186068667681,-0.0513230873710961,-0.3364276801555899,-0.2336513893274861,-0.21921407622514866,-0.26531859087599774,-0.36099345282668405,-0.3136172747156672,-0.7146654413159905,0.5232365915126326,0.49810484923990117,0.14807643030129475,0.6501440589087474,-0.23220611365284702,-0.15391311679561154,0.6078735835962192,-0.25506131784910274,0.14057147939834572,-0.42428326589716214,0.481751634333387,-0.011242617453810977,0.45452921872667834,-0.22386396599371697,-0.09643035891659647,0.677795044654816,-0.20942326572559986,0.24341872361802086,0.45672455031673265,-0.48324873682129876,-0.28614153412242443,0.46325252872139555,-0.4776216134216834,-0.12459220165687095,-0.184067970383063,-0.2248231781548865,-0.13384587889183805,0.5989916535355982,-0.20699602796554667,0.6778383131832678,0.2073680793618639,-0.21672261600270964
OFCmed_L,-0.6325683999766728,1.0,-0.2838113369402887,0.3976664816048416,-0.7100098531852772,0.6733683688423661,0.11058447201280307,0.5211516813698169,0.45349867485972156,0.5002083889875923,0.7802899865710626,-0.5006629080719848,-0.590480501746507,0.2667978850435913,-0.5312174269351783,-0.3207903550887959,-0.4682227343915805,-0.05123835137342287,-0.6628016522512394,-0.5337239167009601,0.3713003069538859,-0.5080291496834076,-0.06257474937983248,-0.4648415993797419,-0.4542178381911211,0.30133238765164905,0.02103500665854824,0.13338821101382015,-0.03602635962902953,-0.41490581191941717,-0.22271532010297745,0.46079539277764564,0.6188255592872673,-0.21325778527785166,-0.11419407965651726,0.2809951700452216,0.3691661118111771,0.57706659452192,0.16188490897250635,0.19659335864746877,0.07693468789315669,0.35652284807353335,0.7402363245263849,-0.5993842699008181,-0.5981286551549123,-0.3030062807887385,-0.4644965430600474,-0.04419939806416314,0.18247413736802878,-0.7110680768549518,0.19764939136381487,-0.46969420891079444,0.5656490952025801,-0.40558418789091705,-0.2661460599156114,-0.578337851238607,0.4934338384695129,0.3591087709943909,-0.8591290068575639,0.12944886817495116,0.09102123455233808,-0.18920553039020369,0.31370556125280635,-0.014263007108441523,-0.1954908308029143,0.7384673669619928,-0.13258770935905365,0.4006127277274101,0.5951772227203985,0.08831581843593342,-0.7975976688954837,0.39269103358216245,-0.5448159870267738,-0.5286799376897418,0.4216312138571524
Occipital_Inf_L,0.08416340555927905,-0.2838113369402887,1.0,-0.11340079320257741,0.18187735251088366,-0.14130532098301712,0.06219038407324678,-0.21576082093982224,-0.11494979775320177,-0.16661446656802878,-0.12408112451502991,0.12846551971204984,0.17555730516702717,-0.04536257852255139,0.07373810904725128,-0.000297041053017608,0.011781260111782424,-0.010323889158414142,0.09685755327427623,0.10887463221120243,-0.06766810904186854,0.08912951926781798,-0.053147319239799984,-0.040193399960149284,0.0752022056409958,-0.012726147703431714,0.01376124452661212,-0.06076691408190453,-0.009954616936830937,0.15226678176975905,0.08685320028322442,0.004502441274444551,-0.18225873125094708,-0.10371281044001479,0.13393954369338443,0.005796195882497136,0.03075140696396046,-0.10147722910212027,-0.12071318245880204,-0.11931872841194249,-0.042355943719768314,0.005429019399415546,-0.17890016495832642,0.16604102287751393,0.10412251712701504,0.11021469971096742,0.13613751605883234,0.061012473356613674,0.08969599397686112,0.11819684848231365,-0.0009979941753461435,0.10180923567567332,-0.04807631446743325,0.00810080408155491,0.09181281356490147,0.15578846410251135,-0.1401706546736943,0.04312482912293764,0.19884807394087137,0.031115354607939974,-0.029370118818328395,-0.015730787396320972,0.05625207036884408,0.0661712461075802,0.0888480704985504,-0.02418968395177693,0.03381917046872145,-0.07401839273835892,-0.20531604344592594,0.08937500921391611,0.18563042663168874,-0.05840693012745029,-0.0020488686642934485,0.19849408082724843,-0.11891876898377013
Cerebellum_10_R,-0.16419261951169414,0.3976664816048416,-0.11340079320257741,1.0,-0.3759528088932426,0.24029765365561861,-0.28699142735534466,0.5997299090337735,0.33398950747899286,-0.06543828468038389,0.2599441853366785,0.04429202690023612,-0.08881232461311411,0.2491109222580485,-0.3536243330579547,0.06742765166315048,-0.06250327700111245,-0.11458380828682245,-0.4342906039666238,0.05735814877532298,0.5833317813072871,-0.14234221017188092,0.06128048124106018,-0.20858778861106286,0.1272755574223915,0.3250367553598387,-0.08443797235189675,0.4506632833679012,0.1138770622916458,-0.7187316219689311,0.0382947324098221,-0.01250103154900309,0.6583680392327691,0.06148588920091845,-0.47837361238575427,-0.1406889879218005,0.3279748167045187,0.512180032916661,0.1837425172877024,0.30365717027038824,0.00878836633710664,0.1306953300044168,0.10708768570618045,-0.44256368865190854,-0.15811767597098783,-0.7028007876859623,-0.10828844755690169,-0.2694440282265723,-0.24851527844985222,-0.2907553752630947,-0.19892213201061407,-0.5953272134802637,0.24337799194657528,0.017000709531107987,-0.11440009343598752,-0.18444783625945235,0.4831824161008511,0.010795430619592651,-0.30217225070630677,-0.025852224828978587,0.15870091713738657,-0.23315264876004566,-0.033400867315210456,-0.24081771663732013,-0.13743933831388463,0.3551574128597305,-0.4495546551670078,-0.1092452380708183,0.3138061627111961,-0.13494951535602534,-0.33225785525102286,0.4174757783081251,-0.05155277229824387,-0.20037349542450658,0.5186239916205814
Raphe_M,0.4584645864246038,-0.7100098531852772,0.18187735251088366,-0.3759528088932426,1.0,-0.5511632283150639,0.08292944255146051,-0.3625449706296509,-0.16736957256888957,-0.17196867169798358,-0.6419637198676579,0.47316342286491947,0.5017623818776037,-0.35399962096232745,0.6463946115761596,0.42326326496204597,0.5275935594020414,0.15263647740161906,0.5855374961642068,0.5410404041786525,-0.4884780767241949,0.36128917008028416,0.14364253590876966,0.3707500971234817,0.46747330637295387,-0.11045467815951958,-0.039010933004165416,0.13513326552023874,-0.06141085334420154,0.445221623533758,0.23791688864929764,-0.331000419540254,-0.46169965166792754,0.1674831108813594,0.1220389594516103,-0.3204979470102541,-0.17857741878366795,-0.551650252865657,-0.13467887830565484,0.045080446736834714,0.19193992684204064,-0.26167756351046256,-0.46567094669270426,0.40282252090429965,0.6384208619539619,0.3777244920034781,0.4206341094522093,0.09390032593431677,-0.12767624520321144,0.7843602909518947,-0.2079617419690712,0.49738907122991977,-0.3406558881396109,0.3831611252933664,0.3692855293372543,0.7854706400121026,-0.20349127651427243,-0.49114313470251797,0.7206902233327253,-0.12164440225183339,-0.15323679889456604,0.31155941452173713,-0.2903158701909367,0.12459679657309441,0.08037110820609294,-0.616441428398942,0.06929667621783425,-0.3385866554261578,-0.4673936820685594,-0.050855686310688215,0.725867222806758,-0.19410900334089726,0.49700963474578097,0.5996130829239362,-0.2036979653565605
Fusiform_R,-0.35809724160224626,0.6733683688423661,-0.14130532098301712,0.24029765365561861,-0.5511632283150639,1.0,0.00872423757540512,0.32544940922765137,0.3190544353541008,0.29232059299903906,0.8026511186771917,-0.4615285417097554,-0.5960804421918781,0.42879211585636173,-0.5227392849930788,-0.3390200991557054,-0.5275742023787545,-0.15244649953642858,-0.5404735509863255,-0.4672468194356609,0.46453947151921804,-0.2534708548171762,0.037350364993580215,-0.21066909263430694,-0.5287718647261834,0.14557541592101572,0.2223070931738555,0.04614023930340243,0.09280760852862438,-0.20689783104699402,-0.2062778413848542,0.5888443026165181,0.5557160567604448,0.12733574038383624,0.15944767435243237,0.6027833935206137,0.21054949388263078,0.48504366430605644,0.21415121933685208,-0.018245300206362045,0.09833366763597709,0.27190917330432673,0.6146779860585563,-0.33626600732465134,-0.5393782833022147,-0.2208106942115423,-0.27622617455198667,-0.1346827534337043,0.23891205331259105,-0.4797831571391164,0.2695185333475186,-0.2281700007789646,0.5066380587244188,-0.35432491681093486,-0.1333359707436742,-0.3442887847348624,0.47191938957135854,0.5980082109064113,-0.7265701472581056,0.2285573313733015,0.16499905652386243,0.21952932181732318,0.4952306383678345,-0.018722622653021884,0.1655664089535611,0.732396107210193,-0.06067634342148206,0.7268493612300924,0.7315807149673773,0.07111355328066847,-0.6828568777323669,0.27367737737160425,-0.3485750919567298,-0.41799787887102957,0.35836163934557674
Thal_PuI_L,-0.3439412568576962,0.11058447201280307,0.06219038407324678,-0.28699142735534466,0.08292944255146051,0.00872423757540512,1.0,-0.10551874758589178,0.1386691156565386,0.36505415166746585,0.0029272474374383082,-0.05287331671606019,-0.11248214068584257,-0.13141558713234291,0.2782968549781253,0.06523629781864754,0.09042172127256841,0.2146683516716142,-0.010838951669907948,0.008730410569791139,-0.4095085974223618,0.06880580079313176,0.21888941706815843,-0.07804841834047711,-0.00589429720367186,-0.029973893870102516,0.005360163145887885,0.04742433613104712,-0.10985614261433607,0.3589444320301272,-0.002918991031175604,0.18078681434395863,-0.32370086378432306,-0.2893586746648936,0.3192641860590216,-0.0849149432421016,0.08722827271277969,-0.1867168218123288,-0.1115700167379331,0.08651015722696549,0.33161896904623717,0.15164870610568362,0.1980652841584127,-0.07083658156800654,0.08162074128519084,0.13044141439609358,-0.07334333159663936,0.27660558763972426,0.37742831440055014,0.0482311749729497,0.10793865066669031,0.38023629295743494,0.13195771726171007,-0.16245650829633604,0.32339579574602656,0.15074111435542364,-0.05036154683024554,-0.08669139237213085,-0.09315803514822536,0.1031913581586991,-0.03696922248086485,0.0630899800219965,0.24345287864474482,0.27573878899721027,-0.19011130160293616,-0.042396986065809016,0.18228694072284213,0.07783331505932144,-0.09411240615837954,0.16491215432586276,-0.03772441465893577,-0.010250612885942829,-0.1644017511430378,0.2370514989175057,-0.16689004082884457
N_Acc_L,-0.18915668709203998,0.5211516813698169,-0.21576082093982224,0.5997299090337735,-0.3625449706296509,0.32544940922765137,-0.10551874758589178,1.0,0.6776082440911527,0.34042085033626995,0.3044471546454902,-0.05105991798028526,-0.3013569791723221,0.04979760390344885,-0.11252065716109351,0.22193192909948284,0.05388757673794547,-0.06291894418141633,-0.4905774068787892,0.16563467127894788,0.4053511029974822,-0.38647360330170194,0.23928242356508253,-0.30864244925185363,0.1617295244088361,0.46314819063220125,-0.06079592683821513,0.5994657325358287,-0.1716145597492492,-0.7012167136185662,-0.2000350578106297,0.12874097244474636,0.6210093301211809,-0.038005052005093104,-0.6062799618887624,-0.1509254166355265,0.43991313076895233,0.6403070208110268,0.044093200515931005,0.37883697080842504,0.12676293886245676,-0.01950661125685869,0.48112077893792704,-0.6797141842226252,0.013297972532594685,-0.5073611534960383,-0.013986347672115809,-0.4386925766202736,-0.34200346271008086,-0.22779010709086453,-0.3887001555928246,-0.6272352130424482,0.40766534071874405,0.10630013325295475,-0.12412511527183082,-0.13926965319527485,0.7552242759296539,-0.1447084715947463,-0.3725668911487416,-0.04093790127171424,0.15925191991903578,-0.12534410726899076,-0.1760974927876067,-0.3692170570774826,-0.21990926222462,0.2583749148085736,-0.6109606832279633,-0.04946911418028177,0.38372925932880747,-0.3954701936101374,-0.402552511734973,0.5229642106462715,-0.2064694747584798,-0.21348080945796508,0.7691185354296545
ACC_pre_R,-0.29048821631605776,0.45349867485972156,-0.11494979775320177,0.33398950747899286,-0.16736957256888957,0.3190544353541008,0.1386691156565386,0.6776082440911527,1.0,0.5876963478357105,0.25452271479180716,-0.14608057292827412,-0.37847440569680185,-0.13447889719056208,0.14705546897468944,0.024175056201660543,-0.1140675828162889,-0.001908750257114501,-0.34503231066948903,0.11218628920197896,0.09681156334887145,-0.21524759079496542,0.001737502233206923,-0.6006252242096405,0.09926064310939822,0.5863713623593186,0.05062551379316572,0.6855850111592802,-0.24591849861962903,-0.3698122820654172,-0.09534589948004996,0.4126027190122238,0.44062421939349145,-0.38063804522604877,-0.2437799055061496,-0.012316678099903486,0.549215701583481,0.5601766067231791,0.13169261376711114,0.3445206668299775,0.29767181168291373,-0.13901233872710028,0.4922248697959764,-0.7492011996643506,0.010599380392638389,-0.4500137439616276,-0.018687436263323875,-0.4018373495683874,-0.12645289771825274,-0.2435553688830264,-0.41774532500219047,-0.31154910131487334,0.6287331730495463,-0.055157255994151125,-0.05090137516953556,-0.08407360006638741,0.6761088209673091,-0.22104310526479118,-0.30341644825231723,0.21962074726278308,-0.021088444883479513,-0.08799345303439356,0.1060306408257037,-0.01981235751486548,-0.4234504795172841,0.29693145204566884,-0.5632267241794451,0.022108120238413975,0.2633969760309359,-0.4349671448738712,-0.24807429601180314,0.5734314422207251,-0.3869123089431402,-0.042649284656042445,0.72793382782136
OFCpost_R,-0.5659151054786178,0.5002083889875923,-0.16661446656802878,-0.06543828468038389,-0.17196867169798358,0.29232059299903906,0.36505415166746585,0.34042085033626995,0.5876963478357105,1.0,0.38991451733274046,-0.36754843113587043,-0.4561264063505463,-0.09965267772148037,0.16408112818798842,-0.14356377578175566,-0.19530553903490558,-0.010774867242850199,-0.21755388334010559,-0.21231293795111378,-0.26080683482931327,-0.3426303363922194,-0.10005289129127104,-0.4941936106552314,-0.18854300349134473,0.22772790176436164,-0.18982666506887852,0.25295257986427894,-0.2304529827604787,0.036678055012300204,-0.21797340134333168,0.3964574708577956,0.17050204047209078,-0.34881340618161527,-0.0034798170505444645,0.1292548676118246,0.21892181289896612,0.1535239728070531,-0.016310078428363066,0.270887174363893,0.39032060289753795,-0.02770028214629427,0.7078103513343441,-0.5461019547916139,-0.14317526833911376,-0.1039416643259041,-0.20706711901594568,-0.048181571869646174,0.0618030696602832,-0.26688932409584887,-0.03661993111643751,-0.02296772493448069,0.6195243375702958,-0.25567968923800083,-0.02674838990825143,-0.13662834682447778,0.416273782357482,-0.0965180294651554,-0.4333287690600715,0.2718777992575621,-0.10824024075926839,-0.03320867931124716,0.1728860338853418,0.0828122785565399,-0.3490380145406692,0.30731557625393163,-0.13235699282882696,0.16657645045310193,0.30880945008277877,-0.13901771505401248,-0.32493063449193754,0.23480118541099243,-0.5234866898246547,-0.20017670530950182,0.341241570355714
