,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
Thal_AV_L,0.07086908132927879,-0.18837703509549777,-0.39027474777055904,-0.05937716772389964,-0.12202046980624524,-0.22329863809040434,0.22955366396741,-0.030966284959573747,-0.05080660469572777,-0.13940160434978655,0.2329436825380739,1.0,-0.018800208972708378,0.04936672021943856,-0.03944445501557524,-0.31329949037392385,0.011561483959906221,-0.2000594092967657,0.112549640121491,0.0340873399338459,0.3499774826551819,-0.08583945406802988,-0.09688058387178108,0.16922719100865521,0.04850433349098891
Thal_MGN_L,0.08963638016671271,0.09688853766188431,-0.1594552676233851,0.20655009107467645,0.22017337615614915,0.009462741736691782,0.1847218144992448,-0.21230274661127538,-0.178879634963488,0.027927972649988433,-0.334433726153327,-0.018800208972708378,1.0,-0.11596435231670175,0.45838041257247225,-0.20016889535428023,0.462767568359174,0.05879210222821422,0.3270626058820907,0.3649270808861568,0.07068841111268753,-0.11017423722664225,0.5161122910425323,-0.35684810704141895,-0.38133866036040165
Paracentral_Lobule_R,0.22969947286432,-0.01099129150102601,0.09530106371498855,0.2084728029203682,-0.06404974375999067,0.2291621356760696,0.14424544366652098,3.8611313472057455e-05,0.22836965477809865,0.1701966118932075,0.07131977172269433,0.04936672021943856,-0.11596435231670175,1.0,-0.24386294369858136,0.16008734009598924,-0.14335523852304932,-0.11402282163149187,-0.10756270079500004,0.24712430675152405,-0.09364154000711136,-0.021277836447603376,-0.13437333971524515,0.441915686089601,0.24265961334203315
Vermis_9,-0.021376889992863097,-0.0814025903378807,-0.26462463594889435,0.08748217823625602,0.12583848772353906,-0.16611298369647973,0.32754657794604874,-0.17895865531856997,-0.3200885940751571,-0.08535984627299592,-0.32631891955296544,-0.03944445501557524,0.45838041257247225,-0.24386294369858136,1.0,-0.39969009865744537,0.5180036757190379,0.032593525715801715,0.16192603756249194,0.24862663597432116,0.21555736866994105,-0.13780913622103827,0.4158161115234556,-0.2318626272328427,-0.4828304967301059
Amygdala_R,-0.07962740456275001,0.3749387536664094,0.7078103513343441,0.532319709617081,-0.2916427899549102,0.7057879030503011,-0.6453667335783172,0.5771626656861356,0.761077952046648,0.26854700998976033,0.11185692850974784,-0.31329949037392385,-0.20016889535428023,0.16008734009598924,-0.39969009865744537,1.0,-0.5487693145211457,0.48112077893792704,-0.20769782094306585,-0.2278518839726955,-0.8150068254644062,0.6074863240023934,-0.39012005081008416,0.1613144367404103,0.5207858931112673
Temporal_Sup_L,-0.2274320842516533,0.06701647795298306,-0.42570015303380365,-0.4491404457467082,0.48524567270080216,-0.34183368588743507,0.48173830221855934,-0.6713269716492354,-0.5916214918484443,0.0829801002690574,-0.6286735332966695,0.011561483959906221,0.462767568359174,-0.14335523852304932,0.5180036757190379,-0.5487693145211457,1.0,-0.05721707743181162,0.563428802862756,0.6553586092356974,0.4925924823744836,-0.5898732634296789,0.8652446834243881,-0.07056005399711257,-0.7668843956753505
N_Acc_L,-0.6062799618887624,0.12676293886245676,0.34042085033626995,0.38372925932880747,-0.11252065716109351,0.29610114170688384,-0.6797141842226252,0.2583749148085736,0.3044471546454902,0.37883697080842504,-0.06807817041348274,-0.2000594092967657,0.05879210222821422,-0.11402282163149187,0.032593525715801715,0.48112077893792704,-0.05721707743181162,1.0,-0.027919695043145308,0.22580551091171747,-0.3898135248228483,0.693242934055151,0.013297972532594685,-0.01950661125685869,0.24400821593217964
Thal_MDm_L,-0.18981402940713346,0.29150633738676074,-0.13321618641383723,-0.2787811103394277,0.5066374160013128,0.05162359166703481,0.24235240514698714,-0.46659249838143463,-0.37986625346157715,0.20840285530572938,-0.3409517864027252,0.112549640121491,0.3270626058820907,-0.10756270079500004,0.16192603756249194,-0.20769782094306585,0.563428802862756,-0.027919695043145308,1.0,0.35477160304760597,0.2710517199531863,-0.3421565054789554,0.6547186472518834,-0.15293227966702172,-0.4627606944866976
Precentral_L,-0.14770198986312966,0.06820709138052969,-0.28476800684004633,-0.1682722263432235,0.23388801624264127,-0.15219351393297678,0.18195738070516398,-0.26923973304150556,-0.17707636022506418,0.2618721710258492,-0.2750599386251014,0.0340873399338459,0.3649270808861568,0.24712430675152405,0.24862663597432116,-0.2278518839726955,0.6553586092356974,0.22580551091171747,0.35477160304760597,1.0,0.2394234077463736,-0.12346982508125127,0.6077315146425637,0.3850284090014298,-0.35272047436312826
Raphe_D,0.045473376183512666,-0.256335299246158,-0.5895454466364206,-0.5970883940733878,0.3576308336753515,-0.6088338211842187,0.510267216245492,-0.5860849795149919,-0.7428391758035304,-0.22428099127188833,-0.12490018174166959,0.3499774826551819,0.07068841111268753,-0.09364154000711136,0.21555736866994105,-0.8150068254644062,0.4925924823744836,-0.3898135248228483,0.2710517199531863,0.2394234077463736,1.0,-0.5588753054528606,0.38249772941611626,-0.11534593425249953,-0.46490973978491335
Frontal_Inf_Orb_2_R,-0.16555270983785672,0.08186839727743556,0.5137300656769039,0.6377678432318865,-0.3638793953765616,0.4342963365132066,-0.7277151985721715,0.6997499305894355,0.6137943292167094,0.189587489401772,0.38549936626067893,-0.08583945406802988,-0.11017423722664225,-0.021277836447603376,-0.13780913622103827,0.6074863240023934,-0.5898732634296789,0.693242934055151,-0.3421565054789554,-0.12346982508125127,-0.5588753054528606,1.0,-0.46272342734187044,0.15929583293144056,0.6547289136064233
Insula_L,-0.13765713962174184,0.20252180418818364,-0.14317526833911376,-0.4423732964390999,0.7491388299944292,-0.1288422831454725,0.3291167234767157,-0.6935956399070561,-0.5693666620794033,0.15479422277678556,-0.6010709784232523,-0.09688058387178108,0.5161122910425323,-0.13437333971524515,0.4158161115234556,-0.39012005081008416,0.8652446834243881,0.013297972532594685,0.6547186472518834,0.6077315146425637,0.38249772941611626,-0.46272342734187044,1.0,-0.22274999600158985,-0.7132457501221239
Postcentral_L,0.18500840366430038,-0.0629888099313138,-0.02770028214629427,-0.0053835681807956545,-0.28026537635749366,0.014060954524637799,0.091437509008684,0.3042575855553453,0.34601168219951944,0.0802085238695287,0.2181250755355665,0.16922719100865521,-0.35684810704141895,0.441915686089601,-0.2318626272328427,0.1613144367404103,-0.07056005399711257,-0.01950661125685869,-0.15293227966702172,0.3850284090014298,-0.11534593425249953,0.15929583293144056,-0.22274999600158985,1.0,0.32823698653178845
Vermis_7,0.09081881732970279,-0.09093654443848558,0.3532957726229716,0.37885036662978444,-0.4428794663905323,0.23423172664955424,-0.46421972956513385,0.5546982167734151,0.6543936866771138,-0.01637997062998247,0.6513534089454797,0.04850433349098891,-0.38133866036040165,0.24265961334203315,-0.4828304967301059,0.5207858931112673,-0.7668843956753505,0.24400821593217964,-0.4627606944866976,-0.35272047436312826,-0.46490973978491335,0.6547289136064233,-0.7132457501221239,0.32823698653178845,1.0
