,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
SN_pr_L,1.0,-0.05349683784807368,-0.0034798170505444645,0.03554950996715663,-0.024646843820300895,0.0026736832619415115,0.2946796068071491,0.13926504173087118,0.09551202075295555,-0.3141013481610994,0.14989833461398994,0.07086908132927879,0.08963638016671271,0.22969947286432,-0.021376889992863097,-0.07962740456275001,-0.2274320842516533,-0.6062799618887624,-0.18981402940713346,-0.14770198986312966,0.045473376183512666,-0.16555270983785672,-0.13765713962174184,0.18500840366430038,0.09081881732970279
Thal_MDl_R,-0.05349683784807368,1.0,0.39032060289753795,0.09626320112362981,0.23526246293545558,0.45321855220605317,-0.21898485023013883,0.028835599503170474,0.18270395039521933,0.406122475534447,-0.22695525550254397,-0.18837703509549777,0.09688853766188431,-0.01099129150102601,-0.0814025903378807,0.3749387536664094,0.06701647795298306,0.12676293886245676,0.29150633738676074,0.06820709138052969,-0.256335299246158,0.08186839727743556,0.20252180418818364,-0.0629888099313138,-0.09093654443848558
OFCpost_R,-0.0034798170505444645,0.39032060289753795,1.0,0.30880945008277877,0.16408112818798842,0.6945276298769031,-0.5461019547916139,0.30731557625393163,0.38991451733274046,0.270887174363893,-0.022346083097241988,-0.39027474777055904,-0.1594552676233851,0.09530106371498855,-0.26462463594889435,0.7078103513343441,-0.42570015303380365,0.34042085033626995,-0.13321618641383723,-0.28476800684004633,-0.5895454466364206,0.5137300656769039,-0.14317526833911376,-0.02770028214629427,0.3532957726229716
Temporal_Sup_R,0.03554950996715663,0.09626320112362981,0.30880945008277877,1.0,-0.5284782284982568,0.5420776403724793,-0.3215613280978938,0.6625781830714768,0.6864197286932762,0.10324369920069741,0.15922216615791016,-0.05937716772389964,0.20655009107467645,0.2084728029203682,0.08748217823625602,0.532319709617081,-0.4491404457467082,0.38372925932880747,-0.2787811103394277,-0.1682722263432235,-0.5970883940733878,0.6377678432318865,-0.4423732964390999,-0.0053835681807956545,0.37885036662978444
OFClat_L,-0.024646843820300895,0.23526246293545558,0.16408112818798842,-0.5284782284982568,1.0,0.005441860702438226,0.2007630331687875,-0.6843975312473138,-0.5893052646252782,0.1831264399436008,-0.3490444178717238,-0.12202046980624524,0.22017337615614915,-0.06404974375999067,0.12583848772353906,-0.2916427899549102,0.48524567270080216,-0.11252065716109351,0.5066374160013128,0.23388801624264127,0.3576308336753515,-0.3638793953765616,0.7491388299944292,-0.28026537635749366,-0.4428794663905323
Heschl_R,0.0026736832619415115,0.45321855220605317,0.6945276298769031,0.5420776403724793,0.005441860702438226,1.0,-0.40475372947442234,0.3621659459215192,0.4693908914039972,0.35306802893958944,-0.06345943323411293,-0.22329863809040434,0.009462741736691782,0.2291621356760696,-0.16611298369647973,0.7057879030503011,-0.34183368588743507,0.29610114170688384,0.05162359166703481,-0.15219351393297678,-0.6088338211842187,0.4342963365132066,-0.1288422831454725,0.014060954524637799,0.23423172664955424
Cuneus_L,0.2946796068071491,-0.21898485023013883,-0.5461019547916139,-0.3215613280978938,0.2007630331687875,-0.40475372947442234,1.0,-0.46880483283148533,-0.4096452458088571,-0.31194807131004976,-0.18468115437454913,0.22955366396741,0.1847218144992448,0.14424544366652098,0.32754657794604874,-0.6453667335783172,0.48173830221855934,-0.6797141842226252,0.24235240514698714,0.18195738070516398,0.510267216245492,-0.7277151985721715,0.3291167234767157,0.091437509008684,-0.46421972956513385
Occipital_Inf_R,0.13926504173087118,0.028835599503170474,0.30731557625393163,0.6625781830714768,-0.6843975312473138,0.3621659459215192,-0.46880483283148533,1.0,0.764140459061141,0.028762791147125013,0.44767713881966376,-0.030966284959573747,-0.21230274661127538,3.8611313472057455e-05,-0.17895865531856997,0.5771626656861356,-0.6713269716492354,0.2583749148085736,-0.46659249838143463,-0.26923973304150556,-0.5860849795149919,0.6997499305894355,-0.6935956399070561,0.3042575855553453,0.5546982167734151
Temporal_Inf_R,0.09551202075295555,0.18270395039521933,0.38991451733274046,0.6864197286932762,-0.5893052646252782,0.4693908914039972,-0.4096452458088571,0.764140459061141,1.0,0.14275169311900016,0.3948587096301992,-0.05080660469572777,-0.178879634963488,0.22836965477809865,-0.3200885940751571,0.761077952046648,-0.5916214918484443,0.3044471546454902,-0.37986625346157715,-0.17707636022506418,-0.7428391758035304,0.6137943292167094,-0.5693666620794033,0.34601168219951944,0.6543936866771138
Red_N_R,-0.3141013481610994,0.406122475534447,0.270887174363893,0.10324369920069741,0.1831264399436008,0.35306802893958944,-0.31194807131004976,0.028762791147125013,0.14275169311900016,1.0,-0.1416539672690041,-0.13940160434978655,0.027927972649988433,0.1701966118932075,-0.08535984627299592,0.26854700998976033,0.0829801002690574,0.37883697080842504,0.20840285530572938,0.2618721710258492,-0.22428099127188833,0.189587489401772,0.15479422277678556,0.0802085238695287,-0.01637997062998247
Vermis_8,0.14989833461398994,-0.22695525550254397,-0.022346083097241988,0.15922216615791016,-0.3490444178717238,-0.06345943323411293,-0.18468115437454913,0.44767713881966376,0.3948587096301992,-0.1416539672690041,1.0,0.2329436825380739,-0.334433726153327,0.07131977172269433,-0.32631891955296544,0.11185692850974784,-0.6286735332966695,-0.06807817041348274,-0.3409517864027252,-0.2750599386251014,-0.12490018174166959,0.38549936626067893,-0.6010709784232523,0.2181250755355665,0.6513534089454797
