,SN_pr_L,Precentral_R,Frontal_Inf_Orb_2_L,Thal_AV_L,Rolandic_Oper_L,Caudate_R,Insula_R,Cerebellum_Crus1_L,Calcarine_L,Occipital_Inf_L,Thal_LP_R,OFClat_L,SN_pc_R,Frontal_Sup_Medial_R,Thal_MDm_R,Cerebellum_4_5_R,Caudate_L,Temporal_Pole_Mid_R,SupraMarginal_R,ACC_sub_R,Cerebellum_7b_L,Postcentral_L,Red_N_R,Occipital_Mid_L,Thal_PuI_L,Vermis_10,Frontal_Med_Orb_R,Occipital_Sup_R,ParaHippocampal_R,Raphe_D,Cingulate_Mid_R,Frontal_Inf_Tri_R,Olfactory_R,Olfactory_L,Thal_LGN_L,Thal_MDl_R,Rolandic_Oper_R,Thal_AV_R,Vermis_7,VTA_R,Pallidum_L,Thal_LGN_R,LC_R,Temporal_Sup_R,Hippocampus_L,Precuneus_L,Thal_VA_L,Fusiform_R,Temporal_Mid_R,Lingual_L,Frontal_Med_Orb_L,Paracentral_Lobule_L,ACC_sub_L,Supp_Motor_Area_L,Angular_L,Thal_MGN_R,Cerebellum_9_L,Occipital_Sup_L,Amygdala_R,Putamen_R,Vermis_1_2,Frontal_Mid_2_R,Thal_PuM_R,Frontal_Inf_Tri_L,Parietal_Sup_L,Frontal_Sup_Medial_L,OFCpost_R,Cerebellum_10_L,SupraMarginal_L,Thal_VL_R,Thal_PuM_L,Thal_MDl_L,N_Acc_L,Frontal_Sup_2_R,Thal_PuA_R,Temporal_Pole_Mid_L,Parietal_Sup_R,Occipital_Mid_R,Calcarine_R,VTA_L,Fusiform_L,Cerebellum_8_L,OFCpost_L,OFCant_L,Parietal_Inf_L
SN_pr_L,1.0,0.04445015384485682,-0.39236568243883857,0.07086908132927879,-0.31106339293065954,-0.49184694656650896,0.028947940013934005,0.07207833968521167,0.2620040467494046,0.13393954369338443,-0.14964801229681182,-0.024646843820300895,-0.29243279894687957,-0.13892784806246664,-0.1942837363913161,0.23966359984151536,-0.33530190657613307,0.0501652156256149,0.3621396292464627,0.06856983836296003,-0.02302018734695143,0.18500840366430038,-0.3141013481610994,0.3668921211028162,0.3192641860590216,0.028014293103291434,0.15101895839751228,0.3584902141267164,-0.17920476592926823,0.045473376183512666,0.06319874940943339,-0.033724957267510174,0.015619167842677277,-0.19006323144528306,-0.5373986985300117,-0.05349683784807368,-0.10909331602356238,-0.3456079909980414,0.09081881732970279,0.11608167954953715,-0.1126573673990831,-0.5113282658826269,-0.02774186068667681,0.03554950996715663,-0.5705468602045226,0.408461517073295,-0.05944268650603847,0.15944767435243237,0.42071708624335385,-0.08121452148906297,0.12596128852759744,-0.15097533482216716,0.2793313802932416,0.34575072021219105,0.07753965912021549,0.26180282824502676,0.3546373365067941,0.4132305275816824,-0.07962740456275001,-0.3915438971740687,0.15702026552956425,-0.15444910702214995,0.27644444095936926,-0.3046704171276756,0.3304815982151388,-0.08867952270758801,-0.0034798170505444645,-0.006341582968998728,-0.003946264016875044,-0.3477540333364129,-0.14815113774020416,0.42943079960940445,-0.6062799618887624,0.05627487764721746,-0.018245846746806335,-0.0027512368710137015,0.3471815162465921,0.13680539657980997,0.08956033167418402,-0.20570853710423276,-0.21850383299158554,0.1759001581405193,-0.3459823803050039,-0.06489646402804045,0.32088048903814254
Precentral_R,0.04445015384485682,1.0,0.11704381020786454,0.18512289643236787,0.20750324746858495,0.2249514804704732,0.2205405729846576,-0.11916260290960029,-0.0015953935383846772,-0.12937525327734525,-0.03688045047466341,0.01557515185654874,0.28465842133962266,0.4995249910748569,0.06538144231322875,0.14298132818203724,0.3075875224293312,-0.039718221253900156,0.3995954349369359,-0.10133487541489476,-0.13679460128561163,0.38451151949963297,0.3079004023388535,0.09105524030039931,0.10543013427462358,0.10267766119439203,0.04208745381332888,0.008674402659827865,0.23048958485865154,-0.016431424850304684,0.6571885370258492,0.49412587321568346,-0.03955374162483811,0.03434435493207806,0.15422963291812444,0.017065119243031363,0.20211921048527762,0.0044804942146267086,0.08019052802933022,0.13052873343701313,0.03188833802418081,0.23999446959806803,-0.053594094545562354,0.2152975134658613,0.2999367001748607,0.4064188946561997,0.26633906981469907,0.08621981247135317,0.17929803289933785,0.08692277137575095,0.05197323681757456,0.5560930548607438,-0.21545271491917037,0.5717703550324723,0.07072070382229313,0.2475960081578891,0.12995941437410316,-0.13395557466489866,0.07578244666577595,0.23223781703962745,0.009238389958480918,0.6892159295441475,0.4333876203647353,0.25232236029069693,0.16521516152750398,0.5126358819007044,-0.00896000914307336,-0.031162635583414686,0.06400865481450446,0.15133220291200344,0.40971335080488097,-0.03776673067706489,0.143023479779842,0.4997111390475305,0.2730423122998914,-0.12112176080298462,0.3026675065778088,-0.004003909828412142,0.05734601443462826,0.2359150340575709,-0.01740884134767157,-0.04095862767142927,0.1372620955637218,0.09760675485778994,0.15961957805085178
Frontal_Inf_Orb_2_L,-0.39236568243883857,0.11704381020786454,1.0,-0.052309250243124626,0.5803894852966007,0.37289490641479806,-0.2145594302593272,0.1095706448387034,-0.033366418058326505,0.019490060229052416,0.005842125630924353,0.6320657731381162,0.027941852559492608,0.34469842699782705,0.2317429935847337,-0.3147076312290156,0.1658040042497879,0.0664241338388405,-0.5463413022028621,0.04534139160484595,0.3596856166566864,-0.14726329076224676,0.22341787229058246,-0.35435301348600035,-0.01082413296132426,-0.36223287210131083,-0.4857365574783521,-0.5838346780807052,-0.1358049738852206,0.3568812933309711,0.18474747976692127,-0.17984261406880914,0.07851456480494096,-0.05501647237068797,0.32839698626137787,0.08119421609457272,-0.16847648465951848,0.29908864204570146,-0.252012159102981,-0.05908795779156455,0.7235116324609409,0.4550410906407256,0.29518513574323746,-0.40437400856047295,0.557970709876965,-0.5012061579790869,0.2025596516135588,-0.36706775225321125,-0.5506012774049921,0.04573064628838438,-0.596385077219854,0.45592154532667983,-0.046555204640346154,-0.3436441827767859,0.13539136968300355,0.0854255217133832,-0.1678010603206356,-0.39524713180782595,-0.2757645133782351,0.29002270964949434,0.27767426713424664,0.22884864757052834,0.08661771870526815,0.8363540842911287,-0.5373596059675537,0.48556595327419133,0.004873406017629611,-0.07097289401849416,0.3534570493174814,0.1549388195160719,0.2860953405566081,-0.07704798902249758,0.41803132418838757,0.25137606167892707,0.25909919685269683,0.48256944189044193,-0.5912731790174445,-0.4389743126603716,-0.13158545431541743,0.10375506384007584,0.3624262498892645,-0.2455622901583667,0.3374140729543117,0.010497324740303723,-0.2881196649038094
Thal_AV_L,0.07086908132927879,0.18512289643236787,-0.052309250243124626,1.0,-0.15527690766512992,-0.03291617618681623,-0.10362507964602537,0.1016881852966255,0.14814433863496076,0.025316909514301704,0.44529148543608155,-0.12202046980624524,0.031203000202797374,0.21724347118804527,0.06245311052645083,0.04593878956235192,-0.02047598031162469,-0.09938464554313658,0.2293573546750495,0.015257673941319057,0.18186712253224357,0.16922719100865521,-0.13940160434978655,0.02195716965315371,-0.043576815978838446,-0.12419829098163167,0.008441088447431976,0.15853551798966967,-0.12618940782024907,0.3499774826551819,0.4449548606683402,0.025217267765388778,-0.11981217315253732,0.17550730149438842,0.23992771293120896,-0.18837703509549777,0.007277516853914647,-0.3739195387047886,0.04850433349098891,-0.314548340126122,-0.0890586599452702,-0.024772054149677366,0.16441103658527648,-0.05937716772389964,0.02467839497624906,0.17219077348144282,0.22446878287959213,-0.020707765134192747,-0.0818968182467646,0.03992942749112287,0.03274650133681258,0.05937395601025521,-0.2913097600182454,0.21585159058787445,0.17158737143874156,-0.14266533706974022,0.09115509378579138,0.07242702190118433,-0.31329949037392385,-0.07453261765228464,0.17345778743502496,0.20743335107793784,0.3012977176823526,0.0661275128978836,0.17883337905086807,0.09863068671816633,-0.39027474777055904,0.14050953846386244,0.11469779524437586,0.02813918900745369,-0.09010501952368662,0.14162040788526142,-0.2000594092967657,0.15644922906187142,0.35283212675992287,-0.14319330955474643,0.06789306236131706,-0.07038421021961101,0.16126259880883254,-0.16370855997348546,0.25418849554316775,0.24126639775811104,-0.07768529030603614,-0.06846914468982726,0.24369029094152614
Rolandic_Oper_L,-0.31106339293065954,0.20750324746858495,0.5803894852966007,-0.15527690766512992,1.0,0.04129465606472486,-0.19397857336801158,-0.0494304481126294,0.24599048609233357,-0.000297041053017608,-0.013236121460207625,0.48845378353200664,-0.01290874506696124,-0.15487279142903812,0.3565609943646834,-0.3171000558910293,0.08923786451847562,0.23077314947698754,-0.41229469746996716,-0.041575242667299964,0.11347159631442374,0.02185471408996997,0.34245577119837173,-0.18639619592486942,0.06523629781864754,-0.13423344710383897,-0.46946641752831886,-0.499422671442142,-0.023518602148783714,0.16401046942572584,0.027875811367330847,-0.3205088316140846,0.29883157968049134,-0.2643439710547048,0.1463134356479332,0.3199326967101546,-0.3948619722413421,0.28050052826926375,-0.5640748558034604,0.21346259712023202,0.7163320531315608,0.4776966654559545,0.23240214363736833,-0.3039219364072438,0.6131304607329334,-0.2845564578894623,0.41420678048584153,-0.3390200991557054,-0.29420022404060026,0.5593077494635941,-0.49127128519566027,0.5245330530114507,-0.23921827840996224,-0.0888785737467949,0.42348872424348316,0.3443238124509423,0.12359464790881766,-0.33853400359832886,-0.13156585091697937,0.07816693300721932,0.3008638412372543,-0.05598996435658373,0.21062781031095115,0.69973910947124,-0.44501844359818976,0.0895900149174124,-0.14356377578175566,-0.41898661939740306,0.6386980400432145,0.14435939167101683,0.7285477370838955,0.1511743873394904,0.22193192909948284,-0.2766594760132714,0.473483883177501,0.4514861524764912,-0.23421111863363417,-0.4370640401564114,0.3400885893003728,0.3503252854443735,0.014412910335182431,-0.370211054284539,0.2920420087757784,-0.21153439454921835,-0.08745805170201788
Caudate_R,-0.49184694656650896,0.2249514804704732,0.37289490641479806,-0.03291617618681623,0.04129465606472486,1.0,0.5257595931372792,-0.27429742508912014,-0.5461759208973482,-0.11891876898377013,0.054835682910179574,-0.05340915519544555,0.5709171179291926,0.5657185122974547,0.359141920479451,0.31151113410601283,0.8098088061642472,-0.11165431450976007,-0.10738301929321496,-0.1262850105250947,-0.22692541623688844,-0.05173133774617078,0.3514429440915673,-0.275196660091845,-0.16689004082884457,0.2790221457409018,0.22510420159861422,-0.1137418894120665,0.5604569761006059,-0.34968853890583596,0.3038708989709173,0.6234835985333919,-0.14122707546095642,0.28100276767729,0.39613825515596096,0.15600035496456785,0.6131474075928299,0.52507879071912,0.3886137538019585,0.06075786929152401,0.005963051126470002,0.4804543712033792,-0.21672261600270964,0.37622410328933226,0.32771966114206413,-0.2601940307627901,0.24371931737977504,0.35836163934557674,0.04003750116161153,-0.29969180028141956,0.1734486290786641,0.04520366097660179,-0.0516061492647431,-0.28625940429245694,-0.5494602927938103,-0.012169659736031806,-0.49136560093134785,-0.3073600284126955,0.44170161726325935,0.9092359616434942,-0.26357660705107255,0.5997772310848315,0.021018731131512834,0.19674590752884405,-0.19697533854050045,0.5858862552556449,0.341241570355714,0.2607467138526689,-0.4101270039205256,0.7036160775942655,0.09286154177067446,-0.40791073864027333,0.7691185354296545,0.5022195453321026,-0.1720235942627828,-0.14390919005664923,-0.3996832016356901,0.2409367567699957,-0.413188226919413,0.39286888751386656,0.06602416350614561,0.06060957453444447,0.3974089795862837,0.4530692791489173,-0.3458328714552103
Insula_R,0.028947940013934005,0.2205405729846576,-0.2145594302593272,-0.10362507964602537,-0.19397857336801158,0.5257595931372792,1.0,-0.6390702177519634,-0.4453580067546788,-0.1641322941474997,-0.06459424574029646,-0.4720357709703917,0.4603638164322665,0.19527446866478343,0.10111276579454137,0.5814532345351198,0.6861004195221578,0.34041501023065507,0.16927049629858446,0.0031418051274577485,-0.7415561960623319,0.14120844551960163,0.1393721923994353,0.1080878413969061,0.08253578206116674,0.755287944214519,0.7292992877288972,0.49115460220859636,0.7253038277148425,-0.675855060914447,-0.050543109253153355,0.7579705609271333,-0.22951601583217957,0.45585366205149774,0.03700542047679979,0.15993929020650266,0.8146312297349909,0.20614517461832751,0.4866544248504332,0.07504966649987972,-0.336362106049458,0.23605625349212248,-0.3806630793845728,0.7902468795676809,-0.2034600389437542,0.09310772111350864,0.025256615971764748,0.7809364444709185,0.6422033996144596,-0.23128207757352415,0.7020595483529908,-0.24875637392478425,0.11691766945543972,-0.16889366761519997,-0.640144943313506,0.028256916078901864,-0.39933179048849915,0.16095208794799387,0.6316354393681541,0.6709798702645666,-0.44822557363729304,0.29844805390401546,0.1639610453432175,-0.38565838553102777,0.0962526299424788,0.24505955024841267,0.3765232602306837,-0.026714609126390648,-0.5404666203856964,0.47867029280878687,0.1949981606647323,-0.3439000033647083,0.5055217028192263,0.15987098784654014,-0.2786901841926466,-0.15343374474609853,-0.04541132831757439,0.7697985291901901,-0.23433845452153776,0.3074791194437154,-0.5216586332327893,0.06775143145289014,0.4377490011338795,0.6836810924331217,-0.09837192225595108
Cerebellum_Crus1_L,0.07207833968521167,-0.11916260290960029,0.1095706448387034,0.1016881852966255,-0.0494304481126294,-0.27429742508912014,-0.6390702177519634,1.0,0.5977200029089756,0.09685755327427623,0.002179069009971351,0.42511510482228143,-0.4880824041623185,-0.16871052844305323,0.16452691567714975,-0.285596061280427,-0.392199394882578,-0.20383302564352446,0.09337393277773447,-0.13459293149651907,0.8584795772530526,-0.3085506129763265,-0.19668137476493708,-0.12111559399296155,-0.010838951669907948,-0.7700349163874296,-0.6422341802773426,-0.3394431188288533,-0.6477382321508551,0.5793115569358626,0.12825445659822202,-0.44510130909289186,0.1651495499638442,-0.36735756806372843,-0.06549245727743393,-0.04564243931020734,-0.4830017779566266,-0.03463998122052214,-0.3711014544178047,-0.01966448432113003,0.32330058148270235,-0.23451415576545442,0.4664166309115734,-0.49631722360755826,0.09049886030111383,-0.04684291106003608,0.04650342706118221,-0.5404735509863255,-0.38182943773467376,0.22661591777645113,-0.5236609716506576,0.17300751888716437,-0.15214412003719976,0.11106257030188094,0.5742959272275819,0.06346994446219115,0.35887380144419506,0.032395307039475775,-0.5850900154323295,-0.33657635891405885,0.6642049954969264,-0.17970767894377482,0.07622943384165418,0.2752614078806217,-0.1499281513334108,-0.30294407090376446,-0.21755388334010559,0.20131828155999332,0.3493582261980464,-0.26540923671678013,-0.17145030770273195,0.5274115802404065,-0.4905774068787892,-0.025903879001054998,0.3581607798091197,0.2085610137319839,-0.04565852648563617,-0.6740693345172668,0.34884226669153445,-0.3310414565887892,0.7473285732807423,0.22295339340075132,-0.39655280272133836,-0.5542529527495763,0.03639549731640578
Calcarine_L,0.2620040467494046,-0.0015953935383846772,-0.033366418058326505,0.14814433863496076,0.24599048609233357,-0.5461759208973482,-0.4453580067546788,0.5977200029089756,1.0,0.0780026357847502,-0.0061932543377707155,0.2948423086215838,-0.5686420259278047,-0.45589788015967375,0.09627319153672284,-0.14261728426378664,-0.49020954459458793,0.13705073824765993,0.2137230848017088,-0.1715268350935711,0.5363610606162141,-0.0018767971783257898,-0.29504347019487204,0.29463268310010177,0.020009328639617414,-0.4114296157909387,-0.4290117403243162,0.05320409671320709,-0.6372744993989174,0.4820156793427135,-0.009193238569337375,-0.5639946661143372,0.24353433201044927,-0.17736514857304592,-0.3029731378144642,-0.1197002700016934,-0.565992865650635,-0.3441257771342406,-0.5480050769556496,-0.04178555534896359,0.4483590480178122,-0.2381014778050493,0.6107063463930174,-0.3070500914928825,-0.11695057798654404,0.26975327236145863,0.11537211785621412,-0.3402018331037941,0.054076403143215546,0.7169393763000133,-0.3497117542426947,0.2145163981049713,-0.24636451653845412,0.18660256328714042,0.8895885727272191,0.12766412340847832,0.46667528312304635,0.2266227550591576,-0.6430333026236333,-0.43702423416323555,0.7414576922286334,-0.32033077212384453,0.34853861092860405,0.30055126649214675,0.010637722681436599,-0.4481321402410526,-0.46508912517510115,-0.22041112823012046,0.7384829312119233,-0.4071362529747974,0.30536747580823964,0.6065630236002214,-0.5902042516395053,-0.4379513739652052,0.6193307484074417,0.4768382589933388,0.20772322788637146,-0.44758264986563323,0.7886833950935453,-0.28228396407008,0.31199456595387737,-0.0018969111043865292,-0.3502982585853829,-0.5104713841614636,0.371296320095807
Occipital_Inf_L,0.13393954369338443,-0.12937525327734525,0.019490060229052416,0.025316909514301704,-0.000297041053017608,-0.11891876898377013,-0.1641322941474997,0.09685755327427623,0.0780026357847502,1.0,0.05361254777991271,0.07373810904725128,-0.2126961781608236,-0.02907909752291081,-0.11810572540700395,-0.12813785172340653,-0.0904196617360382,-0.029370118818328395,-0.03192336086968336,-0.11697297092736958,0.18563042663168874,0.005429019399415546,-0.11931872841194249,0.008530707232868029,0.06219038407324678,-0.16516611727881889,-0.13933052018341974,0.04312482912293764,-0.2242759127354591,0.25793582194137693,0.028069860507897643,-0.21565874558655102,0.06538451420698253,-0.06766810904186854,-0.11837898949901514,-0.042355943719768314,-0.1853820584612408,-0.1356697109363668,-0.18433283130324557,0.0365637221682901,0.12204106277425386,-0.1178663634331103,0.08416340555927905,-0.20531604344592594,-0.1015213975372809,-0.0009979941753461435,0.07954870187518023,-0.14130532098301712,-0.07401839273835892,-0.11695058579730824,-0.22671005026540045,0.00810080408155491,0.031115354607939974,0.061012473356613674,0.08151201925832088,-0.01527081330864087,0.11021469971096742,0.08969599397686112,-0.17890016495832642,-0.1401706546736943,0.1772049264482412,-0.15215603563433058,0.08855439984413041,0.0752022056409958,-0.020060328236510012,-0.012726147703431714,-0.16661446656802878,0.01354554841932697,0.125482958074259,-0.10479819064964285,-0.053147319239799984,0.10180923567567332,-0.21576082093982224,0.004008310811916372,-0.0020488686642934485,0.13613751605883234,-0.011829290832702372,-0.09204095688580076,-0.040193399960149284,0.03538613449937628,-0.08192830857746182,-0.010999923054192375,-0.16597407312945275,-0.15552796128471544,0.08937500921391611
