,Thal_MGN_L,VTA_R,Cingulate_Mid_L,OFCpost_L,Frontal_Mid_2_R,Thal_PuA_R,Cerebellum_4_5_R,Paracentral_Lobule_L,Precentral_R,Occipital_Inf_R,Cerebellum_3_L,Red_N_L,Fusiform_R,Vermis_6,Temporal_Sup_L,Thal_PuL_R,Thal_LP_L,Vermis_1_2,Cerebellum_3_R,Thal_PuM_R,SN_pr_R,OFCpost_R,Temporal_Inf_L,Rectus_R,Temporal_Sup_R,Parietal_Inf_L,Cuneus_R,Frontal_Inf_Tri_R,SN_pc_R,Calcarine_L,SN_pr_L,ACC_sub_L,Thal_MDl_R,Rolandic_Oper_R,Angular_R,OFClat_L,LC_L,Occipital_Mid_R,Cerebellum_Crus2_R,Temporal_Inf_R
Cerebellum_3_L,0.16028255063779098,0.10507027371719654,0.5023608509547596,-0.05563653118600331,0.0926512482945027,0.43569132278406275,-0.17280845049488305,0.4938301738838247,0.2831715850144152,-0.531421834504537,1.0,0.6612096483958284,-0.41799787887102957,-0.38866100421978755,0.36225832327530244,0.028354279404689327,0.3103321839672937,0.5798277573264444,0.673453444497115,0.5231133903983424,-0.22284235843978492,-0.20017670530950182,0.1119197958889871,-0.33759298091051115,-0.39463733805047807,-0.1261057046878772,0.07949505019357557,-0.14160135372042382,-0.07415748827902488,0.24995781642532278,0.07925261040732984,-0.14582417053869157,0.1806651007402488,-0.33797842985140514,-0.11448264137926721,0.4848203817067991,0.3221752215187001,-0.5732239734538757,-0.3295229896116569,-0.45260191222926954
Red_N_L,0.16469286443060352,0.2525521252959861,0.40002403289972777,-0.1637201845810385,0.05364759635826171,0.5026853166676708,-0.2890453688324934,0.48985504302892185,0.24370693317806297,-0.6217662350613472,0.6612096483958284,1.0,-0.5153771415048443,-0.3788899209116702,0.4004694504259939,-0.17643378712744212,0.152931909845131,0.49562401224882036,0.5555861586277284,0.40301319411990044,-0.31300096652554377,-0.11168615191566915,-0.04251936385524773,-0.4006723321208276,-0.3670351999535281,-0.01144161996435996,0.0770114294964463,-0.24282486054736044,-0.06636797609975982,0.32396363833135816,0.10289408447317415,-0.25959006665972045,0.17657854315164173,-0.38663731000722956,-0.08795769187350064,0.505210523376914,0.1558640256277891,-0.6542546805402881,-0.2598703362498824,-0.4457185634449154
Fusiform_R,-0.03402804324557347,-0.02555000138991917,-0.2062778413848542,0.21348798039886469,0.20605548857280068,-0.3485750919567298,0.8155630934453455,-0.35432491681093486,0.08621981247135317,0.732396107210193,-0.41799787887102957,-0.5153771415048443,1.0,0.4848443300176406,-0.5571767186707116,0.4952306383678345,-0.018722622653021884,-0.45985911700150894,-0.3442887847348624,0.04422788814943418,0.5557160567604448,0.29232059299903906,0.09280760852862438,0.3886544419573888,0.7315807149673773,0.07111355328066847,-0.003840290092403315,0.6223399815944353,0.3550414736837981,-0.3402018331037941,0.15944767435243237,0.2285573313733015,0.09833366763597709,0.6864950123873388,0.19260296565877474,-0.5227392849930788,-0.30656667474258975,0.7965773533395818,0.4384294216227379,0.8026511186771917
Vermis_6,0.29736666764377795,-0.19311211528060365,-0.1125796607362494,-0.09942974518154248,-0.03797098124522723,0.008983331510188127,0.41567051869174965,-0.13771769334128786,-0.10569690025728012,0.377016877663987,-0.38866100421978755,-0.3788899209116702,0.4848443300176406,1.0,-0.0921818963610252,0.18463404290140892,-0.22956215353707507,0.09335691786662184,-0.14018687465686244,0.12445714264315433,0.2358105038695742,-0.0940525044826521,0.02338108459470286,0.2658060278611654,0.5229888015390348,0.04271636423262487,0.23893917366856157,0.09947198928145298,-0.013329867323097114,0.21316657173108525,0.27147306086943807,0.13482321484513163,-0.1519246327368759,0.3352584855378577,0.3450146399603557,-0.387972441621536,-0.16028271918960962,0.4982642978335325,0.6468803439540853,0.3943337292064516
Temporal_Sup_L,0.462767568359174,-0.006170720702849352,0.13191481402763483,0.015354956564279149,-0.20421934032362088,0.6861684882631862,-0.48422552751410564,0.5759104229870935,0.06456467895314168,-0.6713269716492354,0.36225832327530244,0.4004694504259939,-0.5571767186707116,-0.0921818963610252,1.0,-0.592723276466838,-0.4274940765402995,0.6120760078107275,0.6289993598296191,0.18413612364626064,-0.3753759973748932,-0.42570015303380365,-0.07108851568253244,-0.0679713600229064,-0.4491404457467082,0.007770469347048459,0.13773356340715584,-0.6295774081189185,-0.2813865562336733,0.5978097528061542,-0.2274320842516533,-0.2704938715273424,0.06701647795298306,-0.5749418587970618,-0.3034007276335881,0.48524567270080216,0.4802549961366074,-0.6068388080371796,-0.03873922329310287,-0.5916214918484443
Thal_PuL_R,-0.0661113496253006,-0.07115506783520477,0.20861301213769146,-0.026875112308550945,0.17155411721629216,-0.28036919954544864,0.5710085752107537,-0.2967681646073542,0.1823713100810651,0.425406546508641,0.028354279404689327,-0.17643378712744212,0.4952306383678345,0.18463404290140892,-0.592723276466838,1.0,0.5283409855461714,-0.1744449180084837,-0.19377121153596188,0.361227249554184,0.22983365899659286,0.1728860338853418,0.14467862479525367,0.02997219587720265,0.3598609366210001,0.16157600021624052,0.21117175532769866,0.4743981017965301,0.1964632541032518,-0.18422371851884758,0.4079717440032364,0.2616249454146457,0.20173866917191668,0.34333090810147865,0.43299574761989573,-0.27558796086865883,-0.316931469596479,0.3808427724303227,0.11852704435009692,0.5375951591299911
Thal_LP_L,-0.2914682250183931,0.009496321590550846,0.26913370097149525,-0.13312062359648197,0.07756530056103864,-0.19055305788531632,0.12519027099750032,-0.31831724016749535,0.002977455749924506,-0.0016416332921515059,0.3103321839672937,0.152931909845131,-0.018722622653021884,-0.22956215353707507,-0.4274940765402995,0.5283409855461714,1.0,0.05801486613479957,-0.042323099775157094,0.24862837670995874,-0.12467562560059829,0.0828122785565399,0.0813827779681708,-0.3420572616624955,-0.1982928009755382,0.18220242692301059,0.21150486454477627,0.11417851819586926,-0.0670700386550294,-0.0022063730650758997,0.2553316701846549,-0.03711334487807512,0.10354865837708971,-0.0882087230596549,0.28398188862345514,0.10183091896106704,-0.2071461404235709,-0.06948408947589015,-0.18805816276937673,-0.015785791562239377
Vermis_1_2,0.43638399313400184,-0.09362223855378868,0.3163769043737437,-0.19066970773605027,-0.227561090109574,0.653826996877816,-0.25942484734953225,0.44914727497898405,0.009238389958480918,-0.5958284653617006,0.5798277573264444,0.49562401224882036,-0.45985911700150894,0.09335691786662184,0.6120760078107275,-0.1744449180084837,0.05801486613479957,1.0,0.7600467581017782,0.48722703408600754,-0.45186167253057274,-0.43758354704946,0.1583017159845916,-0.31566935569473725,-0.36274733217564903,-0.02020326772652295,0.3938670892679948,-0.4876589800636029,-0.44909943642186856,0.7414576922286334,0.15702026552956425,-0.11728673656137677,-0.03232080390889593,-0.46803068225642547,0.08983918313908693,0.44544449085036586,0.3044307384083475,-0.5808958566407495,0.0873386117974662,-0.6261653774237095
Cerebellum_3_R,0.5301600813322667,0.23772530226156913,0.2681456632868543,0.004609863000361618,-0.15534303136242478,0.6243445952463772,-0.17824514647442247,0.530911786493563,0.1395205388198491,-0.48472862931366517,0.673453444497115,0.5555861586277284,-0.3442887847348624,-0.14018687465686244,0.6289993598296191,-0.19377121153596188,-0.042323099775157094,0.7600467581017782,1.0,0.4967910257880556,-0.30917374486332383,-0.13662834682447778,0.02058168741468671,-0.28083554695084467,-0.19139900466057647,-0.15809288329429694,0.14395165954939965,-0.32201121608372346,-0.1769023173579731,0.4745880562471816,0.07823264957156313,-0.122532955192953,0.2999907941406664,-0.30848618280268386,-0.24962480782324792,0.5305927986080873,0.38324293175738183,-0.5468508661942457,-0.12870073875449034,-0.4777141835339968
Thal_PuM_R,0.4912437084983328,-0.06022160817713787,0.5858285442331546,0.0017783478767366123,0.19379219918810014,0.6294911564495473,0.19254241735910638,0.4034709473397182,0.4333876203647353,-0.14995771647483677,0.5231133903983424,0.40301319411990044,0.04422788814943418,0.12445714264315433,0.18413612364626064,0.361227249554184,0.24862837670995874,0.48722703408600754,0.4967910257880556,1.0,0.05513550168371107,-0.2778980428362708,0.02307840346640603,-0.02501771024404786,0.17034964390798854,0.03354794357198404,0.2700563088617562,0.13578513510475548,0.08153633118844685,0.34853861092860405,0.27644444095936926,-0.24272305174892905,0.0816641959159635,0.08198297046769575,0.2524227055454254,0.16495557564814348,0.02756197853627573,-0.1634806891505499,0.00913828142402727,-0.048658702838738944
SN_pr_R,0.005436156123578593,-0.13839604012480453,0.04367392706082898,0.3308541293405012,0.49018281942910624,-0.217994119392422,0.47493681766036927,-0.017358802590993126,0.2071702403494524,0.5416530607278465,-0.22284235843978492,-0.31300096652554377,0.5557160567604448,0.2358105038695742,-0.3753759973748932,0.22983365899659286,-0.12467562560059829,-0.45186167253057274,-0.30917374486332383,0.05513550168371107,1.0,0.17050204047209078,0.018332747813187444,0.5035246023631782,0.5927772129142931,-0.18848474526552503,-0.5200771165336444,0.6565079645550586,0.7229640397080982,-0.5923644432083923,-0.2851218137771025,-0.04263457585082399,0.029685952288825052,0.6953483373592483,-0.16132374949542694,-0.4765842701255907,-0.20406060149244043,0.5246930941603632,-0.0257865520476219,0.6311298848597244
OFCpost_R,-0.1594552676233851,0.5305868040179249,-0.21797340134333168,0.21038446646097012,0.19286997387611893,-0.5234866898246547,0.29444890391496426,-0.25567968923800083,-0.00896000914307336,0.30731557625393163,-0.20017670530950182,-0.11168615191566915,0.29232059299903906,-0.0940525044826521,-0.42570015303380365,0.1728860338853418,0.0828122785565399,-0.43758354704946,-0.13662834682447778,-0.2778980428362708,0.17050204047209078,1.0,-0.2304529827604787,-0.17936691956164452,0.30880945008277877,-0.13901771505401248,-0.36593799884430145,0.3761731092425863,0.3153907467500006,-0.46508912517510115,-0.0034798170505444645,0.2718777992575621,0.39032060289753795,0.3713270358303181,-0.34057702407644064,0.16408112818798842,-0.21345862725850695,0.25192671719454457,-0.19122114799858164,0.38991451733274046
Temporal_Inf_L,-0.20532336514580696,-0.3765201379509431,0.02708442966254487,-0.09457691974489192,-0.11367599851651675,0.07478303247338675,0.1808471100740253,-0.06503452107527267,-0.05404055149344631,0.15385357012674142,0.1119197958889871,-0.04251936385524773,0.09280760852862438,0.02338108459470286,-0.07108851568253244,0.14467862479525367,0.0813827779681708,0.1583017159845916,0.02058168741468671,0.02307840346640603,0.018332747813187444,-0.2304529827604787,1.0,0.21249953239251781,0.02036546216264704,0.2270828547978066,0.23893110680551535,-0.026277300531406398,-0.1696495658901801,0.15352202045698413,0.05507462460158491,0.1650712948480216,-0.04072778200150745,0.03724071227983127,0.19853803287619434,-0.3504546605514686,0.02719908495371742,0.12525232932187827,0.17163826502803364,-0.001592221619184239
Rectus_R,0.021747981026595267,-0.33795656863148055,-0.09367712937451875,0.3250008229619056,0.20099109547569374,-0.06508870681515956,0.25956305117615336,-0.02230236961761313,0.13832082319693625,0.43191071447163243,-0.33759298091051115,-0.4006723321208276,0.3886544419573888,0.2658060278611654,-0.0679713600229064,0.02997219587720265,-0.3420572616624955,-0.31566935569473725,-0.28083554695084467,-0.02501771024404786,0.5035246023631782,-0.17936691956164452,0.21249953239251781,1.0,0.37592430456383435,0.124606004697924,-0.10080142164052683,0.30734247957489247,0.3101544541717989,-0.1900204701569167,-0.22544425180251754,-0.017313158435805262,-0.15836115384179664,0.39699523809115667,0.03157663524496893,-0.540478948350232,0.01981074889430641,0.5317029275726751,0.22374663019393248,0.3995031133715534
Temporal_Sup_R,0.20655009107467645,0.06871426692152248,-0.11622946030754072,0.13601782802775852,0.21824826675518058,-0.10985921187287619,0.6048061055068314,-0.04360624266612921,0.2152975134658613,0.6625781830714768,-0.39463733805047807,-0.3670351999535281,0.7315807149673773,0.5229888015390348,-0.4491404457467082,0.3598609366210001,-0.1982928009755382,-0.36274733217564903,-0.19139900466057647,0.17034964390798854,0.5927772129142931,0.30880945008277877,0.02036546216264704,0.37592430456383435,1.0,-0.16456911250992357,-0.1594019967251431,0.6218574052923027,0.47251014956841814,-0.3070500914928825,0.03554950996715663,0.07365413664999046,0.09626320112362981,0.8651976143158622,0.10171134506769587,-0.5284782284982568,-0.26946826465875845,0.6499352141127154,0.27607477383082696,0.6864197286932762
Parietal_Inf_L,-0.3558951857442962,-0.006889861413980634,0.2723313008224104,-0.23885095418598315,0.12147882599701953,0.031400663950247605,0.19890501682481318,-0.28705234876892405,0.15961957805085178,0.1295463781802656,-0.1261057046878772,-0.01144161996435996,0.07111355328066847,0.04271636423262487,0.007770469347048459,0.16157600021624052,0.18220242692301059,-0.02020326772652295,-0.15809288329429694,0.03354794357198404,-0.18848474526552503,-0.13901771505401248,0.2270828547978066,0.124606004697924,-0.16456911250992357,1.0,0.5951056036471243,-0.12383056753665639,-0.12886474629320963,0.371296320095807,0.32088048903814254,0.004691633330242459,-0.09918451666330108,-0.2258977270140026,0.4831700006506039,-0.154423531589881,-0.0629006240619762,0.15175680986585954,0.3082074538542156,0.10310251130154126
Cuneus_R,0.038766932593310384,-0.07519373960839433,0.13063807908523384,-0.32480744545163037,-0.3108376095423596,0.24609049116648885,0.13707597713275388,-0.13149706434565714,0.017571319037354025,-0.10472183955351021,0.07949505019357557,0.0770114294964463,-0.003840290092403315,0.23893917366856157,0.13773356340715584,0.21117175532769866,0.21150486454477627,0.3938670892679948,0.14395165954939965,0.2700563088617562,-0.5200771165336444,-0.36593799884430145,0.23893110680551535,-0.10080142164052683,-0.1594019967251431,0.5951056036471243,1.0,-0.28301198179189946,-0.5250588763964613,0.7513356470726921,0.5333167548456884,0.012920153772196836,-0.185517304402333,-0.41230680940215136,0.7308505625941877,-0.0314847906462565,0.0042135412099924795,-0.03848314368529851,0.5236803281162651,-0.13037567027049277
Frontal_Inf_Tri_R,-0.08356036877618525,0.0800490985617651,0.1742250558811334,0.3778597680865101,0.6605060734248555,-0.32365146041938736,0.5420471510880361,-0.09355296717770338,0.49412587321568346,0.5435375717615898,-0.14160135372042382,-0.24282486054736044,0.6223399815944353,0.09947198928145298,-0.6295774081189185,0.4743981017965301,0.11417851819586926,-0.4876589800636029,-0.32201121608372346,0.13578513510475548,0.6565079645550586,0.3761731092425863,-0.026277300531406398,0.30734247957489247,0.6218574052923027,-0.12383056753665639,-0.28301198179189946,1.0,0.5623689076871722,-0.5639946661143372,-0.033724957267510174,0.08152580090372093,-0.006530648548013944,0.7419112942532351,0.09301814036924623,-0.4139851375802634,-0.3313414956299988,0.5588025115549587,-0.08392677746687711,0.6443492702398109
SN_pc_R,-0.05587671118111786,0.12005435089626114,0.20161664084264658,0.25667348418690206,0.5646925071527953,-0.18573463746332733,0.4070293304851071,0.013930773806255396,0.28465842133962266,0.362493976458844,-0.07415748827902488,-0.06636797609975982,0.3550414736837981,-0.013329867323097114,-0.2813865562336733,0.1964632541032518,-0.0670700386550294,-0.44909943642186856,-0.1769023173579731,0.08153633118844685,0.7229640397080982,0.3153907467500006,-0.1696495658901801,0.3101544541717989,0.47251014956841814,-0.12886474629320963,-0.5250588763964613,0.5623689076871722,1.0,-0.5686420259278047,-0.29243279894687957,-0.04954493690831229,0.20572939313680172,0.5826986369782734,-0.26234556213652016,-0.2578545074024735,-0.11908638427918827,0.2946405684044467,-0.26899557877139535,0.5199137184778928
Calcarine_L,0.31305861258669393,-0.04178555534896359,0.18033761376479437,-0.3502982585853829,-0.32033077212384453,0.6193307484074417,-0.14261728426378664,0.2145163981049713,-0.0015953935383846772,-0.5290487535661141,0.24995781642532278,0.32396363833135816,-0.3402018331037941,0.21316657173108525,0.5978097528061542,-0.18422371851884758,-0.0022063730650758997,0.7414576922286334,0.4745880562471816,0.34853861092860405,-0.5923644432083923,-0.46508912517510115,0.15352202045698413,-0.1900204701569167,-0.3070500914928825,0.371296320095807,0.7513356470726921,-0.5639946661143372,-0.5686420259278047,1.0,0.2620040467494046,-0.24636451653845412,-0.1197002700016934,-0.565992865650635,0.383989287888881,0.2948423086215838,0.2052872534408103,-0.44758264986563323,0.35389885364378826,-0.5083944950953773
SN_pr_L,0.08963638016671271,0.11608167954953715,0.14157539767751637,-0.3459823803050039,-0.15444910702214995,-0.018245846746806335,0.23966359984151536,-0.15097533482216716,0.04445015384485682,0.13926504173087118,0.07925261040732984,0.10289408447317415,0.15944767435243237,0.27147306086943807,-0.2274320842516533,0.4079717440032364,0.2553316701846549,0.15702026552956425,0.07823264957156313,0.27644444095936926,-0.2851218137771025,-0.0034798170505444645,0.05507462460158491,-0.22544425180251754,0.03554950996715663,0.32088048903814254,0.5333167548456884,-0.033724957267510174,-0.29243279894687957,0.2620040467494046,1.0,0.2793313802932416,-0.05349683784807368,-0.10909331602356238,0.5110361087038947,-0.024646843820300895,-0.1584570300001543,0.13680539657980997,0.3655157590149632,0.09551202075295555
ACC_sub_L,-0.12198733725953552,-0.04757310430428317,-0.18392109838154747,0.07411350043961566,-0.159749300345997,-0.3838759487143552,0.16993951136001695,-0.23238046581937916,-0.21545271491917037,0.3244673983900227,-0.14582417053869157,-0.25959006665972045,0.2285573313733015,0.13482321484513163,-0.2704938715273424,0.2616249454146457,-0.03711334487807512,-0.11728673656137677,-0.122532955192953,-0.24272305174892905,-0.04263457585082399,0.2718777992575621,0.1650712948480216,-0.017313158435805262,0.07365413664999046,0.004691633330242459,0.012920153772196836,0.08152580090372093,-0.04954493690831229,-0.24636451653845412,0.2793313802932416,1.0,0.05929290253682626,0.10082384662654757,0.06792819201703584,-0.13717138335364654,-0.031200757656463716,0.27050051905951245,0.11209137455238175,0.21517764080239027
Thal_MDl_R,0.09688853766188431,0.39029767003757365,-0.05649252329840869,0.07501923245768727,-0.08100758934000706,-0.039465213975003036,0.17373525871609138,0.017943376884378016,0.017065119243031363,0.028835599503170474,0.1806651007402488,0.17657854315164173,0.09833366763597709,-0.1519246327368759,0.06701647795298306,0.20173866917191668,0.10354865837708971,-0.03232080390889593,0.2999907941406664,0.0816641959159635,0.029685952288825052,0.39032060289753795,-0.04072778200150745,-0.15836115384179664,0.09626320112362981,-0.09918451666330108,-0.185517304402333,-0.006530648548013944,0.20572939313680172,-0.1197002700016934,-0.05349683784807368,0.05929290253682626,1.0,0.05377408732787507,-0.35658120264418264,0.23526246293545558,0.07613049638066238,-0.03690524455561279,-0.1149330390145568,0.18270395039521933
Rolandic_Oper_R,0.03331758834262963,-0.02386557247223765,-0.029664471387683758,0.2577941179324344,0.4194259141190899,-0.23163791973866837,0.5325404291157916,-0.11008802110029865,0.20211921048527762,0.6981117352357967,-0.33797842985140514,-0.38663731000722956,0.6864950123873388,0.3352584855378577,-0.5749418587970618,0.34333090810147865,-0.0882087230596549,-0.46803068225642547,-0.30848618280268386,0.08198297046769575,0.6953483373592483,0.3713270358303181,0.03724071227983127,0.39699523809115667,0.8651976143158622,-0.2258977270140026,-0.41230680940215136,0.7419112942532351,0.5826986369782734,-0.565992865650635,-0.10909331602356238,0.10082384662654757,0.05377408732787507,1.0,-0.07994447841487802,-0.5037372543046558,-0.2686737003973687,0.6736734152351492,0.03765849301189603,0.619104999319881
