,Supp_Motor_Area_L,Pallidum_R,VTA_R,Frontal_Sup_Medial_R,Temporal_Sup_L,Thal_VA_R,Postcentral_L,N_Acc_L,Precuneus_R,Calcarine_R,Caudate_R,Thal_MDl_L,Cerebellum_Crus2_R,Occipital_Mid_L,Thal_PuI_R,Cingulate_Mid_L,Thal_LGN_L,Vermis_8,Caudate_L,ACC_sup_R,SN_pc_L,Cuneus_R,ACC_sub_R,Thal_IL_R,Cuneus_L,LC_L,Cerebellum_4_5_L,Temporal_Pole_Mid_L,Red_N_L,Lingual_R,ACC_sub_L,Cingulate_Post_R,Thal_PuA_R,Insula_L,Cerebellum_6_L,SN_pr_R,Red_N_R,Precentral_L,Thal_PuI_L,Frontal_Mid_2_R,Temporal_Inf_R,Vermis_6,Vermis_7,Thal_VPL_R,SN_pc_R,Parietal_Inf_L,Thal_MGN_R,Angular_R,Thal_VPL_L,OFCmed_R,SupraMarginal_R,ACC_pre_R,Cerebellum_7b_R,Frontal_Inf_Tri_L,Vermis_10,OFCant_R,Frontal_Sup_Medial_L,Putamen_L,Pallidum_L,Thal_PuM_L,Vermis_1_2,Thal_LGN_R,Paracentral_Lobule_L,OFCpost_R,Cingulate_Post_L,Temporal_Sup_R,ParaHippocampal_R,Cerebellum_9_L,Cerebellum_3_L,Frontal_Inf_Oper_L,Angular_L,Precuneus_L,Frontal_Inf_Tri_R,Thal_PuM_R,Cerebellum_7b_L,LC_R,Thal_MGN_L,Rolandic_Oper_L,Parietal_Sup_R,Hippocampus_L,VTA_L,Cerebellum_8_L,SupraMarginal_L,Temporal_Mid_L,OFClat_R,Fusiform_R,Temporal_Pole_Sup_L,Heschl_R,Frontal_Sup_2_L,Olfactory_L,Cerebellum_Crus2_L,Rectus_L,Temporal_Inf_L,Cerebellum_10_R,ACC_pre_L,Calcarine_L,Olfactory_R,Thal_AV_R,N_Acc_R,Cingulate_Mid_R,SN_pr_L,Raphe_D,Paracentral_Lobule_R,Occipital_Inf_L,Fusiform_L
Supp_Motor_Area_L,1.0,-0.2992015142565556,0.21001830258108045,0.1146268294393449,-0.0933808814752065,-0.0721647219287761,0.48197430484828263,-0.4386925766202736,0.6398035912987224,0.06304402261996775,-0.28625940429245694,0.2683165046003291,-0.058748060352107855,0.3952423674582265,0.23952333161645073,0.5674098421080863,-0.10659141927310682,0.06937510756852242,-0.0930488821913863,-0.05313239638931973,0.0565275768300959,0.38028551977927794,-0.1067669573938489,0.19375155923579035,0.35324032405324246,-0.05238534464063136,-0.09901478803163606,-0.34117889237236004,0.3535138621800258,-0.05932226561721352,-0.14417456797841252,0.2560238360187336,0.06510199498802621,-0.1042018549829569,-0.13058067402289691,-0.1448101265367003,0.13079264228913115,0.13107668495730995,0.27660558763972426,0.3580541365118011,0.05364313038768998,-0.21161713469395568,0.03752062467780152,0.35272327957495675,0.05467233120484669,0.5450849588581839,0.22978161518802062,0.4635352703057895,0.4035642024187528,-0.11870929945858566,0.5455765632966795,-0.4018373495683874,-0.08084250541997123,-0.04313560480537757,-0.09567854255398796,-0.12455440349390709,0.11218355702916112,-0.27827393883390233,-0.2944449517934683,0.015792124554087066,0.012036041328107663,-0.29984775802767594,0.15200593933318488,-0.048181571869646174,0.3400388682112838,-0.08784492451261539,-0.07033892222680718,0.349106797864988,0.2536672317506458,-0.041289566233087924,0.2960667227064018,0.7087731249246064,0.13744696565366332,0.2328218580535937,0.018474721803696886,-0.23220611365284702,-0.24791018470986664,-0.0888785737467949,0.7461642836869036,0.043696206128782625,0.05922021375246302,0.07683045837429532,0.1248019148388202,0.0092518492202655,-0.30880084212297504,-0.1346827534337043,-0.15016424120794308,0.10595793981470922,0.20822692574005414,-0.28666498230900145,-0.01565716067912897,-0.1519666370895684,0.005759497465236204,-0.2694440282265723,-0.348809357887192,0.18660256328714042,0.01101841427368305,-0.16034389270477667,-0.32228164391786934,0.5435938067330062,0.34575072021219105,0.06955457776256664,0.7343899125818225,0.061012473356613674,0.052885012055233584
Pallidum_R,-0.2992015142565556,1.0,0.04702328198003134,0.33611119586989563,-0.2502472154669002,0.7125617505714053,0.06429935336235675,0.7596961865978907,-0.17356900356341526,-0.3082794756768138,0.843047423003361,-0.40489296344768566,-0.07486043818396164,-0.15015019206778651,-0.05170939809895108,-0.0757748052058082,0.38996668986655414,0.1411896253560913,0.7782040089692736,0.5680112753795932,0.3759073204733238,-0.5721879623953126,0.043922701201734235,-0.2445691691264502,-0.5929867297390388,-0.15544472624613756,0.09108181071981118,-0.2202584010043184,-0.2810437022365167,0.03965474365901231,0.007364704989209879,0.08713791530244006,-0.18276505453617875,-0.18974191158124726,-0.43398728549773313,0.769378785206994,0.30915803361837246,0.05224036865000655,-0.13681716204962371,0.4603401085108675,0.5425732184462349,0.14368619910449945,0.430950874509425,-0.2577934737987847,0.5941911550129004,-0.258868101102333,-0.04859712689443875,-0.3837353326462995,-0.416012803299502,0.3259426665447979,-0.0928427374298829,0.6047891421653845,-0.1360365495917426,-0.019414225117910675,0.555966253788339,0.46522449547403044,0.3910194548309389,-0.0006827451520053261,-0.13530890150143166,0.17752606580093838,-0.4055645089349674,0.5554119296139322,-0.019727254219125082,0.3838067219225042,0.07713039707463883,0.5852431230840843,0.7728668017313876,-0.45049759036342923,-0.17175700961688364,-0.1702460756567116,-0.5609908857515435,-0.13615772847538557,0.6449062031430323,-0.01675039363760601,-0.5035540531693918,-0.3318813523238091,0.07367628295530543,0.05129515836616555,-0.24826015316721284,0.2530028942570182,0.3991329200846768,0.012950019216913756,-0.4306948991056257,-0.3689552273886486,0.36461164080412367,0.5523033039014029,0.1830067021044059,0.4896872709129739,0.411619810570162,0.34705846011335756,-0.5070582141987986,0.6464607262229103,-0.022492176020869892,0.5652798550687573,0.6122269489959988,-0.550160165402329,-0.03910774560750239,0.4953366789064479,0.6678744659826977,0.10535161980940629,-0.4452951555737882,-0.5322743877372584,0.0079481256439022,-0.20393794654450884,-0.18516125559364724
VTA_R,0.21001830258108045,0.04702328198003134,1.0,-0.10321424275261284,-0.006170720702849352,0.34240390052672737,0.003934970884230788,0.042927507392607006,-0.05399949502097985,-0.019223302305246694,0.06075786929152401,0.27307175308903187,-0.10602072342952866,0.08817011874951923,0.17966127502808452,-0.11874203142081143,-0.40229071427941426,-0.3744596116475601,0.01770258574873969,-0.06399522993890905,0.18775361968391957,-0.07519373960839433,-0.11315890526583243,-0.5349493512588043,-0.13286235164008162,0.04821976389660716,-0.44067864776758914,-0.002987392707092188,0.2525521252959861,-0.0874711878110671,-0.04757310430428317,-0.3304640263221715,-0.10596736627216376,0.22138056867080816,-0.14100679333799856,-0.13839604012480453,0.2511923270335218,-0.015314787148707583,0.45615699024267076,0.02728524354406697,0.06547459549958694,-0.19311211528060365,-0.11798055504309315,0.06974163078505671,0.12005435089626114,-0.006889861413980634,0.6975235622370508,-0.24061427141220126,0.26313948175216845,0.36585486004765183,-0.00795497220740177,0.24713317237905885,-0.13865857689379787,0.04053953649995424,0.00421215668433345,0.14210553363981593,0.051352772882732364,-0.03234385620576506,0.029111756123320738,0.17922780078844192,-0.09362223855378868,-0.0016621734771204712,0.01717726960490895,0.5305868040179249,-0.14006101500015197,0.06871426692152248,0.1388384898959251,0.21769640544021454,0.10507027371719654,-0.08773177111173555,-0.03939403450833209,0.03180863361875164,0.0800490985617651,-0.06022160817713787,-0.042541860910521236,-0.2556214359119484,-0.006116082447450777,0.21346259712023202,0.1245105046363136,0.14563197166070244,0.4811077170037994,-0.048179433404322215,-0.012547090841834222,-0.15545683566020965,-0.23492202459753012,-0.02555000138991917,-0.16542867365906416,0.5933990869609949,0.031850163525826314,-0.5548266684230138,-0.08961208938734282,-0.27109389904598596,-0.3765201379509431,-0.35907323118247203,-0.3084631396527417,-0.04178555534896359,0.2874691171167744,0.44095907299221393,0.2700178804772888,-0.01861259969131118,0.11608167954953715,-0.3457577313336786,0.20527239064423605,0.0365637221682901,-0.16028867104709738
Frontal_Sup_Medial_R,0.1146268294393449,0.33611119586989563,-0.10321424275261284,1.0,-0.21920699777431918,0.38116641469081963,0.07708975696849223,0.4124080720343438,-0.1623976623584372,-0.3904579907558854,0.5657185122974547,-0.4450633217629039,-0.2984724108983172,-0.19486764665580297,-0.09063966078694004,0.4964841875113717,0.329655302414454,0.2484286806593927,0.3822687962000875,0.6929009665735234,0.2765637355691062,-0.4316007231346997,-0.08268553027383432,-0.03427057414680827,-0.3668032240301219,-0.02987859823512988,0.19379691181733458,-0.21987572122789384,-0.028097544472930003,-0.245957184872909,-0.02585188989090342,0.31419642825916394,-0.08018030853706166,-0.10207498962508968,-0.1510598840833541,0.4369867380397047,0.19079895801755317,0.15440863430809015,-0.14097114764417135,0.7294407334212382,0.09269697766472028,-0.11965980939221725,0.33620147101858433,-0.21824926120508897,0.41923035755047516,-0.19047160395000834,-0.06902817312658412,-0.11790604072573493,-0.39767575372835245,-0.2301328585810772,0.12330082261809712,0.4804938151524463,-0.33556473381460195,0.21549473540650468,0.03441489307820885,0.3434326167956324,0.8486216600005833,0.06532896132808771,-0.05790603154506014,-0.17775127155529927,-0.19939256081763887,0.252206991235722,0.3106500519186181,0.06918461449862855,0.24783007023190207,0.1390693250411008,0.24069796845785427,-0.29404324983759433,0.14008565534493633,-0.024653692019257493,-0.3987162786737347,-0.043024479124881235,0.5653893467129587,0.03437064764193127,-0.04661976134352417,-0.036766984907122664,-0.14994892612359295,-0.15487279142903812,-0.11192660948384246,0.25882247654265744,0.06522458384943197,0.030462092295802184,-0.34960361476020185,-0.16375107299190939,0.36761979275895706,0.09827337947704869,-0.1905948691705984,0.04819835971293699,0.7307578451903788,0.2392463301164794,-0.05605541296860569,0.3814784422031302,-0.050570714401100635,0.31788384289260485,0.5758456343856054,-0.45589788015967375,-0.1971745667760917,0.05197673753700684,0.3610456447043572,0.6655608637787308,-0.13892784806246664,0.055847771618807156,0.23993476010094966,-0.02907909752291081,0.13633143008731718
Temporal_Sup_L,-0.0933808814752065,-0.2502472154669002,-0.006170720702849352,-0.21920699777431918,1.0,-0.22840879999312005,-0.07056005399711257,-0.05721707743181162,-0.1064672339869493,0.6431768253227115,-0.2133254483130935,0.2691952806214257,-0.03873922329310287,-0.13818230173388552,0.29286596637232337,0.13191481402763483,0.05992165297537522,-0.6286735332966695,-0.2887886122871424,-0.32920746440270177,0.18977330567926964,0.13773356340715584,-0.013301115503069519,0.12484879334028105,0.48173830221855934,0.4802549961366074,0.31196267389388127,0.6280210570510085,0.4004694504259939,0.467298625802401,-0.2704938715273424,0.10815011151178243,0.6861684882631862,0.8652446834243881,0.6573710703962204,-0.3753759973748932,0.0829801002690574,0.6553586092356974,-0.11070510986254059,-0.20421934032362088,-0.5916214918484443,-0.0921818963610252,-0.7668843956753505,-0.01373893412086698,-0.2813865562336733,0.007770469347048459,0.17134414650010715,-0.3034007276335881,0.3129656574427716,-0.11696483914434942,-0.34815632391346923,-0.30081287416934416,0.3380393685326854,0.7535156277418456,-0.36461652152332036,-0.5330781148031207,-0.07598266737190865,0.7236618175101727,0.8369204938643734,0.545503436730059,0.6120760078107275,0.3525085905034263,0.5759104229870935,-0.42570015303380365,0.010056696390972304,-0.4491404457467082,-0.390411937875972,0.1994949833188797,0.36225832327530244,0.8180565720644825,0.7366865891750336,-0.2727817062384813,-0.6295774081189185,0.18413612364626064,0.457966114741487,0.6088189165527198,0.462767568359174,0.8220834416869861,-0.25252069428394447,0.46937741045404413,-0.023712225230393964,-0.3220743082260268,0.833943652277547,0.6433734279566573,-0.04319936888483881,-0.5571767186707116,-0.056742449773195223,-0.34183368588743507,-0.18929110106253896,-0.18546273355241003,0.6829135910056128,-0.4177071077966435,-0.07108851568253244,-0.039145225010609054,-0.3926152404968945,0.5978097528061542,0.32184574785299835,-0.007344508988859845,-0.06608615238660374,0.04041791476043175,-0.2274320842516533,0.4925924823744836,-0.14335523852304932,0.0438981075385696,0.23923253673668193
Thal_VA_R,-0.0721647219287761,0.7125617505714053,0.34240390052672737,0.38116641469081963,-0.22840879999312005,1.0,0.059592770637015506,0.6671190187565852,-0.22531715547132763,-0.34988776819665496,0.6998067256080003,-0.30778236358012623,-0.30111769160723323,-0.19815473366204225,0.16466281888305803,0.06371973599406928,0.2439567921249828,-0.006841303751424834,0.6280217786305708,0.6186461525949257,0.4728534291225838,-0.587550563585956,0.02909820156536353,-0.34356460953718587,-0.5968131021639896,-0.17856908000033153,0.012837464747175734,-0.24137493295122206,0.03633501496614086,-0.12085414392083221,-0.07246857301682019,-0.023950936609134128,-0.20276262647331633,-0.02534467473906672,-0.3904615162546173,0.5610194453689029,0.4182335802978038,0.08119715651848022,0.19644345853455433,0.5218835146680336,0.409187247113885,-0.11981801564987309,0.3575931791799129,-0.23265587596443765,0.6218996256690399,-0.22458042435602457,0.29871574152181224,-0.46738748614907694,-0.19583669594206862,0.2587231355336432,-0.09457926053638986,0.6221888422265357,-0.3143206570581166,0.07236221449659191,0.3542746149434803,0.4592838990180094,0.4918196113837813,0.060581226271965084,-0.04310392711334602,0.1807032135110024,-0.39946474870505844,0.49596645490016034,0.05648701301281649,0.5623060887525672,0.014778139859293962,0.39416978814160364,0.6999441804500087,-0.26475034933649344,0.018640559403101466,-0.17745018757278647,-0.48587688369604326,-0.14090120465989073,0.5587578954437361,0.04178390035192275,-0.3361293703400019,-0.4511187611726645,-0.009815927537367253,0.13975963946444464,-0.18852624821987968,0.42595309268576653,0.5675294773883447,0.02202661970662716,-0.3848119044821034,-0.4229466113296101,0.20807137131741021,0.36246849747053306,-0.07519346646118193,0.6264831848359897,0.5079199313371542,-0.010721658114137512,-0.38691128241331046,0.4369393391417846,-0.24975664859560073,0.27940548410315286,0.40565946497806427,-0.5400705438631084,0.07544482011384857,0.562313777424441,0.7483469105702084,0.2271911850455028,-0.26389905562419974,-0.46303379892315044,0.13074367184075955,-0.2175723340378226,-0.06845603324521989
Postcentral_L,0.48197430484828263,0.06429935336235675,0.003934970884230788,0.07708975696849223,-0.07056005399711257,0.059592770637015506,1.0,-0.01950661125685869,0.6786965045032137,-0.11425762585122683,-0.05173133774617078,-0.015212116495436799,0.22265257817232942,0.49340094086666975,0.03277762580493319,0.20892702033347305,0.1448890696448309,0.2181250755355665,0.014150402333286724,-0.022767253735683984,0.004347724697213732,0.2802344114768187,0.2001726987995503,0.16923636018541052,0.091437509008684,-0.03658653174359623,-0.17396261922416464,-0.1521859552801283,-0.11769598596391072,-0.1258305015960935,0.04619162639214817,0.28862194731028906,-0.12356149361402605,-0.22274999600158985,-0.3808719494821367,0.1340386697074468,0.0802085238695287,0.3850284090014298,0.15164870610568362,0.34798037865901715,0.34601168219951944,0.017219277370508716,0.32823698653178845,-0.0488870184773878,0.1449451396579904,0.8262087037907222,-0.17270773546128132,0.2564477754793609,0.05664063712352159,0.04098270748477942,-0.018136498657953304,-0.13901233872710028,0.038774257819703506,0.02098430036627457,0.3243949720281701,0.1687970429056084,0.3048881805544825,-0.2724680577277812,-0.2668575013046919,0.10465121040952903,-0.2797394764897511,-0.13095496745115387,-0.15569335744094626,-0.02770028214629427,0.29583907277476995,-0.0053835681807956545,0.18553589223305997,0.243996801053805,-0.12893529746369287,0.13338859659115507,0.08651346532346979,0.6541734184509658,0.15172656922869074,-0.02758752979739208,-0.40609322881848314,-0.3136172747156672,-0.35684810704141895,0.02185471408996997,0.519872687625682,-0.049858390941200835,0.1046017671191659,-0.12009524776846874,0.3004126667309914,-0.03502288847637993,0.008200870486936426,0.27190917330432673,0.22835551532996803,0.014060954524637799,0.2907861371254109,0.1530635154113311,-0.4081822597615695,0.08390406687334176,0.16729239097411652,0.1306953300044168,0.1617639333726139,-0.0018767971783257898,-0.1068574854927579,-0.14613919644123885,0.053870501007570404,0.2389942657631712,0.18500840366430038,-0.11534593425249953,0.441915686089601,0.005429019399415546,-0.20447365861925088
N_Acc_L,-0.4386925766202736,0.7596961865978907,0.042927507392607006,0.4124080720343438,-0.05721707743181162,0.6671190187565852,-0.01950661125685869,1.0,-0.40222377311192775,-0.30864244925185363,0.7691185354296545,-0.6272352130424482,-0.23206488934744168,-0.3506501951539078,-0.12412511527183082,-0.2000350578106297,0.4459335489164184,-0.06807817041348274,0.5915289529583245,0.5229642106462715,0.3554470258031125,-0.7086358907322766,0.09069827965159401,-0.3660254916175233,-0.6797141842226252,0.03388166042937638,0.06338472936382639,-0.013986347672115809,-0.31329148886941105,-0.038005052005093104,-0.04093790127171424,-0.0011699297167040814,-0.2064694747584798,0.013297972532594685,-0.3080673164866425,0.6210093301211809,0.37883697080842504,0.22580551091171747,-0.10551874758589178,0.35766178418069605,0.3044471546454902,-0.053710465320838986,0.24400821593217964,-0.5574275838808854,0.5407091224513715,-0.3954701936101374,-0.06705710254033515,-0.6086714102685734,-0.5968105117621626,0.15500882336625307,-0.37081970090077804,0.6776082440911527,-0.21990926222462,0.1617295244088361,0.3976659029820909,0.40766534071874405,0.46314819063220125,0.16563467127894788,0.04482862399869053,0.23928242356508253,-0.4167062114922867,0.6471738973791957,0.10630013325295475,0.34042085033626995,-0.033815327621506526,0.38372925932880747,0.6097243929792332,-0.5073611534960383,-0.21348080945796508,-0.05105991798028526,-0.5332164022147745,-0.3887001555928246,0.44662355872689785,-0.19654661008223892,-0.402552511734973,-0.18915668709203998,0.05879210222821422,0.22193192909948284,-0.44831773042174405,0.41992061829608207,0.3488293925022775,-0.2202049037856435,-0.3076389020212851,-0.3013569791723221,0.38114460964327584,0.32544940922765137,0.04979760390344885,0.29610114170688384,0.43991313076895233,0.4053511029974822,-0.3725668911487416,0.5090957603001395,-0.1716145597492492,0.5997299090337735,0.6403070208110268,-0.5902042516395053,-0.06960863214435158,0.4551713752505881,0.8779249726242924,-0.0077721091575804644,-0.6062799618887624,-0.3898135248228483,-0.11402282163149187,-0.21576082093982224,-0.14140993010575706
Precuneus_R,0.6398035912987224,-0.17356900356341526,-0.05399949502097985,-0.1623976623584372,-0.1064672339869493,-0.22531715547132763,0.6786965045032137,-0.40222377311192775,1.0,0.2535143353663263,-0.31603015966718406,0.2694771215362236,0.4169431206578251,0.6161312952637598,0.11036472906813292,0.28482400649146816,-0.05995940593306023,0.2002642173001398,-0.10518889406973865,-0.2621820533801567,-0.10684224725182105,0.7095803004045266,-0.03060296726364016,0.43135988822394195,0.5383566590938282,-0.1301217645120687,0.043260216323182374,-0.22065030810208694,-0.013073838242177125,0.22825038763480757,-0.02543784749955041,0.46073287763673026,0.08856693520864006,-0.2888777319855942,-0.1498599766614872,-0.0474896209503755,-0.11761361387578417,0.11908421416867507,0.10154405961529493,0.15884778049050352,0.2810361106974602,0.18813827467419655,0.21236548271421962,0.45412426971914327,-0.047999247138153366,0.7873185324407529,-0.13974120413095067,0.7281000407371258,0.336218077126524,-0.023475390301221078,0.5752686381472957,-0.5172959178471886,0.3155321939985296,-0.22339516357927416,0.1815411156043334,-0.11504862760559842,-0.13970878276045434,-0.3550002640778888,-0.330305582285561,0.13708854456118774,0.01307845132256767,-0.35751995565945344,-0.09819931700834894,-0.21063996764881585,0.4441361214238856,0.13143005695965496,-0.011860409669282812,0.35647041119092,-0.0669077645845311,-0.0030000460222741328,0.33265299687758665,0.9130456833435129,0.13110485910593464,0.25310022985379405,-0.20765201590639928,-0.13461356366649696,-0.15328558091313138,-0.16628717950755273,0.8161247965117575,-0.27267287996656064,-0.024235363867310716,0.09422193720989827,0.2491383594692091,0.02206269845671772,-0.24543342588942935,0.2575838418923886,0.28815755828561546,-0.06218697302168534,0.013686483647287069,0.09708879337862242,-0.24226917435565265,-0.03239102606534438,0.26137186528766454,-0.16169268197512363,-0.16070025930833481,0.4096374102891146,-0.11024793169856613,-0.3573901132723585,-0.3747943510869642,0.25685154879189503,0.3800706730087884,-0.027491820115589,0.6246858361994873,0.010493575731204392,-0.05424768908439446
Calcarine_R,0.06304402261996775,-0.3082794756768138,-0.019223302305246694,-0.3904579907558854,0.6431768253227115,-0.34988776819665496,-0.11425762585122683,-0.30864244925185363,0.2535143353663263,1.0,-0.413188226919413,0.3646264234034969,0.35570287676529566,0.06305665873787787,0.1338284209954645,0.061902694744223954,-0.15780547235891532,-0.5148384309770712,-0.3688676148061613,-0.45973454671545483,-0.07440676211436738,0.5139528408473568,-0.08455449394086362,0.3567588266445651,0.6812070602384565,0.2316650141184428,0.3355347597657051,0.4003961864803747,0.28340059208589874,0.8330906336582561,-0.3068470371216312,0.24592259963077057,0.7135780624264604,0.4040646309323886,0.5392960464704166,-0.34521047115513986,-0.1444606715092359,0.2586030255847138,-0.07804841834047711,-0.3400015644627235,-0.3328488379858194,0.27946225048109485,-0.6599295118857632,0.3350315354885083,-0.31331808324648835,0.13483800804602608,0.13608722056549274,0.18618210509804367,0.3729386266909396,-0.18794914330255083,0.20169052484523964,-0.6006252242096405,0.6786794246360554,0.17790072919977187,-0.12773449236550166,-0.6014790877287232,-0.451397483325449,0.34401090146057656,0.4415554297783861,0.42222529386786434,0.5984164753355524,0.15490584343601368,0.36339512147247743,-0.4941936106552314,0.03669456809748725,0.030381805080519415,-0.3085798711449446,0.2467156151023517,0.1496249064539465,0.41867117504870127,0.6892125922278197,0.0444545589809005,-0.4398532889751455,0.33558787251031585,0.3303895628483305,0.6237046093470143,0.45056954903804836,0.3400885893003728,0.047708348959033316,0.06535016665017006,-0.193687315186396,-0.03574801195290488,0.5623428245012194,0.4575927296961861,-0.11113783737923959,-0.21066909263430694,0.26315355132883506,-0.20286563170094782,-0.5029097556947097,-0.010181856471323863,0.43793999797551214,-0.27305901262453675,0.1798992736056887,-0.20858778861106286,-0.4839690171880417,0.7886833950935453,0.2080102105283122,-0.2783183671729003,-0.3045508191612819,0.003062630016011849,0.08956033167418402,0.32649920695280393,-0.016262879785535186,-0.040193399960149284,0.10581624263688122
