,Cerebellum_9_R,Paracentral_Lobule_R,Rolandic_Oper_L,Thal_VL_L,LC_R,Putamen_R,Cerebellum_Crus1_R,Temporal_Mid_R,ACC_sup_R,Cerebellum_7b_L,Frontal_Med_Orb_R,Thal_PuL_L,Frontal_Med_Orb_L,Occipital_Mid_L,Frontal_Sup_Medial_R,Cingulate_Post_L,Vermis_3,Thal_PuA_L,Cerebellum_3_R,ACC_sub_R,Vermis_8,Parietal_Sup_R,Cingulate_Mid_R,Caudate_L,Frontal_Mid_2_L,OFClat_L,Angular_R,Thal_MDl_L,Occipital_Mid_R,Occipital_Sup_R,LC_L,Thal_LGN_R,Amygdala_R,Rectus_L,ACC_pre_R,Cingulate_Post_R,Temporal_Pole_Mid_L,Frontal_Sup_Medial_L,Temporal_Inf_R,Pallidum_R,Fusiform_R,Thal_AV_L,Cerebellum_10_L,Paracentral_Lobule_L,Thal_PuL_R,Amygdala_L,Thal_VA_R,OFCant_L,OFCmed_L,Cuneus_R,Heschl_R,Cerebellum_4_5_L,SupraMarginal_R,Thal_MGN_R,Hippocampus_R,Thal_VPL_L,Temporal_Pole_Sup_R,Frontal_Sup_2_L,Calcarine_R,Olfactory_R,Olfactory_L,Thal_IL_R,Fusiform_L,Raphe_D,SN_pc_L,OFCpost_L,Temporal_Pole_Mid_R,Precuneus_R,Thal_LP_R,Supp_Motor_Area_R,Frontal_Inf_Oper_L,Thal_PuM_L,Thal_MDm_L,Parietal_Inf_R,Thal_VA_L,Frontal_Inf_Orb_2_L,OFCpost_R,OFCant_R,Thal_PuI_L,Cerebellum_9_L,N_Acc_R,SupraMarginal_L,Thal_PuM_R,Thal_IL_L,Precentral_L,Thal_VPL_R,VTA_L,Vermis_4_5,Postcentral_R,Thal_PuA_R,Frontal_Inf_Orb_2_R,Temporal_Sup_L,Insula_R,Occipital_Inf_L,Caudate_R,N_Acc_L,Putamen_L,Cerebellum_10_R,Frontal_Inf_Oper_R,Precuneus_L,Parietal_Sup_L,Temporal_Pole_Sup_L,Cerebellum_6_R,Precentral_R,Vermis_10,SN_pr_R,Pallidum_L,Thal_AV_R,VTA_R,Heschl_L,Cerebellum_4_5_R,Thal_MGN_L,OFCmed_R,Lingual_R,Thal_VL_R
Cerebellum_9_R,1.0,0.08967856839819173,-0.2310392799097331,-0.07089745016659667,-0.21921407622514866,0.13839727131021273,-0.026585363775199797,0.05305710119527329,0.23842134695596892,-0.10252219475035196,0.12490493503094616,-0.09934983640660072,0.182783739040362,0.05065140470179685,0.20817168271415787,0.20978991055037519,-0.29173696864195775,-0.0475145281193129,-0.12865375678599184,0.0394621227180247,0.47291679424362076,0.04315950768756678,0.23363862177017114,0.26072708079383716,0.1431811978855662,-0.17638122806022102,0.07588151586828712,-0.023930056158782607,0.18821504113441898,0.1326392771148045,-0.17237444907284746,-0.20789903910525404,0.1060034952150072,0.3130707056358731,0.13169261376711114,0.21006815061907577,-0.35348445371967974,0.24558269008748002,0.23408159961116942,0.17536800605447916,0.21415121933685208,0.25853117618939403,0.4534240096126553,-0.14492711678233308,0.3244734881511117,-0.006976074322753143,0.06990517432698298,0.278356567579276,0.16188490897250635,-0.07868742335049374,-0.04278365548261306,0.11919381487384115,0.07880246697470364,-0.12566473084750324,0.3026117125026542,-0.07882773473463289,0.021543767856542738,0.27035216878420354,-0.34654512174709284,-0.18890940413561372,0.21294794912367865,0.16922122815336668,0.0603365653443067,-0.06425924898220892,0.11891109014146403,0.12778206277563137,-0.2529420421650058,0.10240281642836392,0.12338342656381587,0.11109570808774998,-0.13045860977172904,-0.15161796467741714,-0.022878981509671204,-0.048089627780246676,0.03954396070801562,-0.04811867285478659,-0.016310078428363066,0.1812225076830991,-0.1115700167379331,0.07353599992226463,-0.1133192332371154,-0.1836924947282534,0.06891304203976166,0.045869660976765037,-0.051676157351085696,0.08892103446989899,0.04520269767633053,-0.2035676586779154,0.11272584546747522,-0.16714870855177805,0.1808325607321103,-0.289371930310845,0.09557988283030079,-0.12071318245880204,0.25185901263765414,0.044093200515931005,-0.19974370435542046,0.1837425172877024,0.057859960902768695,0.1461753682322424,0.22044910391464137,-0.1997975365111355,-0.2883101720574369,0.11405790961409255,0.11639667364238473,0.2900723065971975,-0.2328656221845289,0.01172035244186876,-0.19540225131206973,-0.2373235277040228,0.2387552085213116,-0.1735195422231862,-0.007371137883661911,-0.2834532377254702,0.25680708232935795
Paracentral_Lobule_R,0.08967856839819173,1.0,-0.05931612793173399,0.22689739774139892,-0.2429702069662612,-0.031100642319591438,0.10977304077822178,0.27244623153307024,0.06531242769337031,-0.13586303763173288,0.0909851899356021,0.13310902156245102,0.10933246739144649,0.3345121673032812,0.23993476010094966,0.39071823048777066,-0.09551051923102688,0.18866639690393475,-0.0333266347149691,-0.048251041859871356,0.07131977172269433,0.702913022008949,0.46547742402748166,0.0739563229834274,0.3433473485047483,-0.06404974375999067,0.35714697409738055,0.0983862017866326,-0.008795979316796482,0.06261295260920087,-0.03585082667027585,-0.07059872612379169,0.16008734009598924,0.04861990982855012,-0.14696414326994436,0.28855359985029405,-0.3494902820077048,0.17628254354921602,0.22836965477809865,0.0079481256439022,0.1143107512266498,0.04936672021943856,0.09163063296029472,0.35272058236819387,0.2983314358712421,-0.1654474130199124,0.13074367184075955,-0.04117346873930133,0.13033304301011367,0.18753781060528224,0.2291621356760696,-0.004820297068393877,0.592292653167797,0.19327851463324203,0.1842652320656452,0.20277249835103764,-0.024826166705950312,0.3355710183812265,-0.016262879785535186,-0.007359482404358267,-0.11767179282679623,0.09592699625079378,-0.009652320400322203,-0.09364154000711136,0.157996509696336,-0.11911173028367725,-0.19981727917467057,0.6246858361994873,-0.17840340959312218,0.7290110766026475,-0.0926394714004624,0.17567590733083713,-0.10756270079500004,0.6580761638886155,0.12480083487245895,-0.2125689974669538,0.09530106371498855,0.11007698653322129,0.19546055402832013,0.17648173253546903,-0.05748725978915653,-0.027071359016256038,0.21897516462379474,0.09951696946034425,0.24712430675152405,0.2860022281999113,0.15291437189102547,0.12780397812803382,0.8300601926398123,0.02489569180052085,-0.021277836447603376,-0.14335523852304932,0.04163183711374587,-0.07436886375212631,-0.03837333056676916,-0.11402282163149187,-0.25243925918467175,-0.12765408117798088,0.235355767184548,0.7191353888686084,0.488966937102429,0.014167082600139018,-0.07648422872229532,0.6868096886893863,0.0896075910736474,0.10605240494351342,-0.25697777339103645,-0.04260251968069045,0.20527239064423605,-0.06764752972154754,0.2796454701923424,-0.11596435231670175,-0.08894982158936861,0.02038047536255377,-0.027031250800120827
Rolandic_Oper_L,-0.2310392799097331,-0.05931612793173399,1.0,0.41881323833588335,0.23240214363736833,0.07816693300721932,-0.4823484859037731,-0.29420022404060026,-0.0944973332901869,0.11347159631442374,-0.46946641752831886,-0.007375437268901202,-0.49127128519566027,-0.18639619592486942,-0.15487279142903812,0.04733168373293605,0.608573039750459,0.1525549496402939,0.5575286178482546,-0.041575242667299964,-0.5604593976009864,-0.23421111863363417,0.027875811367330847,0.08923786451847562,0.38801319725018435,0.48845378353200664,-0.46903981842787507,0.1511743873394904,-0.4370640401564114,-0.499422671442142,0.4101543534385544,0.4776966654559545,-0.13156585091697937,-0.3002517206032109,0.024175056201660543,0.01541194167701723,0.4514861524764912,0.0895900149174124,-0.28491940306261143,0.05129515836616555,-0.3390200991557054,-0.15527690766512992,-0.41898661939740306,0.5245330530114507,-0.4081634617904893,0.10503644164692945,0.13975963946444464,-0.21153439454921835,-0.3207903550887959,-0.09314754630417658,-0.04134981757116691,0.08308307831062375,-0.41229469746996716,0.3443238124509423,-0.07643776929015272,0.30154033575194705,-0.3337921593150659,0.13895634034088863,0.3400885893003728,0.29883157968049134,-0.2643439710547048,-0.04022199059787919,0.014412910335182431,0.16401046942572584,0.45101176656092073,0.2920420087757784,0.23077314947698754,-0.16628717950755273,-0.013236121460207625,0.025944237250348254,0.62909359323986,0.7285477370838955,0.6139667891684442,-0.20887223886710066,0.41420678048584153,0.5803894852966007,-0.14356377578175566,-0.3432184404360656,0.06523629781864754,0.12359464790881766,0.21703205155779873,0.6386980400432145,0.21062781031095115,0.2734783912160353,0.7475042630665973,-0.040832113619542657,0.3503252854443735,0.02255215200272048,-0.007429747083800327,0.473483883177501,-0.3191231904093239,0.8220834416869861,-0.19397857336801158,-0.000297041053017608,0.04129465606472486,0.22193192909948284,0.5955185150301613,0.06742765166315048,-0.18266900743259146,-0.2845564578894623,-0.44501844359818976,-0.1077566726927791,0.029164332579325984,0.20750324746858495,-0.13423344710383897,-0.1203449407005823,0.7163320531315608,0.28050052826926375,0.21346259712023202,0.9235012749646974,-0.3171000558910293,0.4544448811813139,0.09682737175804347,0.25623444429159886,0.14435939167101683
Thal_VL_L,-0.07089745016659667,0.22689739774139892,0.41881323833588335,1.0,0.22041404586338162,0.06362670325968833,-0.20496167715353353,0.0024140339253637456,0.03419579821259659,0.38429080449961556,-0.4154976830657983,0.5267502987544581,-0.3842538264175372,0.07727424679158594,-0.07836751559818259,0.43746083567445,0.6135269479690857,0.3166798427071499,0.6388501947843344,-0.30944056481935334,-0.22578244548171358,0.08255741072941596,0.4016066684939583,0.16441040365773354,0.31758614986713135,0.48492927357484256,0.05779228848838385,0.5697275120940897,-0.5021698902998647,-0.2716957248010847,0.12330627216031463,0.10203129418239894,-0.24740040486053302,-0.27607075901889744,-0.19116851826711642,0.31869179256916363,0.13485750944297367,-0.041922638455073054,-0.28724380729757387,-0.0997321813984019,-0.2523308963007296,0.18260257977137442,-0.10686282954512889,0.4233055090445191,0.11156755045687154,0.242331872512068,0.06834918723040535,-0.4661414494646346,-0.44588133318542067,0.26556522685492556,0.1721387306058482,0.27383519732734657,0.2873130602810654,0.5181795701068885,-0.09992262258152838,0.8021485702517263,-0.22728520222768359,0.04942646041366357,0.38099927167241343,0.22024179760965112,-0.44997510161669957,0.227518886553138,0.29770231078777154,0.3037386299600794,0.35086282162244814,-0.14219720680398906,-0.07147971966344169,0.15230601299322208,0.03766408309581742,0.32276090338197033,0.42166376837439273,0.47349609085541117,0.675145288904299,0.33273012398126806,0.6024410920402927,0.16941420483851652,-0.157812835954756,-0.28141211094839125,0.20879785649035817,0.30516079601659307,-0.24163437286593908,0.3864657601460583,0.7158432670125184,0.7061847539318769,0.2980479852370841,0.6598900613969365,0.2688214776427925,0.21965225990201453,0.24488644655095904,0.6314604717388695,-0.4272887251171112,0.3975457593248721,-0.16173233414797406,0.16220793885622922,-0.028824563504567444,-0.32889522354914635,0.4565753559661966,-0.2921261150377994,0.23164628969108197,0.12382609373180288,-0.16475319428238264,-0.13579749150211107,0.21315226306362944,0.3084236930912363,-0.3105845855798284,-0.21625978525242237,0.42739597354737263,0.08092413350704995,0.24013289074356337,0.4995753945195534,-0.01818896935265634,0.3809512952934836,0.005354270551354338,0.26718774427881997,0.22424394028658287
LC_R,-0.21921407622514866,-0.2429702069662612,0.23240214363736833,0.22041404586338162,1.0,-0.22386396599371697,-0.0513230873710961,-0.184067970383063,-0.20699602796554667,0.5989916535355982,-0.49720574243543314,0.056969159668540915,-0.4363464551970331,-0.21082819440560105,-0.036766984907122664,0.1281307688866272,0.6078735835962192,0.31586558459460695,0.45452921872667834,-0.12701197329414152,-0.272180485805288,-0.3335148364011524,0.02228721231011425,-0.39433349143319246,-0.1352131537443107,0.2552587544164187,0.013196171760381641,0.14057147939834572,-0.39499191911385817,-0.09643035891659647,0.3096656577244552,0.07449900411727371,-0.7146654413159905,-0.34190118396696006,-0.29048821631605776,0.27753194500264294,0.6501440589087474,-0.15404104370130095,-0.6485293369684167,-0.3318813523238091,-0.35809724160224626,0.16441103658527648,-0.07480033175410228,0.481751634333387,-0.48324873682129876,0.48651582029698326,-0.4511187611726645,-0.2736848870694307,-0.6325683999766728,0.2389252053247261,-0.5123431431767294,0.3969005448940982,-0.042237340827826125,-0.08805190399220295,-0.5268153897575041,0.17311911384564407,-0.16928646081430337,-0.3364276801555899,0.6237046093470143,0.13904205366512307,0.16274652347707225,0.2958107659474728,0.3065624950340814,0.6288269959246577,-0.16321241307932868,-0.13581404641561268,0.24341872361802086,-0.13461356366649696,0.30474574434243606,-0.051615479945856656,0.5582359163232394,0.15126949608141504,0.31625868179056876,-0.12459220165687095,0.02042138249070452,0.29518513574323746,-0.5659151054786178,-0.42428326589716214,-0.3439412568576962,0.14807643030129475,-0.21053237394441507,0.47804069406911165,0.2305670693261811,0.46222618604925375,0.26200663088003623,0.141984380141099,-0.3490767629940505,0.28285870362417775,-0.2895925476402948,0.6778383131832678,-0.43179193029043117,0.6088189165527198,-0.3806630793845728,0.08416340555927905,-0.21672261600270964,-0.18915668709203998,0.5454183143010266,-0.16419261951169414,0.2562419739135217,-0.25506131784910274,-0.42500995385171075,0.1125954615635247,0.45672455031673265,-0.053594094545562354,-0.42090562448629154,-0.3285508715039451,0.5913096088961216,-0.382452357926143,-0.2556214359119484,0.3033466124729718,-0.4091328503968966,0.4299268415827619,-0.3708227914965969,0.5096817510278152,-0.28460086789416633
Putamen_R,0.13839727131021273,-0.031100642319591438,0.07816693300721932,0.06362670325968833,-0.22386396599371697,1.0,0.027207991259356325,0.21105375799368412,0.5989504715096243,-0.32240641362108496,0.3411148891758701,-0.4302772889640338,0.26764759872704463,-0.14451201026809513,0.40179109369443927,0.21562460049655752,-0.15297408192259818,0.027758354119964468,0.015905852493423883,-0.062155128957656,0.07813447774918626,-0.3706101074093168,0.22392513323573282,0.7893298491042371,0.45652835531813835,-0.07264874758465699,-0.40944150402733137,-0.35000377722690407,0.3331902926921194,-0.01780387205512978,-0.11129550374060532,0.5567026350833654,0.5154183703795705,0.5480937172494829,0.6761088209673091,0.19150612273840412,-0.04001531288800398,0.4837021739101566,0.4001128192033761,0.8797474639612884,0.47191938957135854,-0.07453261765228464,0.09060202456088479,0.03252718136644053,0.14468266467904292,-0.3014009427653858,0.7654608399589384,0.4251557313133376,0.4934338384695129,-0.5368827182241519,0.538329379967049,0.15048642962165923,-0.07904392088409505,0.10794049102314265,0.7402204810640796,-0.26814870614124875,0.2286787331340037,0.40931816936011056,-0.2620933239337165,-0.10613609281267622,0.28874268629323946,-0.2550590756110463,-0.05375718210568425,-0.42983196039814886,0.4117637774596852,0.39258374028793935,0.07371222641317503,-0.23303973488731028,-0.0034504027904607363,0.004236921934107983,-0.0007776238190891191,0.24740733419350905,0.18101556310926034,-0.42869099362717095,0.31499201735614796,0.29002270964949434,0.416273782357482,0.5545774830450433,-0.05036154683024554,-0.4422284151379841,0.7301924797498126,-0.35824425609530763,0.1376544950909541,-0.0907803054343485,0.07951367551708223,-0.1377073880850398,0.43707914720091107,0.11597746055857308,0.1597125840196931,-0.0996041224852449,0.7215059435797002,-0.18099430038653624,0.6709798702645666,-0.1401706546736943,0.9092359616434942,0.7552242759296539,0.22989272704905941,0.4831824161008511,0.15331655778394387,-0.18881418903195446,-0.16708633538004594,0.11401652800020769,0.04488297402229854,0.23223781703962745,0.434193551307042,0.6540460767658504,0.0503763934552434,0.5152496297720652,0.13432530951416335,-0.09551778069784929,0.43383347530295596,0.128143093659812,0.31596707569003973,0.06489965321184989,0.7291697429625423
Cerebellum_Crus1_R,-0.026585363775199797,0.10977304077822178,-0.4823484859037731,-0.20496167715353353,-0.0513230873710961,0.027207991259356325,1.0,0.7372552651955379,-0.15873725562113178,-0.3267977345903152,0.5198006272924671,0.13241023894239404,0.5561993040789419,0.4397252360743797,-0.16451056626371538,0.0015635124275631938,-0.2775901193638596,0.18107772490304733,-0.24640859241871696,0.0007888319112973087,0.34135346421091634,0.28287204474348904,-0.25745696942721,-0.03040244294635029,-0.32366757686247455,-0.4036037199332741,0.5223139126302804,0.06890470022350564,0.5836791093600043,0.6392878506001548,-0.1895197925866516,-0.3857501711184594,0.23960115762924572,0.1158993111711876,-0.012316678099903486,-0.0295910600945503,0.010635151173036563,-0.21910341461191488,0.4435305164938182,0.061981717659593295,0.6027833935206137,-0.14796419520975576,0.06082671094841654,-0.3592443859338546,0.3951764493074148,0.026969457378328378,-0.15472910178042248,0.3202566521051171,0.2809951700452216,0.393554922687585,0.09279935034806973,-0.1663633177931541,0.3943354923224659,-0.14943351300393945,0.05346651734342912,-0.01279695583238874,0.6182983017552779,-0.19168185509398475,0.042259761536153406,-0.08405287545014618,0.33165259477309905,0.07614985741833286,-0.3565038581276356,-0.31310629427501696,-0.2751338238491537,-0.10342071113180037,0.2512759952675007,0.3513351174381491,-0.040981252662089844,-0.2644107709771111,-0.3644211423601633,-0.15395417137642564,-0.31488480420446097,0.22480458955827454,-0.27716457978268044,-0.5054909572651992,0.1292548676118246,0.29595615204840964,-0.0849149432421016,-0.05429369351656429,-0.11466836275457398,-0.2950461538147389,-0.04304829917935306,0.05928913477987754,-0.3666027852628742,0.29344313858377546,-0.1441761939720891,0.4258329996237835,0.015324705153338718,-0.2660547757594519,0.2716878008144549,-0.43566344929793555,0.4495016885050383,0.005796195882497136,-0.09435437834484214,-0.1509254166355265,-0.40574289532219593,-0.1406889879218005,0.2892312539712832,0.3574967223887507,0.32897767793176386,0.5096076017791676,0.4427025712935541,-0.16688890275863208,0.4200822260583226,0.07990137061842166,-0.3276803683451079,-0.21735506663171875,-0.048218124053621844,-0.5463739914253509,0.6014141087970355,0.020217879452106735,0.16184037325589187,0.2201492607261326,-0.05866594220049329
Temporal_Mid_R,0.05305710119527329,0.27244623153307024,-0.29420022404060026,0.0024140339253637456,-0.184067970383063,0.21105375799368412,0.7372552651955379,1.0,-0.07063390750747263,-0.52977676760778,0.6063770422139878,0.15066858213092116,0.6401166890168828,0.42311456657427676,-0.12737438686217167,0.2010191220654436,-0.2273702521839244,0.34432992809758456,-0.1370219068455682,-0.0822976680097133,0.23004233216332243,0.3222536260248724,-0.09407701438302367,0.20628662163565936,-0.1080713432438936,-0.419166230099579,0.45362336019792043,0.058318070703822986,0.6179670984123589,0.6335938323780511,-0.25147387573377655,-0.17607499565597268,0.3934782849421327,0.1585192469341762,0.022108120238413975,0.17185010582192642,-0.12181787365738081,-0.11872754690043469,0.6502960265406256,0.21404589879555616,0.7268493612300924,-0.0818968182467646,-0.02646611422742285,-0.20728734002900168,0.5527008654627613,-0.014955475990797247,0.058142852995909294,0.334152965766264,0.4006127277274101,0.33234736760825434,0.37473598005532016,-0.2353877938944072,0.5213169931653021,0.1395664273965122,0.3456019274089827,0.09015572094160935,0.5857612360124536,-0.05792964169445109,0.11569449320172852,-0.10455006872880128,0.26890722498992387,0.12755264996453444,-0.5175358194632614,-0.5255248290195005,-0.06106297941438627,-0.014295966440917865,0.16554448186753962,0.44445261074961234,-0.03568885407084666,-0.062082806024239656,-0.31790734481299804,0.2052867435159413,-0.19862272247948543,0.28356622747424476,-0.023834307384898782,-0.5506012774049921,0.16657645045310193,0.31596546533928,0.07783331505932144,-0.027411306849536087,0.022804659644097704,-0.302231122908899,0.25292176828871216,0.16156046863053392,-0.15036198038128284,0.4795607364587262,0.10585941136681067,0.5371818633030143,0.34547199563545883,-0.15424109157345398,0.32045229322565116,-0.3975741103843386,0.6422033996144596,-0.07401839273835892,0.04003750116161153,-0.04946911418028177,-0.4362210402355896,-0.1092452380708183,0.3938141233143559,0.4511624736748479,0.29393341556512953,0.4768697628658584,0.46338002531204836,0.17929803289933785,0.6296221477593027,0.2540658949557092,-0.3397198666560986,-0.10324987408451533,0.11917646114955198,-0.4216477880101921,0.6524995368285669,0.17502602033551434,0.2132243168674113,0.3390220370602239,0.16457602037662386
ACC_sup_R,0.23842134695596892,0.06531242769337031,-0.0944973332901869,0.03419579821259659,-0.20699602796554667,0.5989504715096243,-0.15873725562113178,-0.07063390750747263,1.0,-0.17415893491068146,0.23466365254418542,-0.42615926972638324,0.16608758008069713,-0.24936478210685148,0.6929009665735234,0.23884648974341113,-0.25033249937289964,-0.18690006213202695,-0.07486586509252174,0.014356217066006078,0.3221873775400426,-0.25018279947947264,0.4609445427259544,0.6044861778876516,0.5472310692166698,-0.05390458780494958,-0.2767435444812574,-0.40351808342209466,0.16846412089150564,-0.09659995710755856,-0.08929465816929398,0.39310610146599234,0.31719340265564894,0.4940339818621394,0.5734314422207251,0.21939340085057019,-0.2872893157847151,0.6167638378560564,0.2508746477055711,0.5680112753795932,0.27367737737160425,0.21449708415407925,0.22865413300544946,0.17316933982541483,0.16103869063554255,-0.22820070661987113,0.6186461525949257,0.40089417306831143,0.39269103358216245,-0.5292870690156416,0.2967278875403494,0.19701790552388287,0.043822674611844796,0.0020980996367305394,0.6068173460924112,-0.28523190441644836,0.1460490493678273,0.6849284353362264,-0.45973454671545483,-0.13254823658735093,0.2578628356330183,-0.008265442927476876,0.06606936847314303,-0.08574134216283948,0.3966986535170098,0.3570823072089981,-0.11876045480458354,-0.2621820533801567,0.17612918701105532,0.35740914476193286,-0.1728187210816421,-0.08855515183645775,-0.016522390874841773,-0.24921135181424706,0.2256801597725227,0.30300944825043924,0.23480118541099243,0.41282619879557586,-0.010250612885942829,-0.3744902664730964,0.44831833612421224,-0.4817617861131044,0.19623050146993393,-0.1719841223234064,0.044559581660016105,-0.13437368321690582,0.23391076547084766,-0.2535702415453939,0.26564516271424393,-0.0688697609395571,0.5924160742454961,-0.32920746440270177,0.40042635343642236,-0.05840693012745029,0.6443753047384703,0.5229642106462715,0.04494542025421143,0.4174757783081251,0.20886252184784396,-0.1467154448560404,-0.09344293409349826,-0.12140168613079728,-0.20907634683454293,0.31506585073441157,0.16881820763777766,0.5547677241028508,-0.11537939302974627,0.20860144548622497,-0.06399522993890905,-0.1948340270555772,0.26488216496791556,-0.04015781174874041,-0.13626995497787675,-0.24735685221178388,0.48582143100603514
Cerebellum_7b_L,-0.10252219475035196,-0.13586303763173288,0.11347159631442374,0.38429080449961556,0.5989916535355982,-0.32240641362108496,-0.3267977345903152,-0.52977676760778,-0.17415893491068146,1.0,-0.7801793146002854,0.34031306186740556,-0.7379100132012612,-0.27333978714631707,-0.04661976134352417,0.07705426999202201,0.6573669597061566,-0.006377656826022085,0.5596897124155302,-0.19282692999855536,-0.21082188480711572,-0.24862384099736998,0.19526669672082625,-0.4184291538890353,-0.11473984014620502,0.5949994406912072,-0.06453655426305684,0.41554325746469495,-0.793541537648076,-0.47293709511482007,0.25706408124114416,-0.10872040436634021,-0.7171333773954808,-0.4449706350178427,-0.24807429601180314,0.11036918462112527,0.35050925645270603,-0.16567806555350195,-0.8427473775881416,-0.5035540531693918,-0.6828568777323669,0.18186712253224357,0.16310261264466083,0.33017940653530525,-0.3623222744587807,0.3989128256229845,-0.3361293703400019,-0.6113210411392608,-0.7975976688954837,0.18467405311314466,-0.39310879415797545,0.4283243396064643,-0.0334603626718472,0.12182006186848036,-0.6447875772163879,0.3601312342740624,-0.4418851243881719,-0.275013624215063,0.3303895628483305,0.16822088482804376,-0.34156413844718203,0.12644139675396038,0.7350885443218306,0.7379843971850549,-0.0676546182307359,-0.3463323134437877,-0.2813274027603979,-0.20765201590639928,0.06185227191922044,0.15903209750020247,0.4431007238286008,-0.1407261768436229,0.4026437474048417,0.04639585006091783,0.14894873813858922,0.3596856166566864,-0.32493063449193754,-0.4076008356878813,-0.03772441465893577,0.2383164977673902,-0.375983282977092,0.41839228925971716,0.13756572853953566,0.39659017258881374,-0.00687809675498271,0.135762297819147,-0.2731604788838546,-0.032086979257084945,-0.2841452904866737,0.4478284859526053,-0.6120367379841738,0.457966114741487,-0.7415561960623319,0.18563042663168874,-0.22692541623688844,-0.402552511734973,0.5915094722552606,-0.33225785525102286,4.285129938807363e-05,-0.250149679877167,-0.36593486333237846,-0.3994062576667145,0.18014709016325273,-0.13679460128561163,-0.8681090586601248,-0.5566852618442815,0.5189181077186863,-0.06753463863449549,-0.042541860910521236,0.2963795688308196,-0.44511897945772694,0.0680997592866659,-0.26938475353885616,0.07601516940753021,-0.246189320472139
