,Frontal_Sup_Medial_L,VTA_L,OFCmed_L,Putamen_R,Temporal_Mid_L,Thal_LP_L,Vermis_7,Temporal_Sup_L,SupraMarginal_R,Amygdala_R,Caudate_L,Red_N_L,SN_pc_L,Cerebellum_7b_L,Thal_LGN_R,Precentral_R,Cerebellum_Crus1_R,Cingulate_Post_R,Thal_VA_L,Thal_AV_L,Thal_PuM_L,Occipital_Inf_L,Thal_PuI_R,Vermis_6,Occipital_Sup_R,Caudate_R,Thal_IL_R,Temporal_Inf_L,Fusiform_L,Thal_LGN_L,Thal_MDm_L,Angular_R,Frontal_Inf_Orb_2_L,Vermis_4_5,Thal_VPL_L,Thal_PuA_L,Temporal_Pole_Mid_L,Frontal_Inf_Oper_L,Precentral_L,Occipital_Mid_L,Calcarine_R,Vermis_10,Vermis_9,Cingulate_Mid_R,Frontal_Inf_Orb_2_R,Fusiform_R,Hippocampus_L,Cerebellum_6_L,Supp_Motor_Area_R,Thal_PuA_R,OFCpost_R,ACC_pre_R,Hippocampus_R,OFClat_L,Insula_R,ACC_sup_R,Frontal_Inf_Tri_L,Cuneus_L,SN_pr_L,Temporal_Pole_Mid_R,Parietal_Sup_R,Rectus_R,Thal_MGN_R,ACC_sub_R,Occipital_Mid_R,Thal_MGN_L,Frontal_Sup_2_L,OFCant_L,ACC_sub_L,Thal_AV_R
Frontal_Sup_Medial_L,1.0,0.22003818061855474,0.30133238765164905,0.4837021739101566,-0.1462371634145045,-0.08640529151224592,0.32218855409750696,-0.07598266737190865,-0.14363047561546877,0.18845709821439569,0.3924393658566445,-0.03529758907082978,0.35606337029826224,-0.16567806555350195,0.27188439744525866,0.5126358819007044,-0.21910341461191488,0.22841625008883998,0.09776804222310265,0.09863068671816633,-0.002688803996319313,-0.012726147703431714,0.02888860543870745,-0.09733301600765118,-0.13608211820853883,0.5858862552556449,-0.11734045719956686,-0.16414558421439232,-0.014263632140486125,0.2372551019712137,-0.006133390845221863,-0.27666820746906934,0.48556595327419133,-0.28719529734185,-0.27982789613945225,-0.02458334948482162,-0.05260444325910616,0.1734141434248252,0.36364481663269826,-0.06694344905573904,-0.451397483325449,0.1489543002413967,-0.11855634846169019,0.6112489298684687,0.47841085718173987,0.14557541592101572,0.2706497218430241,-0.20867851851342967,0.4737176520786446,-0.12559469280305552,0.22772790176436164,0.5863713623593186,0.4185239037621983,0.09751836314485376,0.24505955024841267,0.6167638378560564,0.38159964079486053,-0.3893022643798241,-0.08867952270758801,-0.12155936834020417,-0.17346985197044473,0.17565317289773846,0.04866399526589962,0.04662415889335552,0.15720902884690127,-0.09116130813361624,0.795431692927447,0.37515935716679283,0.08325952598930263,0.20528118541719434
VTA_L,0.22003818061855474,1.0,0.2214478333408031,0.43707914720091107,-0.26926040972175797,0.04382045565789654,0.12822761627204435,-0.023712225230393964,-0.015663643410059817,0.4491126939494609,0.46459694628978604,0.08628185946016641,0.4090943175561165,-0.2731604788838546,0.25428449640716,0.2359150340575709,-0.1441761939720891,0.020668088210710683,0.37856135106629907,-0.16370855997348546,0.3475877039650057,0.03538613449937628,0.3058879631956824,-0.16374958749995827,-0.16194379663832553,0.39286888751386656,-0.1933823788347712,-0.3302996046191401,-0.17556693400682108,0.04868270675825525,0.3314986474369274,-0.27290880310035914,0.10375506384007584,-0.05831627017021818,0.11520919699575455,-0.06902506693648632,-0.16003375885032076,-0.04559993935009683,0.17595471774512078,-0.009870147933079576,-0.193687315186396,0.2704317792406976,-0.18923666579318116,0.12577334442848634,0.19861278686174352,0.16264230680190267,0.33372350982193066,-0.3086352703636878,0.0906872959969683,-0.07590534023587259,0.25509147973112345,0.3303002200911939,0.4387035509661533,0.11719801713107637,0.3074791194437154,0.23391076547084766,0.12901162262635474,-0.2851943437871457,-0.20570853710423276,-0.1476647089736519,0.013478947287478294,0.0492070882060563,0.39200673303068173,-0.2590209502849412,0.06803463736575366,0.005443602696930921,0.3159963462561615,0.019909337021743037,-0.19760149539870878,0.4035963715717354
OFCmed_L,0.30133238765164905,0.2214478333408031,1.0,0.4934338384695129,-0.590480501746507,-0.014263007108441523,0.670205820697208,-0.6191350829408278,0.011993089659749202,0.7402363245263849,0.47667031424638234,-0.4871411092047275,0.09324555514142324,-0.7975976688954837,0.14978882044061176,0.12765501426318807,0.2809951700452216,-0.07583395297331001,-0.1324098062722274,-0.03537132304684724,-0.06257474937983248,-0.2838113369402887,-0.2661460599156114,0.1606400617086224,0.3591087709943909,0.4216312138571524,-0.21931332455903058,-0.03602635962902953,-0.4281817292779002,0.18165104346870917,-0.4333964647636614,-0.06355479770014325,-0.2787497041309421,0.009385474077814737,-0.4954437750885337,-0.1148143243520325,-0.4644965430600474,-0.5006629080719848,-0.1802761613178657,0.18857586700148216,-0.4648415993797419,0.7181048282905559,-0.26337704385534294,-0.0609899114677869,0.7990445897916294,0.6733683688423661,-0.09030230565393309,-0.7739442908214387,-0.05123835137342287,-0.5448159870267738,0.5002083889875923,0.45349867485972156,0.7172922770331571,-0.5312174269351783,0.7372800977142854,0.39269103358216245,-0.4542178381911211,-0.5993842699008181,-0.11419407965651726,0.09102123455233808,0.14861035543076795,0.45322180571326004,-0.1437375628324667,0.15732314804819228,0.7439638885688409,-0.27342500113078994,0.3691661118111771,0.6723479716024713,0.12944886817495116,0.2283861374570639
Putamen_R,0.4837021739101566,0.43707914720091107,0.4934338384695129,1.0,-0.34100542337305684,-0.08792942677997762,0.34033801178903966,-0.18099430038653624,-0.07904392088409505,0.5154183703795705,0.7893298491042371,-0.19382286051700054,0.4117637774596852,-0.32240641362108496,0.5567026350833654,0.23223781703962745,0.027207991259356325,0.19150612273840412,0.31499201735614796,-0.07453261765228464,0.24740733419350905,-0.1401706546736943,0.04036474351522224,0.14777377030772781,-0.01780387205512978,0.9092359616434942,-0.2550590756110463,-0.12582002446511795,-0.05375718210568425,0.28188837716727994,0.18101556310926034,-0.40944150402733137,0.29002270964949434,0.11597746055857308,-0.26814870614124875,0.027758354119964468,-0.04001531288800398,-0.0007776238190891191,0.07951367551708223,-0.14451201026809513,-0.2620933239337165,0.434193551307042,-0.0038273621933551786,0.22392513323573282,0.7215059435797002,0.47191938957135854,0.28484984171277655,-0.25165929242364193,0.004236921934107983,-0.0996041224852449,0.416273782357482,0.6761088209673091,0.7402204810640796,-0.07264874758465699,0.6709798702645666,0.5989504715096243,0.14988962289441868,-0.5042518412772412,-0.3915438971740687,0.07371222641317503,-0.3706101074093168,0.2738836939938583,0.10794049102314265,-0.062155128957656,0.3331902926921194,0.128143093659812,0.40931816936011056,0.4251557313133376,-0.06813721213244552,0.5152496297720652
Temporal_Mid_L,-0.1462371634145045,-0.26926040972175797,-0.590480501746507,-0.34100542337305684,1.0,-0.11643887472797955,-0.5836155731723298,0.6433734279566573,-0.21217558646520082,-0.635301757816398,-0.42706996538568026,0.3446487286787571,-0.10683118537983617,0.554850296496439,0.023510617016937983,-0.06550466632835429,-0.29681010067592545,0.0859138895077112,0.08978557361355934,0.16638177771959548,0.09298433106980043,0.17555730516702717,0.033380900158836505,-0.09527212591725041,-0.283167637151941,-0.33537024086598993,0.1888681771556407,0.21376943493924735,0.30151621107662485,0.029627770421665093,0.3423991526176395,-0.03353112923047311,0.2863385153383848,0.01426274251711713,0.23530349196388778,0.16187095303804505,0.4907208217211345,0.6594235295980838,0.30951452468637397,-0.12556144780314402,0.4575927296961861,-0.4971336180937309,0.26702009205614763,0.04458248765467416,-0.5597228132662226,-0.5960804421918781,0.16467493075112263,0.6363945956012494,0.011922635617411975,0.4532117771650142,-0.4561264063505463,-0.37847440569680185,-0.5526070286121367,0.31170110387994615,-0.5786381229991457,-0.351395487923765,0.5010820107739197,0.5505057127493131,-0.027757375027500062,0.17874428048800922,-0.084868951943012,-0.11106568382391424,-0.05239128620739518,0.06765712808221896,-0.5400746626033552,0.1937350979859642,-0.2633838617841569,-0.42488337587881286,-0.124279365010617,-0.1630895057625053
Thal_LP_L,-0.08640529151224592,0.04382045565789654,-0.014263007108441523,-0.08792942677997762,-0.11643887472797955,1.0,0.2668386125371397,-0.4274940765402995,0.2558014803732516,0.00599886925991443,0.1385334636499744,0.152931909845131,-0.06624595495538271,0.17369334479858692,-0.48254890017861435,0.002977455749924506,0.01197982692731339,0.11697287002013164,0.10656467339001469,0.2175687078800152,-0.23313142246251076,0.0661712461075802,0.2664741203995057,-0.22956215353707507,0.03796680962970742,-0.0632781290012402,0.1618485593341653,0.0813827779681708,0.20945695416705992,-0.05560461780551407,0.012533294988769369,0.28398188862345514,-0.19840571091138784,-0.28861745921965115,0.3793523889278135,-0.145615101078421,-0.27728534057806487,-0.22555431407003854,-0.30058465095286685,0.10606158484817135,-0.31435317460447915,-0.272519110865803,-0.43906666910892345,0.12415121690421628,-0.05902774017059871,-0.018722622653021884,-0.2185863612671259,-0.059279532902069554,0.15069558576096828,-0.19055305788531632,0.0828122785565399,-0.01981235751486548,-0.03610503330820392,0.10183091896106704,-0.01642603693724404,0.11544630036823615,-0.1927090235494233,0.08832522606296135,0.2553316701846549,-0.37140197055660173,0.19500429680268297,-0.3420572616624955,0.11172588641903573,-0.21105168958747805,-0.06948408947589015,-0.2914682250183931,0.030703109706351574,-0.08677091730779303,-0.03711334487807512,0.019492008461054033
Vermis_7,0.32218855409750696,0.12822761627204435,0.670205820697208,0.34033801178903966,-0.5836155731723298,0.2668386125371397,1.0,-0.7668843956753505,0.23120560183485556,0.5207858931112673,0.39295974042125503,-0.4092288913116994,0.014848568643483695,-0.5084836709253016,-0.21689165243351985,0.08019052802933022,0.3437036938751661,0.1084962919295661,-0.2130819011153339,0.04850433349098891,-0.3770936484983793,-0.18433283130324557,-0.207361241718784,0.17247989753486506,0.37971899457210345,0.3886137538019585,-0.030723946741768822,0.08689870313470775,-0.13498625036671424,0.1516023131023785,-0.4627606944866976,0.20985190699019007,-0.252012159102981,-0.1184531418905755,-0.3896793846330856,-0.1420629011041719,-0.5829817166912443,-0.5257316955102307,-0.35272047436312826,0.2313926616517905,-0.6599295118857632,0.4407260730932054,-0.4828304967301059,0.11182742128521074,0.6547289136064233,0.6363238507267317,-0.29382485912912726,-0.6023317073218823,0.06940842096055803,-0.5886545125027698,0.3532957726229716,0.33882411897903053,0.5828315395909186,-0.4428794663905323,0.4866544248504332,0.4020651065067672,-0.4505748948236964,-0.46421972956513385,0.09081881732970279,-0.19800734338350467,0.2489544796076056,0.26019400095113493,-0.2704215750978319,0.050317444870860255,0.5641748831796399,-0.38133866036040165,0.3778229734679117,0.5625899801512044,0.23530718137122877,0.019487557420604013
Temporal_Sup_L,-0.07598266737190865,-0.023712225230393964,-0.6191350829408278,-0.18099430038653624,0.6433734279566573,-0.4274940765402995,-0.7668843956753505,1.0,-0.34815632391346923,-0.5487693145211457,-0.2887886122871424,0.4004694504259939,0.18977330567926964,0.457966114741487,0.3525085905034263,0.06456467895314168,-0.43566344929793555,0.10815011151178243,0.26651548594207425,0.011561483959906221,0.545503436730059,0.0438981075385696,0.29286596637232337,-0.0921818963610252,-0.43485499121473065,-0.2133254483130935,0.12484879334028105,-0.07108851568253244,0.23923253673668193,0.05992165297537522,0.563428802862756,-0.3034007276335881,0.5337008865015952,0.20347070091023253,0.3129656574427716,0.3298311980455631,0.6280210570510085,0.8180565720644825,0.6553586092356974,-0.13818230173388552,0.6431768253227115,-0.36461652152332036,0.5180036757190379,0.04041791476043175,-0.5898732634296789,-0.5571767186707116,0.46937741045404413,0.6573710703962204,-0.016188759210715414,0.6861684882631862,-0.42570015303380365,-0.30081287416934416,-0.41155477754702735,0.48524567270080216,-0.5097484026287443,-0.32920746440270177,0.7535156277418456,0.48173830221855934,-0.2274320842516533,0.23318540191120785,-0.25252069428394447,-0.0679713600229064,0.17134414650010715,-0.013301115503069519,-0.6068388080371796,0.462767568359174,-0.18929110106253896,-0.4403764592369203,-0.2704938715273424,-0.007344508988859845
SupraMarginal_R,-0.14363047561546877,-0.015663643410059817,0.011993089659749202,-0.07904392088409505,-0.21217558646520082,0.2558014803732516,0.23120560183485556,-0.34815632391346923,1.0,-0.00708560577271458,0.08843806811309429,0.10962757505615021,-0.04318263444646718,-0.0334603626718472,-0.2828300890582894,0.3995954349369359,0.3943354923224659,0.40648818157977534,0.0735020603300738,0.2293573546750495,-0.06732112024755976,-0.03192336086968336,0.05585124283306998,0.2515550405216647,0.40284929321434665,-0.10738301929321496,0.37317175337134983,0.07251887014701004,0.03472032184508619,-0.19303041103474863,-0.15993189507823896,0.7304708313136916,-0.5463413022028621,0.38736217769269154,0.2399312784658238,0.22875147788423825,-0.39625679175141676,-0.3299323143847935,-0.2569572883160665,0.28040709196378993,0.20169052484523964,0.07638666069426653,-0.10799354215144816,0.41239702527188754,-0.10042026216502431,0.23572675785038422,-0.28790580559888257,-0.09421382266440598,0.45356847361262326,0.13949405736129597,-0.13149854364421817,-0.3319684762027319,0.13092993416607213,-0.2817118346004503,0.16927049629858446,0.043822674611844796,-0.4067285833309045,0.35535428215030596,0.3621396292464627,-0.2244022305910883,0.6087902865262266,-0.059881596711983,0.07489931252340182,-0.3173009833529333,0.07137803851144697,0.04600718671330748,0.025692296948100372,-0.09437453299434992,-0.10446447096387808,-0.33765824474994405
Amygdala_R,0.18845709821439569,0.4491126939494609,0.7402363245263849,0.5154183703795705,-0.635301757816398,0.00599886925991443,0.5207858931112673,-0.5487693145211457,-0.00708560577271458,1.0,0.4910492206823876,-0.3151596560354171,0.2439867009733864,-0.7171333773954808,0.1028694031739491,0.07578244666577595,0.23960115762924572,-0.358048657944334,0.035736031306256036,-0.31329949037392385,0.003516365705108808,-0.17890016495832642,-0.11611044901916927,0.05439218582903564,0.1532506087176198,0.44170161726325935,-0.4879585070101054,-0.20407983057828535,-0.5231308585536314,-0.07893379422269488,-0.20769782094306585,-0.19822874565496357,-0.2757645133782351,-0.010259050523788182,-0.2732928497485348,-0.3114930016891342,-0.44727379260165046,-0.5816633655514662,-0.2278518839726955,0.12786306050786223,-0.47224167488303054,0.6538357398209558,-0.39969009865744537,-0.13841285806144946,0.6074863240023934,0.6146779860585563,-0.033159932704900016,-0.7995949361166047,-0.0728326027126236,-0.580487593883172,0.7078103513343441,0.4922248697959764,0.6523755005741825,-0.2916427899549102,0.6316354393681541,0.31719340265564894,-0.4482713278688192,-0.6453667335783172,-0.07962740456275001,-0.025641393306599855,0.13513711864446473,0.1300024096224208,0.18907155171270243,0.12170262915751867,0.5757405584900714,-0.20016889535428023,0.2853503710929199,0.40791467529391556,0.1885444071529439,0.4863196973001342
Caudate_L,0.3924393658566445,0.46459694628978604,0.47667031424638234,0.7893298491042371,-0.42706996538568026,0.1385334636499744,0.39295974042125503,-0.2887886122871424,0.08843806811309429,0.4910492206823876,1.0,-0.14329984587621164,0.4510476935034743,-0.4184291538890353,0.3785740312687245,0.3075875224293312,-0.03040244294635029,0.2668472965407337,0.3015964530632461,-0.02047598031162469,0.28110390685609704,-0.0904196617360382,0.21545953391034536,-0.056219343731643015,0.036990140263783285,0.8098088061642472,-0.1271471028311592,-0.07550300478988978,-0.07596967834357507,0.431305435801454,0.21091988619644284,-0.19836620830154814,0.1658040042497879,-0.10097600950958918,-0.1250663311810105,-0.050933186451372105,-0.27519761753059807,-0.1639534594675957,0.10684177268039134,-0.1395117678770883,-0.3688676148061613,0.37528254502464625,-0.2731787411107638,0.25689382789125836,0.5973956660724481,0.4204226122011278,0.30878898844050107,-0.3939483130423284,0.07678073916500608,-0.13165201427945775,0.2742108820854893,0.5730620553787712,0.7558349866317607,-0.17768971051996582,0.6861004195221578,0.6044861778876516,0.04529278354779964,-0.4727777707919742,-0.33530190657613307,0.01764941067945731,-0.1570363312462086,0.26683947323730656,0.06295963747059861,-0.17586971584093017,0.3087494968749132,0.07522947891129643,0.5746629550834491,0.5103505553810277,-0.05935391895746108,0.48232687708946975
