,Raphe_D,Cerebellum_Crus2_L,SupraMarginal_R,Cerebellum_4_5_L,Cerebellum_7b_L,Temporal_Inf_R,Insula_L,Rolandic_Oper_L,Frontal_Inf_Oper_R,Lingual_L,Precuneus_R,Thal_PuA_R,ParaHippocampal_L,Parietal_Sup_R,Frontal_Sup_2_L,VTA_L,Temporal_Pole_Mid_R,Thal_PuM_R,Frontal_Med_Orb_L,Precuneus_L,Frontal_Med_Orb_R,Raphe_M,Paracentral_Lobule_L,Thal_LGN_R,Cerebellum_9_L,SN_pc_R,ACC_sup_R,Parietal_Inf_L,Rectus_R,Thal_PuM_L,Thal_LP_L,Red_N_R,Angular_R,Cerebellum_Crus2_R,LC_R,Thal_MDl_R,Frontal_Sup_2_R,Lingual_R,Vermis_1_2,Amygdala_R,Red_N_L,Thal_VA_R,Temporal_Sup_R,Cerebellum_10_R,Thal_PuL_L,Temporal_Sup_L,Temporal_Pole_Sup_L,Putamen_L,Cerebellum_6_R,Cerebellum_Crus1_L,Occipital_Inf_L,Vermis_6,Frontal_Inf_Tri_R,Occipital_Inf_R,Cerebellum_6_L,Cerebellum_10_L,Cerebellum_7b_R,Thal_LGN_L,Caudate_L,Temporal_Mid_L,Parietal_Inf_R,Cerebellum_3_R,Cerebellum_8_R,SN_pr_R,Thal_MDl_L,Cingulate_Post_L,Angular_L,Calcarine_L,Frontal_Inf_Oper_L,Postcentral_R,Thal_MDm_R,Temporal_Pole_Mid_L,Cerebellum_4_5_R,Cuneus_L,Vermis_3,Postcentral_L,ACC_pre_L,Pallidum_L,Putamen_R,Amygdala_L,Frontal_Inf_Orb_2_R,Thal_VL_L,Precentral_R,Olfactory_R,Thal_PuI_L,Thal_VPL_L,Cerebellum_8_L,Hippocampus_L,Supp_Motor_Area_R,Temporal_Inf_L,Thal_VA_L,Rolandic_Oper_R,Cingulate_Mid_L,Frontal_Mid_2_L,OFClat_L,SupraMarginal_L,ParaHippocampal_R,ACC_sub_R,N_Acc_L,Thal_AV_R,SN_pr_L,Occipital_Mid_L,Vermis_4_5,Cuneus_R,Thal_MGN_L,Thal_PuI_R,Calcarine_R,ACC_sup_L,Cerebellum_Crus1_R,Precentral_L,Thal_MGN_R,Occipital_Mid_R,LC_L,Rectus_L,Thal_PuL_R,Fusiform_R,Cingulate_Post_R,Olfactory_L,Vermis_7,Thal_VL_R,Frontal_Inf_Tri_L,Hippocampus_R,ACC_pre_R,Frontal_Mid_2_R,Vermis_9,VTA_R,Frontal_Sup_Medial_L,Parietal_Sup_L,OFCpost_R,Heschl_R
Raphe_D,1.0,0.7360488261147723,-0.055510488400657386,0.46533863086067456,0.7379843971850549,-0.7428391758035304,0.38249772941611626,0.16401046942572584,0.09644577359738915,0.2173263869118386,-0.027491820115589,0.5652770471610792,0.5038206660838976,-0.11303358400280841,-0.09919877440962777,-0.34252588911091175,0.019825590102039756,0.2663530987644557,-0.5995332677326887,-0.1013163671880184,-0.6001568741218875,0.49184553798619596,0.40344596284169654,-0.03771377386061382,0.2551668833636724,-0.4100568435178508,-0.08574134216283948,0.08174701668062957,-0.1935557638488284,-0.05927942059362503,0.03882361853539871,-0.22428099127188833,0.109852553149823,-0.08977106649207392,0.6288269959246577,-0.256335299246158,-0.012314567173344516,0.06682330499540355,0.6256194349700235,-0.8150068254644062,0.4707854070207593,-0.46303379892315044,-0.5970883940733878,-0.13811023380284004,0.144887806230909,0.4925924823744836,-0.20875756983263036,0.5013248242363515,0.012314611374190298,0.5793115569358626,0.25793582194137693,-0.270424105396205,-0.5392547381942511,-0.5860849795149919,0.6824111141056194,0.1012764100483111,0.15569436541476672,0.16964876576254773,-0.41937089564068075,0.5569951215890365,0.05575340230950484,0.4028497882958681,0.604433194975681,-0.467898284303576,0.2078349909914695,0.19301790287836518,0.5865761113908479,0.4820156793427135,0.494503796289094,-0.18199196093835157,-0.033734786116832186,0.36449664267107085,-0.41962232462923055,0.510267216245492,0.5037755872336521,-0.11534593425249953,-0.27035429070929345,0.4721032530002004,-0.42983196039814886,0.449068201019109,-0.5588753054528606,0.3037386299600794,-0.016431424850304684,0.00816778381743475,-0.12626396827731523,0.31354604524750884,-0.0016114055902057291,0.23090151081843016,0.19107776567687218,0.23681350345635035,0.08094476374347716,-0.5155828067735055,0.380980106156211,0.02893698058755943,0.3576308336753515,0.5294229651189328,-0.6609635688575592,-0.06759861364530467,-0.3898135248228483,-0.3871546926550484,0.045473376183512666,-0.18747525873944756,-0.16835537180070764,0.2620953793608058,0.07068841111268753,0.2081515480099368,0.32649920695280393,-0.05557609852104074,-0.31310629427501696,0.2394234077463736,-0.1304396529099737,-0.6047485481072477,0.30521136223698314,-0.3951416091236519,-0.34239059004202016,-0.6015070837057749,0.28320589950944275,-0.08120298093096738,-0.46490973978491335,-0.3660046080504334,0.47392560049501115,-0.5799652556374035,-0.42327433857546604,-0.15008580152325549,0.21555736866994105,-0.3457577313336786,-0.07478270189961855,-0.18166202111208418,-0.5895454466364206,-0.6088338211842187
Cerebellum_Crus2_L,0.7360488261147723,1.0,-0.09520329473303005,0.3919411313858628,0.8862388100241446,-0.8220006833409351,0.6795865058551845,0.3578233584103677,-0.0254249263242933,0.41313862722284067,-0.24226917435565265,0.559662785259208,0.7385632784646148,-0.2871366955751812,-0.24911349716003478,-0.24549218007053564,-0.14561517364344814,0.2376442345274917,-0.8097234926557924,-0.2949418812213233,-0.7983412820279021,0.7206902233327253,0.48845559301647645,-0.009645105799513859,0.23713426314450248,-0.46748848837568846,-0.21473431911870822,-0.17108200136579618,-0.41881878997704675,0.07435287524741904,0.021208617131614226,-0.10243526919532318,-0.09335071751282707,-0.20933066915885287,0.677795044654816,-0.08752510106244354,-0.0414327280707278,0.18816081176698965,0.78202102828705,-0.7612638705287628,0.5171935903100316,-0.38691128241331046,-0.6139757025506393,-0.30217225070630677,0.2747008280559995,0.6829135910056128,-0.35185787396307217,0.7025216650347376,0.130057962513177,0.6947756109950134,0.19884807394087137,-0.1689374422112121,-0.6385112504196503,-0.7836781118589832,0.8506064331874639,-0.015030670354863109,0.13286941789952364,-0.08960633208248019,-0.40158690900364424,0.6380016865771702,0.005198276795698407,0.6068556022960035,0.6943481108296409,-0.5593543012659077,0.3695764335313149,0.06947751577677354,0.669844773936794,0.6019166022236447,0.6229033387924346,-0.30372324118697647,0.12438427265437481,0.49874023245221966,-0.5393106334125702,0.5551169768797434,0.755519988181323,-0.4081822597615695,-0.45530672870004957,0.7050931271502573,-0.3293592365497353,0.5463758380546196,-0.7054226598712834,0.45266402487855,-0.07755994467890073,0.24777280512205105,-0.09315803514822536,0.404038331393636,-0.029421392393030318,0.23806094560740146,0.13536956546416232,-0.021761997477834374,0.1834766249120045,-0.6283229911463255,0.3213559624956532,-0.0119625396183762,0.6363028303392169,0.5621578976528205,-0.7104548027387988,-0.18389677876848082,-0.3725668911487416,-0.10201070310394647,-0.04466474451679602,-0.2185885144192267,0.02241470749326381,0.1964220199757958,0.261890020512678,0.2690072016640771,0.43793999797551214,0.08091840791363164,-0.3956419084735007,0.22222231739894924,0.17297574922132483,-0.7981966579516303,0.35717273267548966,-0.4604247417724058,-0.4256633143070425,-0.7265701472581056,0.1054624432127034,-0.31820337494150275,-0.6690434510274765,-0.23740798968521112,0.6217354139369848,-0.6482438583624284,-0.30341644825231723,-0.1927846724734279,0.36136182146479434,-0.08961208938734282,-0.1109419981244467,-0.4815173768592796,-0.4333287690600715,-0.4483395845073364
SupraMarginal_R,-0.055510488400657386,-0.09520329473303005,1.0,0.16892624280606114,-0.0334603626718472,0.24866732129276303,-0.3565187318710305,-0.41229469746996716,0.546438205758638,0.07110543360813824,0.5752686381472957,0.13949405736129597,-0.21990733351643224,0.6087902865262266,0.025692296948100372,-0.015663643410059817,-0.2244022305910883,0.4440738352005597,0.2701311313922589,0.6249102372949457,0.16150788685120387,-0.08585769228634547,0.10182441324040097,-0.2828300890582894,0.09934892502607402,0.08947009579764124,0.043822674611844796,0.13614857417611606,-0.059881596711983,-0.06732112024755976,0.2558014803732516,-0.09787774690161903,0.7304708313136916,0.20780747747532863,-0.042237340827826125,-0.16085422247559367,0.27384021972329475,0.28810785601583594,0.06369486830856644,-0.00708560577271458,0.10962757505615021,-0.09457926053638986,0.42035144206464475,-0.21933397592540932,0.2722845302415461,-0.34815632391346923,0.08553065630396536,-0.36033772477375553,0.20619978499667022,0.09337393277773447,-0.03192336086968336,0.2515550405216647,0.3979328595553088,0.08981788969249453,-0.09421382266440598,0.24301894775682348,0.16901780970602998,-0.19303041103474863,0.08843806811309429,-0.21217558646520082,0.7999377271482007,-0.058315115556561624,-0.06698129129230518,0.09267582971732512,0.12790353547426767,0.4043870332731329,0.0452582221078346,0.2137230848017088,-0.3299323143847935,0.6282135416915745,-0.11097718852569209,-0.39625679175141676,0.38283275447958853,0.35535428215030596,-0.06698376565788688,-0.018136498657953304,-0.14468666658719817,-0.3924592424526038,-0.07904392088409505,-0.016781318782868235,-0.10042026216502431,0.2873130602810654,0.3995954349369359,-0.1606084569524416,-0.04905675066922042,0.2399312784658238,0.31890704922333074,-0.28790580559888257,0.45356847361262326,0.07251887014701004,0.0735020603300738,0.2195622481916668,0.4104670346094412,-0.02594325283322275,-0.2817118346004503,-0.2944028365121417,0.035274150786366,-0.3173009833529333,-0.37081970090077804,-0.33765824474994405,0.3621396292464627,0.28040709196378993,0.38736217769269154,0.41058359828491503,0.04600718671330748,0.05585124283306998,0.20169052484523964,-0.40383148989662987,0.3943354923224659,-0.2569572883160665,0.07489931252340182,0.07137803851144697,-0.24876177872203706,0.10934730060447709,0.49089108345826227,0.23572675785038422,0.40648818157977534,0.038298690226036144,0.23120560183485556,-0.006801603388561953,-0.4067285833309045,0.13092993416607213,-0.3319684762027319,0.22968441322212477,-0.10799354215144816,-0.00795497220740177,-0.14363047561546877,0.3753037096160255,-0.13149854364421817,0.11136273496820813
Cerebellum_4_5_L,0.46533863086067456,0.3919411313858628,0.16892624280606114,1.0,0.4283243396064643,-0.29401005541239045,0.1334039543639065,0.08308307831062375,0.14788928718190583,0.36969539774954907,0.043260216323182374,0.5166413977860936,0.24002859530136642,-0.18554038815388219,0.029655273736540286,-0.1578529419255703,-0.0035203194470702147,0.37175604829463055,-0.16665078425781424,-0.07888469732427786,-0.260233459644532,0.1534713914965765,0.3684313656639208,0.3763067803832441,-0.16912797412391356,0.13651463144161707,0.19701790552388287,-0.09445459680350717,0.09691393709073721,0.1145853348796497,-0.06248499270040863,-0.019596728281228815,-0.030770805486052984,-0.10670285652707531,0.3969005448940982,-0.1388957474128881,0.08099592850924642,0.4147625430250252,0.457861186103666,-0.4770393441369612,0.2794359056478414,0.012837464747175734,-0.023175666076553494,0.3100818628013758,-0.23611937723357565,0.31196267389388127,-0.03191254315679645,0.447921836027323,0.11537862719086558,0.435219644251875,-0.15914016651287516,0.031835904528779234,-0.02915579486094617,-0.36498076071645086,0.5571680487555833,0.31119081202817994,0.14191351916649045,0.5703831183281545,0.09496778864450403,0.2565999052843342,-0.04788692194984545,0.2935265591872887,0.013443319542339858,0.13585776714564415,-0.0325170159458479,0.3281160369923432,0.31725024330719964,0.3048622025670254,0.29797672777324613,0.06443046174778765,0.322570414865156,0.024925168845455037,0.1541215234974442,0.2667545737884657,0.3433351045287215,-0.17396261922416464,0.07256643340537652,0.2815234114374941,0.15048642962165923,0.17267034434554637,-0.09129166379415307,0.27383519732734657,0.11096177727786875,-0.17910649606383336,-0.3220893506380543,0.008815151780939313,0.19862624218105235,0.3942346805223239,0.13275313742310865,0.3451068242939178,0.06999351330687666,0.04644735768391782,0.39174293026844753,0.1782336493809741,0.04811807168326158,0.19180171818286781,-0.07308873808416898,-0.08047451024899177,0.06338472936382639,-0.10818379423612368,-0.27610339797675343,-0.19917689377915215,0.3378499939220589,0.01641434287120907,0.21935046035694916,0.2241821353350732,0.3355347597657051,0.1883708529493911,-0.1663633177931541,0.14135817067666687,-0.2477082999364487,-0.3473438913576643,0.09456237205071379,0.2097794474700486,-0.11585639044420237,-0.11453351523276917,0.5558296396832964,0.2759373577791321,-0.06944160374578634,0.16198374328045873,0.35869989195235075,0.1165414986148071,-0.17505310091255574,0.2175116531336855,0.24208163103928382,-0.44067864776758914,0.008173683071293243,-0.1842796732937718,-0.41722723363200914,-0.2825851964615689
Cerebellum_7b_L,0.7379843971850549,0.8862388100241446,-0.0334603626718472,0.4283243396064643,1.0,-0.8427473775881416,0.46790055869209246,0.11347159631442374,4.285129938807363e-05,0.234090806673244,-0.20765201590639928,0.4478284859526053,0.6251627659930823,-0.24862384099736998,-0.275013624215063,-0.2731604788838546,-0.2813274027603979,0.13756572853953566,-0.7379100132012612,-0.250149679877167,-0.7801793146002854,0.725867222806758,0.33017940653530525,-0.10872040436634021,0.2383164977673902,-0.45544688250110793,-0.17415893491068146,-0.11426129021500007,-0.49978140136828153,-0.1407261768436229,0.17369334479858692,-0.1348069517391354,-0.06453655426305684,-0.25695240354383303,0.5989916535355982,-0.0794972859123919,0.05956956406169921,0.07601516940753021,0.7348075444779999,-0.7171333773954808,0.5087357277051401,-0.3361293703400019,-0.5894725303368056,-0.33225785525102286,0.34031306186740556,0.457966114741487,-0.3994062576667145,0.5915094722552606,0.18014709016325273,0.8584795772530526,0.18563042663168874,-0.28923333637592663,-0.5652798795334018,-0.7305360603108906,0.870755374260386,0.16310261264466083,0.05020454174316757,-0.04776901845235282,-0.4184291538890353,0.554850296496439,0.04639585006091783,0.5596897124155302,0.6279472006640581,-0.5566852618442815,0.41554325746469495,0.07705426999202201,0.5699546630376736,0.5363610606162141,0.4431007238286008,-0.2841452904866737,0.16112758289302584,0.35050925645270603,-0.44511897945772694,0.46372250399123993,0.6573669597061566,-0.40609322881848314,-0.4530932698603367,0.5189181077186863,-0.32240641362108496,0.3989128256229845,-0.6120367379841738,0.38429080449961556,-0.13679460128561163,0.16822088482804376,-0.03772441465893577,0.3601312342740624,0.16207707113614836,0.1845818196488911,0.15903209750020247,0.11704517584225466,0.14894873813858922,-0.5444550883174666,0.2912773783255822,-0.11473984014620502,0.5949994406912072,0.41839228925971716,-0.7323571218736499,-0.19282692999855536,-0.402552511734973,-0.06753463863449549,-0.02302018734695143,-0.27333978714631707,-0.032086979257084945,0.18467405311314466,0.0680997592866659,0.20134498991139496,0.3303895628483305,0.049007782290198754,-0.3267977345903152,-0.00687809675498271,0.12182006186848036,-0.793541537648076,0.25706408124114416,-0.4449706350178427,-0.3623222744587807,-0.6828568777323669,0.11036918462112527,-0.34156413844718203,-0.5084836709253016,-0.246189320472139,0.4763257157226689,-0.6447875772163879,-0.24807429601180314,-0.18554198692688303,0.2602635699405993,-0.042541860910521236,-0.16567806555350195,-0.36593486333237846,-0.32493063449193754,-0.39310879415797545
Temporal_Inf_R,-0.7428391758035304,-0.8220006833409351,0.24866732129276303,-0.29401005541239045,-0.8427473775881416,1.0,-0.5693666620794033,-0.28491940306261143,0.007761788140238615,-0.2517261385676802,0.2810361106974602,-0.5004845480457395,-0.6403791068108319,0.3123120195838818,0.28960723667082966,0.2921469349381541,0.0571645073861164,-0.048658702838738944,0.7773805292034164,0.35350494840980523,0.7981013230932594,-0.6419637198676579,-0.3537286310774571,0.03872110939702771,-0.19451251848352388,0.5199137184778928,0.2508746477055711,0.10310251130154126,0.3995031133715534,0.013134062807405119,-0.015785791562239377,0.14275169311900016,0.1799216572096765,0.3016876123913427,-0.6485293369684167,0.18270395039521933,0.11390373375000484,-0.026117729252429268,-0.6261653774237095,0.761077952046648,-0.4457185634449154,0.409187247113885,0.6864197286932762,0.2599441853366785,-0.24591494242906314,-0.5916214918484443,0.2841141139985044,-0.638848577743878,-0.08079985857993473,-0.7134708031279975,-0.12408112451502991,0.3943337292064516,0.6443492702398109,0.764140459061141,-0.8387091382211876,0.0626618138596234,-0.016687510903095774,-0.024067840750592637,0.44205733738158626,-0.620003024060454,0.07293291323549192,-0.4777141835339968,-0.5961828436743547,0.6311298848597244,-0.3167627899577785,-0.019758896466364258,-0.6039406514339168,-0.5083944950953773,-0.5454478932735277,0.3618951756620993,-0.05044580646933981,-0.5029237773823331,0.6962707230897058,-0.4096452458088571,-0.6224559990666303,0.34601168219951944,0.4368603493587154,-0.586429628809682,0.4001128192033761,-0.3712791997979848,0.6137943292167094,-0.28724380729757387,0.14142718014176772,-0.17948301813336878,0.0029272474374383082,-0.2796893207150121,0.09821338142764342,-0.27800326595524943,-0.05611072701910575,-0.001592221619184239,-0.05707183441162422,0.619104999319881,-0.15438719380804627,0.05957457849115155,-0.5893052646252782,-0.5486249804129957,0.7905974631069814,0.12134217428454304,0.3044471546454902,0.09345680064170789,0.09551202075295555,0.335136069016302,0.16618695587071408,-0.13037567027049277,-0.178879634963488,-0.1509756711869756,-0.3328488379858194,-0.023658476725628794,0.4435305164938182,-0.17707636022506418,-0.06767313715836654,0.7860022080361636,-0.3758243608529734,0.5626624506883946,0.5375951591299911,0.8026511186771917,-0.020022202233228977,0.3200257094159241,0.6543936866771138,0.3971733137548502,-0.5646359339335972,0.7202938383016161,0.25452271479180716,0.2710796413497456,-0.3200885940751571,0.06547459549958694,0.17086670366041523,0.44550673061666257,0.38991451733274046,0.4693908914039972
Insula_L,0.38249772941611626,0.6795865058551845,-0.3565187318710305,0.1334039543639065,0.46790055869209246,-0.5693666620794033,1.0,0.8333968062688352,-0.08245783306783012,0.5484373954631759,-0.2888777319855942,0.574069154513811,0.8336599569767004,-0.35272551329781177,0.0007389925411124474,0.14848626500050183,0.16491278855784738,0.25617210694890835,-0.7347047001577628,-0.3633199496613501,-0.6786752691190876,0.6384208619539619,0.586865994025585,0.3201634838388641,0.1890051929511342,-0.24100349875114938,-0.14969549273432006,-0.17361611565470983,-0.24647664237952277,0.5694777909102594,-0.27768674712192215,0.15479422277678556,-0.41861137305887763,-0.18270117683748852,0.49810484923990117,0.20252180418818364,-0.15550035296812506,0.2454426809628916,0.5871288964199152,-0.39012005081008416,0.4664211011133565,-0.02534467473906672,-0.4423732964390999,-0.15811767597098783,0.18912165146946794,0.8652446834243881,-0.20900522615598574,0.7881670371045714,0.16827017463641303,0.2630754432097463,0.10412251712701504,-0.1659859006442895,-0.4860044153986684,-0.6935956399070561,0.5978895245454274,-0.4073041016806272,0.14611412040883837,-0.10314008357040076,-0.11858102410027109,0.5259892730906911,-0.18124149044892132,0.6934777538243337,0.5559952644347893,-0.37328232332668965,0.3353511350787695,0.06722217970445513,0.56357284115177,0.44795540563153186,0.7798839586513248,-0.17188467622560022,0.2981259111086516,0.6567568939119308,-0.4736832196566571,0.3291167234767157,0.7686668295665032,-0.22274999600158985,-0.3576170458671125,0.8944642163240888,-0.02393616455248204,0.40420762012821637,-0.46272342734187044,0.5351611916409889,0.11520319934831268,0.363819695861383,0.08162074128519084,0.42859493518682296,-0.2554601696109823,0.4618483646198632,0.08769457005337002,-0.29135500688466665,0.41894841434983005,-0.5159025670131431,0.19770321332999768,0.28796141999042124,0.7491388299944292,0.6649929485000671,-0.34095416520676136,-0.08883225768565307,0.013297972532594685,0.19719508047453757,-0.13765713962174184,-0.21160086500698294,0.0663324229460359,-0.003553015402421392,0.5161122910425323,0.41470433515593597,0.4040646309323886,0.3307810322395698,-0.4492146262894744,0.6077315146425637,0.454289382234336,-0.6523956201213538,0.4371367361362076,-0.4800390780503376,-0.4630572350515344,-0.5393782833022147,-0.008676478545895164,-0.36570354112988246,-0.7132457501221239,-0.02001358617180562,0.8142782926097528,-0.3829860979993012,0.010599380392638389,-0.11888299044341044,0.4158161115234556,0.22138056867080816,0.08368908138938724,-0.5841881680417871,-0.14317526833911376,-0.1288422831454725
Rolandic_Oper_L,0.16401046942572584,0.3578233584103677,-0.41229469746996716,0.08308307831062375,0.11347159631442374,-0.28491940306261143,0.8333968062688352,1.0,-0.18266900743259146,0.5593077494635941,-0.16628717950755273,0.473483883177501,0.6721015776776258,-0.23421111863363417,0.13895634034088863,0.3503252854443735,0.23077314947698754,0.21062781031095115,-0.49127128519566027,-0.2845564578894623,-0.46946641752831886,0.42326326496204597,0.5245330530114507,0.4776966654559545,0.12359464790881766,-0.01290874506696124,-0.0944973332901869,-0.08745805170201788,-0.006615682726431644,0.7285477370838955,-0.34713368614714224,0.34245577119837173,-0.46903981842787507,-0.144112283777335,0.23240214363736833,0.3199326967101546,-0.2766594760132714,0.25623444429159886,0.3008638412372543,-0.13156585091697937,0.36521600153027284,0.13975963946444464,-0.3039219364072438,0.06742765166315048,-0.007375437268901202,0.8220834416869861,-0.1077566726927791,0.5955185150301613,0.029164332579325984,-0.0494304481126294,-0.000297041053017608,-0.23997748222254367,-0.3205088316140846,-0.49525192872784496,0.2750169492652131,-0.41898661939740306,0.09734388755312291,0.1463134356479332,0.08923786451847562,0.33644798250334695,-0.20887223886710066,0.5575286178482546,0.3796434082611928,-0.1203449407005823,0.1511743873394904,0.04733168373293605,0.42348872424348316,0.24599048609233357,0.62909359323986,-0.007429747083800327,0.3565609943646834,0.4514861524764912,-0.3171000558910293,0.1419535352772459,0.608573039750459,0.02185471408996997,-0.22672386079307655,0.7163320531315608,0.07816693300721932,0.10503644164692945,-0.3191231904093239,0.41881323833588335,0.20750324746858495,0.29883157968049134,0.06523629781864754,0.30154033575194705,-0.370211054284539,0.6131304607329334,0.025944237250348254,-0.2583682748648169,0.41420678048584153,-0.3948619722413421,0.06796484411083885,0.38801319725018435,0.48845378353200664,0.6386980400432145,-0.023518602148783714,-0.041575242667299964,0.22193192909948284,0.28050052826926375,-0.31106339293065954,-0.18639619592486942,0.02255215200272048,-0.09314754630417658,0.4544448811813139,0.4575625301507075,0.3400885893003728,0.34985140881226245,-0.4823484859037731,0.7475042630665973,0.3443238124509423,-0.4370640401564114,0.4101543534385544,-0.3002517206032109,-0.4081634617904893,-0.3390200991557054,0.01541194167701723,-0.2643439710547048,-0.5640748558034604,0.14435939167101683,0.69973910947124,-0.07643776929015272,0.024175056201660543,-0.05598996435658373,0.2531631229166853,0.21346259712023202,0.0895900149174124,-0.44501844359818976,-0.14356377578175566,-0.04134981757116691
Frontal_Inf_Oper_R,0.09644577359738915,-0.0254249263242933,0.546438205758638,0.14788928718190583,4.285129938807363e-05,0.007761788140238615,-0.08245783306783012,-0.18266900743259146,1.0,-0.02006454307151519,0.29073249215284064,0.2782958369049537,-0.13779602712739017,0.10869676641950385,0.2750764147255263,-0.06615864612495388,0.15148093306358898,0.47624995303825274,0.19665748668628188,0.23085359813185222,0.12476876737521747,-0.039010933004165416,0.18282760452242067,-0.06321978203582565,-0.003160711725420259,-0.04524810327806749,0.20886252184784396,0.031475155872825684,0.10595193345658763,0.14415107135368826,0.10809737242777503,-0.11487053607451239,0.4340597364912092,0.16271410497570052,0.2562419739135217,-0.247435781575021,0.3412820320903133,0.2298339752522055,0.20084581264692727,-0.15737052832108464,0.022217627792991485,-0.03945915993856632,0.30913284856258416,-0.08443797235189675,0.06425368362545775,-0.15463122583771421,0.19060350901229214,0.04490083151486067,0.39448905197755985,0.04997148829147784,0.01376124452661212,0.1787259942760634,0.5112088822404027,0.10660873940469649,0.071938845069597,0.11180681150127726,0.15907642394269167,-0.03474276940141711,0.29218528007125383,-0.08915080066448236,0.28588004108417125,0.1325511743935307,-0.02966813047608406,0.028259354868347034,0.07671016447565976,0.5434815529932204,-0.04563820969958393,0.17243380691576102,0.0034837431493245,0.42041454656265265,-0.020897040783388367,0.05029663740786115,0.1850059768289654,0.19878422343272534,0.07947960536153145,0.02373693034095035,0.21778559176134055,-0.019365563007930974,0.15331655778394387,0.10954465796133536,0.16168154038153437,0.23164628969108197,0.5278606144947191,-0.20924471611482753,0.005360163145887885,0.16151015432875282,0.15770723058295558,-0.16050945188080615,0.36355868773995426,0.06298523376483754,0.07348788731587855,0.32782897167375635,0.3979416711598448,0.28623465231943396,-0.16265510060907262,-0.11386070379311347,-0.04108194643018311,-0.2935015972362418,-0.06079592683821513,-0.22068073911133415,0.2650961296971131,0.010617644051480852,0.17495937199820016,0.32788859648662183,0.24515216859843705,0.08897236754670752,0.1970823994417173,-0.06189750185236411,0.2892312539712832,0.10257790546759049,0.07252249422651497,0.18519753146493537,-0.049727432030635996,0.01034370274296119,0.2773328662747476,0.2223070931738555,0.5224829154968735,0.2591080317334391,0.04391897850387051,-0.011242870415987951,-0.0671760125625615,0.10535229325593413,0.05062551379316572,0.31149420769404906,0.19577607984483572,-0.04816316425970209,0.21706148739547487,0.0411204587734692,-0.18982666506887852,-0.026253838685691845
Lingual_L,0.2173263869118386,0.41313862722284067,0.07110543360813824,0.36969539774954907,0.234090806673244,-0.2517261385676802,0.5484373954631759,0.5593077494635941,-0.02006454307151519,1.0,0.18910998392819195,0.703273747079332,0.5538125771840504,0.0015253571981316898,-0.4212898938014588,-0.06975504579345113,0.2836663942098314,0.3277154735720673,-0.23875150117654012,0.020915236231848346,-0.312642011244111,0.36823684245132055,0.45688066630135943,0.3005306578451667,0.2430687098242055,-0.18564613016784584,-0.4178878800250021,0.08279892997067109,0.006754951291271548,0.5890296852840193,-0.40689460807287414,-0.01725651739592892,-0.0055230322231727275,0.2575507783142979,0.5442672814285953,0.08787288143307967,-0.5508786116044972,0.8368230013386155,0.5372716872687744,-0.3553596577811085,0.2897931803552987,-0.2117850593958294,0.035044552639315815,-0.12339674724592352,0.16784708712515528,0.7573818275891023,0.2142766884757526,0.39759004146968857,0.5135542139614356,0.22661591777645113,-0.11695058579730824,0.2524018049770678,-0.42939528186947473,-0.40339021905993855,0.500838082257308,-0.3858032759382256,0.6023399703895003,-0.11956752980762375,-0.2782443788882797,0.3955668960327701,0.14458289206134914,0.5443931672197376,0.3641096992079773,-0.2400983941963508,0.29368023951625405,0.06143887972549258,0.7189401444466599,0.7169393763000133,0.5173243385363013,0.03986699589562012,0.2598961010266407,0.4432736289534261,-0.10919025816994447,0.5989016248122463,0.7133361924736759,-0.09338645015545934,-0.4600297607541024,0.5193470346331676,-0.13579953753384602,0.29700442938556343,-0.5042719070563001,0.3980968494137465,0.08692277137575095,0.26074174251092375,-0.17809252239382498,0.3623145793088775,-0.11380209253953492,0.19004258583197783,-0.08699366213505624,0.0029611952776798533,0.2430815606838677,-0.2806250826738283,0.038180359510085186,-0.12066064055871147,0.18038091853670044,0.6250627168670843,-0.16802017691673948,-0.054342645096463804,-0.13622707344048599,-0.16825153181148392,-0.08121452148906297,0.09878684634615935,0.6539906071822704,0.3458611582310969,0.5440890326869616,0.23512760209085712,0.8702723107352962,-0.19668651955632585,-0.05438648739217277,0.40015668590363274,0.17518867309597408,-0.3418261201546185,0.2679523436033548,-0.263527791183726,-0.34934764889195286,-0.18272588361713735,0.20223436074443135,-0.03530036426746049,-0.6135769714191444,-0.09142997620271964,0.3330885724574629,-0.22716875443938747,-0.4986616536172097,-0.24881044195324367,0.5800269564435019,0.01748481491747217,-0.37825744408555556,-0.24553842290581734,-0.34976432296860843,-0.13137052097477322
