,Cingulate_Mid_L,Temporal_Mid_R,ACC_pre_R,Vermis_3,Frontal_Med_Orb_R,Olfactory_R,VTA_L,Rolandic_Oper_L,Occipital_Inf_R,N_Acc_L,Raphe_M,Frontal_Mid_2_L,Temporal_Sup_R,Parietal_Sup_L,Thal_MGN_R,ACC_sub_R,Thal_MDl_L,Vermis_1_2,OFCmed_R,Lingual_L,Frontal_Sup_2_L,Temporal_Inf_L,Occipital_Sup_R,Cerebellum_7b_L,Parietal_Inf_R,Frontal_Inf_Orb_2_L,Vermis_9,Frontal_Inf_Oper_L,Occipital_Sup_L,Temporal_Pole_Sup_R,Cerebellum_Crus2_L,Putamen_R,Temporal_Pole_Sup_L,Supp_Motor_Area_R,ACC_sub_L,Cerebellum_Crus1_R,Thal_PuI_L,Cerebellum_4_5_R,Thal_PuL_L,Frontal_Inf_Tri_R,Cerebellum_3_R,Thal_VA_R,Paracentral_Lobule_L,Rectus_R,Insula_R,Heschl_L,Angular_R,VTA_R,Angular_L,SN_pr_R,Cingulate_Post_R,Vermis_6,Frontal_Sup_2_R,OFCant_R,Vermis_7
Raphe_M,-0.02838050699536463,0.4465089972063036,0.1204532960481238,-0.07342226558641178,0.26494425329552884,-0.018847972146624592,-0.5063613167367171,-0.2429359590269224,0.41515558453625956,-0.36003909573664683,1.0,-0.22118771057818443,0.4149722245389464,-0.34433694830385825,-0.34302131579807166,0.033285806845963856,-0.14368655363603022,-0.19648266179649393,-0.09573908234191085,0.3434169258858442,-0.17925459436132404,-0.23426947163406478,0.438286362543802,0.26091914506087144,0.24310557752654155,-0.25867882780918827,0.2623079875748974,0.37611863966259984,0.47317712719689586,-0.06604236895647127,0.5013903056081135,0.4599319179819722,-0.23464068070121616,-0.03623328119204664,0.25569089399629175,0.3086301262618667,-0.08557442474596155,-0.10471123737941813,0.014779499926671475,0.06513496105547666,-0.38853326614800676,-0.18190401696013625,0.01021203684864394,-0.4676117156351744,0.4066331683996372,-0.06134534754935713,0.503873163485634,-0.4246473781977114,0.33264536626082025,-0.32133610872188856,0.13929135635983475,0.4656214063354314,-0.24535526575607627,-0.5128779652090624,0.36435453146816543
Frontal_Mid_2_L,0.784335700484897,-0.5596816139379075,0.5881918525491568,0.7955046941702725,-0.4414298885574959,0.12061277922877421,0.766421137581677,0.5390157004611622,-0.14986804431202078,0.373339341295295,-0.22118771057818443,1.0,-0.12231937575187879,0.6334608111714547,0.6690199273344486,0.37952623487423237,0.45559805277273385,0.8779352678799727,0.0674194122725826,-0.2858649925265747,0.9009971342735467,0.286138908261325,-0.4663045208453733,-0.1037027372958182,0.2606526876744766,0.835475807578707,0.12434871213027207,0.06363093621238425,-0.4548499217472583,-0.07705196187214251,-0.3040075056329869,0.045503409907578264,0.5089860862020053,0.8219501058342468,0.05710158634897213,-0.0441812746039873,0.4838600502453768,0.8821620110077368,0.40789211425737626,0.8101922437895909,0.8717385229487997,0.6164443794829876,0.746954882196229,0.46172486723709544,-0.015387567251937916,0.44953717306504587,-0.4151792752314183,0.7505649083636274,-0.49994678309707613,0.41875733502479356,0.6086146356987455,-0.6303172070201372,0.9110333369274368,0.7393793764627593,-0.40655176610507116
Temporal_Sup_R,0.1310270039694802,0.6339093356299268,0.18486343221496843,0.0944776717284392,0.18957463223550053,0.05027454144509415,-0.31371377353606605,-0.14881008727671224,0.22092146902767165,-0.18960514610714876,0.4149722245389464,-0.12231937575187879,1.0,-0.286326156887795,-0.13443818065052668,0.1458299728448147,0.11381589719752268,-0.16593063174618203,-0.13437896254115025,0.5184039009180721,-0.11634512023449407,0.03090875252139701,0.3003755515646284,0.1022008745126174,0.23396853676970017,-0.13770699127516312,-0.07162884283348807,0.3189618664690039,0.3316946841257586,-0.04589548342909622,0.33825068293266464,0.6664776551610672,-0.03793292469579829,-0.10251485788022077,0.10875118504179122,-0.16759457854509371,0.16080191539221705,-0.0502231311109012,-0.14285252157458783,0.16105857964747244,-0.13382326671414513,0.21888780172561473,0.10991293250809149,-0.25814788581090925,0.6568082430009522,-0.011651150595749891,0.4689320910193114,-0.3219359338891261,0.2477880036321664,-0.07301677514455708,0.1798839472879119,0.34722809154993534,-0.05744772505674003,-0.3508048137165789,0.2588609266094244
Parietal_Sup_L,0.5463402496185235,-0.5478390005941199,0.22704495555758625,0.4856731628293542,-0.16966806148010077,0.08238761375686776,0.67229009879729,0.12985099585278995,-0.20927376846341453,0.2276666995412015,-0.34433694830385825,0.6334608111714547,-0.286326156887795,1.0,0.3580308222627364,0.20773466297788193,0.11974198378841247,0.49486032822448767,0.16312843518245873,-0.14144773496485746,0.5560521268521283,0.289472083686006,-0.35192422766390385,0.25813435835582976,0.5055711810571424,0.4567211753132386,0.3082905049098186,-0.09198894759992693,-0.0180514649410819,-0.03767851408742844,-0.06345019238678776,-0.10976739062723827,0.3295156803015196,0.5899768274851888,-0.012223079416069425,0.18002609481748597,0.20716916598876578,0.6002959936268627,0.3209503997700247,0.414734295512773,0.6009615579742708,0.15934360404586204,0.5696395383340458,0.536427774538818,-0.14167725171809317,0.0054901640536395855,-0.22258885531164765,0.6671692840004873,-0.11427161810428876,0.2739036147319368,0.4498104871060549,-0.421119924698971,0.6517024437495919,0.6139168227168663,-0.16316237944928283
Thal_MGN_R,0.4458340322789797,-0.5369496707125377,0.31195155424915616,0.5100244620817646,-0.47240498142870085,-0.009017958977905692,0.7149142088827702,0.47163825731317377,-0.2938094142836792,0.3117554016321818,-0.34302131579807166,0.6690199273344486,-0.13443818065052668,0.3580308222627364,1.0,0.2625677719548206,0.29231423359027314,0.6638588395930639,-0.041859315905568975,-0.5315912677323427,0.5285624930954596,0.20805552244565223,-0.565514842460795,-0.3676150918643203,-0.042006047353549826,0.5894963543742502,-0.04020361774067117,-0.33558217630593484,-0.7119030383336228,-0.3412936552199624,-0.46304274800227146,-0.11554509587311602,0.45302010663094094,0.5365507849889407,-0.018801579958149663,-0.15622854570860498,0.38199244154689777,0.5068055218979283,0.20042650701171738,0.5592267914710641,0.839881123753067,0.6490734395266324,0.4459880441699933,0.4663139684670545,-0.26436598287060475,0.41508358919098637,-0.5007003460292372,0.6897870457516623,-0.6924935681402319,0.19691819890769738,0.23681799140672302,-0.7655156351594651,0.6038632749204099,0.796060483419001,-0.4793730105879217
ACC_sub_R,0.31942529767657735,-0.09779291674169267,0.38986120165832966,0.39015333706404565,-0.17224841686248665,-0.07793693286988124,0.3793535589921064,0.17653341931946423,-0.011405312080292699,0.05474068669668564,0.033285806845963856,0.37952623487423237,0.1458299728448147,0.20773466297788193,0.2625677719548206,1.0,0.30561303965283904,0.2843544090359737,0.0598481003137922,0.04702429017953417,0.3848297005040926,0.20451794083959488,-0.1200153581898135,-0.00038609399328627827,0.2228814567272078,0.3693681275784666,0.03177423592549092,0.217557747569262,-0.05232806237477245,0.0545219369756199,-0.03543334235771489,0.247213236460345,0.27317687411998187,0.3105954506957655,0.3277633964437296,-0.06785613350478309,0.16181632233378596,0.3123706579887897,-0.03272891355247551,0.3529556785698104,0.3144666059472744,0.3121241600335586,0.3261091219769935,0.21882886203590887,0.23884779770819894,0.20815055405884095,-0.036119556668650854,0.3036306889214258,-0.1283445464599607,0.18117225779546023,0.27931621664403683,-0.13681169285669134,0.4186642409662745,0.3001375919569704,-0.08144702579162809
Thal_MDl_L,0.489896801057118,-0.10070753176597455,0.286268077605127,0.38280048258177407,-0.09605497345330309,0.15707773547938197,0.27883424003546353,0.47860938933859826,-0.08195285815724074,0.4211533020473038,-0.14368655363603022,0.45559805277273385,0.11381589719752268,0.11974198378841247,0.29231423359027314,0.30561303965283904,1.0,0.3283609048069656,0.06328560948371197,0.17870657399107293,0.45952355725074595,0.21491358156858825,0.012974750918662268,-0.03825643044836624,0.07344196593397405,0.38853168138354643,-0.15770279543487753,0.3421703487959799,-0.1487939742907968,0.023266944890719746,-0.05257376542106748,0.23211921769356506,0.3498724170875646,0.3430595504754044,0.1523606024913697,-0.16452962443020006,0.39294230210469944,0.36917277414341915,0.25222680142566273,0.3207590286023279,0.411046967329733,0.4942291504650713,0.4902050051469716,0.136362582764482,0.20961375298781798,0.5156305555148376,-0.03213512135368827,0.29500622728782117,-0.02855469425588756,0.3717016893231907,0.4507973276217238,-0.09459003682431294,0.47203003232657975,0.20443459166799477,0.06524467367102947
Vermis_1_2,0.6965955784352442,-0.5639409810004935,0.3580781223181819,0.8147228115948866,-0.43085855533700124,-0.004817480802852351,0.7179593000568124,0.5114072807155233,-0.1492592910323836,0.24934636097352464,-0.19648266179649393,0.8779352678799727,-0.16593063174618203,0.49486032822448767,0.6638588395930639,0.2843544090359737,0.3283609048069656,1.0,0.03274942973176716,-0.36227693965649166,0.8047967230684706,0.335629568164147,-0.4790975513035149,-0.24287260590827695,0.0874509887388004,0.6386799771826775,-0.017326730662410413,-0.07458324887761941,-0.5623448361700542,-0.10513521895157556,-0.39005785875778004,-0.10993264344159177,0.3483750751781956,0.8503388856575202,0.05823439787579441,-0.06527702417029106,0.5874233041845224,0.8569106305952376,0.33586357894686436,0.7055940612410079,0.8352101121380315,0.5355153426820272,0.7032819158017876,0.3485667877534386,-0.20717810043702453,0.44209854749057975,-0.4659350707623859,0.720186801950978,-0.5328198738551131,0.3443700467921995,0.5634729784940661,-0.6253758666643731,0.787637459029483,0.6624447288991016,-0.4052024924197138
OFCmed_R,0.12487055687620965,-0.056396735926770164,0.028397241633055154,0.12195051430712431,0.12444506854374142,-0.08051012922643079,0.24941105247606424,0.06855082715692688,-0.015114738436914833,0.04128130193741195,-0.09573908234191085,0.0674194122725826,-0.13437896254115025,0.16312843518245873,-0.041859315905568975,0.0598481003137922,0.06328560948371197,0.03274942973176716,1.0,0.016978126312047263,0.1026311034548148,0.020222391836437436,0.147650430833922,-0.05517692442899988,0.08373357012376224,0.06256162232158236,-0.0977062481522607,0.09623251099438129,0.151720015706839,0.14043360185735682,-0.10771388121701823,-0.047939608547838256,0.06183488581348975,0.08691844145125965,0.06462828947466863,-0.059534709778113586,0.06540325259327927,0.04926446038734064,-0.0720764818923777,-0.0067866596411122115,0.010619786937850859,0.054296104310177035,0.0908103444411605,0.11497516239419013,0.04022458053527852,0.0656899288324037,0.058155961246992204,0.20344331064079524,0.12592848552913574,0.05223470854455084,0.1487919937083335,0.05800911780894091,0.149077466366894,0.045670484353992694,0.04994614827847064
Lingual_L,0.1283542908177327,0.5616954466200056,-0.0943570909558017,-0.008401891313499827,0.5215732325620358,-0.10775682336205425,-0.4102397478592311,-0.055157470098707556,0.2818756218824244,-0.3598767995252833,0.3434169258858442,-0.2858649925265747,0.5184039009180721,-0.14144773496485746,-0.5315912677323427,0.04702429017953417,0.17870657399107293,-0.36227693965649166,0.016978126312047263,1.0,-0.10898097328311965,0.15961058113203147,0.5951741587189727,0.5465100470024078,0.30433049278877705,-0.29704933549853796,-0.08159594337493561,0.7189342891884872,0.7628819396321569,0.2561891923210873,0.6754113310095581,0.6125854240131853,-0.010603851002974181,-0.16563607013396595,0.15889996308112872,0.21887897547563293,0.19168660241794233,-0.10151674686899087,-0.18422935472134466,-0.21966043122902065,-0.41280163469755726,-0.05756947320432552,0.0959996136314048,-0.37829606406696054,0.6342095562623039,0.0888115317494017,0.7292664891426296,-0.3560724181975461,0.8147248666172745,-0.1042200278100183,0.28193306475672114,0.836125296523236,-0.1354026039438355,-0.5847976412833619,0.7906474394286933
Frontal_Sup_2_L,0.8446138274459374,-0.3932250179323203,0.4838933066148867,0.7558972845453041,-0.378247560536535,-0.011934093652031495,0.704073472890578,0.7016389799507681,-0.10439596239308653,0.21763212745763982,-0.17925459436132404,0.9009971342735467,-0.11634512023449407,0.5560521268521283,0.5285624930954596,0.3848297005040926,0.45952355725074595,0.8047967230684706,0.1026311034548148,-0.10898097328311965,1.0,0.40789964921124827,-0.39330795846554034,-0.05779741755351282,0.10336573105930576,0.7767782976788488,0.07834254769150377,0.28549660870696264,-0.3235821646637135,-0.030110271602601213,-0.2711942838692763,0.06621534104648402,0.5011290007927545,0.7885654223886913,0.08641371160411179,-0.061294696705496254,0.6038350174456367,0.8700456952517691,0.41851699407756837,0.6088275450422558,0.7449802958254176,0.5569809934127098,0.7427064254304445,0.41828966424807945,0.024975628755583092,0.5709391439725806,-0.36430205647759506,0.7137127224848733,-0.25377387081605873,0.43150566314123007,0.6891848499539505,-0.4131777306443773,0.925117707982674,0.6306386012015754,-0.2950240876376942
Temporal_Inf_L,0.33858560710835806,-0.156714471392162,-0.06567376183799103,0.4047568256589476,-0.05590189717780024,-0.2557125341284768,0.35878467760334337,0.28186761968918433,-0.09566764859839241,-0.061771140937689685,-0.23426947163406478,0.286138908261325,0.03090875252139701,0.289472083686006,0.20805552244565223,0.20451794083959488,0.21491358156858825,0.335629568164147,0.020222391836437436,0.15961058113203147,0.40789964921124827,1.0,-0.18504599915325395,0.06329397073045435,-0.006550314765361782,0.16450149955311902,-0.1594502076095411,0.03791055236134975,-0.1220125178851463,0.04600205711898042,-0.06984471760146602,0.04215431820856289,0.14762163229012282,0.3583716750300429,-0.025064388843156652,-0.051955374340161765,0.41716746128316956,0.39872636332882905,-0.027165674026568665,0.11160817932670768,0.3732278443478411,0.21334700370002396,0.29985906540996715,0.174050454347739,-0.01715770916333253,0.24483241306134146,-0.10560173905932571,0.34651955080784436,-0.014596206032473451,0.14323668833251546,0.2905112947085779,-0.0907501756670372,0.36477648451821204,0.2659752695310411,0.07707903214779452
Occipital_Sup_R,-0.19174945719509506,0.4152868772434367,-0.08173465382578336,-0.21398781507792075,0.5467104053034101,0.0779744981769817,-0.5604782258056382,-0.3146348924074243,0.38286398071071537,-0.18252851860809052,0.438286362543802,-0.4663045208453733,0.3003755515646284,-0.35192422766390385,-0.565514842460795,-0.1200153581898135,0.012974750918662268,-0.4790975513035149,0.147650430833922,0.5951741587189727,-0.39330795846554034,-0.18504599915325395,1.0,0.31138211328848,0.2718247311726362,-0.36814861440426455,0.03623776800813674,0.4252589058371007,0.6724928231302393,0.21014248641567185,0.58271160417759,0.45797530401300474,-0.19106470775273632,-0.34809038045347385,0.07844952489915881,0.24020303595751988,-0.22149896026821758,-0.3752472890371466,-0.25074984959778196,-0.22457367673270193,-0.5750903539826283,-0.2425948951588829,-0.20800797785509675,-0.49518621858885215,0.49793978738842537,-0.10238762295259521,0.7005785324442346,-0.5274885269355253,0.5621989224926948,-0.33473827532894457,-0.03970115511907491,0.7106737442262328,-0.39206885957303217,-0.6613671716632598,0.615558989549394
Cerebellum_7b_L,0.04295292524707351,0.1759134710494726,-0.02725475562072949,0.007204197340877526,0.27553174343090236,0.05592833618245634,-0.20926070738731645,-0.34225721962703237,0.1797462580063541,-0.28497145916420213,0.26091914506087144,-0.1037027372958182,0.1022008745126174,0.25813435835582976,-0.3676150918643203,-0.00038609399328627827,-0.03825643044836624,-0.24287260590827695,-0.05517692442899988,0.5465100470024078,-0.05779741755351282,0.06329397073045435,0.31138211328848,1.0,0.4269723797283309,-0.19841096010289144,0.3586617107372208,0.30343357387978376,0.6175655692476253,0.0747672500920433,0.7955279031245368,0.2898434637897038,-0.10764901740536093,0.06624447578201063,0.20991648695547147,0.48149910022864606,-0.1107969530993794,-0.011448250950486813,0.2098597233991508,-0.0010920999125977838,-0.24298397445288883,-0.2502857748801114,0.13486466843318487,-0.15440055391473156,0.3445909899512448,-0.25412850810524445,0.5043573376319065,-0.14400448155664825,0.52491255738278,-0.11218284136711373,0.2139213134342635,0.4845344727165042,-0.051321676867119,-0.2718967768395682,0.5728264931525684
