,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_L,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,VTA_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_IL_R,Postcentral_R,Cerebellum_9_L,Lingual_L,SN_pr_L,Thal_LP_L,Red_N_R,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,ACC_pre_R,Olfactory_L,Thal_MGN_L,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuI_L,Temporal_Mid_L,Thal_VA_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus1_L,Thal_LGN_L,Hippocampus_L,Thal_MDm_L,Thal_MGN_R,Cuneus_R,Thal_PuL_R,OFCmed_R,Vermis_10,ACC_sub_R,ACC_sup_R,Calcarine_L,Occipital_Mid_L,Cerebellum_10_L,ParaHippocampal_R,Thal_PuA_L,Supp_Motor_Area_R,Parietal_Sup_R,OFCant_R,Cerebellum_3_L,Temporal_Pole_Sup_L,Temporal_Pole_Mid_R,Cingulate_Mid_L,Frontal_Inf_Tri_L,Frontal_Sup_2_R,Caudate_R,Thal_LP_R,Cingulate_Mid_R,Vermis_4_5,VTA_L,Red_N_L,Raphe_M,ACC_pre_L,Thal_VL_R,Cerebellum_Crus2_L,Cerebellum_9_R,Thal_MDm_R,Pallidum_R,Thal_PuM_L,N_Acc_L,Cerebellum_8_R,Rolandic_Oper_L
SN_pc_R,1.0,0.3386383901982137,0.09805622855426897,-0.09307940563757218,-0.18874646220809185,-0.027523737996563005,-0.18129420111246158,-0.19485202710073324,-0.09350821326568913,0.40664468424759787,0.07222079692388109,0.33689069687151485,0.3874656723304076,0.25565483171283354,-0.22437429623922298,-0.09894057158839163,0.13648379585068993,0.22392609186405849,0.19312534446733018,0.23623975149231916,0.03949673023990472,0.3686886088602343,0.36287164454562143,0.29724920827483176,-0.10628139177973187,0.2705931461515025,0.09754024742334091,0.21280633771613774,0.10419063676440693,0.016608125545860903,-0.18867296467194378,0.09896179110530659,-0.19535603791225653,0.37421840800509976,0.19986265320565394,0.43386465288484977,-0.1798556559932604,0.3164613972221631,0.1323240980221824,0.376817421973865,0.41310523466824783,0.37257948115603207,0.11743516926347025,0.32181442294256507,0.004086365784185013,-0.18390053566208692,0.38768538030330274,0.3431754453100647,0.022935608558681996,0.36028924431023385,0.3114841343361892,0.33672849971193786,0.42593939136109726,-0.18505238676527114,0.4875792917251165,-0.1274575318619018,-0.13549366640292895,0.4100857579454449,0.20487735470109206,-0.08051548364783989,-0.024188076182806783,0.4773003208114181,0.1584262835627139,0.44444790138122825,0.31816402469429034,-0.02730930056423638,0.32520109653855056,0.35374441763059244,0.02990054429422885,0.12585288195864766,0.3928147392070643,-0.22195526502414464,0.1980396010048687,0.03877557632781577,0.4104753963040546,0.21781928879229775,0.18592937732928191,0.1820687680059078,-0.11608954993699509,0.32732993920772296,0.4251276266272044,0.2901396228440536,0.28764558253493394,-0.16298410552507311,-0.12230460175445851,0.16197034335315288,-0.2002754918224023,0.19836614154560195,0.26032168693442065,-0.15664170902032282,-0.1910499487345728,-0.016574795201543802,0.3916278356354567,0.22582326878133432,0.13693942173823578,0.10578755783081209,0.35643703569192053,0.24482619360557542,0.34337244758122637,0.20229939220266782,0.2762597294492708,0.39898013284796574,0.4429870015530155,0.1729122445427468,0.035052850265610745,0.30311410995123894,-0.1414609210107317,0.45442627314214507,0.43721944034947924,-0.32772750987109134,0.15095549203816355,0.21889365331300703,-0.3079635401027846,0.08541474316134043,0.4017771154769532,0.18391593734892067,0.2855700074863647,0.3174264816570202,0.22873907301600152,0.41839035694167326
Thal_MDl_L,0.3386383901982137,1.0,0.015471285668422164,0.11381589719752268,0.11169138221312297,0.2515683151060178,0.06503507815948849,-0.08195285815724074,-0.24984772127310834,0.3717016893231907,0.1480943969029894,0.27774554236976146,0.38595331552737344,0.4980058183325717,-0.15770279543487753,-0.11036944228266474,0.3500682575815008,0.3827997217349444,0.08534047180930542,0.5350325834339494,0.17445175282207434,0.16322389262089845,0.5319208670529112,0.5119458528123803,0.06524467367102947,0.19593504205746196,-0.03428479011968915,0.11974198378841247,0.3955505724871041,0.03328582106483329,-0.09459003682431294,0.25222680142566273,0.012974750918662268,0.40987340206129186,0.40278757883173927,0.3394477938900763,-0.16452962443020006,0.4479867031372782,0.05357803749233334,0.4481445185770082,0.45952355725074595,0.5916676084035618,0.21491358156858825,0.3283609048069656,0.2883081371377138,-0.1487939742907968,0.4453751327143084,0.4989079312665323,0.07344196593397405,0.531120947834377,0.5037119280392369,0.458778885244744,0.29500622728782117,-0.09605497345330309,0.6627972202138862,-0.05651700714915659,-0.023615152941004865,0.5572000328364168,0.23339642592984441,-0.1068911463006564,0.17870657399107293,0.3449117346327429,0.39331457483577775,0.3339223759880656,0.136362582764482,0.22613585341730766,0.1639592635994168,0.286268077605127,0.10687892382427715,0.3476930923787998,0.4675887988041332,-0.13454889009313076,0.39294230210469944,0.19313735856667114,0.4942291504650713,0.42952332851476127,0.023266944890719746,0.4902050051469716,-0.04964387590796742,0.515765316130936,0.5312727748159479,0.6225808260576556,0.29231423359027314,-0.017497460860698717,0.2666440931939629,0.06328560948371197,-0.06825333836158748,0.30561303965283904,0.3395921856378961,0.1167558779301775,-0.10963283644544627,-0.18644718617714864,0.44419752681383806,0.48217003150640736,0.3430595504754044,-0.0004387444536251668,0.20443459166799477,0.3396411023493346,0.3498724170875646,0.023024722588045204,0.489896801057118,0.6043320951616163,0.47203003232657975,0.39576416791399577,0.19238600436663855,0.4570738201633907,-0.004168640161042027,0.27883424003546353,0.38187613490753564,-0.14368655363603022,0.14314231218761614,0.5580330522956796,-0.05257376542106748,-0.15387177669441024,0.6339822514888674,0.2690951613157014,0.5984589222043821,0.4211533020473038,0.2562904798486138,0.47860938933859826
OFCpost_R,0.09805622855426897,0.015471285668422164,1.0,0.18302491549676062,0.3304519208341809,0.31893863249062765,0.3814907802784191,0.10817802666811809,0.34737192910187703,0.030622163043478524,0.040202262721965074,-0.2546537419185612,-0.39057506870058695,-0.13032751963048267,0.1784728898534107,0.474621209832623,0.22878029897122867,-0.11757716932931685,0.0235732657600593,-0.05937489415111576,-0.1703386763581939,0.06533152071961719,0.16885108154585676,-0.010063094222625824,0.2667371385750837,-0.4043141374581166,-0.034390817198070855,0.030958699236547645,0.0784574685594957,0.23949500747003163,0.4965818857446914,-0.1361592000665666,0.2868329198143327,-0.3312798990303315,-0.10985100237613737,-0.08214234120785295,0.0006571193763243753,0.13549087426112616,-0.045994148041247886,-0.16269642946329535,-0.02118138858661897,-0.006794186063340728,-0.014087622828616706,-0.3140971132732213,0.1707140265991243,0.540195022142428,-0.17555697716065014,-0.13604715703800957,0.20758915538064265,-0.1256848547457311,-0.20370454739580718,-0.06012103104668737,-0.021289452366184573,0.31677590167202585,-0.004585680833582582,0.3840796979978336,0.1694401036962685,-0.13845342862026777,-0.08945038803395931,0.5826933234361036,0.47783938246568414,-0.20315002794858084,0.32255759937882456,-0.24840134952449694,-0.057208395726958815,0.38060679226494687,-0.34174544117876343,0.07111813805752973,0.06513889976754665,0.1206345498129336,0.013280270415223032,0.03338254574833627,-0.007490331629424478,0.33491587389591126,-0.014214065468227564,-0.05962089411847186,0.3577940598880156,-0.061397303704668345,-0.16440416122792678,-0.10662850190064574,-0.04599416383655445,0.07625151287533007,-0.3203659796312391,0.4378285758707451,0.09292496117184479,0.17111124679099202,0.47563621383190674,0.22270112335267297,-0.05521975081987313,0.3856371933674957,0.581323723685473,-0.11492580617415865,-0.307851928949598,-0.01201905031474567,-0.1979282564174574,-0.016410559575868344,-0.24449301637983686,-0.11008790005290967,0.13395447374258548,0.40382773312043757,0.04855753481466155,-0.09278864045059687,-0.020207742447762966,0.06280294729344604,-0.20392696119049994,0.03394185039552473,0.4951082672930909,-0.07149348847939062,-0.2667583029797635,0.15248438721291915,0.19535140081556965,0.12671406735781784,0.23699602157918495,0.27806520961466064,0.004463310265322344,0.3979144984999524,0.09460179021951148,-0.08425807981001208,-0.28670523478601845,-0.06335384221531103
Temporal_Sup_R,-0.09307940563757218,0.11381589719752268,0.18302491549676062,1.0,0.22563239312069464,0.6334760948648364,0.37443246171421946,0.22092146902767165,0.35666786354844465,-0.07301677514455708,-0.10233077552721598,-0.09754632504511834,-0.17818076755093595,-0.025521086000933113,-0.07162884283348807,0.1792353314443416,0.15781103080004488,0.01279345589501557,0.24550555314983888,0.09657811014146958,0.24847348333842822,0.2541018579651806,0.1419331047772828,-0.006246834387537416,0.2588609266094244,-0.24889313794553583,-0.08034948319199393,-0.286326156887795,0.021505495098536873,0.2434659275544871,0.34722809154993534,-0.14285252157458783,0.3003755515646284,-0.24587809982097691,-0.07925039711315443,-0.0113581893276975,-0.16759457854509371,-0.003215361984937414,-0.017150966791532832,-0.11469566859276016,-0.11634512023449407,-0.0009775215331084032,0.03090875252139701,-0.16593063174618203,0.7846360235698309,0.3316946841257586,0.1039551862198236,-0.02209657533029164,0.23396853676970017,-0.14039146460942978,0.2674201858067127,-0.06980416678308367,-0.3219359338891261,0.18957463223550053,0.07204504579887833,0.2557835705062381,0.2141948436681302,0.15648780102259693,-0.15316936802095132,0.3521066328478806,0.5184039009180721,-0.14800790295618124,0.1330123939516256,-0.04707875700138651,-0.25814788581090925,0.5973911231023654,-0.3695883034068834,0.18486343221496843,-0.2568590987398893,0.36564275808342056,0.06331781270099462,0.13456006859143352,0.16080191539221705,0.1531816270181185,0.21888780172561473,0.016452394607006295,-0.04589548342909622,0.10991293250809149,-0.03147169791384165,0.18111897685657638,0.0017565489140887122,0.19736593182341905,-0.13443818065052668,0.46429100371780924,0.3543846412679505,-0.13437896254115025,0.5095677556442112,0.1458299728448147,0.22216924480497038,0.4907343810530634,0.27982734066382176,-0.15221549293717943,0.03275537074313099,0.27044958990899115,-0.10251485788022077,-0.29248976420835254,-0.3508048137165789,-0.18519373077352352,-0.03793292469579829,0.06357865863558831,0.1310270039694802,-0.1544893585944605,-0.05744772505674003,0.2233462607890873,-0.022880875570468952,0.1356923220067101,0.3700628835890197,-0.31371377353606605,-0.15500972305205382,0.4149722245389464,0.06831503805629413,0.34435506390824544,0.33825068293266464,0.20804697154920887,0.2054998949364048,0.5294306537154361,0.242836214652962,-0.18960514610714876,-0.4490021450918049,-0.14881008727671224
OFClat_L,-0.18874646220809185,0.11169138221312297,0.3304519208341809,0.22563239312069464,1.0,0.10134643480030726,0.3015888454163944,0.39158916366688856,0.021901892409038767,-0.09886350659400678,-0.15513934026341006,-0.04023559297167061,-0.10997762661126946,0.17197130192293264,0.3654772075638469,0.0665512522326115,-0.11617356774872296,0.17263132769792022,0.017964882769027274,0.29572322985188093,0.1429123150733889,0.23001402402518284,0.08977926676864667,0.1476712196152795,0.06092174812491322,-0.013721548262834744,0.018288187009640352,0.10533485138261707,0.18747812656402219,0.5422818908794045,0.17973713659157528,0.0194157404219136,0.31838510682357046,-0.12847294485937827,0.1833292262660784,0.030922307022939525,0.044127713735622714,-0.03721444736230796,-0.018738644028719366,0.1888709790210395,0.14328530894085162,0.12454560570166688,-0.03629535790864178,0.08203978760161589,0.2390623586434986,0.3344409374531743,0.09540692227982178,0.10357167127203767,0.3963743838387486,-0.1135975355990617,0.1641566428334085,0.19907152535249376,0.09354078556904369,0.21790915861012353,-0.024741296908550668,0.3691945069335097,0.2056897280739046,0.0058671376845310045,0.28215488626628554,0.1941685181496884,0.1982554824585906,-0.09313388763922478,0.2617117497472461,-0.08803327577818132,-0.12054137463861633,0.5038923611075292,-0.1871524502418317,0.29210001686911935,0.03176636423194453,0.2524845751059119,0.26868108332871,0.06981774367018662,-0.0049021330579502595,-0.1639536287100159,0.030004856383983838,0.16327164937794716,0.1932250250324931,0.22832939878598404,-0.11933902675134027,-0.11529514035420815,-0.08312187311787954,0.1918385947526018,-0.10594793306016953,0.2970296277781813,0.3827687255405791,0.15877472535166282,0.2236462071839464,0.32094402868575117,0.42775856339726437,0.0882419836158158,0.27820691307219864,-0.15634477824651732,-0.07164982360977602,0.07924552817451437,0.262281622287459,0.22476297209269436,-0.17417350023386516,0.11481704836742332,0.018151286111052996,0.24250157282309956,0.24177869579672615,0.13549215997143366,0.16180444973634772,0.27612632693204947,0.29278606034393845,0.3504612318993629,0.4237666316204312,0.017642200458861456,-0.08446405726211902,0.4569013012585868,0.37467403792164833,0.4081382063379572,0.34629056418826726,0.16412581315064712,0.013083327858033292,0.1571607296745688,0.10576568734294137,0.053997834051654446,-0.07521529124436542,-0.1781440495821083
Heschl_R,-0.027523737996563005,0.2515683151060178,0.31893863249062765,0.6334760948648364,0.10134643480030726,1.0,0.48160739876200215,0.2160761442242917,0.34310345827962413,-0.09223400197489388,0.1239639077489377,-0.13921692906131833,-0.30897710930197037,-0.05805775247466907,-0.21172353450454018,0.36456531922751156,0.5172344279494584,-0.05370821742698685,0.18718268348154674,0.07328272554116853,0.0743601763857444,-0.0344886614984923,0.3207844667367111,0.06451983332095614,0.4901559514530672,-0.47278682199149946,-0.07868308215885265,-0.3120755153115381,0.07532660346009512,-0.019067889093296857,0.5447736967897318,-0.1505941331158826,0.3683538788698491,-0.3028390195323807,-0.11627472078167346,-0.06258038198428974,-0.12330041092287897,0.18517305931482644,-0.08270532801190889,-0.2262177021677466,-0.14871021884404212,0.06453632599188833,0.14360807458639285,-0.29660306744483006,0.7530907867602845,0.41632795758390795,-0.031649868824865444,0.008017837530311331,0.05674903747107995,-0.060172651369090856,0.07488326623071238,-0.11111279361606156,-0.2863252391194535,0.3314679669774315,0.1792959971804802,0.3387433678648115,0.19612765617397665,0.06878402320170472,-0.32743858432908296,0.5101479310696669,0.6873464863569493,-0.1796678260849532,0.35698558623772686,-0.18282536078998635,-0.2666368896268995,0.5214207651482523,-0.48986059382310715,-0.07489874187046056,-0.02988359009915697,0.27714785106560835,-0.030329820113085264,0.15935570865990967,0.24493689893150297,0.510293015236641,0.18157921414862785,0.009324089862402626,0.038727355607128686,0.03601577075442282,-0.007879733214592158,0.24005350337163692,0.1350326072803386,0.23266002659225252,-0.22363238905245644,0.45507062665023096,0.356578319762404,0.015934967452363624,0.6427133628372383,0.12399309144327521,-0.08113218140495049,0.7287664628908064,0.3981676921619222,-0.15834516294164697,-0.1070577664738419,0.3122216988750484,-0.2241300375707344,-0.4799722675891853,-0.42656238447680284,-0.14629901344734136,0.031257516345424424,0.09945928626546871,0.07808692167521492,-0.1441205703729394,-0.11376111718130202,0.13825735141234222,-0.337917082336618,0.03807756750441431,0.45198886896278434,-0.3033231147045901,-0.25788983357491274,0.28746680199763053,-0.12806669214622707,0.23472886286675673,0.3918185588876206,0.25501586801399023,0.286012874746108,0.6656221924050509,0.3634978968937481,-0.23976114003814683,-0.3869796673759772,0.017652629282889524
Cuneus_L,-0.18129420111246158,0.06503507815948849,0.3814907802784191,0.37443246171421946,0.3015888454163944,0.48160739876200215,1.0,0.24293055771039804,0.4315652362926866,-0.17802807068919052,0.13333792261759433,-0.3307685012790793,-0.5518812916384352,0.029582820401412278,-0.01221606813509493,0.6387574225579107,0.46394363538911604,-0.06419263400490127,-0.05049949835020498,0.13215880257930798,-0.10723877555197854,-0.25873315450532647,0.20079421646984189,0.17023904444073729,0.6823845123245978,-0.5078697205835405,-0.17233395613221825,-0.056420043776913564,0.43038034954569315,0.24057363406965052,0.7680809287299148,-0.1646976532285134,0.5565018436647304,-0.44725154913764753,-0.01612766566147943,-0.3687344894889789,0.24191650141239215,-0.02727092235031316,-0.19858231186499622,-0.2385800414415504,-0.13073943522525716,-0.1682481741476787,0.017809095278975645,-0.32535820423991935,0.37844716809097134,0.776099266601044,-0.22293440125216477,-0.1452536871435849,0.28460766421170997,-0.08570930748309188,-0.18093214784661618,-0.14852490575777563,-0.3647813038114581,0.4802869990183053,-0.149996910920593,0.47881221147920294,0.5543804433078435,-0.1421618871568618,-0.08888335300434094,0.6143149917165671,0.7853078281061411,-0.5132734544029793,0.3353139294416737,-0.5844488053611108,-0.3335539759680791,0.6538213884310288,-0.5238521683698261,-0.20050306641768442,-0.037354309261554246,0.02537645351003601,-0.036973263201547514,0.22277796461412952,0.14786731210839513,0.5107931062298143,-0.27844506445870804,0.21714915053146872,0.10867636890728545,0.2010843405384468,0.19827167699795573,-0.06432191997221559,-0.04048014588452786,0.2806297648547752,-0.5319144499258281,0.7322582630178935,0.5477568265786009,0.09760408197104198,0.692032017101749,0.08078580871083105,-0.2579736807349389,0.7918359917127132,0.7067129779655181,-0.010767797350088908,-0.33016202705568415,0.21295802814052825,-0.06946463937828426,-0.1126824789927306,-0.5795995647233273,-0.14696973386681458,-0.23364402024767003,0.28773968348310147,0.16218340402234777,-0.13110610228121208,-0.1197279795267223,0.07544151505866221,-0.3825735204322587,0.061175453462338096,0.8174337465320898,-0.4162615197464726,-0.5659951152231233,0.40603336292412207,-0.09721203010945596,0.0039036991024721437,0.5908694928569415,0.2413080230251076,-0.08474045084749736,0.36768460574763895,0.2782458938862152,-0.42833973321295826,-0.2907702056249075,-0.14780222538662724
Occipital_Inf_R,-0.19485202710073324,-0.08195285815724074,0.10817802666811809,0.22092146902767165,0.39158916366688856,0.2160761442242917,0.24293055771039804,1.0,0.07024116634074402,-0.18830017357671647,-0.05039364047288682,-0.14326264922641088,-0.2917832767759487,-0.06544869325212925,0.0894521351512191,0.14927813771194737,0.0727577449382444,-0.04311127793673469,0.054750211050269545,0.07303052950500886,0.04047672578889382,-0.06354895488841446,0.0712339244577413,-0.04367940234096505,0.24125314145143142,-0.23787908260101223,-0.10066300369883033,-0.20927376846341453,-0.06411892429114506,0.19928408322975036,0.3508581536342661,-0.09442850663877059,0.38286398071071537,-0.30825936890808137,-0.09300358290608053,-0.15322156815230079,0.16737702100482515,-0.19121806743404204,-0.1637836774004336,-0.15699363633410002,-0.10439596239308653,-0.052173802544653494,-0.09566764859839241,-0.1492592910323836,0.23810472243041028,0.3102264995200295,-0.09742631825020003,-0.1404152863705117,0.20956678232008738,-0.27112388826795264,0.025729019868155362,-0.05762945316554421,-0.20385880111127014,0.2938588178642607,-0.10976889072986205,0.32439538012792996,0.28792333795487507,-0.11756043759960187,-0.05267970225327446,0.2705773095513304,0.2818756218824244,-0.26458571680984266,0.23906667868543802,-0.23448336408662276,-0.39231833267457855,0.40061259531959326,-0.3891413643236944,0.058389085164086245,-0.04658860630327688,0.2228488258777617,0.02525118957398563,0.17148189167616562,-0.07665770860125552,0.08152656716459462,-0.08052234324342114,-0.0778897865785183,0.12345248664127999,0.006053747328894139,0.030399680493797467,-0.1036067766316731,-0.1842665716578503,-0.0475904273444245,-0.2938094142836792,0.3610471870020677,0.26239034504235487,-0.015114738436914833,0.3742823724189468,-0.011405312080292699,0.09557129255931535,0.29742635214598834,0.23053887872927398,-0.1331052164809461,-0.23651478813921756,0.12024824801835486,-0.03010882307137331,-0.10631613170354388,-0.34729677716497004,-0.16881319230220856,-0.05257485826138668,0.0292272835892651,-0.0033743740479681324,-0.1592061192019482,-0.17195210406198097,0.02714622360307186,0.04262242744399303,0.046311768354020656,0.3695724011351899,-0.28241868880604715,-0.2834699864276946,0.41515558453625956,0.06330184038448657,0.21609819632325877,0.42641379518197237,0.14963719203256506,-0.09995129828368898,0.27640682415732015,0.040619530586741726,-0.1643783083719075,-0.11565997260750646,-0.16149593564270454
Temporal_Inf_R,-0.09350821326568913,-0.24984772127310834,0.34737192910187703,0.35666786354844465,0.021901892409038767,0.34310345827962413,0.4315652362926866,0.07024116634074402,1.0,-0.05807434712731215,0.22080451394665523,-0.30776889005955876,-0.5410839839359386,-0.3681867012387274,0.0021006309284733035,0.49429972254889265,0.2275089671735502,-0.3386521799419122,-0.09059171917374918,-0.2511495681699567,-0.10769815519060906,-0.20752777258258137,-0.06426903010509247,-0.16530963270099747,0.2946826073127437,-0.4728381003004967,0.17525507311888702,-0.2787697145770244,-0.1459840597744698,-0.06811078220694368,0.5261360650188924,-0.1136264114058564,0.15821377000762724,-0.5047594913374155,-0.23896183907853893,-0.4061056078435552,0.021056345073583643,-0.21256749843031775,-0.004396190192766383,-0.44545595133885807,-0.2610409431169346,-0.38751209058968994,0.03859868547725807,-0.3833399847578061,0.08716435865742643,0.4434473642564044,-0.30647616316484655,-0.31911496249196397,-0.1264184482887092,-0.2982526135742077,-0.42974404223580326,-0.3267615366068914,-0.427565164859389,0.1944846167462544,-0.32376071646278626,0.15977112816714184,0.07055264029734733,-0.3612808544349874,-0.4043627930975663,0.6131364316417351,0.4016265746619626,-0.3978202114578383,-0.07415458628723104,-0.5231736929572749,-0.3027353421275811,0.21564072942116946,-0.4186640843880825,-0.2518220477225697,-0.16320402781019447,-0.07182199855870315,-0.3277799099688557,-0.018845761581569215,-0.05629769519903842,0.4071576570265477,-0.3010837224135513,-0.198700567244823,0.012615668787085303,-0.2231462907432653,-0.0003229651740802027,-0.24065328816183867,-0.27309622767257147,-0.10666014470704319,-0.48324472877697866,0.368834632688416,0.11882587117768845,-0.06429275154282367,0.5277316263187467,0.05003345469418027,-0.3495810761065923,0.4603016085825937,0.5322141799393955,0.3059356484956293,-0.4176402493003737,-0.12480449472417199,-0.2798258450694651,-0.2930052271834371,-0.46517441880782373,-0.3548292280726762,-0.3372672645170939,0.27118727451617314,-0.25281199010219035,-0.44696795116728333,-0.3492342461438948,-0.311449068599486,-0.5369152043196993,-0.25559528735067066,0.3956534173041462,-0.4303913771461317,-0.5337599156331153,0.36203112073932636,-0.1872594964661198,-0.24408337535333677,0.19920749882393354,0.5283886847140208,-0.31990120368194847,0.11580537570225667,-0.11488185510343205,-0.49488915017733776,-0.3880754984373963,-0.21025034251067676
SN_pr_R,0.40664468424759787,0.3717016893231907,0.030622163043478524,-0.07301677514455708,-0.09886350659400678,-0.09223400197489388,-0.17802807068919052,-0.18830017357671647,-0.05807434712731215,1.0,0.21121239682626053,0.311939170151598,0.37748472679019934,0.33878949787264767,-0.1950225902176761,-0.12054366411469863,0.16470450551132929,0.26458146841745184,0.12915988553835678,0.2783900193154952,-0.017333195501461868,0.2277775198173271,0.27535891704202653,0.3576183531783039,-0.19488599865417663,0.2915399369972793,0.22914222326297298,0.2739036147319368,0.21339908203337732,0.008868433068728249,-0.2428582013308935,0.335381262245089,-0.33473827532894457,0.3716589382262062,0.3136738377604296,0.2959924789815189,-0.22870808394309186,0.33428886133928604,0.18360324682522483,0.40141416339524494,0.43150566314123007,0.31629105864899854,0.14323668833251546,0.3443700467921995,-0.05814736278658462,-0.2250891626270464,0.3531419416816324,0.3112533202273301,-0.007814778247240667,0.4702028608642758,0.2892944238868542,0.3801534444050365,0.42176594776376264,-0.2063131702386271,0.4189185262967079,-0.18686845282884204,-0.23726173783725873,0.394674006288084,0.2611576878839763,-0.18800984536182216,-0.1042200278100183,0.4218650008784769,0.13149914251156214,0.35830888714721587,0.2594105082675747,-0.059010959855834245,0.35632021366125893,0.2299608702802165,0.01807199240475215,0.14063094505492615,0.3514859556607854,-0.3724178864313596,0.30530033458111355,0.08255387987964997,0.3561076378684683,0.33889811071412945,-0.06231898194694505,0.28874592583247743,-0.1279587791457749,0.2428802284321079,0.4084924717421595,0.3382025218448863,0.19691819890769738,-0.16523640405856738,-0.018957376101345316,0.05223470854455084,-0.22465485106849797,0.18117225779546023,0.19874000668294284,-0.1627330141782286,-0.12099232163637573,0.19917861998174832,0.4235320519403798,0.11448105399856502,0.267689770137021,0.1827229930213842,0.3041747423640228,0.280704246853289,0.21391201249850994,0.17440159988607687,0.31294653794064015,0.43426766052292515,0.393790244112732,0.11826058778306685,0.03213558123122441,0.3098667276366108,-0.1528127443451647,0.38716338295663016,0.39134113130012027,-0.32133610872188856,0.0024167228879335184,0.2146564876263965,-0.2888588509194046,0.09238071892494071,0.35343332100439856,0.01410718934510439,0.3067630814120345,0.3718468386784828,0.2369299320591593,0.34994215776666054
