,Fusiform_L,Frontal_Inf_Orb_2_L,Thal_MDl_R,Temporal_Pole_Mid_L,Frontal_Sup_Medial_L,Cuneus_L,Frontal_Inf_Tri_R,Temporal_Pole_Sup_R,Cingulate_Post_L,Vermis_9,VTA_L,Hippocampus_R,Rolandic_Oper_R,Temporal_Inf_L,Supp_Motor_Area_R,Cerebellum_7b_L,ACC_sub_L,Thal_LGN_L,Temporal_Inf_R,ACC_sub_R,Thal_VA_L,Frontal_Mid_2_L,Putamen_R,ACC_pre_L,Thal_VL_L,Paracentral_Lobule_L,Frontal_Med_Orb_L,Paracentral_Lobule_R,OFCant_L,Cerebellum_6_L,Frontal_Sup_2_R,Thal_PuM_R,Vermis_1_2,Thal_PuI_R,Red_N_R,OFCpost_L,Thal_MDm_R,Thal_Re_L,Frontal_Inf_Oper_L,Temporal_Pole_Mid_R,Cingulate_Post_R,Olfactory_L,Red_N_L,Thal_LP_L,Occipital_Inf_R,Cuneus_R,Pallidum_R,Temporal_Sup_L,Parietal_Inf_R,Frontal_Inf_Orb_2_R,SN_pc_L,Thal_PuL_R,Rectus_L,Cerebellum_9_R,Vermis_3,Calcarine_R,Frontal_Inf_Tri_L,SN_pr_L,Insula_L,Thal_PuA_L,Frontal_Mid_2_R,OFCmed_L,N_Acc_R,OFCmed_R,Parietal_Sup_R,Cerebellum_10_R,Temporal_Pole_Sup_L,Rectus_R,Thal_VPL_L,Postcentral_R,Amygdala_L,Cerebellum_Crus2_R,Amygdala_R,SN_pc_R,Occipital_Sup_R
Fusiform_L,1.0,0.6491053838892519,0.5218204445433163,0.4540311943322351,0.6527456623184728,-0.5238521683698261,0.5523103217531509,-0.22050262676160362,0.5034356984582868,0.1010845394387847,0.8042699187696551,0.889331835623958,-0.2125196640533789,0.35767914478140145,0.6353596426806993,-0.14147376279732887,-0.11747040257523941,0.3273954177863107,-0.4186640843880825,0.20663957109571332,0.595003951467915,0.7770630144623822,-0.29145355452327176,0.10312983717570914,0.4129421619719366,0.5053755485864123,-0.36392028709682583,0.6562689541869503,0.09369663834690749,-0.5362418701832379,0.6955248717258585,0.29266430357043516,0.7324226236638783,0.7160626463251238,0.742164613896896,0.20500263781722408,0.3900678786377862,0.0598374401868171,-0.3909052462548926,0.055284753660868824,0.2615149118222958,0.09010729736800119,0.8375313564309304,-0.11795469139047764,-0.3891413643236944,-0.5794271449065127,-0.45329992277592934,-0.17418659277039278,0.1150315074026377,0.38409043437219537,0.6187448914130251,-0.1633085471145545,-0.4212469024015988,-0.1154455301395161,0.49318924498824196,-0.6962063941494606,0.6543532131833233,0.7473852557177839,0.14216177747413053,0.18761587216918105,0.7761528139576279,-0.22879716507375195,-0.5687803166126085,-0.031295999459070356,0.6198956939207959,0.449898742976644,0.4125910882712819,0.6168237221211105,-0.05226936846259999,0.7104396293064594,0.2505278049649589,-0.0993198098941901,-0.6217701786887304,0.32520109653855056,-0.6975281738163671
Frontal_Inf_Orb_2_L,0.6491053838892519,1.0,0.6244990398021281,0.29383172559022497,0.6511104906202834,-0.3705264984652975,0.6850561554533837,0.05411543777456984,0.39537298972151713,0.09925474786759968,0.6743316271484928,0.7150360498189532,-0.01286001716648524,0.16450149955311902,0.4652993288072018,-0.19841096010289144,-0.0013705573695893857,0.5002015520718718,-0.449224628749517,0.3693681275784666,0.7176346993652226,0.835475807578707,0.15995192464065988,0.5007023972436598,0.5918150058319357,0.4422460410753419,-0.38226761303357276,0.5561776484235107,-0.07293418036878424,-0.3620155743078442,0.7841683065796033,0.3825392893680846,0.6386799771826775,0.5630443854057389,0.8075278549541722,0.4586971965418044,0.5760111421105046,0.3323735860739641,0.16642524093663028,0.229350338880994,0.2846486294438597,0.07085442321917286,0.8003510939066832,0.08332022378935189,-0.12985139754163547,-0.33008426640945465,0.0028543751932799885,-0.019786497788627865,0.2683957118718551,0.6684333500046893,0.7745738375798364,-0.09076038720590321,-0.21476287145166068,-0.040098577402966844,0.5434292714592064,-0.48569784229437485,0.7321656925407061,0.7932060430375079,0.516305262768374,0.3339555603595849,0.7551822951480383,-0.11891221913831236,-0.10269491479259882,0.06256162232158236,0.48011574063139245,0.27891482177385774,0.6836701320085885,0.4743033123646504,0.11025413117505485,0.6272038702617173,0.026806596055717627,-0.07368543699849019,-0.5309895616713955,0.4884656723052814,-0.36814861440426455
Thal_MDl_R,0.5218204445433163,0.6244990398021281,1.0,0.3011395384574323,0.7341422542305089,-0.14332583636936724,0.71960190196141,-0.08357544395722982,0.6126558868300407,0.0069111589562394415,0.5694700786916087,0.64728739352985,0.3345899892198508,0.3388885490334899,0.6766605938066126,-0.20613374781691313,-0.041674321739828636,0.5737306631575395,-0.4768105594620789,0.2879344667453605,0.7323680409234202,0.7756880846432358,0.24885679377746642,0.3997537211487559,0.7179116870773206,0.6688953939322079,-0.2279262928481636,0.7483907322041496,0.1799801252869835,-0.16673653109973596,0.7431748047869071,0.6941819269304312,0.7088471688651734,0.6378681512203399,0.6599440713712227,0.13555866205037925,0.7611471801165529,0.2186522119040537,0.12207283708243362,0.12201485381077666,0.5959520657502944,0.023795722057792564,0.6926982506258581,0.28276739786106564,-0.04298730448599789,-0.2618117679592258,0.05963157485460039,0.0762936918380549,0.23497949866729212,0.4192289913906402,0.5869960010504249,0.34925082139800234,-0.07133081670968597,-0.14291166280229728,0.7379851732830347,-0.19516238099541694,0.748657860801967,0.5558148848034794,0.538665053999105,0.570652490804975,0.7827365391465908,-0.08414076154497928,-0.2036043658809387,0.025577049178029786,0.27677597331519516,0.12532676681531948,0.4573885666078639,0.33147161442240447,0.39258850530117373,0.5917711657478737,0.11768349863159241,-0.06807945430704646,-0.46091769464604876,0.2774017858342955,-0.2089741253459586
Temporal_Pole_Mid_L,0.4540311943322351,0.29383172559022497,0.3011395384574323,1.0,0.47704414625317476,-0.13194408740846048,0.16493471405325721,-0.007417477997454033,0.43438119628756655,0.03122111502259347,0.5592701197708703,0.42934631403182616,-0.1644358124586115,0.35367605211104997,0.4568487314975798,-0.017773108891011836,0.0079439153605628,0.22533512222823196,-0.0319731230373461,0.294698133057011,0.3121053146984076,0.4196714826265337,-0.23606387658924546,0.10385366122716544,0.3254436868402329,0.37660542802573993,-0.18983161693004497,0.4419231503817143,0.17255149569011566,-0.13940005183244297,0.4958907547057057,0.2855698495924022,0.3945949660447908,0.39201897774862815,0.26294894624656456,-0.10335227209766477,0.28598422401860113,-0.08451934428554075,-0.006814792885986395,0.19226620266148853,0.35644322372015574,0.1547775322642494,0.3966831787917955,0.11028111804266193,-0.24296029658336807,-0.396135293980028,-0.3513384150110182,0.13298120327216345,-0.16045644854672503,0.04031148485049529,0.33813390012291034,0.12020155489070812,-0.08022286328096823,0.06149198634854998,0.4514777786333377,-0.2776204761898506,0.4040818187662556,0.3624917691386909,0.2747779233504242,0.11113483286484539,0.4338212414100428,-0.07562640551176707,-0.3342480145459331,0.10432158340811189,0.21420269266794703,0.27048510903477624,0.27894795931163996,0.4284387832010012,0.23706655842103774,0.31747669493710573,0.24178404361975478,-0.1747008272267422,-0.20694642023837834,0.11675381106217159,-0.47860819238876084
Frontal_Sup_Medial_L,0.6527456623184728,0.6511104906202834,0.7341422542305089,0.47704414625317476,1.0,-0.14852490575777563,0.6828453737801161,-0.10076610982609534,0.8168522645047793,0.10839207596917788,0.7208751985096191,0.7225182353489235,0.1292854864505187,0.41138021384043244,0.8819577524256668,0.04480352290290848,0.12000099431279916,0.5408323562927422,-0.3267615366068914,0.29178018855724847,0.7201523295819965,0.8836860126002388,0.07924344056877429,0.3401833914862033,0.8220329983967807,0.827182715453853,-0.05677294210050297,0.8692589030826606,0.09811335537357892,-0.14128262252785923,0.885789989742773,0.7610340562669663,0.8345988084576146,0.738937272956863,0.5608678399597037,0.12385259112966548,0.725476476718383,0.15500933732974645,0.18935410059625282,0.25596432979606193,0.7893451104276434,0.2580100277821397,0.6794043283816339,0.4844617187183383,-0.05762945316554421,-0.27711483001634757,-0.0912186201356025,0.22773803646199173,0.18073834706915254,0.28507239220311215,0.5974509888673143,0.39287086192259796,-0.11410162914033731,0.06825912729125205,0.8300885939282956,-0.24642139046482336,0.8905716092985504,0.5978973925358443,0.6183807014283107,0.5009989122226687,0.9077183585254283,-0.19433294829782624,-0.27271863731656004,0.15231997299996955,0.4284865817309254,0.29671330733406376,0.42964121856435694,0.35121182825003966,0.5574245557563202,0.7156614564772174,0.15142762946349028,0.07854829141970993,-0.37527335715822585,0.33672849971193786,-0.34229485401008547
Cuneus_L,-0.5238521683698261,-0.3705264984652975,-0.14332583636936724,-0.13194408740846048,-0.14852490575777563,1.0,-0.3019417160306608,0.10867636890728545,0.21714915053146872,-0.01221606813509493,-0.4162615197464726,-0.5078697205835405,0.37844716809097134,0.017809095278975645,-0.06946463937828426,0.44777635392370846,0.1526451734436781,-0.06432191997221559,0.4315652362926866,0.08078580871083105,-0.22293440125216477,-0.2874587516708037,0.382518905027638,-0.09721203010945596,-0.1682481741476787,0.2010843405384468,0.30849621783503633,0.029582820401412278,0.0871293170278838,0.7712272623327421,-0.1197279795267223,0.24961403445574223,-0.32535820423991935,-0.2293093261754648,-0.5844488053611108,-0.2654003607835395,-0.08474045084749736,-0.05049949835020498,0.6013015087366087,0.28773968348310147,0.3269709596436411,-0.037354309261554246,-0.5659951152231233,0.3353139294416737,0.24293055771039804,0.7322582630178935,0.36768460574763895,0.46394363538911604,0.28460766421170997,-0.25873315450532647,-0.3687344894889789,0.5477568265786009,0.47881221147920294,0.2413080230251076,-0.01618841432688734,0.775875088196317,-0.13110610228121208,-0.5132734544029793,0.20079421646984189,0.21295802814052825,-0.2385800414415504,0.22277796461412952,0.5085393204470274,0.09760408197104198,-0.1126824789927306,-0.17233395613221825,-0.23364402024767003,-0.3335539759680791,0.47715477976131526,-0.08888335300434094,-0.19858231186499622,0.41921237617086793,0.6387574225579107,-0.18129420111246158,0.5565018436647304
Frontal_Inf_Tri_R,0.5523103217531509,0.6850561554533837,0.71960190196141,0.16493471405325721,0.6828453737801161,-0.3019417160306608,1.0,-0.040999070758562066,0.47655091768788327,0.23577880019024688,0.5253057921522385,0.7241747235708724,0.3141685313946752,0.11160817932670768,0.6649239963028835,-0.0010920999125977838,0.12674573138700193,0.2869686365530721,-0.42963252532333174,0.3529556785698104,0.7304495707428091,0.8101922437895909,0.340529743657394,0.4345974781155334,0.4963901249327459,0.5600648863370109,-0.28550260083126083,0.6186968742889034,0.02635586416411555,-0.3303908051358077,0.6771030110366039,0.5909305592310702,0.7055940612410079,0.6307014777116952,0.6974058217766899,0.3473134924453492,0.4910821448331928,0.34560229488297833,-0.015639173496367276,0.15225976309217462,0.46718424461126895,0.06216528536897374,0.6706510873037353,0.08670942859700076,0.03605944905201738,-0.17224067902813747,0.03426567169932006,-0.31392451655905246,0.4260400767758614,0.7314095953144896,0.6053077849109052,0.19650678109257566,-0.10488238956252573,0.011287906896046699,0.7327034704180748,-0.3714108551095025,0.6367335077177985,0.6216601818312077,0.23496367962546522,0.3451828146471874,0.8061460506035109,-0.14738033194196376,-0.09143894888560215,-0.0067866596411122115,0.4820458831704071,0.21746270435844878,0.378278450963944,0.26711375969446916,0.050987792193203325,0.7099754961129054,0.12071561118693112,0.018567960803873802,-0.5350876741824374,0.2605173901083143,-0.22457367673270193
Temporal_Pole_Sup_R,-0.22050262676160362,0.05411543777456984,-0.08357544395722982,-0.007417477997454033,-0.10076610982609534,0.10867636890728545,-0.040999070758562066,1.0,-0.12863395348202278,0.053248217557472007,-0.0675515956703428,-0.21169715347464577,-0.10643055636630858,0.04600205711898042,-0.16638211815969392,0.0747672500920433,0.005995725803397193,-0.21908823178045253,0.012615668787085303,0.0545219369756199,-0.06789713380076084,-0.07705196187214251,0.17849822139537652,0.27281830283167524,-0.009869733922264149,-0.19356847097293697,0.03227735006061985,-0.1508742862283745,-0.16515959918897566,0.12382019947633138,-0.046972924484202185,-0.13312328882629473,-0.10513521895157556,-0.12529620729094457,-0.12731671405420122,0.1321667598528723,-0.07722359885851891,0.08798025767804998,0.3264091023927891,0.18674123083205302,-0.12035817876200462,0.07133566711552253,-0.15316301318746842,0.12888309943676066,0.12345248664127999,0.27249905227301824,0.20805556985470147,0.011731991211875112,0.13600330741658184,0.08626699692311304,-0.0177136854976436,-0.00019149963228178195,0.19464739440457626,0.15335224489655874,0.06299121471187322,0.13356305609217425,-0.04957029984375743,-0.10700850443433824,0.12809653673105556,0.03465038784048525,-0.12571556867114553,-0.008427869202410397,0.23505864891090025,0.14043360185735682,0.05050679467625481,-0.1679444528369663,0.21675439295200857,-0.07142246470306754,-0.0020306887290323914,-0.01601647861802443,-0.2037111832498785,0.18945297548005033,0.1348022978650002,0.18592937732928191,0.21014248641567185
Cingulate_Post_L,0.5034356984582868,0.39537298972151713,0.6126558868300407,0.43438119628756655,0.8168522645047793,0.21714915053146872,0.47655091768788327,-0.12863395348202278,1.0,-0.018170229995660044,0.5583846705908202,0.5821776722700708,0.18052810214263504,0.37865051582695564,0.8090201340961473,0.07755609292872913,0.04521741207197832,0.4858637029170905,-0.198700567244823,0.294166690654445,0.5899597420357339,0.7128401872475715,0.03954886399959731,0.07252762198300251,0.6088878416617196,0.902435922505696,0.0389626088697136,0.883983791754769,0.11732804048010331,0.04613797627793725,0.7716687619727928,0.8326558225973083,0.6852888837975417,0.7764516608591666,0.3131727377671559,0.013540815788447813,0.5984998422277816,0.07435719436216633,0.20735260807731296,0.272157873641813,0.8959705042356015,0.15236815371749576,0.4478961064605484,0.4070443037891492,-0.0778897865785183,-0.12083474345032448,-0.08458139933977038,0.38303685666344495,0.16110596608601654,0.09854153452963109,0.3949724918716085,0.5915896785665142,-0.11168389555397634,0.05969334930043704,0.7360893096004264,-0.022867777923343248,0.7519394601641346,0.3643985293028846,0.5516605695076964,0.5363763521127654,0.7697668935613223,-0.19594643768292716,-0.2196583460306791,0.1255724405605206,0.34274716912089437,0.20823982055225404,0.21917117922523696,0.2818669258225785,0.6456386931150611,0.6252346599650703,0.0998225940125439,0.06282373054848803,-0.18008258985706493,0.21781928879229775,-0.27697126737159783
Vermis_9,0.1010845394387847,0.09925474786759968,0.0069111589562394415,0.03122111502259347,0.10839207596917788,-0.01221606813509493,0.23577880019024688,0.053248217557472007,-0.018170229995660044,1.0,-0.0354265234989566,0.09912622834495208,-0.0966240614939019,-0.1594502076095411,0.19210753950848544,0.3586617107372208,0.046509477652784334,-0.3081731115235618,0.0021006309284733035,0.03177423592549092,-0.0678194641383956,0.12434871213027207,0.10723381639799066,0.3346876665170519,-0.06762176847467423,0.03463463940834597,-0.19142628503611236,0.021262144601803847,0.05166446439243762,-0.11326383953583807,0.07993535686766574,-0.008918039351969609,-0.017326730662410413,0.001508104011564519,-0.06724281845561086,0.19320542049645545,-0.17824820437000932,-0.0170640326379376,-0.0018471715825914663,0.12409115828311555,0.08059065029178294,0.10163542423507288,-0.06001118112699147,0.03908964625770839,0.0894521351512191,0.1242739947221531,-0.14768241492612877,-0.3528745245796536,0.32267733382789654,0.22539020179696173,-0.03907822207978564,0.046805143740281434,0.01077558879922226,-0.03841630280987495,0.1273102877874051,-0.19649078226149588,0.006498019435923808,-0.06506867426804977,-0.1560423748386367,-0.23079186059465842,0.1262973248533855,-0.03721701155485453,0.0788046730840047,-0.0977062481522607,0.42252061773614485,0.1700036242210252,0.04022459896311823,-0.0060653056774741185,-0.18691062999729585,0.26616177863751256,-0.03277834975866404,0.2819600321659297,0.0037066802003012616,-0.22437429623922298,0.03623776800813674
