,SupraMarginal_R,ACC_sub_R,Lingual_L,Temporal_Sup_L,Vermis_8,Thal_MGN_R,ParaHippocampal_L,Occipital_Mid_L,Parietal_Inf_R,Thal_AV_R,Precuneus_L,Vermis_7,Supp_Motor_Area_L,Precentral_R,Cerebellum_8_R,Thal_VA_L,Caudate_L,SN_pc_R,Frontal_Inf_Orb_2_L,Temporal_Sup_R,Putamen_L,Supp_Motor_Area_R,ACC_pre_L,Thal_PuA_L,Cerebellum_6_L,OFCpost_R,Thal_PuM_R,Thal_MDl_L,Precentral_L,Thal_PuL_R,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Thal_VL_R,Cerebellum_3_R,Thal_VPL_L,Angular_R,Thal_VPL_R,Frontal_Inf_Tri_R,Paracentral_Lobule_R,Thal_LP_L,ParaHippocampal_R,Vermis_10,OFCpost_L,Thal_VL_L,Insula_R,Temporal_Pole_Sup_L,SupraMarginal_L,Vermis_3,Temporal_Pole_Sup_R,Postcentral_R,Cuneus_L,Thal_VA_R,OFCant_L,Frontal_Med_Orb_R,Thal_Re_L,ACC_sup_L,Thal_IL_R,Cerebellum_7b_L,Calcarine_L,Heschl_L,Thal_AV_L,Temporal_Pole_Mid_L,VTA_R,Cerebellum_4_5_L,N_Acc_R,SN_pr_L,Olfactory_L,Precuneus_R,Parietal_Inf_L,Caudate_R,Rectus_L,ACC_pre_R,Postcentral_L,Cerebellum_8_L,Amygdala_R,Occipital_Inf_L,Parietal_Sup_L,Cerebellum_Crus2_R,Rolandic_Oper_R,Pallidum_R,Cerebellum_4_5_R,Cingulate_Mid_R,Red_N_R,Thal_PuA_R,Thal_MGN_L,Frontal_Sup_Medial_L,Olfactory_R,Cerebellum_Crus1_L,OFClat_R,SN_pc_L,Hippocampus_R,Frontal_Mid_2_L,Thal_PuI_R,Thal_MDm_R,Vermis_1_2
SupraMarginal_R,1.0,0.2754704550993533,0.25604872586449856,-0.20393616042058124,-0.376297772034055,-0.05302485667012278,-0.0048700068604603285,0.18011363780769143,0.8355360867193973,-0.11871163109469042,0.3527027125724152,0.1348583016606903,0.20054445792082962,0.45716910082274415,0.14049466503300712,0.275397865384784,0.13227236889764507,0.016608125545860903,0.33219367631799224,0.2434659275544871,0.13839941542471623,0.33934414838505794,0.4030975868912823,0.14178637895019033,0.07893076218289471,0.23949500747003163,0.35257712743679803,0.03328582106483329,0.32842186006582025,0.2328133635278807,0.5479186114907078,0.23359463392386529,0.4333548813674199,0.1341491256111369,0.05508765931622157,0.3255174039053105,0.3627666897307384,0.5848676568964182,0.309752475422003,0.2003427417622366,0.15057115197014467,0.08346048027896294,0.21746510348865963,0.10300136722810936,0.4904671887572099,0.20450436569232655,-0.05039783202271439,0.4376328919328785,0.25430761404150576,0.6589739753108412,0.24057363406965052,0.09196462747860358,-0.02575059471432763,0.1322951506417898,0.25811399502701265,0.3189101548600319,0.23071334728778167,0.41236221041339843,0.011829416316267426,-0.091021921292899,0.015535623428468986,-0.018162120822823577,0.14385204744331673,0.13186924553618246,0.3212810510627947,0.12152521963504288,0.009601025008550272,0.6017068162882492,0.29089097417824716,0.3034252828947279,0.2584479623984393,0.5338648711058784,0.21155708325557843,0.2041448602763453,-0.1099496718524339,0.32058836943273905,0.4797274517742143,0.47547230782994954,0.3256291302082073,0.14296148206074324,0.3902922490199449,0.50215931757527,0.14294671774719198,0.22135581562232767,0.1982710900182916,0.3296729631226075,0.2716286743512081,0.12247123248886466,0.40129658150908937,0.21147582949314425,0.22297266006491914,0.3831479453552001,0.24659339514183887,0.06643191699310348,0.2189104279904551
ACC_sub_R,0.2754704550993533,1.0,0.04702429017953417,0.07618939406904937,0.016474282553770855,0.2625677719548206,0.29441023962086765,-0.09111785856672823,0.2228814567272078,0.10599160016029618,0.24078860315021008,-0.08144702579162809,0.3135507170927083,0.3627398797339047,0.16458442009169255,0.3770364691131659,0.39874498535237124,0.19836614154560195,0.3693681275784666,0.1458299728448147,0.1077136823865211,0.3105954506957655,0.16937638949943967,0.3005901864699804,-0.004629285748277536,0.22270112335267297,0.3578463876470606,0.30561303965283904,0.3727710273696996,0.1857592042806096,0.13175768250236958,0.35246988556447967,0.19140584631649277,0.3144666059472744,0.18883240926439646,-0.036119556668650854,0.2718146896933715,0.3529556785698104,0.35469429800825214,0.016018319770432943,0.3139921492641348,-0.10293004585390693,0.06328751889647939,0.23119016932599348,0.23884779770819894,0.27317687411998187,0.051284728902875706,0.39015333706404565,0.0545219369756199,0.34358591868008664,0.08078580871083105,0.3121241600335586,0.13359176058080993,-0.17224841686248665,0.0828789117341839,0.19959454180317437,0.31336198485323496,-0.00038609399328627827,-0.0387733175083592,0.20815055405884095,0.4090733625548996,0.294698133057011,0.3036306889214258,0.2067965769568244,0.06582294878968198,0.43503941321811573,0.13434691806274174,0.2828688421160825,0.2013649864542518,0.1121336491188289,0.11047108738747195,0.38986120165832966,0.330441117308501,0.277915284452558,-0.0949127542560154,0.3530773756989438,0.20773466297788193,0.006040051130087742,0.2062372768308855,0.15569176347827493,0.3123706579887897,0.41766188959719497,0.3360828896534934,0.2753959204417493,0.25805123604876645,0.29178018855724847,-0.07793693286988124,-0.04971036215238122,-0.011355708738332094,0.4196504545210295,0.2985382765350355,0.37952623487423237,0.21867282864254237,0.2696637565348575,0.2843544090359737
Lingual_L,0.25604872586449856,0.04702429017953417,1.0,0.5509446101767663,0.08710586919160464,-0.5315912677323427,-0.45962234712738864,0.6944052861128659,0.30433049278877705,0.09378405428808201,0.25792378998874366,0.7906474394286933,-0.09228883929839915,0.0413045634661895,-0.30076647723240413,-0.12942105955889144,-0.14571820482491932,-0.024188076182806783,-0.29704933549853796,0.5184039009180721,0.3042446262709749,-0.16563607013396595,0.006686027544382809,0.3292323122248682,0.8879685962502618,0.47783938246568414,0.22192054727109156,0.17870657399107293,0.127054342970293,0.4553944334643156,0.7410523606780028,-0.09568863961898905,0.2118525475732486,-0.41280163469755726,0.5263378531166879,0.7292664891426296,-0.0512804404298587,-0.21966043122902065,-0.03532867218175116,0.4961757012219046,-0.29865373525777633,0.8021924988295591,-0.27293810103354954,-0.0012573275393620987,0.6342095562623039,-0.010603851002974181,0.5705112087600686,-0.008401891313499827,0.2561891923210873,-0.1638195935471596,0.7853078281061411,-0.05756947320432552,0.1777205626362174,0.5215732325620358,0.11230033385493007,-0.0631977732501151,-0.027060872311599093,0.5465100470024078,0.8916236925647089,0.0888115317494017,-0.3637818082319191,-0.1692444139500405,-0.3560724181975461,0.3350311287274856,0.577095875278811,-0.39255527795973266,-0.024436509361710903,0.3477426325358857,0.3632026321233164,0.13001583628934274,0.49291277303856007,-0.0943570909558017,0.13258524592328078,-0.3555582187906457,0.5509553494334116,-0.36209239758279693,-0.14144773496485746,0.4444523649587115,0.5767104556524676,0.6024124122627144,-0.10151674686899087,0.07423803623191255,-0.4464500814949281,0.3004518713115932,0.12988164173346686,-0.07811042276598665,-0.10775682336205425,0.2423326463407167,-0.014655128830701265,-0.22433933008346646,-0.5908787457985598,-0.2858649925265747,-0.3159378915679213,0.09859494040984376,-0.36227693965649166
Temporal_Sup_L,-0.20393616042058124,0.07618939406904937,0.5509446101767663,1.0,0.4545327527305901,-0.11137678518791923,0.04562229621115732,0.26303871720257055,-0.144435183779429,0.4632000597719319,0.37226442278436456,0.4537769982684212,0.22214665677013262,0.16094755564839164,0.132238122733934,0.12598085205764187,0.2700774457996234,0.13648379585068993,-0.019786497788627865,0.15781103080004488,0.5206848406072032,0.05469005612355152,-0.025599784837939194,0.45872433416125313,0.6044071370393502,0.22878029897122867,0.40010634805587464,0.3500682575815008,0.3845944780485576,0.3825775150902207,0.23514059202016072,0.20093926294097433,0.1569141205583603,-0.00948396572803931,0.7735350176070147,0.2439265523423572,0.11664521549828186,-0.31392451655905246,0.2374274447006836,0.5084000746615417,0.06734473549769385,0.38098884735791294,-0.248435100765552,0.4081033731232529,0.0936324516625643,0.18794967506861798,0.7806853968483891,0.027511654159469035,0.011731991211875112,-0.14901774925186118,0.46394363538911604,0.17024810294634588,0.1436945079559212,0.12895499824345755,0.060523976739361156,0.26175632021252027,0.24780225750605586,0.07241566244257822,0.6786798104375328,0.6621457945707874,-0.011995931259846195,0.13298120327216345,0.04183867815126361,0.4878058420574836,0.23437597765467347,-0.011446720290804313,0.10113939958638636,0.29131632524639167,0.4918758353360779,0.2832151720056333,0.10464087102649845,-0.17563310332758722,0.528123044991671,-0.09791393281281692,0.3067049000571306,-0.18540637075241978,-0.10360928482375717,0.06898247853178241,0.2536125142421768,0.3395812717588136,0.14471471658957855,0.23747386632604486,-0.13246703618987254,0.48744490921394307,0.18312682789632256,0.22773803646199173,-0.31801390966075466,0.07682525254049942,-0.44697384279165586,0.029697694894320954,-0.20395230630491615,-0.002757897786693593,0.022851798720659722,0.48502840649394596,-0.0035225443938505263
Vermis_8,-0.376297772034055,0.016474282553770855,0.08710586919160464,0.4545327527305901,1.0,0.04981584822394554,0.20685114651499098,0.1149989447709036,-0.46325578561791636,0.3388273516791168,0.24903685967301464,0.060822128757919994,0.5121740067397612,0.2649438803994076,0.2515570381601255,0.07478876355721745,0.29551490405279845,0.07222079692388109,-0.12850926106753624,-0.10233077552721598,0.09771907749999977,0.35479974649481694,-0.21784054033193714,0.18993440846843399,0.19266049168192712,0.040202262721965074,0.31025195618542983,0.1480943969029894,0.38665377860271916,0.3941887233044872,-0.012987911271643334,0.2671494214482895,-0.048760795523842305,0.12054936555914939,0.5304333860491567,-0.15245929767844216,0.03761203424930489,-0.17993228184015536,0.27330521577197275,0.29450887298730355,0.1342742834438827,-0.000717439411451667,-0.2400438015317368,0.29874144026281535,-0.22609507436769335,-0.1506207690524702,0.6055728693433057,0.20955259571007176,-0.1861388914714691,-0.10733937791577489,0.13333792261759433,0.051825918100203816,0.07085056418045343,-0.1319087412004525,-0.21415834145340523,0.32718878917294164,0.12952801554841575,0.003590458947502731,0.15613675062887325,0.28809651684587567,0.21974090799375895,0.3951185667277468,0.23004947912439125,0.4815992384092359,-0.18465773630998478,-0.06014478742658614,0.13166498791970654,0.12126459545800779,0.4725664369925402,0.15391534463676204,-0.03562666424594786,-0.3335438343803915,0.47421972066797224,0.24341623247768446,0.21206946221050527,-0.08669537738997303,-0.020764975407714565,-0.13745201902554702,-0.10633944097450353,-0.10745779328084096,0.2794745316237539,0.25736379793259284,-0.18465522051949573,0.39605817842682295,0.14389788521312888,0.3729283464510829,-0.39956536775198254,0.1615577456540216,-0.43518683721276186,-0.08519832780294677,0.030545161241975802,0.11085844655022885,0.14755268596934093,0.25023361473346983,0.2737126874207325
Thal_MGN_R,-0.05302485667012278,0.2625677719548206,-0.5315912677323427,-0.11137678518791923,0.04981584822394554,1.0,0.8534675375460754,-0.7088125981907472,-0.042006047353549826,0.4560880483795066,0.19491035868312642,-0.4793730105879217,0.5535404845522812,0.5131738377137065,0.5434212732270062,0.6470089269865614,0.6838317250200443,0.28764558253493394,0.5894963543742502,-0.13443818065052668,0.13208449103651135,0.5365507849889407,0.11943043709461917,0.3614323570125864,-0.48241081257064083,-0.3203659796312391,0.36974696346672997,0.29231423359027314,0.4733015486905855,-0.06178607999198111,-0.4117572161687167,0.601300664866336,0.2511768624068071,0.839881123753067,0.03854227490439013,-0.5007003460292372,0.6129064665471163,0.5592267914710641,0.5913113703488306,-0.05162361003673681,0.7694972624261942,-0.7378898712101342,0.09610968708816621,0.5573823772129438,-0.26436598287060475,0.45302010663094094,-0.2647352766566002,0.5100244620817646,-0.3412936552199624,0.4849611795736814,-0.5319144499258281,0.6490734395266324,0.12109969012626431,-0.47240498142870085,0.1070370293563513,0.5163840432477361,0.586867129055363,-0.3676150918643203,-0.5580212780700494,0.41508358919098637,0.659965681580116,0.33871262217296655,0.6897870457516623,0.3281843917723954,-0.46946753437548816,0.7402124864675234,0.0683516972633,0.11839333886720659,0.01167609707699475,0.3319069435154956,-0.3171510947482799,0.31195155424915616,0.425609678300932,0.4810013804594135,-0.574097167932256,0.5575470894612344,0.3580308222627364,-0.26115071910206883,0.062021030663197724,-0.19093955098212623,0.5068055218979283,0.5021424780085502,0.8069520143573667,0.27422662759850397,0.21562811842166948,0.5669602687018378,-0.009017958977905692,0.06891301099249342,-0.29211232283603145,0.6627803444051178,0.7785083750933894,0.6690199273344486,0.5507172517958048,0.5922043343437126,0.6638588395930639
ParaHippocampal_L,-0.0048700068604603285,0.29441023962086765,-0.45962234712738864,0.04562229621115732,0.20685114651499098,0.8534675375460754,1.0,-0.6922646972318305,0.029432995433284814,0.5465019666183378,0.4280110635925819,-0.41480166393583967,0.7351468704150926,0.7065736682820711,0.7256540696266119,0.7186511487859918,0.7892766647774547,0.37421840800509976,0.6808317238348883,-0.24587809982097691,0.2291170760176412,0.6999664319914398,0.09617803503367726,0.4503331817712055,-0.46546786550699315,-0.3312798990303315,0.4912425726859966,0.40987340206129186,0.6499884280603013,0.044440536783126094,-0.3870976129679414,0.8026501213407466,0.2479587774011981,0.9483362457991187,0.22833332221690825,-0.5706570679432504,0.6731746536892559,0.5626239179489299,0.7906856101894048,0.08296777666419526,0.8600992034598667,-0.7911334705447038,0.10977916355449513,0.6605592176042158,-0.3594510827285085,0.4812428455249717,-0.05384843844888831,0.6364848835048365,-0.25886402194622554,0.6616492873749354,-0.44725154913764753,0.6340828345211026,0.13364361292023075,-0.4992953705348858,0.10626253167732409,0.6796514622399369,0.7069392116167184,-0.30525006810332506,-0.5260688760166161,0.5364860205658833,0.7611459916744158,0.44249916209649093,0.8228874337326806,0.544440614511009,-0.5466241677503274,0.7916373190716885,0.1431022841236485,0.34921657760632263,0.2537865669005108,0.4177489556123458,-0.3423632028286428,0.29278041303415403,0.6644474030864735,0.5856523099781116,-0.5846279126849604,0.6799629080300946,0.540172199031408,-0.15789355622080964,-0.050092663050738284,-0.2846138752065254,0.6950978889947712,0.6485056385948665,0.803985049728396,0.42792297531226514,0.22488132364042707,0.7485228217720722,-0.04945912736583064,0.1266354069019142,-0.375136679569752,0.7069447335009834,0.8783024883239671,0.8264128853913221,0.7280899262816802,0.6557698893084695,0.8290678944419891
Occipital_Mid_L,0.18011363780769143,-0.09111785856672823,0.6944052861128659,0.26303871720257055,0.1149989447709036,-0.7088125981907472,-0.6922646972318305,1.0,0.1385517299529539,-0.13168766206635918,0.14576027129557592,0.5371778529243671,-0.2490585150603592,-0.23528064658757697,-0.49747860629445345,-0.503161995628827,-0.4261122399375852,-0.1910499487345728,-0.504270077759233,0.27982734066382176,0.052160413059892816,-0.2849895750898819,-0.006609983306042084,-0.2229099346643999,0.6213473287344572,0.581323723685473,-0.07941186533996844,-0.10963283644544627,-0.19583525421529305,0.235911100425783,0.55568862940733,-0.3720748510403827,-0.007026550088437318,-0.6633746708421052,0.28687908603620466,0.5809466945014286,-0.41037633978480514,-0.42996500377595237,-0.2914438506931601,0.33788535548103527,-0.6153494834076182,0.7472394112960534,-0.21558070140958405,-0.2712227781188896,0.45472506305934574,-0.30405157048559706,0.5584756249997588,-0.2840174587508253,0.1591791520758382,-0.3079326156765666,0.7067129779655181,-0.4121510985299173,-0.0042436545915375,0.4815755524251819,-0.14486897216585326,-0.26153420939805105,-0.41396011452732884,0.5439662947619437,0.6383538082361458,-0.3171803477485045,-0.5723768993592141,-0.10745121385531285,-0.41869782582733306,0.007671580584293829,0.4502646720273845,-0.6082844382036242,0.0035930979892476677,0.21488329514962803,0.38389813736865863,-0.06203336432014866,0.48736806137746036,-0.22211236057772002,-0.13968520508726964,-0.37144862788618943,0.6905994341485113,-0.36142990740300757,-0.08146452396298985,0.28835592047770175,0.2072467715807883,0.3348196326634121,-0.30880793200817097,-0.18147774538107483,-0.6990551471117222,-0.05439322390119375,-0.03160637522199446,-0.2724601376608602,-0.03982814630576987,-0.001971477926041004,0.09770072286328987,-0.5006131778085708,-0.7182188692497745,-0.48568271760976894,-0.4743833326708791,-0.302530262014291,-0.5693685409900101
Parietal_Inf_R,0.8355360867193973,0.2228814567272078,0.30433049278877705,-0.144435183779429,-0.46325578561791636,-0.042006047353549826,0.029432995433284814,0.1385517299529539,1.0,-0.07123908738639081,0.3472146230979104,0.31738032663373406,0.05626550658796006,0.3763603289645988,0.1665426855918665,0.19495000092178288,0.06161330121347691,0.022935608558681996,0.2683957118718551,0.23396853676970017,0.04675238722874557,0.1915348028013752,0.21448178535141452,0.21207498813516973,0.13406431599209648,0.20758915538064265,0.23217456854531449,0.07344196593397405,0.2104764088933108,0.12217857594575272,0.42917342581403517,0.18309244179936146,0.3068276310665083,0.14404413346249337,0.021937664530410003,0.402964717375856,0.27432345101948313,0.4260400767758614,0.2819160342958359,0.17028623662456413,0.1494053241207477,0.0769267604391459,0.14009531394893715,-0.004504270473508039,0.41367802968847195,0.2516667006612873,-0.11286716706932433,0.260644937690448,0.13600330741658184,0.6598862727927657,0.28460766421170997,0.09754517338831387,0.04612999953544691,0.28368833685726014,0.18390321313854963,0.14146417481854998,0.21289396132815439,0.4269723797283309,0.11765871783666955,-0.10170408185928903,-0.010535890113949434,-0.16045644854672503,0.12317968011691108,0.16091796630600755,0.3063463246653804,0.11392704783186262,-0.005446599141104459,0.609627222299947,0.22796125241606394,0.1836314671788881,0.3404216626634322,0.3980126185204246,0.1109231583106376,0.06657501764284708,-0.08263685805858041,0.31511386321305773,0.5055711810571424,0.5954207749928115,0.4175846275518873,0.2473044147307219,0.20736527351183284,0.3626709597414164,0.1581420500768483,0.1308943869184448,0.129976194354155,0.18073834706915254,0.23785953908527152,0.290917566896064,0.27931200890083047,0.19971566333220303,0.13217466687902593,0.2606526876744766,0.10973925002581601,0.04230044499034179,0.0874509887388004
Thal_AV_R,-0.11871163109469042,0.10599160016029618,0.09378405428808201,0.4632000597719319,0.3388273516791168,0.4560880483795066,0.5465019666183378,-0.13168766206635918,-0.07123908738639081,1.0,0.4346878960224701,-0.005203908309996349,0.527844821210348,0.44911391537915346,0.37255970919221165,0.43337973486984194,0.6104343450275536,0.3164613972221631,0.36288145664503046,-0.003215361984937414,0.5396709375326838,0.37015424571441863,0.17844196666694712,0.4142971799114638,0.07438145180292252,0.13549087426112616,0.42445317157099144,0.4479867031372782,0.5167689268863643,0.23496973138898183,-0.0500131860591812,0.6476961435961442,0.39635899460930396,0.5096323910139599,0.5815880259042574,-0.14883842020489738,0.4383697231180335,0.15515020970648147,0.5345825202019406,0.45058400031526363,0.4940026172823924,-0.22362322200913126,-0.13423961061597392,0.6628895828388703,-0.00971129170401406,0.406634290133769,0.4244282926558783,0.3856088391229659,-0.12531871152512625,0.251058378832725,-0.02727092235031316,0.5526967729747904,0.1966366708285136,-0.20252971439075473,0.007093478942694308,0.5238796754722892,0.48001374030687116,-0.04166714187453907,0.036487596673707864,0.535175569873616,0.32113488322423184,0.3127170776364145,0.5765733288066845,0.5930710628479451,-0.22932339501382493,0.3839320539728597,0.18206157430552947,0.3459992928384471,0.4716285702584882,0.5585371237246407,0.0046144625406968265,0.08629301240525009,0.6067773721458144,0.2702816948419649,-0.09687184889315807,0.3978846545204496,0.3219959154834353,-0.024276720177877957,0.1825185508198293,0.10107231161996356,0.4149957078670994,0.4861316963349548,0.3668951977522328,0.4687111873292667,0.30483070458135336,0.5662678803467265,-0.14801418929977767,0.07114412310658204,-0.46602215820305926,0.36746322106460183,0.2821746496178165,0.45336248031275694,0.298571975683435,0.7176681687423813,0.3860355184957619
