,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
SN_pc_R,1.0,0.3386383901982137,0.09805622855426897,-0.09307940563757218,-0.18874646220809185,-0.027523737996563005,-0.18129420111246158,-0.19485202710073324,-0.09350821326568913,0.40664468424759787,0.07222079692388109,0.33689069687151485,0.3874656723304076,0.25565483171283354,-0.22437429623922298,-0.09894057158839163,0.13648379585068993,0.22392609186405849,0.19312534446733018,0.23623975149231916,0.03949673023990472,0.3686886088602343,0.36287164454562143,0.29724920827483176,-0.10628139177973187
Thal_MDl_L,0.3386383901982137,1.0,0.015471285668422164,0.11381589719752268,0.11169138221312297,0.2515683151060178,0.06503507815948849,-0.08195285815724074,-0.24984772127310834,0.3717016893231907,0.1480943969029894,0.27774554236976146,0.38595331552737344,0.4980058183325717,-0.15770279543487753,-0.11036944228266474,0.3500682575815008,0.3827997217349444,0.08534047180930542,0.5350325834339494,0.17445175282207434,0.16322389262089845,0.5319208670529112,0.5119458528123803,0.06524467367102947
OFCpost_R,0.09805622855426897,0.015471285668422164,1.0,0.18302491549676062,0.3304519208341809,0.31893863249062765,0.3814907802784191,0.10817802666811809,0.34737192910187703,0.030622163043478524,0.040202262721965074,-0.2546537419185612,-0.39057506870058695,-0.13032751963048267,0.1784728898534107,0.474621209832623,0.22878029897122867,-0.11757716932931685,0.0235732657600593,-0.05937489415111576,-0.1703386763581939,0.06533152071961719,0.16885108154585676,-0.010063094222625824,0.2667371385750837
Temporal_Sup_R,-0.09307940563757218,0.11381589719752268,0.18302491549676062,1.0,0.22563239312069464,0.6334760948648364,0.37443246171421946,0.22092146902767165,0.35666786354844465,-0.07301677514455708,-0.10233077552721598,-0.09754632504511834,-0.17818076755093595,-0.025521086000933113,-0.07162884283348807,0.1792353314443416,0.15781103080004488,0.01279345589501557,0.24550555314983888,0.09657811014146958,0.24847348333842822,0.2541018579651806,0.1419331047772828,-0.006246834387537416,0.2588609266094244
OFClat_L,-0.18874646220809185,0.11169138221312297,0.3304519208341809,0.22563239312069464,1.0,0.10134643480030726,0.3015888454163944,0.39158916366688856,0.021901892409038767,-0.09886350659400678,-0.15513934026341006,-0.04023559297167061,-0.10997762661126946,0.17197130192293264,0.3654772075638469,0.0665512522326115,-0.11617356774872296,0.17263132769792022,0.017964882769027274,0.29572322985188093,0.1429123150733889,0.23001402402518284,0.08977926676864667,0.1476712196152795,0.06092174812491322
Heschl_R,-0.027523737996563005,0.2515683151060178,0.31893863249062765,0.6334760948648364,0.10134643480030726,1.0,0.48160739876200215,0.2160761442242917,0.34310345827962413,-0.09223400197489388,0.1239639077489377,-0.13921692906131833,-0.30897710930197037,-0.05805775247466907,-0.21172353450454018,0.36456531922751156,0.5172344279494584,-0.05370821742698685,0.18718268348154674,0.07328272554116853,0.0743601763857444,-0.0344886614984923,0.3207844667367111,0.06451983332095614,0.4901559514530672
Cuneus_L,-0.18129420111246158,0.06503507815948849,0.3814907802784191,0.37443246171421946,0.3015888454163944,0.48160739876200215,1.0,0.24293055771039804,0.4315652362926866,-0.17802807068919052,0.13333792261759433,-0.3307685012790793,-0.5518812916384352,0.029582820401412278,-0.01221606813509493,0.6387574225579107,0.46394363538911604,-0.06419263400490127,-0.05049949835020498,0.13215880257930798,-0.10723877555197854,-0.25873315450532647,0.20079421646984189,0.17023904444073729,0.6823845123245978
Occipital_Inf_R,-0.19485202710073324,-0.08195285815724074,0.10817802666811809,0.22092146902767165,0.39158916366688856,0.2160761442242917,0.24293055771039804,1.0,0.07024116634074402,-0.18830017357671647,-0.05039364047288682,-0.14326264922641088,-0.2917832767759487,-0.06544869325212925,0.0894521351512191,0.14927813771194737,0.0727577449382444,-0.04311127793673469,0.054750211050269545,0.07303052950500886,0.04047672578889382,-0.06354895488841446,0.0712339244577413,-0.04367940234096505,0.24125314145143142
Temporal_Inf_R,-0.09350821326568913,-0.24984772127310834,0.34737192910187703,0.35666786354844465,0.021901892409038767,0.34310345827962413,0.4315652362926866,0.07024116634074402,1.0,-0.05807434712731215,0.22080451394665523,-0.30776889005955876,-0.5410839839359386,-0.3681867012387274,0.0021006309284733035,0.49429972254889265,0.2275089671735502,-0.3386521799419122,-0.09059171917374918,-0.2511495681699567,-0.10769815519060906,-0.20752777258258137,-0.06426903010509247,-0.16530963270099747,0.2946826073127437
SN_pr_R,0.40664468424759787,0.3717016893231907,0.030622163043478524,-0.07301677514455708,-0.09886350659400678,-0.09223400197489388,-0.17802807068919052,-0.18830017357671647,-0.05807434712731215,1.0,0.21121239682626053,0.311939170151598,0.37748472679019934,0.33878949787264767,-0.1950225902176761,-0.12054366411469863,0.16470450551132929,0.26458146841745184,0.12915988553835678,0.2783900193154952,-0.017333195501461868,0.2277775198173271,0.27535891704202653,0.3576183531783039,-0.19488599865417663
