,Precentral_R,Thal_LGN_R,Thal_LP_R,Cerebellum_8_L,Cerebellum_6_L,Rolandic_Oper_L,Cingulate_Mid_R,Red_N_L,Temporal_Inf_L,Fusiform_R,Frontal_Inf_Tri_L,ACC_sub_R,Frontal_Inf_Orb_2_L,Vermis_6,Rolandic_Oper_R,Red_N_R,Cerebellum_6_R,Putamen_R,Thal_MDm_R,Amygdala_L,Cuneus_L,Temporal_Sup_L,Olfactory_L,Vermis_7,Cingulate_Post_R,Hippocampus_R,Cerebellum_Crus1_L,OFCant_L,SupraMarginal_L,Occipital_Sup_R,Parietal_Inf_L,Cerebellum_3_R,Calcarine_R,Thal_PuI_R,Lingual_L,SN_pc_L,Frontal_Inf_Oper_L,Temporal_Pole_Mid_L,Angular_L,Cerebellum_Crus2_R,Frontal_Sup_2_L,Paracentral_Lobule_R,Heschl_L,Thal_AV_R,Cerebellum_9_R,Parietal_Sup_L,Occipital_Sup_L,Thal_VL_R,Pallidum_R,N_Acc_L,Occipital_Inf_R,Frontal_Inf_Oper_R,OFCpost_L,Thal_PuA_L,Temporal_Pole_Sup_R,Temporal_Pole_Sup_L,Thal_IL_L,Frontal_Sup_Medial_L,Thal_VL_L,Vermis_8,Olfactory_R,Postcentral_L,Rectus_R,Frontal_Med_Orb_L,Cingulate_Post_L,Calcarine_L,Thal_MGN_L,Temporal_Mid_L,ParaHippocampal_L,SupraMarginal_R,Frontal_Mid_2_L,Vermis_4_5,Cingulate_Mid_L,OFCant_R,Insula_L,VTA_R,Thal_LGN_L,ACC_sup_R,Frontal_Inf_Tri_R,Thal_VPL_R,Temporal_Inf_R,Thal_VA_R,ACC_sub_L,Cerebellum_10_L,Thal_PuI_L,Parietal_Inf_R,Temporal_Sup_R,Putamen_L,Amygdala_R,Raphe_D,Raphe_M,ACC_pre_L,Caudate_R,VTA_L,Cerebellum_9_L,Thal_Re_L,ParaHippocampal_R,SN_pr_R,Precuneus_L,Cerebellum_7b_R,Parietal_Sup_R,Cerebellum_8_R,Cerebellum_10_R,Thal_MGN_R,Caudate_L,N_Acc_R,Cerebellum_4_5_R,Thal_MDm_L,Frontal_Sup_Medial_R,Paracentral_Lobule_L,Cerebellum_Crus1_R,Precuneus_R,Precentral_L,Thal_MDl_R,Occipital_Mid_R,OFCmed_L,Fusiform_L,OFClat_L,Thal_MDl_L,Temporal_Mid_R,Supp_Motor_Area_R,Occipital_Inf_L,Rectus_L,Thal_VPL_L,Frontal_Med_Orb_R
Precentral_R,1.0,0.6478092302945598,0.36462570413894585,0.5220100616866301,-0.03671861267529882,0.3931309454557738,0.931077739166558,0.5916903108081814,0.3756473829713162,0.6981765553390155,0.84487614496884,0.3627398797339047,0.5259751090387083,-0.3196996265802806,0.2753354833646139,0.480657324631323,0.248015076955287,0.15081776391990567,0.6380313944178673,0.12016862859387706,0.0804315070280879,0.16094755564839164,0.18607871329200176,-0.03795541003845211,0.8227913274082294,0.6945902258465989,0.2998336996458985,0.15836566694689738,0.26430961822617427,-0.2199078984415511,0.602204925997222,0.7609536224155126,-0.12350410805977959,0.7483334360574032,0.0413045634661895,0.5178190173732106,0.1782383927315913,0.3767017644899874,-0.19580955591827778,0.20787008759384074,0.7852339344709597,0.942459081112323,0.45268539610683406,0.44911391537915346,0.010004017268359507,0.6141496778980314,-0.17340528334358948,0.5355531540333851,-0.05528647037745424,0.11998751239858493,0.000630119929614802,0.2552609126947169,0.049891290800559,0.5917132918063857,-0.1159526086028029,0.3278506242175973,0.6695042179193872,0.8951240039992423,0.6703623532065527,0.2649438803994076,-0.04743924028762999,0.8690723633360393,0.24280973951153847,-0.06199602861069989,0.8699287393168723,-0.1338719102617729,0.3908281778767893,-0.07292951532362996,0.7065736682820711,0.45716910082274415,0.8362994743525963,0.0696569348120973,0.8724065828963024,0.5001113927065394,0.5072883344151814,0.6635815608602712,0.4829932509755401,0.4504627730807664,0.7164270088619057,0.7842531724756242,-0.3248798115827828,0.5075686407394493,0.1588397785493365,0.08966408693255608,0.6386045929230894,0.3763603289645988,0.05480280067162731,0.32676333631408916,-0.30582341748044717,0.45381059965342535,-0.04203351661979672,0.20286972645078266,0.6048526942071668,0.6206476942568228,-0.3582119519163079,0.15229793269561692,0.7106743336399963,0.29178609942721423,0.7438616139566939,-0.28161384627629377,0.49153180606824604,0.6336701640088298,0.19981938043179256,0.5131738377137065,0.7631362593645347,-0.18905811960644475,0.8923320530015243,0.703751533487782,0.8618358325995937,0.9270203214801696,0.11352762223559931,0.7485052162339377,0.9282550432247457,0.7408388652881346,0.07444135434519493,-0.10709805347767544,0.5815837769210075,0.2847031323335639,0.44874272099931956,-0.4003450147150806,0.917074690381989,0.5179078770011981,-0.02612383890206523,0.5362722715140161,-0.21307651195715316
Thal_LGN_R,0.6478092302945598,1.0,0.4423971454194224,0.5654355813917248,-0.5470439132554684,0.5394148468228158,0.6207646474811249,0.9270415576520928,0.21711107921472492,0.5634084982526841,0.7380203792335335,0.2604687798136014,0.7018731386637701,-0.8258683587390725,0.0018186794543336557,0.8756009868184641,-0.2741962093932063,-0.15094273485385287,0.6410995460534801,0.2672605288583833,-0.5518812916384352,-0.09351542024153232,0.0989059831002638,-0.49932318949560744,0.33951484229229906,0.8994211454446692,0.03657512355212121,0.05317147488639002,-0.22549419044708302,-0.6175612561836077,0.0893842515147273,0.9226860375613571,-0.6025547558310291,0.7345820492853771,-0.5233998959721109,0.7083562439929451,-0.2861168166596384,0.3617641067678773,-0.7227993495688367,-0.2184162484094874,0.6622293357635287,0.7142143180161868,0.45818454841134787,0.44385368654032015,-0.21267202177724154,0.45935498869747604,-0.7494844268353429,0.3374385844931601,-0.23934148884005474,0.42786864745437575,-0.2917832767759487,-0.347953228572648,0.21190717768982342,0.41250070371927133,-0.24715428938321898,0.49112307854753967,0.6411773893181572,0.6977548152978919,0.630001357261235,0.06154997232747672,0.08762304171404735,0.5519395702806688,0.5181982614947988,-0.2828005039936341,0.5238349840537514,-0.6065177248008754,0.25837307214096183,-0.3851959035611749,0.9281778612154775,0.04464635868811414,0.8254120943140654,-0.621310596851347,0.5647763770196318,0.8330322632163912,0.2911377782802604,0.7655799042085962,0.5798282080362299,0.4732884516637062,0.6800819901118009,0.7453682985009679,-0.5410839839359386,0.6636266020274245,-0.010654286751484854,0.10142535537792584,0.4644161918666479,0.035790002016027986,-0.17818076755093595,0.21623696621157693,-0.6590014562450196,0.46325723672188873,-0.39292836493189526,0.15957335698200636,0.3904512992983879,0.7992748546984466,-0.739296408034012,0.2322137091489953,0.8527144041581619,0.37748472679019934,0.2950162148830224,-0.7760103809816435,0.36074050392880924,0.6383818856703634,0.28874716320511884,0.8669839925831259,0.7476087636556413,-0.48646775376533674,0.6645031304864033,0.4462885446644298,0.6404413003498455,0.5667927372528415,-0.17625245918892815,0.23546220437808243,0.5827566298729504,0.7062629870821506,-0.2264651375003583,-0.1822210552486706,0.8322290997272154,-0.10997762661126946,0.38595331552737344,-0.6370401171522299,0.6439167488194133,0.6438332089449761,-0.3861664167729739,0.10188464058656689,-0.5232925156154117
Thal_LP_R,0.36462570413894585,0.4423971454194224,1.0,0.23098434917042338,-0.43160600317761827,0.006710071124220424,0.34454770308051313,0.4041828547676693,-0.05288793493838192,0.40918084163073853,0.3861532919459503,-0.031305227618372705,0.3946289982053894,-0.44278110073979676,0.038151110325337634,0.4118430867966997,-0.010167939807847262,0.04238603041736031,0.271129417556621,0.13975928185696973,-0.3825735204322587,-0.4068514349179484,0.0005619081955868488,-0.3300875315620111,0.20550833476434924,0.4298814650790195,-0.03378485155740287,0.11152067225357416,-0.38340786249524644,-0.038742238723825755,-0.13750224888942647,0.43441701863745863,-0.38328370322076505,0.3470298096191224,-0.3202910936732799,0.24613387635941253,-0.14857567552620768,-0.049502088523175565,-0.4741016588924305,0.033648991455683105,0.25679429422991107,0.3045196800877637,0.08304204130970046,0.12330944353040874,-0.4258325244673359,0.2459315636324518,-0.29230336489311287,0.534132428994274,-0.13350612257283026,0.4183642777756241,0.04262242744399303,0.044156493100201664,0.203023553832284,0.020354699261577455,-0.06362286385899013,0.21218293460449775,0.14938904863687535,0.3694317641576525,0.39975592612160155,-0.2835861978967517,0.343701602472051,0.12792905100525623,0.17422657388560334,-0.23230844940811163,0.1481425403185657,-0.46010038628342975,0.1629727289394701,-0.5096527005082245,0.3579377692401322,0.31065266084029725,0.4574605554845191,-0.22917632255170745,0.2584259541034154,0.31201308197553224,0.008772991431018284,0.29524102763529486,0.09688243986326138,0.509247927158133,0.5969203838343737,0.5125769927425067,-0.5369152043196993,0.25581090064628875,-0.05987979096258671,-0.27514592896126944,-0.024458612371208263,0.25691707950860965,-0.022880875570468952,0.3136209186210767,-0.48263339204798056,0.2018674030214394,0.008823855682424083,0.439947651755882,0.5172827329827563,0.2567642319954042,-0.45037413803229814,0.02111353390571336,0.3323610733912805,0.03213558123122441,0.07908399839225778,-0.3194176497129104,0.3390982231104616,0.25285957147230986,-0.1563826936561469,0.37637293262057003,0.24038664048803254,-0.17178522951098898,0.3577296730406386,0.076118552167122,0.34543243492413633,0.23768888455791642,0.03731922157333954,0.10178583816090131,0.28198924992048613,0.556261539407383,0.19625067398341076,-0.040542203980092686,0.30520926030784506,0.29278606034393845,0.19238600436663855,-0.3367063116385226,0.378674798165184,0.33216235956900264,-0.03278777985174494,-0.07512442908306573,-0.19011260260678625
Cerebellum_8_L,0.5220100616866301,0.5654355813917248,0.23098434917042338,1.0,-0.3984518233087282,0.3391857696752912,0.5691240369772729,0.5929776030126747,0.3849861725978396,0.27020396917497375,0.5682219071248518,0.277915284452558,0.5106698330289868,-0.49047777989749936,-0.13295349532282855,0.5055554734003288,-0.17335799420447093,-0.10198499155600514,0.3475131768671434,0.23825046208118864,-0.4345980632257172,-0.09791393281281692,0.1899630893877009,-0.33830942393977165,0.3429720793256808,0.6291550800469605,0.008728999307943389,0.02373666791872586,0.0015129915911122542,-0.41829372096516043,0.25352143266797966,0.5897895910344548,-0.45659874988565263,0.5112027266800792,-0.3555582187906457,0.5275310748992497,-0.137920924708424,0.43123020115531735,-0.39243712287535704,0.002998244745902206,0.6290949765109591,0.5105959440217473,0.26848290132816105,0.2702816948419649,0.23326035444140553,0.46247130582994894,-0.3815525044196717,0.2682295520046009,-0.24434902030974862,0.199579179286603,-0.10876422624177307,-0.17789943685102833,0.18834138078944596,0.21089159289918732,-0.007063904910496438,0.34275429691266096,0.4334520775669069,0.6807421372627239,0.5027162220137228,0.24341623247768446,0.01560298191906417,0.464065872788202,0.3407679142402125,-0.1034068559064966,0.4035086105693944,-0.47015618279188565,0.2339995715055774,-0.2081314213489221,0.5856523099781116,0.2041448602763453,0.6316416114225915,-0.2719051392349348,0.4306148662803059,0.5942317209885856,0.22771848790162702,0.6429779671438853,0.22789416926635644,0.3680667832045894,0.5290071199079357,0.4379911106524794,-0.2260060862297972,0.36257501122943736,0.12586820773890758,0.2560396438265194,0.3415593321635136,0.06657501764284708,-0.25974839577009307,0.10985506449573357,-0.41468669647935036,0.2641530079096332,-0.16254804773877857,0.23246268708407833,0.24732081524261715,0.6627858937182733,-0.3953270497728017,0.09649575922657036,0.501962613255803,0.3274008639551406,0.20083752155394466,-0.4300052512242301,0.3908430093853388,0.6798566951158993,0.4765896603883266,0.4810013804594135,0.5384658112237821,-0.3929990317431197,0.5898726769729905,0.2794255268510554,0.5813371153572651,0.41227197296994755,-0.022827368352696144,0.26235569871425823,0.4938674621101491,0.43723023861361404,-0.11580127775826668,-0.23721630480889216,0.626030972655656,0.13519220370041335,0.19470938237159385,-0.44586616955921726,0.6184383106375023,0.5989386634071946,-0.1745048886681948,0.12779219207223333,-0.3479101513500489
Cerebellum_6_L,-0.03671861267529882,-0.5470439132554684,-0.43160600317761827,-0.3984518233087282,1.0,-0.01842959791559109,0.007085944787187392,-0.5057721844150886,0.1449580767342136,0.0251006821724379,-0.18317821839980006,-0.004629285748277536,-0.3620155743078442,0.8420317574563188,0.5225374727984559,-0.4876496997440206,0.5906906274416539,0.5140310449217905,0.0651880254244699,-0.2589233419084566,0.7712272623327421,0.6044071370393502,-0.00553697058766659,0.8124517488288755,0.20748860836226773,-0.60006359974654,0.35946891366373185,0.19608519086531714,0.5632889224427718,0.5779625736254125,0.28758242012763857,-0.4397282612545144,0.8908447437959656,-0.36552904298232214,0.8879685962502618,-0.2688508624826844,0.6376976886284884,-0.13940005183244297,0.7702951555988724,0.3976781186615781,-0.16053551587777315,-0.11495871887973888,0.14057408229712826,0.07438145180292252,0.3367200911129564,-0.27676029126219864,0.6810688778242824,0.03773618473492152,0.557492095456992,-0.49319253016866255,0.26440721807875356,0.6311477844546509,-0.33772319816019325,0.2626993260779225,0.12382019947633138,-0.07944709169553395,-0.11345361415966695,-0.14128262252785923,-0.05135206441931794,0.19266049168192712,-0.2590891045619381,0.0997837465642614,-0.4029577088474834,0.2676333711524908,0.04613797627793725,0.8870371265822606,0.07852204559121222,0.6346783805589273,-0.46546786550699315,0.07893076218289471,-0.38430217844727416,0.7784943564448041,0.0741568090191907,-0.5996157833179926,0.34903647462930265,-0.3961166160569126,0.13095132248427582,-0.2982292523470554,-0.3303908051358077,-0.1446839101802264,0.42622929513303626,-0.12023418058668592,0.16566186601610886,-0.008557163752576038,0.20090467727593989,0.13406431599209648,0.44813276325642065,0.20619497085436067,0.5776680707761315,-0.02809296497572517,0.4077936074025732,-0.008863418185156902,0.06545706339605034,-0.4441827871664563,0.6722227035344842,0.013578979761597486,-0.35913828017803706,-0.2134801315112432,0.17076511767192945,0.7575134904238586,-0.37721836862189034,-0.27266359727350703,-0.10351718140426323,-0.48241081257064083,-0.11896193422744343,0.5482725281797052,-0.1604989229682091,0.21332317783508378,-0.06479846654301968,0.04392244294159829,0.2836781336597409,0.20779174005885284,0.0840128619555956,-0.16673653109973596,0.11408785355596683,0.30622045953612914,-0.5362418701832379,0.11335921337173316,0.05162692856252162,0.5223755481172062,-0.2126122159250148,-0.46862549284528165,0.4854704907946407,0.5022950091392757,0.4384061089457969
Rolandic_Oper_L,0.3931309454557738,0.5394148468228158,0.006710071124220424,0.3391857696752912,-0.01842959791559109,1.0,0.4933028048621078,0.5731395757279271,0.28186761968918433,0.2576426992204748,0.6284626094105514,0.17653341931946423,0.5862982212097514,-0.27762233545995346,-0.029787505430694618,0.502028887438448,-0.23773902025246407,-0.05244038639733187,0.7301164750170522,0.05882537016460918,-0.14780222538662724,0.6418217412740597,0.09087110781849966,-0.13854551226907572,0.39594040275152714,0.425594167747155,-0.06181560928047099,0.0735666099810955,0.3687206952263273,-0.3146348924074243,0.30180429605264825,0.5373766053369605,-0.08845923054203791,0.42087438928872634,-0.055157470098707556,0.5186738844120158,0.3564226083641568,0.33097269296041043,-0.13619076557468787,-0.1628399052671542,0.7016389799507681,0.5047181684762263,0.8651269996621068,0.6356662380013391,0.0643642849156476,0.12985099585278995,-0.43296834919156235,0.29163404173690544,0.05173266697574043,0.18220107245443481,-0.16149593564270454,-0.18055035397926184,0.10123883073096816,0.5414124988600382,-0.0672345326511516,0.5535278002517531,0.6610425431408685,0.5808216510764911,0.7383999822045608,0.33027046676057464,-0.1296703848211455,0.684706268102585,0.2461303671380081,-0.014885832616857024,0.47343743990956505,-0.023764751458633108,0.26370733408546976,0.3475055287049107,0.6176322990101099,-0.21095979647688226,0.5390157004611622,-0.2622785364530307,0.5856912768468924,0.4815335678385041,0.7958183909864924,0.5061111738117211,0.7655514517466873,0.09959449174022812,0.14508174646680871,0.4735685856923221,-0.21025034251067676,0.5774978441636314,0.01111417876829506,0.13882537459337552,0.6392413104573605,-0.21013335685843543,-0.14881008727671224,0.5962847688293134,-0.22089995679966093,0.23886410493377505,-0.2429359590269224,0.24124847637077249,0.4152405822385774,0.4949191373877754,-0.17062796564027113,0.2151889574176112,0.539353850006681,0.34994215776666054,0.2868872003757245,-0.3745057035419279,-0.0679354154904342,0.528124582371607,0.2751712456162615,0.47163825731317377,0.6695581279596624,-0.1695490370445975,0.47769662539990876,0.4966001342322278,0.5271109198572174,0.44750879210215183,-0.15005406101046975,0.2001794673628955,0.5818913254655484,0.47472336598387777,-0.2801910465393485,-0.0471853880680773,0.40312927573860163,-0.1781440495821083,0.47860938933859826,-0.24566370590141878,0.3676537747569836,0.30065586305280534,-0.2502812957772907,0.543248378918358,-0.2876583969899807
Cingulate_Mid_R,0.931077739166558,0.6207646474811249,0.34454770308051313,0.5691240369772729,0.007085944787187392,0.4933028048621078,1.0,0.6092400912627222,0.34905885992335184,0.6071137479255777,0.8263320163771446,0.41766188959719497,0.6306639298607672,-0.27286550559343564,0.3430976482960355,0.5308904135152357,0.17033718386492247,0.314688778816381,0.7229667301696214,0.11682551013673775,0.061175453462338096,0.23747386632604486,0.16412050878962411,-0.07734658127853962,0.8381601944531317,0.6560310711596449,0.14545573986570434,0.1336172596023081,0.30018391072352185,-0.19390696401635216,0.5993103198757638,0.7172240716673486,-0.07666345009970241,0.7027704466387844,0.07423803623191255,0.5837089859936404,0.31566090689353327,0.3857143404121117,-0.15896276266619902,0.1417690026385312,0.8634835201695603,0.8794464049169353,0.5186701932766495,0.4861316963349548,0.16469944687193855,0.544927443855859,-0.13513949724293184,0.6503798165772986,0.09422963215571638,0.10425215361440841,0.046311768354020656,0.3355264140886437,0.13952568816459154,0.5898530249410636,-0.06930560025659903,0.44213088610779694,0.6244576515616682,0.9275789655091807,0.7636541255036341,0.25736379793259284,-0.004610850522288997,0.8735089335424179,0.2568511636160492,-0.040823223126520695,0.83086887316245,-0.10651844604025863,0.48523825583920727,0.0010170965802910551,0.6485056385948665,0.50215931757527,0.853241943661649,0.1221709048446326,0.9233321073550682,0.4751978023681462,0.6357648305815821,0.6679781521918362,0.5362242381648252,0.5505111098270657,0.7474172130086221,0.8261502942367084,-0.25559528735067066,0.6026434965816356,0.19665717116807674,0.10506398655429307,0.6581508639070331,0.3626709597414164,0.1356923220067101,0.4857637532044521,-0.2810353339426965,0.4822350398906196,0.06141010469777063,0.3845743472252967,0.6853018442658398,0.6287636831751311,-0.22688282407345067,0.26208952128357993,0.7010227536942545,0.3098667276366108,0.655794302009225,-0.22971667079463454,0.4205885873756598,0.5838739470925576,0.2834857829015981,0.5021424780085502,0.8112525952440999,-0.07908834991324064,0.8830550968946067,0.6917133909235176,0.9305247798676411,0.873192680369454,0.04085181667990362,0.7018615567453591,0.9362807039249036,0.7744020467231096,0.04399172063992586,-0.10550549204703362,0.5276469062197464,0.3504612318993629,0.4570738201633907,-0.3034828622344734,0.8553215752041378,0.5171313271763942,0.02474033330945895,0.5954634894024854,-0.21038538651107327
Red_N_L,0.5916903108081814,0.9270415576520928,0.4041828547676693,0.5929776030126747,-0.5057721844150886,0.5731395757279271,0.6092400912627222,1.0,0.28957357639235815,0.5527100980480036,0.734984033098952,0.3540773800599643,0.8003510939066832,-0.805608102244788,0.04434093334391839,0.9524102274454935,-0.26302445118453704,-0.05246414346049362,0.6553319686445424,0.22495924324655525,-0.5659951152231233,-0.0728385775769149,0.10778601331561827,-0.476479446532056,0.2784106358384122,0.8696902176028916,-0.008318057030186884,0.0825368872474999,-0.23491286520997937,-0.6004212197866083,0.0833023068344778,0.9142031235046884,-0.5760096126815445,0.6767487061967733,-0.4725694001087091,0.84083084045621,-0.1960203609074237,0.3966831787917955,-0.692409702334107,-0.18936693829020074,0.6874506965102108,0.6726145317977943,0.4604102720810085,0.45805895353140985,-0.1486853670497305,0.5098035797954446,-0.6810765713754965,0.32648316667673055,-0.15584573026855433,0.45465594604728676,-0.2834699864276946,-0.36081835822491004,0.23863691229679992,0.3813644048588032,-0.15316301318746842,0.6323595087932972,0.6307555053693332,0.6794043283816339,0.6368601328165341,-0.03686043013943986,0.14204089142364706,0.5104190290684985,0.6007993848646944,-0.3403000874796566,0.4478961064605484,-0.5923269221060953,0.2721041651743819,-0.362707924192311,0.9069229989884746,0.10862858000337396,0.8176960094356671,-0.5960032852720486,0.5477639181274455,0.8712870398551087,0.34643449161476325,0.7794725097139349,0.5888416652592252,0.5253441835211594,0.6706510873037353,0.702415835854661,-0.5337599156331153,0.7092120949782627,-0.021307844283983562,0.04268336992376363,0.39466952909469893,0.12378266305887742,-0.15500972305205382,0.29648244220512365,-0.6751263283053608,0.4859095565061962,-0.41191630950430924,0.260971425631316,0.39215199874134415,0.8417850779723224,-0.6895886142276152,0.24183997902069682,0.8453430493970457,0.39134113130012027,0.26976157247496596,-0.749900738886811,0.4159937781836214,0.6235165382310873,0.34881092487858356,0.8371167601251923,0.7378161852404113,-0.44171124462956207,0.6090519399747248,0.4685299701156055,0.6839785805497127,0.5077336735690368,-0.1601055273119985,0.2605790438683086,0.5276230969972011,0.6926982506258581,-0.263036905785191,-0.13272794577829647,0.8375313564309304,-0.08446405726211902,0.38187613490753564,-0.623902479552074,0.5659336484561043,0.7283154775493244,-0.30756694052230804,0.07116663375845063,-0.47586561793044424
Temporal_Inf_L,0.3756473829713162,0.21711107921472492,-0.05288793493838192,0.3849861725978396,0.1449580767342136,0.28186761968918433,0.34905885992335184,0.28957357639235815,1.0,0.32636188186726706,0.3856495901512653,0.20451794083959488,0.16450149955311902,-0.0907501756670372,0.13016361020703254,0.18498700960676082,0.08640642245015907,0.04215431820856289,0.2935943567630755,-0.16399254460249088,0.017809095278975645,0.25554428752180847,-0.03235418176532541,0.07707903214779452,0.2905112947085779,0.21542301445270468,0.2427063884284311,0.13947455959253793,0.24458273089723143,-0.18504599915325395,0.3616383887293423,0.3732278443478411,0.05204866592167892,0.33876836342264033,0.15961058113203147,0.29041985655972063,0.03791055236134975,0.35367605211104997,-0.014596206032473451,-0.004458290722577985,0.40789964921124827,0.4066592047943262,0.24483241306134146,0.34408628358747,0.17106213421393782,0.289472083686006,-0.1220125178851463,0.04846764197425987,-0.016264935699664817,-0.061771140937689685,-0.09566764859839241,-0.04796625207086024,-0.16677227878617917,0.4245134130738642,0.04600205711898042,0.14762163229012282,0.49698363189026085,0.41138021384043244,0.30198267428910197,0.3876416687009387,-0.2557125341284768,0.40734436148551234,0.174050454347739,-0.09097785997428008,0.37865051582695564,0.06864702478819973,0.23071254191995183,0.11508045542007383,0.3360479876767204,-0.023702684392476123,0.286138908261325,0.0005613875701623606,0.33858560710835806,0.2659752695310411,0.3556925235506938,0.34651955080784436,0.2734086622108062,0.00021331769421147572,0.11160817932670768,0.20771365941491862,0.03859868547725807,0.21334700370002396,-0.025064388843156652,0.08637317685817901,0.41716746128316956,-0.006550314765361782,0.03090875252139701,0.15075407832444132,-0.1862545863665319,0.010665843153122852,-0.23426947163406478,-0.09483771718186092,0.2557832233431112,0.35878467760334337,-0.11782819100738275,-0.10662054968086583,0.40616180717268696,0.14323668833251546,0.3216576803296297,-0.16017611554467895,0.11865122064890216,0.3051270030836078,0.20058424706145944,0.20805552244565223,0.3213099911520255,-0.25557844023178683,0.39872636332882905,0.46863117414749106,0.3856228176524807,0.29985906540996715,-0.051955374340161765,0.3349692076661073,0.3681287448786685,0.3388885490334899,-0.049918013131466044,-0.033701998978681376,0.35767914478140145,-0.03629535790864178,0.21491358156858825,-0.156714471392162,0.3583716750300429,0.20223990368182476,-0.007175410196092716,0.31669562927902334,-0.05590189717780024
Fusiform_R,0.6981765553390155,0.5634084982526841,0.40918084163073853,0.27020396917497375,0.0251006821724379,0.2576426992204748,0.6071137479255777,0.5527100980480036,0.32636188186726706,1.0,0.6158442667649093,0.21305864358007537,0.4793863683518304,-0.2906912609916033,0.3886478370893228,0.5199932452828442,0.5371971606758865,0.2686813796199434,0.5306884371211074,0.034886187012158586,0.014933116532727974,0.03597298260227723,0.04508167993189227,0.16762060802054982,0.39264382280920784,0.5221531720586604,0.47602985826351524,0.25956325458161666,-0.1129184663106741,-0.05782024109647224,0.1988408499225063,0.6668837881683246,-0.026203042246162617,0.49854348058998027,0.0833762922243799,0.4436717921038284,0.05827324659371599,0.05536733199653794,-0.289256620858137,0.3809895487125258,0.43774607551901684,0.6637655618887841,0.3791709001034246,0.29704375113296866,-0.1931728708868117,0.4522503310638431,-0.18632285596532855,0.37867670282321586,0.1307623152061402,0.11930980831449065,-0.00401102321653492,0.16945485845220262,0.04385597214631378,0.5920114981632313,-0.04390607974518915,0.4058804459136884,0.4937372406420794,0.5377294363751709,0.45153421020801365,-0.08928870539596441,0.043395050953427515,0.49877026842249766,0.16565453308222988,-0.2920336702145263,0.4894283523349804,-0.05244323870902122,0.21273182777961258,-0.2577740347664414,0.5866633511771828,0.41541149103043074,0.5946033462859943,-0.0354616232637662,0.5710854152078108,0.3771489884242201,0.35624576695299365,0.434034639319511,0.4915936304891256,0.3501107250066832,0.5899035627145931,0.6639399731271981,-0.47758936181595196,0.47035810158673974,0.04123321546599584,-0.12928172229456877,0.42968868196550164,0.5690233727099179,0.08715603292916196,0.24834527279710578,-0.38921370503411135,0.41432004874250955,-0.08835482855922058,0.12637379353589775,0.44867430040753803,0.4200069097789077,-0.4772583063545775,0.1841269780121924,0.626526205375645,0.0632000856709184,0.4658424214070079,-0.19889936075410536,0.4383565561263707,0.5786183738004878,0.05822860363806165,0.47439079482195834,0.5257719139692271,-0.033274690383716256,0.5604274930623778,0.5538717432391593,0.6046171238860838,0.5896205371997724,0.40360047396127996,0.5397067359435315,0.5972931080694013,0.6475786269421574,-0.01203910016107689,0.1522180228866576,0.4849930808568518,0.05065256579203345,0.3579954384805741,-0.48296054906054897,0.5149653658643968,0.3971658740722265,0.07746800325309311,0.2492334250982675,-0.062213279486467384
