,Thal_MDm_R,SN_pc_R,Paracentral_Lobule_R,Olfactory_R,Heschl_L,Putamen_R,Cerebellum_Crus2_L,Cerebellum_Crus1_L,Thal_VPL_R,Cingulate_Mid_L,Thal_IL_L,Vermis_10,Rolandic_Oper_L,Lingual_L,Thal_PuA_L,Thal_PuA_R,Frontal_Sup_Medial_R,Thal_PuI_L,Cerebellum_10_L,Red_N_L,ACC_pre_L,Calcarine_R,Precentral_R,Insula_R,Parietal_Inf_L,ParaHippocampal_L,VTA_L,Precuneus_L,Cerebellum_8_L,SN_pr_L,Vermis_3,Parietal_Sup_L,N_Acc_L,Cingulate_Post_L,Thal_VA_L,Cerebellum_3_L,Thal_LP_R,Caudate_L,Cingulate_Post_R,Rectus_R,Postcentral_L,Vermis_6,Parietal_Sup_R,Vermis_1_2,Thal_PuL_R,Calcarine_L,Occipital_Inf_R,Vermis_8,Occipital_Mid_L,ACC_sub_L
Thal_IL_L,0.6871700455172792,0.36028924431023385,0.7393231905251576,-0.06456535858667152,0.5269792851738081,-0.09684858488669701,-0.32945124667265413,0.09550671128386913,0.5710461725026976,0.6674396513654459,1.0,-0.4298976123067066,0.6610425431408685,-0.04195135192017374,0.5532561407681607,0.5899415771039949,0.6283864514504426,0.6644865775396217,0.08136505645956,0.6307555053693332,0.055406723112789616,-0.19669296777343467,0.6695042179193872,-0.14855358187080026,0.46487114244829736,0.7298311150993744,0.6126017898472292,0.5562716720692406,0.4334520775669069,0.5261563931506235,0.5904662976813737,0.41578408672096934,0.2567880218566067,0.6859595793797172,0.6473992036619093,0.6973043922913368,0.14938904863687535,0.6733025032773969,0.5217387172510782,0.40911395564126485,0.7510342327891264,-0.3457611808133468,0.1842187221990967,0.6698615030327377,0.27057035466978907,-0.15089677300334398,-0.27112388826795264,0.42137551459920397,-0.33947689910721923,-0.0023516025621596755
Vermis_10,-0.2142255844076086,-0.2002754918224023,-0.47010526355608545,-0.07447957771084911,-0.1317757471692199,0.529894636978158,0.6208336320137162,-0.022988292488292858,-0.3330156331439504,-0.24999281084440084,-0.4298976123067066,1.0,-0.28875740096303065,0.8021924988295591,-0.0014528758468081043,0.03681422019963087,-0.35210476955458786,-0.09816744428066504,-0.10471571684369196,-0.7668380233566272,-0.010883592687868177,0.8847754228244452,-0.36254221854199714,0.5832507523664674,0.008629990946634315,-0.7911334705447038,-0.7193863494002295,-0.1662282650167195,-0.5222529375004774,-0.6450829731251606,-0.3381491705096993,-0.5548436679145924,-0.4013028336442671,-0.28235260722389827,-0.4193504285048691,-0.5377961189426994,-0.3990745681215101,-0.4604872493201673,-0.02833279247806494,-0.5894708981781512,-0.25096680467667987,0.9298324395039703,-0.5184470662679831,-0.6256322345154016,0.3288787259386241,0.8650844184410676,0.3742823724189468,-0.000717439411451667,0.7472394112960534,0.17300533549490107
Rolandic_Oper_L,0.7301164750170522,0.41839035694167326,0.5047181684762263,-0.1296703848211455,0.8651269996621068,-0.05244038639733187,-0.3954021597352816,-0.06181560928047099,0.4735685856923221,0.5856912768468924,0.6610425431408685,-0.28875740096303065,1.0,-0.055157470098707556,0.5414124988600382,0.4979468035811505,0.5271109198572174,0.6392413104573605,0.13882537459337552,0.5731395757279271,0.24124847637077249,-0.08845923054203791,0.3931309454557738,-0.168152065869065,0.30180429605264825,0.6176322990101099,0.4949191373877754,0.2868872003757245,0.3391857696752912,0.5600777913283711,0.3416053056968391,0.12985099585278995,0.18220107245443481,0.47343743990956505,0.5730021375944947,0.5155043006023673,0.006710071124220424,0.6695581279596624,0.39594040275152714,0.2461303671380081,0.684706268102585,-0.27762233545995346,-0.0679354154904342,0.5114072807155233,0.09591843019268168,-0.023764751458633108,-0.16149593564270454,0.33027046676057464,-0.3590465817692907,0.01111417876829506
Lingual_L,0.09859494040984376,-0.024188076182806783,-0.03532867218175116,-0.10775682336205425,0.0888115317494017,0.6125854240131853,0.6754113310095581,0.2423326463407167,-0.0512804404298587,0.1283542908177327,-0.04195135192017374,0.8021924988295591,-0.055157470098707556,1.0,0.3292323122248682,0.3004518713115932,0.029380323931688147,0.19168660241794233,-0.10938752990905733,-0.4725694001087091,0.006686027544382809,0.8969857009561988,0.0413045634661895,0.6342095562623039,0.3632026321233164,-0.45962234712738864,-0.4102397478592311,0.25792378998874366,-0.3555582187906457,-0.39255527795973266,-0.008401891313499827,-0.14144773496485746,-0.3598767995252833,0.0917609286199685,-0.12942105955889144,-0.22802705654532252,-0.3202910936732799,-0.14571820482491932,0.28193306475672114,-0.37829606406696054,0.13258524592328078,0.836125296523236,-0.2227986554405633,-0.36227693965649166,0.4553944334643156,0.8916236925647089,0.2818756218824244,0.08710586919160464,0.6944052861128659,0.15889996308112872
Thal_PuA_L,0.6579008410503098,0.22582326878133432,0.5951562837415558,-0.15345746288306508,0.6354601139543741,0.34897647975466123,0.03250654398468482,0.19496966497307955,0.6030190539338557,0.5932122904838351,0.5532561407681607,-0.0014528758468081043,0.5414124988600382,0.3292323122248682,1.0,0.6781253311951286,0.5552098987606896,0.7075645758658144,-0.05268431579289931,0.3813644048588032,0.05028090214606709,0.25822053288559815,0.5917132918063857,0.1921724474548133,0.3031237799221132,0.4503331817712055,0.29971679106474025,0.40430209034339193,0.21089159289918732,0.3603720173759921,0.5944973979209978,0.11232940946690015,-0.041899738969051456,0.5363763521127654,0.626062965632334,0.4720276552710818,0.020354699261577455,0.567748112257181,0.5045667323327567,-0.0034266412782263957,0.6254772575135222,-0.01795196657305899,-0.008898371812721588,0.4801142811623791,0.4526045191710277,0.2814745747132967,0.12024824801835486,0.18993440846843399,-0.2229099346643999,0.1436411303830002
Thal_PuA_R,0.7134543645607865,0.2037853613800874,0.6656950183054959,-0.12626597324179464,0.5600581363985419,0.2937009606150893,0.05222797654108016,0.16304483606343612,0.7042727292181798,0.7147873982121207,0.5899415771039949,0.03681422019963087,0.4979468035811505,0.3004518713115932,0.6781253311951286,1.0,0.6437706490567106,0.7640322224235138,0.14128666746968394,0.3517341754213681,0.138099312665551,0.24304304468930085,0.7243116118293983,0.18868340228122316,0.5302499082360693,0.42792297531226514,0.3158672197955107,0.5101097276619991,0.3466466766972639,0.3353704105505995,0.6660795493932982,0.2094654443686588,-0.10158582580646768,0.69439184690957,0.6078932122878726,0.609459991435817,0.08959230594527687,0.6202021369217052,0.7481844763009095,0.021205106680460967,0.771357436955266,0.015684448303634017,0.020569126573384267,0.5684976531121996,0.6255742933730858,0.2450990997971382,0.0769677198524084,0.39605817842682295,-0.05439322390119375,0.24546126767794307
Frontal_Sup_Medial_R,0.7087698695662734,0.3928147392070643,0.835381673537795,0.14240347762760971,0.4939285890641899,0.33998210236596077,-0.06602690755257075,0.11960109939141107,0.8127580520280995,0.870290076788835,0.6283864514504426,-0.35210476955458786,0.5271109198572174,0.029380323931688147,0.5552098987606896,0.6437706490567106,1.0,0.5464511486147146,0.06687572445013701,0.6839785805497127,0.4219692371223723,-0.1748446000780554,0.8618358325995937,0.2746932528741117,0.5132044146277358,0.6550445165032317,0.6509824430032807,0.6004737592319095,0.5813371153572651,0.6344647135936503,0.809660861695986,0.5765099060578724,0.19353753768774415,0.7502012936553066,0.7558661964095531,0.6778107591931493,0.34543243492413633,0.7870113671023888,0.7160893076029508,0.34855214000534845,0.8133430893878829,-0.3368462458595491,0.47446915350430985,0.7687086303875925,0.34132016193663645,-0.19937558354172735,0.02525118957398563,0.14589006971115986,-0.24362938995779393,0.10102170016353083
Thal_PuI_L,0.6934598573693348,0.1980396010048687,0.6603641084296533,-0.3275796806889741,0.6391375080313273,0.09564772434274187,-0.12410978842308588,0.14849634916184487,0.5736260875615109,0.7123561216349976,0.6644865775396217,-0.09816744428066504,0.6392413104573605,0.19168660241794233,0.7075645758658144,0.7640322224235138,0.5464511486147146,1.0,0.21060630316272277,0.39466952909469893,0.01041006311288638,0.17070641017357213,0.6386045929230894,-0.04364328943805846,0.5307150061950953,0.5516738013443393,0.4094478633978627,0.5075971889029438,0.3415593321635136,0.32348364746856,0.6008841259037695,0.20716916598876578,-0.1066402770943835,0.7203622381274963,0.5688902940057343,0.6744966828945471,-0.024458612371208263,0.6612339982527813,0.6695328875620287,0.08353097462510134,0.7778394784383041,-0.09793425242653445,-0.035373609255767116,0.5874233041845224,0.5161625346975544,0.2012871525094971,-0.07665770860125552,0.49832908622073596,-0.19397253856389718,0.09273011610134826
Cerebellum_10_L,-0.03667974001256477,-0.016574795201543802,0.09453384730763807,-0.20090412783234765,0.012717629015341117,-0.21727592869693096,-0.09790023328651502,0.13722640707160336,-0.047924727501398375,0.11295402319048843,0.08136505645956,-0.10471571684369196,0.13882537459337552,-0.10938752990905733,-0.05268431579289931,0.14128666746968394,0.06687572445013701,0.21060630316272277,1.0,0.04268336992376363,-0.14006043609851992,-0.07454754681172593,0.08966408693255608,-0.31204029414741397,0.27522964488463053,0.12050254207377167,0.13339738316343622,0.08993005707468339,0.2560396438265194,0.09073738712552772,-0.004222716826017093,0.16763347261131079,-0.20571665199941164,0.18260486529136855,0.009695049978214453,0.14873235853552494,-0.27514592896126944,0.05134679148655214,0.09980552056795103,0.052650316448224585,0.18221835999481045,-0.08448018970271556,0.0978065220926235,0.17635804493566304,0.04572904977362575,-0.04170670595311262,-0.1331052164809461,0.33360107969606345,-0.019941248703681747,-0.0059120161109510365
Red_N_L,0.6553319686445424,0.43721944034947924,0.6726145317977943,0.14204089142364706,0.4604102720810085,-0.05246414346049362,-0.4802829001320925,-0.008318057030186884,0.702415835854661,0.5477639181274455,0.6307555053693332,-0.7668380233566272,0.5731395757279271,-0.4725694001087091,0.3813644048588032,0.3517341754213681,0.6839785805497127,0.39466952909469893,0.04268336992376363,1.0,0.260971425631316,-0.5760096126815445,0.5916903108081814,-0.16666345351964695,0.0833023068344778,0.9069229989884746,0.8417850779723224,0.26976157247496596,0.5929776030126747,0.9180715808360455,0.5751257827994837,0.5098035797954446,0.45465594604728676,0.4478961064605484,0.7513519290245388,0.6290548476922723,0.4041828547676693,0.7378161852404113,0.2784106358384122,0.6007993848646944,0.5104190290684985,-0.805608102244788,0.4159937781836214,0.7456147101980322,-0.1448393791887729,-0.5923269221060953,-0.2834699864276946,-0.03686043013943986,-0.7079744906086695,-0.021307844283983562
ACC_pre_L,0.3249030612908192,0.15095549203816355,0.13801499168233372,0.20182298679593857,0.25226689870431385,0.3428425512423708,0.012342732502494827,-0.15585932453252868,0.3398787395789195,0.33564127347791495,0.055406723112789616,-0.010883592687868177,0.24124847637077249,0.006686027544382809,0.05028090214606709,0.138099312665551,0.4219692371223723,0.01041006311288638,-0.14006043609851992,0.260971425631316,1.0,-0.09856714769730845,0.20286972645078266,0.35462882350958763,0.011754690682932436,0.09617803503367726,0.16024147337138286,0.017285317676798046,0.23246268708407833,0.26479632778874884,0.3003875672886467,0.08223958019773404,0.23473106686324025,0.07252762198300251,0.32409210547979506,0.08041967739788747,0.439947651755882,0.32745573215767637,0.18428851631012083,0.1514828282167663,0.19741177804010115,-0.0634063055766316,0.1731131954366417,0.19107508235788748,0.05298111134307925,-0.14918883819662365,0.06330184038448657,-0.21784054033193714,-0.006609983306042084,0.14686460008024135
Calcarine_R,0.04720415866879137,-0.1678160093557659,-0.18218550627075156,-0.1963685234595268,0.11868303840531075,0.5625142559832401,0.6437234985181179,0.15228641810574814,-0.13562092673137957,0.0036946836358731187,-0.19669296777343467,0.8847754228244452,-0.08845923054203791,0.8969857009561988,0.25822053288559815,0.24304304468930085,-0.1748446000780554,0.17070641017357213,-0.07454754681172593,-0.5760096126815445,-0.09856714769730845,1.0,-0.12350410805977959,0.5438056328890845,0.21089607106535047,-0.547616905424211,-0.5398266170574479,0.11562439734708498,-0.45659874988565263,-0.5115478543456285,-0.1877207112230232,-0.3689681746490495,-0.4227624010230582,-0.022867777923343248,-0.2631273304212857,-0.3124204310986811,-0.38328370322076505,-0.24197084178635495,0.18814256330865853,-0.5054754340519573,0.00375585029205369,0.8593258620928501,-0.45347472934831806,-0.48645261905409964,0.443844822461239,0.9798995404144754,0.3345218653584207,0.09552942560770085,0.6540408694567476,0.16964741127900246
Precentral_R,0.6380313944178673,0.20751344253089074,0.942459081112323,-0.04743924028762999,0.45268539610683406,0.15081776391990567,0.04249000482244703,0.2998336996458985,0.7842531724756242,0.8724065828963024,0.6695042179193872,-0.36254221854199714,0.3931309454557738,0.0413045634661895,0.5917132918063857,0.7243116118293983,0.8618358325995937,0.6386045929230894,0.08966408693255608,0.5916903108081814,0.20286972645078266,-0.12350410805977959,1.0,0.065992285642705,0.602204925997222,0.7065736682820711,0.6206476942568228,0.7438616139566939,0.5220100616866301,0.49753299734939865,0.8776513478855409,0.6141496778980314,0.11998751239858493,0.8699287393168723,0.7084366501233701,0.8018403780738126,0.36462570413894585,0.7631362593645347,0.8227913274082294,0.24280973951153847,0.8690723633360393,-0.3196996265802806,0.49153180606824604,0.8104285199405187,0.552338883187301,-0.1338719102617729,0.000630119929614802,0.2649438803994076,-0.23528064658757697,0.1588397785493365
Insula_R,0.20395500673325492,0.1337019434668677,-0.041924216896809884,0.30547895873281333,-0.05256557079294816,0.9117261284219433,0.46692818475609466,-0.06437908594200413,0.24237664117593608,0.16896251840163248,-0.14855358187080026,0.5832507523664674,-0.168152065869065,0.6342095562623039,0.1921724474548133,0.18868340228122316,0.2746932528741117,-0.04364328943805846,-0.31204029414741397,-0.16666345351964695,0.35462882350958763,0.5438056328890845,0.065992285642705,1.0,0.0621418067966932,-0.3594510827285085,-0.23575530066816214,0.054749291572053285,-0.17567023480586447,-0.08569095952986784,0.13223450223781458,-0.14167725171809317,-0.07043387347257207,-0.0018564033935114695,0.09398324384163963,-0.23533718323007063,0.022246034194623794,0.02671709739947,0.20158666237396314,-0.14452849458008987,0.008682309963127414,0.49726992672290354,-0.10629600038557074,-0.20717810043702453,0.25985392152426084,0.4434691575786242,0.287963381038734,-0.22609507436769335,0.45472506305934574,0.14644839583140645
Parietal_Inf_L,0.34013849588012857,0.1352759087172201,0.6294089435288512,-0.2519178390671462,0.22467898848295345,0.05111692961202327,0.11912725783288887,0.17585962095626195,0.22364549292155067,0.6887766766840601,0.46487114244829736,0.008629990946634315,0.30180429605264825,0.3632026321233164,0.3031237799221132,0.5302499082360693,0.5132044146277358,0.5307150061950953,0.27522964488463053,0.0833023068344778,0.011754690682932436,0.21089607106535047,0.602204925997222,0.0621418067966932,1.0,0.2537865669005108,0.3598894696390132,0.8194177980921025,0.25352143266797966,0.07243163124128654,0.4643610418797985,0.640575198100631,-0.13140414308026108,0.7358911898637245,0.21047629391703793,0.5550437339396767,-0.13750224888942647,0.4118468563749518,0.7510183298622958,0.20450962295221387,0.7460859856394209,0.1610794350189224,0.3843602077085491,0.3409741180985092,0.4906142051348542,0.24512050515165704,-0.02446134437721571,0.4725664369925402,0.38389813736865863,0.12020863012896216
ParaHippocampal_L,0.6557698893084695,0.37421840800509976,0.7906856101894048,-0.04945912736583064,0.5364860205658833,-0.23283692201622605,-0.478645225518287,0.1266354069019142,0.6731746536892559,0.6299347346586868,0.7298311150993744,-0.7911334705447038,0.6176322990101099,-0.45962234712738864,0.4503331817712055,0.42792297531226514,0.6550445165032317,0.5516738013443393,0.12050254207377167,0.9069229989884746,0.09617803503367726,-0.547616905424211,0.7065736682820711,-0.3594510827285085,0.2537865669005108,1.0,0.843861158265106,0.4280110635925819,0.5856523099781116,0.7916373190716885,0.6364848835048365,0.540172199031408,0.36081820109464835,0.6173359335978259,0.7186511487859918,0.7922791748193013,0.3579377692401322,0.7892766647774547,0.4130278516874314,0.5283074056104292,0.6644474030864735,-0.7723846349735988,0.3870129703473186,0.8290678944419891,0.044440536783126094,-0.5260688760166161,-0.30825936890808137,0.20685114651499098,-0.6922646972318305,-0.027228381083708633
VTA_L,0.5129698973534297,0.45442627314214507,0.704888788907841,0.0007175703156928284,0.3557426362638662,-0.16681424840355413,-0.4545561536269941,0.002038675445618618,0.5202146234053413,0.575214601549981,0.6126017898472292,-0.7193863494002295,0.4949191373877754,-0.4102397478592311,0.29971679106474025,0.3158672197955107,0.6509824430032807,0.4094478633978627,0.13339738316343622,0.8417850779723224,0.16024147337138286,-0.5398266170574479,0.6206476942568228,-0.23575530066816214,0.3598894696390132,0.843861158265106,1.0,0.4145147646650709,0.6627858937182733,0.7938883177909302,0.61583238053011,0.67229009879729,0.36662725303448385,0.5583846705908202,0.6318040446729231,0.7540796619911799,0.2567642319954042,0.700677086074527,0.37846006697416956,0.6249379840618232,0.584670692444878,-0.6809672755395314,0.5070570776729956,0.7179593000568124,-0.07529826358668792,-0.5436663406562312,-0.28241868880604715,0.15000262315549615,-0.4842039444104013,0.04067674786690741
Precuneus_L,0.43181657034569937,0.10419063676440693,0.8032429998226163,-0.11810681659355249,0.3165344242968558,0.06273089153005974,0.16534763002726455,0.22445332615892838,0.4299559310996591,0.7846348894284462,0.5562716720692406,-0.1662282650167195,0.2868872003757245,0.25792378998874366,0.40430209034339193,0.5101097276619991,0.6004737592319095,0.5075971889029438,0.08993005707468339,0.26976157247496596,0.017285317676798046,0.11562439734708498,0.7438616139566939,0.054749291572053285,0.8194177980921025,0.4280110635925819,0.4145147646650709,1.0,0.20083752155394466,0.1723414218771593,0.5468958745728456,0.7006327559442249,0.02125550891006733,0.8585379032057917,0.33257977140709444,0.5925817208080291,0.07908399839225778,0.49337184288211894,0.7927194979758956,0.2978626663063551,0.7679618018972765,-0.04886931167194213,0.48748307046512596,0.4210769489155838,0.4862877209564145,0.13695059413836802,-0.06411892429114506,0.24903685967301464,0.14576027129557592,0.04069281661384852
