,SN_pr_L,Thal_PuM_L,Frontal_Inf_Tri_L,Vermis_10,Thal_PuL_R,Temporal_Pole_Mid_R,Frontal_Sup_Medial_L,Olfactory_R,Temporal_Mid_L,Cuneus_R,Insula_R,Frontal_Sup_2_R,Angular_R,Fusiform_R,Parietal_Sup_R,Parietal_Inf_R,Thal_LP_R,Frontal_Mid_2_L,Cerebellum_8_R,Rectus_R,Heschl_L,Thal_VA_R,Rolandic_Oper_L,Thal_IL_L,Cuneus_L,Thal_MGN_L,VTA_R,Vermis_4_5,Thal_LGN_L,Paracentral_Lobule_L,Vermis_1_2,SN_pr_R,Thal_VL_L,Amygdala_R,SN_pc_L,Thal_MDm_L,Postcentral_L,Vermis_8,Frontal_Inf_Oper_L,Frontal_Inf_Orb_2_R,Occipital_Mid_R,Precentral_L,Supp_Motor_Area_R,Red_N_L,Calcarine_L
Insula_R,-0.08569095952986784,0.22437801660257303,-0.00938941707632506,0.5832507523664674,0.25985392152426084,0.2563625898775383,0.0061555083607750015,0.30547895873281333,0.11296494165945216,0.6155591889963238,1.0,0.09310875809372743,0.5422432514761111,0.10442669844763554,-0.10629600038557074,0.41367802968847195,0.022246034194623794,-0.015387567251937916,-0.4234187325464639,-0.14452849458008987,-0.05256557079294816,0.24037048559658802,-0.168152065869065,-0.14855358187080026,0.43775992223454774,0.31744917652006205,-0.24747994170138646,0.6325910518237362,0.03404638156418129,0.04974283071380015,-0.20717810043702453,-0.016787904564163975,0.05812225290781013,0.27353057485402166,0.09221618669501096,0.2631796977315363,0.008682309963127414,-0.22609507436769335,0.5599387987074254,0.531005709271322,0.23626271453918862,0.1144938678446145,-0.14688589141288136,-0.16666345351964695,0.4434691575786242
Frontal_Sup_2_R,0.6999911894127381,0.6222960733485546,0.8672964611002764,-0.5232335341627629,0.23337277507380172,0.262842569610718,0.885789989742773,0.08205305095041653,-0.05038868384771365,-0.31416654122237575,0.09310875809372743,1.0,-0.3571860315499824,0.5114704641349773,0.4887178514876916,0.2106378953423359,0.3060066866931615,0.9110333369274368,0.5828476051199944,0.5186574264271208,0.5041440997855838,0.6216584117463586,0.5960707914380181,0.6990116440611451,-0.1197279795267223,0.3990747372048914,0.7481725728237633,-0.13503305079351147,0.5441019525209999,0.7858907317522964,0.787637459029483,0.393790244112732,0.7337483653800446,-0.38481316290524203,0.701051095482041,0.6379504041381975,0.829792111473271,0.21152618581937083,0.18052215036687858,0.4954613103167746,-0.07890839717125407,0.801058713209327,0.7685676322195258,0.7622889278371563,-0.3383351364143887
Angular_R,-0.497695044404458,0.06144502365595856,-0.30567235588248515,0.7407991344521873,0.3074859879704572,0.10506219648847294,-0.2712384055870984,0.029076889412860085,0.33533887982441857,0.7714647497248435,0.5422432514761111,-0.3571860315499824,1.0,0.034353674773844864,-0.16877353627500777,0.402964717375856,-0.14558246118055476,-0.4151792752314183,-0.318577979774229,-0.5069086182887912,-0.08175478139574485,-0.1948314930107705,-0.33223664270944264,-0.4012304115842683,0.6451759364387081,0.017059482032255352,-0.49141829653418756,0.6964939429877524,-0.11327266317722177,-0.07859384555190933,-0.4659350707623859,-0.30158092470898806,-0.20471224582158845,0.46639887638485106,-0.358994524880572,-0.011890839395740302,-0.14732802885355384,-0.15245929767844216,0.530726739045121,-0.16444781837424507,0.32719641357230195,-0.06896946159688778,-0.27841689245884815,-0.5631944942835262,0.7387387394556396
Fusiform_R,0.4090667592919659,0.4823126352060329,0.6158442667649093,-0.3218374688469332,0.26227402499934827,0.08313642376877065,0.5377294363751709,0.043395050953427515,-0.2577740347664414,0.07692855843238824,0.10442669844763554,0.5114704641349773,0.034353674773844864,1.0,0.4383565561263707,0.5690233727099179,0.40918084163073853,0.5946033462859943,0.5786183738004878,0.16565453308222988,0.3791709001034246,0.47035810158673974,0.2576426992204748,0.4937372406420794,0.014933116532727974,0.21273182777961258,0.434034639319511,-0.0354616232637662,0.4915936304891256,0.5896205371997724,0.5554576592035374,0.0632000856709184,0.45153421020801365,-0.38921370503411135,0.4436717921038284,0.5538717432391593,0.49877026842249766,-0.08928870539596441,0.05827324659371599,0.2918166998201968,-0.01203910016107689,0.5972931080694013,0.5149653658643968,0.5527100980480036,-0.05244323870902122
Parietal_Sup_R,0.3667811648719582,-0.034441603376988886,0.43336554832160534,-0.5184470662679831,-0.10875617673024636,0.1258185639356716,0.4284865817309254,0.21826220456503423,-0.38545548766077753,0.027133321808473256,-0.10629600038557074,0.4887178514876916,-0.16877353627500777,0.4383565561263707,1.0,0.6666739049954101,0.3390982231104616,0.5720243544843675,0.46935461821812074,0.4049239823978558,-0.15132561890173982,0.03712563491134749,-0.0679354154904342,0.1842187221990967,-0.1126824789927306,-0.001991446750747666,0.49165992032690864,-0.03831546047225962,-0.13533005508848675,0.39950164412965455,0.41834645542592536,0.1827229930213842,0.09153538396360127,-0.3654207624217406,0.33657085976787365,0.16027768285318447,0.26795568783082696,-0.27047217835543935,-0.11966358836767214,0.4131100802776204,0.04935797238512676,0.2503588330940289,0.4839154865644023,0.4159937781836214,-0.46514279931349684
Parietal_Inf_R,0.11392704783186262,0.0869570957980276,0.18309244179936146,0.0769267604391459,0.12217857594575272,0.26287251147209995,0.18073834706915254,0.23785953908527152,-0.20758713373195953,0.5911990689751866,0.41367802968847195,0.2106378953423359,0.402964717375856,0.5690233727099179,0.6666739049954101,1.0,0.25691707950860965,0.2606526876744766,0.1665426855918665,0.002262644303022912,-0.10170408185928903,0.09754517338831387,-0.21013335685843543,-0.06400398581703756,0.28460766421170997,0.129976194354155,0.12317968011691108,0.3838761644207408,-0.03293986003361945,0.3037103429253382,0.0874509887388004,-0.007814778247240667,-0.004504270473508039,-0.08263685805858041,0.19971566333220303,0.231146171291154,0.1109231583106376,-0.46325578561791636,0.2469347529736833,0.4304134392739715,0.14789506738127842,0.2104764088933108,0.1915348028013752,0.12378266305887742,0.11765871783666955
Thal_LP_R,0.23690509197699103,0.10716105567003491,0.3861532919459503,-0.3990745681215101,0.03925914566901611,-0.18862078658594175,0.3694317641576525,0.343701602472051,-0.5096527005082245,-0.18374578647152165,0.022246034194623794,0.3060066866931615,-0.14558246118055476,0.40918084163073853,0.3390982231104616,0.25691707950860965,1.0,0.4574605554845191,0.25285957147230986,0.17422657388560334,0.08304204130970046,0.25581090064628875,0.006710071124220424,0.14938904863687535,-0.3825735204322587,0.1629727289394701,0.29524102763529486,-0.22917632255170745,0.09688243986326138,0.23768888455791642,0.3927582324935807,0.03213558123122441,0.39975592612160155,-0.48263339204798056,0.24613387635941253,0.076118552167122,0.12792905100525623,-0.2835861978967517,-0.14857567552620768,0.30992550332938035,0.19625067398341076,0.28198924992048613,0.378674798165184,0.4041828547676693,-0.46010038628342975
Frontal_Mid_2_L,0.7535959539288325,0.5218934377293476,0.8889262027223798,-0.6301500321795731,0.20322260804780506,0.20549858093102472,0.8836860126002388,0.12061277922877421,-0.26436416447184896,-0.37213848363337154,-0.015387567251937916,0.9110333369274368,-0.4151792752314183,0.5946033462859943,0.5720243544843675,0.2606526876744766,0.4574605554845191,1.0,0.6560862672919595,0.46172486723709544,0.44953717306504587,0.6164443794829876,0.5390157004611622,0.6739455553692001,-0.2874587516708037,0.3550638444223544,0.7505649083636274,-0.255984465656281,0.480918681151232,0.746954882196229,0.8779352678799727,0.41875733502479356,0.6933296058538204,-0.5286664084673152,0.6941720552160627,0.5939083989773702,0.7651871387883766,0.11085844655022885,0.06363093621238425,0.5226679349872976,-0.011837550353063234,0.789562215146975,0.8219501058342468,0.8176960094356671,-0.491879592143696
Cerebellum_8_R,0.5459546092796752,0.37366291859057826,0.6880641169139171,-0.600278831195473,0.06968271698180088,0.16246658815228832,0.7121192587609257,-0.08798482039985482,-0.07926395200063924,-0.34645949182330754,-0.4234187325464639,0.5828476051199944,-0.318577979774229,0.5786183738004878,0.46935461821812074,0.1665426855918665,0.25285957147230986,0.6560862672919595,1.0,0.2650986311160954,0.48722612722006703,0.3414003647878969,0.528124582371607,0.5658014130477299,-0.2907702056249075,0.08588786625914006,0.6550152452909871,-0.2853837020689136,0.44397729509345135,0.55973090331794,0.6927289589981181,0.2369299320591593,0.5755887938422181,-0.4406855891535927,0.47000697165278943,0.35102451700860754,0.6156864227969565,0.2515570381601255,-0.05230054655592842,0.005315931119498533,-0.13338275412792178,0.6065363108430074,0.6767501406934301,0.6235165382310873,-0.3365474322704844
Rectus_R,0.5122967870469732,0.05337165827009953,0.4271611398813855,-0.5894708981781512,-0.27136790967398594,0.019978850490460165,0.35121182825003966,0.08294651820955751,-0.24888126832010385,-0.4361677218426211,-0.14452849458008987,0.5186574264271208,-0.5069086182887912,0.16565453308222988,0.4049239823978558,0.002262644303022912,0.17422657388560334,0.46172486723709544,0.2650986311160954,1.0,0.052042118800425224,0.2553968982098228,0.2461303671380081,0.40911395564126485,-0.3335539759680791,-0.010870117932519602,0.5414818899840975,-0.38928971610046276,0.1734304644322079,0.2416391756500755,0.3485667877534386,0.2594105082675747,0.2526556123187664,-0.40924788604052764,0.5029362939978833,0.22762920138109619,0.24688929989263586,-0.03146193797838335,-0.24500219700214376,0.34131895738930984,-0.32352839820259827,0.11015767272137997,0.2513946530374673,0.6007993848646944,-0.5116307577954409
Heschl_L,0.4152044787324268,0.6574527105182812,0.574266896456068,-0.1317757471692199,0.2898164750659549,0.16859207881951419,0.5475713292763777,-0.13004209944001432,0.3540206325879618,-0.22395640561345348,-0.05256557079294816,0.5041440997855838,-0.08175478139574485,0.3791709001034246,-0.15132561890173982,-0.10170408185928903,0.08304204130970046,0.44953717306504587,0.48722612722006703,0.052042118800425224,1.0,0.5662563193368989,0.8651269996621068,0.5269792851738081,-0.016430248167202503,0.2666764345682376,0.37807459899773077,-0.11912591691099839,0.7986462789425118,0.5116332715532662,0.44209854749057975,0.16612147825354387,0.7399418204041287,-0.22878561647699155,0.44114316859359104,0.5022758065384323,0.6609882793614469,0.28809651684587567,0.42746163219170735,-0.07833609499728306,-0.15929986673465862,0.6456587651982288,0.3614590851476566,0.4604102720810085,0.1603362462649685
Thal_VA_R,0.6969161372735629,0.555357160530741,0.6202266775891877,-0.2830592761079696,0.13185183158533342,0.1607666383774894,0.5863015123746844,0.12255045022874386,-0.10649222874561762,-0.26838369114787225,0.24037048559658802,0.6216584117463586,-0.1948314930107705,0.47035810158673974,0.03712563491134749,0.09754517338831387,0.25581090064628875,0.6164443794829876,0.3414003647878969,0.2553968982098228,0.5662563193368989,1.0,0.5774978441636314,0.5419392561675878,-0.27844506445870804,0.44860414987868513,0.5365430197094124,-0.2748158123117578,0.6929808006653435,0.44766877105814085,0.5355153426820272,0.3561076378684683,0.6790040387449007,-0.3436988671422876,0.6810093429091214,0.540313957723838,0.4964094208044723,0.051825918100203816,0.1421245538333369,0.48800287304661155,-0.16679255674350713,0.5707193209742638,0.38658216603167966,0.7092120949782627,-0.15447057215957422
Rolandic_Oper_L,0.5600777913283711,0.6054263870600493,0.6284626094105514,-0.28875740096303065,0.09591843019268168,0.19244114715430677,0.5808216510764911,-0.1296703848211455,0.3475055287049107,-0.3715901519403793,-0.168152065869065,0.5960707914380181,-0.33223664270944264,0.2576426992204748,-0.0679354154904342,-0.21013335685843543,0.006710071124220424,0.5390157004611622,0.528124582371607,0.2461303671380081,0.8651269996621068,0.5774978441636314,1.0,0.6610425431408685,-0.14780222538662724,0.26370733408546976,0.5061111738117211,-0.2622785364530307,0.7655514517466873,0.44750879210215183,0.5114072807155233,0.34994215776666054,0.7383999822045608,-0.22089995679966093,0.5186738844120158,0.4966001342322278,0.684706268102585,0.33027046676057464,0.3564226083641568,-0.0005946724059449419,-0.2801910465393485,0.5818913254655484,0.3676537747569836,0.5731395757279271,-0.023764751458633108
Thal_IL_L,0.5261563931506235,0.6937679386773895,0.8317673478947626,-0.4298976123067066,0.27057035466978907,0.10171655900324052,0.7098329556378599,-0.06456535858667152,0.08962155850521501,-0.33522270699675727,-0.14855358187080026,0.6990116440611451,-0.4012304115842683,0.4937372406420794,0.1842187221990967,-0.06400398581703756,0.14938904863687535,0.6739455553692001,0.5658014130477299,0.40911395564126485,0.5269792851738081,0.5419392561675878,0.6610425431408685,1.0,-0.08570930748309188,0.252720847664092,0.6365599393790976,-0.2059170116444139,0.5771771744758173,0.6460767621113503,0.6698615030327377,0.4702028608642758,0.6925695326578019,-0.280575070031398,0.5098523885093338,0.7057907336127079,0.7510342327891264,0.42137551459920397,0.09343929166934441,0.08065996481289009,-0.22568313363886944,0.6829161668038677,0.6067791847697113,0.6307555053693332,-0.15089677300334398
Cuneus_L,-0.5132734544029793,0.2782458938862152,-0.13110610228121208,0.692032017101749,0.5477568265786009,0.28773968348310147,-0.14852490575777563,-0.2337484095460235,0.5107931062298143,0.7322582630178935,0.43775992223454774,-0.1197279795267223,0.6451759364387081,0.014933116532727974,-0.1126824789927306,0.28460766421170997,-0.3825735204322587,-0.2874587516708037,-0.2907702056249075,-0.3335539759680791,-0.016430248167202503,-0.27844506445870804,-0.14780222538662724,-0.08570930748309188,1.0,0.02537645351003601,-0.3647813038114581,0.8174337465320898,-0.06432191997221559,0.2010843405384468,-0.32535820423991935,-0.17802807068919052,-0.1682481741476787,0.6387574225579107,-0.3687344894889789,0.2806297648547752,0.17023904444073729,0.13333792261759433,0.6013015087366087,-0.25873315450532647,0.16042974037066407,0.13215880257930798,-0.06946463937828426,-0.5659951152231233,0.7918359917127132
Thal_MGN_L,0.26431912146230163,0.423303502015102,0.33481992974084346,0.032321657225374244,0.27537376874105235,0.15586529546850858,0.419670601475985,-0.013285521459108184,0.048086604901654645,0.011677580486237116,0.31744917652006205,0.3990747372048914,0.017059482032255352,0.21273182777961258,-0.001991446750747666,0.129976194354155,0.1629727289394701,0.3550638444223544,0.08588786625914006,-0.010870117932519602,0.2666764345682376,0.44860414987868513,0.26370733408546976,0.252720847664092,0.02537645351003601,1.0,0.25605835081943223,0.08404327286273619,0.37807118490986713,0.39082256895911355,0.3351874715303619,0.14063094505492615,0.4201678271879513,-0.13248489934974333,0.3106266318549271,0.4214080491036767,0.39643304088889836,0.14389788521312888,0.26225914776161774,0.2892079351278196,0.11625748875910748,0.4606155494634737,0.3045656903601476,0.2721041651743819,0.06735253124369171
VTA_R,0.6925128430448336,0.41585504357214237,0.7483468482060888,-0.6510020769628537,0.04891564286095031,0.1830523265733947,0.7657350813412064,-0.007694077272016889,-0.17782259450761637,-0.4905434431385298,-0.24747994170138646,0.7481725728237633,-0.49141829653418756,0.434034639319511,0.49165992032690864,0.12317968011691108,0.29524102763529486,0.7505649083636274,0.6550152452909871,0.5414818899840975,0.37807459899773077,0.5365430197094124,0.5061111738117211,0.6365599393790976,-0.3647813038114581,0.25605835081943223,1.0,-0.36410815364092075,0.424989717269784,0.589166718604953,0.720186801950978,0.42176594776376264,0.639101020370139,-0.41494128122422835,0.6328106827552133,0.45444722676405364,0.6298335016690646,0.23004947912439125,-0.15015286646441642,0.27493224623837414,-0.2615234739257426,0.5915573082504773,0.6731969035337511,0.7794725097139349,-0.4726112346905833
Vermis_4_5,-0.5099223692013161,0.22436217043840684,-0.15289556924800762,0.785446546783179,0.5140456846296776,0.3080490901863066,-0.05680550863970067,-0.036745872674391736,0.4846451366411142,0.8452886022670614,0.6325910518237362,-0.13503305079351147,0.6964939429877524,-0.0354616232637662,-0.03831546047225962,0.3838761644207408,-0.22917632255170745,-0.255984465656281,-0.2853837020689136,-0.38928971610046276,-0.11912591691099839,-0.2748158123117578,-0.2622785364530307,-0.2059170116444139,0.8174337465320898,0.08404327286273619,-0.36410815364092075,1.0,-0.23818673356018166,0.11752201706887495,-0.33003176974969745,-0.1528127443451647,-0.11613218464145153,0.5835462384466106,-0.3362511557072443,0.14186745211603435,0.10316425952268207,0.04510109992810771,0.6598398826653571,-0.09479919416553295,0.2852262403633804,0.11552788762390358,-0.06365191498194421,-0.5960032852720486,0.7354260019896666
Thal_LGN_L,0.5364223721018451,0.6683464047852612,0.5809762585562059,-0.20752018247301326,0.22275284832092712,0.16125519569363095,0.5408323562927422,-0.15535786542992622,0.19116417176921371,-0.25271022292036316,0.03404638156418129,0.5441019525209999,-0.11327266317722177,0.4915936304891256,-0.13533005508848675,-0.03293986003361945,0.09688243986326138,0.480918681151232,0.44397729509345135,0.1734304644322079,0.7986462789425118,0.6929808006653435,0.7655514517466873,0.5771771744758173,-0.06432191997221559,0.37807118490986713,0.424989717269784,-0.23818673356018166,1.0,0.5247818180859647,0.4738192512061687,0.2428802284321079,0.6898202354305987,-0.26281256586847085,0.5759434553299942,0.565824368607835,0.6201004139209974,0.2472595645107473,0.2668496939140742,0.101206576406456,-0.23607207089473445,0.6201674169445327,0.3510751424363728,0.5888416652592252,0.09571781714481614
Paracentral_Lobule_L,0.41476508167684134,0.7345721126548391,0.7615618629003915,-0.2726575776948355,0.5663211800060018,0.23354701288826618,0.827182715453853,-0.08124794144382325,0.12320230691219396,-0.058140490132408525,0.04974283071380015,0.7858907317522964,-0.07859384555190933,0.5896205371997724,0.39950164412965455,0.3037103429253382,0.23768888455791642,0.746954882196229,0.55973090331794,0.2416391756500755,0.5116332715532662,0.44766877105814085,0.44750879210215183,0.6460767621113503,0.2010843405384468,0.39082256895911355,0.589166718604953,0.11752201706887495,0.5247818180859647,1.0,0.7032819158017876,0.28874592583247743,0.6414189713722767,-0.22475987825520827,0.45614770609318017,0.6796336030454747,0.8943752708829082,0.3027803149357769,0.23139619210578022,0.1703411538465828,0.0437165337627459,0.8894602995307126,0.8321900755014625,0.5077336735690368,-0.006098465390790273
Vermis_1_2,0.6656087683060992,0.5310638497130903,0.7955135049264861,-0.6256322345154016,0.271327925587695,0.18073890845140586,0.8345988084576146,-0.004817480802852351,-0.26846167723698044,-0.47569091176598255,-0.20717810043702453,0.787637459029483,-0.4659350707623859,0.5554576592035374,0.41834645542592536,0.0874509887388004,0.3927582324935807,0.8779352678799727,0.6927289589981181,0.3485667877534386,0.44209854749057975,0.5355153426820272,0.5114072807155233,0.6698615030327377,-0.32535820423991935,0.3351874715303619,0.720186801950978,-0.33003176974969745,0.4738192512061687,0.7032819158017876,1.0,0.3443700467921995,0.6463736693956439,-0.5192076470258248,0.5860390986281064,0.5386318503446036,0.740599886800693,0.2737126874207325,-0.07458324887761941,0.3165183709364652,-0.08900070344158735,0.7807487574570936,0.8503388856575202,0.7456147101980322,-0.4776967773617464
