,SupraMarginal_L,Putamen_R,SupraMarginal_R,Lingual_R,Frontal_Inf_Orb_2_R,ACC_sub_R,Parietal_Inf_L,Raphe_D,Occipital_Sup_L,Temporal_Pole_Sup_R,ParaHippocampal_R,Cuneus_L,Caudate_R,Amygdala_R,Vermis_6,OFClat_R,Thal_VPL_L,Vermis_4_5,Thal_LGN_R,Temporal_Pole_Sup_L,ACC_pre_L,Cerebellum_7b_R,Paracentral_Lobule_R,Cerebellum_10_R,Cerebellum_Crus1_R,Thal_PuL_L,Temporal_Sup_R,Vermis_8,Frontal_Med_Orb_R,Frontal_Inf_Tri_L,Vermis_10,Fusiform_L,Temporal_Inf_L,Cerebellum_7b_L,Heschl_L,Precuneus_L,Paracentral_Lobule_L,Cingulate_Mid_L,Angular_R,Vermis_9,Cerebellum_Crus2_L,Cerebellum_3_L,Cingulate_Post_R,OFClat_L,ParaHippocampal_L,Frontal_Sup_2_R,Thal_VA_R,Parietal_Sup_L,Red_N_R,Frontal_Inf_Tri_R,Occipital_Sup_R,Fusiform_R,ACC_sup_L,VTA_R,Frontal_Mid_2_L,Occipital_Mid_R,Frontal_Mid_2_R,OFCant_R,Calcarine_L,Thal_VA_L,ACC_sup_R,Hippocampus_L,Cerebellum_9_L,Temporal_Mid_R,Temporal_Inf_R
ParaHippocampal_R,-0.07347034886424388,0.05686668390559465,0.15057115197014467,-0.22021826869281597,0.4757011516549818,0.3139921492641348,0.25902345825405276,0.38566124784486383,-0.5773262033307566,-0.19229314367414838,1.0,-0.33016202705568415,0.5135970847164935,-0.5656628051515453,-0.6800296036712946,-0.19518128084720318,0.23472811794739304,-0.4210464775370766,0.8527144041581619,0.4645423983679163,0.08435786911761901,-0.6751563106654944,0.7778381312682587,0.3316396947328949,-0.1758146743292626,0.2572010051701543,0.03275537074313099,0.1342742834438827,-0.45445075091055637,0.7506242661871583,-0.649638478565694,0.7841850068096802,0.40616180717268696,-0.2705195151225211,0.4472710013327295,0.4560438800142828,0.6595452773690635,0.6840765070977574,-0.44796398287755473,-0.08525680134891157,-0.40417180915473544,0.660983512722494,0.47210402445460786,-0.07164982360977602,0.8600992034598667,0.784667576414337,0.66437304074541,0.4990221683782097,0.8041641090638674,0.6756288606629145,-0.5632335930675356,0.626526205375645,0.68621196841335,0.7020600688727288,0.8420018401775577,-0.10646636183832298,0.8388867938966451,0.7349311220632883,-0.40514238996643454,0.795303697731878,0.49182980520896524,0.7457852466977324,-0.6244352618915405,-0.5092436644123353,-0.4176402493003737
Cuneus_L,0.5898279776855908,0.382518905027638,0.24057363406965052,0.768854182890452,-0.25873315450532647,0.08078580871083105,0.4826948812224997,-0.10723877555197854,0.776099266601044,0.10867636890728545,-0.33016202705568415,1.0,0.07544151505866221,0.6387574225579107,0.7680809287299148,0.017588335586345132,0.47715477976131526,0.8174337465320898,-0.5518812916384352,-0.23364402024767003,-0.09721203010945596,0.6863037156187525,0.029582820401412278,-0.17233395613221825,0.24191650141239215,-0.1646976532285134,0.37443246171421946,0.13333792261759433,0.4802869990183053,-0.13110610228121208,0.692032017101749,-0.5238521683698261,0.017809095278975645,0.44777635392370846,-0.016430248167202503,0.43038034954569315,0.2010843405384468,0.16218340402234777,0.6451759364387081,-0.01221606813509493,0.5908694928569415,-0.14696973386681458,0.3269709596436411,0.3015888454163944,-0.44725154913764753,-0.1197279795267223,-0.27844506445870804,-0.056420043776913564,-0.5844488053611108,-0.3019417160306608,0.5565018436647304,0.014933116532727974,-0.06419263400490127,-0.3647813038114581,-0.2874587516708037,0.16042974037066407,-0.2385800414415504,-0.5795995647233273,0.7918359917127132,-0.22293440125216477,-0.2579736807349389,-0.04048014588452786,0.6143149917165671,0.45260562523155407,0.4315652362926866
Caudate_R,0.285678242124306,0.3011676105880344,0.3034252828947279,0.1889932469717843,0.23614831590567473,0.1121336491188289,0.43275609193589243,0.17543474038535017,-0.05156215284190768,-0.008044783958405908,0.5135970847164935,0.07544151505866221,1.0,-0.2657459998452434,-0.1487441412454033,-0.17435106040724827,0.5476868590298993,0.10344032004615046,0.3904512992983879,0.3491948346243436,0.48195490622010106,-0.14479402079243767,0.6131139905202734,-0.0235196498445161,-0.07236455595957282,0.31929399430964306,0.2233462607890873,0.15391534463676204,-0.17433557709052555,0.6274199753731152,-0.1423564505834994,0.2716775099671542,0.2557832233431112,-0.00919985481521603,0.47937636395230143,0.5497582248324255,0.6196697763692584,0.7585272231876303,0.015653618867313965,0.06275255856251372,-0.02825190540355962,0.5278801459763054,0.6855290147451081,0.27612632693204947,0.4177489556123458,0.6415210360209123,0.40778646058164775,0.3293241044707052,0.34806236358638953,0.4906654019178083,-0.021676881078576724,0.44867430040753803,0.74308548821895,0.41046667430555484,0.5812294015238213,0.07902383116134944,0.5883105196730815,0.2891557713406527,-0.005594756846361523,0.45783060336915893,0.39484081908311985,0.5794191467915679,-0.15378665305078024,-0.1300837294962424,-0.311449068599486
Amygdala_R,0.46471625530056715,0.18984448235458645,-0.1099496718524339,0.4722496266616635,-0.3362050092366166,-0.0949127542560154,0.19821664311791998,-0.2613366859882567,0.6164714297565184,0.1348022978650002,-0.5656628051515453,0.6387574225579107,-0.2657459998452434,1.0,0.7490933553196719,0.01676255825573341,0.2443887228071997,0.5835462384466106,-0.6590014562450196,-0.3443033426898555,-0.1667223075135599,0.6628239408964263,-0.3650349986662774,-0.20715862991451353,0.0793936359131583,-0.0760033052882225,0.1792353314443416,0.21206946221050527,0.3753458864216304,-0.3868808551217104,0.6864413971697131,-0.6217701786887304,-0.1862545863665319,0.3561724261511231,-0.22878561647699155,-0.051788284658063684,-0.22475987825520827,-0.24537897985099605,0.46639887638485106,0.0037066802003012616,0.38420802504435614,-0.33573906429029265,-0.05277401708283085,0.0665512522326115,-0.5846279126849604,-0.38481316290524203,-0.3436988671422876,-0.31876706608014654,-0.6580721581993974,-0.5350876741824374,0.4655221618929123,-0.38921370503411135,-0.37369971728328305,-0.41494128122422835,-0.5286664084673152,0.05183913632887401,-0.4771936536524126,-0.6259802763378728,0.6097370306481236,-0.4289989636751389,-0.43539310727034436,-0.26735574922956495,0.7192376277585176,0.5655146579913359,0.49429972254889265
Vermis_6,0.5051826514126339,0.41810862636596174,0.04804753531749193,0.7420272379388694,-0.37047255093201725,-0.13681169285669134,0.1610794350189224,-0.28985511247649914,0.8233419685635797,0.26091012122365037,-0.6800296036712946,0.7680809287299148,-0.1487441412454033,0.7490933553196719,1.0,0.08664417895887447,0.3118134531122083,0.8364196148920724,-0.8258683587390725,-0.30927475216379646,-0.0634063055766316,0.903935879153137,-0.4173679369928848,-0.28235870239030364,0.22103790101196674,-0.24402169868627815,0.34722809154993534,0.11722170852571814,0.5779254674607494,-0.43840198219187243,0.9298324395039703,-0.8050337725742335,-0.0907501756670372,0.4845344727165042,-0.15385634919512758,-0.04886931167194213,-0.2388881887725401,-0.22443753886433393,0.7215589761863854,-0.03812550000868009,0.6455677143957044,-0.4607559590079263,-0.0014644826983556414,0.17973713659157528,-0.7723846349735988,-0.4831997608566936,-0.38251866660735295,-0.421119924698971,-0.7643609903137681,-0.5182074050076527,0.7106737442262328,-0.2906912609916033,-0.37497827512080595,-0.6125510690080871,-0.6303172070201372,0.1730585475596007,-0.6010704212820573,-0.8311411349251081,0.8597592649498152,-0.47819191806240297,-0.38601186197027515,-0.32553155500668046,0.8492609963733072,0.6740398908544997,0.5261360650188924
OFClat_R,-0.3890605933958447,0.2758869127853476,0.40129658150908937,0.026186657743036773,0.4273464220508868,-0.011355708738332094,-0.29480580166331366,-0.020738358528125115,0.19916719014406603,0.18268708099508002,-0.19518128084720318,0.017588335586345132,-0.17435106040724827,0.01676255825573341,0.08664417895887447,1.0,-0.4117077872477583,0.1757385205203994,-0.2618847960317066,-0.10671927334042053,0.1994841564708226,0.17294742261868376,-0.3047085037534508,-0.01313634222132231,0.12135573352215188,-0.057285631056339284,0.1120477710284314,-0.43518683721276186,0.08561306440995439,-0.25412010250247236,0.14764717968016572,-0.1858859769654451,-0.31132773862033997,0.09789901866529573,-0.43943761296161743,-0.31176211206620075,-0.29534279307419675,-0.266204881352809,0.14751527754615754,0.38048432806761356,0.13146891002574554,-0.4603868147438754,-0.2682029955897791,0.19880369095613767,-0.375136679569752,-0.16317238876336246,-0.1266592039603009,-0.1102196846068952,-0.09033826793751709,0.21457839623556565,0.21338948874444558,-0.12472561410220168,-0.30547430426320216,-0.38156595540598237,-0.056990301085702355,0.32481061607678213,-0.1343645543007136,-0.26359185933408846,-0.14673284988903917,-0.05198145701126191,0.3388224801871888,-0.519060390772421,0.1519449924720328,0.0644127203120876,0.14649329843782638
Thal_VPL_L,0.7898789126203061,0.29142139848759546,0.05508765931622157,0.5544603815348359,-0.1935983023396135,0.18883240926439646,0.6900793079770138,0.10106408876934536,0.2049397969842401,-0.0020306887290323914,0.23472811794739304,0.47715477976131526,0.5476868590298993,0.2443887228071997,0.3118134531122083,-0.4117077872477583,1.0,0.4128235516422509,0.10188464058656689,0.2254098531450009,0.12654080558063094,0.23473864484544882,0.5411523134246689,-0.005171849478816224,-0.03624579604721741,0.3024417208642293,0.21908213733683984,0.5304333860491567,0.112553992451419,0.49937990663067416,0.2771447647253734,-0.05226936846259999,0.31669562927902334,0.17009156440983816,0.6125465324581253,0.5930984393387065,0.62847476406483,0.6842568073688461,0.2157591001803282,-0.18691062999729585,0.16685807776756525,0.503539144411045,0.759089003020851,0.17282186021324372,0.22833332221690825,0.4660831215039298,0.3426659762354568,0.13326724169452703,-0.014192610457811937,0.050987792193203325,0.14140254799954785,0.2492334250982675,0.5575759032135249,0.27162461295206025,0.29251713594347306,-0.03287532428588761,0.34154053700905085,-0.04109654083804191,0.5181404710491816,0.3162335053851018,-0.03339078790881453,0.6648408906277461,0.2739215240351138,0.13943673838894502,0.06399339150986229
Vermis_4_5,0.5299773930037687,0.5600818914436039,0.4659033560535664,0.9136581181706543,-0.09479919416553295,0.036032756987816265,0.41469531369776397,-0.13034142344089883,0.8843599302689523,0.29331354863145853,-0.4210464775370766,0.8174337465320898,0.10344032004615046,0.5835462384466106,0.8364196148920724,0.1757385205203994,0.4128235516422509,1.0,-0.621310596851347,-0.16729533303973326,0.14901101506403805,0.8155247967029621,-0.0682628647319587,-0.14044476923505925,0.2806926542719461,-0.047595198460479916,0.3700628835890197,0.04510109992810771,0.4818254924461038,-0.15289556924800762,0.785446546783179,-0.5388154115114351,0.0005613875701623606,0.6438416919713462,-0.11912591691099839,0.29396651100000204,0.11752201706887495,0.13130089906353584,0.6964939429877524,0.1847238505003559,0.7249408476744627,-0.2382283560541173,0.33665302933082886,0.4237666316204312,-0.5829506059334717,-0.13503305079351147,-0.2748158123117578,-0.053088812213421294,-0.5778376525284162,-0.12377827156561101,0.6382421904467245,-0.0354616232637662,-0.015611703860351692,-0.36410815364092075,-0.255984465656281,0.2852262403633804,-0.2238873654037212,-0.6580242431180235,0.7354260019896666,-0.21226421595573072,-0.08460054658401044,-0.16703306883393937,0.6935022516100684,0.48318170331799654,0.3956534173041462
Thal_LGN_R,-0.22549419044708302,-0.15094273485385287,0.04464635868811414,-0.44115403228755695,0.41612673684437507,0.2604687798136014,0.0893842515147273,0.46325723672188873,-0.7494844268353429,-0.24715428938321898,0.8527144041581619,-0.5518812916384352,0.3904512992983879,-0.6590014562450196,-0.8258683587390725,-0.2618847960317066,0.10188464058656689,-0.621310596851347,1.0,0.49112307854753967,0.15957335698200636,-0.7760103809816435,0.7142143180161868,0.28874716320511884,-0.17625245918892815,0.3016363943416838,-0.17818076755093595,0.06154997232747672,-0.5232925156154117,0.7380203792335335,-0.7868162415489974,0.8322290997272154,0.21711107921472492,-0.3620411208565927,0.45818454841134787,0.2950162148830224,0.5667927372528415,0.5647763770196318,-0.5789212699271739,-0.10388320850529077,-0.5032867124409912,0.7076252404649535,0.33951484229229906,-0.10997762661126946,0.9281778612154775,0.7269301390532907,0.6636266020274245,0.45935498869747604,0.8756009868184641,0.6800819901118009,-0.6175612561836077,0.5634084982526841,0.6397708982709657,0.7655799042085962,0.8254120943140654,-0.2264651375003583,0.8281510213397142,0.8330322632163912,-0.6065177248008754,0.7675525306876784,0.4732884516637062,0.6893843191748802,-0.739296408034012,-0.6370401171522299,-0.5410839839359386
Temporal_Pole_Sup_L,-0.02261569850719128,0.25564310188309963,0.20450436569232655,-0.0577182351323202,0.4294291536350552,0.27317687411998187,0.11214046052246263,0.30616067963936977,-0.23882194322527228,0.21675439295200857,0.4645423983679163,-0.23364402024767003,0.3491948346243436,-0.3443033426898555,-0.30927475216379646,-0.10671927334042053,0.2254098531450009,-0.16729533303973326,0.49112307854753967,1.0,0.4608061602992658,-0.26091813508089173,0.39148557868519357,0.19349235476724072,-0.01547197380187345,0.0177869709805588,-0.03793292469579829,-0.1506207690524702,-0.08180195237947616,0.5130613665856826,-0.2742392451057794,0.4125910882712819,0.14762163229012282,-0.10764901740536093,0.5080238765855384,0.19335801882014794,0.302385791036956,0.44426858177382106,-0.1674390519854699,0.04022459896311823,-0.15582833096322568,0.29663448820380545,0.15859274879505414,0.018151286111052996,0.4812428455249717,0.5422746541536101,0.6126048876692124,0.3295156803015196,0.6605223716061727,0.378278450963944,-0.19106470775273632,0.4058804459136884,0.32580279803112333,0.46812959727812326,0.5089860862020053,-0.15014453706202222,0.47079599625936697,0.47401257799997026,-0.1529446265867949,0.524932474073058,0.3310555041128013,0.5018477650173688,-0.25288994986599467,-0.28879228358653547,-0.3372672645170939
