,SupraMarginal_L,Putamen_R,SupraMarginal_R,Lingual_R,Frontal_Inf_Orb_2_R,ACC_sub_R,Parietal_Inf_L,Raphe_D,Occipital_Sup_L,Temporal_Pole_Sup_R,ParaHippocampal_R,Cuneus_L,Caudate_R,Amygdala_R,Vermis_6,OFClat_R,Thal_VPL_L,Vermis_4_5,Thal_LGN_R,Temporal_Pole_Sup_L,ACC_pre_L,Cerebellum_7b_R,Paracentral_Lobule_R,Cerebellum_10_R,Cerebellum_Crus1_R,Thal_PuL_L,Temporal_Sup_R,Vermis_8,Frontal_Med_Orb_R,Frontal_Inf_Tri_L,Vermis_10,Fusiform_L,Temporal_Inf_L,Cerebellum_7b_L,Heschl_L,Precuneus_L,Paracentral_Lobule_L,Cingulate_Mid_L,Angular_R,Vermis_9,Cerebellum_Crus2_L,Cerebellum_3_L,Cingulate_Post_R,OFClat_L,ParaHippocampal_L,Frontal_Sup_2_R,Thal_VA_R,Parietal_Sup_L,Red_N_R,Frontal_Inf_Tri_R,Occipital_Sup_R,Fusiform_R,ACC_sup_L,VTA_R,Frontal_Mid_2_L,Occipital_Mid_R,Frontal_Mid_2_R,OFCant_R,Calcarine_L,Thal_VA_L,ACC_sup_R,Hippocampus_L,Cerebellum_9_L,Temporal_Mid_R,Temporal_Inf_R
SupraMarginal_L,1.0,0.04722990272467919,-0.05039783202271439,0.6139401689647435,-0.42123653678648587,0.051284728902875706,0.80814694623785,-0.17608663793113727,0.42127415466492135,0.01285071499264508,-0.07347034886424388,0.5898279776855908,0.285678242124306,0.46471625530056715,0.5051826514126339,-0.3890605933958447,0.7898789126203061,0.5299773930037687,-0.22549419044708302,-0.02261569850719128,-0.07197005382281302,0.36377847385469425,0.2898787918303875,0.04231248950334645,0.004013819611453911,0.2457105137629937,0.06522933041719917,0.6055728693433057,0.1488734612190593,0.22674519639839008,0.3771354553585313,-0.167098807450982,0.24458273089723143,0.3185710652043487,0.3351268431042178,0.5662239762064937,0.41612319342664006,0.4329888650671949,0.2563617829868587,-0.11482833327684874,0.21335553910156746,0.28961905928888876,0.6020344947856046,0.04418741141535297,-0.05384843844888831,0.22521555898416493,-0.04567879369259242,0.16165410387362528,-0.35915840194169685,-0.3085684273018057,0.13079666022787234,-0.1129184663106741,0.34710265956925973,0.10031100570354112,0.016742573513717225,-0.03476895476275447,0.06428997069273562,-0.1861294103089365,0.5796116463916837,-0.036012385160227124,-0.3608379962735038,0.4224991349347891,0.46017165034263313,0.3030599492460085,0.36380705367755495
Putamen_R,0.04722990272467919,1.0,0.5102744841248162,0.5153766125075689,0.5144395241801482,0.247213236460345,0.05111692961202327,0.2846064319325982,0.4611597841192468,0.17849822139537652,0.05686668390559465,0.382518905027638,0.3011676105880344,0.18984448235458645,0.41810862636596174,0.2758869127853476,0.29142139848759546,0.5600818914436039,-0.15094273485385287,0.25564310188309963,0.3428425512423708,0.46978003566131565,0.04173891480397269,0.004043449543792534,0.06230931495962355,-0.12715455485876023,0.6664776551610672,-0.2384407808323222,0.3265790530387814,0.02946488085772951,0.529894636978158,-0.29145355452327176,0.04215431820856289,0.2898434637897038,0.08628753306536666,0.06273089153005974,0.13125770059523825,0.25022583589324754,0.5460192017256685,0.10723381639799066,0.4731252500974309,-0.15282821546855987,0.23177608965092084,0.39896148242694474,-0.23283692201622605,0.12604823899699194,0.3547582747133976,-0.10976739062723827,0.09483859773385817,0.340529743657394,0.45797530401300474,0.2686813796199434,0.05076260885998551,-0.1530117736785779,0.045503409907578264,0.18454315753746772,0.05872363980590718,-0.30701704767765337,0.4696605291006811,0.22384382936650185,0.4307853060266342,0.06427189195089242,0.3840441631431129,0.33998693812117203,0.11722842371347048
SupraMarginal_R,-0.05039783202271439,0.5102744841248162,1.0,0.4173901870094458,0.5217888805844445,0.2754704550993533,0.29089097417824716,0.2617296025788155,0.42901017359982385,0.25430761404150576,0.15057115197014467,0.24057363406965052,0.3034252828947279,-0.1099496718524339,0.04804753531749193,0.40129658150908937,0.05508765931622157,0.4659033560535664,0.04464635868811414,0.20450436569232655,0.4030975868912823,0.22567828578315402,0.309752475422003,0.16540438035799973,0.35516746865577725,0.10249947029904548,0.2434659275544871,-0.376297772034055,0.1322951506417898,0.23359463392386529,0.08346048027896294,0.12691693318498978,-0.023702684392476123,0.41236221041339843,-0.091021921292899,0.3527027125724152,0.37258730493507036,0.3957679681089469,0.3255174039053105,0.43017202068441984,0.4019154430130079,0.0539011585368348,0.36723211251050836,0.5422818908794045,-0.0048700068604603285,0.32870465951947225,0.09196462747860358,0.4797274517742143,0.14294671774719198,0.5848676568964182,0.21379272654505482,0.41541149103043074,0.3189101548600319,0.14385204744331673,0.3831479453552001,0.2448011383715638,0.3561329064638196,0.03747025043042177,0.011829416316267426,0.275397865384784,0.5003250876745964,-0.029812104390477667,0.0050569295179100195,-0.08547543859881142,-0.06811078220694368
Lingual_R,0.6139401689647435,0.5153766125075689,0.4173901870094458,1.0,-0.12873915125832855,0.018606229475316132,0.5228856308058507,-0.09413527964792252,0.7670857898159799,0.22015515011985223,-0.22021826869281597,0.768854182890452,0.1889932469717843,0.4722496266616635,0.7420272379388694,0.026186657743036773,0.5544603815348359,0.9136581181706543,-0.44115403228755695,-0.0577182351323202,0.09134861639474669,0.704601351506865,0.12780097659265086,-0.10126226147718694,0.33210764925035124,0.05553675834432063,0.3151753536856742,0.127541669037807,0.43164509456347183,0.03735088213537527,0.662935108793025,-0.35488501306458686,0.1045357194105877,0.6291004408359204,0.0666880964555053,0.4543261894214778,0.3020943525183842,0.30268249275513837,0.6056551826454156,0.04330334791645006,0.6718765901635169,-0.08716151070114406,0.45651471269190624,0.2825258833385201,-0.36957477679469863,0.00852742373893736,-0.14125893839039433,0.06894341719246426,-0.43491719793986694,-0.07601842108816566,0.5234015398916347,0.16256675647950145,0.13637004875919903,-0.232115443629882,-0.10080208445294331,0.19034102796086858,-0.07625843792463806,-0.5164543335121572,0.7382361110615419,-0.06920932361912178,-0.08887820925872966,0.07059084636420873,0.508010542149019,0.3411151814302507,0.2663769872747478
Frontal_Inf_Orb_2_R,-0.42123653678648587,0.5144395241801482,0.5217888805844445,-0.12873915125832855,1.0,0.38436476043645934,-0.09362391612901859,0.34814286470382516,-0.12279194842977138,0.08626699692311304,0.4757011516549818,-0.25873315450532647,0.23614831590567473,-0.3362050092366166,-0.37047255093201725,0.4273464220508868,-0.1935983023396135,-0.09479919416553295,0.41612673684437507,0.4294291536350552,0.4072553948421903,-0.2794490412879416,0.24951899462571323,0.17458549956689245,-0.18630014933388314,0.04336036096761148,0.2541018579651806,-0.4042013999856664,-0.20157501880125542,0.3078323920555894,-0.2795715134034711,0.38409043437219537,0.003186903818007464,-0.040561027131392334,-0.07833609499728306,0.03783610427994498,0.1703411538465828,0.270548789017086,-0.16444781837424507,0.22539020179696173,-0.1285292017808415,0.08732573151851773,0.06736590867624484,0.23001402402518284,0.26596383845711685,0.4954613103167746,0.48800287304661155,0.31327764229903504,0.6508095626736493,0.7314095953144896,-0.1606061058359979,0.2918166998201968,0.1870658907232412,0.27493224623837414,0.5226679349872976,0.024888621999835697,0.5045466841881749,0.37238376957747443,-0.4174100291486979,0.4965644945305982,0.7819888964096215,0.1367012486853398,-0.23288329007863326,-0.21898161423794207,-0.20752777258258137
ACC_sub_R,0.051284728902875706,0.247213236460345,0.2754704550993533,0.018606229475316132,0.38436476043645934,1.0,0.2013649864542518,0.3942843384347529,-0.05232806237477245,0.0545219369756199,0.3139921492641348,0.08078580871083105,0.1121336491188289,-0.0949127542560154,-0.13681169285669134,-0.011355708738332094,0.18883240926439646,0.036032756987816265,0.2604687798136014,0.27317687411998187,0.16937638949943967,-0.10501799259375358,0.35469429800825214,0.3157683991916866,-0.06785613350478309,-0.03272891355247551,0.1458299728448147,0.016474282553770855,-0.17224841686248665,0.35246988556447967,-0.10293004585390693,0.20663957109571332,0.20451794083959488,-0.00038609399328627827,0.20815055405884095,0.24078860315021008,0.3261091219769935,0.31942529767657735,-0.036119556668650854,0.03177423592549092,-0.03543334235771489,0.23756102698726508,0.27931621664403683,0.32094402868575117,0.29441023962086765,0.4186642409662745,0.3121241600335586,0.20773466297788193,0.3360828896534934,0.3529556785698104,-0.1200153581898135,0.21305864358007537,0.19959454180317437,0.3036306889214258,0.37952623487423237,0.06697684313510888,0.39568136537503784,0.3001375919569704,-0.0387733175083592,0.3770364691131659,0.36547735527867403,0.3087766073608401,0.03631677776616196,-0.09779291674169267,0.05003345469418027
Parietal_Inf_L,0.80814694623785,0.05111692961202327,0.29089097417824716,0.5228856308058507,-0.09362391612901859,0.2013649864542518,1.0,-0.032761787814716566,0.313606611028827,-0.01606947205567072,0.25902345825405276,0.4826948812224997,0.43275609193589243,0.19821664311791998,0.1610794350189224,-0.29480580166331366,0.6900793079770138,0.41469531369776397,0.0893842515147273,0.11214046052246263,0.011754690682932436,0.10300842075967086,0.6294089435288512,0.15857553779511918,0.08872965600150731,0.34438555119093933,-0.017536629433003232,0.4725664369925402,0.02015949893408915,0.49367110380773566,0.008629990946634315,0.2444547446493401,0.3616383887293423,0.3502325644811726,0.22467898848295345,0.8194177980921025,0.6848906898315985,0.6887766766840601,0.07548457619929498,0.09868548689893943,0.11912725783288887,0.5550437339396767,0.7510183298622958,0.18936117405799396,0.2537865669005108,0.5573080385469726,0.08066158753055123,0.640575198100631,-0.07278393834221553,0.0701419946912909,-0.08067769113746132,0.1988408499225063,0.5835860644441604,0.4370201807750244,0.396717957437542,-0.03938007351821833,0.46034150321754186,0.16563407126281837,0.24512050515165704,0.21047629391703793,-0.09455910984258485,0.5242071840292845,0.10500045945378289,-0.03714384636295506,0.16707818013718148
Raphe_D,-0.17608663793113727,0.2846064319325982,0.2617296025788155,-0.09413527964792252,0.34814286470382516,0.3942843384347529,-0.032761787814716566,1.0,-0.2326737747651885,-0.27624946692234104,0.38566124784486383,-0.10723877555197854,0.17543474038535017,-0.2613366859882567,-0.28985511247649914,-0.020738358528125115,0.10106408876934536,-0.13034142344089883,0.46325723672188873,0.30616067963936977,0.31011083672225154,-0.1484901452408663,0.3789332653374139,0.3317304784334226,0.15700984917727762,0.11649394847489955,0.24847348333842822,-0.10488436524926123,-0.1554928464731239,0.3737699720862209,-0.18706196155589283,0.2998146432882255,0.010665843153122852,-0.03161317283160747,0.3417651554567223,0.07591013857061453,0.3833825126668433,0.3453755844940349,0.02675921349348849,0.08000427037833595,0.03728162964107976,0.31989603276625983,0.2634168876946342,0.1429123150733889,0.42143709196197565,0.3652838015501029,0.5617232458216549,0.08859402516545749,0.48802509683820594,0.558014665427745,-0.17777752318501616,0.41432004874250955,0.339784016362706,0.23214151407420716,0.42119127863966827,0.004063631950058571,0.44949989572035576,0.3287256845558737,-0.10877322319232148,0.5334226393775102,0.410702456677733,0.3235972636438192,-0.19152464064860555,-0.13190042869106655,-0.10769815519060906
Occipital_Sup_L,0.42127415466492135,0.4611597841192468,0.42901017359982385,0.7670857898159799,-0.12279194842977138,-0.05232806237477245,0.313606611028827,-0.2326737747651885,1.0,0.2610811422516194,-0.5773262033307566,0.776099266601044,-0.05156215284190768,0.6164714297565184,0.8233419685635797,0.19916719014406603,0.2049397969842401,0.8843599302689523,-0.7494844268353429,-0.23882194322527228,0.041805106322696337,0.8339906498245864,-0.26085955792028526,-0.19259770552801803,0.2905167540584081,-0.13095495872416188,0.3316946841257586,-0.12799563669465164,0.5811569989218813,-0.36973259053778307,0.7732274900061344,-0.6017169397030923,-0.1220125178851463,0.6175655692476253,-0.3061009789356098,0.18806823636454534,-0.09320095935684133,-0.09236080562592197,0.7387344902663918,0.19083962161444326,0.7009563931758169,-0.42559672611211724,0.1093523641967355,0.3344409374531743,-0.7047919379617908,-0.3056802330422825,-0.42456790573934033,-0.0180514649410819,-0.6438624490811898,-0.29873770866871163,0.6724928231302393,-0.18632285596532855,-0.24109860714971754,-0.4675846308801516,-0.4548499217472583,0.2057397538391155,-0.41975875182716293,-0.6669055723308722,0.6981962546397591,-0.4648666882859302,-0.21184472403932328,-0.37565851226136815,0.6674763410432105,0.5254291845583022,0.4434473642564044
Temporal_Pole_Sup_R,0.01285071499264508,0.17849822139537652,0.25430761404150576,0.22015515011985223,0.08626699692311304,0.0545219369756199,-0.01606947205567072,-0.27624946692234104,0.2610811422516194,1.0,-0.19229314367414838,0.10867636890728545,-0.008044783958405908,0.1348022978650002,0.26091012122365037,0.18268708099508002,-0.0020306887290323914,0.29331354863145853,-0.24715428938321898,0.21675439295200857,0.27281830283167524,0.2423729041128032,-0.1508742862283745,-0.1679444528369663,-0.011008124216758628,-0.2863913556661462,-0.04589548342909622,-0.1861388914714691,0.2602211522314693,-0.04957029984375743,0.25225859587740007,-0.22050262676160362,0.04600205711898042,0.0747672500920433,-0.04716025877769727,-0.08633416284028449,-0.19356847097293697,-0.07280952916543418,0.12299041373493869,0.053248217557472007,0.05296471556264512,-0.22284761696329827,-0.12035817876200462,0.1932250250324931,-0.25886402194622554,-0.046972924484202185,-0.06994497243517493,-0.03767851408742844,-0.12731671405420122,-0.040999070758562066,0.21014248641567185,-0.04390607974518915,-0.15283886587838524,-0.06781633324163411,-0.07705196187214251,0.05540701103851896,-0.12571556867114553,-0.19318023976334583,0.1397409883527486,-0.06789713380076084,0.10386653588608365,-0.18843916831800583,0.288952477542726,0.03673547316735473,0.012615668787085303
