,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R
SN_pc_R,1.0,0.3386383901982137,0.09805622855426897,-0.09307940563757218,-0.18874646220809185,-0.027523737996563005,-0.18129420111246158,-0.19485202710073324,-0.09350821326568913,0.07222079692388109,0.33689069687151485,0.3874656723304076,0.25565483171283354,-0.22437429623922298,-0.09894057158839163
Thal_MDl_L,0.3386383901982137,1.0,0.015471285668422164,0.11381589719752268,0.11169138221312297,0.2515683151060178,0.06503507815948849,-0.08195285815724074,-0.24984772127310834,0.1480943969029894,0.27774554236976146,0.38595331552737344,0.4980058183325717,-0.15770279543487753,-0.11036944228266474
OFCpost_R,0.09805622855426897,0.015471285668422164,1.0,0.18302491549676062,0.3304519208341809,0.31893863249062765,0.3814907802784191,0.10817802666811809,0.34737192910187703,0.040202262721965074,-0.2546537419185612,-0.39057506870058695,-0.13032751963048267,0.1784728898534107,0.474621209832623
Temporal_Sup_R,-0.09307940563757218,0.11381589719752268,0.18302491549676062,1.0,0.22563239312069464,0.6334760948648364,0.37443246171421946,0.22092146902767165,0.35666786354844465,-0.10233077552721598,-0.09754632504511834,-0.17818076755093595,-0.025521086000933113,-0.07162884283348807,0.1792353314443416
OFClat_L,-0.18874646220809185,0.11169138221312297,0.3304519208341809,0.22563239312069464,1.0,0.10134643480030726,0.3015888454163944,0.39158916366688856,0.021901892409038767,-0.15513934026341006,-0.04023559297167061,-0.10997762661126946,0.17197130192293264,0.3654772075638469,0.0665512522326115
Heschl_R,-0.027523737996563005,0.2515683151060178,0.31893863249062765,0.6334760948648364,0.10134643480030726,1.0,0.48160739876200215,0.2160761442242917,0.34310345827962413,0.1239639077489377,-0.13921692906131833,-0.30897710930197037,-0.05805775247466907,-0.21172353450454018,0.36456531922751156
Cuneus_L,-0.18129420111246158,0.06503507815948849,0.3814907802784191,0.37443246171421946,0.3015888454163944,0.48160739876200215,1.0,0.24293055771039804,0.4315652362926866,0.13333792261759433,-0.3307685012790793,-0.5518812916384352,0.029582820401412278,-0.01221606813509493,0.6387574225579107
Occipital_Inf_R,-0.19485202710073324,-0.08195285815724074,0.10817802666811809,0.22092146902767165,0.39158916366688856,0.2160761442242917,0.24293055771039804,1.0,0.07024116634074402,-0.05039364047288682,-0.14326264922641088,-0.2917832767759487,-0.06544869325212925,0.0894521351512191,0.14927813771194737
Temporal_Inf_R,-0.09350821326568913,-0.24984772127310834,0.34737192910187703,0.35666786354844465,0.021901892409038767,0.34310345827962413,0.4315652362926866,0.07024116634074402,1.0,0.22080451394665523,-0.30776889005955876,-0.5410839839359386,-0.3681867012387274,0.0021006309284733035,0.49429972254889265
Vermis_8,0.07222079692388109,0.1480943969029894,0.040202262721965074,-0.10233077552721598,-0.15513934026341006,0.1239639077489377,0.13333792261759433,-0.05039364047288682,0.22080451394665523,1.0,0.21974090799375895,0.06154997232747672,0.27330521577197275,-0.2446010881083824,0.21206946221050527
Thal_AV_L,0.33689069687151485,0.27774554236976146,-0.2546537419185612,-0.09754632504511834,-0.04023559297167061,-0.13921692906131833,-0.3307685012790793,-0.14326264922641088,-0.30776889005955876,0.21974090799375895,1.0,0.7603025478788493,0.5978879950932798,-0.17148529947433433,-0.37716678064788983
Thal_LGN_R,0.3874656723304076,0.38595331552737344,-0.39057506870058695,-0.17818076755093595,-0.10997762661126946,-0.30897710930197037,-0.5518812916384352,-0.2917832767759487,-0.5410839839359386,0.06154997232747672,0.7603025478788493,1.0,0.7142143180161868,-0.10388320850529077,-0.6590014562450196
Paracentral_Lobule_R,0.25565483171283354,0.4980058183325717,-0.13032751963048267,-0.025521086000933113,0.17197130192293264,-0.05805775247466907,0.029582820401412278,-0.06544869325212925,-0.3681867012387274,0.27330521577197275,0.5978879950932798,0.7142143180161868,1.0,0.021262144601803847,-0.3650349986662774
Vermis_9,-0.22437429623922298,-0.15770279543487753,0.1784728898534107,-0.07162884283348807,0.3654772075638469,-0.21172353450454018,-0.01221606813509493,0.0894521351512191,0.0021006309284733035,-0.2446010881083824,-0.17148529947433433,-0.10388320850529077,0.021262144601803847,1.0,0.0037066802003012616
Amygdala_R,-0.09894057158839163,-0.11036944228266474,0.474621209832623,0.1792353314443416,0.0665512522326115,0.36456531922751156,0.6387574225579107,0.14927813771194737,0.49429972254889265,0.21206946221050527,-0.37716678064788983,-0.6590014562450196,-0.3650349986662774,0.0037066802003012616,1.0
