,Occipital_Sup_R,ParaHippocampal_L,SN_pc_R,Lingual_L,Parietal_Inf_L,Vermis_9,Amygdala_R,Frontal_Inf_Oper_R,Cingulate_Post_R,N_Acc_L,Raphe_M,Cerebellum_9_R,Temporal_Pole_Sup_L,Parietal_Sup_R,Frontal_Med_Orb_R,Thal_PuI_L,Thal_MGN_R,Vermis_3,Amygdala_L,Temporal_Inf_R,VTA_R,Vermis_10,Thal_VA_R,Thal_PuA_L,Fusiform_L,Thal_MDl_L,Cuneus_L,SupraMarginal_R,Thal_PuI_R,Rolandic_Oper_R,Heschl_L,Thal_VPL_L,Cuneus_R,Cerebellum_3_L,Vermis_1_2,Precuneus_R,Frontal_Inf_Tri_R,ACC_pre_L,Cerebellum_9_L,Pallidum_R
Raphe_M,0.438286362543802,-0.4548758610617264,-0.32772750987109134,0.3434169258858442,-0.036795004056074714,0.2623079875748974,0.27723942057926165,0.5993952648214157,0.13929135635983475,-0.36003909573664683,1.0,0.3964024986411298,-0.23464068070121616,-0.18819533882191739,0.26494425329552884,-0.08557442474596155,-0.34302131579807166,-0.07342226558641178,-0.009152993023235868,0.36203112073932636,-0.4246473781977114,0.5713352788917714,-0.18190401696013625,0.005272820677939652,-0.4571628250150599,-0.14368655363603022,0.40603336292412207,0.3492170210913791,-0.2907824030620058,0.3649483031420923,-0.06134534754935713,0.10459100256960646,0.49637778757720924,-0.25941954386770416,-0.19648266179649393,-0.01508402808956295,0.06513496105547666,0.25412747256306795,0.46265757331039825,0.28524186431038384
Cerebellum_9_R,0.013191474063201102,-0.21575516236491377,0.08541474316134043,0.3193939401089606,0.2048442131276783,-0.03841630280987495,0.2583645936949138,0.3276792787808622,0.1314589254980694,-0.42325495121357026,0.3964024986411298,1.0,-0.03535599820897343,-0.12592924183134882,0.033738912194950836,0.16238316054820115,-0.24702581805240445,0.08252462816162828,0.0339063466667429,0.5283886847140208,-0.0692934196009237,0.37866997791974644,-0.02885070342248826,0.0938174858826218,-0.1154455301395161,-0.15387177669441024,0.2413080230251076,0.22951112839628834,-0.06886003368322019,0.1524510494787473,0.016694852454165177,0.16778421049336198,0.26245548912815403,-0.10435712936900182,0.027841649356349425,0.07904418672013148,0.011287906896046699,0.05104559795510724,0.47716967760025164,0.21828292799495513
Temporal_Pole_Sup_L,-0.19106470775273632,0.4812428455249717,0.34337244758122637,-0.010603851002974181,0.11214046052246263,0.04022459896311823,-0.3443033426898555,-0.07899787903798594,0.15859274879505414,0.3820475568074503,-0.23464068070121616,-0.03535599820897343,1.0,0.26653375379371924,-0.08180195237947616,0.25683718022377205,0.45302010663094094,0.3461592235227267,0.015508523645221487,-0.3372672645170939,0.46812959727812326,-0.2742392451057794,0.6126048876692124,0.40937940054202887,0.4125910882712819,0.3498724170875646,-0.23364402024767003,0.20450436569232655,0.2911147589365569,0.18015228342936893,0.5080238765855384,0.2254098531450009,-0.1291598234121381,0.29663448820380545,0.3483750751781956,0.254363838476704,0.378278450963944,0.4608061602992658,-0.25288994986599467,0.2388231124817134
Parietal_Sup_R,-0.24112382309380104,0.3870129703473186,0.10578755783081209,-0.2227986554405633,0.3843602077085491,0.42252061773614485,-0.3654207624217406,-0.11561787353164676,0.24308482531581724,0.2575872480029753,-0.18819533882191739,-0.12592924183134882,0.26653375379371924,1.0,-0.12382807626354699,-0.035373609255767116,0.2381500221202415,0.39406854505209366,0.15081004896780148,-0.2930052271834371,0.49165992032690864,-0.5184470662679831,0.03712563491134749,-0.008898371812721588,0.6198956939207959,-0.0004387444536251668,-0.1126824789927306,0.6555573601093608,0.46755464998980956,-0.16842142031339238,-0.15132561890173982,-0.134633742860357,0.027133321808473256,0.3036094026082886,0.41834645542592536,0.6701053884354362,0.4820458831704071,0.1731131954366417,-0.4903782953851725,-0.3599905239371016
Frontal_Med_Orb_R,0.5467104053034101,-0.4992953705348858,-0.18505238676527114,0.5215732325620358,0.02015949893408915,-0.033575333577608946,0.3753458864216304,0.4024169570498923,-0.06643603367259014,-0.18675862892704007,0.26494425329552884,0.033738912194950836,-0.08180195237947616,-0.12382807626354699,1.0,-0.09170842559073833,-0.47240498142870085,-0.21263067512003578,-0.23008546528141527,0.1944846167462544,-0.36161511989142897,0.5572636684448562,-0.23028529702485387,0.06320944290457377,-0.5339361599845523,-0.09605497345330309,0.4802869990183053,0.1322951506417898,-0.4269447748379793,0.29688022182182516,-0.14295742993438268,0.112553992451419,0.5735411627415646,-0.30285103751264086,-0.43085855533700124,0.03497637799078509,-0.3101991860345989,-0.11936475698657019,0.38759289195331,0.35521755337536765
Thal_PuI_L,-0.22149896026821758,0.5516738013443393,0.1980396010048687,0.19168660241794233,0.5307150061950953,-0.2431213940658779,-0.07233790803816181,0.15209122084803345,0.6695328875620287,-0.1066402770943835,-0.08557442474596155,0.16238316054820115,0.25683718022377205,-0.035373609255767116,-0.09170842559073833,1.0,0.38199244154689777,0.6008841259037695,0.09219498564974171,-0.05629769519903842,0.48737306672047515,-0.09816744428066504,0.5082320504667152,0.7075645758658144,0.3016249539498763,0.39294230210469944,0.14786731210839513,0.003911698281013097,0.5305537498935626,0.2965088586488371,0.6391375080313273,0.7202373027746418,-0.1308134523662178,0.6744966828945471,0.5874233041845224,0.43630475226503107,0.2337610952900636,0.01041006311288638,-0.11533385562965195,0.08833743688193008
Thal_MGN_R,-0.565514842460795,0.8534675375460754,0.28764558253493394,-0.5315912677323427,0.01167609707699475,-0.04020361774067117,-0.574097167932256,-0.4117572161687167,0.23681799140672302,0.3117554016321818,-0.34302131579807166,-0.24702581805240445,0.45302010663094094,0.2381500221202415,-0.47240498142870085,0.38199244154689777,1.0,0.5100244620817646,0.25598899342438153,-0.48324472877697866,0.6897870457516623,-0.7378898712101342,0.6490734395266324,0.3614323570125864,0.7396820149428776,0.29231423359027314,-0.5319144499258281,-0.05302485667012278,0.5507172517958048,0.062021030663197724,0.41508358919098637,0.03854227490439013,-0.6644259442034397,0.6624084085713747,0.6638588395930639,0.11839333886720659,0.5592267914710641,0.11943043709461917,-0.6687876631910832,-0.19093955098212623
Vermis_3,-0.21398781507792075,0.6364848835048365,0.21379731227238058,-0.008401891313499827,0.4643610418797985,0.1273102877874051,-0.3379042587271313,0.24057187595058757,0.7131145460616275,0.13877819049980333,-0.07342226558641178,0.08252462816162828,0.3461592235227267,0.39406854505209366,-0.21263067512003578,0.6008841259037695,0.5100244620817646,1.0,0.08539149249314641,-0.29160215339577666,0.6222204661648137,-0.3381491705096993,0.5405622331222627,0.5944973979209978,0.49318924498824196,0.38280048258177407,-0.01618841432688734,0.4376328919328785,0.6874255382044385,0.2282065340406775,0.39071496453643406,0.43991389825967503,-0.16944375890039245,0.7750055485970807,0.8147228115948866,0.5593669567927491,0.7327034704180748,0.3003875672886467,-0.2683211810605098,-0.06511785114820416
Amygdala_L,-0.27411013254343236,0.2466134792536624,0.1323240980221824,-0.20759738644460587,0.10821681049804706,-0.03277834975866404,-0.058084893796514485,-0.16893382804979015,0.10871816013649531,0.13979112301635216,-0.009152993023235868,0.0339063466667429,0.015508523645221487,0.15081004896780148,-0.23008546528141527,0.09219498564974171,0.25598899342438153,0.08539149249314641,1.0,-0.004396190192766383,0.25747507806014336,-0.19650673691233866,0.1302436213884942,-0.04144809993113363,0.2505278049649589,0.05357803749233334,-0.19858231186499622,0.04461155579646968,0.07457694913519862,-0.023276461922992087,-0.008141755214217374,-0.002496997882915959,-0.1771333420727678,0.21205435710517465,0.18048357079247326,0.08636385614924297,0.12071561118693112,-0.017202483366509428,-0.2171338065700268,-0.220423877143377
Temporal_Inf_R,0.15821377000762724,-0.5047594913374155,-0.09350821326568913,0.4016265746619626,0.16707818013718148,0.0021006309284733035,0.49429972254889265,0.21564072942116946,-0.10460604044203387,-0.49488915017733776,0.36203112073932636,0.5283886847140208,-0.3372672645170939,-0.2930052271834371,0.1944846167462544,-0.05629769519903842,-0.48324472877697866,-0.29160215339577666,-0.004396190192766383,1.0,-0.427565164859389,0.5277316263187467,-0.3010837224135513,-0.12480449472417199,-0.4186640843880825,-0.24984772127310834,0.4315652362926866,-0.06811078220694368,-0.4131315714128223,0.08716435865742643,-0.24359785898814199,0.06399339150986229,0.368834632688416,-0.3548292280726762,-0.3833399847578061,-0.07078376412532311,-0.42963252532333174,-0.1872594964661198,0.6131364316417351,0.11580537570225667
VTA_R,-0.5274885269355253,0.8228874337326806,0.42593939136109726,-0.3560724181975461,0.4370201807750244,0.01747956666234578,-0.41494128122422835,-0.284339962037842,0.45531242887852963,0.3493275405608564,-0.4246473781977114,-0.0692934196009237,0.46812959727812326,0.49165992032690864,-0.36161511989142897,0.48737306672047515,0.6897870457516623,0.6222204661648137,0.25747507806014336,-0.427565164859389,1.0,-0.6510020769628537,0.5365430197094124,0.3078592156401561,0.771374842481427,0.29500622728782117,-0.3647813038114581,0.14385204744331673,0.6008281647282306,-0.09982653626347161,0.37807459899773077,0.27162461295206025,-0.4905434431385298,0.7888015578415591,0.720186801950978,0.4541544370850833,0.4864194526897677,0.1679962154273156,-0.5331102779417791,-0.2144628802858226
Vermis_10,0.7104159839118057,-0.7911334705447038,-0.2002754918224023,0.8021924988295591,0.008629990946634315,-0.09702035539215717,0.6864413971697131,0.710545118973311,-0.02833279247806494,-0.4013028336442671,0.5713352788917714,0.37866997791974644,-0.2742392451057794,-0.5184470662679831,0.5572636684448562,-0.09816744428066504,-0.7378898712101342,-0.3381491705096993,-0.19650673691233866,0.5277316263187467,-0.6510020769628537,1.0,-0.2830592761079696,-0.0014528758468081043,-0.8701847839386758,-0.06825333836158748,0.692032017101749,0.08346048027896294,-0.6194156862403586,0.4310735717169434,-0.1317757471692199,0.2771447647253734,0.777671775288688,-0.5377961189426994,-0.6256322345154016,-0.10589911060573645,-0.42684889363191053,-0.010883592687868177,0.8530757686394161,0.6065642859874311
Thal_VA_R,-0.2425948951588829,0.6340828345211026,0.4104753963040546,-0.05756947320432552,0.08066158753055123,-0.11914727197617254,-0.3436988671422876,0.06253581505995413,0.3555047807155439,0.32801927294413136,-0.18190401696013625,-0.02885070342248826,0.6126048876692124,0.03712563491134749,-0.23028529702485387,0.5082320504667152,0.6490734395266324,0.5405622331222627,0.1302436213884942,-0.3010837224135513,0.5365430197094124,-0.2830592761079696,1.0,0.6059310251987997,0.4107784983542661,0.4942291504650713,-0.27844506445870804,0.09196462747860358,0.36507976877373727,0.4222366003679201,0.5662563193368989,0.3426659762354568,-0.26838369114787225,0.5098036902985776,0.5355153426820272,0.16124626306476586,0.5914687898257155,0.297885199561053,-0.28056605471714247,0.36491976025625333
Thal_PuA_L,0.003966561865870194,0.4503331817712055,0.22582326878133432,0.3292323122248682,0.3031237799221132,-0.23079186059465842,-0.102291234384219,0.28735591554879647,0.5045667323327567,-0.041899738969051456,0.005272820677939652,0.0938174858826218,0.40937940054202887,-0.008898371812721588,0.06320944290457377,0.7075645758658144,0.3614323570125864,0.5944973979209978,-0.04144809993113363,-0.12480449472417199,0.3078592156401561,-0.0014528758468081043,0.6059310251987997,1.0,0.18761587216918105,0.48217003150640736,0.21295802814052825,0.14178637895019033,0.36014256426075497,0.4706884389027533,0.6354601139543741,0.5820605658504509,0.0704809564586051,0.4720276552710818,0.4801142811623791,0.38685493674809035,0.3451828146471874,0.05028090214606709,-0.07961588063809076,0.3328655556903744
Fusiform_L,-0.6975281738163671,0.8532911522527431,0.32520109653855056,-0.5313307973731414,0.2444547446493401,0.1010845394387847,-0.6217701786887304,-0.500519456420678,0.2615149118222958,0.31860799154447167,-0.4571628250150599,-0.1154455301395161,0.4125910882712819,0.6198956939207959,-0.5339361599845523,0.3016249539498763,0.7396820149428776,0.49318924498824196,0.2505278049649589,-0.4186640843880825,0.771374842481427,-0.8701847839386758,0.4107784983542661,0.18761587216918105,1.0,0.1639592635994168,-0.5238521683698261,0.12691693318498978,0.7160626463251238,-0.2125196640533789,0.23632600141645135,-0.05226936846259999,-0.5794271449065127,0.6210488997060647,0.7324226236638783,0.394570089228012,0.5523103217531509,0.10312983717570914,-0.7730916268991188,-0.45329992277592934
Thal_MDl_L,0.012974750918662268,0.40987340206129186,0.3386383901982137,0.17870657399107293,0.22652075547722506,-0.15770279543487753,-0.11036944228266474,0.22613585341730766,0.4507973276217238,0.4211533020473038,-0.14368655363603022,-0.15387177669441024,0.3498724170875646,-0.0004387444536251668,-0.09605497345330309,0.39294230210469944,0.29231423359027314,0.38280048258177407,0.05357803749233334,-0.24984772127310834,0.29500622728782117,-0.06825333836158748,0.4942291504650713,0.48217003150640736,0.1639592635994168,1.0,0.06503507815948849,0.03328582106483329,0.2680900640927401,0.2883081371377138,0.5156305555148376,0.5210289214894298,-0.017497460860698717,0.3396411023493346,0.3283609048069656,0.2853283993937174,0.3207590286023279,0.14314231218761614,-0.1068911463006564,0.2690951613157014
Cuneus_L,0.5565018436647304,-0.44725154913764753,-0.18129420111246158,0.7853078281061411,0.4826948812224997,-0.01221606813509493,0.6387574225579107,0.6538213884310288,0.3269709596436411,-0.42833973321295826,0.40603336292412207,0.2413080230251076,-0.23364402024767003,-0.1126824789927306,0.4802869990183053,0.14786731210839513,-0.5319144499258281,-0.01618841432688734,-0.19858231186499622,0.4315652362926866,-0.3647813038114581,0.692032017101749,-0.27844506445870804,0.21295802814052825,-0.5238521683698261,0.06503507815948849,1.0,0.24057363406965052,-0.2293093261754648,0.37844716809097134,-0.016430248167202503,0.47715477976131526,0.7322582630178935,-0.14696973386681458,-0.32535820423991935,0.4285600417899648,-0.3019417160306608,-0.09721203010945596,0.6143149917165671,0.36768460574763895
SupraMarginal_R,0.21379272654505482,-0.0048700068604603285,0.016608125545860903,0.25604872586449856,0.29089097417824716,0.43017202068441984,-0.1099496718524339,0.5479186114907078,0.36723211251050836,0.011157662565593108,0.3492170210913791,0.22951112839628834,0.20450436569232655,0.6555573601093608,0.1322951506417898,0.003911698281013097,-0.05302485667012278,0.4376328919328785,0.04461155579646968,-0.06811078220694368,0.14385204744331673,0.08346048027896294,0.09196462747860358,0.14178637895019033,0.12691693318498978,0.03328582106483329,0.24057363406965052,1.0,0.24659339514183887,0.3256291302082073,-0.091021921292899,0.05508765931622157,0.49434427161597483,0.0539011585368348,0.2189104279904551,0.6017068162882492,0.5848676568964182,0.4030975868912823,0.0050569295179100195,0.14296148206074324
Thal_PuI_R,-0.5091915007801445,0.7280899262816802,0.19476675893438206,-0.3159378915679213,0.3727958368351396,0.001508104011564519,-0.549473424098939,-0.11410098392478983,0.5923268154333883,0.16031872999709554,-0.2907824030620058,-0.06886003368322019,0.2911147589365569,0.46755464998980956,-0.4269447748379793,0.5305537498935626,0.5507172517958048,0.6874255382044385,0.07457694913519862,-0.4131315714128223,0.6008281647282306,-0.6194156862403586,0.36507976877373727,0.36014256426075497,0.7160626463251238,0.2680900640927401,-0.2293093261754648,0.24659339514183887,1.0,-0.025238541790893767,0.37285949887755393,0.23521024213197522,-0.4172976798102477,0.6865765686831924,0.797930060873448,0.5215017012635346,0.6307014777116952,0.13170393292129082,-0.5857800304939611,-0.3274688211964089
Rolandic_Oper_R,0.35474843133883327,-0.050092663050738284,0.004086365784185013,0.5767104556524676,0.1050783957493752,-0.0966240614939019,0.11111550791783588,0.6322656256640172,0.35778997086755926,-0.16413604150221084,0.3649483031420923,0.1524510494787473,0.18015228342936893,-0.16842142031339238,0.29688022182182516,0.2965088586488371,0.062021030663197724,0.2282065340406775,-0.023276461922992087,0.08716435865742643,-0.09982653626347161,0.4310735717169434,0.4222366003679201,0.4706884389027533,-0.2125196640533789,0.2883081371377138,0.37844716809097134,0.3256291302082073,-0.025238541790893767,1.0,0.16985805486598,0.3855287102012872,0.46797795179886165,0.017649525323979964,-0.0330053853620704,0.2650177991274835,0.3141685313946752,0.0674889576697526,0.20345208382197946,0.6874333219749159
Heschl_L,-0.10238762295259521,0.5364860205658833,0.2660206734453136,0.0888115317494017,0.22467898848295345,-0.29290029750102003,-0.22878561647699155,0.04252525111045959,0.47537725148910853,0.09281082409024606,-0.06134534754935713,0.016694852454165177,0.5080238765855384,-0.15132561890173982,-0.14295742993438268,0.6391375080313273,0.41508358919098637,0.39071496453643406,-0.008141755214217374,-0.24359785898814199,0.37807459899773077,-0.1317757471692199,0.5662563193368989,0.6354601139543741,0.23632600141645135,0.5156305555148376,-0.016430248167202503,-0.091021921292899,0.37285949887755393,0.16985805486598,1.0,0.6125465324581253,-0.22395640561345348,0.5031803870105249,0.44209854749057975,0.20814208649572702,0.19506961368573564,0.25226689870431385,-0.1149146486111278,0.17182287149538414
Thal_VPL_L,0.14140254799954785,0.22833332221690825,0.17614742829827895,0.5263378531166879,0.6900793079770138,-0.18691062999729585,0.2443887228071997,0.46395081956074297,0.759089003020851,-0.06557813803679012,0.10459100256960646,0.16778421049336198,0.2254098531450009,-0.134633742860357,0.112553992451419,0.7202373027746418,0.03854227490439013,0.43991389825967503,-0.002496997882915959,0.06399339150986229,0.27162461295206025,0.2771447647253734,0.3426659762354568,0.5820605658504509,-0.05226936846259999,0.5210289214894298,0.47715477976131526,0.05508765931622157,0.23521024213197522,0.3855287102012872,0.6125465324581253,1.0,0.21485016429885895,0.503539144411045,0.2955434892467646,0.5212900024770033,0.050987792193203325,0.12654080558063094,0.2739215240351138,0.3422487447820585
Cuneus_R,0.6798555692426773,-0.6149835750999879,-0.16298410552507311,0.8194774657793517,0.1911914634153443,0.1242739947221531,0.5142595494116652,0.7401324691347745,0.0717754269085881,-0.3284874117508988,0.49637778757720924,0.26245548912815403,-0.1291598234121381,0.027133321808473256,0.5735411627415646,-0.1308134523662178,-0.6644259442034397,-0.16944375890039245,-0.1771333420727678,0.368834632688416,-0.4905434431385298,0.777671775288688,-0.26838369114787225,0.0704809564586051,-0.5794271449065127,-0.017497460860698717,0.7322582630178935,0.49434427161597483,-0.4172976798102477,0.46797795179886165,-0.22395640561345348,0.21485016429885895,1.0,-0.46642172346715927,-0.47569091176598255,0.32015381875385035,-0.17224067902813747,0.054380976438752976,0.5939731505139216,0.5297378696732672
Cerebellum_3_L,-0.40615638825883943,0.7922791748193013,0.24482619360557542,-0.22802705654532252,0.5550437339396767,-0.021700299625949406,-0.33573906429029265,-0.10670305093493157,0.6859618032068943,0.15526796871671053,-0.25941954386770416,-0.10435712936900182,0.29663448820380545,0.3036094026082886,-0.30285103751264086,0.6744966828945471,0.6624084085713747,0.7750055485970807,0.21205435710517465,-0.3548292280726762,0.7888015578415591,-0.5377961189426994,0.5098036902985776,0.4720276552710818,0.6210488997060647,0.3396411023493346,-0.14696973386681458,0.0539011585368348,0.6865765686831924,0.017649525323979964,0.5031803870105249,0.503539144411045,-0.46642172346715927,1.0,0.8004073942635982,0.49585774291634255,0.474873787893971,0.08041967739788747,-0.42869330763289515,-0.20261846743833595
Vermis_1_2,-0.4790975513035149,0.8290678944419891,0.32181442294256507,-0.36227693965649166,0.3409741180985092,-0.017326730662410413,-0.5192076470258248,-0.10503658967132186,0.5634729784940661,0.24934636097352464,-0.19648266179649393,0.027841649356349425,0.3483750751781956,0.41834645542592536,-0.43085855533700124,0.5874233041845224,0.6638588395930639,0.8147228115948866,0.18048357079247326,-0.3833399847578061,0.720186801950978,-0.6256322345154016,0.5355153426820272,0.4801142811623791,0.7324226236638783,0.3283609048069656,-0.32535820423991935,0.2189104279904551,0.797930060873448,-0.0330053853620704,0.44209854749057975,0.2955434892467646,-0.47569091176598255,0.8004073942635982,1.0,0.40819108086981765,0.7055940612410079,0.19107508235788748,-0.5246998343741446,-0.26814765701543863
