,Temporal_Sup_R,Cerebellum_6_R,OFCmed_L,Cingulate_Post_L,Temporal_Inf_L,Thal_PuL_L,ACC_sup_L,Cerebellum_10_L,Olfactory_L,Thal_PuL_R,Thal_AV_L,Temporal_Mid_R,Cingulate_Post_R,Temporal_Sup_L,OFCpost_L,SN_pr_L,Cingulate_Mid_R,Thal_PuM_L,Supp_Motor_Area_R,Precentral_L,Parietal_Inf_L,Amygdala_L,ACC_sup_R,Postcentral_R,Thal_MGN_L,N_Acc_R,Cerebellum_3_L,Pallidum_L,Olfactory_R,Precuneus_L,Supp_Motor_Area_L,Thal_VA_R,Thal_Re_L,Insula_R,Cerebellum_7b_R,Thal_VA_L,Cerebellum_Crus2_L,Frontal_Med_Orb_L,OFClat_R,Temporal_Inf_R,Thal_MDl_L,SN_pr_R,Frontal_Sup_2_L,Thal_AV_R,Occipital_Inf_R,Heschl_L,Angular_R,Cuneus_L,OFCant_L,Parietal_Inf_R,Hippocampus_L,Frontal_Mid_2_L,Temporal_Pole_Mid_R,Vermis_10,N_Acc_L,ParaHippocampal_R,OFCmed_R,SN_pc_L,Temporal_Pole_Sup_L,Calcarine_R,ACC_sub_L,Frontal_Sup_Medial_R,Rolandic_Oper_L,Vermis_4_5,OFClat_L,Caudate_R,Frontal_Inf_Orb_2_L,Putamen_L,Temporal_Pole_Mid_L,Red_N_R,Amygdala_R,Thal_PuI_L,Frontal_Inf_Tri_R,Precentral_R,SN_pc_R,Cerebellum_3_R,Vermis_9,Pallidum_R,Cingulate_Mid_L,Vermis_6
Thal_AV_L,-0.09754632504511834,-0.1415099722556782,-0.16700375679990248,0.47815060421967825,0.2523116295841765,0.14624679065692828,0.4922241315544076,0.011289131746442251,0.07978612787338893,0.1432591076932859,1.0,-0.4478586443859932,0.3282960709902725,-0.011995931259846195,0.2057050531953369,0.7083528961586304,0.5861712870429249,0.4142744696466361,0.5720877450299745,0.5846384648380565,0.14362112592066437,0.09891975417174576,0.3818620890025378,0.49178331965165806,0.27256311561325897,-0.3793860377811714,0.6430611523923753,0.427596563392669,-0.1013120993425308,0.2108468885799106,0.6282035647867633,0.6203487373136982,0.26094003385665476,-0.1519030709406198,-0.5584229488430217,0.7067859907562312,-0.4078694584699294,-0.20688080257398894,-0.20878619366133683,-0.30776889005955876,0.27774554236976146,0.311939170151598,0.5944104003856877,0.32113488322423184,-0.14326264922641088,0.436311955149338,-0.44763170736333346,-0.3307685012790793,0.029667831432756767,-0.010535890113949434,0.6309919241058607,0.6740331651775598,0.22374295323603183,-0.5417210583709037,0.18903830559537876,0.6644389197668851,0.06877877158764757,0.6088137487457826,0.3748379691068753,-0.41942278487421175,0.17840084245804025,0.5549388781935444,0.47255529144132696,-0.42725543401745736,-0.04023559297167061,0.20809386796633378,0.5693151300932916,0.11965101870068613,0.2994565999352964,0.6692761928521279,-0.37716678064788983,0.47418233630879913,0.5441548507579336,0.598017674326671,0.33689069687151485,0.7227071307953676,-0.17148529947433433,-0.043967430221440965,0.49199902955113217,-0.567624803093155
Temporal_Mid_R,0.6339093356299268,0.05161254705078082,0.09645227347609107,-0.3014287233942932,-0.156714471392162,-0.12713974844976866,-0.3520960865129404,-0.04273621676395241,-0.1890255362921372,0.20946183333186938,-0.4478586443859932,1.0,-0.0864519364152831,0.24630515671815978,-0.2633400939805751,-0.5415567019569392,-0.3034828622344734,-0.025481366289728788,-0.4271750682566735,-0.27295772677208674,-0.03714384636295506,-0.028863593042109077,-0.25860999566649173,-0.5994780235855002,0.05471934576615417,0.4943840883411526,-0.46398763047073815,-0.20259600310326384,-0.11205946133297028,-0.2279898991726158,-0.3579572079855721,-0.25957064653394457,-0.005872852643384427,0.4185361619979003,0.6536057507644844,-0.37685801422848314,0.32726896882690604,0.32424203029535387,0.0644127203120876,0.6686271438839118,-0.10070753176597455,-0.17864178387272153,-0.3932250179323203,-0.16694396954867638,0.2013807575218745,-0.18775763734681086,0.49622295223926605,0.45260562523155407,0.03508603986943073,-0.1327894213052574,-0.3225772171826646,-0.5596816139379075,0.050715765677623696,0.7668961522210294,-0.3658834561431172,-0.5092436644123353,-0.056396735926770164,-0.4353533220451623,-0.28879228358653547,0.6275454313194838,0.08570820415800534,-0.39836638720098955,-0.24566370590141878,0.48318170331799654,0.10760685868128472,-0.1300837294962424,-0.5100886100035039,0.07983762699353984,-0.21466212537724205,-0.5611661716189617,0.5655146579913359,-0.11294568381120129,-0.4117603986345575,-0.4003450147150806,-0.18450991276495335,-0.6459877596988869,-0.08726839834814684,0.36727017197703316,-0.25835455519597095,0.6740398908544997
Cingulate_Post_R,0.1798839472879119,0.13968687493852505,-0.1094536216864328,0.8959705042356015,0.2905112947085779,0.45663718394048675,0.8383967890442358,0.09980552056795103,0.20689816067804656,0.708782420418394,0.3282960709902725,-0.0864519364152831,1.0,0.4368570590608707,-0.062160475063856184,0.22171233789331746,0.8381601944531317,0.7918474950730784,0.7688514053898944,0.8531870524213607,0.7510183298622958,0.10871816013649531,0.27376382452095505,0.5244290101256637,0.3868249085525542,-0.05951700430257858,0.6859618032068943,0.34970438634585527,-0.15124319176534187,0.7927194979758956,0.8030205653544128,0.3555047807155439,0.11199445977135505,0.20158666237396314,-0.021271824405377136,0.4967467515025898,0.1425937594292958,0.1738723630025905,-0.2682029955897791,-0.10460604044203387,0.4507973276217238,0.24664300412566043,0.6891848499539505,0.48400307497609996,0.10005176734980625,0.47537725148910853,0.07725937784524686,0.3269709596436411,0.17349588333248445,0.2189817480250301,0.6767379245278696,0.6086146356987455,0.2744173004049552,-0.02833279247806494,-0.03000526430957366,0.47210402445460786,0.1487919937083335,0.2818235253267185,0.15859274879505414,0.18814256330865853,0.1480480107421554,0.7160893076029508,0.39594040275152714,0.33665302933082886,0.37178019135954204,0.6855290147451081,0.2846486294438597,0.48421027343897893,0.35644322372015574,0.1692661707595641,-0.05277401708283085,0.6695328875620287,0.46718424461126895,0.8227913274082294,0.10399159935912856,0.4848459288336437,0.08059065029178294,0.06267622236702909,0.8560493960628724,-0.0014644826983556414
Temporal_Sup_L,0.15781103080004488,0.09851731106225106,0.11425281999872558,0.38303685666344495,0.25554428752180847,0.07814327365751823,0.26175632021252027,0.17815125256141587,0.10113939958638636,0.3825775150902207,-0.011995931259846195,0.24630515671815978,0.4368570590608707,1.0,-0.248435100765552,-0.011446720290804313,0.23747386632604486,0.6139068661260153,0.05469005612355152,0.3845944780485576,0.4918758353360779,-0.0815717900079728,-0.30969015411543455,-0.14901774925186118,0.18312682789632256,0.23437597765467347,0.16833810894254664,0.4179321451168221,-0.31801390966075466,0.37226442278436456,0.22214665677013262,0.17024810294634588,0.060523976739361156,0.0936324516625643,0.2655283551984733,0.12598085205764187,0.14343097006760291,0.34337369700785936,-0.44697384279165586,0.2275089671735502,0.3500682575815008,0.16470450551132929,0.2822302981708137,0.4632000597719319,0.0727577449382444,0.6621457945707874,0.2439265523423572,0.46394363538911604,0.1436945079559212,-0.144435183779429,0.5415103346493902,-0.002757897786693593,0.23088053825437563,0.38098884735791294,-0.22683964667228812,0.06734473549769385,0.08250511719076035,0.029697694894320954,0.18794967506861798,0.6135103925011384,0.12972983288901138,0.18200074577422026,0.6418217412740597,0.3369401976324425,-0.11617356774872296,0.2832151720056333,-0.019786497788627865,0.5206848406072032,0.13298120327216345,-0.13246703618987254,0.3067049000571306,0.5914183207296088,-0.31392451655905246,0.16094755564839164,0.13648379585068993,-0.00948396572803931,-0.3528745245796536,0.3395812717588136,0.4149002059763106,0.4092563102255154
OFCpost_L,-0.1299352878580928,-0.06772686098427709,-0.2891347177350335,0.013540815788447813,-0.16677227878617917,0.09179688525458964,0.0413980801772388,-0.052357907057790365,-0.014513007012102865,-0.18919362348722998,0.2057050531953369,-0.2633400939805751,-0.062160475063856184,-0.248435100765552,1.0,0.2656022171229146,0.13952568816459154,-0.09179523985743362,0.0485520394328503,0.026980578931169685,-0.11650075861786556,-0.0673200818873666,0.4168433849409761,0.21094512559185477,-0.008133622277791233,-0.0005497286408363655,-0.018299241950077465,0.11316962307807915,0.41784693014962,-0.10375757993060869,-0.021338116524503476,0.17717813831786208,0.4271689369170921,0.14022363216362832,-0.24340873342824598,0.29702668414545924,-0.23282767206518412,-0.1962957593712787,0.4408420056327412,-0.14706060565034476,-0.01280192197894986,0.31961023430681407,0.2439484652684314,-0.13423961061597392,0.01877884987865903,-0.07750828644270188,-0.277389515348573,-0.2654003607835395,-0.26589287312916077,0.14009531394893715,0.023302510181621452,0.3299066617238025,0.18043618158544236,-0.21315518862931834,0.24310454658282882,0.23954082082097458,-0.04780566357123723,0.21080620434505074,0.25538946955755476,-0.38016728059091176,-0.025383349054775132,0.24265816554571498,0.10123883073096816,-0.09878715831084882,0.11140510634019299,0.04316258255523377,0.4586971965418044,0.07494007309380687,-0.10335227209766477,0.34150866002297237,-0.19646412564749083,-0.09925386434992878,0.3473134924453492,0.049891290800559,0.2279282780763441,0.11991699177927385,0.19320542049645545,0.10841341311884091,0.08073736712528229,-0.24590683320702209
SN_pr_L,-0.14800790295618124,-0.27569280506506766,-0.1487553733106627,0.3643985293028846,0.22802117088710844,0.24083610116676626,0.4642643886144374,0.09073738712552772,0.14062611715238826,-0.19695441080826462,0.7083528961586304,-0.5415567019569392,0.22171233789331746,-0.011446720290804313,0.2656022171229146,1.0,0.5570840364322546,0.26528793722290206,0.4741381613081927,0.46581225504799484,0.07243163124128654,0.2106642324494852,0.502377992165148,0.5644326365304247,0.26431912146230163,-0.32777747788639505,0.5045278805101495,0.57754990762775,0.1518626298324059,0.1723414218771593,0.4701349930600734,0.6969161372735629,0.3542716346553026,-0.08569095952986784,-0.6480691631687366,0.74617479013327,-0.44034521545053684,-0.302734490435482,-0.1418554134837011,-0.3978202114578383,0.3449117346327429,0.4218650008784769,0.6544958872321351,0.3839320539728597,-0.26458571680984266,0.4152044787324268,-0.497695044404458,-0.5132734544029793,0.013733641400098558,0.11392704783186262,0.6196418284466263,0.7535959539288325,0.19231010558560255,-0.6450829731251606,0.39357257154225983,0.7526471476113739,0.055451806787473,0.8802549889029757,0.629630372369002,-0.5115478543456285,0.09736149387638371,0.6344647135936503,0.5600777913283711,-0.5099223692013161,-0.09313388763922478,0.24438784619948015,0.7932060430375079,0.2524318989451659,0.3624917691386909,0.9006613846631102,-0.5487010987153197,0.32348364746856,0.6216601818312077,0.49753299734939865,0.4773003208114181,0.7825155100022179,-0.06506867426804977,-0.06928282694575223,0.4576829163118274,-0.7034749458927465
Cingulate_Mid_R,0.1356923220067101,0.17033718386492247,-0.10550549204703362,0.83086887316245,0.34905885992335184,0.3842760512852939,0.8765840751766392,0.10506398655429307,0.16412050878962411,0.5163293163005745,0.5861712870429249,-0.3034828622344734,0.8381601944531317,0.23747386632604486,0.13952568816459154,0.5570840364322546,1.0,0.7430968549961111,0.8553215752041378,0.9362807039249036,0.5993103198757638,0.11682551013673775,0.5505111098270657,0.7448676986001025,0.48523825583920727,-0.07908834991324064,0.7638165360038928,0.5116940665313406,-0.004610850522288997,0.655794302009225,0.8699779627203327,0.6026434965816356,0.26208952128357993,0.2255550186362968,-0.22971667079463454,0.7588671382505652,-0.02419236247353105,-0.040823223126520695,-0.15005482574980003,-0.25559528735067066,0.4570738201633907,0.3098667276366108,0.8634835201695603,0.4861316963349548,0.046311768354020656,0.5186701932766495,-0.09772392056379886,0.061175453462338096,0.1336172596023081,0.3626709597414164,0.7436858749821315,0.853241943661649,0.37055601154469825,-0.2779579064391326,0.10425215361440841,0.7010227536942545,0.1436643002853663,0.5837089859936404,0.44213088610779694,-0.07666345009970241,0.19665717116807674,0.9305247798676411,0.4933028048621078,0.1221709048446326,0.3504612318993629,0.6853018442658398,0.6306639298607672,0.4857637532044521,0.3857143404121117,0.5308904135152357,-0.2810353339426965,0.6581508639070331,0.7474172130086221,0.931077739166558,0.30311410995123894,0.7172240716673486,0.13572453037649032,0.09422963215571638,0.9233321073550682,-0.27286550559343564
Thal_PuM_L,0.242836214652962,0.15108553909926004,-0.022746890306064207,0.7470724985313871,0.406591131903659,0.2687584795531723,0.7244733468097211,0.02377672902251764,0.1277880862816053,0.637609461018614,0.4142744696466361,-0.025481366289728788,0.7918474950730784,0.6139068661260153,-0.09179523985743362,0.26528793722290206,0.7430968549961111,1.0,0.5923844704325303,0.8280976421582853,0.5898490010350269,0.000492046489524084,0.20453014662228852,0.3289455487721396,0.423303502015102,0.0030154856202892185,0.6482285776224234,0.5804593786860904,-0.1441270034209475,0.6151584056618246,0.706697842708838,0.555357160530741,0.21955061267835926,0.22437801660257303,-0.0007201018093998876,0.5601972592842228,0.03941334062747794,0.16969707610081136,-0.39069867997708785,-0.11488185510343205,0.5984589222043821,0.3067630814120345,0.6471300616941986,0.6318219359972204,0.040619530586741726,0.6574527105182812,0.06144502365595856,0.2782458938862152,0.1232513619133244,0.0869570957980276,0.7887631722788262,0.5218934377293476,0.2392217391596378,0.054077679563321226,-0.005598259230017886,0.4964723869249096,0.1005503495874551,0.3425478351795537,0.3021417623452144,0.3047235723242654,0.17962303809657937,0.6655740046078501,0.6054263870600493,0.22436217043840684,0.10576568734294137,0.6294949165345246,0.301646261817688,0.6324139961555909,0.2250865765741314,0.2522767963908511,-0.001874569988274162,0.8150827295160707,0.3296947541557351,0.7130314827782649,0.2855700074863647,0.4798408843903226,-0.194609103151861,0.3069498022528645,0.7920035466681016,0.07188781844604882
Supp_Motor_Area_R,-0.10251485788022077,0.06272780699375549,-0.16761501669944776,0.8090201340961473,0.3583716750300429,0.45558840753712043,0.8388150550039732,0.22367180723619665,0.21469680946581426,0.49326114380306063,0.5720877450299745,-0.4271750682566735,0.7688514053898944,0.05469005612355152,0.0485520394328503,0.4741381613081927,0.8553215752041378,0.5923844704325303,1.0,0.8690637491169007,0.5636111824224561,0.19742595032753915,0.39546652567787416,0.7501600799502148,0.3045656903601476,-0.34090673209353267,0.8304022657269087,0.287045305037955,-0.11605310060025616,0.6275309287071725,0.9352397461442182,0.38658216603167966,0.04233243020712291,-0.14688589141288136,-0.3886541312557537,0.6307154037918596,-0.1102863743336285,-0.06298407344932168,-0.19065936459936322,-0.2798258450694651,0.3430595504754044,0.267689770137021,0.7885654223886913,0.37015424571441863,-0.03010882307137331,0.3614590851476566,-0.27841689245884815,-0.06946463937828426,0.15807092056250974,0.1915348028013752,0.6179226895081572,0.8219501058342468,0.20509417285940046,-0.48017862259570426,0.10875379711459353,0.6643736261929226,0.08691844145125965,0.44205612682078865,0.19773647687960816,-0.30683935682765634,0.1458014921248615,0.7780565929640643,0.3676537747569836,-0.06365191498194421,0.262281622287459,0.5094767608146699,0.4652993288072018,0.1782431032890466,0.4568487314975798,0.4231925633529704,-0.34699632710534223,0.5588718485454155,0.6649239963028835,0.917074690381989,0.13693942173823578,0.7333050004636441,0.19210753950848544,-0.28440009032668156,0.7600101807586684,-0.4226264004377584
Precentral_L,0.09657811014146958,0.17788471255863667,-0.066736852726326,0.8459784907059099,0.3681287448786685,0.36380516460433937,0.8630249440218676,0.09634773223042055,0.18379802224925662,0.6298635117206935,0.5846384648380565,-0.27295772677208674,0.8531870524213607,0.3845944780485576,0.026980578931169685,0.46581225504799484,0.9362807039249036,0.8280976421582853,0.8690637491169007,1.0,0.5859929422407257,0.08071616097699996,0.41645712934798784,0.6345256949221282,0.4606155494634737,-0.09053135088013357,0.7865950558905735,0.5391287858947515,-0.13111258597146375,0.6573333314658429,0.9052971684283351,0.5707193209742638,0.20064575023411035,0.1144938678446145,-0.19767082336681988,0.7200417750828204,0.0038670670984870133,0.03024471853969617,-0.24881483857178602,-0.2511495681699567,0.5350325834339494,0.2783900193154952,0.8304305995025432,0.5167689268863643,0.07303052950500886,0.6456587651982288,-0.06896946159688778,0.13215880257930798,0.16694214958465675,0.2104764088933108,0.7743699884142018,0.789562215146975,0.3012737212529557,-0.21741811268421873,0.07857282980110085,0.6526345244435768,0.11836209656741797,0.49366342832080595,0.351595545236555,0.012455615119727715,0.2162027677269303,0.85300697171234,0.5818913254655484,0.11552788762390358,0.29572322985188093,0.6495016632175138,0.5250984483149362,0.4902514594811966,0.36421725484662665,0.4229735320295902,-0.2232745492515947,0.7365243352017221,0.6210908834154073,0.9282550432247457,0.23623975149231916,0.676261701534621,0.017746224873465728,0.07098826808003517,0.8927144219290827,-0.19628988389245267
Parietal_Inf_L,-0.017536629433003232,0.2090829933057016,-0.11065827723710034,0.7358911898637245,0.3616383887293423,0.34438555119093933,0.5835860644441604,0.27522964488463053,0.25084371629920404,0.4906142051348542,0.14362112592066437,-0.03714384636295506,0.7510183298622958,0.4918758353360779,-0.11650075861786556,0.07243163124128654,0.5993103198757638,0.5898490010350269,0.5636111824224561,0.5859929422407257,1.0,0.10821681049804706,-0.09455910984258485,0.47317436341929503,0.20925033877951357,-0.07361676741571459,0.5550437339396767,0.17685424099324892,-0.2519178390671462,0.8194177980921025,0.6403023416680755,0.08066158753055123,-0.027925679150185356,0.0621418067966932,0.10300842075967086,0.21047629391703793,0.11912725783288887,0.16357844139314748,-0.29480580166331366,0.16707818013718148,0.22652075547722506,0.26967770026281207,0.573385611580605,0.4716285702584882,-0.02446134437721571,0.22467898848295345,0.07548457619929498,0.4826948812224997,0.11390306064463464,0.22796125241606394,0.5242071840292845,0.396717957437542,0.35116263051760643,0.008629990946634315,-0.13140414308026108,0.25902345825405276,0.2229767008923225,0.12351522014803297,0.11214046052246263,0.21089607106535047,0.12020863012896216,0.5132044146277358,0.30180429605264825,0.41469531369776397,0.18936117405799396,0.43275609193589243,0.12206671678371381,0.2579410214649977,0.44340974692319823,-0.07278393834221553,0.19821664311791998,0.5307150061950953,0.0701419946912909,0.602204925997222,0.1352759087172201,0.26812441908455126,0.09868548689893943,-0.03796790804959304,0.6887766766840601,0.1610794350189224
Amygdala_L,-0.017150966791532832,-0.1879138412987894,0.009592073732845352,0.0998225940125439,-0.16399254460249088,0.309013434152586,0.13600485835451237,0.2609236493035578,0.07823064382189997,-0.042319946919883465,0.09891975417174576,-0.028863593042109077,0.10871816013649531,-0.0815717900079728,-0.0673200818873666,0.2106642324494852,0.11682551013673775,0.000492046489524084,0.19742595032753915,0.08071616097699996,0.10821681049804706,1.0,-0.009224117936629259,0.18855047767463012,0.06834746043329173,-0.20506938850282694,0.21205435710517465,-0.02743841504908759,-0.004514804203608093,0.06507881106651124,0.17811699682638846,0.1302436213884942,0.0360978234056687,-0.18208068483723627,-0.1700231142015077,0.10247990049371412,-0.2083411641868369,-0.0962773907797506,-0.08684973424827196,-0.004396190192766383,0.05357803749233334,0.18360324682522483,0.08554512128275803,0.10839843865254241,-0.1637836774004336,-0.008141755214217374,-0.1424548016083602,-0.19858231186499622,0.22912300820731588,0.02208252076987388,0.11911030778608277,0.15040023671068617,-0.12205206322390748,-0.19650673691233866,0.13979112301635216,0.1485053416819464,0.02292154466596204,0.1324671757258357,0.015508523645221487,-0.18396590432461896,0.03233398952561361,0.051577471303616035,0.05882537016460918,-0.21677413312228397,-0.018738644028719366,0.0384651442594673,0.026806596055717627,-0.0879143188577522,0.24178404361975478,0.16632759460565535,-0.058084893796514485,0.09219498564974171,0.12071561118693112,0.12016862859387706,0.1323240980221824,0.20490452990262928,-0.03277834975866404,-0.220423877143377,0.09092497059580254,-0.25616890964608097
ACC_sup_R,0.22216924480497038,-0.051088456190067376,-0.1211946618255957,0.2571337545934381,0.00021331769421147572,0.13816550220398185,0.3976872501376821,-0.19779752231981407,-0.06349201382298235,0.07611011031247017,0.3818620890025378,-0.25860999566649173,0.27376382452095505,-0.30969015411543455,0.4168433849409761,0.502377992165148,0.5505111098270657,0.20453014662228852,0.39546652567787416,0.41645712934798784,-0.09455910984258485,-0.009224117936629259,1.0,0.4689536256350524,0.34280376915001715,0.04604206636072509,0.2532271638068068,0.3618619381617677,0.4290536041042906,0.09581737356961725,0.29988850702218695,0.540517116939091,0.32435809839841817,0.43285719666370875,-0.3120917382524768,0.579237080390452,-0.11660026883477603,-0.211413988140432,0.3388224801871888,-0.3495810761065923,0.3395921856378961,0.19874000668294284,0.4629936706340554,0.06226726774413716,0.09557129255931535,0.12905674917396304,-0.17783783296347178,-0.2579736807349389,-0.09945757718626178,0.34492768632971976,0.22535085808894384,0.6182445917115311,0.1697303479712112,-0.2710534120130117,0.36781683278160143,0.49182980520896524,0.11467555308176208,0.5285310964986448,0.3310555041128013,-0.2926558617881094,0.05923288373433658,0.6243950359742957,0.09959449174022812,-0.08460054658401044,0.42775856339726437,0.39484081908311985,0.6576321873501869,0.3085473753173701,0.01536389206063474,0.5915765786504176,-0.43539310727034436,0.06045792326834,0.8294618336991036,0.4504627730807664,0.26032168693442065,0.47008171625745576,0.21433369370454944,0.21415623701609757,0.4245246645806583,-0.38601186197027515
Postcentral_R,-0.15316936802095132,0.2842351516900866,-0.05889536350971828,0.6252346599650703,0.22855058670187628,0.2917413851940828,0.642812904122948,0.09659649435281052,0.15656071390271306,0.17079785705052988,0.49178331965165806,-0.5994780235855002,0.5244290101256637,-0.14901774925186118,0.21094512559185477,0.5644326365304247,0.7448676986001025,0.3289455487721396,0.7501600799502148,0.6345256949221282,0.47317436341929503,0.18855047767463012,0.4689536256350524,1.0,0.22226765043515498,-0.2246919506802503,0.6033319708890602,0.24520178590577396,0.1195585221514212,0.6218839164729684,0.6555867088333851,0.3524220839507073,0.14405129744268658,-0.03988050176098203,-0.3682048009891644,0.5895647659697542,-0.0037585138016923837,-0.2955699096951756,-0.004852722672508103,-0.4043627930975663,0.23339642592984441,0.2611576878839763,0.6480383908079441,0.251058378832725,-0.05267970225327446,0.19533792599387553,-0.16973983031319131,-0.08888335300434094,0.0645119513279495,0.6598862727927657,0.4540474181616152,0.8060934766540895,0.23638312399393585,-0.5420875012038817,0.24865484311118335,0.6384715105275665,0.1120230508865666,0.5478439128784955,0.4034294025394521,-0.36293358000970655,0.10062888872496556,0.7456241112223397,0.20069022586898347,-0.05738286696064701,0.28215488626628554,0.4052371342237251,0.6272038702617173,0.10359550982594545,0.31747669493710573,0.5516986227169131,-0.45003087842655687,0.32372216945114174,0.7099754961129054,0.8168868677932999,0.20487735470109206,0.7233954668640756,0.26616177863751256,-0.21863500199244015,0.6689957551825186,-0.4921215060107105
Thal_MGN_L,0.36564275808342056,-0.0014730436177103558,0.09222318795838788,0.3042911169327634,0.23071254191995183,0.1322530059747,0.39642515756779023,-0.05881014016369111,0.08529657432952335,0.27537376874105235,0.27256311561325897,0.05471934576615417,0.3868249085525542,0.18312682789632256,-0.008133622277791233,0.26431912146230163,0.48523825583920727,0.423303502015102,0.3045656903601476,0.4606155494634737,0.20925033877951357,0.06834746043329173,0.34280376915001715,0.22226765043515498,1.0,0.08368367843565744,0.3316573311083808,0.4220530471483583,-0.013285521459108184,0.19765963612842588,0.35959815387616995,0.44860414987868513,0.14113079225492547,0.31744917652006205,-0.03586016539792651,0.4193393905989915,0.003152217537398304,0.03588196652178329,-0.04220920218540304,-0.07182199855870315,0.3476930923787998,0.14063094505492615,0.3872965533958876,0.30483070458135336,0.2228488258777617,0.2666764345682376,0.017059482032255352,0.02537645351003601,0.010989919308733869,0.129976194354155,0.34437192173883274,0.3550638444223544,0.15586529546850858,0.032321657225374244,0.12533026480521295,0.33216440394175034,0.09738949762341192,0.3106266318549271,0.29294985192692935,0.10780454307644492,0.24653739674558106,0.44617692289524286,0.26370733408546976,0.08404327286273619,0.2524845751059119,0.3566417494915943,0.2921155051954189,0.3859850272887502,0.2879303310886093,0.27604374756867117,-0.13248489934974333,0.4016657122970717,0.37284822360414543,0.3908281778767893,0.12585288195864766,0.29426028030726337,-0.05284460851128329,0.24237416880201573,0.45501402462593626,-0.06589671308296946
N_Acc_R,0.4689374050596309,0.4334683669237921,0.2774698590252382,-0.2196583460306791,-0.25557844023178683,-0.1317215901870949,-0.25769895089376244,-0.1658493323973216,-0.09758548461883859,0.1639662837007303,-0.3793860377811714,0.4943840883411526,-0.05951700430257858,0.23437597765467347,-0.0005497286408363655,-0.32777747788639505,-0.07908834991324064,0.0030154856202892185,-0.34090673209353267,-0.09053135088013357,-0.07361676741571459,-0.20506938850282694,0.04604206636072509,-0.2246919506802503,0.08368367843565744,1.0,-0.4889932079131876,0.01683534614935008,0.2091733821028001,-0.11463888198321379,-0.33697588299866726,-0.12916775352435228,0.13228648764661516,0.6264802345777981,0.681554113167659,-0.14245969925331034,0.5328446201110945,0.060770853008790926,0.35381563040287317,0.34150374600316535,0.03294447335983328,-0.18911826651720337,-0.217362026531433,-0.22932339501382493,0.28812058396694473,-0.023716777893195633,0.5950331924358155,0.5085393204470274,-0.012800248202949624,0.3063463246653804,-0.25591861253951964,-0.3015764200434972,0.18081614559310744,0.6749686483709226,-0.26131701440994165,-0.3327625516493389,-0.09523764625962453,-0.25810970859823534,0.026902880333823112,0.5951145486919294,0.22276647356460624,-0.07473912876148417,-0.1695490370445975,0.587208482362499,0.17358212755591937,0.030127148291967477,-0.10269491479259882,0.21875830502996188,-0.3342480145459331,-0.3189289713189758,0.3663092794932338,-0.156930790816819,-0.09143894888560215,-0.18905811960644475,-0.1130014849726511,-0.4694652760550474,0.0788046730840047,0.5475284926084286,-0.07950717504406556,0.6159418444394111
Cerebellum_3_L,-0.18519373077352352,-0.1166043404889108,-0.17439411472952882,0.7762633362539556,0.35504921653191557,0.34068123802688155,0.8153937132824978,0.14873235853552494,0.2346850216052844,0.3582971437349671,0.6430611523923753,-0.46398763047073815,0.6859618032068943,0.16833810894254664,-0.018299241950077465,0.5045278805101495,0.7638165360038928,0.6482285776224234,0.8304022657269087,0.7865950558905735,0.5550437339396767,0.21205435710517465,0.2532271638068068,0.6033319708890602,0.3316573311083808,-0.4889932079131876,1.0,0.40353456238047897,-0.15335724911883206,0.5925817208080291,0.8970601056570287,0.5098036902985776,0.026308227474595196,-0.23533718323007063,-0.4958201893121655,0.5784206429159224,-0.32509044504669904,-0.03619594485483569,-0.4603868147438754,-0.3548292280726762,0.3396411023493346,0.280704246853289,0.7365445264819349,0.5751132976172108,-0.16881319230220856,0.5031803870105249,-0.37883580406303485,-0.14696973386681458,0.1195755328608149,-0.020807764489512184,0.7832155762032841,0.7298153902650029,0.14451657034133109,-0.5377961189426994,0.15526796871671053,0.660983512722494,0.20460697858463323,0.5165996784787193,0.29663448820380545,-0.3124204310986811,0.0814841234572488,0.6778107591931493,0.5155043006023673,-0.2382283560541173,0.11481704836742332,0.5278801459763054,0.4424550028737491,0.25917051293975724,0.5158759933027748,0.4854015220755162,-0.33573906429029265,0.6744966828945471,0.474873787893971,0.8018403780738126,0.24482619360557542,0.7875105199819958,-0.021700299625949406,-0.20261846743833595,0.7469872164179526,-0.4607559590079263
