,ACC_pre_R,Hippocampus_R,Calcarine_R,Temporal_Sup_R,SupraMarginal_L,Angular_R,Hippocampus_L,Parietal_Sup_L,Putamen_L,Frontal_Inf_Oper_L,OFClat_R,Thal_AV_R,Caudate_R,Thal_PuL_R,Cerebellum_Crus1_L,Thal_LP_L,Cingulate_Mid_R,Cerebellum_10_L,OFCant_R,Thal_LGN_R,Cerebellum_Crus1_R,Thal_PuI_L,Occipital_Sup_L,Occipital_Mid_L,Frontal_Mid_2_L,OFCpost_L,Rolandic_Oper_R,SN_pr_R,Lingual_R,Vermis_6,Thal_IL_R,Frontal_Sup_Medial_R,Rectus_L,Vermis_10,Frontal_Sup_Medial_L,Cerebellum_6_L,Temporal_Pole_Mid_R,Heschl_L,Raphe_M,Cingulate_Post_R,OFClat_L,Thal_LGN_L,Frontal_Inf_Tri_R,Occipital_Inf_R,Temporal_Inf_L,OFCpost_R,Thal_IL_L,Temporal_Mid_L,Cerebellum_3_L,Thal_VPL_R,Olfactory_L,N_Acc_L,VTA_L,Postcentral_R,Cerebellum_8_R,Temporal_Pole_Sup_R,SN_pc_L,Cuneus_L,ParaHippocampal_R,Calcarine_L,Thal_PuI_R,Rectus_R,Angular_L,Supp_Motor_Area_R,Temporal_Mid_R,Temporal_Inf_R,Thal_LP_R,Cerebellum_9_R,Cerebellum_7b_L,Cingulate_Post_L,Frontal_Inf_Orb_2_L,Fusiform_L,Temporal_Pole_Mid_L,Postcentral_L,Heschl_R,ACC_sub_R,Cerebellum_Crus2_R,Thal_VA_R,Precuneus_R,Thal_VL_L,SupraMarginal_R,ACC_pre_L,Precentral_L,Thal_PuA_L,Cerebellum_10_R,Vermis_4_5,Thal_VPL_L,Thal_MGN_L,Cuneus_R,Insula_L,Cerebellum_7b_R,Paracentral_Lobule_L,Frontal_Sup_2_L,Amygdala_R,Parietal_Inf_R,Vermis_7,Frontal_Inf_Orb_2_R,Cerebellum_Crus2_L,OFCant_L,Pallidum_R,Cerebellum_4_5_R,VTA_R,Precentral_R,Supp_Motor_Area_L,Thal_PuL_L,Thal_MDl_R,SN_pc_R,ACC_sub_L,Vermis_1_2,Lingual_L,Frontal_Sup_2_R,Frontal_Med_Orb_L,Temporal_Sup_L,Thal_Re_L,Thal_PuM_L,Occipital_Inf_L,Thal_MDm_R,OFCmed_L,Thal_AV_L,Rolandic_Oper_L
ACC_pre_R,1.0,0.4312361064745257,-0.23430497621936194,0.18486343221496843,-0.26722506505835675,-0.11724164124429352,0.2567200451051914,0.22704495555758625,0.37105638849529105,0.2051555691659643,0.3496319918459757,0.08629301240525009,0.3350349433309668,-0.0024772714958433105,-0.13898042679489417,0.018916706297914244,0.5107022542708466,-0.12704294923336043,0.3320247580144318,0.4255143923519647,-0.09248450462071094,0.06300224851241087,-0.11335885729184406,-0.22211236057772002,0.5881918525491568,0.5281652516365094,0.2735927484896218,0.2299608702802165,0.0029765883415139058,-0.2984994697697632,0.4950979728524964,0.6211273045302184,-0.06959608262604514,-0.19426663482623524,0.4179023809829661,-0.17977433587736177,0.3072981464514387,0.20243656524333206,0.1204532960481238,0.2218652105282409,0.29210001686911935,0.23835109712370262,0.7386081550090322,0.058389085164086245,-0.06567376183799103,0.07111813805752973,0.11066295369465028,-0.30866441418155904,0.14003833315943365,0.5858818954639794,-0.03676265556570274,0.26738357199745044,0.33918618094898795,0.4403802106276105,0.14060270928181637,0.07786831864097758,0.5509843454378194,-0.20050306641768442,0.4417039583546037,-0.3009792976244719,0.34066994910998016,0.24273145291950413,-0.3619175681343656,0.24544510445159326,-0.23426167306386597,-0.2518220477225697,0.3637450920027049,0.12432335749856467,-0.02725475562072949,0.21511166182913458,0.7285353065283597,0.32420126320293524,-0.005377873550591345,0.2401525106665419,-0.07489874187046056,0.38986120165832966,-0.02767187557866146,0.5463519219266907,0.21233108039043685,0.3512354729314055,0.5338648711058784,0.5882207870927406,0.34465475657668615,0.21733880060684577,0.21481029235238366,0.0002792037842251299,0.004970136246947784,0.3012075059662143,-0.005725941074017645,0.29649475683714294,-0.20424847469673574,0.29360313346045824,0.4838933066148867,-0.3233527010651411,0.3980126185204246,-0.2471962898505026,0.8337969692960766,-0.053636555716167884,-0.12702859529451307,0.3197914508661504,0.4036577672968228,0.28496419659706657,0.3586570947992006,0.18690987217210406,0.1539392248812331,0.4664261732949103,0.35374441763059244,0.09765283147324114,0.3580781223181819,-0.0943570909558017,0.5387807064749925,-0.26484590433017613,-0.17563310332758722,0.43568020821829634,0.16152450306946015,0.4314042993896532,0.40575971427930224,-0.07485288542462276,0.36391953687207046,0.19921502180631293
Hippocampus_R,0.4312361064745257,1.0,-0.7028703704211161,-0.24889313794553583,-0.2289830126715696,-0.609112149915571,0.5837336128774842,0.5989792707875363,0.08149386293696365,-0.30159784469797035,-0.12246857203929437,0.2821746496178165,0.3638178692127146,0.005885776282070119,0.053511936466579584,-0.09613482800482685,0.6560310711596449,0.18326683920469022,0.8587098647122431,0.8994211454446692,-0.06258498141718079,0.38298864509689073,-0.663010963296047,-0.7182188692497745,0.8714119724740396,0.2591361608022538,-0.1390416175705632,0.2915399369972793,-0.40339413834128096,-0.8568519985594537,0.6317746933704601,0.6816789746732249,-0.41361842664111864,-0.8450319936337921,0.7225182353489235,-0.60006359974654,0.08011017579117893,0.3348926450235834,-0.3031322447092277,0.3857273672062794,-0.013721548262834744,0.40870007274977876,0.7241747235708724,-0.23787908260101223,0.21542301445270468,-0.4043141374581166,0.5564062975920316,-0.45490103503555496,0.6965033131627199,0.6693406323928198,0.10137725270301502,0.30529593517490766,0.7901710476536136,0.7550210526688208,0.6872550038568666,-0.21169715347464577,0.6715786153284671,-0.5078697205835405,0.8190409032807553,-0.7018050501029873,0.8341721993438823,0.52720558187468,-0.7362351788387121,0.749244217584551,-0.6786662607388414,-0.4728381003004967,0.4298814650790195,-0.11831920680251187,-0.27488340041932907,0.5821776722700708,0.7150360498189532,0.889331835623958,0.42934631403182616,0.5664102026181939,-0.47278682199149946,0.2985382765350355,-0.16841613643050202,0.4934321580047223,0.35865656498399273,0.5025788934075114,0.22297266006491914,0.19964695527702614,0.5832893243782065,0.3032330952398355,0.39296092442303643,-0.5421832850488875,-0.004625536354922511,0.20922691800292598,-0.6088809896936,0.20711216139871239,-0.7848345598789853,0.6081299761992695,0.7134754250160777,-0.6933461284035036,0.13217466687902593,-0.5751755778663361,0.4279360843623297,-0.46252238802161816,0.03377498271547887,-0.43829482449281176,0.7702434135047203,0.7361185199743274,0.6945902258465989,0.6897555887957246,0.3247019852953349,0.64728739352985,0.2705931461515025,-0.026055674668293775,0.8583845613074044,-0.5908787457985598,0.7615680695640353,-0.36217509679308274,-0.20395230630491615,0.17246366743606364,0.26758021350388705,0.6828932795847035,0.4645307580256178,-0.19406426597155907,0.7028134902630544,0.425594167747155
Calcarine_R,-0.23430497621936194,-0.7028703704211161,1.0,0.5604296311427902,0.5233580292285612,0.7794932332668918,-0.05148114514185293,-0.3689681746490495,0.23696057995686917,0.6317502992242118,-0.1078029772400047,0.021792807853277373,0.04897193106494207,0.443844822461239,0.15228641810574814,0.43397267132946193,-0.07666345009970241,-0.07454754681172593,-0.7044292765902632,-0.6025547558310291,0.18098696991076865,0.17070641017357213,0.7303972949027144,0.6540408694567476,-0.48332090338568373,-0.38016728059091176,0.6167499854130417,-0.19882148720592943,0.7491197985317134,0.8593258620928501,-0.13805257978162547,-0.1748446000780554,0.5141775759444639,0.8847754228244452,-0.24642139046482336,0.8908447437959656,0.1604102277799837,0.11868303840531075,0.4745762406009637,0.18814256330865853,0.17101644199326085,0.07765695855363197,-0.3714108551095025,0.3345218653584207,0.05204866592167892,0.407681603938484,-0.19669296777343467,0.6648955670436119,-0.3124204310986811,-0.13562092673137957,-0.06064703237328493,-0.4227624010230582,-0.5398266170574479,-0.36293358000970655,-0.37519006462018795,0.13356305609217425,-0.3525078331537411,0.775875088196317,-0.4061510343438854,0.9798995404144754,-0.43225437603340333,-0.5054754340519573,0.8220496287455452,-0.30683935682765634,0.6275454313194838,0.4314537060326402,-0.38328370322076505,0.31430222261414703,0.38482248321352797,-0.022867777923343248,-0.48569784229437485,-0.6962063941494606,-0.2776204761898506,0.00375585029205369,0.7733398959331449,-0.019423506692290496,0.3391601899193603,-0.12353627362160291,0.1441519249249188,-0.08263048033886974,0.08382699787302547,-0.09856714769730845,0.012455615119727715,0.25822053288559815,-0.16170243035708218,0.7626414082874571,0.4969942473083217,0.10780454307644492,0.7649891477330224,0.25943516845914844,0.799634097501036,-0.011906821118211033,-0.30710654619661093,0.5801709740778235,0.17943269196471592,0.8034905664210827,-0.3273977472687961,0.6437234985181179,0.16566863512327673,0.6373410704720281,-0.28175875493373714,-0.47090411025325785,-0.12350410805977959,-0.2233171377970034,-0.23889006155151146,-0.19516238099541694,-0.1678160093557659,0.16964741127900246,-0.48645261905409964,0.8969857009561988,-0.3328942990817756,0.4033134383093325,0.6135103925011384,0.013775640463614807,0.3047235723242654,-0.5467997600937398,0.04720415866879137,0.31234953213460226,-0.41942278487421175,-0.08845923054203791
Temporal_Sup_R,0.18486343221496843,-0.24889313794553583,0.5604296311427902,1.0,0.06522933041719917,0.4689320910193114,0.0017565489140887122,-0.286326156887795,0.2347767603081326,0.3189618664690039,0.1120477710284314,-0.003215361984937414,0.2233462607890873,0.3543846412679505,-0.03147169791384165,0.1330123939516256,0.1356923220067101,-0.15221549293717943,-0.3508048137165789,-0.17818076755093595,-0.16759457854509371,0.16080191539221705,0.3316946841257586,0.27982734066382176,-0.12231937575187879,-0.1299352878580928,0.7846360235698309,-0.07301677514455708,0.3151753536856742,0.34722809154993534,0.15648780102259693,0.06331781270099462,0.2557835705062381,0.5095677556442112,-0.06980416678308367,0.44813276325642065,0.06357865863558831,-0.011651150595749891,0.4149722245389464,0.1798839472879119,0.22563239312069464,0.18111897685657638,0.16105857964747244,0.22092146902767165,0.03090875252139701,0.18302491549676062,-0.14039146460942978,0.1531816270181185,-0.18519373077352352,0.2674201858067127,-0.2568590987398893,-0.18960514610714876,-0.31371377353606605,-0.15316936802095132,-0.4490021450918049,-0.04589548342909622,-0.0113581893276975,0.37443246171421946,0.03275537074313099,0.4907343810530634,-0.11906644728206293,-0.25814788581090925,0.2477880036321664,-0.10251485788022077,0.6339093356299268,0.35666786354844465,-0.022880875570468952,0.20804697154920887,0.1022008745126174,0.016452394607006295,-0.13770699127516312,-0.3695883034068834,-0.1683990303098583,-0.006246834387537416,0.6334760948648364,0.1458299728448147,-0.07765889292689714,0.21888780172561473,0.05222043685917736,-0.0009775215331084032,0.2434659275544871,0.06831503805629413,0.09657811014146958,0.27044958990899115,-0.08034948319199393,0.3700628835890197,0.21908213733683984,0.36564275808342056,0.46429100371780924,0.1419331047772828,0.3716640030862372,0.10991293250809149,-0.11634512023449407,0.1792353314443416,0.23396853676970017,0.2588609266094244,0.2541018579651806,0.33825068293266464,0.13023144408395843,0.5294306537154361,-0.0502231311109012,-0.3219359338891261,0.05480280067162731,-0.07925039711315443,-0.14285252157458783,0.1439635635136435,-0.09307940563757218,0.10875118504179122,-0.16593063174618203,0.5184039009180721,-0.05744772505674003,0.09061211777293272,0.15781103080004488,0.24550555314983888,0.242836214652962,-0.3687353027933861,0.2054998949364048,0.13456006859143352,-0.09754632504511834,-0.14881008727671224
SupraMarginal_L,-0.26722506505835675,-0.2289830126715696,0.5233580292285612,0.06522933041719917,1.0,0.2563617829868587,0.4224991349347891,0.16165410387362528,0.37717895013176284,0.5851751286187009,-0.3890605933958447,0.4244282926558783,0.285678242124306,0.5172795131693887,0.07653472107802377,0.6141497572642729,0.30018391072352185,0.242332936242652,-0.1861294103089365,-0.22549419044708302,0.004013819611453911,0.49339695307186,0.42127415466492135,0.5584756249997588,0.016742573513717225,-0.2629932982951327,0.1119416432632344,0.17945677407765256,0.6139401689647435,0.5051826514126339,0.07194812842862813,0.19720314282990595,0.18550236180728205,0.3771354553585313,0.3247771355308579,0.5632889224427718,0.27227746233475086,0.3351268431042178,0.07678574462895305,0.6020344947856046,0.04418741141535297,0.2076139939308884,-0.3085684273018057,0.045160634174150054,0.24458273089723143,0.3697392476316802,0.32442226971513544,0.8217185255296886,0.28961905928888876,-0.009925383628776294,0.23284794432812983,-0.2573398964745945,0.005616949435482872,-0.038142809068525796,0.11362637184605748,0.01285071499264508,-0.11800554328268412,0.5898279776855908,-0.07347034886424388,0.5796116463916837,0.04050015130517169,-0.07005822078915482,0.7365233960913303,0.2285671863753286,0.3030599492460085,0.36380705367755495,-0.38340786249524644,0.3013063407918824,0.3185710652043487,0.5012670667271629,-0.158811436715444,-0.167098807450982,0.26128098359696755,0.5806867822280565,0.3874454986639282,0.051284728902875706,0.17147723661700917,-0.04567879369259242,0.5038667493633536,0.3134203563860865,-0.05039783202271439,-0.07197005382281302,0.3955341285588368,0.237065156704406,0.04231248950334645,0.5299773930037687,0.7898789126203061,0.12472758443263225,0.2787487887629434,0.548396088915401,0.36377847385469425,0.41612319342664006,0.32473928690085774,0.46471625530056715,-0.11286716706932433,0.39890354136459016,-0.42123653678648587,0.21335553910156746,0.09477741532029502,0.13424129215644395,0.24023499334045073,0.10031100570354112,0.26430961822617427,0.3771968307461698,0.2457105137629937,-0.01501020384731095,0.09195461061047683,0.10646873729365945,0.021685735071379674,0.5705112087600686,0.22521555898416493,0.4093464617389894,0.7806853968483891,-0.07147776351421868,0.5784893517812476,-0.09349505937147295,0.2811247185363877,-0.058146038377396445,-0.08132860784026684,0.3687206952263273
Angular_R,-0.11724164124429352,-0.609112149915571,0.7794932332668918,0.4689320910193114,0.2563617829868587,1.0,-0.28301288460038393,-0.22258885531164765,0.09522463332508758,0.530726739045121,0.14751527754615754,-0.14883842020489738,0.015653618867313965,0.3074859879704572,0.20511194683829728,0.3077513899790747,-0.09772392056379886,-0.2027704949522284,-0.6236925609850943,-0.5789212699271739,0.35695617530074963,-0.09868453393687686,0.7387344902663918,0.5809466945014286,-0.4151792752314183,-0.277389515348573,0.5381854803000502,-0.30158092470898806,0.6056551826454156,0.7215589761863854,-0.2598008590638912,-0.16321613943550828,0.5694490913501911,0.7407991344521873,-0.2712384055870984,0.6675474651628607,0.10506219648847294,-0.08175478139574485,0.503873163485634,0.07725937784524686,0.28926048922403236,-0.11327266317722177,-0.19050326009120405,0.43026659564715225,-0.10560173905932571,0.3430682893922979,-0.4012304115842683,0.33533887982441857,-0.37883580406303485,-0.15429231275187663,-0.05111763783906787,-0.32175517508627227,-0.5518112738652382,-0.16973983031319131,-0.318577979774229,0.12299041373493869,-0.358994524880572,0.6451759364387081,-0.44796398287755473,0.7387387394556396,-0.4624933166773467,-0.5069086182887912,0.6725222735233415,-0.27841689245884815,0.49622295223926605,0.3222627411981302,-0.14558246118055476,0.152950512286257,0.5043573376319065,-0.15809443913146703,-0.4102264334261134,-0.6468631817498378,-0.3796492616476365,-0.14732802885355384,0.552628669968824,-0.036119556668650854,0.4495481473558438,-0.1948314930107705,0.15673126204361054,-0.20471224582158845,0.3255174039053105,-0.007192415652904652,-0.06896946159688778,0.08870636473667644,-0.19649972671121976,0.6964939429877524,0.2157591001803282,0.017059482032255352,0.7714647497248435,0.025066283988002834,0.7487320817715434,-0.07859384555190933,-0.36430205647759506,0.46639887638485106,0.402964717375856,0.6903375139845955,-0.16444781837424507,0.7308667655537638,0.09773990464587672,0.5112068080923814,-0.31930290981545306,-0.49141829653418756,-0.10842577813035098,-0.27744873189504293,-0.16779846472370671,-0.19508303221571788,-0.21083536461523603,0.14504617136794876,-0.4659350707623859,0.7292664891426296,-0.3571860315499824,0.2554058310027627,0.2439265523423572,-0.029187178756604145,0.06144502365595856,-0.41930554119198915,-0.1492846482118145,0.2865024919935949,-0.44763170736333346,-0.33223664270944264
Hippocampus_L,0.2567200451051914,0.5837336128774842,-0.05148114514185293,0.0017565489140887122,0.4224991349347891,-0.28301288460038393,1.0,0.3870904578153573,0.5385973254037685,0.21013673446399014,-0.519060390772421,0.715567809362339,0.5794191467915679,0.33804859695793094,0.0982245178527466,0.4060081332076114,0.7436858749821315,0.13739180200194545,0.5731660520213114,0.6893843191748802,-0.18038392398203434,0.7873707019087649,-0.37565851226136815,-0.3225712377209796,0.6962749031114656,0.023302510181621452,0.23850256959173427,0.4084924717421595,0.07059084636420873,-0.32553155500668046,0.7490119701456072,0.7234823846862334,-0.1663641457872005,-0.3501933106924023,0.7846373073092862,0.025661564971993605,0.21696755429138093,0.7471001499209495,-0.2872841648052332,0.6767379245278696,-0.08312187311787954,0.804880899534654,0.37914754595640127,-0.1842665716578503,0.39047527666432674,-0.04599416383655445,0.791653866867604,0.2430097100029467,0.7832155762032841,0.6954552856073798,0.17608641400394634,0.13765002778559673,0.6813589462614814,0.4540474181616152,0.5638114718869276,-0.18843916831800583,0.618041176258661,-0.04048014588452786,0.7457852466977324,-0.02727424136480541,0.6480500163068732,0.401354158129204,-0.145247940810516,0.6179226895081572,-0.3225772171826646,-0.27309622767257147,0.08362729914134227,0.031050912767435268,-0.1621006568436471,0.7849337039952464,0.5630536179944262,0.5488531692737675,0.4241031490888468,0.8552496881723974,0.1350326072803386,0.3087766073608401,-0.1175769390786803,0.6742238899405053,0.4952651588016522,0.7744127371635816,-0.029812104390477667,0.09953797080480034,0.7743699884142018,0.6236390871257629,0.24706210822730484,-0.16703306883393937,0.6648408906277461,0.34437192173883274,-0.32392411999079646,0.7371811937586973,-0.4147885738546537,0.7538536927432167,0.7638615076537291,-0.26735574922956495,-0.016793351765850048,-0.07285691041264522,0.1367012486853398,-0.27178792466401613,0.14990761479856557,0.0989502983356326,0.6915127778570346,0.6900815204262036,0.7122411638172196,0.748221652682882,0.24791730178976518,0.6619170873657501,0.4251276266272044,0.03456084767627901,0.6694579003248642,0.016787752315094547,0.7822929334375871,0.012023479861749295,0.5415103346493902,0.188370275806298,0.7887631722788262,0.4437394243579548,0.8503119339445098,-0.10763124023158113,0.6309919241058607,0.7916103571074152
Parietal_Sup_L,0.22704495555758625,0.5989792707875363,-0.3689681746490495,-0.286326156887795,0.16165410387362528,-0.22258885531164765,0.3870904578153573,1.0,0.03899772268089792,-0.09198894759992693,-0.1102196846068952,0.3219959154834353,0.3293241044707052,-0.0114812958540882,0.22517231099678756,0.19826436078953125,0.544927443855859,0.16763347261131079,0.6139168227168663,0.45935498869747604,0.18002609481748597,0.20716916598876578,-0.0180514649410819,-0.08146452396298985,0.6334608111714547,0.1034142459353377,-0.0757166839572186,0.2739036147319368,0.06894341719246426,-0.421119924698971,0.3621028463398026,0.5765099060578724,-0.032620265633406254,-0.5548436679145924,0.5950316140403724,-0.27676029126219864,0.1473511311694497,0.0054901640536395855,-0.34433694830385825,0.4498104871060549,0.10533485138261707,0.06370819868746587,0.414734295512773,-0.20927376846341453,0.289472083686006,0.030958699236547645,0.41578408672096934,-0.14658929290359923,0.5351198496682813,0.32353771627671907,0.22759497307542612,0.2276666995412015,0.67229009879729,0.8437987419326849,0.5490913943377144,-0.03767851408742844,0.42788045021567855,-0.056420043776913564,0.4990221683782097,-0.36926420392577847,0.5708483282070898,0.536427774538818,-0.11427161810428876,0.5899768274851888,-0.5478390005941199,-0.2787697145770244,0.2459315636324518,-0.12517764359886538,0.25813435835582976,0.5641238292348846,0.4567211753132386,0.7094559517431412,0.3999445856136802,0.4973595497793123,-0.3120755153115381,0.20773466297788193,0.2577038213702522,0.15934360404586204,0.8035082601861528,0.29389476915812757,0.4797274517742143,0.08223958019773404,0.39742245932106296,0.11232940946690015,0.22785403664423254,-0.053088812213421294,0.13326724169452703,0.07547705008939182,-0.08030463943713154,0.09877885663597391,-0.3499864092405387,0.5696395383340458,0.5560521268521283,-0.31876706608014654,0.5055711810571424,-0.16316237944928283,0.31327764229903504,-0.06345019238678776,0.04688921829701173,-0.32994064399968626,0.6002959936268627,0.6671692840004873,0.6141496778980314,0.5276645776881984,0.3209503997700247,0.37160338860149705,0.21280633771613774,-0.012223079416069425,0.49486032822448767,-0.14144773496485746,0.6517024437495919,-0.21222342558343038,-0.10360928482375717,-0.00929107936778871,0.2081168950904511,0.7560030132038218,0.22259961610643916,-0.13539364902319379,0.2775765653808723,0.12985099585278995
Putamen_L,0.37105638849529105,0.08149386293696365,0.23696057995686917,0.2347767603081326,0.37717895013176284,0.09522463332508758,0.5385973254037685,0.03899772268089792,1.0,0.614140856284078,-0.19468724301083137,0.5396709375326838,0.75332942919546,0.26727764197820586,-0.216783199456513,0.6059523401564335,0.4857637532044521,-0.24090239626507212,0.09008057313820995,0.21623696621157693,-0.16569185529901448,0.4312799931999425,0.015731772033265756,0.052160413059892816,0.3825969493374658,0.07494007309380687,0.3320812522092181,0.21283154442714464,0.2607250490731903,0.061877707041209186,0.5067692155711905,0.5041087761944072,0.06473711542544804,0.11708728443483939,0.49497898402880935,0.20619497085436067,0.07967655911782495,0.6353053535242846,-0.001089579168786856,0.48421027343897893,0.14026671302028665,0.5340267794299689,0.26650228084671584,0.06854351951097679,0.15075407832444132,0.20850663336786154,0.43362995067430904,0.37568680059445897,0.25917051293975724,0.5520590459618997,0.13015278488812992,0.26206938442957545,0.17463101068728182,0.10359550982594545,0.14520641770687556,0.17027560781168327,0.35272476760693544,0.05100516003655454,0.29321904123501014,0.2057068747586922,0.2572731823407078,0.12549250578719853,0.13400317046808533,0.1782431032890466,0.07983762699353984,-0.2191431897208014,0.3136209186210767,-0.036063456089467205,-0.017706034435677163,0.35946277319802444,0.4590226039194628,-0.0019965627802184,0.10184570511267506,0.5065668400194777,0.3220812907678981,0.1077136823865211,-0.018312977489487854,0.4901995198744006,0.2543197938675695,0.7542676307379662,0.13839941542471623,0.5305261302883996,0.4902514594811966,0.3690045925155996,-0.11941450611705083,0.16621166985402766,0.6248093860385194,0.3859850272887502,0.06930316547307933,0.7629826056489697,0.05682957073369351,0.3656742719899325,0.517469743131381,-0.10070296649122323,0.04675238722874557,0.04345049957692925,0.1550756245297363,-0.0038850859764518074,0.055887328073515166,0.3745777728496815,0.34862098010004894,0.23433627213186692,0.32676333631408916,0.30163499380149716,0.24045750181206635,0.5166417749965705,0.3237243955770599,0.02696143196106202,0.23466456539674777,0.3042446262709749,0.4712999503819253,0.08341141902709849,0.5206848406072032,0.25832576734429935,0.6324139961555909,0.14972890557858048,0.7268915309071865,-0.013692636527785504,0.11965101870068613,0.5962847688293134
Frontal_Inf_Oper_L,0.2051555691659643,-0.30159784469797035,0.6317502992242118,0.3189618664690039,0.5851751286187009,0.530726739045121,0.21013673446399014,-0.09198894759992693,0.614140856284078,1.0,0.06389354535380812,0.22512635647588142,0.3495485110944879,0.43764336328828096,-0.03295165428632215,0.5454237908463629,0.31566090689353327,-0.12871754086693063,-0.3266767447594679,-0.2861168166596384,0.162236659945174,0.27302657270833336,0.5197867846657371,0.46661177686167354,0.06363093621238425,-0.02649210634808811,0.34965148187450884,0.04065500093895438,0.6513858314050659,0.5805972549955524,0.16990201072379557,0.3019964797241535,0.37245917737661194,0.5878062854096338,0.18935410059625282,0.6376976886284884,0.3945026254602014,0.42746163219170735,0.37611863966259984,0.40887831956904375,0.3299820283025737,0.2668496939140742,-0.015639173496367276,0.30434352346014404,0.03791055236134975,0.4551660513867559,0.09343929166934441,0.5876317884407061,-0.07467761731876392,0.1415277951745197,0.08529728031276335,-0.10345731881373657,-0.19176013817949297,0.0025254593508339143,-0.05230054655592842,0.3264091023927891,0.03601010069421904,0.6013015087366087,-0.1281486967214032,0.6465744720303902,-0.13420523283584262,-0.24500219700214376,0.602019169047207,0.024871770173970183,0.3724642981690839,0.24087884933731507,-0.14857567552620768,0.345891628286236,0.30343357387978376,0.20735260807731296,0.16642524093663028,-0.3909052462548926,-0.006814792885986395,0.39522937687766646,0.47297991185932237,0.217557747569262,0.32896795638191534,0.1421245538333369,0.34687187069607134,0.3278132911165837,0.31287280854862665,0.3949914001197098,0.3722844383326188,0.37977394003192416,-0.013692746662422428,0.6598398826653571,0.6311234559527624,0.26225914776161774,0.5705880090442299,0.6814059374850641,0.5444962604302704,0.23139619210578022,0.28549660870696264,0.370571563175013,0.2469347529736833,0.45238477259251747,-0.01954832307050991,0.41976990675377174,0.06505420371980052,0.4874679995847239,0.13943763266842765,-0.15015286646441642,0.1782383927315913,0.10251545577964397,0.03533023142730917,0.12207283708243362,0.13844259029382103,0.22108927478209867,-0.07458324887761941,0.7189342891884872,0.18052215036687858,0.1778870685833489,0.6563622531616393,0.2389383939969943,0.4722341537092403,-0.14087436109930257,0.33447705980127257,0.19204004152283968,-0.13680596646098084,0.3564226083641568
