,Vermis_7,Insula_R,Thal_MGN_R,Thal_VA_L,Thal_LP_L,Cerebellum_8_R,Postcentral_L,OFCant_R,Red_N_L,Hippocampus_L,Precuneus_L,Temporal_Pole_Mid_L,Temporal_Inf_L,Cerebellum_6_R,Thal_PuM_L,Rectus_L,N_Acc_L,Red_N_R,Paracentral_Lobule_R,Frontal_Sup_Medial_R,N_Acc_R,Cerebellum_6_L,Cerebellum_Crus2_L,Cingulate_Mid_R,ACC_pre_L,Occipital_Sup_R,Insula_L,Putamen_L,Heschl_L,Occipital_Sup_L,Temporal_Pole_Sup_L,Occipital_Inf_R,Angular_R,Cerebellum_4_5_R,SN_pc_L,Cerebellum_Crus1_L,VTA_R,Thal_PuL_R,Postcentral_R,Rectus_R,Thal_VL_R,Thal_PuM_R,Frontal_Mid_2_R,Cuneus_R,Calcarine_R,Pallidum_R,Cerebellum_4_5_L,Putamen_R,OFClat_L,Thal_VA_R,ACC_pre_R,SN_pr_L,Fusiform_R,VTA_L,Thal_Re_L,Thal_PuI_R,Thal_VL_L,Amygdala_R,Occipital_Inf_L,Vermis_8,ACC_sup_R,Thal_MDm_R,Vermis_4_5,Lingual_L,Vermis_6,Temporal_Sup_R,Thal_IL_R,Temporal_Mid_L,Fusiform_L,Temporal_Pole_Mid_R,Frontal_Inf_Tri_R,Caudate_L,SN_pr_R,Olfactory_L,Thal_LGN_R,Precentral_L,Frontal_Sup_2_L,Frontal_Inf_Orb_2_R,Cerebellum_10_R,Cerebellum_7b_R,Thal_VPL_R,Raphe_M,Frontal_Inf_Tri_L,ACC_sub_R,Thal_LP_R,Thal_AV_R,Raphe_D,Temporal_Mid_R,Angular_L,Thal_MDl_L,Frontal_Inf_Orb_2_L,OFCant_L,Temporal_Inf_R,OFCpost_L,Parietal_Sup_L,Frontal_Med_Orb_R,OFCmed_L,Pallidum_L,Thal_PuI_L,Calcarine_L,ACC_sub_L,Thal_PuL_L,Frontal_Med_Orb_L,Vermis_10,Thal_PuA_L,Amygdala_L,Heschl_R,ParaHippocampal_L,SN_pc_R,Cerebellum_8_L,Thal_AV_L,Frontal_Mid_2_L,Cerebellum_3_R,ParaHippocampal_R,Precentral_R,OFCpost_R,Cerebellum_7b_L,Cerebellum_10_L,Temporal_Pole_Sup_R,Cuneus_L,Olfactory_R,Cerebellum_3_L,Frontal_Inf_Oper_L,Parietal_Inf_L,SupraMarginal_R,OFClat_R,Occipital_Mid_L,Frontal_Inf_Oper_R,Cerebellum_9_L,Vermis_1_2,Temporal_Sup_L,Cerebellum_9_R,Caudate_R,Parietal_Inf_R,OFCmed_R
Vermis_7,1.0,0.34409375433519895,-0.4793730105879217,-0.24895551688064782,0.33209089205280035,-0.0853083129656309,-0.026252610314855877,-0.5458747836891962,-0.476479446532056,-0.07285691041264522,0.14758968768032607,-0.3226354189056028,0.07707903214779452,0.7071972401917416,0.2040227985934273,0.5070181584599115,-0.41237342338876637,-0.4665707828669557,-0.1279190107575707,-0.13901109469880474,0.4883486942162353,0.8124517488288755,0.7233835087805744,-0.07734658127853962,-0.12537317674140794,0.615558989549394,0.15048251157126738,0.04345049957692925,0.05634072994421608,0.6529764128939607,-0.09267740209385754,0.24125314145143142,0.6903375139845955,-0.2760301759318723,-0.34255897606127045,0.5367290546356386,-0.36617834738684124,0.29060703250540787,-0.15829587718774613,-0.432249062517937,0.012429837501252516,0.05784691865588961,-0.35390027189050566,0.7517124045043344,0.8034905664210827,0.5033826405602043,0.2274031084974777,0.42273234559932993,0.06092174812491322,-0.1820051960825236,-0.2471962898505026,-0.430244973548658,0.16762060802054982,-0.4325488098304562,-0.0787756904588674,-0.40779249252651256,-0.12459365927177267,0.47510853761092214,-0.36492788433126033,0.060822128757919994,-0.3385914730192264,-0.05155276932240316,0.6798100056019074,0.7906474394286933,0.7596836530153908,0.2588609266094244,-0.13712278936325703,0.5059214404612167,-0.45556303854222924,0.16864519717549759,-0.3247751340460219,-0.2590824804258153,-0.19488599865417663,-0.021615463018211187,-0.49932318949560744,-0.0008242488145932114,-0.2950240876376942,-0.32838918954914675,-0.103349669311518,0.7380444103999819,-0.1749084663096117,0.36435453146816543,-0.1946830588900526,-0.08144702579162809,-0.3300875315620111,-0.005203908309996349,-0.05372406068876171,0.34523116985243196,0.7070030271775486,0.06524467367102947,-0.4030831604173073,0.20126085855916417,0.2946826073127437,-0.30930190480208913,-0.16316237944928283,0.539021853684367,0.35613770228655467,-0.07954810870013328,0.06211356607808,0.8108871619578273,0.17852448966933684,-0.22183977383689,0.3306658018182428,0.6814428446032205,0.19355114637065035,-0.2223508233896982,0.4901559514530672,-0.41480166393583967,-0.10628139177973187,-0.33830942393977165,-0.3427716996192574,-0.40655176610507116,-0.4144760166129928,-0.36932962452580337,-0.03795541003845211,0.2667371385750837,0.5728264931525684,0.016625010388126627,0.09436789058186877,0.6823845123245978,-0.14171705172439128,-0.2699210575294978,0.45238477259251747,0.18640302201663742,0.1348583016606903,-0.0915491068759966,0.5371778529243671,0.5323783347205938,0.47734179165348517,-0.4052024924197138,0.4537769982684212,0.21642957534203433,-0.08996231185303426,0.31738032663373406,0.04994614827847064
Insula_R,0.34409375433519895,1.0,-0.26436598287060475,0.09398324384163963,0.2815087446746555,-0.4234187325464639,0.008682309963127414,-0.3884479034494241,-0.16666345351964695,-0.037992917339068275,0.054749291572053285,-0.2024992136302619,-0.01715770916333253,0.36364967793240377,0.22437801660257303,0.43948178863054344,-0.07043387347257207,-0.02264752066313733,-0.041924216896809884,0.2746932528741117,0.6264802345777981,0.5208591868364656,0.46692818475609466,0.2255550186362968,0.35462882350958763,0.49793978738842537,0.2731275163706956,0.39620373054876584,-0.05256557079294816,0.5526892663140022,0.15933076740102836,0.287963381038734,0.5422432514761111,-0.016564913021102082,0.09221618669501096,-0.06437908594200413,-0.24747994170138646,0.25985392152426084,-0.03988050176098203,-0.14452849458008987,0.4682966844308988,0.2576483718588139,0.00163530814713667,0.6155591889963238,0.5438056328890845,0.7593563844562053,0.06999427764906258,0.9117261284219433,0.4234498419944388,0.24037048559658802,0.4955743944656556,-0.08569095952986784,0.10442669844763554,-0.23575530066816214,0.32396900661238015,-0.19339573452135644,0.05812225290781013,0.27353057485402166,-0.1462371553422836,-0.22609507436769335,0.43285719666370875,0.20395500673325492,0.6325910518237362,0.6342095562623039,0.49726992672290354,0.6568082430009522,0.15584278345286726,0.11296494165945216,-0.3931176903787692,0.2563625898775383,0.2894758195264667,0.02671709739947,-0.016787904564163975,-0.10244534055910279,-0.2726851494116082,0.1144938678446145,0.024975628755583092,0.531005709271322,-0.1504971401115743,0.5220861901904954,0.24237664117593608,0.4066331683996372,-0.00938941707632506,0.23884779770819894,0.022246034194623794,-0.00971129170401406,0.13684687072264884,0.4185361619979003,0.3504170291104898,0.20961375298781798,0.11644460696614965,0.007098495772591447,0.17169849593497238,0.14022363216362832,-0.14167725171809317,0.320912445347631,0.10314789145104927,0.2034747355583478,-0.04364328943805846,0.4434691575786242,0.14644839583140645,-0.12075021534678257,0.07027862746188696,0.5832507523664674,0.1921724474548133,-0.18208068483723627,0.5946025765101207,-0.3594510827285085,0.1337019434668677,-0.17567023480586447,-0.1519030709406198,-0.015387567251937916,-0.2145232942424133,-0.06445987794908359,0.065992285642705,0.44360990709900305,0.3445909899512448,-0.31204029414741397,0.264040067910772,0.43775992223454774,0.30547895873281333,-0.23533718323007063,0.5599387987074254,0.0621418067966932,0.4904671887572099,0.3653169029232917,0.45472506305934574,0.794380161298467,0.4978065882108139,-0.20717810043702453,0.0936324516625643,0.2717974862441258,0.2947247164308496,0.41367802968847195,0.04022458053527852
Thal_MGN_R,-0.4793730105879217,-0.26436598287060475,1.0,0.6470089269865614,-0.05162361003673681,0.5434212732270062,0.425609678300932,0.796060483419001,0.8371167601251923,0.6009295204783728,0.19491035868312642,0.33871262217296655,0.20805552244565223,-0.26699830686486936,0.2717611618717562,-0.3171510947482799,0.3117554016321818,0.8069520143573667,0.5913113703488306,0.5064119618296645,-0.46946753437548816,-0.48241081257064083,-0.46304274800227146,0.5021424780085502,0.11943043709461917,-0.565514842460795,0.20985750789612317,0.13208449103651135,0.41508358919098637,-0.7119030383336228,0.45302010663094094,-0.2938094142836792,-0.5007003460292372,0.5068055218979283,0.6627803444051178,0.06891301099249342,0.6897870457516623,-0.06178607999198111,0.4849611795736814,0.4663139684670545,0.2511768624068071,0.36974696346672997,0.6984642352834554,-0.6644259442034397,-0.5454331452649747,-0.19093955098212623,0.3281843917723954,-0.11554509587311602,-0.10594793306016953,0.6490734395266324,0.31195155424915616,0.7402124864675234,0.47439079482195834,0.7149142088827702,0.1070370293563513,0.5507172517958048,0.5573823772129438,-0.574097167932256,0.5575470894612344,0.04981584822394554,0.3662815295036015,0.5922043343437126,-0.6520199909369649,-0.5315912677323427,-0.7655156351594651,-0.13443818065052668,0.586867129055363,-0.3951418755969781,0.7396820149428776,-0.04150374894042592,0.5592267914710641,0.6838317250200443,0.19691819890769738,0.0683516972633,0.8669839925831259,0.4733015486905855,0.5285624930954596,0.3583714427286103,0.3000008113489939,-0.7154655493442267,0.6129064665471163,-0.34302131579807166,0.601300664866336,0.2625677719548206,0.37637293262057003,0.4560880483795066,0.5107368728844205,-0.5369496707125377,-0.6924935681402319,0.29231423359027314,0.5894963543742502,0.12109969012626431,-0.48324472877697866,0.09610968708816621,0.3580308222627364,-0.47240498142870085,-0.1493788613031525,0.4672501060438541,0.38199244154689777,-0.5580212780700494,-0.018801579958149663,0.20042650701171738,-0.3203872106713753,-0.7378898712101342,0.3614323570125864,0.25598899342438153,-0.22363238905245644,0.8534675375460754,0.28764558253493394,0.4810013804594135,0.659965681580116,0.6690199273344486,0.839881123753067,0.7694972624261942,0.5131738377137065,-0.3203659796312391,-0.3676150918643203,0.04970994284593249,-0.3412936552199624,-0.5319144499258281,-0.009017958977905692,0.6624084085713747,-0.33558217630593484,0.01167609707699475,-0.05302485667012278,-0.29211232283603145,-0.7088125981907472,-0.4117572161687167,-0.6687876631910832,0.6638588395930639,-0.11137678518791923,-0.24702581805240445,0.3319069435154956,-0.042006047353549826,-0.041859315905568975
Thal_VA_L,-0.24895551688064782,0.09398324384163963,0.6470089269865614,1.0,0.11457876637382654,0.4974058071782745,0.6626134404291221,0.5656826074233774,0.7513519290245388,0.6872705142197499,0.33257977140709444,0.3121053146984076,0.28928160855962093,0.0030450300993982277,0.5601972592842228,-0.2216765349726739,0.18861418330451366,0.7297501111399349,0.6885428056122707,0.7558661964095531,-0.14245969925331034,-0.1819597449128276,-0.2559438053762495,0.7588671382505652,0.32409210547979506,-0.4088307799164848,0.5673841059154687,0.38084901682731775,0.5156969680727851,-0.4648666882859302,0.524932474073058,-0.09742631825020003,-0.318078201117376,0.7262892687997881,0.6796668581270818,0.09404426272787642,0.586482639516525,0.24811449030764174,0.5895647659697542,0.26799992540301376,0.5181147332032386,0.6793838472398799,0.7865463084606129,-0.270654158055589,-0.2631273304212857,0.07928686588761175,0.47006079920824784,0.22384382936650185,0.09540692227982178,0.712984135573273,0.5674552592359255,0.74617479013327,0.5822909796940283,0.6318040446729231,0.4579533181877054,0.6578919458023894,0.6493427784568641,-0.4289989636751389,0.4826141970592814,0.07478876355721745,0.579237080390452,0.7065904312686728,-0.21226421595573072,-0.12942105955889144,-0.47819191806240297,0.1039551862198236,0.8196448238593436,-0.1856298753951691,0.595003951467915,0.2628482728973851,0.7304495707428091,0.7558725083208381,0.3531419416816324,0.0245977169802169,0.7675525306876784,0.7200417750828204,0.7232713500905192,0.4965644945305982,0.2835531040559072,-0.4513588009263417,0.8169134508622978,-0.09314249517235623,0.7302676291248921,0.3770364691131659,0.29184636331157404,0.43337973486984194,0.5334226393775102,-0.37685801422848314,-0.46604177015524906,0.4453751327143084,0.7176346993652226,0.10230102095563116,-0.30647616316484655,0.29702668414545924,0.32774127250689533,-0.38721527858510923,-0.15423152282330743,0.5734955253016127,0.5688902940057343,-0.2703248974580166,0.14822929989436615,0.23202400707927393,-0.22980585943952248,-0.4193504285048691,0.626062965632334,0.10247990049371412,-0.031649868824865444,0.7186511487859918,0.38768538030330274,0.4827840688015304,0.7067859907562312,0.8075404662815171,0.7432081667967038,0.795303697731878,0.7084366501233701,-0.17555697716065014,-0.18819673002635565,0.009695049978214453,-0.06789713380076084,-0.22293440125216477,0.019034618845673635,0.5784206429159224,0.13515049650401198,0.21047629391703793,0.275397865384784,-0.05198145701126191,-0.503161995628827,0.06521695224514906,-0.37807659848686015,0.7611495222009184,0.12598085205764187,0.07831444807425961,0.45783060336915893,0.19495000092178288,-0.030986391200274976
Thal_LP_L,0.33209089205280035,0.2815087446746555,-0.05162361003673681,0.11457876637382654,1.0,0.20466509020362397,0.5182963287496412,-0.08789649849289376,0.004018628207520423,0.4060081332076114,0.46121343414214117,0.11028111804266193,0.1810038175125171,0.22761884633203736,0.6856475844718478,0.31015292642513476,0.09636439038766165,-0.05673608890808756,0.40722601310030787,0.3874665631367127,0.10285880346904884,0.4115729698147571,0.30045108921816394,0.4781573304182307,0.19415504074658377,0.33198372058634595,0.540128853570165,0.6059523401564335,0.4166790997012517,0.315223489538123,0.2219970223543508,0.23906667868543802,0.3077513899790747,0.31681707910887347,0.0838619464047546,0.08902899466815135,0.24807449916163046,0.4942194154585375,0.18020920580993527,-0.10395101918247686,0.5296508541732179,0.4627227956068564,0.251865635674077,0.27454189367637716,0.43397267132946193,0.31434891464954756,0.5425987506181479,0.2897677071134381,0.2617117497472461,0.26631997834194304,0.018916706297914244,-0.049949756973799705,0.2301302437302302,0.13543121910337808,0.07156135813377092,0.06710935044321376,0.5853684213613871,0.1889030090922699,0.11436288816491945,0.29450887298730355,0.019150247946202195,0.500345953553704,0.4316806360118304,0.4961757012219046,0.33093214775218893,0.1330123939516256,0.2642459820572489,0.4816343436784262,-0.11795469139047764,0.08395176771805275,0.08670942859700076,0.28921262038510753,0.13149914251156214,0.29487985809946654,-0.0017761276898968694,0.5355602157187358,0.3665179542931402,-0.14877097315968388,-0.1593612246128754,0.3038069034274584,0.32013910888661024,0.10303028697720414,0.396505332913607,0.016018319770432943,0.1280342407434013,0.45058400031526363,-0.03510520009957853,0.09005787672904803,0.47867380779535507,0.39331457483577775,0.08332022378935189,0.08867149073541662,-0.07415458628723104,-0.18854303237240017,0.19826436078953125,0.2122420428127446,0.04343537227426465,0.3463513028669333,0.42549422389293495,0.41020933986280955,0.20009125148361578,0.21912481654668647,0.31742988309108133,0.2793277377533715,0.3897505774504895,-0.03625415670835098,0.35698558623772686,0.08296777666419526,0.1584262835627139,0.14491556624656798,0.020912353781561407,0.20578766910219184,0.10190151704907006,0.029586896406696633,0.4248018280725944,0.32255759937882456,0.29293290727526644,-0.05366315890027267,0.12888309943676066,0.3353139294416737,-0.04484801100411335,0.37062314230649107,0.5454237908463629,0.5441414729826335,0.2003427417622366,-0.2896059231819897,0.33788535548103527,0.4558255151973736,0.22103809824011597,0.14428366068778403,0.5084000746615417,-0.011113581075095384,0.5021724859230612,0.17028623662456413,0.20384801139998263
Cerebellum_8_R,-0.0853083129656309,-0.4234187325464639,0.5434212732270062,0.4974058071782745,0.20466509020362397,1.0,0.6156864227969565,0.6195879071993021,0.6235165382310873,0.5638114718869276,0.39076435869501003,0.30516941939743936,0.3051270030836078,0.11024125929282803,0.37366291859057826,-0.16057937705775438,0.1394524066891084,0.4756391243323029,0.6403300231063451,0.5777670624747331,-0.3589189813234654,-0.27266359727350703,-0.21632258077892116,0.5838739470925576,0.15483050392885087,-0.38032986839612004,0.36081669451777754,0.14520641770687556,0.48722612722006703,-0.4179146285074746,0.38641233715550477,-0.11565997260750646,-0.318577979774229,0.6146614558340285,0.47000697165278943,0.3220875551559716,0.6550152452909871,0.06968271698180088,0.6539884674088862,0.2650986311160954,0.16939608740115972,0.4004321815456778,0.6561395332550747,-0.34645949182330754,-0.37519006462018795,-0.3145362234632607,0.46790493369325453,-0.2661753376227389,-0.07521529124436542,0.3414003647878969,0.14060270928181637,0.5459546092796752,0.5786183738004878,0.6287351082898935,-0.014733946887824114,0.5573878892787909,0.5755887938422181,-0.4406855891535927,0.5551170867274767,0.2515570381601255,0.14606712153097712,0.4263850949009901,-0.2853837020689136,-0.30076647723240413,-0.48109168506878636,-0.4490021450918049,0.4859622533958552,-0.07926395200063924,0.7000205930196762,0.16246658815228832,0.4002066459688335,0.586341202100694,0.2369299320591593,0.2632321081821389,0.6383818856703634,0.6065363108430074,0.6494942571922319,0.005315931119498533,0.440227136573678,-0.4227613427489125,0.46030037584117434,-0.20173378434670333,0.6880641169139171,0.16458442009169255,0.25285957147230986,0.37255970919221165,0.3433713089664856,-0.6484832550659386,-0.3374418431156526,0.2562904798486138,0.5194046501055971,0.1472172948007652,-0.3880754984373963,0.05034170738550319,0.5490913943377144,-0.3003243760673224,-0.06140235547612804,0.32903067893159954,0.45958810478497797,-0.3365474322704844,0.07829797296634583,0.2918427829801775,-0.14205472204174907,-0.600278831195473,0.356153327543913,0.16019117751796888,-0.3869796673759772,0.7256540696266119,0.22873907301600152,0.6798566951158993,0.5073681003579512,0.6560862672919595,0.6923918391096979,0.5475906169245062,0.6336701640088298,-0.28670523478601845,-0.03428727361319097,0.30842742450806787,-0.1432749724652239,-0.2907702056249075,-0.08798482039985482,0.6523317551323062,-0.05230054655592842,0.3415034538222489,0.14049466503300712,-0.29732903649606174,-0.49747860629445345,-0.2560927836809495,-0.5538706565485925,0.6927289589981181,0.132238122733934,0.002035476303385274,0.2680112921845086,0.1665426855918665,0.11684549720529172
Postcentral_L,-0.026252610314855877,0.008682309963127414,0.425609678300932,0.6626134404291221,0.5182963287496412,0.6156864227969565,1.0,0.4470112710916703,0.5104190290684985,0.8552496881723974,0.7679618018972765,0.4820381489435104,0.40734436148551234,0.08996479525037865,0.8236067664384109,-0.07740272982822922,0.061495428695010505,0.3755851475149467,0.8894191233946578,0.8133430893878829,-0.15652370592728482,0.0997837465642614,-0.0809477313311645,0.8735089335424179,0.19741177804010115,-0.25821033049979636,0.7622547517373702,0.5065668400194777,0.6609882793614469,-0.1646700180259872,0.38066876887921847,-0.04367940234096505,-0.14732802885355384,0.8653540585900293,0.47778969475490934,0.1507221968785053,0.6298335016690646,0.5692662542477267,0.5991015004064163,0.24688929989263586,0.4554559609631474,0.8344872804876987,0.782527843496634,-0.1397806913362377,0.00375585029205369,-0.017527422017896636,0.8184737480858196,0.0715304803194648,0.1476712196152795,0.4964094208044723,0.2401525106665419,0.4600220354211985,0.49877026842249766,0.584670692444878,0.15480699577674722,0.6865798133459027,0.7584399506276688,-0.16392128309274373,0.42000592635658096,0.47421972066797224,0.24270062232860315,0.7301016468371467,0.10316425952268207,0.13258524592328078,-0.1895586990941716,-0.006246834387537416,0.6903957281930895,0.28225420566848075,0.48294722922203764,0.305270655420026,0.44851366914649643,0.7972196868818496,0.3576183531783039,0.22668265964625756,0.5519395702806688,0.9278524407882773,0.8695823045411867,0.07605736847039704,0.244156055756823,-0.2473585069129807,0.673227342099226,-0.09273452355001645,0.8327923415529783,0.330441117308501,0.12792905100525623,0.6067773721458144,0.30872768461731376,-0.2720290521429014,0.0035321962419736955,0.5119458528123803,0.5167678569169544,0.1434342275001722,-0.16530963270099747,0.020721492989007696,0.4973595497793123,-0.2420063981680948,-0.14546059030186784,0.5604276115038785,0.7778394784383041,0.036480116891601175,0.12317571439192164,0.39097708900313677,0.03237216889948871,-0.25096680467667987,0.6254772575135222,0.09826673583248904,0.06451983332095614,0.6644474030864735,0.29724920827483176,0.464065872788202,0.5389843455075064,0.7651871387883766,0.6701802150584405,0.6522993908825602,0.8690723633360393,-0.010063094222625824,0.04735424751141669,0.18221835999481045,-0.08536837038168238,0.17023904444073729,-0.18625610862924014,0.7948829985409518,0.39522937687766646,0.7460859856394209,0.21155708325557843,-0.3566070344405426,-0.13968520508726964,0.18887706258221457,-0.17121645718260395,0.740599886800693,0.528123044991671,0.11937831896538269,0.6368601342260037,0.1109231583106376,0.12439062870468356
OFCant_R,-0.5458747836891962,-0.3884479034494241,0.796060483419001,0.5656826074233774,-0.08789649849289376,0.6195879071993021,0.4470112710916703,1.0,0.8712870398551087,0.5731660520213114,0.3068947219125157,0.49564252402072273,0.2659752695310411,-0.3460822017747609,0.16673710867072722,-0.36155548403697896,0.37225094757056437,0.7870017599946394,0.6124314240213569,0.5536964458555309,-0.5556826131697663,-0.5996157833179926,-0.5265036554305181,0.4751978023681462,0.15017466090847956,-0.6613671716632598,0.17561030931364735,0.09008057313820995,0.3432798282290774,-0.6669055723308722,0.47401257799997026,-0.34729677716497004,-0.6236925609850943,0.5634290771778961,0.6924489348476583,0.04190694417704793,0.7699914659710659,-0.21987728066605583,0.6190891428206332,0.6273980140702947,0.11613463022579008,0.26463381132157615,0.7375994621025806,-0.6695703310803734,-0.7044292765902632,-0.3885883668558961,0.32107082914561663,-0.30701704767765337,-0.17417350023386516,0.4952497018158089,0.3320247580144318,0.7893774655632174,0.3771489884242201,0.8496759405743247,0.03711323789469159,0.6355925355698179,0.47764410025375265,-0.6259802763378728,0.75381537427828,0.027891145978215178,0.33367091034088264,0.447265577676924,-0.6580242431180235,-0.5847976412833619,-0.8311411349251081,-0.3508048137165789,0.5132320265869541,-0.34270408739149555,0.8781036852448885,0.005267460043486031,0.5078272756724859,0.6245830285343529,0.3041747423640228,0.14612325179498156,0.8330322632163912,0.39442841566817094,0.6306386012015754,0.37238376957747443,0.34186785590619634,-0.8004411043347498,0.4792582253402085,-0.5128779652090624,0.6370596219857361,0.3001375919569704,0.31201308197553224,0.40974747766588693,0.3287256845558737,-0.6579047282601912,-0.6436506097685567,0.20443459166799477,0.6927549846272592,0.07071493053501146,-0.46517441880782373,0.11960626808159319,0.6139168227168663,-0.5476413749000516,-0.16331310948386657,0.41338395143695417,0.27062245452102107,-0.6878199352623618,-0.061434706549632755,0.25268042805137214,-0.37045009921124183,-0.8615954740310158,0.1928252458820511,0.2599732435469094,-0.42656238447680284,0.8613878037398492,0.35643703569192053,0.5942317209885856,0.6037446801812929,0.7393793764627593,0.850859165267282,0.7349311220632883,0.5001113927065394,-0.24449301637983686,-0.2718967768395682,0.11983511147969089,-0.19318023976334583,-0.5795995647233273,0.04686788924376856,0.6306524700853696,-0.3266767447594679,0.16563407126281837,0.03747025043042177,-0.26359185933408846,-0.6534686776088484,-0.558313207658287,-0.7098970743739828,0.6624447288991016,-0.13172027762698604,-0.20482013432567,0.2891557713406527,0.020734837759013754,0.045670484353992694
Red_N_L,-0.476479446532056,-0.16666345351964695,0.8371167601251923,0.7513519290245388,0.004018628207520423,0.6235165382310873,0.5104190290684985,0.8712870398551087,1.0,0.6876365022762517,0.26976157247496596,0.3966831787917955,0.28957357639235815,-0.26302445118453704,0.3272301549729756,-0.30756694052230804,0.45465594604728676,0.9524102274454935,0.6726145317977943,0.6839785805497127,-0.44171124462956207,-0.5057721844150886,-0.4802829001320925,0.6092400912627222,0.260971425631316,-0.6004212197866083,0.34643449161476325,0.29648244220512365,0.4604102720810085,-0.6810765713754965,0.6323595087932972,-0.2834699864276946,-0.5631944942835262,0.6090519399747248,0.84083084045621,-0.008318057030186884,0.7794725097139349,-0.1448393791887729,0.6387383227243522,0.6007993848646944,0.32648316667673055,0.4007163096996301,0.8072954481696859,-0.5735217416745177,-0.5760096126815445,-0.15584573026855433,0.3715045371940249,-0.05246414346049362,-0.08446405726211902,0.7092120949782627,0.5065190005768703,0.9180715808360455,0.5527100980480036,0.8417850779723224,0.24183997902069682,0.6767487061967733,0.6368601328165341,-0.6751263283053608,0.7283154775493244,-0.03686043013943986,0.5253441835211594,0.6553319686445424,-0.5960032852720486,-0.4725694001087091,-0.805608102244788,-0.15500972305205382,0.7322716417518096,-0.362707924192311,0.8375313564309304,0.06317024409348561,0.6706510873037353,0.7378161852404113,0.39134113130012027,0.10778601331561827,0.9270415576520928,0.5276230969972011,0.6874506965102108,0.5245293874613842,0.34881092487858356,-0.749900738886811,0.702415835854661,-0.41191630950430924,0.734984033098952,0.3540773800599643,0.4041828547676693,0.45805895353140985,0.4859095565061962,-0.623902479552074,-0.692409702334107,0.38187613490753564,0.8003510939066832,0.0825368872474999,-0.5337599156331153,0.23863691229679992,0.5098035797954446,-0.47586561793044424,-0.13272794577829647,0.6057238931323176,0.39466952909469893,-0.5923269221060953,-0.021307844283983562,0.214673546312903,-0.3403000874796566,-0.7668380233566272,0.3813644048588032,0.22495924324655525,-0.25788983357491274,0.9069229989884746,0.43721944034947924,0.5929776030126747,0.7200030713873651,0.8176960094356671,0.9142031235046884,0.8453430493970457,0.5916903108081814,-0.2667583029797635,-0.32622895152135917,0.04268336992376363,-0.15316301318746842,-0.5659951152231233,0.14204089142364706,0.6290548476922723,-0.1960203609074237,0.0833023068344778,0.10862858000337396,-0.23098059780676172,-0.7079744906086695,-0.36081835822491004,-0.6895886142276152,0.7456147101980322,-0.0728385775769149,-0.1486853670497305,0.39215199874134415,0.12378266305887742,0.029547956716167497
Hippocampus_L,-0.07285691041264522,-0.037992917339068275,0.6009295204783728,0.6872705142197499,0.4060081332076114,0.5638114718869276,0.8552496881723974,0.5731660520213114,0.6876365022762517,1.0,0.605183092457561,0.4241031490888468,0.39047527666432674,-0.10280466487484813,0.7887631722788262,-0.1663641457872005,0.13765002778559673,0.6029051413305093,0.7948342302028414,0.7234823846862334,-0.25591861253951964,0.025661564971993605,-0.27178792466401613,0.7436858749821315,0.09953797080480034,-0.3863435911460774,0.7371811937586973,0.5385973254037685,0.7471001499209495,-0.37565851226136815,0.5018477650173688,-0.1842665716578503,-0.28301288460038393,0.6915127778570346,0.618041176258661,0.0982245178527466,0.6900815204262036,0.33804859695793094,0.4540474181616152,0.401354158129204,0.3837699359686344,0.7172218446579423,0.7282635480980522,-0.32392411999079646,-0.05148114514185293,0.0989502983356326,0.7843013162874698,0.06427189195089242,-0.08312187311787954,0.6742238899405053,0.2567200451051914,0.6196418284466263,0.49866186004619256,0.6813589462614814,0.188370275806298,0.6480500163068732,0.7744127371635816,-0.26735574922956495,0.4437394243579548,0.40949309254340144,0.22535085808894384,0.8503119339445098,-0.16703306883393937,0.016787752315094547,-0.32553155500668046,0.0017565489140887122,0.7490119701456072,0.2430097100029467,0.5488531692737675,0.21696755429138093,0.37914754595640127,0.8265865753516791,0.4084924717421595,0.17608641400394634,0.6893843191748802,0.7743699884142018,0.7638615076537291,0.1367012486853398,0.24706210822730484,-0.4147885738546537,0.6954552856073798,-0.2872841648052332,0.7865570619083637,0.3087766073608401,0.08362729914134227,0.715567809362339,0.3235972636438192,-0.3225772171826646,-0.145247940810516,0.5312727748159479,0.5630536179944262,0.14990761479856557,-0.27309622767257147,0.023302510181621452,0.3870904578153573,-0.3037297365228099,-0.10763124023158113,0.6930266422242992,0.7873707019087649,-0.02727424136480541,0.03456084767627901,0.24791730178976518,0.012023479861749295,-0.3501933106924023,0.6236390871257629,0.11911030778608277,0.1350326072803386,0.7796678197523235,0.4251276266272044,0.40303810191303974,0.6309919241058607,0.6962749031114656,0.7606841102763983,0.7457852466977324,0.7122411638172196,-0.04599416383655445,-0.1621006568436471,0.13739180200194545,-0.18843916831800583,-0.04048014588452786,-0.14396435564486093,0.7832155762032841,0.21013673446399014,0.5242071840292845,-0.029812104390477667,-0.519060390772421,-0.3225712377209796,-0.016414655392147683,-0.2976377263926572,0.6694579003248642,0.5415103346493902,0.031050912767435268,0.5794191467915679,-0.016793351765850048,0.12613040951129684
