,Temporal_Pole_Mid_R,Thal_MGN_R,Supp_Motor_Area_R,Precentral_R,Parietal_Sup_L,Cerebellum_7b_L,Rolandic_Oper_R,Cingulate_Mid_L,Paracentral_Lobule_R,Thal_PuL_R,Angular_R,Cerebellum_9_R,Thal_VPL_R,Cerebellum_9_L,Occipital_Inf_L,ACC_sub_L,Temporal_Sup_R,Hippocampus_R,Thal_PuI_L,Frontal_Inf_Orb_2_R,OFCpost_R,Temporal_Inf_R,SN_pr_L,Cerebellum_7b_R,N_Acc_R,Heschl_R,OFClat_R,Postcentral_L,Thal_VL_R,VTA_L,Occipital_Sup_L,Insula_R,Frontal_Mid_2_R,Frontal_Mid_2_L,Thal_VA_R,Paracentral_Lobule_L,Frontal_Inf_Tri_L,SN_pc_R,Precentral_L,Cerebellum_Crus2_L,Thal_MGN_L,Hippocampus_L,Rectus_R,Cerebellum_Crus1_R,Thal_MDm_R,Frontal_Med_Orb_R,Temporal_Mid_L,Lingual_R,Insula_L,Vermis_4_5,Temporal_Pole_Sup_L,Calcarine_L,Fusiform_L,Vermis_10,Putamen_R,Cuneus_L,Vermis_8,Cerebellum_3_L,Supp_Motor_Area_L,Thal_LGN_L,Heschl_L,Cerebellum_6_L,Cerebellum_8_R,Temporal_Mid_R,Vermis_9,SN_pc_L,Frontal_Med_Orb_L,SupraMarginal_R,Raphe_D,Frontal_Inf_Oper_L,Vermis_1_2,Temporal_Inf_L,Parietal_Inf_R,OFCpost_L,Thal_PuA_L,OFCmed_R,OFCmed_L,Calcarine_R,Occipital_Mid_R,Cuneus_R,OFCant_R,Cingulate_Mid_R,Thal_IL_R,Thal_PuL_L,OFCant_L,Amygdala_R,Cingulate_Post_R,Cingulate_Post_L,Thal_AV_L,OFClat_L
Temporal_Pole_Mid_R,1.0,-0.04150374894042592,0.20509417285940046,0.25996480527044513,0.1473511311694497,0.14459056515992474,0.11951265718372547,0.30320884301469986,0.1712261813665353,0.23932232958793942,0.10506219648847294,0.5603548974943353,0.08335624094613026,0.29954474936609665,0.21364422663493463,0.27071277509982383,0.06357865863558831,0.08011017579117893,0.2651039767310434,0.19486976308884002,0.40382773312043757,0.27118727451617314,0.19231010558560255,0.19358818529625163,0.18081614559310744,0.09945928626546871,0.07442387634058902,0.305270655420026,0.09008648726699628,0.2021741187947359,0.1995925415159942,0.2563625898775383,0.21062343623786423,0.20549858093102472,0.1607666383774894,0.23354701288826618,0.1976480145201295,0.20229939220266782,0.3012737212529557,0.05510270130144213,0.15586529546850858,0.21696755429138093,0.019978850490460165,0.18491474326531385,0.16381501265383402,0.019256589034324423,0.1338744239576996,0.26272588900252697,0.3513794140742676,0.3080490901863066,0.18305886912277705,0.1688833054032781,0.055284753660868824,0.13915547622198346,0.2867502425050381,0.28773968348310147,0.1839171809170732,0.14451657034133109,0.239882902458855,0.16125519569363095,0.16859207881951419,0.26187151830872596,0.16246658815228832,0.050715765677623696,0.12409115828311555,0.19361435857103043,-0.03178297115959324,0.32628761296834696,0.20866530818965823,0.3945026254602014,0.18073890845140586,0.1680534186052084,0.26287251147209995,0.18043618158544236,0.25562515377010403,0.2438749830590988,-0.03940109350833359,0.1604102277799837,-0.05627907208195447,0.2118577530668974,0.005267460043486031,0.37055601154469825,0.15055563501932331,0.003841180222102724,-0.08219047860636657,0.17038162071542368,0.2744173004049552,0.272157873641813,0.22374295323603183,0.24250157282309956
Thal_MGN_R,-0.04150374894042592,1.0,0.5365507849889407,0.5131738377137065,0.3580308222627364,-0.3676150918643203,0.062021030663197724,0.4458340322789797,0.5913113703488306,-0.06178607999198111,-0.5007003460292372,-0.24702581805240445,0.6129064665471163,-0.6687876631910832,0.5575470894612344,-0.018801579958149663,-0.13443818065052668,0.7785083750933894,0.38199244154689777,0.3583714427286103,-0.3203659796312391,-0.48324472877697866,0.7402124864675234,-0.7154655493442267,-0.46946753437548816,-0.22363238905245644,-0.29211232283603145,0.425609678300932,0.2511768624068071,0.7149142088827702,-0.7119030383336228,-0.26436598287060475,0.6984642352834554,0.6690199273344486,0.6490734395266324,0.4459880441699933,0.601300664866336,0.28764558253493394,0.4733015486905855,-0.46304274800227146,0.21562811842166948,0.6009295204783728,0.4663139684670545,-0.15622854570860498,0.5922043343437126,-0.47240498142870085,-0.3951418755969781,-0.5318101112709649,0.20985750789612317,-0.6520199909369649,0.45302010663094094,-0.5580212780700494,0.7396820149428776,-0.7378898712101342,-0.11554509587311602,-0.5319144499258281,0.04981584822394554,0.6624084085713747,0.5535404845522812,0.6027227880215701,0.41508358919098637,-0.48241081257064083,0.5434212732270062,-0.5369496707125377,-0.04020361774067117,0.6627803444051178,-0.3203872106713753,-0.05302485667012278,0.5107368728844205,-0.33558217630593484,0.6638588395930639,0.20805552244565223,-0.042006047353549826,0.09610968708816621,0.3614323570125864,-0.041859315905568975,-0.1493788613031525,-0.5454331452649747,-0.19342692515067067,-0.6644259442034397,0.796060483419001,0.5021424780085502,0.586867129055363,0.20042650701171738,0.12109969012626431,-0.574097167932256,0.23681799140672302,0.3944889764583846,0.659965681580116,-0.10594793306016953
Supp_Motor_Area_R,0.20509417285940046,0.5365507849889407,1.0,0.917074690381989,0.5899768274851888,0.06624447578201063,0.04203385892160704,0.7600101807586684,0.8754078936470893,0.49326114380306063,-0.27841689245884815,0.04523532432548675,0.6735241155525439,-0.39579319065625035,0.4910015527671473,0.1458014921248615,-0.10251485788022077,0.749244217584551,0.5588718485454155,0.17355245233744235,-0.1979282564174574,-0.2798258450694651,0.4741381613081927,-0.3886541312557537,-0.34090673209353267,-0.2241300375707344,-0.19065936459936322,0.8094235430112182,0.42196445442153296,0.6271653839318467,-0.29369184441801094,-0.14688589141288136,0.8577078068956876,0.8219501058342468,0.38658216603167966,0.8321900755014625,0.7751332893207837,0.13693942173823578,0.8690637491169007,-0.1102863743336285,0.3045656903601476,0.6179226895081572,0.2513946530374673,0.06383340229607537,0.5067806102507558,-0.30961125535269296,-0.12984172365840094,0.05748318355417521,0.39431927859355076,-0.06365191498194421,0.19773647687960816,-0.3048905323839638,0.6353596426806993,-0.48017862259570426,-0.07532821543940928,-0.06946463937828426,0.35479974649481694,0.8304022657269087,0.9352397461442182,0.3510751424363728,0.3614590851476566,-0.2126122159250148,0.6767501406934301,-0.4271750682566735,0.19210753950848544,0.44205612682078865,-0.06298407344932168,0.33934414838505794,0.37926691782436106,0.024871770173970183,0.8503388856575202,0.3583716750300429,0.1915348028013752,0.0485520394328503,0.44525186152812357,0.08691844145125965,-0.16761501669944776,-0.30683935682765634,0.08693745563876387,-0.28074009131733485,0.5557848327732339,0.8553215752041378,0.6121810896257427,0.45558840753712043,0.15807092056250974,-0.34699632710534223,0.7688514053898944,0.8090201340961473,0.5720877450299745,0.262281622287459
Precentral_R,0.25996480527044513,0.5131738377137065,0.917074690381989,1.0,0.6141496778980314,0.16281303219757587,0.2753354833646139,0.8724065828963024,0.942459081112323,0.552338883187301,-0.10842577813035098,0.010004017268359507,0.7842531724756242,-0.3582119519163079,0.5179078770011981,0.1588397785493365,0.05480280067162731,0.6945902258465989,0.6386045929230894,0.27510153774693685,-0.11251880365061824,-0.3248798115827828,0.49753299734939865,-0.28161384627629377,-0.18905811960644475,-0.05644846848973474,-0.20986329514125163,0.8690723633360393,0.5355531540333851,0.6206476942568228,-0.17340528334358948,0.065992285642705,0.886484247131655,0.8362994743525963,0.5075686407394493,0.9270203214801696,0.84487614496884,0.20751344253089074,0.9282550432247457,0.04249000482244703,0.3908281778767893,0.7122411638172196,0.24280973951153847,0.11352762223559931,0.6380313944178673,-0.21307651195715316,-0.07292951532362996,0.22957454210535394,0.5072883344151814,0.0696569348120973,0.3278506242175973,-0.1338719102617729,0.5815837769210075,-0.36254221854199714,0.15081776391990567,0.0804315070280879,0.2649438803994076,0.8018403780738126,0.9130868871365277,0.4829932509755401,0.45268539610683406,-0.03671861267529882,0.6336701640088298,-0.4003450147150806,0.08876490388948943,0.5178190173732106,-0.06199602861069989,0.45716910082274415,0.45381059965342535,0.1782383927315913,0.8104285199405187,0.3756473829713162,0.3763603289645988,0.049891290800559,0.5917132918063857,0.0916426060986741,-0.10709805347767544,-0.12350410805977959,0.07444135434519493,-0.08962295555944141,0.5001113927065394,0.931077739166558,0.7158178551067326,0.3747491306370187,0.15836566694689738,-0.30582341748044717,0.8227913274082294,0.8699287393168723,0.598017674326671,0.2847031323335639
Parietal_Sup_L,0.1473511311694497,0.3580308222627364,0.5899768274851888,0.6141496778980314,1.0,0.25813435835582976,-0.0757166839572186,0.5463402496185235,0.6679359713990126,-0.0114812958540882,-0.22258885531164765,-0.12517764359886538,0.32353771627671907,-0.4971167568403525,0.7560030132038218,-0.012223079416069425,-0.286326156887795,0.5989792707875363,0.20716916598876578,0.31327764229903504,0.030958699236547645,-0.2787697145770244,0.44248861266217343,-0.3499864092405387,-0.3475555086351688,-0.3120755153115381,-0.1102196846068952,0.4973595497793123,0.13636538949273608,0.67229009879729,-0.0180514649410819,-0.14167725171809317,0.6778845864537176,0.6334608111714547,0.15934360404586204,0.5696395383340458,0.5796762189577388,0.21280633771613774,0.39742245932106296,-0.06345019238678776,0.07547705008939182,0.3870904578153573,0.536427774538818,0.18002609481748597,0.22259961610643916,-0.16966806148010077,-0.14658929290359923,0.06894341719246426,0.09877885663597391,-0.053088812213421294,0.3295156803015196,-0.36926420392577847,0.7094559517431412,-0.5548436679145924,-0.10976739062723827,-0.056420043776913564,-0.020764975407714565,0.5351198496682813,0.5276645776881984,0.06370819868746587,0.0054901640536395855,-0.27676029126219864,0.5490913943377144,-0.5478390005941199,0.3082905049098186,0.42788045021567855,-0.21222342558343038,0.4797274517742143,0.08859402516545749,-0.09198894759992693,0.49486032822448767,0.289472083686006,0.5055711810571424,0.1034142459353377,0.11232940946690015,0.16312843518245873,-0.13539364902319379,-0.3689681746490495,-0.08893493246302665,-0.08030463943713154,0.6139168227168663,0.544927443855859,0.3621028463398026,0.3209503997700247,0.04688921829701173,-0.31876706608014654,0.4498104871060549,0.5641238292348846,0.2775765653808723,0.10533485138261707
Cerebellum_7b_L,0.14459056515992474,-0.3676150918643203,0.06624447578201063,0.16281303219757587,0.25813435835582976,1.0,0.2550527133199402,0.04295292524707351,0.03045729827641608,0.23815985741646903,0.5043573376319065,0.12428948026374204,-0.1018073306744015,0.2905103798652448,-0.02650870715825695,0.20991648695547147,0.1022008745126174,-0.27488340041932907,-0.1107969530993794,-0.040561027131392334,0.2725250516908514,0.2083673767895218,-0.27226894011062275,0.5783660620663106,0.3633771540248369,0.20168529919795788,0.09789901866529573,0.04735424751141669,0.09506084000548641,-0.20926070738731645,0.6175655692476253,0.3445909899512448,-0.04194129686046033,-0.1037027372958182,-0.2502857748801114,0.13486466843318487,-0.025956396392030335,-0.13541179104785595,0.05856879503710986,0.7955279031245368,-0.003947687353405747,-0.1621006568436471,-0.15440055391473156,0.48149910022864606,-0.15394742795131347,0.27553174343090236,0.25551019827059535,0.6291004408359204,-0.03412188846059406,0.6438416919713462,-0.10764901740536093,0.35968106178240883,-0.14147376279732887,0.36943236853356465,0.2898434637897038,0.44777635392370846,0.003590458947502731,-0.15547479943658504,0.01822833270466315,-0.2519434463873128,-0.25412850810524445,0.5219195623676381,-0.03428727361319097,0.1759134710494726,0.3586617107372208,-0.20239782447427634,0.12105831613096303,0.41236221041339843,-0.03161317283160747,0.30343357387978376,-0.24287260590827695,0.06329397073045435,0.4269723797283309,-0.20389795770396837,-0.09649043705263587,-0.05517692442899988,0.13513946628020324,0.38482248321352797,0.31709718599848724,0.5991908503180671,-0.2718967768395682,0.09610075872111462,-0.1938763383114904,0.2098597233991508,0.18818794305996508,0.3561724261511231,0.2139213134342635,0.07755609292872913,-0.30621346298912866,0.19307625008161802
Rolandic_Oper_R,0.11951265718372547,0.062021030663197724,0.04203385892160704,0.2753354833646139,-0.0757166839572186,0.2550527133199402,1.0,0.30905486661960946,0.20986954236001262,0.37666978525406103,0.5381854803000502,0.1524510494787473,0.4663179445987657,0.20345208382197946,-0.17188023388068147,0.18394895396502992,0.7846360235698309,-0.1390416175705632,0.2965088586488371,0.3178141503583259,0.1707140265991243,0.08716435865742643,0.0411758412758427,0.34330032054284476,0.4065491156222401,0.7530907867602845,-0.019860356191045044,0.16817156650390128,0.47278640631835406,-0.10373896008781824,0.3354875505441713,0.7208527001726655,0.10564573951195541,0.03604510985813219,0.4222366003679201,0.2910524074602734,0.06287901139134794,0.004086365784185013,0.29288059882098233,0.45585592609967956,0.38819014012769176,0.23850256959173427,-0.15332147812060581,0.010467064997824745,0.44014630853648573,0.29688022182182516,0.15763813662028864,0.41051456941666725,0.27953528848790143,0.39061115395999685,0.18015228342936893,0.5232334667473906,-0.2125196640533789,0.4310735717169434,0.8108515539106161,0.37844716809097134,-0.10633944097450353,0.017649525323979964,0.06490260819056533,0.366016397059001,0.16985805486598,0.5225374727984559,-0.20052597887859175,0.3364608118713002,-0.0966240614939019,0.18116058391389728,0.115411276839941,0.3256291302082073,0.3825315770787775,0.34965148187450884,-0.0330053853620704,0.13016361020703254,0.4175846275518873,-0.18860470438856397,0.4706884389027533,-0.03778472405834114,0.227160937393423,0.6167499854130417,0.09619746019184444,0.46797795179886165,-0.20324081088666568,0.3430976482960355,0.35004542528080507,-0.08763787170029344,0.20775418400029563,0.11111550791783588,0.35778997086755926,0.18052810214263504,0.043200214809524545,0.2390623586434986
Cingulate_Mid_L,0.30320884301469986,0.4458340322789797,0.7600101807586684,0.8724065828963024,0.5463402496185235,0.04295292524707351,0.30905486661960946,1.0,0.8867532580153363,0.5161507634524598,-0.10727972040424663,0.050861250147332365,0.7639671985345229,-0.24390970655084304,0.45855977080082216,0.08790012583268351,0.1310270039694802,0.5890945293895347,0.7123561216349976,0.270548789017086,0.04855753481466155,-0.25281199010219035,0.4576829163118274,-0.2284850719009203,-0.07950717504406556,0.07808692167521492,-0.266204881352809,0.912693167614526,0.5822870399760918,0.575214601549981,-0.09236080562592197,0.16896251840163248,0.799348260208448,0.784335700484897,0.5393190666835012,0.9131491730498437,0.7966944208593453,0.2762597294492708,0.8927144219290827,-0.0441828882470541,0.45501402462593626,0.8095376048992253,0.3011703679446707,-0.02018571118791003,0.7523009625253091,-0.1981189126845607,0.1808694037495453,0.30268249275513837,0.70011252095813,0.13130089906353584,0.44426858177382106,-0.0015355964060216544,0.49032608056539717,-0.24999281084440084,0.25022583589324754,0.16218340402234777,0.29213828542173487,0.7469872164179526,0.8300341498876224,0.6121366952468644,0.6064043163890462,0.0741568090191907,0.5293465422776601,-0.25835455519597095,0.04847211952759883,0.5268261775040789,-0.004835626820982959,0.3957679681089469,0.3453755844940349,0.3600927389528053,0.6965955784352442,0.33858560710835806,0.29300001014310395,0.08073736712528229,0.5932122904838351,0.12487055687620965,-0.09171848157599574,0.0036946836358731187,-0.012658099330397396,-0.07108067228752113,0.4491484967548299,0.9233321073550682,0.7369980118805256,0.37890702784469166,0.1180201679631107,-0.24537897985099605,0.8560493960628724,0.8887107473427134,0.49199902955113217,0.24177869579672615
Paracentral_Lobule_R,0.1712261813665353,0.5913113703488306,0.8754078936470893,0.942459081112323,0.6679359713990126,0.03045729827641608,0.20986954236001262,0.8867532580153363,1.0,0.4412864210454658,-0.220212670085693,-0.09109561906062148,0.7481099790922872,-0.44157016291326495,0.5754222521497646,0.08764246210283763,-0.025521086000933113,0.7318332531862493,0.6603641084296533,0.24951899462571323,-0.13032751963048267,-0.3681867012387274,0.5634091669212216,-0.4205185026807088,-0.30516254538162735,-0.05805775247466907,-0.3047085037534508,0.8894191233946578,0.4572677115058442,0.704888788907841,-0.26085955792028526,-0.041924216896809884,0.8886607845691851,0.8477050490008549,0.5389216324548839,0.9283042345079374,0.8539758671946656,0.25565483171283354,0.8896201026203141,-0.10816809418834865,0.365129272338865,0.7948342302028414,0.3628456578902021,-0.0025100749800784057,0.6827722869895537,-0.26400789670874936,-0.013359111333946882,0.12780097659265086,0.5298507371511179,-0.0682628647319587,0.39148557868519357,-0.17673125425292124,0.6562689541869503,-0.47010526355608545,0.04173891480397269,0.029582820401412278,0.27330521577197275,0.83897445909143,0.8878756695716252,0.550158552999964,0.5093289001021666,-0.11495871887973888,0.6403300231063451,-0.4753796580830104,0.021262144601803847,0.574521865043274,-0.0680523403162548,0.309752475422003,0.3789332653374139,0.118200634619058,0.7960130704255743,0.4066592047943262,0.2819160342958359,0.034849633482971126,0.5951562837415558,0.11530765403498279,-0.135545539548397,-0.18218550627075156,-0.007149137075286302,-0.21986288560770137,0.6124314240213569,0.8794464049169353,0.7426325303036433,0.3558483885510168,0.16979142961589455,-0.3650349986662774,0.7956629149537865,0.883983791754769,0.5978879950932798,0.17197130192293264
Thal_PuL_R,0.23932232958793942,-0.06178607999198111,0.49326114380306063,0.552338883187301,-0.0114812958540882,0.23815985741646903,0.37666978525406103,0.5161507634524598,0.4412864210454658,1.0,0.3074859879704572,0.18737759052500116,0.3599655082901437,0.25498331765527055,-0.1761389332544759,0.16422180551558782,0.3543846412679505,0.005885776282070119,0.5161625346975544,-0.1919404803272305,0.09292496117184479,0.11882587117768845,-0.19695441080826462,0.2803647892575476,0.1639662837007303,0.356578319762404,-0.1457037200099035,0.5692662542477267,0.37949624150586203,-0.07529826358668792,0.23923262639922244,0.25985392152426084,0.2514381035302655,0.20322260804780506,0.13185183158533342,0.5663211800060018,0.3060701248330793,-0.12230460175445851,0.6298635117206935,0.33424637827381565,0.27537376874105235,0.33804859695793094,-0.27136790967398594,0.06813841120165634,0.3283014835828237,0.073519747530944,0.2726804063422015,0.5291827374350746,0.43162468492675066,0.5140456846296776,-0.1263874688027394,0.44293457870527153,-0.1633085471145545,0.3288787259386241,0.26565860430239757,0.5477568265786009,0.3941887233044872,0.3582971437349671,0.5455222056574522,0.22275284832092712,0.2898164750659549,0.4562297472239519,0.06968271698180088,0.20946183333186938,0.046805143740281434,-0.11793432168824892,0.17854882404403033,0.2328133635278807,0.15778485257233443,0.43764336328828096,0.271327925587695,0.16398218159045294,0.12217857594575272,-0.18919362348722998,0.4526045191710277,-0.009925282479896458,0.018589638995974607,0.443844822461239,0.31637301135271395,0.2868302594110246,-0.21987728066605583,0.5163293163005745,0.23972092397058314,0.1519290774787655,0.17511222110506625,0.24003972967826115,0.708782420418394,0.5915896785665142,0.1432591076932859,0.3827687255405791
