,Rectus_R,Frontal_Inf_Oper_R,OFCpost_R,Parietal_Inf_L,Olfactory_R,Temporal_Inf_R,Rolandic_Oper_L,Cuneus_L,Precuneus_R,OFCpost_L,Occipital_Inf_R,OFClat_L,Thal_MDl_R,Parietal_Sup_R,SN_pc_R,Thal_VPL_L,Red_N_R,Thal_MGN_R,OFCmed_L,Thal_PuM_L,Thal_PuA_R,Precuneus_L,SN_pc_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Cerebellum_4_5_R,Parietal_Inf_R,Cerebellum_6_R,Insula_R,Vermis_10,Fusiform_R,Supp_Motor_Area_L,Heschl_L,Fusiform_L,Cerebellum_6_L,ACC_sub_R,Temporal_Mid_L,Thal_Re_L,Frontal_Inf_Orb_2_R,Cerebellum_9_L,LC_R,Precentral_L,N_Acc_L,Vermis_3,Vermis_9,Precentral_R,Frontal_Inf_Tri_L,Cingulate_Mid_R,Thal_MDm_L,OFCant_R,Thal_MDm_R,OFClat_R,Paracentral_Lobule_L,Vermis_7,Frontal_Med_Orb_L,Thal_PuI_R,Vermis_1_2,Heschl_R,VTA_L,Thal_LP_R,Cerebellum_3_R,Red_N_L,Temporal_Sup_L,OFCmed_R,Pallidum_L,Caudate_R,Thal_PuM_R,Cerebellum_Crus1_L,Vermis_8,Cerebellum_Crus2_L,Calcarine_R,Frontal_Sup_Medial_L,Cerebellum_10_R,Thal_PuL_L,ParaHippocampal_R,Supp_Motor_Area_R,Cerebellum_9_R,ACC_sup_R,Thal_VPL_R,ParaHippocampal_L,Occipital_Sup_L,Cerebellum_7b_L,ACC_pre_R,OFCant_L,Angular_L,Cerebellum_Crus2_R,Frontal_Sup_Medial_R,SN_pr_L,Occipital_Mid_L,Paracentral_Lobule_R,Frontal_Mid_2_L,Cerebellum_Crus1_R,Temporal_Pole_Mid_R,Thal_AV_R,Cerebellum_4_5_L,Thal_LGN_R,Occipital_Sup_R,Hippocampus_L,Frontal_Med_Orb_R,Lingual_R,Temporal_Pole_Sup_R,Thal_VL_R,Cerebellum_10_L,Caudate_L,SN_pr_R,Hippocampus_R,Thal_AV_L,Raphe_D,Frontal_Mid_2_R,Frontal_Sup_2_L,Postcentral_R,Angular_R,SupraMarginal_L,Putamen_R,Pallidum_R,Rectus_L,Thal_MDl_L,Calcarine_L,Thal_VA_L,Thal_VA_R
Rectus_R,1.0,0.1115752003456207,-0.2322679673621213,0.21012897765001812,-0.35195606457874196,-0.08455844096732236,-0.008769857886332033,-0.0058471242571085215,0.21451729578999887,0.029383700349263017,-0.21036771407530674,-0.1308474518398366,0.14308187853552892,0.22195379039382998,0.02258913521310666,0.14455979290392448,-0.055732948573428316,-0.09390489800771132,0.32523824817961644,0.1190745459602111,-0.04305795819982277,0.17183682674673012,0.21766648987676626,0.02112150681864267,-0.02655269062526301,0.16558072921679684,0.13866416846236126,-0.23324847138022733,-0.10058622955712339,-0.12117579087196473,-0.023757880541309114,0.2186945545269188,0.1603811207161719,-0.06297117030920717,-0.22046976957756756,0.1747751764139838,0.030535067528001086,0.03007127584422563,-0.09527119444798551,0.04142181477922281,-0.0391270216343489,0.0892277832789111,0.48109873947953613,0.1611757440080779,-0.16641043698252583,-0.015351499914150761,-0.08384302056163544,0.15802565664142415,0.06789995943502745,-0.08313624383746225,-0.02124644626224764,0.05343972156046091,-0.015940180725803957,-0.2613247246291034,0.23140885883331747,0.12273582002702967,0.22073846830962884,-0.048495484180274565,0.1425681643114155,0.3675588986922973,0.03735519291653104,0.2606693980076181,0.020993845254019778,0.028892940495260623,0.37289073233493575,0.2525297074698986,0.07321787025412774,-0.00392182929802055,-0.03303385325384968,-0.2535056284089805,-0.011577780447878487,0.024307068615055934,0.059355521974666835,0.1614835579895069,0.3171721619275489,0.11232335427502894,-0.15607293229003577,-0.06840283368737057,0.043463750549433626,0.15799680970430416,-0.10677314482806538,-0.2470146151597909,-0.16464340881936906,0.09184944035910379,0.07631274685248998,-0.2304124235769757,0.15802026471867228,0.04031836666651749,-0.005436507229331898,0.0934128326489424,0.11844141566358697,-0.25553734835464925,-0.15853100079482016,0.20469799440098715,0.21027998543372262,0.052394302292025574,0.06107574306156999,0.16458181063446103,-0.05313517116546492,0.022554481707007815,-0.2886317500328424,0.13037250557322672,0.019666508001960094,0.19723315427563384,0.009093721784147883,0.14910351547609244,0.0029610880370184844,-0.07811931875812289,0.05733661784663479,0.02837143523771245,0.06545191554126288,0.09745145232353158,0.0987270771808935,-0.005674222783828759,0.04809174801712269,0.23582332584776278,0.2016861944078722,-0.10002065241020856,-0.017290429043633277,0.48428050796595284
Frontal_Inf_Oper_R,0.1115752003456207,1.0,-0.00022672318699311944,0.6119606581663581,-0.22228290225114303,0.4259249852904839,0.1915299013599451,0.27443872825239374,0.7310715905617285,-0.18995770068376117,0.275639281191591,-0.021817778810391958,0.35489908416518834,0.3167392226262128,-0.009240068365944968,0.7135780882566364,0.2203587876647335,0.47508614333730076,0.22836629485577922,0.685946017578062,0.16060784726974728,0.6773198911458048,0.1961456556655504,0.8372725479528162,0.20070793124580258,0.5654748925280719,0.7080019293423845,0.13217932279767977,0.43239389337666245,0.3280786904929324,0.47506043763276967,0.6891579796784758,0.2340108048440292,0.36654434616876086,0.10852431228503914,-0.08939742919004509,0.3500672321568355,0.18376865450634725,0.09732480637732921,0.15955707979224243,0.24728987731425991,0.8043118110652809,0.2802509710526484,0.5558537106934082,0.07274142161315814,0.7577570841570499,0.4431909742841793,0.4533325327797149,0.4104623679275838,0.010804924077392421,0.26658576771854275,-0.29184653638205343,0.687039590815848,-0.08913483612176297,0.39536989241797277,0.7255834271923552,0.3428338251919394,0.2937241553833932,0.17670520963622896,0.3624220630442419,0.18377255609841117,0.2270207441786741,0.35967500571332617,-0.14898929741609424,0.5064472836801976,0.6790424559680673,0.36334291617639275,-0.038865648975182,0.18357109222024826,-0.13249299390964542,0.5310493783436003,0.437175417486115,0.24719992059135046,0.6870503026291344,0.2915780461342973,0.7565419522369895,0.08028844852457155,0.24622109921614382,0.542996728677129,0.4883200812027241,0.13458894542995897,-0.17222297032949402,0.2541900567959882,-0.04255803554105283,0.36333719858307806,0.0012717260751512092,0.5402435737294454,0.14849615732938815,0.26862509252702466,0.7836835322583282,0.8273934327581458,0.11190716319906943,-0.14301655610621988,0.26770086103962726,0.6037388826179976,0.5108097266019265,0.37393879109618644,0.4398195316081566,0.13279892700632365,0.6575453812848421,0.039430500251978154,0.6042250719289443,0.24368443850442476,0.2641986245902293,0.28863760998964616,0.5072448169536165,0.2919247179840483,-0.09470780416695265,0.7396520853805016,0.5072436971550821,0.8759195600069647,0.4945577357896894,0.6995108873738013,0.556032195008977,0.5456838257378023,0.23152491761463775,0.5079472777014538,0.4476552437433383,0.5003054636634724,0.3759267906408846
OFCpost_R,-0.2322679673621213,-0.00022672318699311944,1.0,-0.1897855600718787,0.4344129429144313,-0.09233995722873675,-0.009309227023012102,-0.19027182530951522,-0.15072954252628423,0.5502025917536003,-0.11925058553097946,0.48321094627906874,0.21946028915582838,-0.20581614733525555,0.2765770399553254,-0.007314679432882687,0.41089670189301597,0.09886014278898873,-0.16231757657884907,-0.15460259861860948,0.13870795917681766,-0.1476861277906507,0.17123512438137822,0.3488479831822665,0.525746228829015,0.3348177738097248,-0.07924158510051535,0.12533186506084712,0.09461385043869146,0.15241513735845041,0.02991699561873851,-0.30543333325886357,0.11355581426910724,0.26700190828077036,0.12733697263945382,0.13567708770896453,0.0030193793040930957,-0.2158291955182026,0.8300774839904564,-0.010033017702676963,-0.031867371326843814,-0.016070687248764256,-0.10841776789787094,0.3284519596295544,-0.028469625585557903,0.14465861423414642,0.4556114897772775,0.37177217531193385,0.37945171654485665,0.4078901974360626,0.5885372851278105,-0.17407896819770197,0.08517729310351707,0.13885554203487843,-0.5178321238132979,0.0583166433104227,-0.2408534607156505,0.10616479057401693,0.2206543397003132,0.03422150442132816,-0.21607608433886474,-0.029565561850821105,0.10038846264008328,0.5981599157382795,0.07939097083672411,0.27724537483880834,-0.23198040375717624,0.25346152139748984,-0.18597207898187632,0.36922975214785203,-0.22194362951405583,0.38865393447586055,0.486354207927183,-0.034865595219429835,0.3811097037524428,0.025596110249493854,0.03230007764023789,0.6926740217624912,-0.2508973048161529,0.31666438826885224,-0.1422380317961761,0.4971418220828062,0.5553327079599731,-0.35596538242814063,-0.1779800645251773,0.28422468590264083,0.020607526207993568,-0.4739748272505734,-0.25147689941983753,-0.1226336290784679,0.050857588410096494,0.05386115909302486,-0.05089938407944364,0.1328842286719276,0.18365674338131346,0.4294993348949941,-0.4301733216563329,0.48315033538768504,0.030417712714370028,-0.2224027964082871,0.34004192035860104,0.3473837794451973,0.2728864524313635,0.5686211230669176,0.25037373107490796,0.4749091842244725,0.12432123645158043,0.1486819337097573,0.3744720056629923,0.20321634466983912,-0.05308168207710534,-0.35728234430459305,-0.2184158350615015,0.484268685389267,0.3936564265528902,-0.5801861925925323,-0.015334866031776029,-0.12435563891525671,0.2334701279473443,0.05426904974775154
Parietal_Inf_L,0.21012897765001812,0.6119606581663581,-0.1897855600718787,1.0,-0.11879239657159449,0.5121569840272026,0.15241736114150314,0.4706655057367841,0.7718336674693125,-0.19629479132495867,0.3641880896813639,-0.08721816665619608,0.42804209006709676,0.5535384867539358,-0.04010367634687132,0.6317285310711603,0.1447187434242848,0.45353426843913935,0.21249695901750723,0.544173152167412,0.20114852693145122,0.7210363797931756,0.409348304511711,0.5204627177208907,-0.06200704581831221,0.5240306847353652,0.456508591869445,0.36622776424961734,0.15688848271646205,0.2237639623239051,0.6683707045992772,0.7664171314473927,0.03861319599073315,0.528386045847506,0.24736163179172155,0.08807354287838408,0.4407043611148424,0.331590483776907,-0.20518892212533815,0.3152817955977456,0.14095826593122587,0.4340018356525871,0.18833899499974752,0.4957505242935582,0.15682902995184037,0.336392237930995,0.15531601747152346,0.44782796305255906,0.2672685570060551,-0.18653264617987186,0.1961317581806321,-0.03502154142173242,0.43983673571197834,0.0007926431759757982,0.25707074175063954,0.5424004284143052,0.5104225361082857,0.2642453599751436,0.10131862350759209,0.24663502316665284,0.3491129224471569,0.30809792509783057,0.30426563471422546,-0.04325080373509408,0.31091803085633934,0.45174083608246135,0.4689839314838895,-0.09595285047212045,0.19395239700678993,-0.027835105951059414,0.6243970087612748,0.16877768535472343,-0.02770820671287144,0.5175347232330186,0.31600995531983134,0.6003954705772135,0.06928342469961857,-0.02320938543367629,0.5581144865683589,0.5093870084669634,0.41688562851919087,-0.06652721637767757,-0.08234196508556646,0.17589355764929193,0.8069842744728525,0.16261335479734534,0.3111325856668691,0.3551365747842594,0.5699987943989628,0.6448606042443489,0.7021105565070829,0.16642464484373778,-0.19004174896915177,0.4474779891184578,0.6072690750159968,0.34526019670923275,0.6042831126522599,0.30664431922298224,0.12626162939314692,0.6554899100123529,-0.16587658761120802,0.3424533560804427,0.006040712828438052,0.1607967029798707,0.41420373355865303,0.38661569369227483,0.4916501261623227,-0.248123177528915,0.5210729233165362,0.22201734912992951,0.5982075003697557,0.619241957562629,0.6558401930309486,0.21145820450251746,0.3288609767057373,0.1336078254894466,0.37630943545275947,0.41989926206268663,0.5855523473751222,0.49756285157646646
Olfactory_R,-0.35195606457874196,-0.22228290225114303,0.4344129429144313,-0.11879239657159449,1.0,0.055163112872167644,-0.09511042214642357,-0.02195035467741971,-0.2060682845308897,0.35661190829186146,0.07954571091934419,0.029868624116048435,0.18426158850262075,-0.12001694103597517,-0.1913573964440696,-0.08189770834718725,0.3526390107235756,0.07727281408413586,-0.3672291473869718,-0.26470184877025144,0.3583351124210896,-0.19057555700117915,0.04488188395739188,0.00020373109730227677,-0.015693899139344703,0.04045132013868079,-0.20509277454828806,0.13641497716695403,0.05859846312623776,0.040280663618618234,0.022878321047626514,-0.2702144482778719,-0.1504129947341192,0.03465910636951125,0.01481877395127074,0.25962466611914115,-0.10675424185991782,0.006417686340623264,0.13956471989604924,0.016861470256602198,0.2602456548621736,-0.264134955144189,-0.16514986565950412,0.07007340405020752,0.06362575173302737,-0.1835012722299443,0.01113292782091151,-0.07038169976433244,0.19310309559757122,-0.020418128831648306,0.39082049333621116,0.10182393795761355,-0.2368939131027532,0.13035817698085667,-0.21160662408195224,-0.14373674410336187,-0.05931504118860048,0.10341950109673231,0.03829048841401223,-0.20593386578823,0.05249267526527529,-0.17787592415630674,-0.1403538793094152,0.4333956222561747,-0.16796747907357323,-0.28043191708054466,-0.24115967487441503,-0.14316181061965091,-0.09922518263210413,0.09802951274636153,-0.1306989995861251,-0.022162627761627182,-0.04722150595116114,-0.23106607119297484,0.040241082156396026,-0.24821916138504144,-0.01374627372242887,0.1588259564911738,-0.06577594085994432,0.0787165953378653,0.047640944870573285,0.17121939764011682,0.08406344613178925,-0.23489350070979975,-0.007139143283729498,0.1523820347618118,-0.14512287672713803,0.03276789622231876,-0.10979133197882451,-0.276153240148373,-0.0999571261831109,0.19021414487486094,0.011542489816627626,0.24735471002876994,0.03934409318437853,-0.05539867887831662,-0.14080938519956987,-0.024906078600728705,0.1423754852033389,-0.2035506175808637,0.20898501781527506,-0.01833629834191172,-0.09890880006323877,0.1247039329114577,0.1880750940303633,0.009245904196290098,0.267191037667819,-0.23685996531334672,-0.14348449957474316,-0.06547904604241382,-0.2341023982749928,-0.09261309833154037,-0.12995251351847756,0.0626602633475695,-0.05451842911762019,-0.31451879092708834,-0.14734601427485094,-0.060936090007810584,0.08890257053183469,-0.1054642077384636
Temporal_Inf_R,-0.08455844096732236,0.4259249852904839,-0.09233995722873675,0.5121569840272026,0.055163112872167644,1.0,0.046716666437649906,0.2964018516951413,0.32198449825803843,-0.400958649812787,0.8545433509285004,-0.05875319517865826,0.3308622904990171,-0.0003242005832195463,-0.16393585056047258,0.37732939795085263,-0.005014389530084769,0.5439303391535781,-0.08411253545825594,0.2593438536206118,0.501949367691263,0.29995346608286966,-0.06848660990292177,0.4652526415884637,-0.18988725882648702,0.14570208350550795,0.3011266807299817,0.681990029370349,0.6311694431844156,0.21584773535445487,0.8818498024192787,0.34834588043114384,-0.17861120890991594,0.30369027156543343,0.357302234285827,0.20931017208754898,0.06601768767339808,0.09504030229926375,-0.03730478796787952,0.6392334090441253,0.426887999485386,0.13477640940059726,0.11947933964318729,0.17847605338946612,0.778132710466922,0.13458669387864883,-0.08607006060371193,0.15874103852341528,0.24055149045429483,-0.2505729611882401,-0.018566008630752057,-0.03384075800215976,0.08753044503895568,0.49473722026859773,0.12790307816620874,0.2222204166878714,0.17698014924896074,0.5513255057935791,-0.026934239236097682,0.24867506401757175,0.6380829868395771,-0.03308237491107267,0.04367573574831936,-0.30164563813048173,0.0164978575794014,0.26566193498199053,0.30917033334237265,-0.17915362448217337,0.8041986429722323,-0.04100194085040157,0.5962747000258645,0.03143891899190599,0.06876055042698398,0.30228769511616754,0.22028792851364098,0.07545016269834406,0.16353480977132864,-0.17245315059005698,0.6048159405842346,0.23963263079657537,0.30555590715379843,-0.19616202693765156,-0.10195507117698413,0.09784916576187692,0.3439204422732685,0.4707979807027762,0.09124049355282884,0.4820295049012142,0.22090020550777145,0.3844794814525031,0.4382514958459279,0.8059179907242865,-0.07912730791928371,0.19784534651730443,0.3218398350454611,0.0630178759408008,0.47627084064382014,-0.14515996686467403,0.1686933062929304,0.7847671277792826,0.42115505041321,-0.022865050271373182,0.04551435145488166,0.07057104325448667,0.14357936777742425,0.3047623475447148,0.4066022059189594,-0.4310654521021474,0.2058856424318777,0.1774310910131894,0.49004991310371754,0.4717188230457318,0.38443722028356253,0.29532335948376237,0.5009168160216415,-0.03712190276162375,0.2955079244821435,0.5097313428902321,0.24955494677085852,0.12239896039237448
Rolandic_Oper_L,-0.008769857886332033,0.1915299013599451,-0.009309227023012102,0.15241736114150314,-0.09511042214642357,0.046716666437649906,1.0,0.37465466250450524,0.189562943537669,-0.05136522712604329,0.1284030702059471,-0.2642922589209579,-0.042025637533519455,0.053962745396563906,-0.40961040229096024,0.3082600894006455,-0.1745333654395443,0.1107025002908825,-0.33614227676978486,0.4394998019716989,-0.047328154865912915,0.27581639428553334,-0.047742714122285854,-0.10670725959435877,0.6466425752349164,0.10807041825817824,0.41873319262816594,0.1295459694176886,0.22034852379145115,0.6502541040247733,0.1829348424268937,-0.011703394639312715,0.6663572770686975,0.49146984702668184,0.5234552632702961,0.026408386583402558,0.7629479100350951,0.27166761050834465,-0.07502993358359737,-0.0032154643634316124,-0.053183079258317875,0.3134484424160228,0.0406817211090912,0.053122060733865925,0.0913548120470394,0.35385553827618893,0.7187898185156812,0.4727177284292609,-0.15507856690986843,0.55991456100445,-0.24226630665372115,-0.35630873238756644,0.5060372652061962,-0.06893317053255575,0.35862500436027955,0.26563173752444397,-0.05719168271562706,-0.0788120984246754,0.16272986152981686,0.2170438688004095,-0.35739414461981145,0.14202248707729426,0.8872529539455575,-0.2926747223874853,0.4553662243855594,0.3952229812925249,0.006788400938099773,-0.10185862809172726,0.08681656042430011,0.09512280139739973,0.1612852874877001,0.6645348849239897,-0.12757522386141096,0.2835124454767229,-0.20878170304880378,0.2408866300375109,0.41392470909317536,0.11140456637908418,-0.0858101357215424,0.12975305187691127,0.2544356914384145,-0.021533433260184514,0.5209105759002575,-0.057994326169483794,0.34928774967075515,-0.11575000861095407,0.7048398915778687,-0.24124728263276105,0.4413500724159638,0.32467402453605265,0.10100585001884203,-0.15500327993687443,0.09068744049549138,-0.3105230522969005,0.10110100797080493,0.2700142425501591,0.21841399848493623,0.12953913057765476,-0.1551035997774667,0.32700336999489493,-0.06010329158039122,0.06358894316327078,0.33944965011820605,0.1377511552915628,-0.13808949477992477,-0.20249433430472735,-0.03923397673632061,0.06355037413592557,0.38205009386270516,0.6995404787839997,0.2639236326309342,0.08763997211633935,0.588632651240005,0.5000376202801383,-0.259083111020584,0.2983784286365373,-0.049566988164680595,0.49730368360636856,0.04722451804239717,-0.2243884838757888
Cuneus_L,-0.0058471242571085215,0.27443872825239374,-0.19027182530951522,0.4706655057367841,-0.02195035467741971,0.2964018516951413,0.37465466250450524,1.0,0.5501421314048958,-0.12083489206129856,0.35318060842577,0.015043621370949063,0.06851086119245224,0.6095058622715817,-0.30805918952675687,0.49386805418857177,-0.022810508150701247,0.1002123500679795,-0.114524213878323,0.5984478475482131,0.008702956996296628,0.643919565010126,0.16383959285194713,0.08221494188205646,0.04601161343331771,0.002251768173607343,0.3556006438702821,0.46099186945270443,0.05959393718575073,0.291701447596895,0.35343165112877944,0.4614858288235913,-0.005710714921838013,0.45097458285342656,0.5299775593537557,-0.05419300428705138,0.5266758273135228,0.33215495757660174,-0.32373887919274563,0.029725811846719668,0.14289927269034108,0.29945414713026874,-0.05698604837083192,-0.0739171005131203,0.2545703763220353,0.27072964623412793,0.18800848250764485,0.1627535301057883,-0.2583241215857038,0.05188983592667167,-0.2793971204523328,0.0017155424978212825,0.3485167555353984,0.29648093268725945,0.11141933634827383,0.24837194035585708,0.3422730743599792,0.017678456476487425,-0.05059263266575342,-0.05285166303685874,0.16691995335192586,0.18373948438560792,0.3282854594371671,-0.225476829513264,0.0613294400357476,0.08878295522955588,0.14758659322710893,0.20181826680861858,0.05389533927787834,0.31005152773535605,0.6965264570046783,0.05683003609171444,-0.4932732039157743,0.4425392909241273,-0.20595453551860401,0.34389140781641875,0.23037013968631134,-0.17791938481851888,0.23940700806576143,0.0524003308696451,0.7717921525959653,0.17827367479392203,-0.12333606930418065,0.1371964305022538,0.7033615295378487,0.24313263201852067,0.26818028889466056,0.3189106742984981,0.7712597365900888,0.5090023631282536,0.18059677043917888,0.20891078220940718,0.1889146276984622,0.03566842350036591,0.15035941511888973,-0.01769255497339039,0.8393264755488096,-0.10766689850357113,-0.05457106949545441,0.500526114354485,0.0027582267228000957,-0.05469709187920621,-0.2658444752035173,-0.192823107098832,0.15164918998120452,-0.10950266024224668,0.21140360917871362,-0.18474369027154505,0.30369690190202764,0.1578376191605159,0.40159060648232503,0.6711550378490712,0.5568480685498037,0.19810742634102582,-0.1476904654752011,0.05965554291624268,0.0010943325534600841,0.7709732188965623,0.15857401530858148,0.02309128182795906
Precuneus_R,0.21451729578999887,0.7310715905617285,-0.15072954252628423,0.7718336674693125,-0.2060682845308897,0.32198449825803843,0.189562943537669,0.5501421314048958,1.0,-0.14259046789540744,0.12284374318886047,-0.11681733109735615,0.36564908598575624,0.7468200928390811,-0.044479571901868624,0.7199953523507625,0.2512739376967543,0.36822956268007645,0.20216243850864854,0.7821770638022515,0.11422109677317388,0.919612940911119,0.3376182655773065,0.5712526217021698,0.0758852128478572,0.55159818017906,0.6718128372077993,0.06544283573760266,0.11274172140690898,0.23550382743704254,0.4241953673012606,0.8028147233111825,0.1621234345144198,0.40428118814758945,0.055664480704911146,-0.07062574876287973,0.41595495767442303,0.2587008030459679,-0.12791632752156848,0.09172862841073248,0.23975968555065374,0.6290608575784237,0.26670870058820706,0.5459291549802764,-0.08403527442440874,0.5545629136668285,0.31814475372778794,0.41991016974917045,0.30935759370394994,-0.04983083082803913,0.2278809645861792,-0.1316820315053628,0.6480339476087327,-0.19960397615764658,0.38932259212405257,0.703536279596045,0.5507362625459638,0.11063827552954314,0.1900760892784721,0.2317445273902093,0.20983604278216678,0.35312226891433723,0.334993310823211,-0.06545363936660732,0.46370896826491903,0.5125620774738138,0.4357396981182283,-0.08476708825113664,0.01219493771621821,-0.16524248460388158,0.7177782248723035,0.2973323689046485,-0.006762686591396565,0.6906978798066987,0.23507563039988907,0.7486122673538289,-0.07354618904027493,0.1103714120716551,0.538268655831386,0.49858855523190326,0.34154557078163417,-0.1671674216242958,0.10730983376670647,0.005861357899305905,0.6446395698823367,-0.11586675400089155,0.5023508741804417,0.2637397533698198,0.5135724095417024,0.8590136112940497,0.7169613226095426,-0.05787605774878277,-0.1845969325571179,0.37036016049273807,0.6023836702367477,0.36290623381235854,0.5942888047747886,0.40016023571523157,0.07771935378095267,0.6349033212887152,-0.17718650830341784,0.4952382434688753,0.013514336188317808,0.14636186537816542,0.30396097070678396,0.45173044746202146,0.36400813617844524,-0.14460914341066292,0.6025712433471013,0.4015002768875166,0.7521074520420751,0.708923125497827,0.6988349487274793,0.30170699210827195,0.31833823323136634,0.296918249622353,0.3915213274130316,0.46334765361517066,0.4766066624953524,0.3939660512019962
OFCpost_L,0.029383700349263017,-0.18995770068376117,0.5502025917536003,-0.19629479132495867,0.35661190829186146,-0.400958649812787,-0.05136522712604329,-0.12083489206129856,-0.14259046789540744,1.0,-0.39314993110157037,0.30352565428469336,0.11619708733046409,-0.009179233871114986,0.21349616086072293,-0.12194561846921556,0.2773373701256479,-0.2180459937302911,-0.051618723370665004,-0.24035195008959376,-0.004663467224201685,-0.16692851692498645,0.17997170401298576,0.00406953263540811,0.3451955401061017,0.13279370311763156,-0.2464415927975426,-0.13634710821072826,-0.2782519931488266,-0.013996503803255669,-0.2775827300304284,-0.2310369175293248,0.07599922867582999,0.016912232479199145,-0.08169406642605834,0.044192196268975574,-0.018569846008110794,-0.09776585594323128,0.4532583877180956,-0.21109427691408333,-0.076336748179417,-0.10554277036599062,-0.10474049266538835,0.09156169319629126,-0.35915467267252393,-0.08172773261103708,0.23900685035595082,0.17633029333413752,0.15100240843365265,0.3724906845438297,0.39748687462381554,-0.0826673799089627,-0.05480117308973922,-0.09063957395451824,-0.33444127144444075,-0.14872946949242266,-0.08370221127486326,-0.12536084814962445,0.168521836914522,-0.18055914250289629,-0.29596619621146153,-0.07153838414667875,-0.03792416515328714,0.602360340714621,-0.01393019709426006,-0.015508250463352441,-0.2348302952987477,0.28675361542287237,-0.46543066276380907,0.2379039362062325,-0.3181897385543806,0.2288923369570263,0.20534369241708092,-0.18191796266817928,0.1276123214000105,-0.007028815653468994,-0.11062379750546006,0.4995146103500597,-0.3580957192040104,0.140221030255722,-0.15025579673331765,0.44979812453862,0.24433753864480606,-0.125067179827077,-0.08469869853045395,0.04035648320895186,0.03035082304848663,-0.3868669028154937,-0.12249301630423132,-0.25274417626100987,-0.1332828808042576,-0.19646719261289647,0.06952851482057808,0.16797884682807449,-0.023531562075201132,0.11278918927399997,-0.37546814770232106,0.3211495488448132,-0.055868107595282,-0.4628685591562138,-0.08724823888827501,0.2308178624657936,0.0007924309076595966,0.3473853555905149,0.15221448151675515,0.13805756704325498,0.07258681277836775,0.13787181837270318,0.13429323630603637,0.04093294705113788,-0.3056357431644391,-0.3297837086828301,-0.2462225321176656,0.0783644960922641,-0.06518321731175905,-0.26049557305511567,-0.045152530418718494,-0.25741470358181356,0.10737412380848663,0.09127582204810941
